proxy,split,normalization,labor_share,sigma,capital_adjustment,labor_supply_elasticity,sigma_NI,native_cell0_wage_pct_vs_absent,native_cell1_wage_pct_vs_absent,native_cell0_earnings_bn,native_cell1_earnings_bn,otherfb_cell0_earnings_bn,otherfb_cell1_earnings_bn,native_production_gain_bn,other_immigrant_production_gain_bn
PEARNVAL,hs_or_less,gdp,0.6,1.5,1.0,0.0,8.7,-6.162952243573761,2.0032815194539255,-120.09777135377432,149.41132636855076,-44.650118232312025,30.258015909104643,16.482432588987983,-14.180431793344637
PEARNVAL,hs_or_less,gdp,0.6,1.5,1.0,0.0,17.9,-6.5745007177178465,1.9773761258676803,-128.68200864639354,147.5166811502811,-36.82966395264583,31.291276027897272,7.563446396976979,-6.611342683481587
PEARNVAL,hs_or_less,gdp,0.6,1.5,1.0,0.0,inf,-6.955452170512744,1.9529719657652045,-136.69572116605679,145.73095103818162,-29.532251609386442,32.26920150183159,-0.7764233961571353,0.4625743948310611
PEARNVAL,hs_or_less,gdp,0.6,1.5,1.0,0.33,3.0,-3.543698858329325,1.7402136440575422,-67.18103441493554,130.12645668121985,-63.77103404439798,21.401003722381095,45.954079846293055,-39.22070538567534
PEARNVAL,hs_or_less,gdp,0.6,1.5,1.0,0.33,8.7,-4.9615025479661234,1.6533045389802936,-95.46279350716193,123.73342566436578,-38.40232712860588,24.666150437892284,16.12426975765071,-13.854345609806757
PEARNVAL,hs_or_less,gdp,0.6,1.5,1.0,0.33,17.9,-5.355938803696025,1.6279651972193498,-103.48150115619092,121.86740573528182,-31.10599295728525,25.631991654592717,7.601795752046615,-6.617512301397009
PEARNVAL,hs_or_less,gdp,0.6,1.5,1.0,0.33,inf,-5.73311829617551,1.6032194291146995,-111.21215175071632,120.0441989883664,-24.02668656712105,26.581384521854897,-0.6431123600016043,0.3789184072609215
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.0,3.0,-6.180212521631678,-1.964055474124926,-120.45627988008522,-152.41373040701492,-82.59481756360351,-42.290287650276184,-226.1938647647188,-105.13648140713596
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.0,8.7,-7.766743096321704,-2.027235869767152,-153.9826811210949,-157.41807633351715,-52.29596876580417,-37.79947710456554,-259.10418339639875,-75.41991876627394
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.0,17.9,-8.174237242021853,-2.0442658706234407,-162.78079879699058,-158.7680805501797,-44.35378663483004,-36.585735910167486,-267.77013368058607,-67.60100175081264
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.0,inf,-8.551446012937037,-2.060346541234326,-170.99491565350192,-160.04326030586128,-36.94237705414714,-35.438375849662854,-275.87272940765365,-60.29278911836799
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.33,3.0,-5.309895676519572,-1.7697215587148873,-102.5420216052123,-137.06142616307523,-72.32931382025194,-38.02727906473411,-199.56151961350812,-94.79132405545842
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.33,8.7,-6.706760682839863,-1.8247853770906652,-131.4568188652121,-141.4052756599936,-46.511190840334216,-34.14029928596429,-228.5034632707454,-68.3468264808318
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.33,17.9,-7.095388993391916,-1.840953193663375,-139.65594323638018,-142.68164058656163,-39.0850698242213,-32.994916691530776,-236.7690914372171,-60.8005849615853
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.0,0.33,inf,-7.467022387761535,-1.8567928254412447,-147.56093473081964,-143.9325048439714,-31.87961272681674,-31.870971597904095,-244.76406891383087,-53.50421143329364
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.0,3.0,-4.499467800240053,-0.20777995168784757,-86.15407780637565,-15.840272068913263,-74.18843112669816,-11.898508146346648,-86.96419608766399,-73.48738905107672
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.0,8.7,-6.124245534799877,-0.28252868299269984,-119.29428417636198,-21.554947437762966,-44.4688179748742,-7.663825618072853,-120.1121052681039,-44.47566237274171
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.0,17.9,-6.5415899468939775,-0.3026286702867087,-127.9927619072043,-23.093089676333545,-36.677577119035334,-6.518249287221094,-128.84326554537742,-36.841557700471675
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.0,inf,-6.927927545591728,-0.3215892931076825,-136.11451317470352,-24.5446111547027,-29.406685274964172,-5.434912744978153,-137.00786753377392,-29.705849270267056
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.33,3.0,-3.901846712661683,-0.3090299398080254,-74.24644150184865,-23.583074088075445,-65.48104655769424,-12.787273696449176,-83.3546638968691,-68.19998701460459
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.33,8.7,-5.329103735132257,-0.3750365259641786,-102.93383824002436,-28.63921250422267,-40.08543100265001,-9.129345432739116,-112.53003065406357,-42.44735234492957
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.33,17.9,-5.726229796867887,-0.39435802254352836,-111.07041088403984,-30.120516957127933,-32.779895596069345,-8.050163459151129,-120.86566173044436,-35.09772547209123
PEARNVAL,hs_or_less,gdp,0.6,2.0,0.5,0.33,inf,-6.106008206339364,-0.41326101417922256,-118.91593703382652,-31.570292509236936,-25.691040969620026,-6.990609223331101,-128.92982496848938,-27.991119833465103
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.0,3.0,-2.7886131959078075,1.5799585583873732,-52.45557126963842,118.32958585046268,-65.92999140071007,17.958396610831738,49.81512466671602,-42.39529929687775
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.0,8.7,-4.452498239178104,1.4932483954460674,-85.21281292526965,111.93105161031696,-36.77861496307003,21.9445573062283,16.44809733815272,-14.072822300804884
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.0,17.9,-4.8799144454084615,1.4699745593953928,-93.8124455457116,110.21176236526915,-29.135465141339836,23.023981227919005,7.656655936741797,-6.619457727564846
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.0,inf,-5.275586181668023,1.4480367263607574,-101.84255290718673,108.59044434912519,-22.002443612288598,24.045179866816486,-0.5653184092721989,0.3475421094973886
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.33,3.0,-2.2826529204680646,1.3707005684002738,-42.715814858045405,102.86930958316263,-57.84981378490897,15.33843296329676,45.46778074967043,-38.721854912281685
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.33,8.7,-3.74503106724291,1.2919296474328101,-71.14637028069072,97.03305388926871,-32.92423569707678,18.74414032560845,16.05216547974431,-13.732057919618056
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.33,17.9,-4.15197723327484,1.2689300468053055,-79.21223857851986,95.32726646318709,-25.75286791994583,19.750411908863864,7.644250219639075,-6.5992399810571705
PEARNVAL,hs_or_less,gdp,0.6,2.0,1.0,0.33,inf,-4.541168159164933,1.2464545263047855,-86.99052469012399,93.65959924106477,-18.793756240990476,20.73904314052576,-0.4914516991610168,0.2980964685821526
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.0,3.0,-5.128560329007681,-2.253223475084132,-98.85086165894208,-175.37088882560843,-77.30001187423082,-47.39895887515972,-226.00986069497648,-104.67590983964776
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.0,8.7,-6.751809029485855,-2.311141021618446,-132.4037289674233,-179.985321937762,-47.42685611450029,-42.80509308048928,-258.6298844428435,-75.24343954726044
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.0,17.9,-7.168780401782415,-2.326775940087289,-141.2120320411824,-181.23193232279831,-39.5944961597903,-41.56404147940201,-267.22158624909366,-67.497232753528
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.0,inf,-7.5547806241629605,-2.341548510089342,-149.43691114473282,-182.41015229322227,-32.28490564305701,-40.39107628404585,-275.25559718345886,-60.25620290358334
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.33,3.0,-4.502447611228311,-1.9915678409260562,-86.21382412718425,-154.5921164900895,-68.37746480933251,-41.92647842631089,-199.420600868001,-94.35192396164072
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.33,8.7,-5.92803331444407,-2.0419842167510804,-115.23141470316172,-158.5871817863294,-42.85587333391511,-37.95116089813642,-228.10292343478372,-68.16503235203733
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.33,17.9,-6.324721025055402,-2.0568140384489286,-123.46300997871855,-159.76310077397898,-35.513358645435666,-36.780351622213615,-236.29690740832257,-60.68996262885832
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.0,0.33,inf,-6.704092204739942,-2.071354624633459,-131.40075650765965,-160.91643085916743,-28.388307766662606,-35.63172198738702,-244.2236604847447,-53.461400958316645
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.0,3.0,-3.4321248739063837,-0.505372932351944,-64.99065098676746,-38.642750336137226,-69.00194357139488,-16.972758297683047,-87.0368745771799,-73.09252166947093
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.0,8.7,-5.094223144104381,-0.5746175339639836,-98.15350166480697,-43.968057981667265,-39.69857469093609,-12.635253065453284,-119.89163313588864,-44.35693148093749
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.0,17.9,-5.521200010022042,-0.593259032115756,-106.86108841459196,-45.402963765497084,-32.01473415199553,-11.462431235678562,-128.5477437267237,-36.79350208391294
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.0,inf,-5.916472957570051,-0.6108523111539421,-114.9925687379144,-46.75767792114782,-24.84342190237495,-10.353551663846188,-136.6429929852151,-29.723096416061313
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.33,3.0,-3.085072789401777,-0.5369265376246157,-58.209681506256594,-41.06848427671686,-61.5997330071806,-16.676401789675406,-83.43213415251944,-67.8184608008432
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.33,8.7,-4.541409718776213,-0.5980801414399273,-86.99537214384833,-45.774150162017904,-36.49475593748984,-12.92978967140091,-112.3450838869256,-42.3154847525475
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.33,17.9,-4.94669581664926,-0.6160051001299016,-95.16307545757462,-47.154542757730304,-29.27117936391187,-11.825086420553644,-120.60820967502929,-35.03483600153223
PEARNVAL,hs_or_less,gdp,0.6,2.5,0.5,0.33,inf,-5.334308562521251,-0.6335524775799017,-103.04003657628816,-48.50634039996944,-22.26115243442557,-10.740757960695255,-128.60328871914206,-27.993952547876965
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.0,3.0,-1.7053547547238534,1.2737316489106254,-31.725272310497427,95.68344587656105,-60.849649805478194,12.91893652043799,49.49473338412528,-42.0639679037391
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.0,8.7,-3.407171904609152,1.1927745077375818,-64.50147496945382,89.67358349525891,-32.10527230268814,17.007652735145236,16.423472028148602,-14.009874663164126
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.0,17.9,-3.8443781501536156,1.1710245562756016,-73.10917802258581,88.05733430433268,-24.567152773713126,18.114248306096698,7.707817617074261,-6.625202268738175
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.0,inf,-4.249131317900556,1.1505151639210398,-81.14801709160169,86.53263491487236,-17.531519186622855,19.16091957583438,-0.4440960456495771,0.2783269594870212
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.33,3.0,-1.455202753046625,1.1357970337185996,-27.00289260096585,85.4380856334103,-54.046877400502886,11.461357045098731,45.15325363473168,-38.403332327497225
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.33,8.7,-2.9470720298323316,1.0621185553671753,-55.526792891179426,79.95401514119133,-29.40540102864452,14.95609418804365,16.00290558214041,-13.654467269539971
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.33,17.9,-3.362293441192332,1.040583683970886,-63.62231690505515,78.34961120723871,-22.314164342805853,15.987981265241286,7.668379425292726,-6.588218473893856
PEARNVAL,hs_or_less,gdp,0.6,2.5,1.0,0.33,inf,-3.759429236589029,1.0195296636011486,-71.43058489844489,76.78037062712114,-15.43212902226767,17.001475894456725,-0.3973534310724858,0.2456906309280586
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.0,3.0,-7.48939531069126,-1.0333253589526858,-148.03885467117158,-79.4335166298705,-89.35443556481712,-26.049953750451245,-207.30660432708612,-106.08062931394848
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.0,8.7,-9.025666715519199,-1.1085626526861736,-181.4182163613595,-85.28197198012514,-58.486571107490946,-21.799046980104738,-243.55648728750717,-73.5651648732992
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.0,17.9,-9.420180575794934,-1.1287883308415014,-190.17273789572542,-86.85570198981561,-50.39799844913668,-20.648941173999045,-253.09852404127017,-65.01336263792662
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.0,inf,-9.785345170276072,-1.147865304138218,-198.34421563704723,-88.34064314229758,-42.85102146206896,-19.56126680058035,-262.0190055291632,-57.02149175491688
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.33,3.0,-6.209336799262766,-1.0714489471696287,-121.06151147640288,-82.39588337577966,-76.81151265626463,-25.868496634589114,-186.0428455644026,-96.47779758741012
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.33,8.7,-7.56987059316403,-1.13660942595869,-149.75984294290893,-87.46442243748307,-50.634562046587526,-22.176485413274037,-217.89940457432348,-67.57734982476369
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.33,17.9,-7.948294468979333,-1.155683644558414,-157.89289609506963,-88.94938407027023,-43.10763493678672,-21.087271883093916,-226.99405655379317,-59.33402335218382
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.0,0.33,inf,-8.310126493980196,-1.1743449144253626,-165.7321417028359,-90.40275165489116,-35.805387811553445,-20.017879446263898,-235.7894769396961,-51.36525755490318
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.0,3.0,-6.03637693961473,0.5210953137987362,-117.47273470629486,39.43806836196283,-81.86364486428371,0.40261649501167107,-75.36165116378929,-76.0757005595893
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.0,8.7,-7.605395952875793,0.4353081520711566,-150.52051733492397,32.97357712754832,-51.51476005038174,4.431086561034204,-111.83788374588612,-44.23824598929724
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.0,17.9,-8.008343559835174,0.4122838123207684,-159.1896173804376,31.236697969218987,-43.56136879734114,5.521995954284376,-121.44210026910228,-35.86414222364065
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.0,inf,-8.3813241406266,0.39058181624032073,-167.28195982975876,29.598842615546065,-36.1402162793551,6.554071113773255,-130.42172655137077,-28.038105110994668
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.33,3.0,-4.958593396122357,0.24781065063081975,-95.4038990457015,18.806187048222043,-70.60170226881918,-3.358998090803801,-73.47153259299576,-70.70639104431643
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.33,8.7,-6.345935200051455,0.17251351461524678,-123.90518581116687,13.101777869549204,-44.80993173892696,0.12859933193810813,-105.55486698908744,-42.48559124496233
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.33,17.9,-6.731854436292672,0.15051902409048967,-131.98417328926536,11.43388630934115,-37.39289052321563,1.1587383515069714,-114.71760036925764,-34.435312765772665
PEARNVAL,hs_or_less,gdp,0.65,1.5,0.5,0.33,inf,-7.100870563457318,0.12902158538623532,-139.77208182337148,9.802979212388696,-30.19687999861502,2.1706734861008052,-123.58033654341436,-26.65283175625527
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.0,3.0,-4.56053672672041,2.0999305042313843,-87.37927780394119,156.47146756267176,-74.48868895329191,26.446134074378428,54.542954525954535,-46.53475681648245
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.0,8.7,-6.162952243573761,2.0032815194539255,-120.09777135377432,149.41132636855076,-44.650118232312025,30.258015909104643,17.855968638069562,-15.36213444279004
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.0,17.9,-6.5745007177178465,1.9773761258676803,-128.68200864639354,147.5166811502811,-36.82966395264583,31.291276027897272,8.193733596725053,-7.162287907105144
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.0,inf,-6.955452170512744,1.9529719657652045,-136.69572116605679,145.73095103818162,-29.532251609386442,32.26920150183159,-0.8411253458368289,0.5011222610670494
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.33,3.0,-3.543698858329325,1.7402136440575422,-67.18103441493554,130.12645668121985,-63.77103404439798,21.401003722381095,49.78358650015051,-42.48909750114795
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.33,8.7,-4.9615025479661234,1.6533045389802936,-95.46279350716193,123.73342566436578,-38.40232712860588,24.666150437892284,17.467958904121502,-15.008874410623958
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.33,17.9,-5.355938803696025,1.6279651972193498,-103.48150115619092,121.86740573528182,-31.10599295728525,25.631991654592717,8.235278731383262,-7.168971659846727
PEARNVAL,hs_or_less,gdp,0.65,1.5,1.0,0.33,inf,-5.73311829617551,1.6032194291146995,-111.21215175071632,120.0441989883664,-24.02668656712105,26.581384521854897,-0.696705056667511,0.4104949411992872
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.0,3.0,-5.762820002505409,-1.5279057987697908,-111.82354474610457,-118.04268654134393,-80.47920681104154,-34.64167715745734,-207.08386854067663,-105.26906721119828
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.0,8.7,-7.358832726953435,-1.593941982659508,-145.25309479182,-123.22713592913547,-50.32620957945326,-30.21562214408941,-242.8029719435278,-73.26862023481785
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.0,17.9,-7.768768927923208,-1.6117298896437204,-154.0262281242877,-124.62484045053021,-42.42203294267988,-29.019113584651684,-252.20925556735332,-64.84859889357155
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.0,inf,-8.14824089596291,-1.6285215674372022,-162.21718609954968,-125.9447289630047,-35.04600374022636,-27.887938753216464,-261.00434021187345,-56.97847872556593
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.33,3.0,-4.975390992724904,-1.4227107653081106,-95.74400848280298,-109.79825206672649,-70.68401760980619,-31.963367772706828,-185.89047460143007,-95.7568563768088
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.33,8.7,-6.379463416807029,-1.4803608552984238,-124.60443694582197,-114.31427341014229,-44.96746155381213,-28.13164927064371,-217.3066613896152,-67.28940123193378
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.33,17.9,-6.77010694975192,-1.4972740694415565,-132.7886100906364,-115.64017339627789,-37.570326931454055,-27.002237297854908,-226.27979017422393,-59.1656701541598
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.0,0.33,inf,-7.143671913008243,-1.5138377682000215,-140.67938993651993,-116.93911473964364,-30.392898215250984,-25.89382578029516,-234.9594875375972,-51.31083988181881
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.0,3.0,-4.287268579027037,0.013955266845555592,-81.90896959348899,1.0615323227582285,-73.14808916767979,-8.137338746809558,-75.54480846292145,-75.36817108476671
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.0,8.7,-5.916887311558328,-0.06226693600351885,-115.00112859941295,-4.740058284776237,-43.50010281276295,-3.934133512371402,-111.48579712031164,-44.03305241452029
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.0,17.9,-6.3354784863487,-0.08275791916204644,-123.68720716603062,-6.301222343711999,-35.7275281013318,-2.7969352620941685,-120.95300573966136,-35.7874869069176
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.0,inf,-6.722971534720557,-0.10208532280047145,-131.79746341457144,-7.774322704855019,-28.474013801132347,-1.7214681172121165,-129.80603172292248,-28.080205139489063
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.33,3.0,-3.7119045879054235,-0.1119864584871233,-70.49278839218084,-8.529190492464771,-64.57256475198741,-9.438968968552174,-73.64655487031283,-70.0723485054738
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.33,8.7,-5.143272096242624,-0.17948043674216319,-99.14980005235239,-13.678956601719971,-39.23294924662038,-5.811234828017139,-105.28537847510384,-42.27253095350889
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.33,17.9,-5.541547473853836,-0.19923056231710978,-107.27801114372382,-15.187201363756314,-31.94339757984336,-4.740780428787759,-114.32531123375549,-34.33853390196706
PEARNVAL,hs_or_less,gdp,0.65,2.0,0.5,0.33,inf,-5.922427494285376,-0.21854989257384938,-115.11558676745463,-16.66312553733373,-24.86999917465445,-3.6897155462442273,-123.07104779210756,-26.666832074114097
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.0,3.0,-2.7886131959078075,1.5799585583873732,-52.45557126963842,118.32958585046268,-65.92999140071007,17.958396610831738,53.96638505560867,-45.928240904951046
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.0,8.7,-4.452498239178104,1.4932483954460674,-85.21281292526965,111.93105161031696,-36.77861496307003,21.9445573062283,17.81877211633234,-15.245557492538778
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.0,17.9,-4.8799144454084615,1.4699745593953928,-93.8124455457116,110.21176236526915,-29.135465141339836,23.023981227919005,8.29471059813669,-7.171079204861893
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.0,inf,-5.275586181668023,1.4480367263607574,-101.84255290718673,108.59044434912519,-22.002443612288598,24.045179866816486,-0.612428276712073,0.3765039519555027
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.33,3.0,-2.2826529204680646,1.3707005684002738,-42.715814858045405,102.86930958316263,-57.84981378490897,15.33843296329676,49.256762478809755,-41.94867615497199
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.33,8.7,-3.74503106724291,1.2919296474328101,-71.14637028069072,97.03305388926871,-32.92423569707678,18.74414032560845,17.389845936388923,-14.876396079586137
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.33,17.9,-4.15197723327484,1.2689300468053055,-79.21223857851986,95.32726646318709,-25.75286791994583,19.750411908863864,8.28127107127594,-7.14917664614533
PEARNVAL,hs_or_less,gdp,0.65,2.0,1.0,0.33,inf,-4.541168159164933,1.2464545263047855,-86.99052469012399,93.65959924106477,-18.793756240990476,20.73904314052576,-0.5324060074242982,0.3229378409640034
PEARNVAL,hs_or_less,gdp,0.65,2.5,0.0,0.0,3.0,-4.707266035881741,-1.8191607132644338,-90.3294650356263,-140.96133630047174,-75.21168667447247,-39.741779025587675,-206.95497419877128,-104.78813313848448
PEARNVAL,hs_or_less,gdp,0.65,2.5,0.0,0.0,8.7,-6.340146636435529,-1.8798744303543558,-123.78451251175767,-145.75599465807295,-45.48200098021302,-35.21272356933771,-242.35879312391071,-73.09327723775127
PEARNVAL,hs_or_less,gdp,0.65,2.5,0.0,0.0,17.9,-6.75959865145026,-1.8962515868104712,-132.5675585459032,-147.05034094212274,-37.687036135134996,-33.98891997049291,-251.68441727827587,-64.751468831261
