year,fips,dem,rep,total_votes,pop,mex,hisp,source,nhwhite,vap,cvap,hisp_vap,hisp_cvap,med_income,state,dem2p,mex_share,hisp_share,turnout_cvap,votes_per_pop,nhwhite_share,mex_share_of_hisp
2020,51067,8381,20895,29702,54838,828,1638,acs5_2022,47536,44579,43967,1062,631,66275,51,0.286275,0.015099,0.0298698,0.675552,0.541632,0.866844,0.505495
2024,51067,8321,22319,30912,54958,1105,1982,acs5_2023,47191,44587,43972,1293,810,68348,51,0.271573,0.0201063,0.0360639,0.702993,0.562466,0.858674,0.557518
2000,51069,7158,14574,22392,59209,528,1004,dec2000,,,,,,,51,0.329376,0.00891756,0.0169569,,0.378186,,0.525896
2004,51069,8853,19386,28540,66847.4,1197.6,2669.6,interp dec2000/dec2010,,,,,,,51,0.313503,0.0179154,0.0399357,,0.426943,,0.448607
2008,51069,12961,20149,33612,72120,1661,3913,acs5_2009,63364,53489,51537,,,62291,51,0.391453,0.0230311,0.0542568,0.652192,0.466057,0.878591,0.424482
2012,51069,12690,22858,36394,80377,1477,5594,acs5_2014,68765,60926,58415,3415,1385,68719,51,0.356982,0.0183759,0.069597,0.623025,0.452791,0.855531,0.264033
2016,51069,11932,26083,40440,85153,2840,7003,acs5_2018,71448,65369,62319,4370,1875,73250,51,0.313876,0.0333517,0.0822402,0.648919,0.47491,0.839054,0.40554
2020,51069,17207,30558,48703,92007,3976,9317,acs5_2022,74293,71096,66952,5937,2590,92443,51,0.360243,0.0432141,0.101264,0.727432,0.52934,0.807471,0.426747
2024,51069,18331,33117,52040,93355,4866,10952,acs5_2023,73410,72013,68023,6978,3742,95603,51,0.356302,0.0521236,0.117316,0.765035,0.557442,0.786353,0.444302
2000,51071,3004,3574,6820,16657,51,105,dec2000,,,,,,,51,0.456674,0.00306178,0.00630366,,0.409437,,0.485714
2004,51071,3047,4320,7498,16908.6,82.6,146.6,interp dec2000/dec2010,,,,,,,51,0.413601,0.00488509,0.00867014,,0.443443,,0.563438
2008,51071,3192,4462,7795,17193,24,128,acs5_2009,16599,13429,13382,,,39963,51,0.417037,0.00139592,0.00744489,0.582499,0.453382,0.965451,0.1875
2012,51071,2730,4660,7558,17025,34,237,acs5_2014,16260,13507,13326,203,117,45919,51,0.369418,0.00199706,0.0139207,0.567162,0.443935,0.955066,0.14346
2016,51071,1950,5910,8212,16814,192,285,acs5_2018,15968,13322,13240,195,127,52478,51,0.248092,0.0114191,0.0169502,0.620242,0.488403,0.949685,0.673684
2020,51071,2156,6876,9176,16711,269,319,acs5_2022,15751,13349,13301,205,182,61987,51,0.238707,0.0160972,0.0190892,0.689873,0.549099,0.942553,0.84326
2024,51071,2069,7102,9234,16610,233,280,acs5_2023,15666,13313,13254,202,176,64819,51,0.225602,0.0140277,0.0168573,0.696695,0.55593,0.943167,0.832143
2000,51073,4553,8718,13699,34780,209,560,dec2000,,,,,,,51,0.343079,0.0060092,0.0161012,,0.393876,,0.373214
2004,51073,5105,11084,16333,35611.2,265,710,interp dec2000/dec2010,,,,,,,51,0.315338,0.00744148,0.0199375,,0.458648,,0.373239
2008,51073,6916,12089,19222,38229,399,933,acs5_2009,32484,29379,29132,,,56830,51,0.363904,0.0104371,0.0244056,0.659824,0.502812,0.849721,0.427653
2012,51073,6764,12137,19283,36938,504,1049,acs5_2014,31533,29149,28945,711,669,60980,51,0.357865,0.0136445,0.0283989,0.666195,0.522037,0.853674,0.480458
2016,51073,5404,13096,19619,37161,507,1287,acs5_2018,31556,29675,29397,900,829,66701,51,0.292108,0.0136433,0.0346331,0.667381,0.527946,0.84917,0.393939
2020,51073,6964,14875,22282,38875,655,1594,acs5_2022,32344,31123,30954,1102,1064,83750,51,0.318879,0.0168489,0.0410032,0.719842,0.57317,0.832,0.410916
2024,51073,7034,15918,23149,39228,557,1586,acs5_2023,32546,31365,31150,1078,1048,83689,51,0.306466,0.014199,0.0404303,0.743146,0.590114,0.829662,0.351198
2000,51075,3197,5378,8777,16863,46,144,dec2000,,,,,,,51,0.372828,0.00272787,0.00853941,,0.520489,,0.319444
2004,51075,3583,6668,10338,18804.6,106.4,268.4,interp dec2000/dec2010,,,,,,,51,0.349527,0.00565819,0.0142731,,0.549759,,0.396423
2008,51075,4813,7643,12562,20429,74,270,acs5_2009,13527,16395,16113,,,75581,51,0.3864,0.0036223,0.0132165,0.779619,0.61491,0.662147,0.274074
2012,51075,4676,8448,13315,21627,130,477,acs5_2014,16689,17368,17148,316,276,82460,51,0.356294,0.006011,0.0220558,0.776475,0.615666,0.771674,0.272537
2016,51075,4889,8384,14037,22482,256,611,acs5_2018,17458,18336,18103,402,311,89741,51,0.368342,0.0113869,0.0271773,0.775396,0.624366,0.776532,0.418985
2020,51075,6685,9966,16950,24906,455,809,acs5_2022,19290,20680,20490,552,462,105600,51,0.401477,0.0182687,0.0324821,0.827233,0.680559,0.774512,0.562423
2024,51075,7875,11521,19616,25613,548,934,acs5_2023,19847,21368,21203,646,567,118695,51,0.406012,0.0213954,0.0364659,0.925152,0.765861,0.77488,0.586724
2000,51077,2467,4236,6852,17917,204,277,dec2000,,,,,,,51,0.368044,0.0113858,0.0154602,,0.38243,,0.736462
2004,51077,2430,4655,7137,16963.4,252.4,332.6,interp dec2000/dec2010,,,,,,,51,0.342978,0.0148791,0.0196069,,0.420729,,0.75887
2008,51077,2480,4540,7220,16056,333,397,acs5_2009,15118,13071,12947,,,31707,51,0.353276,0.0207399,0.024726,0.557658,0.449676,0.941579,0.838791
2012,51077,2068,4801,7121,15255,401,434,acs5_2014,14314,12455,12369,266,186,28892,51,0.301063,0.0262865,0.0284497,0.575713,0.466798,0.938315,0.923963
2016,51077,1407,5592,7285,15811,356,514,acs5_2018,14221,13095,12873,332,134,33969,51,0.201029,0.022516,0.032509,0.565913,0.460755,0.899437,0.692607
2020,51077,1535,6529,8131,15356,151,601,acs5_2022,13567,12857,12744,398,310,43348,51,0.190352,0.00983329,0.0391378,0.638026,0.5295,0.883498,0.251248
2024,51077,1503,6544,8104,15323,116,622,acs5_2023,13480,12802,12732,420,364,42864,51,0.186778,0.00757032,0.0405926,0.636506,0.528878,0.879723,0.186495
2000,51079,1774,3375,5412,15244,111,201,dec2000,,,,,,,51,0.344533,0.00728155,0.0131855,,0.355025,,0.552239
2004,51079,2240,4570,6939,16507.6,207.8,433,interp dec2000/dec2010,,,,,,,51,0.328928,0.0125881,0.0262303,,0.420352,,0.479908
2008,51079,3174,4980,8260,17890,298,479,acs5_2009,15735,13227,12883,,,54153,51,0.389257,0.0166574,0.0267747,0.641155,0.46171,0.879542,0.622129
2012,51079,3290,5569,9023,18766,376,863,acs5_2014,15996,14160,13629,518,85,63739,51,0.371374,0.0200362,0.0459874,0.662044,0.480816,0.852393,0.435689
2016,51079,2924,5945,9608,19410,227,1141,acs5_2018,16069,14737,14285,727,381,64979,51,0.329688,0.011695,0.0587841,0.672594,0.495003,0.827872,0.198948
2020,51079,4163,6866,11311,20631,241,1364,acs5_2022,16534,15811,15453,839,678,81338,51,0.377459,0.0116815,0.0661141,0.731961,0.548253,0.801415,0.176686
2024,51079,4456,7432,12038,20850,264,1449,acs5_2023,16578,15989,15413,909,640,85268,51,0.374832,0.0126619,0.0694964,0.781029,0.577362,0.795108,0.182195
2000,51081,2314,1565,3906,11560,62,108,dec2000,,,,,,,51,0.596546,0.00536332,0.00934256,,0.337889,,0.574074
2004,51081,2514,1732,4258,11833.2,64.8,134,interp dec2000/dec2010,,,,,,,51,0.592087,0.00547612,0.0113241,,0.359835,,0.483582
2008,51081,3122,1729,4887,11916,134,168,acs5_2009,4455,9777,9679,,,40917,51,0.643579,0.0112454,0.0140987,0.504908,0.410121,0.373867,0.797619
2012,51081,3135,1766,4926,11911,49,242,acs5_2014,4478,9884,9765,229,188,38933,51,0.639665,0.00411384,0.0203174,0.504455,0.413567,0.375955,0.202479
2016,51081,2558,1737,4363,11659,106,267,acs5_2018,4286,9764,9634,208,114,44534,51,0.595576,0.00909169,0.0229008,0.452875,0.374217,0.367613,0.397004
2020,51081,2627,1914,4574,11373,125,578,acs5_2022,4071,9523,9273,546,367,51823,51,0.578507,0.0109909,0.0508221,0.49326,0.402181,0.357953,0.216263
2024,51081,2334,1936,4296,11304,137,577,acs5_2023,3997,9463,9242,549,384,56759,51,0.546604,0.0121196,0.0510439,0.464834,0.380042,0.353592,0.237435
2000,51083,5963,7732,14072,37355,186,458,dec2000,,,,,,,51,0.435414,0.00497925,0.0122607,,0.37671,,0.406114
2004,51083,6220,8363,14656,36909.4,238.8,509.6,interp dec2000/dec2010,,,,,,,51,0.426524,0.0064699,0.0138068,,0.39708,,0.468603
2008,51083,8126,8600,16850,35460,492,594,acs5_2009,21390,27534,27210,,,34318,51,0.48583,0.0138748,0.0167513,0.619258,0.475183,0.603215,0.828283
2012,51083,7766,8694,16692,35704,416,637,acs5_2014,21456,28029,27869,402,283,35093,51,0.47181,0.0116514,0.0178411,0.598945,0.467511,0.600941,0.653061
2016,51083,6897,9704,17001,34779,387,703,acs5_2018,20776,27627,27218,459,288,42289,51,0.415457,0.0111274,0.0202133,0.624623,0.488829,0.597372,0.550498
2020,51083,7666,10418,18248,34013,349,805,acs5_2022,20329,27175,27006,590,502,49145,51,0.423911,0.0102608,0.0236674,0.675702,0.536501,0.597683,0.43354
2024,51083,6984,10741,17844,33811,217,840,acs5_2023,20130,26968,26823,668,581,49244,51,0.39402,0.00641803,0.024844,0.66525,0.527757,0.595368,0.258333
2000,51085,12044,28614,41585,86320,272,847,dec2000,,,,,,,51,0.296227,0.00315107,0.00981233,,0.481754,,0.321133
2004,51085,13941,35404,49611,91737.2,484.4,1354.6,interp dec2000/dec2010,,,,,,,51,0.282521,0.0052803,0.0147661,,0.540795,,0.357596
2008,51085,18447,37344,56248,98602,476,1544,acs5_2009,84763,73202,72138,,,76926,51,0.330645,0.00482749,0.0156589,0.779728,0.570455,0.859648,0.30829
2012,51085,18294,39940,59058,100689,1374,2398,acs5_2014,85345,76749,75510,1572,1039,77550,51,0.314146,0.013646,0.0238159,0.782122,0.586539,0.84761,0.572977
2016,51085,19382,39630,62753,104449,1188,3058,acs5_2018,87880,81052,79853,2002,1540,88652,51,0.328442,0.011374,0.0292774,0.785857,0.6008,0.841368,0.388489
2020,51085,25307,44318,70967,110513,1269,3667,acs5_2022,90780,86592,84738,2423,1615,104678,51,0.363476,0.0114828,0.0331816,0.837487,0.64216,0.821442,0.346059
2024,51085,26733,45569,73087,111652,1112,4203,acs5_2023,90634,87394,85528,2777,1987,109504,51,0.369741,0.00995952,0.0376438,0.854539,0.654596,0.811754,0.264573
2000,51087,48645,62887,114252,262300,2086,5946,dec2000,,,,,,,51,0.436153,0.00795273,0.0226687,,0.435578,,0.350824
2004,51087,60864,71809,133418,280154,3441.2,9568,interp dec2000/dec2010,,,,,,,51,0.458752,0.0122832,0.0341526,,0.476231,,0.359657
2008,51087,86323,67381,154966,289171,3768,10707,acs5_2009,179752,219477,204481,,,59807,51,0.561618,0.0130304,0.0370265,0.75785,0.535897,0.621611,0.351919
2012,51087,89594,70449,162241,314878,5109,16303,acs5_2014,176113,240106,221725,10777,5605,61438,51,0.559812,0.0162253,0.0517756,0.731722,0.51525,0.559306,0.313378
2016,51087,93935,59857,163654,325642,4425,17959,acs5_2018,174734,250449,231791,11718,6755,68572,51,0.610792,0.0135885,0.0551495,0.706041,0.502558,0.536583,0.246395
2020,51087,116572,63440,183152,333120,5751,20442,acs5_2022,169516,258910,239317,13656,9209,82424,51,0.647579,0.017264,0.0613653,0.765311,0.549808,0.508874,0.281333
2024,51087,115040,62882,180642,334434,5554,22374,acs5_2023,167297,260169,239548,15020,10082,86397,51,0.646575,0.0166072,0.0669011,0.754095,0.540142,0.500239,0.248235
2000,51089,8898,11870,21463,57930,1706,2002,dec2000,,,,,,,51,0.428448,0.0294493,0.034559,,0.370499,,0.852148
2004,51089,9851,13358,23458,56418.4,1852.4,2219.2,interp dec2000/dec2010,,,,,,,51,0.424447,0.0328333,0.0393347,,0.415786,,0.834715
2008,51089,11118,13758,25215,55480,2500,3639,acs5_2009,38658,43933,41709,,,34437,51,0.446937,0.0450613,0.0655912,0.604546,0.454488,0.696792,0.687002
2012,51089,10317,13984,24963,52960,1726,2662,acs5_2014,37562,42277,41272,1500,606,34344,51,0.42455,0.0325906,0.0502644,0.604841,0.471356,0.709252,0.648385
2016,51089,8198,15208,24106,51588,1752,2740,acs5_2018,36240,41452,40547,1532,719,36683,51,0.350252,0.0339614,0.0531131,0.59452,0.467279,0.702489,0.639416
2020,51089,9127,16725,26105,50760,1870,3070,acs5_2022,34892,40936,40401,1763,1322,43694,51,0.353048,0.03684,0.0604807,0.646147,0.514283,0.687392,0.609121
2024,51089,8457,16800,25413,50365,2228,3367,acs5_2023,34218,40576,40058,1949,1490,48445,51,0.334838,0.0442371,0.066852,0.634405,0.504577,0.6794,0.661717
2000,51091,453,942,1437,2536,4,13,dec2000,,,,,,,51,0.324731,0.00157729,0.00512618,,0.56664,,0.307692
2004,51091,522,982,1520,2450,6.4,15,interp dec2000/dec2010,,,,,,,51,0.347074,0.00261224,0.00612245,,0.620408,,0.426667
2008,51091,590,930,1554,2399,3,13,acs5_2009,2350,2072,2072,,,43537,51,0.388158,0.00125052,0.00541892,0.75,0.64777,0.979575,0.230769
2012,51091,459,924,1413,2258,0,0,acs5_2014,2254,1939,1939,0,0,44132,51,0.331887,0,0,0.728726,0.625775,0.998229,
2016,51091,371,958,1391,2214,0,0,acs5_2018,2203,1924,1924,0,0,46147,51,0.279157,0,0,0.722973,0.628275,0.995032,
2020,51091,417,1092,1533,2247,0,0,acs5_2022,2120,1959,1955,0,0,57070,51,0.276342,0,0,0.784143,0.682243,0.94348,
2024,51091,416,1095,1529,2265,0,0,acs5_2023,2139,1951,1946,0,0,62946,51,0.275314,0,0,0.785714,0.675055,0.944371,
2000,51093,5162,7587,12950,29728,71,254,dec2000,,,,,,,51,0.404895,0.00238832,0.00854413,,0.435616,,0.279528
2004,51093,5871,9929,15871,31944.8,157,415.6,interp dec2000/dec2010,,,,,,,51,0.371582,0.00491473,0.0130099,,0.496826,,0.377767
2008,51093,8573,11258,19997,34705,292,588,acs5_2009,24790,26668,26362,,,62573,51,0.432303,0.00841377,0.0169428,0.758554,0.576199,0.714306,0.496599
2012,51093,8761,11802,20827,35518,288,812,acs5_2014,25089,27818,27379,503,269,65910,51,0.426057,0.00810856,0.0228616,0.760693,0.586379,0.706374,0.35468
2016,51093,7881,12204,21075,36372,55,1075,acs5_2018,25742,28718,28197,721,453,71376,51,0.392382,0.00151215,0.0295557,0.74742,0.579429,0.707742,0.0511628
2020,51093,9399,13707,23456,38898,418,1569,acs5_2022,27025,30699,30221,1010,764,91680,51,0.406777,0.0107461,0.0403363,0.776149,0.603013,0.694766,0.266412
2024,51093,9779,14659,24672,39444,584,1519,acs5_2023,27342,31041,30736,977,844,96118,51,0.400155,0.0148058,0.0385103,0.802707,0.625494,0.693185,0.384463
2000,51095,9090,14628,24492,48102,202,816,dec2000,,,,,,,51,0.383253,0.00419941,0.016964,,0.509168,,0.247549
2004,51095,11934,18949,31090,55664.8,480,1699.2,interp dec2000/dec2010,,,,,,,51,0.386426,0.00862304,0.0305256,,0.558522,,0.282486
2008,51095,17352,20912,38603,60864,617,1802,acs5_2009,48587,47841,46077,,,71988,51,0.453481,0.0101374,0.029607,0.837793,0.63425,0.798288,0.342397
2012,51095,17879,22843,41240,69832,1234,3562,acs5_2014,53652,55097,53068,2315,1481,76705,51,0.43905,0.017671,0.0510081,0.777116,0.59056,0.768301,0.346435
2016,51095,19105,21306,43173,74153,768,4138,acs5_2018,56209,59034,57194,2717,2049,83048,51,0.472767,0.010357,0.0558035,0.754852,0.582215,0.758014,0.185597
2020,51095,25553,23153,49622,78818,1193,5022,acs5_2022,57947,63362,61293,3349,2599,100711,51,0.524638,0.0151361,0.0637164,0.809587,0.629577,0.7352,0.237555
2024,51095,26742,23575,50892,80046,1358,5531,acs5_2023,58022,64322,62447,3696,2961,107046,51,0.53147,0.0169652,0.0690978,0.814963,0.635784,0.724858,0.245525
2000,51097,1387,1423,2859,6630,11,58,dec2000,,,,,,,51,0.493594,0.00165913,0.00874811,,0.431222,,0.189655
2004,51097,1506,1737,3286,6756,51.8,108.4,interp dec2000/dec2010,,,,,,,51,0.464385,0.00766726,0.016045,,0.486382,,0.47786
2008,51097,1918,1763,3705,6806,49,68,acs5_2009,4429,5438,5381,,,43766,51,0.521054,0.00719953,0.00999118,0.688534,0.544373,0.650749,0.720588
2012,51097,1745,1865,3655,7073,191,224,acs5_2014,4654,5701,5571,151,21,47804,51,0.48338,0.0270041,0.0316697,0.656076,0.516754,0.657995,0.852679
2016,51097,1468,2099,3697,7052,128,223,acs5_2018,4655,5716,5596,160,71,54516,51,0.41155,0.0181509,0.0316222,0.66065,0.524248,0.660096,0.573991
2020,51097,1590,2450,4115,6681,56,243,acs5_2022,4408,5455,5444,119,119,70147,51,0.393564,0.00838198,0.0363718,0.755878,0.615926,0.659781,0.230453
2024,51097,1536,2608,4173,6676,35,208,acs5_2023,4429,5486,5480,128,128,72851,51,0.370656,0.00524266,0.0311564,0.761496,0.625075,0.663421,0.168269
2000,51099,2070,3590,5852,16803,129,301,dec2000,,,,,,,51,0.365724,0.0076772,0.0179135,,0.348271,,0.428571
2004,51099,2739,5124,7921,19515.4,183.4,496.6,interp dec2000/dec2010,,,,,,,51,0.34834,0.00939771,0.0254466,,0.405885,,0.369311
2008,51099,4473,5888,10474,22286,175,703,acs5_2009,16737,16268,16035,,,73941,51,0.431715,0.00785246,0.0315445,0.653196,0.469981,0.75101,0.248933
2012,51099,4477,6604,11325,24577,304,971,acs5_2014,18252,17989,17853,617,571,83071,51,0.404025,0.0123693,0.0395085,0.634347,0.460797,0.742646,0.313079
2016,51099,4007,7341,12059,25890,386,1282,acs5_2018,19069,19274,19048,845,725,87321,51,0.353102,0.0149092,0.0495172,0.633085,0.465778,0.736539,0.301092
2020,51099,5404,8446,14224,26985,646,1714,acs5_2022,18901,20326,19978,1143,945,103264,51,0.390181,0.0239392,0.0635168,0.711983,0.527108,0.700426,0.376896
2024,51099,5657,9500,15362,27468,669,1811,acs5_2023,18988,20698,20318,1216,962,110517,51,0.373227,0.0243556,0.0659313,0.756078,0.559269,0.691277,0.369409
2000,51101,2125,3547,5769,13146,57,120,dec2000,,,,,,,51,0.374647,0.00433592,0.00912825,,0.438841,,0.475
2004,51101,2436,4397,6872,14261.6,88.6,201.6,interp dec2000/dec2010,,,,,,,51,0.356505,0.00621249,0.0141359,,0.481853,,0.439484
2008,51101,3344,4966,8388,15492,51,234,acs5_2009,11824,11525,11467,,,64682,51,0.402407,0.00329202,0.0151046,0.73149,0.541441,0.763233,0.217949
2012,51101,3344,5466,8923,16045,61,129,acs5_2014,12208,12173,12119,75,52,63560,51,0.379569,0.00380181,0.00803989,0.736282,0.556123,0.76086,0.472868
2016,51101,2760,5975,9161,16497,0,257,acs5_2018,12573,12686,12610,240,240,68720,51,0.31597,0,0.0155786,0.726487,0.555313,0.762139,0
2020,51101,3260,7320,10736,17845,177,521,acs5_2022,13785,13776,13678,330,287,79398,51,0.308129,0.00991874,0.0291959,0.78491,0.601625,0.772485,0.339731
2024,51101,3388,8080,11561,18232,265,565,acs5_2023,14044,14045,13958,361,296,85212,51,0.295431,0.0145349,0.0309895,0.828271,0.634105,0.770294,0.469027
2000,51103,1937,3411,5455,11567,30,71,dec2000,,,,,,,51,0.362191,0.00259359,0.00613815,,0.4716,,0.422535
2004,51103,2477,3724,6230,11496.6,40.4,89.8,interp dec2000/dec2010,,,,,,,51,0.399452,0.00351408,0.007811,,0.541899,,0.449889
2008,51103,3235,3647,6938,11408,0,70,acs5_2009,8099,9487,9363,,,44485,51,0.470067,0,0.00613604,0.741002,0.60817,0.70994,0
2012,51103,3149,3753,6961,11224,31,157,acs5_2014,7760,9491,9417,132,118,49456,51,0.456245,0.00276194,0.0139879,0.739195,0.620189,0.691376,0.197452
2016,51103,2869,3523,6645,10804,11,47,acs5_2018,7319,9126,9039,28,28,50739,51,0.448842,0.00101814,0.00435024,0.735148,0.61505,0.677434,0.234043
2020,51103,3368,3697,7152,10866,60,251,acs5_2022,7225,9271,9195,251,229,62674,51,0.476716,0.00552181,0.0230996,0.777814,0.6582,0.664918,0.239044
2024,51103,3355,3866,7279,10876,38,172,acs5_2023,7321,9275,9203,172,142,67169,51,0.464617,0.00349393,0.0158146,0.790938,0.669272,0.673134,0.22093
2000,51105,4031,4551,8748,23589,34,120,dec2000,,,,,,,51,0.469704,0.00144135,0.00508712,,0.370851,,0.283333
2004,51105,4005,5664,9770,24388.2,114,234.4,interp dec2000/dec2010,,,,,,,51,0.41421,0.00467439,0.00961121,,0.400604,,0.486348
2008,51105,3219,5825,9227,25001,119,173,acs5_2009,23991,19943,19857,,,29889,51,0.355927,0.00475981,0.00691972,0.464672,0.369065,0.959602,0.687861
2012,51105,2583,6847,9598,25380,249,433,acs5_2014,23642,20486,20276,407,258,31264,51,0.273913,0.00981087,0.0170607,0.473368,0.378172,0.931521,0.575058
2016,51105,1627,7543,9399,24134,157,455,acs5_2018,22410,19554,19372,377,226,32718,51,0.177426,0.00650535,0.0188531,0.485185,0.389451,0.928566,0.345055
2020,51105,1489,8365,9946,22287,78,476,acs5_2022,20520,18125,17925,424,274,41619,51,0.151106,0.0034998,0.0213577,0.554868,0.446269,0.920716,0.163866
2024,51105,1391,8674,10108,22042,107,507,acs5_2023,20243,18004,17820,462,324,42269,51,0.138202,0.00485437,0.0230015,0.567228,0.458579,0.918383,0.211045
2000,51107,30938,42453,75653,169599,1885,10089,dec2000,,,,,,,51,0.42155,0.0111145,0.0594874,,0.44607,,0.186837
2004,51107,47271,60382,108430,226684,3353,21483.8,interp dec2000/dec2010,,,,,,,51,0.439105,0.0147915,0.0947743,,0.478331,,0.156071
2008,51107,74845,63336,139459,277465,4627,28026,acs5_2009,187127,194666,168576,,,112021,51,0.541645,0.016676,0.101007,0.827277,0.502618,0.674417,0.165097
2012,51107,82479,75292,160060,338916,7353,44028,acs5_2014,204542,237338,204452,29123,14628,123966,51,0.522777,0.0216956,0.129908,0.782873,0.47227,0.603518,0.167007
2016,51107,100795,69949,183097,385143,9180,52119,acs5_2018,218954,274157,238143,34724,21109,136268,51,0.590328,0.0238353,0.135324,0.768853,0.4754,0.568501,0.176135
2020,51107,138372,82088,224862,420773,7703,58198,acs5_2022,223608,305825,269114,39737,26714,170463,51,0.627651,0.0183068,0.138312,0.835564,0.534402,0.531422,0.132359
2024,51107,129280,92107,228208,427082,8131,60466,acs5_2023,222395,311307,273915,41421,27931,178707,51,0.583955,0.0190385,0.141579,0.833134,0.534342,0.520731,0.134472
2000,51109,4309,5461,10096,25627,63,182,dec2000,,,,,,,51,0.441044,0.00245834,0.00710188,,0.393959,,0.346154
2004,51109,4844,7083,12035,28637.4,185,414,interp dec2000/dec2010,,,,,,,51,0.406137,0.00646008,0.0144566,,0.420255,,0.44686
2008,51109,6978,8182,15353,31661,111,402,acs5_2009,24717,24557,24239,,,51775,51,0.46029,0.00350589,0.012697,0.633401,0.484918,0.780677,0.276119
2012,51109,6953,9215,16452,33743,299,824,acs5_2014,25971,26572,25932,524,312,57126,51,0.430047,0.0088611,0.0244199,0.634429,0.487568,0.769671,0.362864
2016,51109,6212,10528,17631,35380,599,986,acs5_2018,27338,28092,27535,634,315,59343,51,0.371087,0.0169305,0.0278689,0.640312,0.498332,0.772696,0.607505
2020,51109,8269,13294,21915,38106,731,1366,acs5_2022,29161,30491,29963,920,631,76594,51,0.383481,0.0191833,0.0358474,0.731402,0.575106,0.76526,0.535139
2024,51109,8779,15084,24067,39012,682,1520,acs5_2023,29651,31129,30552,1035,697,80343,51,0.367892,0.0174818,0.0389624,0.787739,0.616913,0.760048,0.448684
