allocation,account,group,survival,horizon,start_age,real_discount_rate,stored_npv,recomputed_npv,abs_diff
personal,partial,mexican_third_plus_selfid,common_total,full_100plus,0,0.05,-54041.75020912774,-54041.75020912774,0.0
personal,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.0,138172.0771855118,138172.0771855118,0.0
personal,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.02,213919.8548059988,213919.8548059988,0.0
personal,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.03,213187.9903714499,213187.9903714499,0.0
personal,partial,mexican_third_plus_selfid,common_total,full_100plus,25,0.05,189834.52316604447,189834.52316604447,0.0
personal,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.0,72265.29898148833,72265.29898148833,0.0
personal,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.02,12454.874752931932,12454.874752931933,1.8189894035458565e-12
personal,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.03,-16427.129809818376,-16427.129809818376,0.0
personal,partial,mexican_third_plus_selfid,common_total,truncate83,0,0.05,-52857.59178520096,-52857.59178520096,0.0
personal,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.0,224169.31921910253,224169.31921910253,0.0
personal,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.02,238739.32222763135,238739.32222763138,2.9103830456733704e-11
personal,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.03,226674.2895257199,226674.2895257199,0.0
personal,partial,mexican_third_plus_selfid,common_total,truncate83,25,0.05,193903.87510466488,193903.87510466488,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.0,-60701.58530298517,-60701.58530298517,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.02,-11123.034263735048,-11123.034263735048,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.03,-26487.832570623803,-26487.832570623803,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,0,0.05,-54740.37086401033,-54740.37086401033,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.0,89229.30380745012,89229.30380745012,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.02,199380.8550320422,199380.8550320422,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.03,205220.28682864967,205220.28682864967,0.0
personal,partial,mexican_third_plus_selfid,group_specific,full_100plus,25,0.05,187470.6458232219,187470.6458232219,0.0
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.0,54947.513171980885,54947.513171980885,0.0
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.02,8968.580448951358,8968.580448951358,0.0
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.03,-17982.222163622457,-17982.222163622457,0.0
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,0,0.05,-53170.02990365683,-53170.02990365683,0.0
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.0,206427.91441288328,206427.91441288326,2.9103830456733704e-11
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.02,232784.92208973787,232784.92208973787,0.0
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.03,223267.75628258413,223267.75628258413,0.0
personal,partial,mexican_third_plus_selfid,group_specific,truncate83,25,0.05,192859.6267573875,192859.62675738754,2.9103830456733704e-11
personal,partial,mexican_observed_total,common_total,full_100plus,0,0.0,-119902.55073106784,-119902.55073106785,1.4551915228366852e-11
personal,partial,mexican_observed_total,common_total,full_100plus,0,0.02,-59217.49878791462,-59217.49878791462,0.0
personal,partial,mexican_observed_total,common_total,full_100plus,0,0.03,-65342.25595462061,-65342.25595462061,0.0
personal,partial,mexican_observed_total,common_total,full_100plus,0,0.05,-80127.65625963133,-80127.65625963133,0.0
personal,partial,mexican_observed_total,common_total,full_100plus,25,0.0,50167.954479376094,50167.954479376094,0.0
personal,partial,mexican_observed_total,common_total,full_100plus,25,0.02,148662.01500912366,148662.01500912366,0.0
personal,partial,mexican_observed_total,common_total,full_100plus,25,0.03,157304.21464468032,157304.21464468032,0.0
personal,partial,mexican_observed_total,common_total,full_100plus,25,0.05,148585.4420807857,148585.4420807857,0.0
personal,partial,mexican_observed_total,common_total,truncate83,0,0.0,-38884.68496664439,-38884.68496664439,0.0
personal,partial,mexican_observed_total,common_total,truncate83,0,0.02,-44965.215729686985,-44965.215729686985,0.0
personal,partial,mexican_observed_total,common_total,truncate83,0,0.03,-59274.076071536205,-59274.076071536205,0.0
personal,partial,mexican_observed_total,common_total,truncate83,0,0.05,-78995.5451564152,-78995.5451564152,0.0
personal,partial,mexican_observed_total,common_total,truncate83,25,0.0,132385.3593341614,132385.3593341614,0.0
personal,partial,mexican_observed_total,common_total,truncate83,25,0.02,172390.5922638158,172390.5922638158,0.0
personal,partial,mexican_observed_total,common_total,truncate83,25,0.03,170197.7504295403,170197.7504295403,0.0
personal,partial,mexican_observed_total,common_total,truncate83,25,0.05,152475.9337747341,152475.9337747341,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,0,0.0,-166389.81645962188,-166389.81645962188,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,0,0.02,-67705.92694142561,-67705.92694142561,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,0,0.03,-69031.46658560549,-69031.46658560549,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,0,0.05,-80863.82252745582,-80863.82252745582,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,25,0.0,3125.715149821892,3125.715149821892,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,25,0.02,134540.89844678293,134540.89844678293,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,25,0.03,149494.76130506658,149494.76130506658,0.0
personal,partial,mexican_observed_total,group_specific,full_100plus,25,0.05,146190.0155456689,146190.0155456689,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,0,0.0,-55823.84334744678,-55823.84334744678,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,0,0.02,-48497.399063588906,-48497.399063588906,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,0,0.03,-60899.70331235597,-60899.70331235597,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,0,0.05,-79362.50277063146,-79362.50277063146,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,25,0.0,115173.09467859176,115173.09467859176,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,25,0.02,166476.75638983428,166476.75638983428,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,25,0.03,166748.9902502102,166748.9902502102,0.0
personal,partial,mexican_observed_total,group_specific,truncate83,25,0.05,151342.1345757879,151342.1345757879,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,0,0.0,312832.56671625527,312832.56671625527,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,0,0.02,126321.49474356478,126321.49474356478,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,0,0.03,59034.77372613209,59034.77372613209,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,0,0.05,-21281.61853730768,-21281.61853730768,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,25,0.0,473490.7645908393,473490.7645908393,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,25,0.02,439127.9148417002,439127.9148417002,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,25,0.03,401562.39019578346,401562.39019578346,0.0
personal,partial,third_plus_nh_white,common_total,full_100plus,25,0.05,326932.9438822286,326932.9438822286,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,0,0.0,402634.2476724665,402634.2476724665,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,0,0.02,142118.98538364272,142118.98538364272,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,0,0.03,65760.8550503446,65760.8550503446,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,0,0.05,-20026.765929938163,-20026.765929938163,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,25,0.0,564622.0365659056,564622.0365659056,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,25,0.02,465429.10290763393,465429.10290763393,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,25,0.03,415853.82056147855,415853.82056147855,0.0
personal,partial,third_plus_nh_white,common_total,truncate83,25,0.05,331245.2358756837,331245.2358756837,0.0
personal,partial,third_plus_nh_white,group_specific,full_100plus,0,0.0,318502.4821990178,318502.4821990178,0.0
personal,partial,third_plus_nh_white,group_specific,full_100plus,0,0.02,127716.51995862184,127716.51995862185,1.4551915228366852e-11
personal,partial,third_plus_nh_white,group_specific,full_100plus,0,0.03,59767.83764870719,59767.83764870719,0.0
personal,partial,third_plus_nh_white,group_specific,full_100plus,0,0.05,-21080.81093007725,-21080.81093007725,0.0
personal,partial,third_plus_nh_white,group_specific,full_100plus,25,0.0,478228.4942446091,478228.4942446091,0.0
personal,partial,third_plus_nh_white,group_specific,full_100plus,25,0.02,440621.5785488998,440621.5785488998,0.0
personal,partial,third_plus_nh_white,group_specific,full_100plus,25,0.03,402447.049530802,402447.049530802,0.0
personal,partial,third_plus_nh_white,group_specific,full_100plus,25,0.05,327295.58913718496,327295.58913718496,0.0
personal,partial,third_plus_nh_white,group_specific,truncate83,0,0.0,405162.6644360919,405162.6644360919,0.0
personal,partial,third_plus_nh_white,group_specific,truncate83,0,0.02,142994.4366019775,142994.4366019775,0.0
personal,partial,third_plus_nh_white,group_specific,truncate83,0,0.03,66279.08064982435,66279.08064982435,0.0
personal,partial,third_plus_nh_white,group_specific,truncate83,0,0.05,-19863.880123645053,-19863.880123645053,0.0
personal,partial,third_plus_nh_white,group_specific,truncate83,25,0.0,565951.4191569355,565951.4191569355,0.0
personal,partial,third_plus_nh_white,group_specific,truncate83,25,0.02,465994.001129828,465994.00112982804,5.820766091346741e-11
personal,partial,third_plus_nh_white,group_specific,truncate83,25,0.03,416247.33362855937,416247.33362855937,0.0
personal,partial,third_plus_nh_white,group_specific,truncate83,25,0.05,331467.0854868612,331467.0854868612,0.0
personal,partial,all_native,common_total,full_100plus,0,0.0,220740.30505446496,220740.30505446496,0.0
personal,partial,all_native,common_total,full_100plus,0,0.02,85890.680560142,85890.680560142,0.0
personal,partial,all_native,common_total,full_100plus,0,0.03,31104.35401456628,31104.35401456628,0.0
personal,partial,all_native,common_total,full_100plus,0,0.05,-35722.52351092647,-35722.52351092647,0.0
personal,partial,all_native,common_total,full_100plus,25,0.0,388552.66415294074,388552.66415294074,0.0
personal,partial,all_native,common_total,full_100plus,25,0.02,382089.7558276032,382089.75582760316,5.820766091346741e-11
personal,partial,all_native,common_total,full_100plus,25,0.03,353576.09955861396,353576.09955861396,0.0
personal,partial,all_native,common_total,full_100plus,25,0.05,291381.0187906382,291381.0187906382,0.0
personal,partial,all_native,common_total,truncate83,0,0.0,311175.57159219694,311175.57159219694,0.0
personal,partial,all_native,common_total,truncate83,0,0.02,101799.62860488308,101799.62860488307,1.4551915228366852e-11
personal,partial,all_native,common_total,truncate83,0,0.03,37877.890443202006,37877.890443202006,0.0
personal,partial,all_native,common_total,truncate83,0,0.05,-34458.81743321545,-34458.81743321545,0.0
personal,partial,all_native,common_total,truncate83,25,0.0,480326.9024882602,480326.9024882602,0.0
personal,partial,all_native,common_total,truncate83,25,0.02,408576.5089448589,408576.5089448589,0.0
personal,partial,all_native,common_total,truncate83,25,0.03,367968.3614914088,367968.3614914088,0.0
personal,partial,all_native,common_total,truncate83,25,0.05,295723.73567148147,295723.73567148147,0.0
personal,partial,all_native,group_specific,full_100plus,0,0.0,220740.30505446496,220740.30505446496,0.0
personal,partial,all_native,group_specific,full_100plus,0,0.02,85890.680560142,85890.680560142,0.0
personal,partial,all_native,group_specific,full_100plus,0,0.03,31104.35401456628,31104.35401456628,0.0
personal,partial,all_native,group_specific,full_100plus,0,0.05,-35722.52351092647,-35722.52351092647,0.0
personal,partial,all_native,group_specific,full_100plus,25,0.0,388552.66415294074,388552.66415294074,0.0
personal,partial,all_native,group_specific,full_100plus,25,0.02,382089.7558276032,382089.75582760316,5.820766091346741e-11
personal,partial,all_native,group_specific,full_100plus,25,0.03,353576.09955861396,353576.09955861396,0.0
personal,partial,all_native,group_specific,full_100plus,25,0.05,291381.0187906382,291381.0187906382,0.0
personal,partial,all_native,group_specific,truncate83,0,0.0,311175.57159219694,311175.57159219694,0.0
personal,partial,all_native,group_specific,truncate83,0,0.02,101799.62860488308,101799.62860488307,1.4551915228366852e-11
personal,partial,all_native,group_specific,truncate83,0,0.03,37877.890443202006,37877.890443202006,0.0
personal,partial,all_native,group_specific,truncate83,0,0.05,-34458.81743321545,-34458.81743321545,0.0
personal,partial,all_native,group_specific,truncate83,25,0.0,480326.9024882602,480326.9024882602,0.0
personal,partial,all_native,group_specific,truncate83,25,0.02,408576.5089448589,408576.5089448589,0.0
personal,partial,all_native,group_specific,truncate83,25,0.03,367968.3614914088,367968.3614914088,0.0
personal,partial,all_native,group_specific,truncate83,25,0.05,295723.73567148147,295723.73567148147,0.0
personal,expanded,mexico_born,common_total,full_100plus,0,0.0,-738250.6498620562,-738250.6498620562,0.0
personal,expanded,mexico_born,common_total,full_100plus,0,0.02,-364140.1284577243,-364140.1284577243,0.0
personal,expanded,mexico_born,common_total,full_100plus,0,0.03,-298540.57652079413,-298540.57652079413,0.0
personal,expanded,mexico_born,common_total,full_100plus,0,0.05,-235026.59028958008,-235026.59028958008,0.0
personal,expanded,mexico_born,common_total,full_100plus,25,0.0,-395504.3631063407,-395504.3631063407,0.0
personal,expanded,mexico_born,common_total,full_100plus,25,0.02,-116073.84190420792,-116073.84190420792,0.0
personal,expanded,mexico_born,common_total,full_100plus,25,0.03,-56165.54918034889,-56165.54918034889,0.0
personal,expanded,mexico_born,common_total,full_100plus,25,0.05,-639.0092656821898,-639.0092656821898,0.0
personal,expanded,mexico_born,common_total,truncate83,0,0.0,-623336.976317595,-623336.976317595,0.0
personal,expanded,mexico_born,common_total,truncate83,0,0.02,-343925.0538298808,-343925.0538298808,0.0
personal,expanded,mexico_born,common_total,truncate83,0,0.03,-289933.62501059973,-289933.62501059973,0.0
personal,expanded,mexico_born,common_total,truncate83,0,0.05,-233420.83278778015,-233420.83278778018,2.9103830456733704e-11
personal,expanded,mexico_born,common_total,truncate83,25,0.0,-278889.293923608,-278889.293923608,0.0
personal,expanded,mexico_born,common_total,truncate83,25,0.02,-82417.83338568205,-82417.83338568205,0.0
personal,expanded,mexico_born,common_total,truncate83,25,0.03,-37877.6870151887,-37877.6870151887,0.0
personal,expanded,mexico_born,common_total,truncate83,25,0.05,4879.164883039269,4879.164883039269,0.0
personal,expanded,mexico_born,group_specific,full_100plus,0,0.0,-808709.3076445156,-808709.3076445156,0.0
personal,expanded,mexico_born,group_specific,full_100plus,0,0.02,-377766.2195579794,-377766.2195579794,0.0
personal,expanded,mexico_born,group_specific,full_100plus,0,0.03,-304743.394807679,-304743.394807679,0.0
personal,expanded,mexico_born,group_specific,full_100plus,0,0.05,-236462.4031375214,-236462.4031375214,0.0
personal,expanded,mexico_born,group_specific,full_100plus,25,0.0,-466050.2111862244,-466050.2111862244,0.0
personal,expanded,mexico_born,group_specific,full_100plus,25,0.02,-138147.91602274345,-138147.91602274345,0.0
personal,expanded,mexico_born,group_specific,full_100plus,25,0.03,-68758.65059159568,-68758.65059159568,0.0
personal,expanded,mexico_born,group_specific,full_100plus,25,0.05,-4893.125751889087,-4893.125751889087,0.0
personal,expanded,mexico_born,group_specific,truncate83,0,0.0,-651885.3525889453,-651885.3525889453,0.0
personal,expanded,mexico_born,group_specific,truncate83,0,0.02,-350521.33374178596,-350521.33374178596,0.0
personal,expanded,mexico_born,group_specific,truncate83,0,0.03,-293209.5092713684,-293209.5092713684,0.0
personal,expanded,mexico_born,group_specific,truncate83,0,0.05,-234332.96950218955,-234332.96950218955,0.0
personal,expanded,mexico_born,group_specific,truncate83,25,0.0,-307125.0670689943,-307125.0670689943,0.0
personal,expanded,mexico_born,group_specific,truncate83,25,0.02,-92850.90999322147,-92850.90999322149,1.4551915228366852e-11
personal,expanded,mexico_born,group_specific,truncate83,25,0.03,-44285.69251554764,-44285.69251554764,0.0
personal,expanded,mexico_born,group_specific,truncate83,25,0.05,2414.5084187123525,2414.5084187123525,0.0
personal,expanded,mexican_second_gen,common_total,full_100plus,0,0.0,-670001.9797872835,-670001.9797872835,0.0
personal,expanded,mexican_second_gen,common_total,full_100plus,0,0.02,-331729.0294215641,-331729.0294215641,0.0
personal,expanded,mexican_second_gen,common_total,full_100plus,0,0.03,-279719.994629428,-279719.994629428,0.0
personal,expanded,mexican_second_gen,common_total,full_100plus,0,0.05,-232268.42127215423,-232268.42127215426,2.9103830456733704e-11
personal,expanded,mexican_second_gen,common_total,full_100plus,25,0.0,-303292.6977673821,-303292.6977673821,0.0
personal,expanded,mexican_second_gen,common_total,full_100plus,25,0.02,-31543.86359675505,-31543.86359675505,0.0
personal,expanded,mexican_second_gen,common_total,full_100plus,25,0.03,19263.04996132027,19263.04996132027,0.0
personal,expanded,mexican_second_gen,common_total,full_100plus,25,0.05,56859.65327784998,56859.65327784998,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,0,0.0,-531513.2775947909,-531513.2775947909,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,0,0.02,-307366.746295603,-307366.746295603,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,0,0.03,-269347.29042709176,-269347.29042709176,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,0,0.05,-230333.23579247252,-230333.23579247252,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,25,0.0,-162753.5513884627,-162753.5513884627,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,25,0.02,9016.81814758708,9016.81814758708,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,25,0.03,41302.744794923434,41302.744794923434,0.0
personal,expanded,mexican_second_gen,common_total,truncate83,25,0.05,63509.90431201364,63509.90431201364,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,0,0.0,-752748.031820135,-752748.031820135,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,0,0.02,-347400.8271416072,-347400.8271416072,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,0,0.03,-286742.6478225378,-286742.6478225378,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,0,0.05,-233821.12191584788,-233821.12191584788,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,25,0.0,-386396.7663958493,-386396.7663958493,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,25,0.02,-57108.29414213638,-57108.29414213638,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,25,0.03,4857.829442661738,4857.829442661738,0.0
personal,expanded,mexican_second_gen,group_specific,full_100plus,25,0.05,52166.8843734793,52166.8843734793,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,0,0.0,-563750.9756957681,-563750.9756957681,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,0,0.02,-314566.5371769109,-314566.5371769109,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,0,0.03,-272842.53663566156,-272842.53663566156,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,0,0.05,-231254.825917591,-231254.825917591,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,25,0.0,-194867.45334125948,-194867.45334125948,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,25,0.02,-2518.4147592718746,-2518.4147592718746,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,25,0.03,34351.51890731754,34351.51890731754,0.0
personal,expanded,mexican_second_gen,group_specific,truncate83,25,0.05,60973.71076035433,60973.71076035433,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,0,0.0,-582840.9189261551,-582840.9189261551,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,0,0.02,-270002.1694882698,-270002.1694882698,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,0,0.03,-225308.66094346205,-225308.66094346205,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,0,0.05,-188253.7599691557,-188253.7599691557,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,25,0.0,-274874.3672658663,-274874.3672658663,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,25,0.02,-11354.965347573128,-11354.965347573128,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,25,0.03,37782.06994179546,37782.06994179546,0.0
personal,expanded,mexican_third_plus_selfid,common_total,full_100plus,25,0.05,73315.90066300963,73315.90066300963,0.0
