benchmark,rule,end,convention,rate_path,window_start,financing,stock_entering_2024_bn,legacy_interest_2024_bn,stock_end_2024_brief_bn,flow_2024_bn,flow_2024_part_year_interest_bn,sum_flows_nominal_bn,rate_2024,stock_share_of_debt_end_fy2023,interest_per_member_usd,interest_per_other_resident_usd,interest_share_of_fy2024_net_interest,interest_share_of_account_interest_allocation,interest_share_of_per_head_net_interest
proportional,whole_income,low,high,gross_public_securities,2005,half_borrowed,576.945224,20.122392,597.067616,35.931514,0.6266,477.68329,0.034877,0.021991,492.031237,67.250744,0.022869,0.149566,0.190191
proportional,whole_income,low,high,gross_public_securities,2010,all_borrowed,907.890526,31.664928,939.555454,71.863027,1.2532,788.502982,0.034877,0.034605,774.268475,105.826881,0.035988,0.23536,0.299288
proportional,whole_income,low,high,gross_public_securities,2010,half_borrowed,453.945263,15.832464,469.777727,35.931514,0.6266,394.251491,0.034877,0.017303,387.134238,52.91344,0.017994,0.11768,0.149644
proportional,whole_income,low,high,gross_public_securities,2015,all_borrowed,583.341246,20.345469,603.686716,71.863027,1.2532,535.290136,0.034877,0.022235,497.485902,67.996287,0.023123,0.151224,0.1923
proportional,whole_income,low,high,gross_public_securities,2015,half_borrowed,291.670623,10.172735,301.843358,35.931514,0.6266,267.645068,0.034877,0.011117,248.742951,33.998143,0.011562,0.075612,0.09615
proportional,whole_income,low,low,effective,2005,all_borrowed,506.199126,16.365916,522.565042,32.239341,0.521165,428.598551,0.032331,0.019294,400.178176,54.696284,0.0186,0.121645,0.154686
proportional,whole_income,low,low,effective,2005,half_borrowed,253.099563,8.182958,261.282521,16.119671,0.260582,214.299275,0.032331,0.009647,200.089088,27.348142,0.0093,0.060823,0.077343
proportional,whole_income,low,low,effective,2010,all_borrowed,400.472632,12.947675,413.420307,32.239341,0.521165,353.739854,0.032331,0.015264,316.595583,43.272229,0.014715,0.096238,0.122378
proportional,whole_income,low,low,effective,2010,half_borrowed,200.236316,6.473837,206.710153,16.119671,0.260582,176.869927,0.032331,0.007632,158.297791,21.636115,0.007358,0.048119,0.061189
proportional,whole_income,low,low,effective,2015,all_borrowed,259.251977,8.381872,267.633848,32.239341,0.521165,240.142979,0.032331,0.009882,204.952908,28.012928,0.009526,0.062301,0.079223
proportional,whole_income,low,low,effective,2015,half_borrowed,129.625988,4.190936,133.816924,16.119671,0.260582,120.071489,0.032331,0.004941,102.476454,14.006464,0.004763,0.031151,0.039612
proportional,whole_income,low,low,constant_3_22,2005,all_borrowed,554.845699,17.870418,572.716117,32.239341,0.519181,428.598551,0.032208,0.021149,436.966138,59.724456,0.02031,0.132828,0.168906
proportional,whole_income,low,low,constant_3_22,2005,half_borrowed,277.42285,8.935209,286.358059,16.119671,0.25959,214.299275,0.032208,0.010574,218.483069,29.862228,0.010155,0.066414,0.084453
proportional,whole_income,low,low,constant_3_22,2010,all_borrowed,431.883986,13.910079,445.794065,32.239341,0.519181,353.739854,0.032208,0.016462,340.128215,46.488665,0.015809,0.103391,0.131474
proportional,whole_income,low,low,constant_3_22,2010,half_borrowed,215.941993,6.955039,222.897033,16.119671,0.25959,176.869927,0.032208,0.008231,170.064108,23.244333,0.007905,0.051696,0.065737
proportional,whole_income,low,low,constant_3_22,2015,all_borrowed,270.303775,8.705919,279.009693,32.239341,0.519181,240.142979,0.032208,0.010303,212.876475,29.09592,0.009894,0.06471,0.082286
proportional,whole_income,low,low,constant_3_22,2015,half_borrowed,135.151887,4.352959,139.504847,16.119671,0.25959,120.071489,0.032208,0.005151,106.438237,14.54796,0.004947,0.032355,0.041143
proportional,whole_income,low,low,treasury_10y,2005,all_borrowed,517.922162,21.998744,539.920905,32.239341,0.684683,428.598551,0.042475,0.019741,537.911653,73.521671,0.025002,0.163513,0.207926
proportional,whole_income,low,low,treasury_10y,2005,half_borrowed,258.961081,10.999372,269.960453,16.119671,0.342342,214.299275,0.042475,0.009871,268.955827,36.760836,0.012501,0.081756,0.103963
proportional,whole_income,low,low,treasury_10y,2010,all_borrowed,407.454669,17.306637,424.761306,32.239341,0.684683,353.739854,0.042475,0.015531,423.180607,57.840252,0.019669,0.128637,0.163577
proportional,whole_income,low,low,treasury_10y,2010,half_borrowed,203.727334,8.653319,212.380653,16.119671,0.342342,176.869927,0.042475,0.007765,211.590303,28.920126,0.009835,0.064319,0.081789
proportional,whole_income,low,low,treasury_10y,2015,all_borrowed,261.971508,11.12724,273.098748,32.239341,0.684683,240.142979,0.042475,0.009985,272.082443,37.188181,0.012646,0.082707,0.105172
proportional,whole_income,low,low,treasury_10y,2015,half_borrowed,130.985754,5.56362,136.549374,16.119671,0.342342,120.071489,0.042475,0.004993,136.041221,18.594091,0.006323,0.041353,0.052586
proportional,whole_income,low,low,gross_public_securities,2005,all_borrowed,517.660742,18.054699,535.715441,32.239341,0.562213,428.598551,0.034877,0.019731,441.472162,60.340339,0.02052,0.134197,0.170648
proportional,whole_income,low,low,gross_public_securities,2005,half_borrowed,258.830371,9.02735,267.857721,16.119671,0.281107,214.299275,0.034877,0.009866,220.736081,30.170169,0.01026,0.067099,0.085324
proportional,whole_income,low,low,gross_public_securities,2010,all_borrowed,407.299744,14.205586,421.50533,32.239341,0.562213,353.739854,0.034877,0.015525,347.35394,47.476276,0.016145,0.105588,0.134267
proportional,whole_income,low,low,gross_public_securities,2010,half_borrowed,203.649872,7.102793,210.752665,16.119671,0.281107,176.869927,0.034877,0.007762,173.67697,23.738138,0.008072,0.052794,0.067134
proportional,whole_income,low,low,gross_public_securities,2015,all_borrowed,261.699768,9.127427,270.827195,32.239341,0.562213,240.142979,0.034877,0.009975,223.183164,30.504636,0.010374,0.067843,0.08627
proportional,whole_income,low,low,gross_public_securities,2015,half_borrowed,130.849884,4.563713,135.413598,16.119671,0.281107,120.071489,0.034877,0.004987,111.591582,15.252318,0.005187,0.033921,0.043135
proportional,whole_income_federal_series,high,central,effective,2005,all_borrowed,1411.497139,45.635093,1457.132232,79.185779,1.280077,1206.161109,0.032331,0.053801,1115.865914,152.516359,0.051865,0.339198,0.43133
proportional,whole_income_federal_series,high,central,effective,2005,half_borrowed,705.748569,22.817547,728.566116,39.59289,0.640039,603.080555,0.032331,0.0269,557.932957,76.25818,0.025933,0.169599,0.215665
proportional,whole_income_federal_series,high,central,effective,2010,all_borrowed,1161.715816,37.559417,1199.275233,79.185779,1.280077,1026.378046,0.032331,0.04428,918.400077,125.526763,0.042687,0.279173,0.355001
proportional,whole_income_federal_series,high,central,effective,2010,half_borrowed,580.857908,18.779708,599.637617,39.59289,0.640039,513.189023,0.032331,0.02214,459.200038,62.763382,0.021344,0.139586,0.177501
proportional,whole_income_federal_series,high,central,effective,2015,all_borrowed,734.121208,23.734862,757.85607,79.185779,1.280077,684.138985,0.032331,0.027982,580.363084,79.323926,0.026975,0.176417,0.224335
proportional,whole_income_federal_series,high,central,effective,2015,half_borrowed,367.060604,11.867431,378.928035,39.59289,0.640039,342.069493,0.032331,0.013991,290.181542,39.661963,0.013488,0.088209,0.112168
proportional,whole_income_federal_series,high,central,constant_3_22,2005,all_borrowed,1544.461231,49.743862,1594.205093,79.185779,1.275204,1206.161109,0.032208,0.058869,1216.333225,166.248214,0.056535,0.369738,0.470165
proportional,whole_income_federal_series,high,central,constant_3_22,2005,half_borrowed,772.230615,24.871931,797.102546,39.59289,0.637602,603.080555,0.032208,0.029434,608.166613,83.124107,0.028267,0.184869,0.235082
proportional,whole_income_federal_series,high,central,constant_3_22,2010,all_borrowed,1252.965978,40.35541,1293.321388,79.185779,1.275204,1026.378046,0.032208,0.047758,986.767501,134.871211,0.045865,0.299955,0.381428
proportional,whole_income_federal_series,high,central,constant_3_22,2010,half_borrowed,626.482989,20.177705,646.660694,39.59289,0.637602,513.189023,0.032208,0.023879,493.38375,67.435605,0.022932,0.149977,0.190714
proportional,whole_income_federal_series,high,central,constant_3_22,2015,all_borrowed,762.308944,24.552375,786.861319,79.185779,1.275204,684.138985,0.032208,0.029056,600.352847,82.056123,0.027904,0.182494,0.232062
proportional,whole_income_federal_series,high,central,constant_3_22,2015,half_borrowed,381.154472,12.276187,393.430659,39.59289,0.637602,342.069493,0.032208,0.014528,300.176423,41.028061,0.013952,0.091247,0.116031
proportional,whole_income_federal_series,high,central,treasury_10y,2005,all_borrowed,1443.970499,61.332647,1505.303146,79.185779,1.681708,1206.161109,0.042475,0.055039,1499.701337,204.978918,0.069706,0.455875,0.579699
proportional,whole_income_federal_series,high,central,treasury_10y,2005,half_borrowed,721.985249,30.666323,752.651573,39.59289,0.840854,603.080555,0.042475,0.027519,749.850669,102.489459,0.034853,0.227938,0.289849
proportional,whole_income_federal_series,high,central,treasury_10y,2010,all_borrowed,1182.829623,50.240688,1233.070311,79.185779,1.681708,1026.378046,0.042475,0.045085,1228.481585,167.90865,0.0571,0.37343,0.474861
proportional,whole_income_federal_series,high,central,treasury_10y,2010,half_borrowed,591.414811,25.120344,616.535155,39.59289,0.840854,513.189023,0.042475,0.022542,614.240792,83.954325,0.02855,0.186715,0.23743
proportional,whole_income_federal_series,high,central,treasury_10y,2015,all_borrowed,742.04243,31.518252,773.560683,79.185779,1.681708,684.138985,0.042475,0.028284,770.681967,105.336678,0.035821,0.23427,0.297902
proportional,whole_income_federal_series,high,central,treasury_10y,2015,half_borrowed,371.021215,15.759126,386.780341,39.59289,0.840854,342.069493,0.042475,0.014142,385.340984,52.668339,0.017911,0.117135,0.148951
proportional,whole_income_federal_series,high,central,gross_public_securities,2005,all_borrowed,1442.037441,50.294623,1492.332064,79.185779,1.3809,1206.161109,0.034877,0.054965,1229.800399,168.088905,0.057161,0.373831,0.475371
proportional,whole_income_federal_series,high,central,gross_public_securities,2005,half_borrowed,721.018721,25.147312,746.166032,39.59289,0.69045,603.080555,0.034877,0.027482,614.900199,84.044453,0.02858,0.186916,0.237685
proportional,whole_income_federal_series,high,central,gross_public_securities,2010,all_borrowed,1181.517591,41.208349,1222.72594,79.185779,1.3809,1026.378046,0.034877,0.045035,1007.623494,137.721804,0.046834,0.306295,0.38949
proportional,whole_income_federal_series,high,central,gross_public_securities,2010,half_borrowed,590.758796,20.604174,611.36297,39.59289,0.69045,513.189023,0.034877,0.022517,503.811747,68.860902,0.023417,0.153147,0.194745
proportional,whole_income_federal_series,high,central,gross_public_securities,2015,all_borrowed,740.369974,25.822234,766.192209,79.185779,1.3809,684.138985,0.034877,0.02822,631.403363,86.300102,0.029347,0.191932,0.244064
proportional,whole_income_federal_series,high,central,gross_public_securities,2015,half_borrowed,370.184987,12.911117,383.096104,39.59289,0.69045,342.069493,0.034877,0.01411,315.701681,43.150051,0.014674,0.095966,0.122032
proportional,whole_income_federal_series,high,high,effective,2005,all_borrowed,1621.445036,52.422915,1673.867952,95.41291,1.542397,1385.482064,0.032331,0.061803,1281.841243,175.201839,0.05958,0.389651,0.495487
proportional,whole_income_federal_series,high,high,effective,2005,half_borrowed,810.722518,26.211458,836.933976,47.706455,0.771198,692.741032,0.032331,0.030902,640.920621,87.600919,0.02979,0.194825,0.247743
proportional,whole_income_federal_series,high,high,effective,2010,all_borrowed,1329.919971,42.997623,1372.917594,95.41291,1.542397,1176.336882,0.032331,0.050691,1051.374687,143.70171,0.048868,0.319594,0.406401
proportional,whole_income_federal_series,high,high,effective,2010,half_borrowed,664.959985,21.498811,686.458797,47.706455,0.771198,588.168441,0.032331,0.025346,525.687344,71.850855,0.024434,0.159797,0.203201
proportional,whole_income_federal_series,high,high,effective,2015,all_borrowed,851.091247,27.516619,878.607866,95.41291,1.542397,792.792273,0.032331,0.03244,672.834316,91.962878,0.031273,0.204526,0.260079
proportional,whole_income_federal_series,high,high,effective,2015,half_borrowed,425.545624,13.758309,439.303933,47.706455,0.771198,396.396136,0.032331,0.01622,336.417158,45.981439,0.015637,0.102263,0.13004
proportional,whole_income_federal_series,high,high,constant_3_22,2005,all_borrowed,1773.229523,57.11201,1830.341532,95.41291,1.536525,1385.482064,0.032208,0.067589,1396.498625,190.87319,0.064909,0.424504,0.539807
proportional,whole_income_federal_series,high,high,constant_3_22,2005,half_borrowed,886.614761,28.556005,915.170766,47.706455,0.768263,692.741032,0.032208,0.033794,698.249312,95.436595,0.032454,0.212252,0.269903
proportional,whole_income_federal_series,high,high,constant_3_22,2010,all_borrowed,1433.253101,46.162081,1479.415182,95.41291,1.536525,1176.336882,0.032208,0.05463,1128.751783,154.277598,0.052464,0.343115,0.436311
proportional,whole_income_federal_series,high,high,constant_3_22,2010,half_borrowed,716.626551,23.08104,739.707591,47.706455,0.768263,588.168441,0.032208,0.027315,564.375891,77.138799,0.026232,0.171557,0.218155
proportional,whole_income_federal_series,high,high,constant_3_22,2015,all_borrowed,884.052923,28.473493,912.526416,95.41291,1.536525,792.792273,0.032208,0.033697,696.231748,95.160834,0.032361,0.211639,0.269123
proportional,whole_income_federal_series,high,high,constant_3_22,2015,half_borrowed,442.026461,14.236747,456.263208,47.706455,0.768263,396.396136,0.032208,0.016848,348.115874,47.580417,0.01618,0.105819,0.134562
proportional,whole_income_federal_series,high,high,treasury_10y,2005,all_borrowed,1658.519963,70.445635,1728.965598,95.41291,2.026332,1385.482064,0.042475,0.063216,1722.531456,235.4353,0.080063,0.52361,0.665832
proportional,whole_income_federal_series,high,high,treasury_10y,2005,half_borrowed,829.259981,35.222818,864.482799,47.706455,1.013166,692.741032,0.042475,0.031608,861.265728,117.71765,0.040031,0.261805,0.332916
proportional,whole_income_federal_series,high,high,treasury_10y,2010,all_borrowed,1353.77421,57.50156,1411.275769,95.41291,2.026332,1176.336882,0.042475,0.051601,1406.023872,192.175099,0.065352,0.427399,0.543489
proportional,whole_income_federal_series,high,high,treasury_10y,2010,half_borrowed,676.887105,28.75078,705.637885,47.706455,1.013166,588.168441,0.042475,0.0258,703.011936,96.087549,0.032676,0.2137,0.271744
proportional,whole_income_federal_series,high,high,treasury_10y,2015,all_borrowed,860.223164,36.537979,896.761143,95.41291,2.026332,792.792273,0.042475,0.032788,893.423951,122.113031,0.041526,0.271581,0.345347
proportional,whole_income_federal_series,high,high,treasury_10y,2015,half_borrowed,430.111582,18.268989,448.380571,47.706455,1.013166,396.396136,0.042475,0.016394,446.711976,61.056515,0.020763,0.13579,0.172673
proportional,whole_income_federal_series,high,high,gross_public_securities,2005,all_borrowed,1656.462113,57.773214,1714.235327,95.41291,1.663881,1385.482064,0.034877,0.063138,1412.666349,193.082991,0.06566,0.429418,0.546056
proportional,whole_income_federal_series,high,high,gross_public_securities,2005,half_borrowed,828.231057,28.886607,857.117664,47.706455,0.83194,692.741032,0.034877,0.031569,706.333175,96.541496,0.03283,0.214709,0.273028
proportional,whole_income_federal_series,high,high,gross_public_securities,2010,all_borrowed,1352.354703,47.166716,1399.521419,95.41291,1.663881,1176.336882,0.034877,0.051547,1153.31704,157.635173,0.053606,0.350582,0.445807
proportional,whole_income_federal_series,high,high,gross_public_securities,2010,half_borrowed,676.177352,23.583358,699.76071,47.706455,0.83194,588.168441,0.034877,0.025773,576.65852,78.817586,0.026803,0.175291,0.222903
proportional,whole_income_federal_series,high,high,gross_public_securities,2015,all_borrowed,858.400342,29.938836,888.339177,95.41291,1.663881,792.792273,0.034877,0.032719,732.062187,100.058133,0.034026,0.22253,0.282973
proportional,whole_income_federal_series,high,high,gross_public_securities,2015,half_borrowed,429.200171,14.969418,444.169589,47.706455,0.83194,396.396136,0.034877,0.016359,366.031093,50.029066,0.017013,0.111265,0.141487
proportional,whole_income_federal_series,high,low,effective,2005,all_borrowed,1049.842155,33.942431,1083.784586,51.233021,0.828207,897.263912,0.032331,0.040016,829.957811,113.43849,0.038576,0.252288,0.320814
proportional,whole_income_federal_series,high,low,effective,2005,half_borrowed,524.921077,16.971216,541.892293,25.616511,0.414104,448.631956,0.032331,0.020008,414.978905,56.719245,0.019288,0.126144,0.160407
proportional,whole_income_federal_series,high,low,effective,2010,all_borrowed,871.968353,28.191596,900.159949,51.233021,0.828207,768.059859,0.032331,0.033236,689.338813,94.218709,0.03204,0.209543,0.266459
proportional,whole_income_federal_series,high,low,effective,2010,half_borrowed,435.984176,14.095798,450.079974,25.616511,0.414104,384.029929,0.032331,0.016618,344.669407,47.109355,0.01602,0.104772,0.13323
proportional,whole_income_federal_series,high,low,effective,2015,all_borrowed,532.629323,17.220431,549.849754,51.233021,0.828207,496.973487,0.032331,0.020302,421.072696,57.552143,0.019571,0.127997,0.162763
proportional,whole_income_federal_series,high,low,effective,2015,half_borrowed,266.314661,8.610215,274.924877,25.616511,0.414104,248.486744,0.032331,0.010151,210.536348,28.776072,0.009786,0.063998,0.081381
proportional,whole_income_federal_series,high,low,constant_3_22,2005,all_borrowed,1150.386349,37.051535,1187.437884,51.233021,0.825054,897.263912,0.032208,0.043848,905.981393,123.82938,0.04211,0.275398,0.350201
proportional,whole_income_federal_series,high,low,constant_3_22,2005,half_borrowed,575.193174,18.525768,593.718942,25.616511,0.412527,448.631956,0.032208,0.021924,452.990697,61.91469,0.021055,0.137699,0.1751
proportional,whole_income_federal_series,high,low,constant_3_22,2010,all_borrowed,942.404464,30.352874,972.757338,51.233021,0.825054,768.059859,0.032208,0.035921,742.186232,101.441885,0.034497,0.225608,0.286887
proportional,whole_income_federal_series,high,low,constant_3_22,2010,half_borrowed,471.202232,15.176437,486.378669,25.616511,0.412527,384.029929,0.032208,0.01796,371.093116,50.720943,0.017248,0.112804,0.143443
proportional,whole_income_federal_series,high,low,constant_3_22,2015,all_borrowed,552.593499,17.797879,570.391378,51.233021,0.825054,496.973487,0.032208,0.021063,435.192428,59.482025,0.020228,0.132289,0.168221
proportional,whole_income_federal_series,high,low,constant_3_22,2015,half_borrowed,276.296749,8.89894,285.195689,25.616511,0.412527,248.486744,0.032208,0.010531,217.596214,29.741013,0.010114,0.066144,0.08411
proportional,whole_income_federal_series,high,low,treasury_10y,2005,all_borrowed,1074.388884,45.634668,1120.023552,51.233021,1.088061,897.263912,0.042475,0.040952,1115.855516,152.514938,0.051865,0.339195,0.431326
proportional,whole_income_federal_series,high,low,treasury_10y,2005,half_borrowed,537.194442,22.817334,560.011776,25.616511,0.544031,448.631956,0.042475,0.020476,557.927758,76.257469,0.025932,0.169597,0.215663
proportional,whole_income_federal_series,high,low,treasury_10y,2010,all_borrowed,888.361506,37.733155,926.094661,51.233021,1.088061,768.059859,0.042475,0.033861,922.648309,126.107411,0.042884,0.280464,0.356643
proportional,whole_income_federal_series,high,low,treasury_10y,2010,half_borrowed,444.180753,18.866577,463.047331,25.616511,0.544031,384.029929,0.042475,0.01693,461.324154,63.053705,0.021442,0.140232,0.178322
proportional,whole_income_federal_series,high,low,treasury_10y,2015,all_borrowed,538.465011,22.871301,561.336312,51.233021,1.088061,496.973487,0.042475,0.020524,559.247365,76.437833,0.025994,0.169998,0.216173
proportional,whole_income_federal_series,high,low,treasury_10y,2015,half_borrowed,269.232505,11.435651,280.668156,25.616511,0.544031,248.486744,0.042475,0.010262,279.623682,38.218916,0.012997,0.084999,0.108087
proportional,whole_income_federal_series,high,low,gross_public_securities,2005,all_borrowed,1072.670792,37.412048,1110.082839,51.233021,0.893439,897.263912,0.034877,0.040886,914.796613,125.034242,0.04252,0.278077,0.353608
proportional,whole_income_federal_series,high,low,gross_public_securities,2005,half_borrowed,536.335396,18.706024,555.04142,25.616511,0.44672,448.631956,0.034877,0.020443,457.398307,62.517121,0.02126,0.139039,0.176804
proportional,whole_income_federal_series,high,low,gross_public_securities,2010,all_borrowed,887.23461,30.944502,918.179112,51.233021,0.893439,768.059859,0.034877,0.033818,756.652668,103.419155,0.035169,0.230005,0.292479
proportional,whole_income_federal_series,high,low,gross_public_securities,2010,half_borrowed,443.617305,15.472251,459.089556,25.616511,0.44672,384.029929,0.034877,0.016909,378.326334,51.709578,0.017585,0.115003,0.146239
proportional,whole_income_federal_series,high,low,gross_public_securities,2015,all_borrowed,537.051573,18.731002,555.782576,51.233021,0.893439,496.973487,0.034877,0.02047,458.009078,62.600601,0.021288,0.139224,0.17704
proportional,whole_income_federal_series,high,low,gross_public_securities,2015,half_borrowed,268.525787,9.365501,277.891288,25.616511,0.44672,248.486744,0.034877,0.010235,229.004539,31.300301,0.010644,0.069612,0.08852
proportional,whole_income_federal_series,low,central,effective,2005,all_borrowed,1169.421033,37.808534,1207.229567,60.47542,0.977615,999.39877,0.032331,0.044574,924.491473,126.359334,0.04297,0.281024,0.357356
proportional,whole_income_federal_series,low,central,effective,2005,half_borrowed,584.710517,18.904267,603.614784,30.23771,0.488807,499.699385,0.032331,0.022287,462.245737,63.179667,0.021485,0.140512,0.178678
proportional,whole_income_federal_series,low,central,effective,2010,all_borrowed,967.771475,31.289005,999.06048,60.47542,0.977615,853.471094,0.032331,0.036888,765.076437,104.570515,0.035561,0.232566,0.295735
proportional,whole_income_federal_series,low,central,effective,2010,half_borrowed,483.885738,15.644503,499.53024,30.23771,0.488807,426.735547,0.032331,0.018444,382.538218,52.285257,0.01778,0.116283,0.147867
proportional,whole_income_federal_series,low,central,effective,2015,all_borrowed,599.25131,19.374385,618.625695,60.47542,0.977615,558.858547,0.032331,0.022841,473.741031,64.750842,0.022019,0.144006,0.183121
proportional,whole_income_federal_series,low,central,effective,2015,half_borrowed,299.625655,9.687193,309.312848,30.23771,0.488807,279.429273,0.032331,0.011421,236.870516,32.375421,0.01101,0.072003,0.091561
proportional,whole_income_federal_series,low,central,constant_3_22,2005,all_borrowed,1280.684656,41.248171,1321.932827,60.47542,0.973893,999.39877,0.032208,0.048815,1008.597217,137.854893,0.046879,0.306591,0.389866
proportional,whole_income_federal_series,low,central,constant_3_22,2005,half_borrowed,640.342328,20.624085,660.966414,30.23771,0.486947,499.699385,0.032208,0.024407,504.298608,68.927446,0.02344,0.153295,0.194933
proportional,whole_income_federal_series,low,central,constant_3_22,2010,all_borrowed,1045.089617,33.660148,1078.749765,60.47542,0.973893,853.471094,0.032208,0.039835,823.055444,112.495075,0.038255,0.25019,0.318146
proportional,whole_income_federal_series,low,central,constant_3_22,2010,half_borrowed,522.544808,16.830074,539.374882,30.23771,0.486947,426.735547,0.032208,0.019917,411.527722,56.247538,0.019128,0.125095,0.159073
proportional,whole_income_federal_series,low,central,constant_3_22,2015,all_borrowed,621.934552,20.03121,641.965762,60.47542,0.973893,558.858547,0.032208,0.023706,489.801651,66.946005,0.022766,0.148889,0.189329
proportional,whole_income_federal_series,low,central,constant_3_22,2015,half_borrowed,310.967276,10.015605,320.982881,30.23771,0.486947,279.429273,0.032208,0.011853,244.900825,33.473002,0.011383,0.074444,0.094665
proportional,whole_income_federal_series,low,central,treasury_10y,2005,all_borrowed,1196.588651,50.825103,1247.413754,60.47542,1.284347,999.39877,0.042475,0.045609,1242.771651,169.861814,0.057764,0.377774,0.480385
proportional,whole_income_federal_series,low,central,treasury_10y,2005,half_borrowed,598.294326,25.412551,623.706877,30.23771,0.642173,499.699385,0.042475,0.022805,621.385825,84.930907,0.028882,0.188887,0.240192
proportional,whole_income_federal_series,low,central,treasury_10y,2010,all_borrowed,985.725482,41.86869,1027.594172,60.47542,1.284347,853.471094,0.042475,0.037572,1023.770101,139.92872,0.047585,0.311203,0.395731
proportional,whole_income_federal_series,low,central,treasury_10y,2010,half_borrowed,492.862741,20.934345,513.797086,30.23771,0.642173,426.735547,0.042475,0.018786,511.88505,69.96436,0.023792,0.155601,0.197866
proportional,whole_income_federal_series,low,central,treasury_10y,2015,all_borrowed,605.776566,25.73036,631.506926,60.47542,1.284347,558.858547,0.042475,0.02309,629.156847,85.993049,0.029243,0.191249,0.243196
proportional,whole_income_federal_series,low,central,treasury_10y,2015,half_borrowed,302.888283,12.86518,315.753463,30.23771,0.642173,279.429273,0.042475,0.011545,314.578423,42.996524,0.014622,0.095625,0.121598
proportional,whole_income_federal_series,low,central,gross_public_securities,2005,all_borrowed,1194.799482,41.671588,1236.47107,60.47542,1.054615,999.39877,0.034877,0.045541,1018.950575,139.269988,0.047361,0.309738,0.393868
proportional,whole_income_federal_series,low,central,gross_public_securities,2005,half_borrowed,597.399741,20.835794,618.235535,30.23771,0.527307,499.699385,0.034877,0.022771,509.475287,69.634994,0.02368,0.154869,0.196934
proportional,whole_income_federal_series,low,central,gross_public_securities,2010,all_borrowed,984.537372,34.338176,1018.875549,60.47542,1.054615,853.471094,0.034877,0.037527,839.634546,114.761104,0.039026,0.25523,0.324555
proportional,whole_income_federal_series,low,central,gross_public_securities,2010,half_borrowed,492.268686,17.169088,509.437774,30.23771,0.527307,426.735547,0.034877,0.018763,419.817273,57.380552,0.019513,0.127615,0.162277
proportional,whole_income_federal_series,low,central,gross_public_securities,2015,all_borrowed,604.277486,21.075672,625.353158,60.47542,1.054615,558.858547,0.034877,0.023033,515.340775,70.436688,0.023953,0.156652,0.199201
proportional,whole_income_federal_series,low,central,gross_public_securities,2015,half_borrowed,302.138743,10.537836,312.676579,30.23771,0.527307,279.429273,0.034877,0.011516,257.670388,35.218344,0.011976,0.078326,0.099601
proportional,whole_income_federal_series,low,high,effective,2005,all_borrowed,1316.754883,42.571983,1359.326865,71.863034,1.161701,1125.239737,0.032331,0.05019,1040.966963,142.279184,0.048384,0.31643,0.402378
proportional,whole_income_federal_series,low,high,effective,2005,half_borrowed,658.377441,21.285991,679.663433,35.931517,0.580851,562.619869,0.032331,0.025095,520.483482,71.139592,0.024192,0.158215,0.201189
proportional,whole_income_federal_series,low,high,effective,2010,all_borrowed,1085.811074,35.105342,1120.916416,71.863034,1.161701,958.706788,0.032331,0.041387,858.393214,117.325036,0.039898,0.260932,0.331806
proportional,whole_income_federal_series,low,high,effective,2010,half_borrowed,542.905537,17.552671,560.458208,35.931517,0.580851,479.353394,0.032331,0.020693,429.196607,58.662518,0.019949,0.130466,0.165903
proportional,whole_income_federal_series,low,high,effective,2015,all_borrowed,681.336657,22.028285,703.364943,71.863034,1.161701,635.107498,0.032331,0.02597,538.634001,73.620402,0.025036,0.163732,0.208205
proportional,whole_income_federal_series,low,high,effective,2015,half_borrowed,340.668329,11.014143,351.682471,35.931517,0.580851,317.553749,0.032331,0.012985,269.317001,36.810201,0.012518,0.081866,0.104103
proportional,whole_income_federal_series,low,high,constant_3_22,2005,all_borrowed,1441.225979,46.418871,1487.644849,71.863034,1.157279,1125.239737,0.032208,0.054934,1135.030785,155.135811,0.052756,0.345023,0.438738
proportional,whole_income_federal_series,low,high,constant_3_22,2005,half_borrowed,720.612989,23.209435,743.822425,35.931517,0.578639,562.619869,0.032208,0.027467,567.515392,77.567905,0.026378,0.172512,0.219369
proportional,whole_income_federal_series,low,high,constant_3_22,2010,all_borrowed,1171.608607,37.73506,1209.343667,71.863034,1.157279,958.706788,0.032208,0.044657,922.694884,126.113777,0.042887,0.280478,0.356661
proportional,whole_income_federal_series,low,high,constant_3_22,2010,half_borrowed,585.804303,18.86753,604.671833,35.931517,0.578639,479.353394,0.032208,0.022329,461.347442,63.056888,0.021443,0.140239,0.178331
proportional,whole_income_federal_series,low,high,constant_3_22,2015,all_borrowed,707.370078,22.782909,730.152987,71.863034,1.157279,635.107498,0.032208,0.026962,557.086,76.142418,0.025893,0.169341,0.215338
proportional,whole_income_federal_series,low,high,constant_3_22,2015,half_borrowed,353.685039,11.391454,365.076494,35.931517,0.578639,317.553749,0.032208,0.013481,278.543,38.071209,0.012947,0.084671,0.107669
proportional,whole_income_federal_series,low,high,treasury_10y,2005,all_borrowed,1347.151714,57.220269,1404.371983,71.863034,1.526191,1125.239737,0.042475,0.051348,1399.145778,191.235002,0.065032,0.425308,0.54083
proportional,whole_income_federal_series,low,high,treasury_10y,2005,half_borrowed,673.575857,28.610135,702.185991,35.931517,0.763096,562.619869,0.042475,0.025674,699.572889,95.617501,0.032516,0.212654,0.270415
