STATE,union_persons,hisp_persons,hisp_records,persons,population,f,hisp_share,union_share
10,2120,8167,70,228129,all65,0.25958124158197626,0.03579992022057695,0.009292987739393063
11,329,6088,43,90739,all65,0.0540407358738502,0.06709353199836895,0.003625783841567573
12,44375,869762,8699,5095420,all65,0.051019704240930275,0.17069485930502296,0.008708801237189477
13,22504,72248,697,1766634,all65,0.3114826708005758,0.04089585052704748,0.012738348746825884
15,2531,9581,144,311577,all65,0.26416866715374177,0.03075002326872651,0.008123192661846029
16,12838,18473,190,356396,all65,0.6949602122015915,0.05183279273616988,0.03602172863892973
17,144190,202245,1598,2272333,all65,0.7129471680387649,0.08900324028212414,0.06345460810541413
18,22470,39598,310,1218721,all65,0.5674529016617,0.03249143979631105,0.018437361791583142
19,9436,11701,93,610201,all65,0.8064268011281087,0.019175648679697347,0.015463757024324771
20,18193,24229,195,533391,all65,0.7508770481654216,0.04542446347988624,0.034108187052274974
21,3511,10214,93,826864,all65,0.3437438809477188,0.012352696453104743,0.0042461638189593455
22,5830,34193,374,819761,all65,0.1705027344778171,0.04171093770013455,0.007111828935506812
23,872,2345,24,330144,all65,0.3718550106609808,0.007102961132112048,0.002641271687506058
24,6900,51525,432,1099590,all65,0.1339155749636099,0.04685837448503533,0.006275066161023655
25,3890,75973,685,1336501,all65,0.05120240085293459,0.056844701201121436,0.0029105851772651126
26,27448,41875,410,1987359,all65,0.6554746268656716,0.021070677215339555,0.013811294285531702
27,10293,16225,135,1050228,all65,0.6343913713405239,0.015449026306668646,0.009800728984563353
28,2730,6642,83,532165,all65,0.4110207768744354,0.012481091390828033,0.0051299878796989655
29,16843,24256,222,1168634,all65,0.6943848944591029,0.02075585683798349,0.014412553459851415
30,2802,4864,57,240642,all65,0.5760690789473685,0.020212597967104663,0.011643852694043434
31,8900,14285,118,348561,all65,0.6230311515575779,0.04098278350130967,0.02553355079885587
32,47483,76288,676,576678,all65,0.6224176803691275,0.13228872958566132,0.08233884420768608
33,467,3317,29,301745,all65,0.14078987036478746,0.010992725645826774,0.0015476644186316261
34,10218,215369,1876,1708550,all65,0.04744415398687833,0.12605367124169617,0.0059805097890023706
35,80830,141156,1653,429827,all65,0.5726288645186886,0.32840189192396013,0.18805240247820634
36,22232,473941,3798,3762973,all65,0.046908792444629185,0.12594855184982726,0.005908094477425164
37,19941,64344,600,1977358,all65,0.3099123461395002,0.032540389752386774,0.010084668532455933
38,542,2319,21,140966,all65,0.23372143165157394,0.016450775364272235,0.00384489876991615
39,12758,40681,394,2267305,all65,0.31361077652958386,0.01794244709026796,0.005626944764819907
40,17893,26633,233,685942,all65,0.6718356925618594,0.03882689790098871,0.026085295841339354
41,26145,41230,390,850214,all65,0.634125636672326,0.048493673357531165,0.03075108149242426
42,7554,82236,622,2673867,all65,0.09185758062162556,0.03075545642322524,0.0028251218179513042
44,604,15531,110,220054,all65,0.03888996201146095,0.0705781308224345,0.0027447808265243985
45,5937,27139,236,1082375,all65,0.21876266627362836,0.025073565076798705,0.005485159949185818
46,1039,1715,16,175188,all65,0.6058309037900874,0.009789483297942781,0.0059307715140306414
47,8279,24165,235,1272025,all65,0.3426029381336644,0.018997268135453313,0.006508519879719345
48,893509,1079939,12392,4369909,all65,0.8273698792246599,0.24713077549212123,0.2044685598716129
49,20955,31807,257,433829,all65,0.6588172414877228,0.0733169059698637,0.04830244174548036
50,40,2373,24,148473,all65,0.01685630004214075,0.015982703925966336,0.0002694092528607895
51,10604,70576,556,1553792,all65,0.1502493765586035,0.045421781036329184,0.006824594282889859
53,40631,63734,681,1381177,all65,0.6375090218721562,0.04614470122221844,0.029417663340759365
54,1016,4000,58,387043,all65,0.254,0.010334769004994276,0.0026250313272685464
55,18985,28085,207,1170501,all65,0.6759836211500801,0.023993999150790986,0.01621955043182364
56,4850,6762,61,117508,all65,0.7172434191067731,0.05754501821152602,0.04127378561459645
1,178847,306971,2195,5157699,all,0.5826185535441458,0.05951704432538618,0.03467573427607931
2,31585,57006,415,740133,all,0.5540644844402344,0.07702129211911914,0.04267476250890043
4,2082791,2435062,19365,7582384,all,0.855333868295756,0.32114728032766476,0.274688145575323
5,202811,294545,2210,3088354,all,0.6885569267853808,0.09537281024131301,0.06566960911864378
6,12977945,16066687,142543,39431263,all,0.8077548906006571,0.40746062331302957,0.3291283112082918
8,976044,1382465,10725,5957494,all,0.7060171505246065,0.23205478679458175,0.16383465933830568
9,64723,706376,5399,3675069,all,0.09162683896395121,0.1922075476678125,0.017611370017814633
10,48734,122747,795,1051917,all,0.3970280332716889,0.11668886423548626,0.04632875027212223
11,14742,88243,642,702250,all,0.16706140997019595,0.12565752936988253,0.02099252402990388
12,816444,6706368,53459,23372215,all,0.12174160439749206,0.28693763085783697,0.0349322475426484
13,640494,1298901,10505,11180878,all,0.4931045553125296,0.11617164591188635,0.05728476779730536
15,48735,148019,1481,1446146,all,0.329248272181274,0.10235411915532733,0.03369991688252777
16,229870,286203,2133,2001619,all,0.8031711757039584,0.14298575303291985,0.11484203537236606
17,1867343,2464168,17421,12710158,all,0.7577985754218056,0.1938739077830504,0.1469173711294541
18,410529,626657,4706,6924275,all,0.6551095734987401,0.0905014604417069,0.059288373150979706
19,176482,253445,1643,3241488,all,0.6963325376314388,0.0781878569348398,0.05444474883140089
20,315963,422792,2816,2970606,all,0.747324925731802,0.14232516866928835,0.1063631461055421
21,123043,252414,1930,4588372,all,0.4874650375969637,0.05501166862669374,0.026816265115382973
22,109318,357663,3118,4597740,all,0.30564525824589067,0.07779104516566834,0.02377646408887845
23,9415,32576,330,1405012,all,0.28901645383104124,0.0231855670983593,0.006701010382829471
24,141361,831360,5885,6263220,all,0.17003584488067744,0.13273683504650963,0.02257001989392038
25,61447,998183,7386,7136171,all,0.06155885243487417,0.13987655284605707,0.008610640075749305
26,404213,621104,4737,10140459,all,0.6507976119941266,0.06125008739742451,0.039861410612675424
27,225730,388789,2210,5793151,all,0.5805977020954811,0.06711183602844117,0.038964977781521665
28,58654,116805,1171,2943045,all,0.5021531612516588,0.03968848590490461,0.01992969866243975
29,213914,346837,2738,6245466,all,0.6167565744139177,0.05553420673493379,0.03425108710863209
30,33202,55205,425,1137233,all,0.6014310297980255,0.0485432624624857,0.029195424332568613
31,185936,272105,1630,2005466,all,0.6833244519578839,0.13568168196319458,0.09271461096822384
32,716312,999015,8194,3267467,all,0.7170182629890443,0.3057460105947512,0.21922547343247842
33,8220,70435,457,1409032,all,0.11670334350819905,0.04998821886231115,0.005833792277251333
34,281015,2230786,16829,9500851,all,0.12597129442268332,0.23479854594077942,0.029577876760723855
35,717128,1046277,8187,2130256,all,0.6854093132124667,0.4911508288205737,0.3366393522656432
36,554817,4016758,29743,19867248,all,0.13812557291228397,0.20217988923277144,0.02792621303161867
37,640753,1324079,10153,11046024,all,0.483923542326402,0.11986928509298911,0.05800756905833266
38,30104,38786,246,796568,all,0.7761563450729645,0.04869138604613793,0.03779212823010716
39,249324,603346,4612,11883304,all,0.41323552323210894,0.050772579747181426,0.020981033557670493
40,415231,551552,3831,4095393,all,0.7528410739150615,0.13467620811970915,0.10138978115165016
41,506652,662936,4844,4272371,all,0.7642547696911919,0.15516817242697323,0.11858801588157958
42,198822,1229387,6851,13078751,all,0.16172450172321653,0.09399880768431175,0.015201910335321775
44,11495,208403,1247,1112308,all,0.055157555313503165,0.18736087486559477,0.010334367818985389
45,192405,434303,3220,5478831,all,0.4430201955777418,0.079269282078604,0.03511789284977033
46,24404,45077,359,924669,all,0.5413847416642634,0.04874933624897125,0.02639214681145361
47,283780,567045,4099,7227750,all,0.5004541085804478,0.0784538756874546,0.039262564421846356
48,10051242,12601406,99211,31290831,all,0.7976286138229337,0.40271880283396755,0.3212200404648889
49,387793,592289,4265,3503613,all,0.654736116996939,0.16905091972201267,0.11068374275355183
50,2542,17585,182,648493,all,0.1445550184816605,0.02711671521512183,0.003919857269083861
51,216506,1018519,7350,8811195,all,0.2125694267853619,0.11559374182503054,0.024571695439721854
53,896138,1194751,9504,7958180,all,0.7500625653378821,0.15012867263620577,0.1126058973282836
54,16940,41180,393,1769979,all,0.4113647401651287,0.023265812758230465,0.009570735020020012
55,326659,497980,2715,5960975,all,0.6559681111691232,0.08354002491203201,0.05479959234856714
56,50922,65571,574,587618,all,0.7765933110673926,0.1115878002375693,0.08665833926122073
