KOEN,ALDER,IELAND,TID,INDHOLD
Men,"Age, total",Morocco,2008,452
Men,"Age, total",Morocco,2009,488
Men,"Age, total",Morocco,2010,505
Men,"Age, total",Morocco,2011,535
Men,"Age, total",Morocco,2012,572
Men,"Age, total",Morocco,2013,548
Men,"Age, total",Morocco,2014,597
Men,"Age, total",Morocco,2015,609
Men,"Age, total",Morocco,2016,560
Men,"Age, total",Morocco,2017,582
Men,"Age, total",Morocco,2018,601
Men,"Age, total",Morocco,2019,619
Men,"Age, total",Morocco,2020,775
Men,"Age, total",Morocco,2021,737
Men,"Age, total",Morocco,2022,670
Men,"Age, total",Morocco,2023,720
Men,"Age, total",Morocco,2024,686
Men,"Age, total",Nigeria,2008,39
Men,"Age, total",Nigeria,2009,34
Men,"Age, total",Nigeria,2010,37
Men,"Age, total",Nigeria,2011,26
Men,"Age, total",Nigeria,2012,45
Men,"Age, total",Nigeria,2013,47
Men,"Age, total",Nigeria,2014,58
Men,"Age, total",Nigeria,2015,61
Men,"Age, total",Nigeria,2016,48
Men,"Age, total",Nigeria,2017,56
Men,"Age, total",Nigeria,2018,57
Men,"Age, total",Nigeria,2019,60
Men,"Age, total",Nigeria,2020,57
Men,"Age, total",Nigeria,2021,53
Men,"Age, total",Nigeria,2022,60
Men,"Age, total",Nigeria,2023,83
Men,"Age, total",Nigeria,2024,74
Men,"Age, total",Somalia,2008,748
Men,"Age, total",Somalia,2009,788
Men,"Age, total",Somalia,2010,811
Men,"Age, total",Somalia,2011,820
Men,"Age, total",Somalia,2012,973
Men,"Age, total",Somalia,2013,1002
Men,"Age, total",Somalia,2014,1074
Men,"Age, total",Somalia,2015,1057
Men,"Age, total",Somalia,2016,1033
Men,"Age, total",Somalia,2017,1141
Men,"Age, total",Somalia,2018,1295
Men,"Age, total",Somalia,2019,1406
Men,"Age, total",Somalia,2020,1473
Men,"Age, total",Somalia,2021,1467
Men,"Age, total",Somalia,2022,1445
Men,"Age, total",Somalia,2023,1557
Men,"Age, total",Somalia,2024,1460
Men,"Age, total",South Africa,2008,19
Men,"Age, total",South Africa,2009,16
Men,"Age, total",South Africa,2010,18
Men,"Age, total",South Africa,2011,23
Men,"Age, total",South Africa,2012,15
Men,"Age, total",South Africa,2013,21
Men,"Age, total",South Africa,2014,15
Men,"Age, total",South Africa,2015,19
Men,"Age, total",South Africa,2016,17
Men,"Age, total",South Africa,2017,18
Men,"Age, total",South Africa,2018,24
Men,"Age, total",South Africa,2019,17
Men,"Age, total",South Africa,2020,25
Men,"Age, total",South Africa,2021,26
Men,"Age, total",South Africa,2022,35
Men,"Age, total",South Africa,2023,25
Men,"Age, total",South Africa,2024,36
Men,"Age, total",Tanzania,2008,20
Men,"Age, total",Tanzania,2009,19
Men,"Age, total",Tanzania,2010,19
Men,"Age, total",Tanzania,2011,23
Men,"Age, total",Tanzania,2012,27
Men,"Age, total",Tanzania,2013,18
Men,"Age, total",Tanzania,2014,24
Men,"Age, total",Tanzania,2015,24
Men,"Age, total",Tanzania,2016,25
Men,"Age, total",Tanzania,2017,21
Men,"Age, total",Tanzania,2018,24
Men,"Age, total",Tanzania,2019,32
Men,"Age, total",Tanzania,2020,29
Men,"Age, total",Tanzania,2021,25
Men,"Age, total",Tanzania,2022,29
Men,"Age, total",Tanzania,2023,30
Men,"Age, total",Tanzania,2024,35
Men,"Age, total",Tunisia,2008,65
Men,"Age, total",Tunisia,2009,69
Men,"Age, total",Tunisia,2010,83
Men,"Age, total",Tunisia,2011,94
Men,"Age, total",Tunisia,2012,95
Men,"Age, total",Tunisia,2013,93
Men,"Age, total",Tunisia,2014,101
Men,"Age, total",Tunisia,2015,97
Men,"Age, total",Tunisia,2016,87
Men,"Age, total",Tunisia,2017,102
Men,"Age, total",Tunisia,2018,103
Men,"Age, total",Tunisia,2019,117
Men,"Age, total",Tunisia,2020,115
Men,"Age, total",Tunisia,2021,116
Men,"Age, total",Tunisia,2022,117
Men,"Age, total",Tunisia,2023,130
Men,"Age, total",Tunisia,2024,120
Men,"Age, total",Uganda,2008,49
Men,"Age, total",Uganda,2009,58
Men,"Age, total",Uganda,2010,47
Men,"Age, total",Uganda,2011,56
Men,"Age, total",Uganda,2012,69
Men,"Age, total",Uganda,2013,68
Men,"Age, total",Uganda,2014,56
Men,"Age, total",Uganda,2015,67
Men,"Age, total",Uganda,2016,54
Men,"Age, total",Uganda,2017,67
Men,"Age, total",Uganda,2018,66
Men,"Age, total",Uganda,2019,70
Men,"Age, total",Uganda,2020,77
Men,"Age, total",Uganda,2021,69
Men,"Age, total",Uganda,2022,68
Men,"Age, total",Uganda,2023,79
Men,"Age, total",Uganda,2024,68
Men,"Age, total",Canada,2008,17
Men,"Age, total",Canada,2009,22
Men,"Age, total",Canada,2010,28
Men,"Age, total",Canada,2011,21
Men,"Age, total",Canada,2012,24
Men,"Age, total",Canada,2013,26
Men,"Age, total",Canada,2014,29
Men,"Age, total",Canada,2015,22
Men,"Age, total",Canada,2016,20
Men,"Age, total",Canada,2017,21
Men,"Age, total",Canada,2018,18
Men,"Age, total",Canada,2019,26
Men,"Age, total",Canada,2020,23
Men,"Age, total",Canada,2021,35
Men,"Age, total",Canada,2022,27
Men,"Age, total",Canada,2023,34
Men,"Age, total",Canada,2024,27
Men,"Age, total",USA,2008,81
Men,"Age, total",USA,2009,90
Men,"Age, total",USA,2010,83
Men,"Age, total",USA,2011,95
Men,"Age, total",USA,2012,106
Men,"Age, total",USA,2013,99
Men,"Age, total",USA,2014,96
Men,"Age, total",USA,2015,103
Men,"Age, total",USA,2016,103
Men,"Age, total",USA,2017,119
Men,"Age, total",USA,2018,112
Men,"Age, total",USA,2019,110
Men,"Age, total",USA,2020,107
Men,"Age, total",USA,2021,137
Men,"Age, total",USA,2022,141
Men,"Age, total",USA,2023,143
Men,"Age, total",USA,2024,123
Men,"Age, total",Argentina,2008,15
Men,"Age, total",Argentina,2009,10
Men,"Age, total",Argentina,2010,17
Men,"Age, total",Argentina,2011,15
Men,"Age, total",Argentina,2012,9
Men,"Age, total",Argentina,2013,14
Men,"Age, total",Argentina,2014,19
Men,"Age, total",Argentina,2015,23
Men,"Age, total",Argentina,2016,22
Men,"Age, total",Argentina,2017,18
Men,"Age, total",Argentina,2018,25
Men,"Age, total",Argentina,2019,34
Men,"Age, total",Argentina,2020,71
Men,"Age, total",Argentina,2021,106
Men,"Age, total",Argentina,2022,86
Men,"Age, total",Argentina,2023,92
Men,"Age, total",Argentina,2024,97
Men,"Age, total",Brazil,2008,23
Men,"Age, total",Brazil,2009,35
Men,"Age, total",Brazil,2010,36
Men,"Age, total",Brazil,2011,35
Men,"Age, total",Brazil,2012,40
Men,"Age, total",Brazil,2013,39
Men,"Age, total",Brazil,2014,43
Men,"Age, total",Brazil,2015,35
Men,"Age, total",Brazil,2016,37
Men,"Age, total",Brazil,2017,49
Men,"Age, total",Brazil,2018,44
Men,"Age, total",Brazil,2019,57
Men,"Age, total",Brazil,2020,64
Men,"Age, total",Brazil,2021,53
Men,"Age, total",Brazil,2022,53
Men,"Age, total",Brazil,2023,75
Men,"Age, total",Brazil,2024,96
Men,"Age, total",Chile,2008,30
Men,"Age, total",Chile,2009,43
Men,"Age, total",Chile,2010,50
Men,"Age, total",Chile,2011,47
Men,"Age, total",Chile,2012,51
Men,"Age, total",Chile,2013,43
Men,"Age, total",Chile,2014,41
Men,"Age, total",Chile,2015,40
Men,"Age, total",Chile,2016,34
Men,"Age, total",Chile,2017,43
Men,"Age, total",Chile,2018,64
Men,"Age, total",Chile,2019,53
Men,"Age, total",Chile,2020,56
Men,"Age, total",Chile,2021,55
Men,"Age, total",Chile,2022,55
Men,"Age, total",Chile,2023,68
Men,"Age, total",Chile,2024,44
Men,"Age, total",Afghanistan,2008,401
Men,"Age, total",Afghanistan,2009,512
Men,"Age, total",Afghanistan,2010,500
Men,"Age, total",Afghanistan,2011,609
Men,"Age, total",Afghanistan,2012,623
Men,"Age, total",Afghanistan,2013,690
Men,"Age, total",Afghanistan,2014,694
Men,"Age, total",Afghanistan,2015,716
Men,"Age, total",Afghanistan,2016,751
Men,"Age, total",Afghanistan,2017,778
Men,"Age, total",Afghanistan,2018,828
Men,"Age, total",Afghanistan,2019,917
Men,"Age, total",Afghanistan,2020,977
Men,"Age, total",Afghanistan,2021,913
Men,"Age, total",Afghanistan,2022,908
Men,"Age, total",Afghanistan,2023,924
Men,"Age, total",Afghanistan,2024,907
Men,"Age, total",Philippines,2008,50
Men,"Age, total",Philippines,2009,61
Men,"Age, total",Philippines,2010,44
Men,"Age, total",Philippines,2011,58
Men,"Age, total",Philippines,2012,48
Men,"Age, total",Philippines,2013,49
Men,"Age, total",Philippines,2014,60
Men,"Age, total",Philippines,2015,65
Men,"Age, total",Philippines,2016,55
Men,"Age, total",Philippines,2017,50
Men,"Age, total",Philippines,2018,62
Men,"Age, total",Philippines,2019,60
Men,"Age, total",Philippines,2020,62
Men,"Age, total",Philippines,2021,65
Men,"Age, total",Philippines,2022,80
Men,"Age, total",Philippines,2023,84
Men,"Age, total",Philippines,2024,78
Men,"Age, total",India,2008,115
Men,"Age, total",India,2009,137
Men,"Age, total",India,2010,150
Men,"Age, total",India,2011,138
Men,"Age, total",India,2012,130
Men,"Age, total",India,2013,138
Men,"Age, total",India,2014,152
Men,"Age, total",India,2015,157
Men,"Age, total",India,2016,147
Men,"Age, total",India,2017,138
Men,"Age, total",India,2018,173
Men,"Age, total",India,2019,200
Men,"Age, total",India,2020,217
Men,"Age, total",India,2021,250
Men,"Age, total",India,2022,239
Men,"Age, total",India,2023,225
Men,"Age, total",India,2024,264
Men,"Age, total",Indonesia,2008,6
Men,"Age, total",Indonesia,2009,4
Men,"Age, total",Indonesia,2010,5
Men,"Age, total",Indonesia,2011,8
Men,"Age, total",Indonesia,2012,8
Men,"Age, total",Indonesia,2013,5
Men,"Age, total",Indonesia,2014,9
Men,"Age, total",Indonesia,2015,10
Men,"Age, total",Indonesia,2016,5
Men,"Age, total",Indonesia,2017,10
Men,"Age, total",Indonesia,2018,9
Men,"Age, total",Indonesia,2019,7
Men,"Age, total",Indonesia,2020,11
Men,"Age, total",Indonesia,2021,12
Men,"Age, total",Indonesia,2022,16
Men,"Age, total",Indonesia,2023,14
Men,"Age, total",Indonesia,2024,16
Men,"Age, total",Iraq,2008,1126
Men,"Age, total",Iraq,2009,1338
Men,"Age, total",Iraq,2010,1399
Men,"Age, total",Iraq,2011,1427
Men,"Age, total",Iraq,2012,1608
Men,"Age, total",Iraq,2013,1606
Men,"Age, total",Iraq,2014,1569
Men,"Age, total",Iraq,2015,1572
Men,"Age, total",Iraq,2016,1643
Men,"Age, total",Iraq,2017,1639
Men,"Age, total",Iraq,2018,1753
Men,"Age, total",Iraq,2019,1923
Men,"Age, total",Iraq,2020,2228
Men,"Age, total",Iraq,2021,2199
Men,"Age, total",Iraq,2022,1996
Men,"Age, total",Iraq,2023,2022
Men,"Age, total",Iraq,2024,2072
Men,"Age, total",Iran,2008,681
Men,"Age, total",Iran,2009,702
Men,"Age, total",Iran,2010,805
Men,"Age, total",Iran,2011,767
Men,"Age, total",Iran,2012,886
Men,"Age, total",Iran,2013,844
Men,"Age, total",Iran,2014,893
Men,"Age, total",Iran,2015,877
Men,"Age, total",Iran,2016,868
Men,"Age, total",Iran,2017,805
Men,"Age, total",Iran,2018,909
Men,"Age, total",Iran,2019,961
Men,"Age, total",Iran,2020,1081
Men,"Age, total",Iran,2021,1069
Men,"Age, total",Iran,2022,985
Men,"Age, total",Iran,2023,989
Men,"Age, total",Iran,2024,1001
Men,"Age, total",Israel,2008,59
Men,"Age, total",Israel,2009,61
Men,"Age, total",Israel,2010,67
Men,"Age, total",Israel,2011,65
Men,"Age, total",Israel,2012,65
Men,"Age, total",Israel,2013,63
Men,"Age, total",Israel,2014,61
Men,"Age, total",Israel,2015,63
Men,"Age, total",Israel,2016,67
Men,"Age, total",Israel,2017,62
Men,"Age, total",Israel,2018,59
Men,"Age, total",Israel,2019,65
Men,"Age, total",Israel,2020,80
Men,"Age, total",Israel,2021,73
Men,"Age, total",Israel,2022,55
Men,"Age, total",Israel,2023,71
Men,"Age, total",Israel,2024,70
Men,"Age, total",Japan,2008,10
Men,"Age, total",Japan,2009,4
Men,"Age, total",Japan,2010,7
Men,"Age, total",Japan,2011,7
Men,"Age, total",Japan,2012,8
Men,"Age, total",Japan,2013,6
Men,"Age, total",Japan,2014,5
Men,"Age, total",Japan,2015,5
Men,"Age, total",Japan,2016,7
Men,"Age, total",Japan,2017,4
Men,"Age, total",Japan,2018,2
Men,"Age, total",Japan,2019,10
Men,"Age, total",Japan,2020,7
Men,"Age, total",Japan,2021,9
Men,"Age, total",Japan,2022,8
Men,"Age, total",Japan,2023,5
Men,"Age, total",Japan,2024,8
Men,"Age, total",Jordan,2008,105
Men,"Age, total",Jordan,2009,142
Men,"Age, total",Jordan,2010,140
Men,"Age, total",Jordan,2011,169
Men,"Age, total",Jordan,2012,173
Men,"Age, total",Jordan,2013,177
Men,"Age, total",Jordan,2014,181
Men,"Age, total",Jordan,2015,173
Men,"Age, total",Jordan,2016,152
Men,"Age, total",Jordan,2017,180
Men,"Age, total",Jordan,2018,171
Men,"Age, total",Jordan,2019,182
Men,"Age, total",Jordan,2020,218
Men,"Age, total",Jordan,2021,219
Men,"Age, total",Jordan,2022,191
Men,"Age, total",Jordan,2023,203
Men,"Age, total",Jordan,2024,186
Men,"Age, total",China,2008,69
Men,"Age, total",China,2009,137
Men,"Age, total",China,2010,113
Men,"Age, total",China,2011,118
Men,"Age, total",China,2012,144
Men,"Age, total",China,2013,143
Men,"Age, total",China,2014,127
Men,"Age, total",China,2015,118
Men,"Age, total",China,2016,115
Men,"Age, total",China,2017,127
Men,"Age, total",China,2018,117
Men,"Age, total",China,2019,147
Men,"Age, total",China,2020,146
Men,"Age, total",China,2021,143
Men,"Age, total",China,2022,140
Men,"Age, total",China,2023,154
Men,"Age, total",China,2024,131
Men,"Age, total",Kuwait,2008,97
Men,"Age, total",Kuwait,2009,147
Men,"Age, total",Kuwait,2010,134
Men,"Age, total",Kuwait,2011,132
Men,"Age, total",Kuwait,2012,157
Men,"Age, total",Kuwait,2013,142
Men,"Age, total",Kuwait,2014,144
Men,"Age, total",Kuwait,2015,138
Men,"Age, total",Kuwait,2016,161
Men,"Age, total",Kuwait,2017,170
Men,"Age, total",Kuwait,2018,210
Men,"Age, total",Kuwait,2019,231
Men,"Age, total",Kuwait,2020,242
Men,"Age, total",Kuwait,2021,234
Men,"Age, total",Kuwait,2022,232
Men,"Age, total",Kuwait,2023,223
Men,"Age, total",Kuwait,2024,223
Men,"Age, total",Lebanon,2008,1286
Men,"Age, total",Lebanon,2009,1414
Men,"Age, total",Lebanon,2010,1590
Men,"Age, total",Lebanon,2011,1731
Men,"Age, total",Lebanon,2012,2021
Men,"Age, total",Lebanon,2013,2074
Men,"Age, total",Lebanon,2014,2172
Men,"Age, total",Lebanon,2015,2196
Men,"Age, total",Lebanon,2016,2166
Men,"Age, total",Lebanon,2017,2130
Men,"Age, total",Lebanon,2018,2329
Men,"Age, total",Lebanon,2019,2499
Men,"Age, total",Lebanon,2020,2782
Men,"Age, total",Lebanon,2021,2790
Men,"Age, total",Lebanon,2022,2623
Men,"Age, total",Lebanon,2023,2669
Men,"Age, total",Lebanon,2024,2554
Men,"Age, total",Myanmar,2008,13
Men,"Age, total",Myanmar,2009,11
Men,"Age, total",Myanmar,2010,14
Men,"Age, total",Myanmar,2011,24
Men,"Age, total",Myanmar,2012,31
Men,"Age, total",Myanmar,2013,41
Men,"Age, total",Myanmar,2014,41
Men,"Age, total",Myanmar,2015,31
Men,"Age, total",Myanmar,2016,49
Men,"Age, total",Myanmar,2017,47
Men,"Age, total",Myanmar,2018,50
Men,"Age, total",Myanmar,2019,50
Men,"Age, total",Myanmar,2020,50
Men,"Age, total",Myanmar,2021,51
Men,"Age, total",Myanmar,2022,48
Men,"Age, total",Myanmar,2023,57
Men,"Age, total",Myanmar,2024,40
Men,"Age, total",Pakistan,2008,990
Men,"Age, total",Pakistan,2009,1014
Men,"Age, total",Pakistan,2010,1175
Men,"Age, total",Pakistan,2011,1204
Men,"Age, total",Pakistan,2012,1360
Men,"Age, total",Pakistan,2013,1269
Men,"Age, total",Pakistan,2014,1431
Men,"Age, total",Pakistan,2015,1357
Men,"Age, total",Pakistan,2016,1273
Men,"Age, total",Pakistan,2017,1325
Men,"Age, total",Pakistan,2018,1318
Men,"Age, total",Pakistan,2019,1523
Men,"Age, total",Pakistan,2020,1639
Men,"Age, total",Pakistan,2021,1574
Men,"Age, total",Pakistan,2022,1459
Men,"Age, total",Pakistan,2023,1486
Men,"Age, total",Pakistan,2024,1473
Men,"Age, total",Sri Lanka,2008,263
Men,"Age, total",Sri Lanka,2009,297
Men,"Age, total",Sri Lanka,2010,319
Men,"Age, total",Sri Lanka,2011,346
Men,"Age, total",Sri Lanka,2012,340
Men,"Age, total",Sri Lanka,2013,343
Men,"Age, total",Sri Lanka,2014,311
Men,"Age, total",Sri Lanka,2015,329
Men,"Age, total",Sri Lanka,2016,369
Men,"Age, total",Sri Lanka,2017,350
Men,"Age, total",Sri Lanka,2018,339
Men,"Age, total",Sri Lanka,2019,335
Men,"Age, total",Sri Lanka,2020,403
Men,"Age, total",Sri Lanka,2021,375
Men,"Age, total",Sri Lanka,2022,346
Men,"Age, total",Sri Lanka,2023,353
Men,"Age, total",Sri Lanka,2024,342
Men,"Age, total",Syria,2008,135
Men,"Age, total",Syria,2009,163
Men,"Age, total",Syria,2010,177
Men,"Age, total",Syria,2011,202
Men,"Age, total",Syria,2012,279
Men,"Age, total",Syria,2013,307
Men,"Age, total",Syria,2014,378
Men,"Age, total",Syria,2015,574
Men,"Age, total",Syria,2016,923
Men,"Age, total",Syria,2017,1331
Men,"Age, total",Syria,2018,1754
Men,"Age, total",Syria,2019,2028
Men,"Age, total",Syria,2020,2389
Men,"Age, total",Syria,2021,2394
Men,"Age, total",Syria,2022,2225
Men,"Age, total",Syria,2023,2203
Men,"Age, total",Syria,2024,2339
Men,"Age, total",Thailand,2008,70
Men,"Age, total",Thailand,2009,67
Men,"Age, total",Thailand,2010,66
Men,"Age, total",Thailand,2011,81
Men,"Age, total",Thailand,2012,87
Men,"Age, total",Thailand,2013,85
Men,"Age, total",Thailand,2014,94
Men,"Age, total",Thailand,2015,73
Men,"Age, total",Thailand,2016,76
Men,"Age, total",Thailand,2017,82
Men,"Age, total",Thailand,2018,70
Men,"Age, total",Thailand,2019,107
Men,"Age, total",Thailand,2020,112
Men,"Age, total",Thailand,2021,127
Men,"Age, total",Thailand,2022,114
Men,"Age, total",Thailand,2023,106
Men,"Age, total",Thailand,2024,102
Men,"Age, total",Vietnam,2008,258
Men,"Age, total",Vietnam,2009,280
Men,"Age, total",Vietnam,2010,291
Men,"Age, total",Vietnam,2011,284
Men,"Age, total",Vietnam,2012,304
Men,"Age, total",Vietnam,2013,304
Men,"Age, total",Vietnam,2014,295
Men,"Age, total",Vietnam,2015,265
Men,"Age, total",Vietnam,2016,276
Men,"Age, total",Vietnam,2017,273
Men,"Age, total",Vietnam,2018,300
Men,"Age, total",Vietnam,2019,270
Men,"Age, total",Vietnam,2020,318
Men,"Age, total",Vietnam,2021,302
Men,"Age, total",Vietnam,2022,271
Men,"Age, total",Vietnam,2023,294
Men,"Age, total",Vietnam,2024,288
Men,"Age, total",Australia,2008,19
Men,"Age, total",Australia,2009,17
Men,"Age, total",Australia,2010,13
Men,"Age, total",Australia,2011,20
Men,"Age, total",Australia,2012,16
Men,"Age, total",Australia,2013,15
Men,"Age, total",Australia,2014,16
Men,"Age, total",Australia,2015,20
Men,"Age, total",Australia,2016,24
Men,"Age, total",Australia,2017,20
Men,"Age, total",Australia,2018,20
Men,"Age, total",Australia,2019,26
Men,"Age, total",Australia,2020,30
Men,"Age, total",Australia,2021,16
Men,"Age, total",Australia,2022,29
Men,"Age, total",Australia,2023,32
Men,"Age, total",Australia,2024,20
Men,"Age, total","Other countries, total",2008,638
Men,"Age, total","Other countries, total",2009,719
Men,"Age, total","Other countries, total",2010,773
Men,"Age, total","Other countries, total",2011,865
Men,"Age, total","Other countries, total",2012,913
Men,"Age, total","Other countries, total",2013,968
Men,"Age, total","Other countries, total",2014,1048
Men,"Age, total","Other countries, total",2015,1137
Men,"Age, total","Other countries, total",2016,1154
Men,"Age, total","Other countries, total",2017,1203
Men,"Age, total","Other countries, total",2018,1340
Men,"Age, total","Other countries, total",2019,1680
Men,"Age, total","Other countries, total",2020,1835
Men,"Age, total","Other countries, total",2021,1919
Men,"Age, total","Other countries, total",2022,1855
Men,"Age, total","Other countries, total",2023,2016
Men,"Age, total","Other countries, total",2024,2104
Men,"Age, total","Other countries, western",2008,51
Men,"Age, total","Other countries, western",2009,41
Men,"Age, total","Other countries, western",2010,45
Men,"Age, total","Other countries, western",2011,55
Men,"Age, total","Other countries, western",2012,43
Men,"Age, total","Other countries, western",2013,61
Men,"Age, total","Other countries, western",2014,57
Men,"Age, total","Other countries, western",2015,82
Men,"Age, total","Other countries, western",2016,86
Men,"Age, total","Other countries, western",2017,95
Men,"Age, total","Other countries, western",2018,88
Men,"Age, total","Other countries, western",2019,102
Men,"Age, total","Other countries, western",2020,118
Men,"Age, total","Other countries, western",2021,114
Men,"Age, total","Other countries, western",2022,121
Men,"Age, total","Other countries, western",2023,125
Men,"Age, total","Other countries, western",2024,103
Men,"Age, total","Other countries, non-western",2008,587
Men,"Age, total","Other countries, non-western",2009,677
Men,"Age, total","Other countries, non-western",2010,728
Men,"Age, total","Other countries, non-western",2011,810
Men,"Age, total","Other countries, non-western",2012,870
Men,"Age, total","Other countries, non-western",2013,907
Men,"Age, total","Other countries, non-western",2014,991
Men,"Age, total","Other countries, non-western",2015,1055
Men,"Age, total","Other countries, non-western",2016,1068
Men,"Age, total","Other countries, non-western",2017,1108
