OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Women,73 years,Descendants from non-western countries,2015Q1,1
All Denmark,Women,73 years,Descendants from non-western countries,2016Q1,0
All Denmark,Women,73 years,Descendants from non-western countries,2017Q1,3
All Denmark,Women,73 years,Descendants from non-western countries,2018Q1,2
All Denmark,Women,73 years,Descendants from non-western countries,2019Q1,5
All Denmark,Women,73 years,Descendants from non-western countries,2020Q1,2
All Denmark,Women,73 years,Descendants from non-western countries,2021Q1,4
All Denmark,Women,74 years,Persons of Danish origin,2010Q1,19549
All Denmark,Women,74 years,Persons of Danish origin,2011Q1,20312
All Denmark,Women,74 years,Persons of Danish origin,2012Q1,21261
All Denmark,Women,74 years,Persons of Danish origin,2013Q1,21733
All Denmark,Women,74 years,Persons of Danish origin,2014Q1,21792
All Denmark,Women,74 years,Persons of Danish origin,2015Q1,22931
All Denmark,Women,74 years,Persons of Danish origin,2016Q1,23469
All Denmark,Women,74 years,Persons of Danish origin,2017Q1,26342
All Denmark,Women,74 years,Persons of Danish origin,2018Q1,28079
All Denmark,Women,74 years,Persons of Danish origin,2019Q1,30229
All Denmark,Women,74 years,Persons of Danish origin,2020Q1,31699
All Denmark,Women,74 years,Persons of Danish origin,2021Q1,32842
All Denmark,Women,74 years,Immigrants from western countries,2010Q1,578
All Denmark,Women,74 years,Immigrants from western countries,2011Q1,612
All Denmark,Women,74 years,Immigrants from western countries,2012Q1,619
All Denmark,Women,74 years,Immigrants from western countries,2013Q1,675
All Denmark,Women,74 years,Immigrants from western countries,2014Q1,654
All Denmark,Women,74 years,Immigrants from western countries,2015Q1,699
All Denmark,Women,74 years,Immigrants from western countries,2016Q1,757
All Denmark,Women,74 years,Immigrants from western countries,2017Q1,737
All Denmark,Women,74 years,Immigrants from western countries,2018Q1,802
All Denmark,Women,74 years,Immigrants from western countries,2019Q1,906
All Denmark,Women,74 years,Immigrants from western countries,2020Q1,798
All Denmark,Women,74 years,Immigrants from western countries,2021Q1,853
All Denmark,Women,74 years,Immigrants from non-western countries,2010Q1,383
All Denmark,Women,74 years,Immigrants from non-western countries,2011Q1,327
All Denmark,Women,74 years,Immigrants from non-western countries,2012Q1,348
All Denmark,Women,74 years,Immigrants from non-western countries,2013Q1,390
All Denmark,Women,74 years,Immigrants from non-western countries,2014Q1,388
All Denmark,Women,74 years,Immigrants from non-western countries,2015Q1,436
All Denmark,Women,74 years,Immigrants from non-western countries,2016Q1,402
All Denmark,Women,74 years,Immigrants from non-western countries,2017Q1,426
All Denmark,Women,74 years,Immigrants from non-western countries,2018Q1,498
All Denmark,Women,74 years,Immigrants from non-western countries,2019Q1,465
All Denmark,Women,74 years,Immigrants from non-western countries,2020Q1,574
All Denmark,Women,74 years,Immigrants from non-western countries,2021Q1,587
All Denmark,Women,74 years,Descendants from western countries,2010Q1,25
All Denmark,Women,74 years,Descendants from western countries,2011Q1,19
All Denmark,Women,74 years,Descendants from western countries,2012Q1,39
All Denmark,Women,74 years,Descendants from western countries,2013Q1,33
All Denmark,Women,74 years,Descendants from western countries,2014Q1,19
All Denmark,Women,74 years,Descendants from western countries,2015Q1,20
All Denmark,Women,74 years,Descendants from western countries,2016Q1,34
All Denmark,Women,74 years,Descendants from western countries,2017Q1,21
All Denmark,Women,74 years,Descendants from western countries,2018Q1,38
All Denmark,Women,74 years,Descendants from western countries,2019Q1,28
All Denmark,Women,74 years,Descendants from western countries,2020Q1,28
All Denmark,Women,74 years,Descendants from western countries,2021Q1,35
All Denmark,Women,74 years,Descendants from non-western countries,2010Q1,0
All Denmark,Women,74 years,Descendants from non-western countries,2011Q1,0
All Denmark,Women,74 years,Descendants from non-western countries,2012Q1,1
All Denmark,Women,74 years,Descendants from non-western countries,2013Q1,0
All Denmark,Women,74 years,Descendants from non-western countries,2014Q1,2
All Denmark,Women,74 years,Descendants from non-western countries,2015Q1,1
All Denmark,Women,74 years,Descendants from non-western countries,2016Q1,1
All Denmark,Women,74 years,Descendants from non-western countries,2017Q1,0
All Denmark,Women,74 years,Descendants from non-western countries,2018Q1,3
All Denmark,Women,74 years,Descendants from non-western countries,2019Q1,1
All Denmark,Women,74 years,Descendants from non-western countries,2020Q1,5
All Denmark,Women,74 years,Descendants from non-western countries,2021Q1,2
All Denmark,Women,75 years,Persons of Danish origin,2010Q1,18797
All Denmark,Women,75 years,Persons of Danish origin,2011Q1,19061
All Denmark,Women,75 years,Persons of Danish origin,2012Q1,19798
All Denmark,Women,75 years,Persons of Danish origin,2013Q1,20779
All Denmark,Women,75 years,Persons of Danish origin,2014Q1,21206
All Denmark,Women,75 years,Persons of Danish origin,2015Q1,21325
All Denmark,Women,75 years,Persons of Danish origin,2016Q1,22475
All Denmark,Women,75 years,Persons of Danish origin,2017Q1,22976
All Denmark,Women,75 years,Persons of Danish origin,2018Q1,25813
All Denmark,Women,75 years,Persons of Danish origin,2019Q1,27490
All Denmark,Women,75 years,Persons of Danish origin,2020Q1,29600
All Denmark,Women,75 years,Persons of Danish origin,2021Q1,31067
All Denmark,Women,75 years,Immigrants from western countries,2010Q1,581
All Denmark,Women,75 years,Immigrants from western countries,2011Q1,566
All Denmark,Women,75 years,Immigrants from western countries,2012Q1,604
All Denmark,Women,75 years,Immigrants from western countries,2013Q1,603
All Denmark,Women,75 years,Immigrants from western countries,2014Q1,661
All Denmark,Women,75 years,Immigrants from western countries,2015Q1,644
All Denmark,Women,75 years,Immigrants from western countries,2016Q1,690
All Denmark,Women,75 years,Immigrants from western countries,2017Q1,744
All Denmark,Women,75 years,Immigrants from western countries,2018Q1,717
All Denmark,Women,75 years,Immigrants from western countries,2019Q1,784
All Denmark,Women,75 years,Immigrants from western countries,2020Q1,895
All Denmark,Women,75 years,Immigrants from western countries,2021Q1,780
All Denmark,Women,75 years,Immigrants from non-western countries,2010Q1,281
All Denmark,Women,75 years,Immigrants from non-western countries,2011Q1,354
All Denmark,Women,75 years,Immigrants from non-western countries,2012Q1,309
All Denmark,Women,75 years,Immigrants from non-western countries,2013Q1,339
All Denmark,Women,75 years,Immigrants from non-western countries,2014Q1,377
All Denmark,Women,75 years,Immigrants from non-western countries,2015Q1,380
All Denmark,Women,75 years,Immigrants from non-western countries,2016Q1,427
All Denmark,Women,75 years,Immigrants from non-western countries,2017Q1,390
All Denmark,Women,75 years,Immigrants from non-western countries,2018Q1,418
All Denmark,Women,75 years,Immigrants from non-western countries,2019Q1,490
All Denmark,Women,75 years,Immigrants from non-western countries,2020Q1,449
All Denmark,Women,75 years,Immigrants from non-western countries,2021Q1,552
All Denmark,Women,75 years,Descendants from western countries,2010Q1,29
All Denmark,Women,75 years,Descendants from western countries,2011Q1,24
All Denmark,Women,75 years,Descendants from western countries,2012Q1,22
All Denmark,Women,75 years,Descendants from western countries,2013Q1,36
All Denmark,Women,75 years,Descendants from western countries,2014Q1,38
All Denmark,Women,75 years,Descendants from western countries,2015Q1,19
All Denmark,Women,75 years,Descendants from western countries,2016Q1,22
All Denmark,Women,75 years,Descendants from western countries,2017Q1,35
All Denmark,Women,75 years,Descendants from western countries,2018Q1,21
All Denmark,Women,75 years,Descendants from western countries,2019Q1,36
All Denmark,Women,75 years,Descendants from western countries,2020Q1,28
All Denmark,Women,75 years,Descendants from western countries,2021Q1,27
All Denmark,Women,75 years,Descendants from non-western countries,2010Q1,0
All Denmark,Women,75 years,Descendants from non-western countries,2011Q1,0
All Denmark,Women,75 years,Descendants from non-western countries,2012Q1,0
All Denmark,Women,75 years,Descendants from non-western countries,2013Q1,1
All Denmark,Women,75 years,Descendants from non-western countries,2014Q1,1
All Denmark,Women,75 years,Descendants from non-western countries,2015Q1,2
All Denmark,Women,75 years,Descendants from non-western countries,2016Q1,1
All Denmark,Women,75 years,Descendants from non-western countries,2017Q1,1
All Denmark,Women,75 years,Descendants from non-western countries,2018Q1,0
All Denmark,Women,75 years,Descendants from non-western countries,2019Q1,3
All Denmark,Women,75 years,Descendants from non-western countries,2020Q1,1
All Denmark,Women,75 years,Descendants from non-western countries,2021Q1,5
All Denmark,Women,76 years,Persons of Danish origin,2010Q1,17498
All Denmark,Women,76 years,Persons of Danish origin,2011Q1,18239
All Denmark,Women,76 years,Persons of Danish origin,2012Q1,18492
All Denmark,Women,76 years,Persons of Danish origin,2013Q1,19267
All Denmark,Women,76 years,Persons of Danish origin,2014Q1,20240
All Denmark,Women,76 years,Persons of Danish origin,2015Q1,20633
All Denmark,Women,76 years,Persons of Danish origin,2016Q1,20840
All Denmark,Women,76 years,Persons of Danish origin,2017Q1,21952
All Denmark,Women,76 years,Persons of Danish origin,2018Q1,22425
All Denmark,Women,76 years,Persons of Danish origin,2019Q1,25220
All Denmark,Women,76 years,Persons of Danish origin,2020Q1,26874
All Denmark,Women,76 years,Persons of Danish origin,2021Q1,28928
All Denmark,Women,76 years,Immigrants from western countries,2010Q1,484
All Denmark,Women,76 years,Immigrants from western countries,2011Q1,569
All Denmark,Women,76 years,Immigrants from western countries,2012Q1,542
All Denmark,Women,76 years,Immigrants from western countries,2013Q1,590
All Denmark,Women,76 years,Immigrants from western countries,2014Q1,580
All Denmark,Women,76 years,Immigrants from western countries,2015Q1,643
All Denmark,Women,76 years,Immigrants from western countries,2016Q1,631
All Denmark,Women,76 years,Immigrants from western countries,2017Q1,677
All Denmark,Women,76 years,Immigrants from western countries,2018Q1,728
All Denmark,Women,76 years,Immigrants from western countries,2019Q1,698
All Denmark,Women,76 years,Immigrants from western countries,2020Q1,766
All Denmark,Women,76 years,Immigrants from western countries,2021Q1,869
All Denmark,Women,76 years,Immigrants from non-western countries,2010Q1,295
All Denmark,Women,76 years,Immigrants from non-western countries,2011Q1,269
All Denmark,Women,76 years,Immigrants from non-western countries,2012Q1,333
All Denmark,Women,76 years,Immigrants from non-western countries,2013Q1,285
All Denmark,Women,76 years,Immigrants from non-western countries,2014Q1,322
All Denmark,Women,76 years,Immigrants from non-western countries,2015Q1,361
All Denmark,Women,76 years,Immigrants from non-western countries,2016Q1,370
All Denmark,Women,76 years,Immigrants from non-western countries,2017Q1,416
All Denmark,Women,76 years,Immigrants from non-western countries,2018Q1,384
All Denmark,Women,76 years,Immigrants from non-western countries,2019Q1,406
All Denmark,Women,76 years,Immigrants from non-western countries,2020Q1,477
All Denmark,Women,76 years,Immigrants from non-western countries,2021Q1,434
All Denmark,Women,76 years,Descendants from western countries,2010Q1,16
All Denmark,Women,76 years,Descendants from western countries,2011Q1,30
All Denmark,Women,76 years,Descendants from western countries,2012Q1,26
All Denmark,Women,76 years,Descendants from western countries,2013Q1,23
All Denmark,Women,76 years,Descendants from western countries,2014Q1,42
All Denmark,Women,76 years,Descendants from western countries,2015Q1,38
All Denmark,Women,76 years,Descendants from western countries,2016Q1,19
All Denmark,Women,76 years,Descendants from western countries,2017Q1,19
All Denmark,Women,76 years,Descendants from western countries,2018Q1,33
All Denmark,Women,76 years,Descendants from western countries,2019Q1,23
All Denmark,Women,76 years,Descendants from western countries,2020Q1,35
All Denmark,Women,76 years,Descendants from western countries,2021Q1,25
All Denmark,Women,76 years,Descendants from non-western countries,2010Q1,0
All Denmark,Women,76 years,Descendants from non-western countries,2011Q1,0
All Denmark,Women,76 years,Descendants from non-western countries,2012Q1,0
All Denmark,Women,76 years,Descendants from non-western countries,2013Q1,0
All Denmark,Women,76 years,Descendants from non-western countries,2014Q1,3
All Denmark,Women,76 years,Descendants from non-western countries,2015Q1,1
All Denmark,Women,76 years,Descendants from non-western countries,2016Q1,1
All Denmark,Women,76 years,Descendants from non-western countries,2017Q1,1
All Denmark,Women,76 years,Descendants from non-western countries,2018Q1,1
