window,outcome,label,geo,natl_shift,estimator,n,coef,se,lo,hi,first_stage_F
2021-2024,mx_pre_nc_wage_pp,"log mean wage per person, pre-2000 arrivals below BA",published-ACS,4964755.0,OLS,263,0.0710615730653717,2.672039066048435,-5.166038761673604,5.3081619078043465,0.3755158796921579
2021-2024,mx_pre_nc_wage_pp,"log mean wage per person, pre-2000 arrivals below BA",published-ACS,4964755.0,first-stage,263,-0.026776617810302283,0.04369598828088785,-0.11241918110972675,0.058865945489122176,0.3755158796921579
2021-2024,mx_pre_nc_wage_pp,"log mean wage per person, pre-2000 arrivals below BA",published-ACS,4964755.0,reduced-form,263,1.8484720839446607,2.032872665490969,-2.135885125573579,5.8328292934629005,0.3755158796921579
2021-2024,mx_pre_nc_wage_pp,"log mean wage per person, pre-2000 arrivals below BA",published-ACS,4964755.0,IV,263,-69.03306821794831,151.88075332064136,-366.7138746712176,228.64773823532096,0.3755158796921579
2021-2024,mx_pre_ftfy_wage,"log mean FTFY wage, Mexico-born arrived pre-2000",published-ACS,4964755.0,OLS,261,2.5419168449875196,2.491083866573896,-2.3405178159660975,7.424351505941137,0.3470745805431667
2021-2024,mx_pre_ftfy_wage,"log mean FTFY wage, Mexico-born arrived pre-2000",published-ACS,4964755.0,first-stage,261,-0.025864974011810184,0.043903651530672605,-0.1119145498017253,0.06018460177810494,0.3470745805431667
2021-2024,mx_pre_ftfy_wage,"log mean FTFY wage, Mexico-born arrived pre-2000",published-ACS,4964755.0,reduced-form,261,-1.5031864034627156,1.2154265250393708,-3.8853786183945527,0.8790058114691215,0.3470745805431667
2021-2024,mx_pre_ftfy_wage,"log mean FTFY wage, Mexico-born arrived pre-2000",published-ACS,4964755.0,IV,261,58.116679443650355,122.87785328806086,-182.7194874985456,298.9528463858463,0.3470745805431667
2021-2024,mx_pre_epop,"E/POP, Mexico-born arrived pre-2000, pp",published-ACS,4964755.0,OLS,280,-2.091460310353062,1.143934520338516,-4.333530770888656,0.1506101501825312,0.3021788773268071
2021-2024,mx_pre_epop,"E/POP, Mexico-born arrived pre-2000, pp",published-ACS,4964755.0,first-stage,280,-0.02390648089358277,0.043489418395862914,-0.10914417465806778,0.061331212870902235,0.3021788773268071
2021-2024,mx_pre_epop,"E/POP, Mexico-born arrived pre-2000, pp",published-ACS,4964755.0,reduced-form,280,0.5755605915126861,0.517373847156332,-0.43847351545665514,1.5895946984820273,0.3021788773268071
2021-2024,mx_pre_epop,"E/POP, Mexico-born arrived pre-2000, pp",published-ACS,4964755.0,IV,280,-24.07550463301959,51.543038687805925,-125.09800411487385,76.94699484883466,0.3021788773268071
2021-2024,mx_post_wage_pp,"log mean wage per person, Mexico-born arrived 2000+",published-ACS,4964755.0,OLS,284,-4.029620949571415,2.7305017248607526,-9.381305990022986,1.322064090880156,0.1613056569659889
2021-2024,mx_post_wage_pp,"log mean wage per person, Mexico-born arrived 2000+",published-ACS,4964755.0,first-stage,284,-0.017533883127201076,0.04365694164629346,-0.10309991642910304,0.06803215017470088,0.1613056569659889
2021-2024,mx_post_wage_pp,"log mean wage per person, Mexico-born arrived 2000+",published-ACS,4964755.0,reduced-form,284,1.8716819707709191,1.6288646895438965,-1.3208341564241344,5.064198097965972,0.1613056569659889
2021-2024,mx_post_wage_pp,"log mean wage per person, Mexico-born arrived 2000+",published-ACS,4964755.0,IV,284,-106.74657502799528,240.61789695067247,-578.3489870870834,364.85583703109285,0.1613056569659889
2021-2024,mx_post_ftfy_wage,"log mean FTFY wage, Mexico-born arrived 2000+",published-ACS,4964755.0,OLS,266,-3.3974688543791287,2.451838824608783,-8.202984646509362,1.4080469377511045,0.3230136744372384
2021-2024,mx_post_ftfy_wage,"log mean FTFY wage, Mexico-born arrived 2000+",published-ACS,4964755.0,first-stage,266,-0.02472051725271299,0.04349577762543119,-0.10997067487812123,0.06052964037269526,0.3230136744372384
2021-2024,mx_post_ftfy_wage,"log mean FTFY wage, Mexico-born arrived 2000+",published-ACS,4964755.0,reduced-form,266,-0.28358715201853196,1.4545560556501853,-3.1344646345875335,2.56729033055047,0.3230136744372384
2021-2024,mx_post_ftfy_wage,"log mean FTFY wage, Mexico-born arrived 2000+",published-ACS,4964755.0,IV,266,11.471732129202792,68.99108056278678,-123.74830102836066,146.69176528676624,0.3230136744372384
