cbsa,fb_pre90,mex_pre90,fb_base_share,mex_base_share,base_vintage
12540,70192.0,51488.0,0.003914864197013064,0.01087647653534538,pre-1990-entry-cohort-observed-2000
12580,84853.0,1558.0,0.00473256171229128,0.0003291165017493028,pre-1990-entry-cohort-observed-2000
12620,2361.0,23.0,0.00013168159290443134,4.858587638147602e-06,pre-1990-entry-cohort-observed-2000
12700,7536.0,50.0,0.0004203102431714505,1.0562147039451309e-05,pre-1990-entry-cohort-observed-2000
12940,9401.0,613.0,0.0005243281045720285,0.00012949192270367304,pre-1990-entry-cohort-observed-2000
12980,1717.0,273.0,9.576336087120229e-05,5.766932283540415e-05,pre-1990-entry-cohort-observed-2000
13020,1050.0,133.0,5.856233483678649e-05,2.8095311124940482e-05,pre-1990-entry-cohort-observed-2000
13140,10276.0,4067.0,0.0005731300502693505,0.0008591250401889695,pre-1990-entry-cohort-observed-2000
13220,813.0,21.0,4.53439792593404e-05,4.43610175656955e-06,pre-1990-entry-cohort-observed-2000
13380,9271.0,837.0,0.000517077529782712,0.0001768103414404149,pre-1990-entry-cohort-observed-2000
13460,1993.0,384.0,0.00011115688888544332,8.111728926298606e-05,pre-1990-entry-cohort-observed-2000
13740,1492.0,151.0,8.321428912046233e-05,3.189768405914295e-05,pre-1990-entry-cohort-observed-2000
13780,6648.0,63.0,0.00037078323999519675,1.330830526970865e-05,pre-1990-entry-cohort-observed-2000
13820,9187.0,1652.0,0.0005123925429957691,0.0003489733381834713,pre-1990-entry-cohort-observed-2000
13900,746.0,18.0,4.1607144560231166e-05,3.8023729342024715e-06,pre-1990-entry-cohort-observed-2000
13980,1882.0,109.0,0.0001049660134884116,2.3025480546003855e-05,pre-1990-entry-cohort-observed-2000
14010,2554.0,462.0,0.00014244590778395496,9.75942386445301e-05,pre-1990-entry-cohort-observed-2000
14020,2321.0,36.0,0.0001294506468154109,7.604745868404943e-06,pre-1990-entry-cohort-observed-2000
14100,834.0,17.0,4.6515225956076127e-05,3.591129993413445e-06,pre-1990-entry-cohort-observed-2000
14260,13235.0,6146.0,0.0007381642872046374,0.0012982991140893549,pre-1990-entry-cohort-observed-2000
14460,343042.0,2507.0,0.019132705206743726,0.0005295860525580886,pre-1990-entry-cohort-observed-2000
14500,11738.0,3265.0,0.0006546711298230475,0.0006897082016761705,pre-1990-entry-cohort-observed-2000
14540,1082.0,197.0,6.034709170800284e-05,4.161485933543816e-05,pre-1990-entry-cohort-observed-2000
14740,9582.0,505.0,0.0005344231356248459,0.00010667768509845822,pre-1990-entry-cohort-observed-2000
14860,84785.0,1938.0,0.004728769103939946,0.00040938881924913273,pre-1990-entry-cohort-observed-2000
15180,56777.0,53693.0,0.003166660652407835,0.011342267219785183,pre-1990-entry-cohort-observed-2000
15260,1291.0,83.0,7.200378502313463e-05,1.7533164085489174e-05,pre-1990-entry-cohort-observed-2000
15380,35059.0,277.0,0.0019553684733741882,5.851429459856025e-05,pre-1990-entry-cohort-observed-2000
15500,2431.0,978.0,0.00013558574856021712,0.0002065955960916676,pre-1990-entry-cohort-observed-2000
15540,5898.0,24.0,0.00032895300082606355,5.069830578936629e-06,pre-1990-entry-cohort-observed-2000
15680,1780.0,28.0,9.927710096140949e-05,5.914802342092733e-06,pre-1990-entry-cohort-observed-2000
15940,5021.0,191.0,0.0002800395078242905,4.0347401690704e-05,pre-1990-entry-cohort-observed-2000
15980,22504.0,2785.0,0.0012551302696828983,0.0005883115900974379,pre-1990-entry-cohort-observed-2000
16020,504.0,31.0,2.8109920721657517e-05,6.548531164459812e-06,pre-1990-entry-cohort-observed-2000
16060,1326.0,156.0,7.395586285102752e-05,3.295389876308808e-05,pre-1990-entry-cohort-observed-2000
16180,2937.0,1357.0,0.00016380721658632564,0.0002866566706507085,pre-1990-entry-cohort-observed-2000
16220,711.0,143.0,3.965506673233828e-05,3.0207740532830743e-05,pre-1990-entry-cohort-observed-2000
16300,2542.0,301.0,0.00014177662395724883,6.358412517749689e-05,pre-1990-entry-cohort-observed-2000
16540,1445.0,166.0,8.059292746586332e-05,3.506632817097835e-05,pre-1990-entry-cohort-observed-2000
16580,5510.0,266.0,0.00030731282376256534,5.6190622249880964e-05,pre-1990-entry-cohort-observed-2000
16620,2005.0,74.0,0.00011182617271214944,1.563197761838794e-05,pre-1990-entry-cohort-observed-2000
16700,9923.0,649.0,0.0005534419510337451,0.00013709666857207798,pre-1990-entry-cohort-observed-2000
16740,38607.0,6230.0,0.002153253391470301,0.001316043521115633,pre-1990-entry-cohort-observed-2000
16820,4587.0,336.0,0.0002558337427584187,7.09776281051128e-05,pre-1990-entry-cohort-observed-2000
16860,6031.0,617.0,0.0003363708965720565,0.00013033689446682916,pre-1990-entry-cohort-observed-2000
16940,1648.0,327.0,9.191497886764204e-05,6.907644163801156e-05,pre-1990-entry-cohort-observed-2000
16980,812494.0,308124.0,0.04531575779131429,0.0650890198876779,pre-1990-entry-cohort-observed-2000
17020,9580.0,4215.0,0.0005343115883203949,0.0008903889954257454,pre-1990-entry-cohort-observed-2000
17140,25927.0,1095.0,0.0014460434812508223,0.00023131102016398368,pre-1990-entry-cohort-observed-2000
17300,4922.0,444.0,0.0002745179162539649,9.379186571032763e-05,pre-1990-entry-cohort-observed-2000
17420,948.0,127.0,5.287342230978438e-05,2.6827853480206325e-05,pre-1990-entry-cohort-observed-2000
17460,72790.0,1473.0,0.004059764145494942,0.00031116085178223556,pre-1990-entry-cohort-observed-2000
17660,1981.0,73.0,0.00011048760505873719,1.542073467759891e-05,pre-1990-entry-cohort-observed-2000
17780,6408.0,3319.0,0.00035739756346107415,0.0007011153204787779,pre-1990-entry-cohort-observed-2000
17820,20676.0,2484.0,0.0011531760334146644,0.000524727464919941,pre-1990-entry-cohort-observed-2000
17860,2484.0,120.0,0.00013854175212816918,2.534915289468314e-05,pre-1990-entry-cohort-observed-2000
17900,10704.0,880.0,0.0005970011734218692,0.00018589378789434305,pre-1990-entry-cohort-observed-2000
17980,6701.0,441.0,0.00037373924356314886,9.315813688796055e-05,pre-1990-entry-cohort-observed-2000
18020,819.0,85.0,4.567862117269347e-05,1.7955649967067225e-05,pre-1990-entry-cohort-observed-2000
18140,30744.0,1499.0,0.0017147051640211085,0.00031665316824275026,pre-1990-entry-cohort-observed-2000
18580,15921.0,10593.0,0.0008879723170823598,0.0022376964717781543,pre-1990-entry-cohort-observed-2000
18700,2689.0,452.0,0.00014997535083439894,9.548180923663983e-05,pre-1990-entry-cohort-observed-2000
18880,7576.0,250.0,0.0004225411892604709,5.2810735197256546e-05,pre-1990-entry-cohort-observed-2000
19060,734.0,53.0,4.0937860733525034e-05,1.1195875861818387e-05,pre-1990-entry-cohort-observed-2000
19100,353888.0,188022.0,0.019737626238781617,0.03971832021303428,pre-1990-entry-cohort-observed-2000
19140,5088.0,3819.0,0.0002837763425233997,0.000806736790873291,pre-1990-entry-cohort-observed-2000
19180,877.0,283.0,4.89134930017731e-05,5.978175224329441e-05,pre-1990-entry-cohort-observed-2000
19300,1398.0,158.0,7.79715658112643e-05,3.3376384644666135e-05,pre-1990-entry-cohort-observed-2000
19340,6832.0,2489.0,0.00038104559200469076,0.0005257836796238862,pre-1990-entry-cohort-observed-2000
19380,12160.0,276.0,0.0006782076110622131,5.830305165777123e-05,pre-1990-entry-cohort-observed-2000
19460,1191.0,544.0,6.642641980058354e-05,0.00011491615978923024,pre-1990-entry-cohort-observed-2000
19500,1003.0,106.0,5.594097318218748e-05,2.2391751723636775e-05,pre-1990-entry-cohort-observed-2000
19660,23855.0,1615.0,0.0013304804738395637,0.0003411573493742773,pre-1990-entry-cohort-observed-2000
19740,102352.0,39307.0,0.005708544852585496,0.008303326273594253,pre-1990-entry-cohort-observed-2000
19780,9678.0,2061.0,0.000539777406238495,0.000435371700966183,pre-1990-entry-cohort-observed-2000
19820,190932.0,9500.0,0.010648974966721255,0.0020068079374957488,pre-1990-entry-cohort-observed-2000
20020,1100.0,181.0,6.135101744806204e-05,3.8234972282813736e-05,pre-1990-entry-cohort-observed-2000
20100,3147.0,113.0,0.00017551968355368296,2.3870452309159958e-05,pre-1990-entry-cohort-observed-2000
20220,645.0,98.0,3.597400568545456e-05,2.0701808197324566e-05,pre-1990-entry-cohort-observed-2000
20260,3520.0,105.0,0.00019632325583379852,2.218050878284775e-05,pre-1990-entry-cohort-observed-2000
20500,12221.0,2676.0,0.0006816098038479693,0.000565286109551434,pre-1990-entry-cohort-observed-2000
20700,6155.0,52.0,0.00034328682944801986,1.0984632921029362e-05,pre-1990-entry-cohort-observed-2000
20740,1598.0,34.0,8.91262962563665e-05,7.18225998682689e-06,pre-1990-entry-cohort-observed-2000
20940,31365.0,29793.0,0.0017493406020531509,0.006293560934927457,pre-1990-entry-cohort-observed-2000
21060,3272.0,170.0,0.00018249139008187182,3.591129993413445e-05,pre-1990-entry-cohort-observed-2000
21140,4674.0,2140.0,0.00026068605050203814,0.000452059893288516,pre-1990-entry-cohort-observed-2000
21300,1448.0,18.0,8.076024842253986e-05,3.8023729342024715e-06,pre-1990-entry-cohort-observed-2000
21340,129931.0,119130.0,0.0072467264073128625,0.02516537153619669,pre-1990-entry-cohort-observed-2000
21500,3714.0,174.0,0.00020714334436554765,3.675627169729055e-05,pre-1990-entry-cohort-observed-2000
21660,8416.0,1582.0,0.00046939105712990014,0.0003341863323282394,pre-1990-entry-cohort-observed-2000
21780,2234.0,180.0,0.00012459833907179147,3.8023729342024714e-05,pre-1990-entry-cohort-observed-2000
21820,2016.0,89.0,0.00011243968288663007,1.880062173022333e-05,pre-1990-entry-cohort-observed-2000
22020,1696.0,213.0,9.459211417446657e-05,4.499474638806258e-05,pre-1990-entry-cohort-observed-2000
22140,1580.0,1052.0,8.81223705163073e-05,0.00022222757371005554,pre-1990-entry-cohort-observed-2000
22180,11037.0,761.0,0.0006155737996129643,0.0001607558779404489,pre-1990-entry-cohort-observed-2000
22220,8807.0,4502.0,0.0004911985551500749,0.0009510157194321958,pre-1990-entry-cohort-observed-2000
22380,2463.0,1028.0,0.00013737050543143346,0.00021715774313111892,pre-1990-entry-cohort-observed-2000
22420,6746.0,257.0,0.0003762490579132968,5.428943578277973e-05,pre-1990-entry-cohort-observed-2000
22500,1530.0,102.0,8.533368790503174e-05,2.1546779960480672e-05,pre-1990-entry-cohort-observed-2000
22520,715.0,100.0,3.987816134124033e-05,2.1124294078902617e-05,pre-1990-entry-cohort-observed-2000
22540,913.0,204.0,5.0921344481891494e-05,4.3093559920961344e-05,pre-1990-entry-cohort-observed-2000
22660,4909.0,926.0,0.00027379285877503326,0.00019561096317063825,pre-1990-entry-cohort-observed-2000
22900,4797.0,1375.0,0.000267546209725776,0.000290459043584911,pre-1990-entry-cohort-observed-2000
23060,6409.0,1222.0,0.00035745333711329966,0.00025813887364419,pre-1990-entry-cohort-observed-2000
23420,101593.0,64707.0,0.005666212650546333,0.013668896969635518,pre-1990-entry-cohort-observed-2000
23460,707.0,105.0,3.943197212343624e-05,2.218050878284775e-05,pre-1990-entry-cohort-observed-2000
23540,7895.0,145.0,0.0004403329843204089,3.06302264144088e-05,pre-1990-entry-cohort-observed-2000
23580,6559.0,4454.0,0.0003658193849471263,0.0009408760582743226,pre-1990-entry-cohort-observed-2000
23900,1593.0,488.0,8.884742799523894e-05,0.00010308655510504477,pre-1990-entry-cohort-observed-2000
24020,1968.0,27.0,0.00010976254757980554,5.7035594013037065e-06,pre-1990-entry-cohort-observed-2000
24140,2091.0,571.0,0.00011662270680354338,0.00012061971919053395,pre-1990-entry-cohort-observed-2000
24220,1290.0,222.0,7.194801137090912e-05,4.689593285516381e-05,pre-1990-entry-cohort-observed-2000
24260,2061.0,1094.0,0.00011494949723677807,0.00023109977722319465,pre-1990-entry-cohort-observed-2000
24300,1974.0,689.0,0.0001100971894931586,0.00014554638620363903,pre-1990-entry-cohort-observed-2000
24340,24081.0,5598.0,0.001343085319242529,0.0011825379825369687,pre-1990-entry-cohort-observed-2000
24420,1874.0,318.0,0.00010451982427060752,6.717525517091033e-05,pre-1990-entry-cohort-observed-2000
24500,1483.0,19.0,8.271232625043273e-05,4.0136158749914976e-06,pre-1990-entry-cohort-observed-2000
24540,7634.0,5872.0,0.00042577606108955057,0.0012404185483131617,pre-1990-entry-cohort-observed-2000
24580,4338.0,1240.0,0.0002419461033542665,0.0002619412465783925,pre-1990-entry-cohort-observed-2000
24660,12227.0,3033.0,0.0006819444457613224,0.0006406998394131164,pre-1990-entry-cohort-observed-2000
24780,1873.0,341.0,0.000104464050618382,7.203384280905793e-05,pre-1990-entry-cohort-observed-2000
24860,9907.0,1355.0,0.0005525495725981369,0.00028623418476913045,pre-1990-entry-cohort-observed-2000
25060,6698.0,300.0,0.00037357192260647234,6.337288223670786e-05,pre-1990-entry-cohort-observed-2000
25180,2591.0,187.0,0.00014450953291629887,3.95024299275479e-05,pre-1990-entry-cohort-observed-2000
25220,498.0,61.0,2.777527880830445e-05,1.2885819388130596e-05,pre-1990-entry-cohort-observed-2000
25260,12718.0,9478.0,0.0007093293090040482,0.00200216059279839,pre-1990-entry-cohort-observed-2000
25420,9228.0,273.0,0.000514679262737015,5.766932283540415e-05,pre-1990-entry-cohort-observed-2000
25500,1983.0,627.0,0.0001105991523631882,0.00013244932387471942,pre-1990-entry-cohort-observed-2000
25540,76706.0,587.0,0.004278173767610043,0.00012399960624315837,pre-1990-entry-cohort-observed-2000
25620,775.0,11.0,4.3224580474770984e-05,2.323672348679288e-06,pre-1990-entry-cohort-observed-2000
25860,6167.0,1114.0,0.000343956113274726,0.00023532463603897518,pre-1990-entry-cohort-observed-2000
25940,3536.0,590.0,0.0001972156342694067,0.00012463333506552545,pre-1990-entry-cohort-observed-2000
25980,2074.0,223.0,0.0001156745547157097,4.7107175795952836e-05,pre-1990-entry-cohort-observed-2000
26140,4762.0,11.0,0.00026559413189788315,2.323672348679288e-06,pre-1990-entry-cohort-observed-2000
26300,1543.0,144.0,8.60587453839634e-05,3.041898347361977e-05,pre-1990-entry-cohort-observed-2000
26380,1624.0,266.0,9.057641121422978e-05,5.6190622249880964e-05,pre-1990-entry-cohort-observed-2000
26420,464044.0,226020.0,0.025881428673335,0.047745129477135696,pre-1990-entry-cohort-observed-2000
26580,2014.0,111.0,0.00011232813558217904,2.3447966427581907e-05,pre-1990-entry-cohort-observed-2000
26620,6436.0,659.0,0.00035895922572338844,0.00013920909797996824,pre-1990-entry-cohort-observed-2000
26820,2365.0,1370.0,0.0001319046875133334,0.0002894028288809659,pre-1990-entry-cohort-observed-2000
26900,23792.0,3572.0,0.0013269667337493564,0.0007545597844984015,pre-1990-entry-cohort-observed-2000
26980,2494.0,253.0,0.0001390994886504243,5.344446401962363e-05,pre-1990-entry-cohort-observed-2000
27060,3565.0,61.0,0.00019883307018394653,1.2885819388130596e-05,pre-1990-entry-cohort-observed-2000
27100,1762.0,192.0,9.827317522135029e-05,4.055864463149303e-05,pre-1990-entry-cohort-observed-2000
27140,3994.0,646.0,0.00022275996698869073,0.00013646293974971092,pre-1990-entry-cohort-observed-2000
27180,927.0,311.0,5.1702175613048647e-05,6.569655458538714e-05,pre-1990-entry-cohort-observed-2000
27260,36365.0,955.0,0.0020282088631807054,0.00020173700845352,pre-1990-entry-cohort-observed-2000
27340,3946.0,404.0,0.0002200828316818662,8.534214807876657e-05,pre-1990-entry-cohort-observed-2000
27500,2532.0,889.0,0.0001412188874349937,0.00018779497436144428,pre-1990-entry-cohort-observed-2000
27620,974.0,124.0,5.432353726764766e-05,2.6194124657839247e-05,pre-1990-entry-cohort-observed-2000
27740,1297.0,239.0,7.233842693648769e-05,5.048706284857726e-05,pre-1990-entry-cohort-observed-2000
27780,1422.0,29.0,7.931013346467656e-05,6.12604528288176e-06,pre-1990-entry-cohort-observed-2000
27860,583.0,227.0,3.2516039247472885e-05,4.7952147559108945e-05,pre-1990-entry-cohort-observed-2000
27900,1541.0,530.0,8.594719807951237e-05,0.00011195875861818387,pre-1990-entry-cohort-observed-2000
27980,13778.0,427.0,0.0007684493803630898,9.020073571691419e-05,pre-1990-entry-cohort-observed-2000
28020,6612.0,1241.0,0.0003687753885150784,0.0002621524895191815,pre-1990-entry-cohort-observed-2000
28100,1900.0,751.0,0.0001059699392284708,0.00015864344853255867,pre-1990-entry-cohort-observed-2000
28140,36589.0,8416.0,0.00204070216127922,0.0017778205896804443,pre-1990-entry-cohort-observed-2000
28420,11954.0,8073.0,0.0006667182387037579,0.0017053642609898083,pre-1990-entry-cohort-observed-2000
28660,14493.0,3450.0,0.0008083275417043301,0.0007287881457221404,pre-1990-entry-cohort-observed-2000
28700,1680.0,67.0,9.369973573885839e-05,1.4153277032864754e-05,pre-1990-entry-cohort-observed-2000
28740,7765.0,235.0,0.0004330824095310925,4.964209108542115e-05,pre-1990-entry-cohort-observed-2000
28940,7224.0,563.0,0.00040290886367709105,0.00011892977566422174,pre-1990-entry-cohort-observed-2000
29020,873.0,57.0,4.869039839287106e-05,1.2040847624974492e-05,pre-1990-entry-cohort-observed-2000
29100,1849.0,60.0,0.00010312548296496975,1.267457644734157e-05,pre-1990-entry-cohort-observed-2000
29180,4438.0,410.0,0.0002475234685768176,8.660960572350073e-05,pre-1990-entry-cohort-observed-2000
29200,3996.0,1325.0,0.00022287151429314174,0.0002798968965454597,pre-1990-entry-cohort-observed-2000
29340,1496.0,175.0,8.343738372936437e-05,3.696751463807958e-05,pre-1990-entry-cohort-observed-2000
29420,5883.0,2638.0,0.0003281163960426809,0.000557258877801451,pre-1990-entry-cohort-observed-2000
29460,19014.0,5783.0,0.0010604802234158652,0.0012216179265829383,pre-1990-entry-cohort-observed-2000
29540,8578.0,270.0,0.0004784263887904329,5.703559401303707e-05,pre-1990-entry-cohort-observed-2000
29620,8689.0,736.0,0.0004846172641874646,0.00015547480442072327,pre-1990-entry-cohort-observed-2000
29700,34925.0,33912.0,0.0019478948039759697,0.007163670608037456,pre-1990-entry-cohort-observed-2000
29740,22437.0,20562.0,0.0012513934349837892,0.004343577348503956,pre-1990-entry-cohort-observed-2000
29820,137737.0,54123.0,0.0076820955365852015,0.011433101684324464,pre-1990-entry-cohort-observed-2000
29940,1974.0,79.0,0.0001100971894931586,1.6688192322333067e-05,pre-1990-entry-cohort-observed-2000
30020,4648.0,502.0,0.00025923593554417487,0.00010604395627609114,pre-1990-entry-cohort-observed-2000
30140,1927.0,73.0,0.0001074758278385596,1.542073467759891e-05,pre-1990-entry-cohort-observed-2000
30300,712.0,48.0,3.9710840384563795e-05,1.0139661157873257e-05,pre-1990-entry-cohort-observed-2000
30340,2007.0,46.0,0.00011193772001660047,9.717175276295204e-06,pre-1990-entry-cohort-observed-2000
30460,6028.0,957.0,0.00033620357561538,0.00020215949433509807,pre-1990-entry-cohort-observed-2000
30620,802.0,55.0,4.473046908485978e-05,1.161836174339644e-05,pre-1990-entry-cohort-observed-2000
30700,4330.0,751.0,0.0002414999141364624,0.00015864344853255867,pre-1990-entry-cohort-observed-2000
30780,7373.0,1012.0,0.00041121913785869223,0.0002137778560784945,pre-1990-entry-cohort-observed-2000
30860,2738.0,1091.0,0.00015270825979344898,0.00023046604840082756,pre-1990-entry-cohort-observed-2000
30980,4041.0,2791.0,0.00022538132864328972,0.0005895790477421721,pre-1990-entry-cohort-observed-2000
31020,1978.0,356.0,0.00011032028410206066,7.520248692089332e-05,pre-1990-entry-cohort-observed-2000
31080,2766507.0,1191924.0,0.15429819929744162,0.2517855309570192,pre-1990-entry-cohort-observed-2000
31140,11892.0,1042.0,0.0006632602722657762,0.00022011514430216527,pre-1990-entry-cohort-observed-2000
31180,5282.0,2908.0,0.0002945964310551488,0.0006142944718144881,pre-1990-entry-cohort-observed-2000
31340,2495.0,72.0,0.0001391552623026498,1.5209491736809886e-05,pre-1990-entry-cohort-observed-2000
31420,1709.0,74.0,9.531717165339821e-05,1.563197761838794e-05,pre-1990-entry-cohort-observed-2000
31460,14025.0,11414.0,0.000782225472462791,0.0024111269261659447,pre-1990-entry-cohort-observed-2000
31540,11126.0,1212.0,0.0006205376546610348,0.00025602644423629973,pre-1990-entry-cohort-observed-2000
31700,14281.0,290.0,0.0007965035274325219,6.12604528288176e-05,pre-1990-entry-cohort-observed-2000
31740,1497.0,183.0,8.349315738158989e-05,3.8657458164391794e-05,pre-1990-entry-cohort-observed-2000
31860,1017.0,134.0,5.6721804313344633e-05,2.8306554065729508e-05,pre-1990-entry-cohort-observed-2000
31900,1849.0,29.0,0.00010312548296496975,6.12604528288176e-06,pre-1990-entry-cohort-observed-2000
32580,106252.0,102382.0,0.005926062096264989,0.02162747476386208,pre-1990-entry-cohort-observed-2000
32780,5624.0,2167.0,0.00031367102011627357,0.00045776345268981974,pre-1990-entry-cohort-observed-2000
32820,15475.0,3120.0,0.0008630972681897819,0.0006590779752617616,pre-1990-entry-cohort-observed-2000
32900,33356.0,22110.0,0.001860385943634143,0.004670581420845369,pre-1990-entry-cohort-observed-2000
33100,1089297.0,19740.0,0.0607540720482924,0.004169935651175377,pre-1990-entry-cohort-observed-2000
33140,1850.0,400.0,0.00010318125661719525,8.449717631561047e-05,pre-1990-entry-cohort-observed-2000
33220,1310.0,50.0,7.306348441541935e-05,1.0562147039451309e-05,pre-1990-entry-cohort-observed-2000
33260,6580.0,5530.0,0.00036699063164386203,0.0011681734625633147,pre-1990-entry-cohort-observed-2000
33340,44530.0,9217.0,0.0024836007336020024,0.0019470261852524544,pre-1990-entry-cohort-observed-2000
33460,94170.0,7976.0,0.005252204830076366,0.0016848736957332728,pre-1990-entry-cohort-observed-2000
33540,1346.0,47.0,7.507133589553773e-05,9.92841821708423e-06,pre-1990-entry-cohort-observed-2000
33660,4757.0,201.0,0.00026531526363675556,4.2459831098594263e-05,pre-1990-entry-cohort-observed-2000
33700,53914.0,31063.0,0.003006980686086197,0.00656183946972952,pre-1990-entry-cohort-observed-2000
33740,1132.0,91.0,6.313577431927839e-05,1.9223107611801383e-05,pre-1990-entry-cohort-observed-2000
33780,1823.0,118.0,0.00010167536800710646,2.492666701310509e-05,pre-1990-entry-cohort-observed-2000
33860,3644.0,275.0,0.0002032391887097619,5.80918087169822e-05,pre-1990-entry-cohort-observed-2000
34060,1341.0,3.0,7.479246763441018e-05,6.337288223670786e-07,pre-1990-entry-cohort-observed-2000
34100,823.0,248.0,4.590171578159551e-05,5.2388249315678495e-05,pre-1990-entry-cohort-observed-2000
34580,4555.0,1823.0,0.0002540489858872024,0.0003850958810583947,pre-1990-entry-cohort-observed-2000
34620,659.0,31.0,3.675483681661171e-05,6.548531164459812e-06,pre-1990-entry-cohort-observed-2000
34740,1866.0,341.0,0.00010407363505280343,7.203384280905793e-05,pre-1990-entry-cohort-observed-2000
34820,5018.0,425.0,0.0002798721868676139,8.977824983533613e-05,pre-1990-entry-cohort-observed-2000
34900,13048.0,7544.0,0.0007277346142384668,0.0015936167453124135,pre-1990-entry-cohort-observed-2000
34940,22194.0,5726.0,0.00123784043749299,0.001209577078957964,pre-1990-entry-cohort-observed-2000
34980,22861.0,3648.0,0.0012750414635274057,0.0007706142479983675,pre-1990-entry-cohort-observed-2000
35100,2024.0,286.0,0.00011288587210443416,6.0415481065661485e-05,pre-1990-entry-cohort-observed-2000
35300,44613.0,1285.0,0.00248822994673672,0.00027144717891389863,pre-1990-entry-cohort-observed-2000
35380,43638.0,1680.0,0.0024338506358168466,0.000354888140525564,pre-1990-entry-cohort-observed-2000
35620,2892305.0,67893.0,0.16131441320010645,0.014341916978989355,pre-1990-entry-cohort-observed-2000
35660,4249.0,442.0,0.000236982248306196,9.336937982874957e-05,pre-1990-entry-cohort-observed-2000
35840,31629.0,3851.0,0.0017640648462406857,0.0008134965649785398,pre-1990-entry-cohort-observed-2000
35980,9138.0,95.0,0.000509659634036719,2.006807937495749e-05,pre-1990-entry-cohort-observed-2000
36100,10034.0,601.0,0.0005596328264307768,0.00012695700741420475,pre-1990-entry-cohort-observed-2000
36140,2430.0,83.0,0.0001355299749079916,1.7533164085489174e-05,pre-1990-entry-cohort-observed-2000
36220,9835.0,9097.0,0.0005485338696379001,0.001921677032357771,pre-1990-entry-cohort-observed-2000
36260,11698.0,3925.0,0.000652440183734027,0.0008291285425969277,pre-1990-entry-cohort-observed-2000
36420,28673.0,9698.0,0.0015991979302620754,0.0020486340397719758,pre-1990-entry-cohort-observed-2000
36500,8883.0,584.0,0.0004954373527192137,0.00012336587742079128,pre-1990-entry-cohort-observed-2000
36540,15887.0,5073.0,0.0008860760129066924,0.0010716354386227298,pre-1990-entry-cohort-observed-2000
36740,111110.0,6493.0,0.006197010498776521,0.001371600414543147,pre-1990-entry-cohort-observed-2000
36780,2608.0,308.0,0.00014545768500413256,6.506282576302006e-05,pre-1990-entry-cohort-observed-2000
36980,517.0,20.0,2.883497820058916e-05,4.224858815780523e-06,pre-1990-entry-cohort-observed-2000
37100,103451.0,58879.0,0.005769840096381333,0.012437773110717072,pre-1990-entry-cohort-observed-2000
37340,22920.0,394.0,0.001278332109008711,8.322971867087632e-05,pre-1990-entry-cohort-observed-2000
37460,4027.0,148.0,0.00022460049751213258,3.126395523677588e-05,pre-1990-entry-cohort-observed-2000
37620,620.0,46.0,3.457966437981679e-05,9.717175276295204e-06,pre-1990-entry-cohort-observed-2000
37860,9754.0,321.0,0.0005440162038076338,6.78089839932774e-05,pre-1990-entry-cohort-observed-2000
37900,4520.0,536.0,0.0002520969080593095,0.00011322621626291803,pre-1990-entry-cohort-observed-2000
