domain,outcome,a_basis,a,tau_basis,tau,c,mstar,mstar_over_observed,T_years,phi_at_optimum
norms,Ever approves police striking a citizen (pp),a(G1->G3+),0.027469,repo maximum,0.664480,0.90,-0.001585,-2.660,inf,
norms,Ever approves police striking a citizen (pp),a(G1->G3+),0.027469,repo minimum,0.347107,0.00,0.065432,109.786,76.1,2.382043
norms,Ever approves police striking a citizen (pp),a(G1->G3+),0.027469,repo minimum,0.347107,0.50,0.017647,29.609,282.3,0.642427
norms,Ever approves police striking a citizen (pp),a(G1->G3+),0.027469,repo minimum,0.347107,0.90,0.011139,18.690,447.3,0.405510
norms,Ever approves police striking a citizen (pp),a(G1->G3+),0.027469,"repo, nearest 5 years since arrival",0.416113,0.00,0.040762,68.392,122.2,1.483921
norms,Ever approves police striking a citizen (pp),a(G1->G3+),0.027469,"repo, nearest 5 years since arrival",0.416113,0.50,0.012508,20.987,398.3,0.455355
norms,Ever approves police striking a citizen (pp),a(G1->G3+),0.027469,"repo, nearest 5 years since arrival",0.416113,0.90,0.008046,13.501,619.2,0.292925
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,paper Mexico row,0.239000,0.00,0.210450,353.105,23.7,5.634395
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,paper Mexico row,0.239000,0.50,0.042664,71.584,116.8,1.142244
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,paper Mexico row,0.239000,0.90,0.026049,43.707,191.3,0.697418
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,repo maximum,0.664480,0.00,0.022335,37.474,223.1,0.597968
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,repo maximum,0.664480,0.50,0.009250,15.520,538.6,0.247654
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,repo maximum,0.664480,0.90,0.006298,10.568,791.0,0.168624
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,repo minimum,0.347107,0.00,0.118951,199.582,41.9,3.184679
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,repo minimum,0.347107,0.50,0.032081,53.826,155.3,0.858894
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,repo minimum,0.347107,0.90,0.020250,33.976,246.0,0.542148
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,"repo, nearest 5 years since arrival",0.416113,0.00,0.085405,143.297,58.3,2.286557
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,"repo, nearest 5 years since arrival",0.416113,0.50,0.026207,43.972,190.1,0.701651
norms,Ever approves police striking a citizen (pp),a(G2->G3+),0.037351,"repo, nearest 5 years since arrival",0.416113,0.90,0.016859,28.287,295.5,0.451364
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,paper Mexico row,0.239000,0.00,-0.094762,-158.996,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,paper Mexico row,0.239000,0.50,-0.019211,-32.233,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,paper Mexico row,0.239000,0.90,-0.011730,-19.680,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,repo maximum,0.664480,0.00,-0.087444,-146.718,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,repo maximum,0.664480,0.50,-0.036216,-60.765,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,repo maximum,0.664480,0.90,-0.024659,-41.374,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,repo minimum,0.347107,0.00,-0.091202,-153.024,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,repo minimum,0.347107,0.50,-0.024597,-41.270,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,repo minimum,0.347107,0.90,-0.015526,-26.050,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,"repo, nearest 5 years since arrival",0.416113,0.00,-0.089897,-150.835,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,"repo, nearest 5 years since arrival",0.416113,0.50,-0.027586,-46.285,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G2),-0.001453,"repo, nearest 5 years since arrival",0.416113,0.90,-0.017746,-29.775,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,paper Mexico row,0.239000,0.00,-0.075444,-126.584,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,paper Mexico row,0.239000,0.50,-0.015295,-25.662,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,paper Mexico row,0.239000,0.90,-0.009338,-15.668,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,repo maximum,0.664480,0.00,-0.080496,-135.060,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,repo maximum,0.664480,0.50,-0.033338,-55.936,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,repo maximum,0.664480,0.90,-0.022699,-38.086,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,repo minimum,0.347107,0.00,-0.077901,-130.707,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,repo minimum,0.347107,0.50,-0.021010,-35.251,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,repo minimum,0.347107,0.90,-0.013262,-22.251,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,"repo, nearest 5 years since arrival",0.416113,0.00,-0.078802,-132.218,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,"repo, nearest 5 years since arrival",0.416113,0.50,-0.024181,-40.572,inf,
norms,"Generalized trust (GSS, adjusted)",a(G1->G3+),0.001003,"repo, nearest 5 years since arrival",0.416113,0.90,-0.015555,-26.100,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,paper Mexico row,0.239000,0.00,-0.056127,-94.172,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,paper Mexico row,0.239000,0.50,-0.011378,-19.091,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,paper Mexico row,0.239000,0.90,-0.006947,-11.657,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,repo maximum,0.664480,0.00,-0.073548,-123.402,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,repo maximum,0.664480,0.50,-0.030460,-51.108,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,repo maximum,0.664480,0.90,-0.020740,-34.799,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,repo minimum,0.347107,0.00,-0.064600,-108.390,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,repo minimum,0.347107,0.50,-0.017422,-29.232,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,repo minimum,0.347107,0.90,-0.010997,-18.452,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,"repo, nearest 5 years since arrival",0.416113,0.00,-0.067707,-113.602,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,"repo, nearest 5 years since arrival",0.416113,0.50,-0.020776,-34.860,inf,
norms,"Generalized trust (GSS, adjusted)",a(G2->G3+),0.003459,"repo, nearest 5 years since arrival",0.416113,0.90,-0.013365,-22.425,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,paper Mexico row,0.239000,0.00,-0.078701,-132.048,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,paper Mexico row,0.239000,0.50,-0.015955,-26.770,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,paper Mexico row,0.239000,0.90,-0.009741,-16.345,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,repo maximum,0.664480,0.00,-0.081667,-137.025,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,repo maximum,0.664480,0.50,-0.033823,-56.750,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,repo maximum,0.664480,0.90,-0.023030,-38.641,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,repo minimum,0.347107,0.00,-0.080143,-134.469,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,repo minimum,0.347107,0.50,-0.021614,-36.266,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,repo minimum,0.347107,0.90,-0.013643,-22.891,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,"repo, nearest 5 years since arrival",0.416113,0.00,-0.080672,-135.356,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,"repo, nearest 5 years since arrival",0.416113,0.50,-0.024755,-41.535,inf,
norms,Government should reduce income differences (1-7),a(G1->G2),0.000589,"repo, nearest 5 years since arrival",0.416113,0.90,-0.015925,-26.719,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,paper Mexico row,0.239000,0.00,-0.000368,-0.618,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,paper Mexico row,0.239000,0.50,-0.000075,-0.125,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,paper Mexico row,0.239000,0.90,-0.000046,-0.076,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,repo maximum,0.664480,0.00,-0.053492,-89.752,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,repo maximum,0.664480,0.50,-0.022154,-37.172,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,repo maximum,0.664480,0.90,-0.015085,-25.310,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,repo minimum,0.347107,0.00,-0.026208,-43.973,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,repo minimum,0.347107,0.50,-0.007068,-11.859,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,repo minimum,0.347107,0.90,-0.004462,-7.486,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,"repo, nearest 5 years since arrival",0.416113,0.00,-0.035681,-59.868,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,"repo, nearest 5 years since arrival",0.416113,0.50,-0.010949,-18.371,inf,
norms,Government should reduce income differences (1-7),a(G1->G3+),0.010548,"repo, nearest 5 years since arrival",0.416113,0.90,-0.007043,-11.818,inf,
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,paper Mexico row,0.239000,0.00,0.077964,130.812,63.9,3.801829
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,paper Mexico row,0.239000,0.50,0.015805,26.519,315.2,0.770734
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,paper Mexico row,0.239000,0.90,0.009650,16.192,516.3,0.470586
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,repo maximum,0.664480,0.00,-0.025318,-42.480,inf,
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,repo maximum,0.664480,0.50,-0.010486,-17.593,inf,
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,repo maximum,0.664480,0.90,-0.007140,-11.979,inf,
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,repo minimum,0.347107,0.00,0.027728,46.523,179.7,1.352113
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,repo minimum,0.347107,0.50,0.007478,12.547,666.2,0.364659
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,repo minimum,0.347107,0.90,0.004720,7.920,1055.5,0.230179
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,"repo, nearest 5 years since arrival",0.416113,0.00,0.009310,15.621,535.1,0.453991
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,"repo, nearest 5 years since arrival",0.416113,0.50,0.002857,4.793,1743.9,0.139311
norms,Government should reduce income differences (1-7),a(G2->G3+),0.020507,"repo, nearest 5 years since arrival",0.416113,0.90,0.001838,3.084,2710.9,0.089617
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,paper Mexico row,0.239000,0.00,0.411193,689.921,12.1,6.540059
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,paper Mexico row,0.239000,0.50,0.083360,139.866,59.8,1.325847
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,paper Mexico row,0.239000,0.90,0.050897,85.398,97.9,0.809520
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,repo maximum,0.664480,0.00,0.094538,158.621,52.7,1.503632
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,repo maximum,0.664480,0.50,0.039154,65.694,127.2,0.622744
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,repo maximum,0.664480,0.90,0.026659,44.730,186.9,0.424018
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,repo minimum,0.347107,0.00,0.257172,431.497,19.4,4.090343
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,repo minimum,0.347107,0.50,0.069358,116.373,71.8,1.103148
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,repo minimum,0.347107,0.90,0.043780,73.456,113.8,0.696325
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,"repo, nearest 5 years since arrival",0.416113,0.00,0.200704,336.752,24.8,3.192220
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,"repo, nearest 5 years since arrival",0.416113,0.50,0.061588,103.336,80.9,0.979563
norms,Obedience as a top child quality (pp),a(G1->G2),0.062873,"repo, nearest 5 years since arrival",0.416113,0.90,0.039619,66.475,125.8,0.630141
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,paper Mexico row,0.239000,0.00,0.092586,155.346,53.8,4.139589
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,paper Mexico row,0.239000,0.50,0.018770,31.493,265.4,0.839207
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,paper Mexico row,0.239000,0.90,0.011460,19.228,434.7,0.512393
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,repo maximum,0.664480,0.00,-0.020059,-33.656,inf,
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,repo maximum,0.664480,0.50,-0.008308,-13.939,inf,
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,repo maximum,0.664480,0.90,-0.005656,-9.491,inf,
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,repo minimum,0.347107,0.00,0.037796,63.416,131.8,1.689872
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,repo minimum,0.347107,0.50,0.010193,17.103,488.8,0.455751
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,repo minimum,0.347107,0.90,0.006434,10.796,774.3,0.287678
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,"repo, nearest 5 years since arrival",0.416113,0.00,0.017708,29.712,281.3,0.791750
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,"repo, nearest 5 years since arrival",0.416113,0.50,0.005434,9.117,916.8,0.242956
norms,Obedience as a top child quality (pp),a(G1->G3+),0.022366,"repo, nearest 5 years since arrival",0.416113,0.90,0.003496,5.865,1425.3,0.156291
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,paper Mexico row,0.239000,0.00,-0.226021,-379.230,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,paper Mexico row,0.239000,0.50,-0.045821,-76.880,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,paper Mexico row,0.239000,0.90,-0.027977,-46.941,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,repo maximum,0.664480,0.00,-0.134655,-225.932,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,repo maximum,0.664480,0.50,-0.055769,-93.572,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,repo maximum,0.664480,0.90,-0.037972,-63.712,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,repo minimum,0.347107,0.00,-0.181581,-304.666,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,repo minimum,0.347107,0.50,-0.048972,-82.167,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,repo minimum,0.347107,0.90,-0.030912,-51.865,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,"repo, nearest 5 years since arrival",0.416113,0.00,-0.165288,-277.329,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,"repo, nearest 5 years since arrival",0.416113,0.50,-0.050720,-85.101,inf,
norms,Obedience as a top child quality (pp),a(G2->G3+),-0.018141,"repo, nearest 5 years since arrival",0.416113,0.90,-0.032628,-54.744,inf,
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,paper Mexico row,0.239000,0.00,0.122616,205.732,40.6,4.682877
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,paper Mexico row,0.239000,0.50,0.024858,41.708,200.4,0.949346
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,paper Mexico row,0.239000,0.90,0.015177,25.465,328.3,0.579640
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,repo maximum,0.664480,0.00,-0.009257,-15.532,inf,
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,repo maximum,0.664480,0.50,-0.003834,-6.433,inf,
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,repo maximum,0.664480,0.90,-0.002611,-4.380,inf,
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,repo minimum,0.347107,0.00,0.058473,98.109,85.2,2.233161
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,repo minimum,0.347107,0.50,0.015770,26.460,315.9,0.602274
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,repo minimum,0.347107,0.90,0.009954,16.702,500.5,0.380165
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,"repo, nearest 5 years since arrival",0.416113,0.00,0.034957,58.652,142.5,1.335039
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,"repo, nearest 5 years since arrival",0.416113,0.50,0.010727,17.998,464.5,0.409669
norms,Political violence at least a little justified (pp),a(G1->G2),0.026184,"repo, nearest 5 years since arrival",0.416113,0.90,0.006900,11.578,722.0,0.263535
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,paper Mexico row,0.239000,0.00,-0.030005,-50.345,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,paper Mexico row,0.239000,0.50,-0.006083,-10.206,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,paper Mexico row,0.239000,0.90,-0.003714,-6.232,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,repo maximum,0.664480,0.00,-0.064152,-107.638,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,repo maximum,0.664480,0.50,-0.026569,-44.579,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,repo maximum,0.664480,0.90,-0.018091,-30.354,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,repo minimum,0.347107,0.00,-0.046614,-78.212,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,repo minimum,0.347107,0.50,-0.012572,-21.093,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,repo minimum,0.347107,0.90,-0.007935,-13.315,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,"repo, nearest 5 years since arrival",0.416113,0.00,-0.052704,-88.429,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,"repo, nearest 5 years since arrival",0.416113,0.50,-0.016173,-27.135,inf,
norms,Political violence at least a little justified (pp),a(G1->G3+),0.006780,"repo, nearest 5 years since arrival",0.416113,0.90,-0.010404,-17.456,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,paper Mexico row,0.239000,0.00,-0.182627,-306.421,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,paper Mexico row,0.239000,0.50,-0.037023,-62.120,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,paper Mexico row,0.239000,0.90,-0.022605,-37.928,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,repo maximum,0.664480,0.00,-0.119047,-199.744,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,repo maximum,0.664480,0.50,-0.049305,-82.726,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,repo maximum,0.664480,0.90,-0.033571,-56.327,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,repo minimum,0.347107,0.00,-0.151702,-254.533,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,repo minimum,0.347107,0.50,-0.040913,-68.647,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,repo minimum,0.347107,0.90,-0.025825,-43.331,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,"repo, nearest 5 years since arrival",0.416113,0.00,-0.140364,-235.510,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,"repo, nearest 5 years since arrival",0.416113,0.50,-0.043072,-72.269,inf,
norms,Political violence at least a little justified (pp),a(G2->G3+),-0.012624,"repo, nearest 5 years since arrival",0.416113,0.90,-0.027708,-46.489,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,paper Mexico row,0.239000,0.00,-0.093055,-156.133,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,paper Mexico row,0.239000,0.50,-0.018865,-31.652,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,paper Mexico row,0.239000,0.90,-0.011518,-19.326,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,repo maximum,0.664480,0.00,-0.086830,-145.688,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,repo maximum,0.664480,0.50,-0.035962,-60.338,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,repo maximum,0.664480,0.90,-0.024486,-41.083,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,repo minimum,0.347107,0.00,-0.090027,-151.052,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,repo minimum,0.347107,0.50,-0.024280,-40.738,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,repo minimum,0.347107,0.90,-0.015326,-25.715,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,"repo, nearest 5 years since arrival",0.416113,0.00,-0.088917,-149.190,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,"repo, nearest 5 years since arrival",0.416113,0.50,-0.027285,-45.780,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G2),-0.001236,"repo, nearest 5 years since arrival",0.416113,0.90,-0.017552,-29.450,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,paper Mexico row,0.239000,0.00,0.105658,177.279,47.2,4.397306
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,paper Mexico row,0.239000,0.50,0.021420,35.939,232.6,0.891453
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,paper Mexico row,0.239000,0.90,0.013078,21.943,380.9,0.544293
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,repo maximum,0.664480,0.00,-0.015357,-25.766,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,repo maximum,0.664480,0.50,-0.006360,-10.671,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,repo maximum,0.664480,0.90,-0.004331,-7.266,inf,
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,repo minimum,0.347107,0.00,0.046797,78.518,106.5,1.947590
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,repo minimum,0.347107,0.50,0.012621,21.176,394.8,0.525257
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,repo minimum,0.347107,0.90,0.007966,13.367,625.4,0.331550
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,"repo, nearest 5 years since arrival",0.416113,0.00,0.025217,42.310,197.6,1.049468
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,"repo, nearest 5 years since arrival",0.416113,0.50,0.007738,12.983,643.9,0.322039
norms,Stouffer 15-item tolerance (scale pts),a(G1->G3+),0.024028,"repo, nearest 5 years since arrival",0.416113,0.90,0.004978,8.352,1000.9,0.207164
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,paper Mexico row,0.239000,0.00,0.304372,510.691,16.4,6.174877
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,paper Mexico row,0.239000,0.50,0.061704,103.531,80.7,1.251814
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,paper Mexico row,0.239000,0.90,0.037675,63.213,132.2,0.764318
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,repo maximum,0.664480,0.00,0.056116,94.155,88.8,1.138449
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,repo maximum,0.664480,0.50,0.023241,38.995,214.4,0.471500
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,repo maximum,0.664480,0.90,0.015825,26.551,314.8,0.321038
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,repo minimum,0.347107,0.00,0.183621,308.088,27.1,3.725160
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,repo minimum,0.347107,0.50,0.049522,83.090,100.6,1.004660
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,repo minimum,0.347107,0.90,0.031259,52.448,159.4,0.634157
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,"repo, nearest 5 years since arrival",0.416113,0.00,0.139350,233.809,35.8,2.827038
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,"repo, nearest 5 years since arrival",0.416113,0.50,0.042761,71.747,116.5,0.867503
norms,Stouffer 15-item tolerance (scale pts),a(G2->G3+),0.049292,"repo, nearest 5 years since arrival",0.416113,0.90,0.027508,46.154,181.1,0.558055
reference,paper Table 1 Mexico a,paper individual-level,0.028200,paper Mexico row,0.239000,0.00,0.138473,232.338,36.0,4.910400
reference,paper Table 1 Mexico a,paper individual-level,0.028200,paper Mexico row,0.239000,0.50,0.028072,47.101,177.5,0.995471
reference,paper Table 1 Mexico a,paper individual-level,0.028200,paper Mexico row,0.239000,0.90,0.017140,28.758,290.7,0.607803
reference,paper Table 1 Mexico a,paper individual-level,0.028200,repo maximum,0.664480,0.00,-0.003554,-5.963,inf,
reference,paper Table 1 Mexico a,paper individual-level,0.028200,repo maximum,0.664480,0.50,-0.001472,-2.470,inf,
reference,paper Table 1 Mexico a,paper individual-level,0.028200,repo maximum,0.664480,0.90,-0.001002,-1.682,inf,
reference,paper Table 1 Mexico a,paper individual-level,0.028200,repo minimum,0.347107,0.00,0.069391,116.428,71.8,2.460683
reference,paper Table 1 Mexico a,paper individual-level,0.028200,repo minimum,0.347107,0.50,0.018715,31.400,266.2,0.663636
reference,paper Table 1 Mexico a,paper individual-level,0.028200,repo minimum,0.347107,0.90,0.011813,19.820,421.8,0.418897
