country,table_id,year,group,sex,age_band,count,population,rate,rate_unit,standardized_index,provisional,source_url
Denmark,STRAFNA9 x FOLK1E,2023,Descendants from non-western countries,Men,15-29,6210.0,36173.0,17167.50062201089,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Descendants from non-western countries,Men,15-29,5778.0,36328.0,15905.08698524554,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Descendants from non-western countries,Men,15-29,5790.0,36302.0,15949.534460911244,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Total,Men,30-49,46683.0,740657.0,6302.917544828443,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Total,Men,30-49,47221.0,747093.0,6320.63210336598,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Total,Men,30-49,46447.0,753689.0,6162.621452615071,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Persons of Danish origin,Men,30-49,31814.0,571675.0,5565.050072156383,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Persons of Danish origin,Men,30-49,32177.0,569529.0,5649.75620205468,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Persons of Danish origin,Men,30-49,31142.0,568754.0,5475.477974660398,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,"Immigrants, total",Men,30-49,11839.0,151631.0,7807.770178921197,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,"Immigrants, total",Men,30-49,11729.0,158492.0,7400.373520430054,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,"Immigrants, total",Men,30-49,11769.0,164072.0,7173.07035935443,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Immigrants from western countries,Men,30-49,4102.0,67886.0,6042.4829861827175,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Immigrants from western countries,Men,30-49,4035.0,70406.0,5731.045649518507,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Immigrants from western countries,Men,30-49,3908.0,71623.0,5456.34782123061,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Immigrants from non-western countries,Men,30-49,7737.0,83745.0,9238.760523016299,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Immigrants from non-western countries,Men,30-49,7694.0,88086.0,8734.645687169357,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Immigrants from non-western countries,Men,30-49,7861.0,92449.0,8503.066555614447,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,"Descendants, total",Men,30-49,3030.0,17351.0,17462.97043398075,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,"Descendants, total",Men,30-49,3315.0,19072.0,17381.50167785235,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,"Descendants, total",Men,30-49,3536.0,20863.0,16948.665100896324,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Descendants from western countries,Men,30-49,152.0,2325.0,6537.634408602151,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Descendants from western countries,Men,30-49,155.0,2347.0,6604.175543246697,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Descendants from western countries,Men,30-49,148.0,2363.0,6263.22471434617,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Descendants from non-western countries,Men,30-49,2878.0,15026.0,19153.46732330627,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Descendants from non-western countries,Men,30-49,3160.0,16725.0,18893.87144992526,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Descendants from non-western countries,Men,30-49,3388.0,18500.0,18313.513513513513,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Total,Men,50-79,33855.0,1019869.0,3319.5439806484947,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Total,Men,50-79,35545.0,1023433.0,3473.1145077401256,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Total,Men,50-79,36327.0,1025989.0,3540.6812353738687,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Persons of Danish origin,Men,50-79,28645.0,922562.0,3104.940372571166,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Persons of Danish origin,Men,50-79,30278.0,921887.0,3284.35046811594,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Persons of Danish origin,Men,50-79,30703.0,920093.0,3336.945287052504,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,"Immigrants, total",Men,50-79,5068.0,95273.0,5319.450421420549,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,"Immigrants, total",Men,50-79,5104.0,99257.0,5142.206595000856,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,"Immigrants, total",Men,50-79,5418.0,103261.0,5246.89863549646,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Immigrants from western countries,Men,50-79,1357.0,37154.0,3652.3658287129247,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Immigrants from western countries,Men,50-79,1348.0,38511.0,3500.29861597985,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Immigrants from western countries,Men,50-79,1421.0,39608.0,3587.6590587760047,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Immigrants from non-western countries,Men,50-79,3711.0,58119.0,6385.175243896143,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Immigrants from non-western countries,Men,50-79,3756.0,60746.0,6183.1231686036945,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Immigrants from non-western countries,Men,50-79,3997.0,63653.0,6279.358396304965,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,"Descendants, total",Men,50-79,142.0,2034.0,6981.317600786627,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,"Descendants, total",Men,50-79,163.0,2289.0,7121.0135430318915,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,"Descendants, total",Men,50-79,206.0,2635.0,7817.836812144212,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Descendants from western countries,Men,50-79,81.0,1681.0,4818.5603807257585,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Descendants from western countries,Men,50-79,73.0,1714.0,4259.04317386231,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Descendants from western countries,Men,50-79,76.0,1774.0,4284.103720405862,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Descendants from non-western countries,Men,50-79,61.0,353.0,17280.453257790366,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Descendants from non-western countries,Men,50-79,90.0,575.0,15652.17391304348,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Descendants from non-western countries,Men,50-79,130.0,861.0,15098.722415795588,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Total,Women,15-29,9996.0,555376.0,1799.861715306387,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Total,Women,15-29,9339.0,556703.0,1677.5551775363165,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Total,Women,15-29,8816.0,556613.0,1583.8652708434763,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Persons of Danish origin,Women,15-29,7191.0,446017.0,1612.2703843127056,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Persons of Danish origin,Women,15-29,6625.0,444894.0,1489.1187563779238,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Persons of Danish origin,Women,15-29,6146.0,441649.0,1391.6028339246777,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,"Immigrants, total",Women,15-29,1200.0,71927.0,1668.3581965047895,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,"Immigrants, total",Women,15-29,1107.0,74138.0,1493.161401710324,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,"Immigrants, total",Women,15-29,1121.0,76910.0,1457.547783123131,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Immigrants from western countries,Women,15-29,518.0,37716.0,1373.4224201930215,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Immigrants from western countries,Women,15-29,503.0,38442.0,1308.4647000676343,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Immigrants from western countries,Women,15-29,480.0,38847.0,1235.6166499343578,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Immigrants from non-western countries,Women,15-29,682.0,34211.0,1993.5108590804127,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Immigrants from non-western countries,Women,15-29,604.0,35696.0,1692.066337965038,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Immigrants from non-western countries,Women,15-29,641.0,38063.0,1684.0501274203295,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,"Descendants, total",Women,15-29,1605.0,37432.0,4287.775165633682,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,"Descendants, total",Women,15-29,1607.0,37671.0,4265.880916354756,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,"Descendants, total",Women,15-29,1549.0,38054.0,4070.531350186577,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Descendants from western countries,Women,15-29,76.0,2935.0,2589.437819420784,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Descendants from western countries,Women,15-29,80.0,3071.0,2605.014653207424,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Descendants from western countries,Women,15-29,79.0,3291.0,2400.4861744150717,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Descendants from non-western countries,Women,15-29,1529.0,34497.0,4432.269472707772,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Descendants from non-western countries,Women,15-29,1527.0,34600.0,4413.294797687861,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Descendants from non-western countries,Women,15-29,1470.0,34763.0,4228.6338923568155,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Total,Women,30-49,15520.0,728089.0,2131.60753699067,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Total,Women,30-49,16081.0,732248.0,2196.113884913308,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Total,Women,30-49,16389.0,738292.0,2219.853391341095,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Persons of Danish origin,Women,30-49,11199.0,557502.0,2008.782031275224,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,Persons of Danish origin,Women,30-49,11526.0,554740.0,2077.730107798248,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,Persons of Danish origin,Women,30-49,11664.0,553348.0,2107.895935288462,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,"Immigrants, total",Women,30-49,3476.0,154393.0,2251.397407913571,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2024,"Immigrants, total",Women,30-49,3553.0,159636.0,2225.6884412037384,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2025,"Immigrants, total",Women,30-49,3662.0,165341.0,2214.816651647202,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
Denmark,STRAFNA9 x FOLK1E,2023,Immigrants from western countries,Women,30-49,1143.0,57040.0,2003.8569424964937,"per 100,000 population",,False,"https://api.statbank.dk/v1/data (POST, table=STRAFNA9) + https://api.statbank.dk/v1/data (POST, table=FOLK1E)"
