sample,spec,scheme,band,nativity,group,measure,mean,se,n,weighted
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,medicaid_reported,1272.4581307923427,334.472504774035,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,medicaid_reported,905.1997839322712,69.14404570538014,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,medicaid_reported,743.7654819914227,61.90557425250314,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,medicaid_reported,1276.319228513858,229.19673672654972,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,other_public,68.98472177565186,23.371649636369213,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,other_public,76.74870258196283,8.796834511064926,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,other_public,71.36910666515155,9.016559569201185,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,other_public,96.45899765581687,25.4764792021347,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,va,4.361725816971618,2.8693296458090964,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,va,4.898779536269139,0.9615829843376431,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,va,4.241783104624909,1.084821729937226,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,va,6.339093837783105,2.595687813947043,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,tricare,41.61269577282722,19.651015254886854,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,tricare,46.28649021233352,7.460656239030275,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,tricare,52.04599563871881,8.410723345968778,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,tricare,66.3171294738797,23.182302218168747,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,ofd_stl,23.010300185853016,9.793101914954287,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,ofd_stl,25.563432833360174,3.7451006219992555,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,ofd_stl,15.081327921807837,2.849809161399078,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,ofd_stl,23.802774344154074,7.141177825025789,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,opu,0.17810552017539288,0.08101478788899508,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,opu,0.23656077264645353,0.07428765446547574,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,opu,0.106988446826203,0.05999461582029768,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,opu,0.5273222833642393,0.2570726603860372,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,out_of_pocket,187.6651687302728,16.1277330310589,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,out_of_pocket,403.1688935198474,15.750324711455978,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,out_of_pocket,573.6830427035349,27.01418355646457,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,out_of_pocket,231.9792049566349,16.710368605169368,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,private,612.973765777775,57.11958786914744,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,private,1420.8282777246036,71.00124754583943,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,private,1954.4929280753393,126.96505100326608,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,private,829.9083401381451,65.05110951913959,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,total_exp,2160.187542450907,331.04076430830236,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,total_exp,2843.000316920086,96.2076186523467,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,total_exp,3396.788544061939,144.5977136400848,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,total_exp,2450.6761845324677,237.9429544950245,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,any_public,0.5322572202883789,0.01255489117663025,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,any_public,0.3865970654728468,0.007606694409186163,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,any_public,0.2926285295070797,0.010083886353027188,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,any_public,0.5153406049944722,0.010090959241787743,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,medicaid_ever,0.6657386314719619,0.015412839759692036,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,medicaid_ever,0.4374351626711124,0.009673377393181755,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,medicaid_ever,0.29377991693280114,0.011284409698455759,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,medicaid_ever,0.6288560828585418,0.012063878178911044,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,medicare_ever,0.005315859188684164,0.001377388458667469,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,medicare_ever,0.004575174864476627,0.000720858448937712,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,medicare_ever,0.003097900146966419,0.0009301930813968992,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,medicare_ever,0.005304911760784272,0.0012562026381601015,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,us_born,mexican_origin,uninsured_all_year,0.03940320599325565,0.004553959176618672,12007,11870371.528816778
pooled_2016_2024,plain,transport,0-17,us_born,all_donors,uninsured_all_year,0.023821435212147236,0.001803913719637593,50220,70171535.26105434
pooled_2016_2024,plain,transport,0-17,us_born,nh_white,uninsured_all_year,0.020568021539009506,0.002407425405759298,19613,34848601.52859222
pooled_2016_2024,plain,transport,0-17,us_born,hispanic,uninsured_all_year,0.03445209422910662,0.0035954030336891717,17287,17751744.668368332
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,public,714.3286296239027,236.4511842437643,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,public,525.7479009384002,79.68872397195697,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,public,836.8165132179467,344.1816162542283,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,public,681.522358650075,117.79938214227838,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,public_transport,713.2833236945303,236.44621319870114,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,public_transport,524.6518785701942,79.68752699501076,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,public_transport,836.8165132179467,344.1816162542283,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,public_transport,680.3718809090457,117.82189315353502,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,medicare,0.8088167621239207,0.4838090632656314,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,medicare,0.6348061919944642,0.40291055963755296,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,medicare,2.1941255302381246,2.166487220490083,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,medicare,0.29501720819304156,0.17351781893938242,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,medicaid,702.2989335730164,236.38384067137082,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,medicaid,446.75002696594856,74.07655268656913,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,medicaid,564.2192119393175,317.5749831267048,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,medicaid,655.0266983018856,116.87071721928352,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,medicaid_reported,701.2536276436441,236.37966488046857,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,medicaid_reported,445.65400459774247,74.0714566761479,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,medicaid_reported,564.2192119393175,317.5749831267048,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,medicaid_reported,653.8762205608563,116.89340122210312,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,other_public,11.220879288762307,4.965658085024432,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,other_public,78.36306778045723,30.172341604290196,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,other_public,270.4031757483912,147.86144950663558,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,other_public,26.200643139996362,10.861252442508249,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,va,0.025219373724732912,0.02534569119019394,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,va,2.971997108249458,2.0925968098560044,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,va,0.0,0.0,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,va,4.996483985914812,4.992376430068066,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,tricare,3.887511023104872,3.6231667519295403,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,tricare,53.279335100015246,21.10433059264708,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,tricare,194.61732521788815,97.92792693866724,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,tricare,11.998977850267037,7.198847910628608,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,ofd_stl,7.308148891932701,2.791882450021116,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,ofd_stl,22.11173557219253,10.397732015895764,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,ofd_stl,75.78585053050305,54.979634991157084,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,ofd_stl,9.205181303814514,4.003422436695884,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,opu,1.0453059293723006,0.9446687387732222,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,opu,1.0960223682060937,0.5944025017439227,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,opu,0.0,0.0,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,opu,1.1504777410294145,0.7623798391107246,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,out_of_pocket,251.35226813776387,89.59644566125645,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,out_of_pocket,436.4521253703193,69.45538805705056,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,out_of_pocket,801.7908505340746,224.2301298382172,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,out_of_pocket,278.88074421866304,61.055669809802055,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,private,286.4834446266925,150.27349630506328,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,private,1396.282749864399,578.6222755603605,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,private,1024.5503862428995,270.2475165188525,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,private,623.6024793531656,240.5800671191112,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,total_exp,1292.1168759296745,332.39553110253036,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,total_exp,2382.033394754084,596.2449127838123,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,total_exp,2664.6102588009676,634.6886328871872,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,total_exp,1612.7140722505374,287.177635276201,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,any_public,0.42483253662753034,0.057000189365855825,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,any_public,0.37400504765882636,0.02360005265836988,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,any_public,0.38418824232942483,0.049336563443856826,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,any_public,0.45207394079822893,0.030058655631346007,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,medicaid_ever,0.49915017362378,0.063770276987774,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,medicaid_ever,0.4398710249645804,0.02925113955958784,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,medicaid_ever,0.31646906793874074,0.0607504588309751,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,medicaid_ever,0.5566928387028668,0.03505644409904802,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,medicare_ever,0.01011115892033634,0.009878495048257357,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,medicare_ever,0.002155502046315379,0.001584699742979954,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,medicare_ever,0.0,0.0,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,medicare_ever,0.0036880613953160983,0.003655657459787231,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,foreign_born,mexican_origin,uninsured_all_year,0.2337341699049002,0.04191503528641057,384,345196.37433911115
pooled_2016_2024,plain,transport,0-17,foreign_born,all_donors,uninsured_all_year,0.10962543542241196,0.013525706248841151,2083,2542825.679331444
pooled_2016_2024,plain,transport,0-17,foreign_born,nh_white,uninsured_all_year,0.033315099244749034,0.017061539918405064,252,441038.42970388895
pooled_2016_2024,plain,transport,0-17,foreign_born,hispanic,uninsured_all_year,0.19596618162267448,0.026275496502102313,1003,946387.5531192222
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,public,1331.1844267674362,324.3728950357085,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,public,973.643899482873,67.35683295201503,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,public,823.2133668500676,63.78667105851681,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,public,1344.330523844386,217.44691591413795,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,public_transport,1330.98181526936,324.3765519064843,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,public_transport,973.37728328531,67.35898680190587,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,public_transport,823.1077155100138,63.79191981257911,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,public_transport,1343.7716611610608,217.4513976795831,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,medicare,7.312806227001449,4.141294165052193,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,medicare,7.442686519654261,1.440617986494632,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,medicare,7.729574686479647,1.859274768047966,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,medicare,6.053832452682075,2.7397059741918506,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,medicaid,1256.5192313057219,325.4746608432153,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,medicaid,889.396055930863,66.82837284066005,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,medicaid,741.6272225095879,61.2598816352237,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,medicaid,1245.3737511767474,217.62844457564054,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,medicaid_reported,1256.3166198076456,325.4784025784107,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,medicaid_reported,889.1294397333002,66.83028381087922,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,medicaid_reported,741.521571169534,61.264421943736004,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,medicaid_reported,1244.814888493422,217.6333728324728,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,other_public,67.35238923471299,22.738806668384687,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,other_public,76.80515703235561,8.6350094952057,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,other_public,73.85656965399995,9.18513880668347,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,other_public,92.90294021495657,24.252734406339055,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,va,4.239181673844201,2.7904349623280758,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,va,4.8313998361233885,0.9557424145926956,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,va,4.188770680530498,1.071605986501533,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,va,6.271138961999137,2.5422305584001768,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,tricare,40.54663015065399,19.106185697373373,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,tricare,46.53103042862665,7.2846700641281785,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,tricare,53.82780569381431,8.462443194556686,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,tricare,63.56786970846019,22.045251245930952,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,ofd_stl,22.56657741021479,9.52251419981254,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,ofd_stl,25.44272676760556,3.6356819074625615,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,ofd_stl,15.839993279655134,2.9280122192581284,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,ofd_stl,23.06393154449726,6.770389654891076,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,opu,0.20261149807616882,0.08333570721017118,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,opu,0.2666161975628598,0.07467070505713534,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,opu,0.10565134005377774,0.05924624287846165,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,opu,0.5588626833254133,0.24735377009698606,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,out_of_pocket,189.4648849597541,16.267282255281845,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,out_of_pocket,404.3328101870091,15.549483118258621,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,out_of_pocket,576.5338598126827,26.86555869011225,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,out_of_pocket,234.3530801894085,16.513229060783107,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,private,603.7475655706568,56.03281224399287,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,private,1419.969919103989,72.51357068069316,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,private,1942.870808981766,125.2979512021796,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,private,819.4663721132275,63.489900912609464,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,total_exp,2135.6569721877067,321.15588613083855,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,total_exp,2826.880275268795,95.37924958034746,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,total_exp,3387.6380182538996,142.6134097981519,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,total_exp,2408.2635572360487,226.33136328403836,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,any_public,0.5292215356924405,0.012566678796605774,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,any_public,0.3861567218345614,0.00751058621793376,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,any_public,0.2937728129856027,0.00995529889187485,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,any_public,0.5121384250754593,0.009831343861505732,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,medicaid_ever,0.661031054050115,0.015488264801286069,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,medicaid_ever,0.43752034492549846,0.009595104864542243,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,medicaid_ever,0.2940634785543649,0.01122578736341582,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,medicaid_ever,0.6252036113040217,0.011657112778914656,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,medicare_ever,0.005451368245189675,0.0014103583349116251,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,medicare_ever,0.004490558757038854,0.0007012311373553766,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,medicare_ever,0.0030591835996224346,0.0009188880732198285,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,medicare_ever,0.005223076471408315,0.0012305557160506343,18290,18698132.221487556
pooled_2016_2024,plain,transport,0-17,both,mexican_origin,uninsured_all_year,0.04489475126531735,0.004919616297539481,12391,12215567.90315589
pooled_2016_2024,plain,transport,0-17,both,all_donors,uninsured_all_year,0.02682200638271557,0.0019388244735314205,52303,72714360.94038577
pooled_2016_2024,plain,transport,0-17,both,nh_white,uninsured_all_year,0.020727330365659383,0.0023912278057130307,19865,35289639.95829611
pooled_2016_2024,plain,transport,0-17,both,hispanic,uninsured_all_year,0.04262697074361883,0.003975834781233517,18290,18698132.221487556
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin,public,883.5130734354815,98.97145150954042,6461,7970053.481901778
pooled_2016_2024,plain,transport,18-34,us_born,all_donors,public,975.3072701679308,85.14300914760045,37094,63633267.49713245
pooled_2016_2024,plain,transport,18-34,us_born,nh_white,public,852.7380397513869,52.70982850063323,18504,37724012.08396645
pooled_2016_2024,plain,transport,18-34,us_born,hispanic,public,1358.6645021881716,417.51661283225957,9319,11628697.199437888
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin,public_transport,883.0673550245258,98.97543198919399,6461,7970053.481901778
pooled_2016_2024,plain,transport,18-34,us_born,all_donors,public_transport,973.2299211031519,85.14406595108333,37094,63633267.49713245
pooled_2016_2024,plain,transport,18-34,us_born,nh_white,public_transport,851.0336466507085,52.692589530481776,18504,37724012.08396645
pooled_2016_2024,plain,transport,18-34,us_born,hispanic,public_transport,1357.2131117513459,417.5236722041211,9319,11628697.199437888
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin,medicare,25.052703688950963,9.051551068422295,6461,7970053.481901778
pooled_2016_2024,plain,transport,18-34,us_born,all_donors,medicare,71.21618730573799,7.809458466070673,37094,63633267.49713245
pooled_2016_2024,plain,transport,18-34,us_born,nh_white,medicare,72.48088215572339,9.54063602177881,18504,37724012.08396645
pooled_2016_2024,plain,transport,18-34,us_born,hispanic,medicare,35.4190116581368,10.248950198619534,9319,11628697.199437888
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin,medicaid,778.394104940411,98.23676397641172,6461,7970053.481901778
pooled_2016_2024,plain,transport,18-34,us_born,all_donors,medicaid,800.978979287957,83.0651819582866,37094,63633267.49713245
pooled_2016_2024,plain,transport,18-34,us_born,nh_white,medicaid,674.3406961211025,47.12250054392638,18504,37724012.08396645
pooled_2016_2024,plain,transport,18-34,us_born,hispanic,medicaid,1242.725564981182,417.10075507975296,9319,11628697.199437888
pooled_2016_2024,plain,transport,18-34,us_born,mexican_origin,medicaid_reported,777.9483865294554,98.24101400987146,6461,7970053.481901778
pooled_2016_2024,plain,transport,18-34,us_born,all_donors,medicaid_reported,798.9016302231781,83.06387935597098,37094,63633267.49713245
pooled_2016_2024,plain,transport,18-34,us_born,nh_white,medicaid_reported,672.6363030204242,47.119659196120544,18504,37724012.08396645
pooled_2016_2024,plain,transport,18-34,us_born,hispanic,medicaid_reported,1241.2741745443564,417.10801551834663,9319,11628697.199437888
