window,reference,matching,metric,population,mean_age,estimate,se_cps,se_meps,se_joint,ci95_low,ci95_high,standard_mass
w1_pre1990,third_plus_nh_white,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,2939241.14785462,61.299687871443616,-4147.981138941528,520.7475777345473,585.0775554723419,783.2584411507416,-5683.167683596982,-2612.7945942860742,0.6174367810226045
w1_pre1990,third_plus_nh_white,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,2939241.14785462,61.299687871443616,-4147.981138941528,520.7475777345473,585.0775554723419,783.2584411507416,-5683.167683596982,-2612.7945942860742,0.6174367810226045
w1_pre1990,third_plus_nh_white,age_band,partial_plus_G_K_X_R_age_matched_gap_total,2939241.14785462,61.299687871443616,-12425418851.275658,1968461357.9448853,2008953730.2440608,2812602923.980516,-17938120582.27747,-6912717120.273847,
w1_pre1990,all_native,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,2939241.14785462,61.299687871443616,-3127.05932600499,493.88798356176915,575.7685839247267,758.5741905320767,-4613.86473944786,-1640.2539125621197,0.6174367810226045
w1_pre1990,all_native,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,2939241.14785462,61.299687871443616,-3127.05932600499,493.88798356176915,575.7685839247267,758.5741905320767,-4613.86473944786,-1640.2539125621197,0.6174367810226045
w1_pre1990,all_native,age_band,partial_plus_G_K_X_R_age_matched_gap_total,2939241.14785462,61.299687871443616,-9054870790.793962,1844350345.4608648,1977139103.955981,2703831953.578748,-14354381419.808308,-3755360161.7796164,
w2_1990_1999,,,partial_absolute_total,2622620.78860004,49.66261268500624,3238340722.1422625,1244898531.9767218,1141940078.090195,1689319240.660698,-72724989.55270529,6549406433.837231,
w2_1990_1999,,,partial_absolute_per_person,2622620.78860004,49.66261268500624,1234.772764792616,468.4016298098347,435.41944113840583,639.5233979533439,-18.693095195937985,2488.23862478117,
w2_1990_1999,third_plus_nh_white,common_support,partial_common_age_gap_per_person_common_support,2622620.78860004,49.66261268500624,-5296.128954939326,573.7431675349786,569.8829075173091,808.6703596481402,-6881.122859849681,-3711.135050028971,0.6174367810226045
w2_1990_1999,third_plus_nh_white,window_support,partial_common_age_gap_per_person_window_support,2622620.78860004,49.66261268500624,-5798.0873088688695,601.6043482824148,481.3911203167401,770.4967245823406,-7308.260889050257,-4287.913728687482,0.7399961421604204
w2_1990_1999,third_plus_nh_white,age_band,partial_age_matched_gap_total,2622620.78860004,49.66261268500624,-24999591489.572247,1668639007.5877433,1207661282.7659378,2059806280.0989997,-29036811798.566284,-20962371180.57821,
w2_1990_1999,all_native,common_support,partial_common_age_gap_per_person_common_support,2622620.78860004,49.66261268500624,-4281.395723562696,556.0687569892058,560.5710839899763,789.5900219134088,-5828.992166512977,-2733.799280612415,0.6174367810226045
w2_1990_1999,all_native,window_support,partial_common_age_gap_per_person_window_support,2622620.78860004,49.66261268500624,-4620.551844391632,588.2511255987396,473.5655733296253,755.184572810648,-6100.713607100502,-3140.390081682762,0.7399961421604204
w2_1990_1999,all_native,age_band,partial_age_matched_gap_total,2622620.78860004,49.66261268500624,-21295869857.462402,1519067852.8669431,1188114127.4714186,1928518167.2753189,-25075765465.32203,-17515974249.602776,
w2_1990_1999,,,partial_plus_G_K_X_R_absolute_total,2622620.78860004,49.66261268500624,-10255626005.413921,1260094054.5157773,1141940078.090195,1700548196.369233,-13588700470.297619,-6922551540.530225,
w2_1990_1999,,,partial_plus_G_K_X_R_absolute_per_person,2622620.78860004,49.66261268500624,-3910.4494443088715,472.8969268669808,435.41944113840583,642.8231429884244,-5170.382804566183,-2650.51608405156,
w2_1990_1999,third_plus_nh_white,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,2622620.78860004,49.66261268500624,-4141.457684684493,592.7835345479557,569.8829075173091,822.2887857143312,-5753.143704684582,-2529.7716646844037,0.6174367810226045
w2_1990_1999,third_plus_nh_white,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,2622620.78860004,49.66261268500624,-4904.350047085822,616.3578478459904,481.3911203167401,782.0705897303307,-6437.20840295727,-3371.4916912143735,0.7399961421604204
w2_1990_1999,third_plus_nh_white,age_band,partial_plus_G_K_X_R_age_matched_gap_total,2622620.78860004,49.66261268500624,-24166428681.0863,1678025520.2813406,1207661282.7659378,2067417572.8689487,-28218567123.90944,-20114290238.26316,
w2_1990_1999,all_native,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,2622620.78860004,49.66261268500624,-3120.535871747955,572.6657683092037,560.5710839899763,801.3650993142063,-4691.211466403799,-1549.8602770921104,0.6174367810226045
w2_1990_1999,all_native,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,2622620.78860004,49.66261268500624,-3701.799500657899,600.0562230404224,473.5655733296253,764.4160013059342,-5200.0548632175305,-2203.544138098268,0.7399961421604204
w2_1990_1999,all_native,age_band,partial_plus_G_K_X_R_age_matched_gap_total,2622620.78860004,49.66261268500624,-20375664157.42047,1532751637.0685148,1188114127.4714186,1939315023.6187475,-24176721603.713215,-16574606711.127726,
w3_2000_2009,,,partial_absolute_total,3281865.0349948895,43.072901676308156,3459472978.5632215,1132052999.8775232,888589764.9251702,1439144108.4413571,638750526.0181613,6280195431.108282,
w3_2000_2009,,,partial_absolute_per_person,3281865.0349948895,43.072901676308156,1054.1179913477486,344.16755630774685,270.7575587204347,437.9051979813619,195.8238033042793,1912.4121793912177,
w3_2000_2009,third_plus_nh_white,common_support,partial_common_age_gap_per_person_common_support,3281865.0349948895,43.072901676308156,-5267.856104997427,804.9591385087167,564.6655046398502,983.2631116841881,-7195.0518038984355,-3340.6604060964182,0.6174367810226045
w3_2000_2009,third_plus_nh_white,window_support,partial_common_age_gap_per_person_window_support,3281865.0349948895,43.072901676308156,-7067.874273535376,607.1766213409164,382.4927833208172,717.6100464705579,-8474.389964617669,-5661.358582453083,1.0
w3_2000_2009,third_plus_nh_white,age_band,partial_age_matched_gap_total,3281865.0349948895,43.072901676308156,-35416433101.62964,1984789354.299105,1028310733.0636197,2235354948.2515965,-39797728800.20277,-31035137403.05651,
w3_2000_2009,all_native,common_support,partial_common_age_gap_per_person_common_support,3281865.0349948895,43.072901676308156,-4253.122873620797,794.4767323975817,555.3555034878575,969.3363779284208,-6153.022174360502,-2353.223572881092,0.6174367810226045
w3_2000_2009,all_native,window_support,partial_common_age_gap_per_person_window_support,3281865.0349948895,43.072901676308156,-5561.845479968625,586.1927278436162,376.66031971010256,696.7746483769747,-6927.523790787495,-4196.167169149755,1.0
w3_2000_2009,all_native,age_band,partial_age_matched_gap_total,3281865.0349948895,43.072901676308156,-30476530385.23623,1774712997.5785282,1012129887.6409842,2043040169.2649894,-34480889116.995605,-26472171653.47685,
w3_2000_2009,,,partial_plus_G_K_X_R_absolute_total,3281865.0349948895,43.072901676308156,-13386445164.833357,1259465334.3222597,888589764.9251702,1541377532.8222642,-16407545129.164995,-10365345200.501719,
w3_2000_2009,,,partial_plus_G_K_X_R_absolute_per_person,3281865.0349948895,43.072901676308156,-4078.9139779034826,351.1453624405636,270.7575587204347,443.4103304702817,-4947.998225625235,-3209.8297301817306,
w3_2000_2009,third_plus_nh_white,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,3281865.0349948895,43.072901676308156,-4082.7960082860177,809.2520791588287,564.6655046398502,986.7806543265143,-6016.8860907659855,-2148.70592580605,0.6174367810226045
w3_2000_2009,third_plus_nh_white,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,3281865.0349948895,43.072901676308156,-6392.859655516295,605.7760408949148,382.4927833208172,716.4253911014204,-7797.053422075079,-4988.665888957511,1.0
w3_2000_2009,third_plus_nh_white,age_band,partial_plus_G_K_X_R_age_matched_gap_total,3281865.0349948895,43.072901676308156,-34961498167.64252,2009153738.4227462,1028310733.0636197,2257016107.2424664,-39385249737.83775,-30537746597.44728,
w3_2000_2009,all_native,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,3281865.0349948895,43.072901676308156,-3061.87419534948,794.8598320263842,555.3555034878575,969.6503946388427,-4962.388968841612,-1161.3594218573483,0.6174367810226045
w3_2000_2009,all_native,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,3281865.0349948895,43.072901676308156,-4835.44722929496,585.0699793215457,376.66031971010256,695.8303508380693,-6199.274716937576,-3471.6197416523446,1.0
w3_2000_2009,all_native,age_band,partial_plus_G_K_X_R_age_matched_gap_total,3281865.0349948895,43.072901676308156,-29844741025.114105,1798251878.804255,1012129887.6409842,2063520469.750466,-33889241145.82502,-25800240904.40319,
w4_2010_2015,,,partial_absolute_total,983891.38278656,39.339818551298215,-407860585.9577967,622140535.026936,223882623.70513886,661197606.2575386,-1703807894.2225723,888086722.3069788,
w4_2010_2015,,,partial_absolute_per_person,983891.38278656,39.339818551298215,-414.53822352083324,631.7348816928978,227.54810909214632,671.4663824041759,-1730.6123330330179,901.5358859913513,
w4_2010_2015,third_plus_nh_white,common_support,partial_common_age_gap_per_person_common_support,983891.38278656,39.339818551298215,-4824.3627074674,1056.699716130354,566.222526048451,1198.8420409189275,-7174.093107668497,-2474.6323072663017,0.6174367810226045
w4_2010_2015,third_plus_nh_white,window_support,partial_common_age_gap_per_person_window_support,983891.38278656,39.339818551298215,-7537.9490234172135,765.5079210892914,383.3502693347289,856.1307179686161,-9215.9652306357,-5859.932816198726,1.0
w4_2010_2015,third_plus_nh_white,age_band,partial_age_matched_gap_total,983891.38278656,39.339818551298215,-10804121804.760275,1046224410.1101277,270685324.33368593,1080673892.124686,-12922242633.32466,-8686000976.19589,
w4_2010_2015,all_native,common_support,partial_common_age_gap_per_person_common_support,983891.38278656,39.339818551298215,-3809.6294760907695,1046.0734252594286,556.9118114250246,1185.082434575205,-6132.391047858171,-1486.8679043233674,0.6174367810226045
w4_2010_2015,all_native,window_support,partial_common_age_gap_per_person_window_support,983891.38278656,39.339818551298215,-6031.920229850461,754.7383874116445,377.5161246786463,843.8888895021148,-7685.942453274605,-4377.898006426316,1.0
w4_2010_2015,all_native,age_band,partial_age_matched_gap_total,983891.38278656,39.339818551298215,-9183268487.610224,932055413.2893536,266717016.70392677,969466482.371325,-11083422793.058022,-7283114182.162427,
w4_2010_2015,,,partial_plus_G_K_X_R_absolute_total,983891.38278656,39.339818551298215,-5549700385.922387,760303383.4291188,223882623.70513886,792581014.1877375,-7103159173.730352,-3996241598.114422,
w4_2010_2015,,,partial_plus_G_K_X_R_absolute_per_person,983891.38278656,39.339818551298215,-5640.56204070476,656.6259098246221,227.54810909214632,694.935772143314,-7002.636154105656,-4278.487927303864,
w4_2010_2015,third_plus_nh_white,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,983891.38278656,39.339818551298215,-3734.800984666129,1045.8250978767003,566.222526048451,1189.2678774580177,-6065.7660244838435,-1403.8359448484143,0.6174367810226045
w4_2010_2015,third_plus_nh_white,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,983891.38278656,39.339818551298215,-7020.801109606406,781.1653723202719,383.3502693347289,870.159047479987,-8726.31284266718,-5315.289376545631,1.0
w4_2010_2015,third_plus_nh_white,age_band,partial_plus_G_K_X_R_age_matched_gap_total,983891.38278656,39.339818551298215,-10740958597.585365,1073324837.8868589,270685324.33368593,1106931232.0259488,-12910543812.356224,-8571373382.814506,
w4_2010_2015,all_native,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,983891.38278656,39.339818551298215,-2713.879171729591,1036.5333177374405,556.9118114250246,1176.6699131381272,-5020.1522014803195,-407.6061419788616,0.6174367810226045
w4_2010_2015,all_native,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,983891.38278656,39.339818551298215,-5463.388683385072,770.2822323827538,377.5161246786463,857.8188281431819,-7144.7135865457085,-3782.0637802244355,1.0
w4_2010_2015,all_native,age_band,partial_plus_G_K_X_R_age_matched_gap_total,983891.38278656,39.339818551298215,-9054262694.180346,956147529.2971985,266717016.70392677,992651028.700711,-10999858710.433739,-7108666677.926952,
w5_2016_2025,,,partial_absolute_total,2393163.5283197886,32.42991436273308,8364682306.842417,2185236198.2828727,346955968.77699697,2212608344.591461,4027969951.4431534,12701394662.24168,
w5_2016_2025,,,partial_absolute_per_person,2393163.5283197886,32.42991436273308,3495.2405917347237,914.9431655533818,144.97796104246606,926.3582489409127,1679.5784238105348,5310.902759658913,
w5_2016_2025,third_plus_nh_white,common_support,partial_common_age_gap_per_person_common_support,2393163.5283197886,32.42991436273308,-3977.8158105170837,1114.3089974050279,559.6246798722763,1246.941989035555,-6421.822109026772,-1533.8095120073958,0.6174367810226045
w5_2016_2025,third_plus_nh_white,window_support,partial_common_age_gap_per_person_window_support,2393163.5283197886,32.42991436273308,-5107.954000794588,833.2436233334439,379.7208369142101,915.6870916490384,-6902.700700426703,-3313.2073011624725,1.0
w5_2016_2025,third_plus_nh_white,age_band,partial_age_matched_gap_total,2393163.5283197886,32.42991436273308,-17364147081.58005,2450158755.5270147,545192447.9791119,2510082216.3066983,-22283908225.54118,-12444385937.618923,
w5_2016_2025,all_native,common_support,partial_common_age_gap_per_person_common_support,2393163.5283197886,32.42991436273308,-2963.0825791404536,1095.9199270760255,550.3180513030604,1226.3321100551511,-5366.69351484855,-559.4716434323573,0.6174367810226045
w5_2016_2025,all_native,window_support,partial_common_age_gap_per_person_window_support,2393163.5283197886,32.42991436273308,-3601.9252072278355,820.630037433064,373.89450961789316,901.7930819538353,-5369.439647857353,-1834.4107665983183,1.0
w5_2016_2025,all_native,age_band,partial_age_matched_gap_total,2393163.5283197886,32.42991436273308,-13021723583.97877,2300620116.992207,538696235.82207,2362847129.460157,-17652903957.720676,-8390543210.236862,
w5_2016_2025,,,partial_plus_G_K_X_R_absolute_total,2393163.5283197886,32.42991436273308,-3107675839.162443,2267236919.846449,346955968.77699697,2293630679.726969,-7603191971.427301,1387840293.102415,
w5_2016_2025,,,partial_plus_G_K_X_R_absolute_per_person,2393163.5283197886,32.42991436273308,-1298.5639311260543,933.963582015197,144.97796104246606,945.1489732939925,-3151.0559187822796,553.928056530171,
w5_2016_2025,third_plus_nh_white,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,2393163.5283197886,32.42991436273308,-2554.868224116706,1126.4248590459815,559.6246798722763,1257.780881313954,-5020.118751492057,-89.61769674135621,0.6174367810226045
w5_2016_2025,third_plus_nh_white,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,2393163.5283197886,32.42991436273308,-4202.508798910777,842.2133982518022,379.7208369142101,923.8567649704563,-6013.268058252871,-2391.749539568683,1.0
w5_2016_2025,third_plus_nh_white,age_band,partial_plus_G_K_X_R_age_matched_gap_total,2393163.5283197886,32.42991436273308,-16446432113.49051,2453713365.4676385,545192447.9791119,2513552085.238733,-21372994200.558426,-11519870026.422596,
w5_2016_2025,all_native,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,2393163.5283197886,32.42991436273308,-1533.946411180168,1108.4657901475557,550.3180513030604,1237.5566110354075,-3959.557368809567,891.6645464492308,0.6174367810226045
w5_2016_2025,all_native,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,2393163.5283197886,32.42991436273308,-2645.0963726894443,830.47897416082,373.89450961789316,910.7647505506638,-4430.195283768746,-859.9974616101431,1.0
w5_2016_2025,all_native,age_band,partial_plus_G_K_X_R_age_matched_gap_total,2393163.5283197886,32.42991436273308,-11900378277.063875,2311483422.1008377,538696235.82207,2373425635.054923,-16552292521.771524,-7248464032.356226,
mexico_born,,,partial_absolute_total,12220781.882555902,46.48609373487583,6629354990.890361,3125857035.134808,4354399109.275954,5360202776.664797,-3876642451.3726416,17135352433.153362,
mexico_born,,,partial_absolute_per_person,12220781.882555902,46.48609373487583,542.4656993799379,257.10043660054004,356.31100784897234,439.3838513356388,-318.7266492379141,1403.6580479977897,
mexico_born,third_plus_nh_white,common_support,partial_common_age_gap_per_person_common_support,12220781.882555902,46.48609373487583,-5360.115673280033,363.6467597702426,569.7543614609579,675.9134547374985,-6684.90604456553,-4035.325301994536,0.6174367810226045
mexico_born,third_plus_nh_white,window_support,partial_common_age_gap_per_person_window_support,12220781.882555902,46.48609373487583,-6561.7116203683245,320.99663755168746,385.2975171965253,501.49079560575797,-7544.63357975561,-5578.789660981039,1.0
mexico_born,third_plus_nh_white,age_band,partial_age_matched_gap_total,12220781.882555902,46.48609373487583,-103100870032.58418,4905250789.8857565,4712347801.286693,6802036982.549151,-116432862518.38052,-89768877546.78784,
mexico_born,all_native,common_support,partial_common_age_gap_per_person_common_support,12220781.882555902,46.48609373487583,-4345.382441903404,330.71334961214654,560.4425638271586,650.7435646710958,-5620.839828658751,-3069.925055148056,0.6174367810226045
mexico_born,all_native,window_support,partial_common_age_gap_per_person_window_support,12220781.882555902,46.48609373487583,-5055.682826801573,294.04686860882623,379.45991219279847,480.0556070915354,-5996.591816700983,-4114.773836902164,1.0
mexico_born,all_native,age_band,partial_age_matched_gap_total,12220781.882555902,46.48609373487583,-85157525311.82208,4285784219.4612455,4637831260.339233,6314857494.44616,-97534646000.93655,-72780404622.70761,
mexico_born,,,partial_plus_G_K_X_R_absolute_total,12220781.882555902,46.48609373487583,-56302156876.11695,3475494236.963903,4354399109.275954,5571342010.147333,-67221987216.00572,-45382326536.22818,
mexico_born,,,partial_plus_G_K_X_R_absolute_per_person,12220781.882555902,46.48609373487583,-4607.083034227406,260.8651584231711,356.31100784897234,441.59728848068875,-5472.613719649556,-3741.552348805256,
mexico_born,third_plus_nh_white,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,12220781.882555902,46.48609373487583,-4367.330622542681,390.7301187189989,569.7543614609579,690.8618227098287,-5721.419795053946,-3013.241450031417,0.6174367810226045
mexico_born,third_plus_nh_white,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,12220781.882555902,46.48609373487583,-5981.285922846631,337.57735449786435,385.2975171965253,512.262283432602,-6985.319998374531,-4977.251847318732,1.0
mexico_born,third_plus_nh_white,age_band,partial_plus_G_K_X_R_age_matched_gap_total,12220781.882555902,46.48609373487583,-98740736411.08037,4982388852.645395,4712347801.286693,6857872882.990514,-112182167261.74178,-85299305560.41896,
mexico_born,all_native,common_support,partial_plus_G_K_X_R_common_age_gap_per_person_common_support,12220781.882555902,46.48609373487583,-3346.408809606144,359.2953071587151,560.4425638271586,665.7244062639089,-4651.228645883406,-2041.5889733288827,0.6174367810226045
mexico_born,all_native,window_support,partial_plus_G_K_X_R_common_age_gap_per_person_window_support,12220781.882555902,46.48609373487583,-4423.873496625298,312.2500753244122,379.45991219279847,491.4162538026875,-5387.049354078566,-3460.6976391720304,1.0
mexico_born,all_native,age_band,partial_plus_G_K_X_R_age_matched_gap_total,12220781.882555902,46.48609373487583,-80229916944.57277,4403902787.1580515,4637831260.339233,6395610882.3253355,-92765314273.93042,-67694519615.21511,
