wave,slice,group,measure,n_unweighted,n_unweighted_band,weighted_pop,estimate,se,singleton_strata
2023,sex:women|age:20-29,difference_returnee_minus_nonmigrant,tertiary,23,10,,-0.0013279005930273424,0.11163642440282569,-1
2023,sex:women|age:20-29,difference_returnee_minus_nonmigrant,mean_years_schooling,23,23,,0.12642733744649703,0.7693223571318818,-1
2023,sex:women|age:30-39,returnee_from_us,lt_lower_secondary,28,6,10406.0,0.2477416874879877,0.10495144255026687,56
2023,sex:women|age:30-39,returnee_from_us,lower_secondary,28,4,10406.0,0.1311743225062464,0.06503048276292331,56
2023,sex:women|age:30-39,returnee_from_us,upper_secondary,28,9,10406.0,0.3771862387084374,0.11141256122734622,56
2023,sex:women|age:30-39,returnee_from_us,tertiary,28,9,10406.0,0.24389775129732846,0.10183040026317351,56
2023,sex:women|age:30-39,returnee_from_us,mean_years_schooling,28,28,10406.0,11.68018450893715,1.3007845143425567,56
2023,sex:women|age:30-39,non_migrant,lt_lower_secondary,25683,3476,9289679.0,0.14821168740060878,0.0033607433908620513,56
2023,sex:women|age:30-39,non_migrant,lower_secondary,25683,7818,9289679.0,0.2998013171391606,0.003958691820600404,56
2023,sex:women|age:30-39,non_migrant,upper_secondary,25683,6395,9289679.0,0.24666858779512188,0.0038492080123140662,56
2023,sex:women|age:30-39,non_migrant,tertiary,25683,7994,9289679.0,0.30531840766510876,0.00434224483014451,56
2023,sex:women|age:30-39,non_migrant,mean_years_schooling,25683,25681,9288792.0,11.334350042502836,0.03848298569245104,56
2023,sex:women|age:30-39,difference_returnee_minus_nonmigrant,lt_lower_secondary,28,6,,0.09953000008737892,0.10511474967963998,-1
2023,sex:women|age:30-39,difference_returnee_minus_nonmigrant,lower_secondary,28,4,,-0.1686269946329142,0.06519143305133675,-1
2023,sex:women|age:30-39,difference_returnee_minus_nonmigrant,upper_secondary,28,9,,0.13051765091331555,0.11145916473518912,-1
2023,sex:women|age:30-39,difference_returnee_minus_nonmigrant,tertiary,28,9,,-0.061420656367780296,0.10196665862609328,-1
2023,sex:women|age:30-39,difference_returnee_minus_nonmigrant,mean_years_schooling,28,28,,0.34583446643431515,1.301712499960818,-1
2023,sex:women|age:40-49,returnee_from_us,lt_lower_secondary,24,3,6220.0,0.08215434083601286,0.052841589012341685,56
2023,sex:women|age:40-49,returnee_from_us,lower_secondary,24,6,6220.0,0.3067524115755627,0.11374015190627283,56
2023,sex:women|age:40-49,returnee_from_us,upper_secondary,24,5,6220.0,0.20514469453376205,0.0960496536272914,56
2023,sex:women|age:40-49,returnee_from_us,tertiary,24,10,6220.0,0.4059485530546624,0.11928112637742981,56
2023,sex:women|age:40-49,returnee_from_us,mean_years_schooling,24,24,6220.0,12.317684887459807,0.9967090940490906,56
2023,sex:women|age:40-49,non_migrant,lt_lower_secondary,25000,6226,9118066.0,0.2644620032362126,0.004049799597403667,56
2023,sex:women|age:40-49,non_migrant,lower_secondary,25000,8407,9118066.0,0.3243577091896461,0.004151038332631,56
2023,sex:women|age:40-49,non_migrant,upper_secondary,25000,4700,9118066.0,0.18240479943882837,0.003381359606726617,56
2023,sex:women|age:40-49,non_migrant,tertiary,25000,5667,9118066.0,0.2287754881353129,0.0037752599080317167,56
2023,sex:women|age:40-49,non_migrant,mean_years_schooling,25000,24998,9117649.0,10.053986943344714,0.04025634477460362,56
2023,sex:women|age:40-49,difference_returnee_minus_nonmigrant,lt_lower_secondary,24,3,,-0.18230766240019974,0.053012711079946324,-1
2023,sex:women|age:40-49,difference_returnee_minus_nonmigrant,lower_secondary,24,6,,-0.017605297614083415,0.11379197014327226,-1
2023,sex:women|age:40-49,difference_returnee_minus_nonmigrant,upper_secondary,24,5,,0.022739895094933682,0.09609986076200969,-1
2023,sex:women|age:40-49,difference_returnee_minus_nonmigrant,tertiary,24,10,,0.17717306491934948,0.11934582892342069,-1
2023,sex:women|age:40-49,difference_returnee_minus_nonmigrant,mean_years_schooling,24,24,,2.2636979441150924,0.9977884322477852,-1
2023,sex:women|age:50-59,returnee_from_us,lt_lower_secondary,29,12,8385.0,0.3725700655933214,0.10513492978630819,56
2023,sex:women|age:50-59,returnee_from_us,lower_secondary,29,9,8385.0,0.3370304114490161,0.11215743749704758,56
2023,sex:women|age:50-59,returnee_from_us,upper_secondary,29,6,8385.0,0.18843172331544425,0.07954631911767641,56
2023,sex:women|age:50-59,returnee_from_us,tertiary,29,2,8385.0,0.10196779964221825,0.07282747747927053,56
2023,sex:women|age:50-59,returnee_from_us,mean_years_schooling,29,29,8385.0,8.595348837209302,0.8288755905257371,56
2023,sex:women|age:50-59,non_migrant,lt_lower_secondary,22656,7889,8227585.0,0.36331499461871253,0.00467366864885984,56
2023,sex:women|age:50-59,non_migrant,lower_secondary,22656,6398,8227585.0,0.27207449087429664,0.004064016919971071,56
2023,sex:women|age:50-59,non_migrant,upper_secondary,22656,4011,8227585.0,0.16764676390459654,0.003396300731628362,56
2023,sex:women|age:50-59,non_migrant,tertiary,22656,4358,8227585.0,0.19696375060239427,0.003931111549264649,56
2023,sex:women|age:50-59,non_migrant,mean_years_schooling,22656,22649,8225893.0,9.229902212440644,0.04596970907821627,56
2023,sex:women|age:50-59,difference_returnee_minus_nonmigrant,lt_lower_secondary,29,12,,0.00925507097460887,0.10525330823988094,-1
2023,sex:women|age:50-59,difference_returnee_minus_nonmigrant,lower_secondary,29,9,,0.06495592057471944,0.11228957253170732,-1
2023,sex:women|age:50-59,difference_returnee_minus_nonmigrant,upper_secondary,29,6,,0.02078495941084771,0.07962538846764608,-1
2023,sex:women|age:50-59,difference_returnee_minus_nonmigrant,tertiary,29,2,,-0.09499595096017602,0.07294413063191092,-1
2023,sex:women|age:50-59,difference_returnee_minus_nonmigrant,mean_years_schooling,29,29,,-0.6345533752313415,0.8302352439508485,-1
2023,sex:women|age:60-64,returnee_from_us,lt_lower_secondary,23,13,4482.0,0.5892458723784025,0.11798865700458418,56
2023,sex:women|age:60-64,returnee_from_us,lower_secondary,23,2,4482.0,0.11267291387773315,0.08038183950985976,56
2023,sex:women|age:60-64,returnee_from_us,upper_secondary,23,5,4482.0,0.18830879071842926,0.0904103431587546,56
2023,sex:women|age:60-64,returnee_from_us,tertiary,23,3,4482.0,0.10977242302543508,0.06827786408789022,56
2023,sex:women|age:60-64,returnee_from_us,mean_years_schooling,23,23,4482.0,6.997099509147702,1.240016839139205,56
2023,sex:women|age:60-64,non_migrant,lt_lower_secondary,8949,4457,3283730.0,0.4975768409704817,0.0072617139888199326,56
2023,sex:women|age:60-64,non_migrant,lower_secondary,8949,1670,3283730.0,0.18519336242626525,0.005611922452280941,56
2023,sex:women|age:60-64,non_migrant,upper_secondary,8949,1309,3283730.0,0.14592338590566215,0.005050431545943758,56
2023,sex:women|age:60-64,non_migrant,tertiary,8949,1513,3283730.0,0.17130641069759084,0.005463749904798338,56
2023,sex:women|age:60-64,non_migrant,mean_years_schooling,8949,8949,3283730.0,8.180232844965937,0.07293621750837126,56
2023,sex:women|age:60-64,difference_returnee_minus_nonmigrant,lt_lower_secondary,23,13,,0.09166903140792082,0.11818972009769721,-1
2023,sex:women|age:60-64,difference_returnee_minus_nonmigrant,lower_secondary,23,2,,-0.0725204485485321,0.08065910319612263,-1
2023,sex:women|age:60-64,difference_returnee_minus_nonmigrant,upper_secondary,23,5,,0.04238540481276712,0.09055724818275412,-1
2023,sex:women|age:60-64,difference_returnee_minus_nonmigrant,tertiary,23,3,,-0.06153398767215576,0.06852433049660303,-1
2023,sex:women|age:60-64,difference_returnee_minus_nonmigrant,mean_years_schooling,23,23,,-1.1831333358182352,1.2418263891591803,-1
