wave,slice,group,measure,n_unweighted,n_unweighted_band,weighted_pop,estimate,se,singleton_strata
2018,sex:women,returnee_from_us,mean_years_schooling,181,181,50152.0,9.894939384271813,0.3859199680791538,0
2018,sex:women,non_migrant,lt_lower_secondary,113102,31967,36831389.0,0.2869732661996538,0.0020765459837795183,0
2018,sex:women,non_migrant,lower_secondary,113102,31211,36831389.0,0.2629092809939913,0.0018751363800490176,0
2018,sex:women,non_migrant,upper_secondary,113102,23393,36831389.0,0.20979588904453209,0.0017396754809030218,0
2018,sex:women,non_migrant,tertiary,113102,26525,36831389.0,0.24032156376182284,0.0020684420555882347,0
2018,sex:women,non_migrant,mean_years_schooling,113102,113078,36824116.0,9.979706315285341,0.022682998671565407,0
2018,sex:women,difference_returnee_minus_nonmigrant,lt_lower_secondary,181,50,,0.007611197032121597,0.04863275571005809,-1
2018,sex:women,difference_returnee_minus_nonmigrant,lower_secondary,181,53,,0.022941731926729714,0.03970547044357435,-1
2018,sex:women,difference_returnee_minus_nonmigrant,upper_secondary,181,52,,0.05471998270534825,0.0406251412575625,-1
2018,sex:women,difference_returnee_minus_nonmigrant,tertiary,181,26,,-0.08527291166419962,0.03697933234780093,-1
2018,sex:women,difference_returnee_minus_nonmigrant,mean_years_schooling,181,181,,-0.08476693101352772,0.3864483241857653,-1
2018,age:20-29,returnee_from_us,lt_lower_secondary,155,28,41800.0,0.18641148325358853,0.037310145704915205,0
2018,age:20-29,returnee_from_us,lower_secondary,155,45,41800.0,0.2904306220095694,0.04340345253194292,0
2018,age:20-29,returnee_from_us,upper_secondary,155,57,41800.0,0.3154784688995215,0.04348175415920562,0
2018,age:20-29,returnee_from_us,tertiary,155,25,41800.0,0.20767942583732057,0.04307235691400968,0
2018,age:20-29,returnee_from_us,mean_years_schooling,155,155,41800.0,10.600717703349282,0.3334606020551364,0
2018,age:20-29,non_migrant,lt_lower_secondary,59041,7669,19221109.0,0.1332602088672407,0.0023853253028488335,0
2018,age:20-29,non_migrant,lower_secondary,59041,14995,19221109.0,0.24399055226209893,0.002764138257826373,0
2018,age:20-29,non_migrant,upper_secondary,59041,17145,19221109.0,0.29584562472435905,0.0029847462476563624,0
2018,age:20-29,non_migrant,tertiary,59041,19224,19221109.0,0.3269036141463013,0.0032467258958970542,0
2018,age:20-29,non_migrant,mean_years_schooling,59041,59021,19217359.0,11.437710353436183,0.026339970663715014,0
2018,age:20-29,difference_returnee_minus_nonmigrant,lt_lower_secondary,155,28,,0.05315127438634784,0.03732078865980487,-1
2018,age:20-29,difference_returnee_minus_nonmigrant,lower_secondary,155,45,,0.04644006974747045,0.043530187848254145,-1
2018,age:20-29,difference_returnee_minus_nonmigrant,upper_secondary,155,57,,0.019632844175162478,0.043539559912554725,-1
2018,age:20-29,difference_returnee_minus_nonmigrant,tertiary,155,25,,-0.11922418830898074,0.04308880717217626,-1
2018,age:20-29,difference_returnee_minus_nonmigrant,mean_years_schooling,155,155,,-0.8369926500869003,0.33377197190473235,-1
2018,age:30-39,returnee_from_us,lt_lower_secondary,336,99,93537.0,0.3310775415076387,0.033399105210491185,0
2018,age:30-39,returnee_from_us,lower_secondary,336,124,93537.0,0.358895410372366,0.0321755204288026,0
2018,age:30-39,returnee_from_us,upper_secondary,336,85,93537.0,0.21420400483231233,0.026014630773431184,0
2018,age:30-39,returnee_from_us,tertiary,336,28,93537.0,0.09582304328768294,0.022269114446474673,0
2018,age:30-39,returnee_from_us,mean_years_schooling,336,336,93537.0,9.202283588312646,0.24321619921588955,0
2018,age:30-39,non_migrant,lt_lower_secondary,52316,11439,17042581.0,0.22266122719322853,0.003070757354049293,0
2018,age:30-39,non_migrant,lower_secondary,52316,16355,17042581.0,0.29385725084715747,0.0030644171533631267,0
2018,age:30-39,non_migrant,upper_secondary,52316,11318,17042581.0,0.21806010486322464,0.0026807271543818362,0
2018,age:30-39,non_migrant,tertiary,52316,13204,17042581.0,0.26542141709638933,0.0032958117757075456,0
2018,age:30-39,non_migrant,mean_years_schooling,52316,52308,17041265.0,10.646770354196123,0.03347204926443042,0
2018,age:30-39,difference_returnee_minus_nonmigrant,lt_lower_secondary,336,99,,0.10841631431441015,0.033548294135086455,-1
2018,age:30-39,difference_returnee_minus_nonmigrant,lower_secondary,336,124,,0.06503815952520853,0.032301607722080766,-1
2018,age:30-39,difference_returnee_minus_nonmigrant,upper_secondary,336,85,,-0.0038561000309123017,0.026153348457753987,-1
2018,age:30-39,difference_returnee_minus_nonmigrant,tertiary,336,28,,-0.1695983738087064,0.02239088294052025,-1
2018,age:30-39,difference_returnee_minus_nonmigrant,mean_years_schooling,336,336,,-1.444486765883477,0.24479523003152298,-1
2018,age:40-49,returnee_from_us,lt_lower_secondary,292,127,84415.0,0.4466623230468519,0.0374558232691629,0
2018,age:40-49,returnee_from_us,lower_secondary,292,93,84415.0,0.3088195225966949,0.03242028042357689,0
2018,age:40-49,returnee_from_us,upper_secondary,292,51,84415.0,0.1574601670319256,0.023940649627180177,0
2018,age:40-49,returnee_from_us,tertiary,292,21,84415.0,0.08705798732452763,0.025405580891902032,0
2018,age:40-49,returnee_from_us,mean_years_schooling,292,292,84415.0,8.326790262394125,0.3202155575193146,0
2018,age:40-49,non_migrant,lt_lower_secondary,50603,15705,16553688.0,0.30776561694288307,0.0031565905305511563,0
2018,age:40-49,non_migrant,lower_secondary,50603,15809,16553688.0,0.30183195430528836,0.002959232571311832,0
2018,age:40-49,non_migrant,upper_secondary,50603,9223,16553688.0,0.1844620969055355,0.00263013145093096,0
2018,age:40-49,non_migrant,tertiary,50603,9865,16553688.0,0.2059403318462931,0.0030501007950567275,0
2018,age:40-49,non_migrant,mean_years_schooling,50603,50597,16551636.0,9.726111666544625,0.032898036723650194,0
2018,age:40-49,difference_returnee_minus_nonmigrant,lt_lower_secondary,292,127,,0.13889670610396881,0.03749396890447563,-1
2018,age:40-49,difference_returnee_minus_nonmigrant,lower_secondary,292,93,,0.00698756829140651,0.032455660578918154,-1
2018,age:40-49,difference_returnee_minus_nonmigrant,upper_secondary,292,51,,-0.027001929873609887,0.024085611988629445,-1
2018,age:40-49,difference_returnee_minus_nonmigrant,tertiary,292,21,,-0.11888234452176547,0.025484755089047427,-1
2018,age:40-49,difference_returnee_minus_nonmigrant,mean_years_schooling,292,292,,-1.3993214041505002,0.3214719937893736,-1
2018,age:50-59,returnee_from_us,lt_lower_secondary,144,75,39589.0,0.514915759428124,0.05493992974474434,0
2018,age:50-59,returnee_from_us,lower_secondary,144,33,39589.0,0.20919952512061432,0.0400229997991906,0
2018,age:50-59,returnee_from_us,upper_secondary,144,23,39589.0,0.1690368536714744,0.03887766584113484,0
2018,age:50-59,returnee_from_us,tertiary,144,13,39589.0,0.10684786177978732,0.04256984552266752,0
2018,age:50-59,returnee_from_us,mean_years_schooling,144,144,39589.0,7.839627169163151,0.5913457015890825,0
2018,age:50-59,non_migrant,lt_lower_secondary,40197,17534,13218761.0,0.4279705942183235,0.003877280387394174,0
2018,age:50-59,non_migrant,lower_secondary,40197,8665,13218761.0,0.2085848287899297,0.002996641127122615,0
2018,age:50-59,non_migrant,upper_secondary,40197,6199,13218761.0,0.15942999498969684,0.002894210771611026,0
2018,age:50-59,non_migrant,tertiary,40197,7798,13218761.0,0.20401458200204997,0.003299717870999302,0
2018,age:50-59,non_migrant,mean_years_schooling,40197,40188,13214804.0,8.917339220468197,0.041708984189198335,0
2018,age:50-59,difference_returnee_minus_nonmigrant,lt_lower_secondary,144,75,,0.08694516520980045,0.05504992002825865,-1
2018,age:50-59,difference_returnee_minus_nonmigrant,lower_secondary,144,33,,0.0006146963306846165,0.04010367313615903,-1
2018,age:50-59,difference_returnee_minus_nonmigrant,upper_secondary,144,23,,0.009606858681777547,0.038987216942138615,-1
2018,age:50-59,difference_returnee_minus_nonmigrant,tertiary,144,13,,-0.09716672022226265,0.04257732977471879,-1
2018,age:50-59,difference_returnee_minus_nonmigrant,mean_years_schooling,144,144,,-1.0777120513050455,0.5920993438824715,-1
2018,age:60-64,returnee_from_us,lt_lower_secondary,42,26,10682.0,0.5942707358172626,0.09002302490895427,0
2018,age:60-64,returnee_from_us,lower_secondary,42,6,10682.0,0.20127316981838608,0.08182100029659359,0
2018,age:60-64,returnee_from_us,upper_secondary,42,5,10682.0,0.1144916682269238,0.05036179150063282,0
2018,age:60-64,returnee_from_us,tertiary,42,5,10682.0,0.08996442613742744,0.048385152919926795,0
2018,age:60-64,returnee_from_us,mean_years_schooling,42,42,10682.0,7.7946077513574235,0.6702578153015744,0
2018,age:60-64,non_migrant,lt_lower_secondary,15014,8839,4847674.0,0.5808827078718577,0.006018004859005555,0
2018,age:60-64,non_migrant,lower_secondary,15014,2249,4847674.0,0.14595700948537382,0.004033729140330514,0
2018,age:60-64,non_migrant,upper_secondary,15014,1548,4847674.0,0.11095651233973242,0.0037343828450049636,0
2018,age:60-64,non_migrant,tertiary,15014,2376,4847674.0,0.16220377030303607,0.004580869394836044,0
2018,age:60-64,non_migrant,mean_years_schooling,15014,15006,4845660.0,7.502882785833096,0.06465860301276963,0
2018,age:60-64,difference_returnee_minus_nonmigrant,lt_lower_secondary,42,26,,0.013388027945404946,0.0902754886482882,-1
2018,age:60-64,difference_returnee_minus_nonmigrant,lower_secondary,42,6,,0.05531616033301226,0.08186297306113371,-1
2018,age:60-64,difference_returnee_minus_nonmigrant,upper_secondary,42,5,,0.003535155887191388,0.050508122743682576,-1
2018,age:60-64,difference_returnee_minus_nonmigrant,tertiary,42,5,,-0.07223934416560862,0.048659558423844854,-1
2018,age:60-64,difference_returnee_minus_nonmigrant,mean_years_schooling,42,42,,0.2917249655243275,0.6737030077829144,-1
2018,sex:men|age:20-29,returnee_from_us,lt_lower_secondary,128,26,33361.0,0.2128833068553101,0.04398144393089337,0
2018,sex:men|age:20-29,returnee_from_us,lower_secondary,128,40,33361.0,0.33020592907886454,0.05001743875302507,0
2018,sex:men|age:20-29,returnee_from_us,upper_secondary,128,44,33361.0,0.2621923803243308,0.04078273790974254,0
2018,sex:men|age:20-29,returnee_from_us,tertiary,128,18,33361.0,0.19471838374149456,0.04812298037588515,0
2018,sex:men|age:20-29,returnee_from_us,mean_years_schooling,128,128,33361.0,10.250472108150236,0.3648750647460455,0
2018,sex:men|age:20-29,non_migrant,lt_lower_secondary,29554,4234,9671102.0,0.1431382897212748,0.003075206287594182,0
2018,sex:men|age:20-29,non_migrant,lower_secondary,29554,7330,9671102.0,0.23635486421299248,0.0037616910926045522,0
2018,sex:men|age:20-29,non_migrant,upper_secondary,29554,8378,9671102.0,0.2890401734983252,0.003910553158568304,0
2018,sex:men|age:20-29,non_migrant,tertiary,29554,9607,9671102.0,0.3314666725674075,0.004300826853440084,0
2018,sex:men|age:20-29,non_migrant,mean_years_schooling,29554,29543,9669206.0,11.382510725286027,0.03328471162645563,0
2018,sex:men|age:20-29,difference_returnee_minus_nonmigrant,lt_lower_secondary,128,26,,0.0697450171340353,0.04404421333604768,-1
2018,sex:men|age:20-29,difference_returnee_minus_nonmigrant,lower_secondary,128,40,,0.09385106486587205,0.05027495166758667,-1
2018,sex:men|age:20-29,difference_returnee_minus_nonmigrant,upper_secondary,128,44,,-0.02684779317399444,0.040935876861435676,-1
2018,sex:men|age:20-29,difference_returnee_minus_nonmigrant,tertiary,128,18,,-0.13674828882591297,0.04822659925948511,-1
2018,sex:men|age:20-29,difference_returnee_minus_nonmigrant,mean_years_schooling,128,128,,-1.132038617135791,0.36583954602808355,-1
2018,sex:men|age:30-39,returnee_from_us,lt_lower_secondary,271,85,76888.0,0.33460357923212986,0.035486181627844074,0
2018,sex:men|age:30-39,returnee_from_us,lower_secondary,271,106,76888.0,0.37697690146706897,0.03615416435654482,0
2018,sex:men|age:30-39,returnee_from_us,upper_secondary,271,59,76888.0,0.1886380189366351,0.02726061248228877,0
2018,sex:men|age:30-39,returnee_from_us,tertiary,271,21,76888.0,0.09978150036416605,0.025499505378656147,0
2018,sex:men|age:30-39,returnee_from_us,mean_years_schooling,271,271,76888.0,9.136783373218188,0.2731104576649043,0
2018,sex:men|age:30-39,non_migrant,lt_lower_secondary,24917,5728,8216873.0,0.22915335310646764,0.0038172187241249725,0
2018,sex:men|age:30-39,non_migrant,lower_secondary,24917,7420,8216873.0,0.2806251234502468,0.004019433828995516,0
2018,sex:men|age:30-39,non_migrant,upper_secondary,24917,5436,8216873.0,0.22092832638401494,0.003703999942967712,0
2018,sex:men|age:30-39,non_migrant,tertiary,24917,6333,8216873.0,0.26929319705927063,0.004380546205808051,0
2018,sex:men|age:30-39,non_migrant,mean_years_schooling,24917,24912,8216224.0,10.66735351908614,0.042078481015585194,0
2018,sex:men|age:30-39,difference_returnee_minus_nonmigrant,lt_lower_secondary,271,85,,0.10545022612566221,0.0356178541152512,-1
2018,sex:men|age:30-39,difference_returnee_minus_nonmigrant,lower_secondary,271,106,,0.09635177801682215,0.036228188274650915,-1
2018,sex:men|age:30-39,difference_returnee_minus_nonmigrant,upper_secondary,271,59,,-0.032290307447379846,0.02747304985894767,-1
2018,sex:men|age:30-39,difference_returnee_minus_nonmigrant,tertiary,271,21,,-0.16951169669510457,0.02573644660676296,-1
2018,sex:men|age:30-39,difference_returnee_minus_nonmigrant,mean_years_schooling,271,271,,-1.5305701458679515,0.2752237107230567,-1
2018,sex:men|age:40-49,returnee_from_us,lt_lower_secondary,240,112,68126.0,0.48013974106802104,0.03850777734005655,0
2018,sex:men|age:40-49,returnee_from_us,lower_secondary,240,71,68126.0,0.2909168305786337,0.03389573063946712,0
2018,sex:men|age:40-49,returnee_from_us,upper_secondary,240,42,68126.0,0.1608783724275607,0.026859753811162707,0
2018,sex:men|age:40-49,returnee_from_us,tertiary,240,15,68126.0,0.06806505592578457,0.02397235515237978,0
2018,sex:men|age:40-49,returnee_from_us,mean_years_schooling,240,240,68126.0,7.968778439949506,0.3106762812868684,0
2018,sex:men|age:40-49,non_migrant,lt_lower_secondary,23837,7611,7729179.0,0.31178938927407424,0.0040660878041076,0
2018,sex:men|age:40-49,non_migrant,lower_secondary,23837,7104,7729179.0,0.29027300312232385,0.0039783500079119795,0
2018,sex:men|age:40-49,non_migrant,upper_secondary,23837,4456,7729179.0,0.18988705009937018,0.003568204871593772,0
2018,sex:men|age:40-49,non_migrant,tertiary,23837,4666,7729179.0,0.20805055750423168,0.0038719455515091447,0
2018,sex:men|age:40-49,non_migrant,mean_years_schooling,23837,23833,7727631.0,9.7744425167299,0.04038290031451942,0
2018,sex:men|age:40-49,difference_returnee_minus_nonmigrant,lt_lower_secondary,240,112,,0.1683503517939468,0.03861248306157575,-1
2018,sex:men|age:40-49,difference_returnee_minus_nonmigrant,lower_secondary,240,71,,0.0006438274563098645,0.03396188263911796,-1
2018,sex:men|age:40-49,difference_returnee_minus_nonmigrant,upper_secondary,240,42,,-0.02900867767180948,0.027056415586470615,-1
2018,sex:men|age:40-49,difference_returnee_minus_nonmigrant,tertiary,240,15,,-0.1399855015784471,0.024069873130492584,-1
2018,sex:men|age:40-49,difference_returnee_minus_nonmigrant,mean_years_schooling,240,240,,-1.8056640767803946,0.31282231530228055,-1
2018,sex:men|age:50-59,returnee_from_us,lt_lower_secondary,119,64,34045.0,0.5320017623733294,0.059766400821638935,0
2018,sex:men|age:50-59,returnee_from_us,lower_secondary,119,26,34045.0,0.19509472756645616,0.04271157686867651,0
2018,sex:men|age:50-59,returnee_from_us,upper_secondary,119,20,34045.0,0.17412248494639448,0.041388864961555985,0
2018,sex:men|age:50-59,returnee_from_us,tertiary,119,9,34045.0,0.09878102511381995,0.04814196300562288,0
2018,sex:men|age:50-59,returnee_from_us,mean_years_schooling,119,119,34045.0,7.694786312233808,0.6602052512793761,0
2018,sex:men|age:50-59,non_migrant,lt_lower_secondary,18817,7807,6193931.0,0.3986750901810175,0.004921947594402073,0
2018,sex:men|age:50-59,non_migrant,lower_secondary,18817,3947,6193931.0,0.21028229084243916,0.004139420209837682,0
2018,sex:men|age:50-59,non_migrant,upper_secondary,18817,3091,6193931.0,0.1705711607055358,0.004014904056475434,0
2018,sex:men|age:50-59,non_migrant,tertiary,18817,3971,6193931.0,0.22047145827100753,0.004309004175429928,0
2018,sex:men|age:50-59,non_migrant,mean_years_schooling,18817,18812,6192928.0,9.279342824589596,0.051278340050849205,0
2018,sex:men|age:50-59,difference_returnee_minus_nonmigrant,lt_lower_secondary,119,64,,0.13332667219231192,0.05996549195207865,-1
2018,sex:men|age:50-59,difference_returnee_minus_nonmigrant,lower_secondary,119,26,,-0.015187563275983001,0.04289622323290971,-1
2018,sex:men|age:50-59,difference_returnee_minus_nonmigrant,upper_secondary,119,20,,0.0035513242408586887,0.041575285835503656,-1
2018,sex:men|age:50-59,difference_returnee_minus_nonmigrant,tertiary,119,9,,-0.12169043315718758,0.04820958095878898,-1
2018,sex:men|age:50-59,difference_returnee_minus_nonmigrant,mean_years_schooling,119,119,,-1.584556512355788,0.6628167127630095,-1
2018,sex:men|age:60-64,returnee_from_us,lt_lower_secondary,30,18,7451.0,0.6405851563548517,0.09833904230925959,0
2018,sex:men|age:60-64,returnee_from_us,lower_secondary,30,5,7451.0,0.18963897463427729,0.08350594335490276,0
2018,sex:men|age:60-64,returnee_from_us,upper_secondary,30,4,7451.0,0.13756542745940142,0.06629621247896549,0
2018,sex:men|age:60-64,returnee_from_us,tertiary,30,3,7451.0,0.0322104415514696,0.02105567182212165,0
2018,sex:men|age:60-64,returnee_from_us,mean_years_schooling,30,30,7451.0,7.35726748087505,0.6405684961845504,0
2018,sex:men|age:60-64,non_migrant,lt_lower_secondary,6944,3839,2241339.0,0.5389024150295872,0.008189297016848908,0
2018,sex:men|age:60-64,non_migrant,lower_secondary,6944,1061,2241339.0,0.15082011244171453,0.006017729823893608,0
2018,sex:men|age:60-64,non_migrant,upper_secondary,6944,679,2241339.0,0.10696106211510173,0.005499440180613301,0
2018,sex:men|age:60-64,non_migrant,tertiary,6944,1365,2241339.0,0.20331641041359652,0.006882403562351855,0
2018,sex:men|age:60-64,non_migrant,mean_years_schooling,6944,6942,2240619.0,8.131115999641171,0.08785613970147235,0
2018,sex:men|age:60-64,difference_returnee_minus_nonmigrant,lt_lower_secondary,30,18,,0.10168274132526445,0.0986065571407824,-1
2018,sex:men|age:60-64,difference_returnee_minus_nonmigrant,lower_secondary,30,5,,0.03881886219256275,0.08360771714299142,-1
2018,sex:men|age:60-64,difference_returnee_minus_nonmigrant,upper_secondary,30,4,,0.030604365344299694,0.06655194729074744,-1
2018,sex:men|age:60-64,difference_returnee_minus_nonmigrant,tertiary,30,3,,-0.17110596886212692,0.022126389706774195,-1
2018,sex:men|age:60-64,difference_returnee_minus_nonmigrant,mean_years_schooling,30,30,,-0.7738485187661208,0.645704934758494,-1
2018,sex:women|age:20-29,returnee_from_us,lt_lower_secondary,27,2,8439.0,0.08176324209029506,0.056272289640432765,0
2018,sex:women|age:20-29,returnee_from_us,lower_secondary,27,5,8439.0,0.1331911363905676,0.06384193924117668,0
2018,sex:women|age:20-29,returnee_from_us,upper_secondary,27,13,8439.0,0.526128688233203,0.11584634381360057,0
2018,sex:women|age:20-29,returnee_from_us,tertiary,27,7,8439.0,0.25891693328593435,0.0992646759454703,0
2018,sex:women|age:20-29,returnee_from_us,mean_years_schooling,27,27,8439.0,11.985306315914208,0.7211102660120323,0
2018,sex:women|age:20-29,non_migrant,lt_lower_secondary,29487,3435,9550007.0,0.12325687300543339,0.0028193185313341207,0
2018,sex:women|age:20-29,non_migrant,lower_secondary,29487,7665,9550007.0,0.25172306156424806,0.003488272064314215,0
2018,sex:women|age:20-29,non_migrant,upper_secondary,29487,8767,9550007.0,0.30273736972129967,0.0038337483936525174,0
2018,sex:women|age:20-29,non_migrant,tertiary,29487,9617,9550007.0,0.32228269570901885,0.003964583820684845,0
2018,sex:women|age:20-29,non_migrant,mean_years_schooling,29487,29478,9548153.0,11.493609811237839,0.03121614293663743,0
2018,sex:women|age:20-29,difference_returnee_minus_nonmigrant,lt_lower_secondary,27,2,,-0.04149363091513833,0.05630726937634955,-1
2018,sex:women|age:20-29,difference_returnee_minus_nonmigrant,lower_secondary,27,5,,-0.11853192517368047,0.06393316110378593,-1
2018,sex:women|age:20-29,difference_returnee_minus_nonmigrant,upper_secondary,27,13,,0.22339131851190336,0.11586988293135828,-1
2018,sex:women|age:20-29,difference_returnee_minus_nonmigrant,tertiary,27,7,,-0.0633657624230845,0.09932440763014025,-1
2018,sex:women|age:20-29,difference_returnee_minus_nonmigrant,mean_years_schooling,27,27,,0.4916965046763693,0.7216919040780494,-1
2018,sex:women|age:30-39,returnee_from_us,lt_lower_secondary,65,14,16649.0,0.31479368130218033,0.08538002150956385,0
2018,sex:women|age:30-39,returnee_from_us,lower_secondary,65,18,16649.0,0.2753919154303562,0.06510497938953412,0
2018,sex:women|age:30-39,returnee_from_us,upper_secondary,65,26,16649.0,0.3322722085410535,0.06876188832424687,0
2018,sex:women|age:30-39,returnee_from_us,tertiary,65,7,16649.0,0.07754219472641,0.03295504923587928,0
2018,sex:women|age:30-39,returnee_from_us,mean_years_schooling,65,65,16649.0,9.50477506156526,0.47512856872829157,0
2018,sex:women|age:30-39,non_migrant,lt_lower_secondary,27399,5711,8825708.0,0.21661695582949267,0.0037169145295807217,0
2018,sex:women|age:30-39,non_migrant,lower_secondary,27399,8935,8825708.0,0.30617656963044776,0.0038862258095936145,0
2018,sex:women|age:30-39,non_migrant,upper_secondary,27399,5882,8825708.0,0.21538974550257045,0.0034686407642641505,0
2018,sex:women|age:30-39,non_migrant,tertiary,27399,6871,8825708.0,0.2618167290374891,0.0038432128027126146,0
2018,sex:women|age:30-39,non_migrant,mean_years_schooling,27399,27396,8825041.0,10.627607169190489,0.038893007615425086,0
2018,sex:women|age:30-39,difference_returnee_minus_nonmigrant,lt_lower_secondary,65,14,,0.09817672547268766,0.08550607925879572,-1
2018,sex:women|age:30-39,difference_returnee_minus_nonmigrant,lower_secondary,65,18,,-0.030784654200091577,0.0652257439355622,-1
2018,sex:women|age:30-39,difference_returnee_minus_nonmigrant,upper_secondary,65,26,,0.11688246303848304,0.0688690503788893,-1
2018,sex:women|age:30-39,difference_returnee_minus_nonmigrant,tertiary,65,7,,-0.1842745343110791,0.033158230785501445,-1
2018,sex:women|age:30-39,difference_returnee_minus_nonmigrant,mean_years_schooling,65,65,,-1.1228321076252286,0.47715200427607635,-1
2018,sex:women|age:40-49,returnee_from_us,lt_lower_secondary,52,15,16289.0,0.30664865860396584,0.10179230460948469,0
2018,sex:women|age:40-49,returnee_from_us,lower_secondary,52,22,16289.0,0.38369451777273006,0.08721215020787428,0
2018,sex:women|age:40-49,returnee_from_us,upper_secondary,52,9,16289.0,0.14316409847136105,0.060743008719413905,0
2018,sex:women|age:40-49,returnee_from_us,tertiary,52,6,16289.0,0.16649272515194302,0.08538056493218657,0
2018,sex:women|age:40-49,returnee_from_us,mean_years_schooling,52,52,16289.0,9.82411443305298,0.8600445902256636,0
2018,sex:women|age:40-49,non_migrant,lt_lower_secondary,26766,8094,8824509.0,0.3042412897986732,0.0038343151246490034,0
2018,sex:women|age:40-49,non_migrant,lower_secondary,26766,8705,8824509.0,0.31195616662638115,0.0038810696898721212,0
2018,sex:women|age:40-49,non_migrant,upper_secondary,26766,4767,8824509.0,0.17971050853934195,0.0032844124578498258,0
2018,sex:women|age:40-49,non_migrant,tertiary,26766,5199,8824509.0,0.2040920350356037,0.0035888846697679513,0
2018,sex:women|age:40-49,non_migrant,mean_years_schooling,26766,26764,8824005.0,9.683785877274548,0.03915095686181697,0
2018,sex:women|age:40-49,difference_returnee_minus_nonmigrant,lt_lower_secondary,52,15,,0.002407368805292631,0.10185942598284077,-1
2018,sex:women|age:40-49,difference_returnee_minus_nonmigrant,lower_secondary,52,22,,0.07173835114634891,0.08735180966531146,-1
2018,sex:women|age:40-49,difference_returnee_minus_nonmigrant,upper_secondary,52,9,,-0.0365464100679809,0.06080704482280108,-1
2018,sex:women|age:40-49,difference_returnee_minus_nonmigrant,tertiary,52,6,,-0.03759930988366067,0.08537923077677755,-1
