spec,period,sex,x,g,g_se,b0,metros,beneficiaries,source,n_metros,beneficiaries_employed,beneficiary_wagebill_bn,sd_shock,mean_x,protection_jobs,crowding_jobs,net_jobs,protection_bn,crowding_bn,net_bn,var_without,var_with,protection_bn_se,crowding_bn_se,net_bn_se
CK_eq7_structural,GR_2006_2010,men,phi_men,-1.199,0.3132091952673165,0.993,ck_sample,other_natives,Cadena-Kovak eq. 7 with footnote 52 and Table 4 elasticities,91,8921449.6882,525.6995764456962,0.046039759880443815,0.1696269084721512,36357.061503696474,36515.41167616545,-158.35017246898033,2.2314735045424436,2.046835212104,0.1846382924384442,0.0020900881203060424,0.0012504567634776134,0.5829174483887216,0.5346852457280241,0.048232202660697714
CK_eq7_structural,GR_2006_2010,men,phi_men,-1.199,0.3132091952673165,0.993,ck_sample,other_natives_and_other_foreign_born,Cadena-Kovak eq. 7 with footnote 52 and Table 4 elasticities,91,11434976.3382,641.1978899117393,0.04547336072187239,0.17194647563200074,48616.21239418976,45121.833523451176,3494.378870738588,2.797117400670063,2.4038481000275427,0.3932693006425203,0.0020389782873469777,0.0012199349531243529,0.7306779734212497,0.6279460625141737,0.10273191090707601
CK_T3_structural_women,GR_2006_2010,women,phi_women,-0.577,0.2558378392654222,0.834,all_metros,other_natives,"eq. 7 with Cadena-Kovak Table 3 OLS elasticities, women HS or less (paper prices men only)",331,11715947.8263,460.0918314600183,0.044853674149866435,0.06162493612487767,9538.700358530801,7715.257136897853,1823.4432216329487,0.4140454770341429,0.3003625226054394,0.11368295442870353,0.0013993557886550826,0.0012511378233033413,0.18358492236054785,0.13317868072736075,0.050406241633187125
CK_T3_structural_women,GR_2006_2010,women,phi_women,-0.577,0.2558378392654222,0.834,all_metros,other_natives_and_other_foreign_born,"eq. 7 with Cadena-Kovak Table 3 OLS elasticities, women HS or less (paper prices men only)",331,13899809.303399999,531.2745634785891,0.04451916048316728,0.06659695224352324,12553.320392578973,9167.792568852728,3385.5278237262473,0.5082904601547272,0.3416429793936894,0.16664748076103775,0.0013785611441790421,0.001226756512223514,0.22537250094490918,0.15148215190343617,0.07389034904147299
CK_T3_structural_women,GR_2006_2010,women,phi_women,-0.577,0.2558378392654222,0.834,ck_sample,other_natives,"eq. 7 with Cadena-Kovak Table 3 OLS elasticities, women HS or less (paper prices men only)",91,7017741.131,291.19744109660064,0.045585959285931725,0.0909541565733848,7668.054393240731,7294.106074069863,373.9483191708669,0.34140457580673006,0.28808035672926224,0.05332421907746788,0.0014454207926972583,0.0012379043795068504,0.15137644538946596,0.12773285268704765,0.02364359270241835
CK_T3_structural_women,GR_2006_2010,women,phi_women,-0.577,0.2558378392654222,0.834,ck_sample,other_natives_and_other_foreign_born,"eq. 7 with Cadena-Kovak Table 3 OLS elasticities, women HS or less (paper prices men only)",91,8849381.644599998,350.8878381627076,0.04503658422583887,0.09449541153207641,10441.359273402568,8745.27212180089,1696.0871516016825,0.429052183864921,0.3289563542691186,0.10009582959580222,0.0014107920049369143,0.0012070638085773795,0.19023879315790648,0.1458569894087384,0.04438180374916801
own_GR_OLS_natives,GR_2006_2010,men,eta,-0.4711326044295035,0.8253510390681282,0.9527728657136181,all_metros,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",355,15700404.319800003,886.8100523682292,0.0455198071995255,0.08561653558390905,14375.710786030604,11815.284057340561,2560.426728690043,0.8661421157626059,0.6523600679912436,0.21378204777136223,0.0018809601225852287,0.0016853711017392604,1.5173462598517768,1.1428333655980147,0.37451289425376183
own_GR_OLS_natives,GR_2006_2010,men,eta,-0.4711326044295035,0.8253510390681282,0.9527728657136181,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",355,18679209.700000003,1024.6202412447424,0.04511124342054552,0.09157908779263046,18642.924698335897,14363.274287914988,4279.6504104209025,1.0608716304821098,0.7585060064222064,0.3023656240599031,0.0018473464754380719,0.0016463434449048569,1.8584820797884838,1.3287845389050317,0.5296975408834518
own_GR_OLS_natives,GR_2006_2010,men,eta,-0.4711326044295035,0.8253510390681282,0.9527728657136181,ck_sample,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",91,8921449.6882,525.6995764456962,0.046039759880443815,0.13089193776733338,11413.510655074615,11057.815220548755,355.69543452586186,0.7016157431145263,0.6166849924559692,0.08493075065855714,0.0019241762963286891,0.0016380501520923422,1.2291216467757329,1.0803361824588282,0.14878546431690465
own_GR_OLS_natives,GR_2006_2010,men,eta,-0.4711326044295035,0.8253510390681282,0.9527728657136181,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",91,11434976.3382,641.1978899117393,0.04547336072187239,0.13315468705817918,15368.105117892479,13579.664958212614,1788.440159679863,0.8840620110795678,0.7200697261041262,0.16399228497544174,0.0018771235772908179,0.0015977741466937144,1.5487391290372075,1.2614501544871768,0.287288974550031
own_GR_OLS_other_natives,GR_2006_2010,men,eta,-0.2562627017760803,1.024612024773008,0.8963815698510635,all_metros,other_natives,"this lane, ck_tests.py: b1_oth_nb_lowed_men, ols, continuous interaction, QCEW shock",355,15700404.319800003,886.8100523682292,0.0455198071995255,0.08561653558390905,7819.366461467174,6426.676027765762,1392.6904337014125,0.47111984316209254,0.3548375807203942,0.11628226244169834,0.0016648942946361303,0.0015623177044212355,1.8836727040942736,1.4187427570523439,0.4649299470419297
own_GR_OLS_other_natives,GR_2006_2010,men,eta,-0.2562627017760803,1.024612024773008,0.8963815698510635,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b1_oth_nb_lowed_men, ols, continuous interaction, QCEW shock",355,18679209.700000003,1024.6202412447424,0.04511124342054552,0.09157908779263046,10140.427996887738,7812.601889077627,2327.8261078101104,0.5770388797314072,0.4125734383306187,0.16446544140078848,0.0016351418460407306,0.0015296626946349839,2.307167491939446,1.6495873300550465,0.657580161884399
own_GR_OLS_other_natives,GR_2006_2010,men,eta,-0.2562627017760803,1.024612024773008,0.8963815698510635,ck_sample,other_natives,"this lane, ck_tests.py: b1_oth_nb_lowed_men, ols, continuous interaction, QCEW shock",91,8921449.6882,525.6995764456962,0.046039759880443815,0.13089193776733338,6208.139809727715,6014.6667361088985,193.47307361881693,0.3816291724426054,0.3354328713948627,0.0461963010477428,0.001703146227910824,0.0015527628597546538,1.5258632504020666,1.341157145200263,0.18470610520180386
own_GR_OLS_other_natives,GR_2006_2010,men,eta,-0.2562627017760803,1.024612024773008,0.8963815698510635,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b1_oth_nb_lowed_men, ols, continuous interaction, QCEW shock",91,11434976.3382,641.1978899117393,0.04547336072187239,0.13315468705817918,8359.158550401757,7386.374024398985,972.7845260027718,0.48086699448699377,0.39166682955863363,0.0892001649283602,0.0016614984531745903,0.0015146349297036055,1.9226446199663794,1.5659966920240844,0.35664792794229533
own_GR_IV_natives,GR_2006_2010,men,eta,-2.0020559777405182,1.708186860924931,1.4856959556000868,all_metros,other_natives,"this lane, ck_tests.py: b_native_lowed_men, bartik_qcew, continuous interaction, QCEW shock",355,15700404.319800003,886.8100523682292,0.0455198071995255,0.08561653558390905,61088.91094109783,50208.497253856345,10880.413687241482,3.680630430014776,2.7721736120186278,0.9084568179961483,0.004573626652841085,0.0034092674355906,3.140374000714674,2.36526380525948,0.7751101954551937
own_GR_IV_natives,GR_2006_2010,men,eta,-2.0020559777405182,1.708186860924931,1.4856959556000868,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, bartik_qcew, continuous interaction, QCEW shock",355,18679209.700000003,1024.6202412447424,0.04511124342054552,0.09157908779263046,79222.2369752264,61036.06262374422,18186.17435148217,4.508124399486015,3.2232358152085685,1.2848885842774471,0.004491893781077629,0.0032986504024817625,3.846405371396253,2.750117444476141,1.0962879269201122
own_GR_IV_natives,GR_2006_2010,men,eta,-2.0020559777405182,1.708186860924931,1.4856959556000868,ck_sample,other_natives,"this lane, ck_tests.py: b_native_lowed_men, bartik_qcew, continuous interaction, QCEW shock",91,8921449.6882,525.6995764456962,0.046039759880443815,0.13089193776733338,48501.17996326531,46989.66884250593,1511.51112075936,2.981483300821897,2.6205740462907845,0.36090925453111267,0.004678708436178011,0.002992563199935918,2.5438502505203884,2.235916579618724,0.3079336709016642
own_GR_IV_natives,GR_2006_2010,men,eta,-2.0020559777405182,1.708186860924931,1.4856959556000868,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, bartik_qcew, continuous interaction, QCEW shock",91,11434976.3382,641.1978899117393,0.04547336072187239,0.13315468705817918,65306.04426131397,57706.15140980143,7599.892851512556,3.7567801874344555,3.059902638838607,0.6968775485958476,0.004564297945867099,0.002920306138731048,3.2053462175423575,2.6107589105838067,0.5945873069585503
own_GR_OLS_native_women,GR_2006_2010,women,eta,-0.6767099253111306,1.2123075951823248,0.7640808201389981,all_metros,other_natives,"this lane, ck_tests.py: b3_native_lowed_women, ols, continuous interaction, QCEW shock",355,12064309.7706,471.4734146738713,0.04491410464867762,0.08471873715216426,15356.888078589061,13229.92988138014,2126.958197208922,0.6595794219025368,0.517653660156678,0.14192576174585894,0.0011777255300348514,0.0009664376942616782,1.1816187599594827,0.9273625824142299,0.25425617754525315
own_GR_OLS_native_women,GR_2006_2010,women,eta,-0.6767099253111306,1.2123075951823248,0.7640808201389981,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b3_native_lowed_women, ols, continuous interaction, QCEW shock",355,14269394.262200002,543.3684632484709,0.044559896345829735,0.0905937130822831,19859.524625703343,15780.365911536781,4079.1587141665614,0.8016343012896318,0.5908978680381619,0.21073643325146973,0.0011592228690484635,0.0009434235431966411,1.4361062482795417,1.0585776070453685,0.3775286412341729
own_GR_OLS_native_women,GR_2006_2010,women,eta,-0.6767099253111306,1.2123075951823248,0.7640808201389981,ck_sample,other_natives,"this lane, ck_tests.py: b3_native_lowed_women, ols, continuous interaction, QCEW shock",91,7017741.131,291.19744109660064,0.045585959285931725,0.12743506137875943,12433.040648505868,12394.635983708376,38.40466479749034,0.5470010016472683,0.4927696109303207,0.05423139071694753,0.00121322344146939,0.0009073488159047038,0.9799375538410111,0.8827834788018011,0.0971540750392099
own_GR_OLS_native_women,GR_2006_2010,women,eta,-0.6767099253111306,1.2123075951823248,0.7640808201389981,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b3_native_lowed_women, ols, continuous interaction, QCEW shock",91,8849381.644599998,350.8878381627076,0.04503658422583887,0.13062428905607487,16575.151334630908,14933.37657086628,1641.774763764629,0.6789014299348229,0.5650703885979745,0.11383104133684835,0.00118415754088682,0.0008857622790964836,1.2162336166588945,1.0123083736284673,0.203925243030427
own_COVID21_OLS_natives,COVID_2019_2021,men,eta,0.2634491841208297,1.0531621639121973,0.6637720576644844,all_metros,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",351,13957608.513700001,755.8991576605725,0.0314073826783948,0.08155302224101209,-3181.7636628165187,-5103.618138760716,1921.854475944197,-0.19261039992470017,-0.27489110569690145,0.08228070577220122,0.00043461171125596927,0.0004673470056703236,0.7699776571851321,1.0989022899504797,0.3289246327653473
own_COVID21_OLS_natives,COVID_2019_2021,men,eta,0.2634491841208297,1.0531621639121973,0.6637720576644844,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",351,17407541.331299998,915.1541196646509,0.03148361435133864,0.08718138673021508,-4444.873749851094,-6632.620189544543,2187.7464396934483,-0.24826176282519205,-0.3486967442275083,0.10043498140231624,0.00043672404172266286,0.00047157201041452343,0.9924490608166722,1.3939470677250245,0.40149800690835236
own_COVID21_OLS_natives,COVID_2019_2021,men,eta,0.2634491841208297,1.0531621639121973,0.6637720576644844,ck_sample,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",92,8141599.5958,451.737426914654,0.03128822571093183,0.11911894959649805,-3000.7127566738513,-4113.1548045960135,1112.4420479221628,-0.18198546996678108,-0.2237021871516909,0.04171671718490983,0.0004313202064349358,0.0004777934913134272,0.727503529723931,0.8942699150076387,0.1667663852837079
own_COVID21_OLS_natives,COVID_2019_2021,men,eta,0.2634491841208297,1.0531621639121973,0.6637720576644844,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",92,10981014.5495,583.3420037211705,0.031487071226777096,0.12137758124316898,-4141.98347283655,-5651.28254188802,1509.2990690514698,-0.2310736380363571,-0.29934345404428725,0.06826981600793021,0.0004368199508821592,0.0004841796666257213,0.9237379628620095,1.1966527847345383,0.2729148218725291
own_COVID22_OLS_natives,COVID_2019_2022,men,eta,0.5711249898246706,1.4455684828244264,0.26133491938445585,all_metros,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",351,13957608.513700001,755.8991576605725,0.036430444055785015,0.08155302224101209,-5691.325129981666,-14757.527491179986,9066.20236119832,-0.3375498472211436,-0.8025496797114581,0.46499983249031446,9.064081823451453e-05,0.0001347816028988946,0.8543688846024431,2.0313250926874566,1.1769562080850136
own_COVID22_OLS_natives,COVID_2019_2022,men,eta,0.5711249898246706,1.4455684828244264,0.26133491938445585,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",351,17407541.331299998,915.1541196646509,0.035653097965102264,0.08718138673021508,-7711.722085787136,-18603.6288455036,10891.906759716461,-0.43233601298241936,-0.980168777149364,0.5478327641669445,8.681393311679142e-05,0.00013147138071059554,1.0942811564754278,2.4808949307762793,1.386613774300851
own_COVID22_OLS_natives,COVID_2019_2022,men,eta,0.5711249898246706,1.4455684828244264,0.26133491938445585,ck_sample,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",93,8145198.595799999,451.88070921110074,0.03534623212036082,0.11920779548057485,-6263.452967509726,-10843.798473543971,4580.345506034246,-0.37713419789176117,-0.5927716558590284,0.2156374579672672,8.532595107094333e-05,0.0001445279523451757,0.9545604201892175,1.5003581326121196,0.5457977124229021
own_COVID22_OLS_natives,COVID_2019_2022,men,eta,0.5711249898246706,1.4455684828244264,0.26133491938445585,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",93,10984807.549500002,583.4987264986925,0.034634937067634534,0.1214462314077879,-8515.828355405742,-14406.939308139037,5891.110952733295,-0.47914585493082584,-0.7625099672603289,0.2833641123295031,8.192636634325966e-05,0.00013988607694651636,1.2127610573941079,1.9299809956650629,0.7172199382709551
own_COVID23_OLS_natives,COVID_2019_2023,men,eta,1.4556583374311316,0.8792587188235036,-0.07623211624930903,all_metros,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",351,13957608.513700001,755.8991576605725,0.04251313407811885,0.08155302224101209,-19398.206790153825,-43154.79946142541,23756.592671271592,-1.1443808655200685,-2.3270260045572884,1.18264513903722,1.0503213591259548e-05,3.589517031821177e-05,0.6912383406115804,1.405589382359319,0.7143510417477387
own_COVID23_OLS_natives,COVID_2019_2023,men,eta,1.4556583374311316,0.8792587188235036,-0.07623211624930903,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",351,17407541.331299998,915.1541196646509,0.041654274985773135,0.08718138673021508,-28046.574309851578,-54347.50723837186,26300.932928520288,-1.5436831545223872,-2.829779102139903,1.2860959476175153,1.0083124089393727e-05,3.926206460586431e-05,0.9324281926692111,1.7092664424894757,0.7768382498202645
own_COVID23_OLS_natives,COVID_2019_2023,men,eta,1.4556583374311316,0.8792587188235036,-0.07623211624930903,ck_sample,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",93,8145198.595799999,451.88070921110074,0.04055894192986828,0.11920779548057485,-21747.13622941486,-31512.509416925364,9765.3731875105,-1.3081921537355417,-1.7090979452717956,0.4009057915362538,9.559808359732207e-06,5.391359876799912e-05,0.7901849819363198,1.032343394780066,0.24215841284374612
own_COVID23_OLS_natives,COVID_2019_2023,men,eta,1.4556583374311316,0.8792587188235036,-0.07623211624930903,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",93,10984807.549500002,583.4987264986925,0.03985454706781734,0.1214462314077879,-31380.720024882452,-41769.6153073078,10388.895282425356,-1.7419865074201182,-2.182688072014504,0.44070156459438603,9.230637760773455e-06,5.72664933103515e-05,1.0522090145308611,1.3184051974569975,0.26619618292613656
own_BOOM_OLS_natives,BOOM_2012_2016,men,eta,0.2223370174933574,1.067307156795238,0.14091406123597733,all_metros,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",359,13297411.317900002,683.8594519498911,0.04577766105944691,0.08661424372398455,-1939.8743705241784,-7733.929123654699,5794.054753130519,-0.10186413173007143,-0.401595514579038,0.29973138284896655,4.161173863848982e-05,5.521218697767802e-05,0.4889888244519888,1.9278200799823146,1.4388312555303255
own_BOOM_OLS_natives,BOOM_2012_2016,men,eta,0.2223370174933574,1.067307156795238,0.14091406123597733,all_metros,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",359,16327883.4544,809.5695239406641,0.044404531916823003,0.09319113195697745,-2404.814908057887,-9504.4936181644,7099.678710106515,-0.12383335425530306,-0.46548000015545193,0.34164664590014887,3.915283879173953e-05,5.2206483607188435e-05,0.5944499334241257,2.234491319133599,1.6400413857094733
own_BOOM_OLS_natives,BOOM_2012_2016,men,eta,0.2223370174933574,1.067307156795238,0.14091406123597733,ck_sample,other_natives,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",91,7576331.335399999,402.7697328243676,0.03675770495861259,0.1289786589250297,-2290.5923412277184,-4320.369078161953,2029.7767369342355,-0.12452153964455473,-0.2248480889976874,0.10032654935313266,2.682905887380906e-05,3.976986873574138e-05,0.5977535002319883,1.0793613105210162,0.4816078102890278
own_BOOM_OLS_natives,BOOM_2012_2016,men,eta,0.2223370174933574,1.067307156795238,0.14091406123597733,ck_sample,other_natives_and_other_foreign_born,"this lane, ck_tests.py: b_native_lowed_men, ols, continuous interaction, QCEW shock",91,10186727.936600002,510.7236076560267,0.03547349728394891,0.1308940368311411,-2841.251891085766,-5513.14097222249,2671.8890811367237,-0.1485890817037769,-0.2726315873936512,0.12404250568987436,2.4987147337580602e-05,3.7012494172761404e-05,0.713287387372692,1.3087413318494465,0.5954539444767549
own_GR_OLS_natives_split,GR_2006_2010,men,eta,-0.9119013472704851,0.9316128707214549,1.0422935815706684,all_metros,other_natives,this lane: below/above-median OLS difference over the halves' eta gap,355,15700404.319800003,886.8100523682292,0.0455198071995255,0.08561653558390905,27824.926380601857,22869.08897616856,4955.837404433296,1.6764625391359715,1.26267640853902,0.4137861305969517,0.002251028298131359,0.001855649620763199,1.7127007032244046,1.2899702333725969,0.4227304698518081
own_GR_OLS_natives_split,GR_2006_2010,men,eta,-0.9119013472704851,0.9316128707214549,1.0422935815706684,all_metros,other_natives_and_other_foreign_born,this lane: below/above-median OLS difference over the halves' eta gap,355,18679209.700000003,1024.6202412447424,0.04511124342054552,0.09157908779263046,36084.33801787226,27800.854899918224,8283.483117954029,2.0533715137145165,1.4681273226817464,0.5852441910327701,0.0022108013576326645,0.0018049551672736322,2.097756885956029,1.4998621438185629,0.5978947421374661
own_GR_OLS_natives_split,GR_2006_2010,men,eta,-0.9119013472704851,0.9316128707214549,1.0422935815706684,ck_sample,other_natives,this lane: below/above-median OLS difference over the halves' eta gap,91,8921449.6882,525.6995764456962,0.046039759880443815,0.13089193776733338,22091.435926094873,21402.969148562333,688.4667775325424,1.3580132968871066,1.1936254680209326,0.16438782886617356,0.002302747007563532,0.0017267990984199022,1.3873679096732845,1.2194266980278783,0.16794121164540576
own_GR_OLS_natives_split,GR_2006_2010,men,eta,-0.9119013472704851,0.9316128707214549,1.0422935815706684,ck_sample,other_natives_and_other_foreign_born,this lane: below/above-median OLS difference over the halves' eta gap,91,11434976.3382,641.1978899117393,0.04547336072187239,0.13315468705817918,29745.756566711054,26284.1388060393,3461.617760671754,1.7111474166605734,1.3937319285260696,0.3174154881345034,0.0022464369344330614,0.0016844460608309284,1.748135323885988,1.4238586299239109,0.32427669396207676
