year,group,lowed,sex,measure,rate,se,n,pop
2005,mex_fb_minus_oth_nb,hs_or_less,all,moved_abroad,0.031302356549071535,0.0013938565215719622,0,
2005,mex_fb_minus_oth_nb,hs_or_less,all,moved_any,0.046810590014494474,0.0032660614049757554,0,
2005,mex_fb_minus_oth_nb,hs_or_less,all,moved_interstate,-0.005082693269379768,0.0008559387711887711,0,
2005,mex_fb_minus_oth_nb,hs_or_less,all,moved_within_state,0.0205909267348027,0.0027838100644148613,0,
2005,mex_fb_minus_oth_nb,hs_or_less,men,long_distance,0.03291696198522297,0.0023852931937808942,0,
2005,mex_fb_minus_oth_nb,hs_or_less,men,moved_abroad,0.036598669593893976,0.0019476532978059177,0,
2005,mex_fb_minus_oth_nb,hs_or_less,men,moved_any,0.06143632223401169,0.0038697929953817635,0,
2005,mex_fb_minus_oth_nb,hs_or_less,men,moved_interstate,-0.0036817076086710053,0.0012276835454979832,0,
2005,mex_fb_minus_oth_nb,hs_or_less,men,moved_within_state,0.028519360248788705,0.0034527049580416053,0,
2005,mex_fb_minus_oth_nb,hs_or_less,women,long_distance,0.016867150104899205,0.0018573073652224017,0,
2005,mex_fb_minus_oth_nb,hs_or_less,women,moved_abroad,0.024045379703158943,0.0014208399647414156,0,
2005,mex_fb_minus_oth_nb,hs_or_less,women,moved_any,0.026374924927741433,0.0038188236847536946,0,
2005,mex_fb_minus_oth_nb,hs_or_less,women,moved_interstate,-0.00717822959825974,0.0011463407690871542,0,
2005,mex_fb_minus_oth_nb,hs_or_less,women,moved_within_state,0.009507774822842208,0.003226296038303169,0,
2005,mex_fb_minus_oth_nb,some_college_plus,all,long_distance,0.0121593667459933,0.003064508422474589,0,
2005,mex_fb_minus_oth_nb,some_college_plus,all,moved_abroad,0.024840471231339138,0.0026281517721717463,0,
2005,mex_fb_minus_oth_nb,some_college_plus,all,moved_any,0.051924160715616174,0.006431261474075063,0,
2005,mex_fb_minus_oth_nb,some_college_plus,all,moved_interstate,-0.012681104485345835,0.0020702600988695427,0,
2005,mex_fb_minus_oth_nb,some_college_plus,all,moved_within_state,0.039764793969622875,0.005662435772554443,0,
2005,mex_fb_minus_oth_nb,some_college_plus,men,long_distance,0.018517066915962554,0.00526403776864721,0,
2005,mex_fb_minus_oth_nb,some_college_plus,men,moved_abroad,0.03047086608718755,0.004083965429035532,0,
2005,mex_fb_minus_oth_nb,some_college_plus,men,moved_any,0.06431738041091875,0.008787338995499503,0,
2005,mex_fb_minus_oth_nb,some_college_plus,men,moved_interstate,-0.011953799171224994,0.003134702510699555,0,
2005,mex_fb_minus_oth_nb,some_college_plus,men,moved_within_state,0.04580031349495617,0.007354893240981419,0,
2005,mex_fb_minus_oth_nb,some_college_plus,women,long_distance,0.004105462004273912,0.002978832944970436,0,
2005,mex_fb_minus_oth_nb,some_college_plus,women,moved_abroad,0.01801335097975035,0.002478863506809809,0,
2005,mex_fb_minus_oth_nb,some_college_plus,women,moved_any,0.03681899003062036,0.0077954999732159375,0,
2005,mex_fb_minus_oth_nb,some_college_plus,women,moved_interstate,-0.013907888975476443,0.0022261126054969973,0,
2005,mex_fb_minus_oth_nb,some_college_plus,women,moved_within_state,0.03271352802634647,0.007125597208166814,0,
2005,mex_nb,all,all,long_distance,0.02595142755036975,0.0010539860578557079,44861,5408951.0
2005,mex_nb,all,all,moved_abroad,0.004086744361337346,0.00039103504373061995,44861,5408951.0
2005,mex_nb,all,all,moved_any,0.20649789580271666,0.0030360741333743052,44861,5408951.0
2005,mex_nb,all,all,moved_interstate,0.021864683189032404,0.0009428145796048773,44861,5408951.0
2005,mex_nb,all,all,moved_within_state,0.1805464682523469,0.003071290782738504,44861,5408951.0
2005,mex_nb,hs_or_less,all,long_distance,0.024263611262507485,0.0012987164542529036,25952,3278737.0
2005,mex_nb,hs_or_less,all,moved_abroad,0.004457814091218661,0.0005458932519390741,25952,3278737.0
2005,mex_nb,hs_or_less,all,moved_any,0.21109347898291322,0.003785881431666229,25952,3278737.0
2005,mex_nb,hs_or_less,all,moved_interstate,0.019805797171288823,0.0011747464665654958,25952,3278737.0
2005,mex_nb,hs_or_less,all,moved_within_state,0.18682986772040575,0.003859608391929304,25952,3278737.0
2005,mex_nb,hs_or_less,men,long_distance,0.025845181600640615,0.001925344931602918,13142,1709603.0
2005,mex_nb,hs_or_less,men,moved_abroad,0.00480228450698788,0.0009235132255215943,13142,1709603.0
2005,mex_nb,hs_or_less,men,moved_any,0.21264527495564758,0.004176620446337091,13142,1709603.0
2005,mex_nb,hs_or_less,men,moved_interstate,0.021042897093652736,0.0016123616357651242,13142,1709603.0
2005,mex_nb,hs_or_less,men,moved_within_state,0.18680009335500697,0.004159938088585722,13142,1709603.0
2005,mex_nb,hs_or_less,women,long_distance,0.02254045862239936,0.001870655603147537,12810,1569134.0
2005,mex_nb,hs_or_less,women,moved_abroad,0.004082506656537937,0.0007198953061173309,12810,1569134.0
2005,mex_nb,hs_or_less,women,moved_any,0.20940276611175337,0.00544837119333448,12810,1569134.0
2005,mex_nb,hs_or_less,women,moved_interstate,0.018457951965861426,0.0015981096857245216,12810,1569134.0
2005,mex_nb,hs_or_less,women,moved_within_state,0.186862307489354,0.005217780477855246,12810,1569134.0
2005,mex_nb,some_college_plus,all,long_distance,0.028549244348220412,0.0018413380534281797,18909,2130214.0
2005,mex_nb,some_college_plus,all,moved_abroad,0.003515609229870802,0.0005351971808800545,18909,2130214.0
2005,mex_nb,some_college_plus,all,moved_any,0.19942456485592527,0.004536116525173099,18909,2130214.0
2005,mex_nb,some_college_plus,all,moved_interstate,0.025033635118349613,0.0016592610257419706,18909,2130214.0
2005,mex_nb,some_college_plus,all,moved_within_state,0.17087532050770485,0.004407255685359787,18909,2130214.0
2005,mex_nb,some_college_plus,men,long_distance,0.031203143881863907,0.002672686799756545,8687,1031082.0
2005,mex_nb,some_college_plus,men,moved_abroad,0.0044157496687945285,0.000886328306472961,8687,1031082.0
2005,mex_nb,some_college_plus,men,moved_any,0.19849924642268996,0.005394916058530584,8687,1031082.0
2005,mex_nb,some_college_plus,men,moved_interstate,0.026787394213069377,0.0024094292324478074,8687,1031082.0
2005,mex_nb,some_college_plus,men,moved_within_state,0.16729610254082605,0.005267247051671074,8687,1031082.0
2005,mex_nb,some_college_plus,women,long_distance,0.026059654345428937,0.002081405119378333,10222,1099132.0
2005,mex_nb,some_college_plus,women,moved_abroad,0.002671198727723331,0.000643124004228209,10222,1099132.0
2005,mex_nb,some_college_plus,women,moved_any,0.20029259452003945,0.005666571604702381,10222,1099132.0
2005,mex_nb,some_college_plus,women,moved_interstate,0.023388455617705608,0.0019963974232070957,10222,1099132.0
2005,mex_nb,some_college_plus,women,moved_within_state,0.17423294017461052,0.005680478452171594,10222,1099132.0
2005,mex_nb_minus_oth_nb,all,all,long_distance,-0.004341118968650578,0.001067052845485012,0,
2005,mex_nb_minus_oth_nb,all,all,moved_abroad,0.001778781855564337,0.0003882475025364928,0,
2005,mex_nb_minus_oth_nb,all,all,moved_any,0.04427449957362681,0.003042265608704909,0,
2005,mex_nb_minus_oth_nb,all,all,moved_interstate,-0.006119900824214916,0.0009720816917812319,0,
2005,mex_nb_minus_oth_nb,all,all,moved_within_state,0.04861561854227739,0.0030960092981539163,0,
2005,mex_nb_minus_oth_nb,hs_or_less,all,long_distance,-0.0006442193277967356,0.00125555702426439,0,
2005,mex_nb_minus_oth_nb,hs_or_less,all,moved_abroad,0.002634579605245927,0.0005516087059956656,0,
2005,mex_nb_minus_oth_nb,hs_or_less,all,moved_any,0.038870377086446556,0.0037485618406711504,0,
2005,mex_nb_minus_oth_nb,hs_or_less,all,moved_interstate,-0.0032787989330426634,0.0011689306284565222,0,
2005,mex_nb_minus_oth_nb,hs_or_less,all,moved_within_state,0.03951459641424329,0.003902741088327809,0,
2005,mex_nb_minus_oth_nb,hs_or_less,men,long_distance,-9.614933500209574e-05,0.0019246314506509452,0,
2005,mex_nb_minus_oth_nb,hs_or_less,men,moved_abroad,0.0026393868246601527,0.000925731323945376,0,
2005,mex_nb_minus_oth_nb,hs_or_less,men,moved_any,0.038126021362686446,0.004281233046900819,0,
2005,mex_nb_minus_oth_nb,hs_or_less,men,moved_interstate,-0.002735536159662249,0.0016213797452258297,0,
2005,mex_nb_minus_oth_nb,hs_or_less,men,moved_within_state,0.038222170697688546,0.004112682237217062,0,
2005,mex_nb_minus_oth_nb,hs_or_less,women,long_distance,-0.0012715911012572412,0.001957323912428322,0,
2005,mex_nb_minus_oth_nb,hs_or_less,women,moved_abroad,0.002619404059585786,0.0007261546386556615,0,
2005,mex_nb_minus_oth_nb,hs_or_less,women,moved_any,0.03961418599100516,0.005618283149261564,0,
2005,mex_nb_minus_oth_nb,hs_or_less,women,moved_interstate,-0.003890995160843024,0.0017321953797322625,0,
2005,mex_nb_minus_oth_nb,hs_or_less,women,moved_within_state,0.040885777092262376,0.005404967784503489,0,
2005,mex_nb_minus_oth_nb,some_college_plus,all,long_distance,-0.005712342665839511,0.0019076439846289989,0,
2005,mex_nb_minus_oth_nb,some_college_plus,all,moved_abroad,0.0008503567267912184,0.0005434911554961899,0,
2005,mex_nb_minus_oth_nb,some_college_plus,all,moved_any,0.04457188924751612,0.004615218877423059,0,
2005,mex_nb_minus_oth_nb,some_college_plus,all,moved_interstate,-0.006562699392630725,0.0017342034775127315,0,
2005,mex_nb_minus_oth_nb,some_college_plus,all,moved_within_state,0.050284231913355626,0.004485271000899912,0,
2005,mex_nb_minus_oth_nb,some_college_plus,men,long_distance,-0.0050131215342202155,0.0027648185594468236,0,
2005,mex_nb_minus_oth_nb,some_college_plus,men,moved_abroad,0.0012043340239564293,0.0008898842880859953,0,
2005,mex_nb_minus_oth_nb,some_college_plus,men,moved_any,0.042142560658573774,0.005609009894735214,0,
2005,mex_nb_minus_oth_nb,some_college_plus,men,moved_interstate,-0.006217455558176644,0.002506403657770431,0,
2005,mex_nb_minus_oth_nb,some_college_plus,men,moved_within_state,0.04715568219279398,0.005356413768665298,0,
2005,mex_nb_minus_oth_nb,some_college_plus,women,long_distance,-0.006384533885198038,0.002113983606685458,0,
2005,mex_nb_minus_oth_nb,some_college_plus,women,moved_abroad,0.0005137516152184537,0.0006431399163602835,0,
2005,mex_nb_minus_oth_nb,some_college_plus,women,moved_any,0.04683830046862822,0.005738017603045946,0,
2005,mex_nb_minus_oth_nb,some_college_plus,women,moved_interstate,-0.0068982855004164935,0.0020342072576461086,0,
2005,mex_nb_minus_oth_nb,some_college_plus,women,moved_within_state,0.05322283435382627,0.005750848261414971,0,
2005,oth_fb,all,all,long_distance,0.055552739219457484,0.0010620035804362715,143744,17003968.0
2005,oth_fb,all,all,moved_abroad,0.029476296356238732,0.0008077203484584988,143744,17003968.0
2005,oth_fb,all,all,moved_any,0.18714761166334823,0.0017114137120936347,143744,17003968.0
2005,oth_fb,all,all,moved_interstate,0.026076442863218748,0.0006719913393392215,143744,17003968.0
2005,oth_fb,all,all,moved_within_state,0.13159487244389073,0.0015020311970904965,143744,17003968.0
2005,oth_fb,hs_or_less,all,long_distance,0.046693452087323645,0.0014850429798071091,56763,7348525.0
2005,oth_fb,hs_or_less,all,moved_abroad,0.028360657410840952,0.0013162073626972889,56763,7348525.0
2005,oth_fb,hs_or_less,all,moved_any,0.1859016605373187,0.002496152175025902,56763,7348525.0
2005,oth_fb,hs_or_less,all,moved_interstate,0.018332794676482696,0.0008055671444017748,56763,7348525.0
2005,oth_fb,hs_or_less,all,moved_within_state,0.13920820844999507,0.0024599521493465673,56763,7348525.0
2005,oth_fb,hs_or_less,men,long_distance,0.049167340444038254,0.002178552097826589,25895,3558297.0
2005,oth_fb,hs_or_less,men,moved_abroad,0.030215296811929977,0.0018708581655804736,25895,3558297.0
2005,oth_fb,hs_or_less,men,moved_any,0.20333856336331677,0.003669673826083972,25895,3558297.0
2005,oth_fb,hs_or_less,men,moved_interstate,0.01895204363210828,0.0010657536051339057,25895,3558297.0
2005,oth_fb,hs_or_less,men,moved_within_state,0.1541712229192785,0.003145443983951742,25895,3558297.0
2005,oth_fb,hs_or_less,women,long_distance,0.04437094549457183,0.0017348507208491926,30868,3790228.0
2005,oth_fb,hs_or_less,women,moved_abroad,0.026619506794841895,0.0014699126454619628,30868,3790228.0
2005,oth_fb,hs_or_less,women,moved_any,0.1695317537625705,0.0026608517109287045,30868,3790228.0
2005,oth_fb,hs_or_less,women,moved_interstate,0.01775143869972994,0.0010093118023001481,30868,3790228.0
2005,oth_fb,hs_or_less,women,moved_within_state,0.12516080826799866,0.00266047182127142,30868,3790228.0
2005,oth_fb,some_college_plus,all,long_distance,0.062295329173399916,0.0013987620205780352,86981,9655443.0
2005,oth_fb,some_college_plus,all,moved_abroad,0.030325382274018913,0.0010076642410134897,86981,9655443.0
2005,oth_fb,some_college_plus,all,moved_any,0.18809587504167338,0.002195331997649554,86981,9655443.0
2005,oth_fb,some_college_plus,all,moved_interstate,0.031969946899381,0.0009502748921710985,86981,9655443.0
2005,oth_fb,some_college_plus,all,moved_within_state,0.12580054586827347,0.0016152294545080112,86981,9655443.0
2005,oth_fb,some_college_plus,men,long_distance,0.06293319693146142,0.0016745224043721754,41758,4766308.0
2005,oth_fb,some_college_plus,men,moved_abroad,0.029845112821076606,0.001161242347117545,41758,4766308.0
2005,oth_fb,some_college_plus,men,moved_any,0.19608678247398195,0.002722423488472925,41758,4766308.0
2005,oth_fb,some_college_plus,men,moved_interstate,0.03308808411038481,0.0012078781848600356,41758,4766308.0
2005,oth_fb,some_college_plus,men,moved_within_state,0.13315358554252055,0.0019456708278094946,41758,4766308.0
2005,oth_fb,some_college_plus,women,long_distance,0.061673486209728304,0.001603623414948648,45223,4889135.0
2005,oth_fb,some_college_plus,women,moved_abroad,0.030793586186513566,0.0011643545312701564,45223,4889135.0
2005,oth_fb,some_college_plus,women,moved_any,0.18030571870075177,0.0023981253958873586,45223,4889135.0
2005,oth_fb,some_college_plus,women,moved_interstate,0.03087990002321474,0.0010432864306274975,45223,4889135.0
2005,oth_fb,some_college_plus,women,moved_within_state,0.11863223249102346,0.002053980808238689,45223,4889135.0
2005,oth_fb_minus_oth_nb,all,all,long_distance,0.025260192700437157,0.0010769281840321574,0,
2005,oth_fb_minus_oth_nb,all,all,moved_abroad,0.02716833385046572,0.0008164869763796788,0,
2005,oth_fb_minus_oth_nb,all,all,moved_any,0.02492421543425838,0.0018277111831257046,0,
2005,oth_fb_minus_oth_nb,all,all,moved_interstate,-0.0019081411500285715,0.0007155953718895207,0,
2005,oth_fb_minus_oth_nb,all,all,moved_within_state,-0.00033597726617878854,0.0016274897256449514,0,
2005,oth_fb_minus_oth_nb,hs_or_less,all,long_distance,0.021785621497019424,0.0015541194833462901,0,
2005,oth_fb_minus_oth_nb,hs_or_less,all,moved_abroad,0.026537422924868218,0.0013165200006197302,0,
2005,oth_fb_minus_oth_nb,hs_or_less,all,moved_any,0.013678558640852045,0.0028381762159216503,0,
2005,oth_fb_minus_oth_nb,hs_or_less,all,moved_interstate,-0.004751801427848791,0.0009343751696895463,0,
2005,oth_fb_minus_oth_nb,hs_or_less,all,moved_within_state,-0.008107062856167385,0.0027668247141095312,0,
2005,oth_fb_minus_oth_nb,hs_or_less,men,long_distance,0.023226009508395543,0.0022382419911620584,0,
2005,oth_fb_minus_oth_nb,hs_or_less,men,moved_abroad,0.02805239912960225,0.0018613108704671917,0,
2005,oth_fb_minus_oth_nb,hs_or_less,men,moved_any,0.028819309770355628,0.0039780143889192035,0,
2005,oth_fb_minus_oth_nb,hs_or_less,men,moved_interstate,-0.0048263896212067045,0.0012109244288119254,0,
2005,oth_fb_minus_oth_nb,hs_or_less,men,moved_within_state,0.005593300261960088,0.0033529855931767856,0,
2005,oth_fb_minus_oth_nb,hs_or_less,women,long_distance,0.020558895770915228,0.0017874342669854282,0,
2005,oth_fb_minus_oth_nb,hs_or_less,women,moved_abroad,0.025156404197889743,0.0014770902900027446,0,
2005,oth_fb_minus_oth_nb,hs_or_less,women,moved_any,-0.00025682635817772526,0.003126377647640926,0,
2005,oth_fb_minus_oth_nb,hs_or_less,women,moved_interstate,-0.0045975084269745115,0.0011006036670024987,0,
2005,oth_fb_minus_oth_nb,hs_or_less,women,moved_within_state,-0.020815722129092967,0.003130884027624346,0,
2005,oth_fb_minus_oth_nb,some_college_plus,all,long_distance,0.028033742159339993,0.0014624388361935902,0,
2005,oth_fb_minus_oth_nb,some_college_plus,all,moved_abroad,0.02766012977093933,0.001011979271877993,0,
2005,oth_fb_minus_oth_nb,some_college_plus,all,moved_any,0.03324319943326423,0.002298719648860032,0,
2005,oth_fb_minus_oth_nb,some_college_plus,all,moved_interstate,0.0003736123884006612,0.001029465452118499,0,
2005,oth_fb_minus_oth_nb,some_college_plus,all,moved_within_state,0.005209457273924245,0.0016966598123929824,0,
2005,oth_fb_minus_oth_nb,some_college_plus,men,long_distance,0.026716931515377296,0.0018624287311575817,0,
2005,oth_fb_minus_oth_nb,some_college_plus,men,moved_abroad,0.026633697176238508,0.0011812073574287729,0,
2005,oth_fb_minus_oth_nb,some_college_plus,men,moved_any,0.03973009670986577,0.0029036918085224264,0,
2005,oth_fb_minus_oth_nb,some_college_plus,men,moved_interstate,8.323433913878797e-05,0.0013932703213516463,0,
2005,oth_fb_minus_oth_nb,some_college_plus,men,moved_within_state,0.013013165194488474,0.0020821921595481066,0,
2005,oth_fb_minus_oth_nb,some_college_plus,women,long_distance,0.02922929797910133,0.0015942441224544362,0,
2005,oth_fb_minus_oth_nb,some_college_plus,women,moved_abroad,0.02863613907400869,0.0011621410779588512,0,
2005,oth_fb_minus_oth_nb,some_college_plus,women,moved_any,0.02685142464934054,0.0025803212433905746,0,
2005,oth_fb_minus_oth_nb,some_college_plus,women,moved_interstate,0.0005931589050926396,0.0010668345425311168,0,
2005,oth_fb_minus_oth_nb,some_college_plus,women,moved_within_state,-0.0023778733297607907,0.002224715695980693,0,
2005,oth_nb,all,all,long_distance,0.030292546519020327,0.00025425449698544367,1306308,128102601.0
2005,oth_nb,all,all,moved_abroad,0.002307962505773009,5.893623898884056e-05,1306308,128102601.0
2005,oth_nb,all,all,moved_any,0.16222339622908985,0.0008111400693520556,1306308,128102601.0
2005,oth_nb,all,all,moved_interstate,0.02798458401324732,0.00023812023361363723,1306308,128102601.0
2005,oth_nb,all,all,moved_within_state,0.13193084971006952,0.0007338146173292017,1306308,128102601.0
2005,oth_nb,hs_or_less,all,long_distance,0.02490783059030422,0.0003596151262910345,534019,54357243.0
2005,oth_nb,hs_or_less,all,moved_abroad,0.001823234485972734,7.057421766466631e-05,534019,54357243.0
2005,oth_nb,hs_or_less,all,moved_any,0.17222310189646667,0.0012514490597161723,534019,54357243.0
2005,oth_nb,hs_or_less,all,moved_interstate,0.023084596104331487,0.0003583582955304401,534019,54357243.0
2005,oth_nb,hs_or_less,all,moved_within_state,0.14731527130616245,0.0011530553343898275,534019,54357243.0
2005,oth_nb,hs_or_less,men,long_distance,0.02594133093564271,0.00042449638620151685,270411,27973584.0
2005,oth_nb,hs_or_less,men,moved_abroad,0.0021628976823277273,0.00010694486302021299,270411,27973584.0
2005,oth_nb,hs_or_less,men,moved_any,0.17451925359296114,0.001357764370802714,270411,27973584.0
2005,oth_nb,hs_or_less,men,moved_interstate,0.023778433253314985,0.00040279564371931067,270411,27973584.0
2005,oth_nb,hs_or_less,men,moved_within_state,0.14857792265731842,0.0012440096298799183,270411,27973584.0
2005,oth_nb,hs_or_less,women,long_distance,0.0238120497236566,0.0004853531916302544,263608,26383659.0
2005,oth_nb,hs_or_less,women,moved_abroad,0.0014631025969521513,9.366348915532755e-05,263608,26383659.0
2005,oth_nb,hs_or_less,women,moved_any,0.1697885801207482,0.0014698243290625751,263608,26383659.0
2005,oth_nb,hs_or_less,women,moved_interstate,0.02234894712670445,0.0004834418336311147,263608,26383659.0
2005,oth_nb,hs_or_less,women,moved_within_state,0.14597653039709163,0.0013466612867076057,263608,26383659.0
2005,oth_nb,some_college_plus,all,long_distance,0.03426158701405992,0.0003647679896002822,772289,73745358.0
2005,oth_nb,some_college_plus,all,moved_abroad,0.0026652525030795835,8.224578000364782e-05,772289,73745358.0
2005,oth_nb,some_college_plus,all,moved_any,0.15485267560840915,0.0007041164107924126,772289,73745358.0
2005,oth_nb,some_college_plus,all,moved_interstate,0.03159633451098034,0.0003391214185539721,772289,73745358.0
2005,oth_nb,some_college_plus,all,moved_within_state,0.12059108859434922,0.0006353576678395798,772289,73745358.0
2005,oth_nb,some_college_plus,men,long_distance,0.03621626541608412,0.0005083265750220044,365980,35530748.0
2005,oth_nb,some_college_plus,men,moved_abroad,0.003211415644838099,0.00011984358029096258,365980,35530748.0
2005,oth_nb,some_college_plus,men,moved_any,0.15635668576411618,0.0008769588306122306,365980,35530748.0
2005,oth_nb,some_college_plus,men,moved_interstate,0.03300484977124602,0.00047847294146750917,365980,35530748.0
2005,oth_nb,some_college_plus,men,moved_within_state,0.12014042034803207,0.0007720997807678682,365980,35530748.0
2005,oth_nb,some_college_plus,women,long_distance,0.032444188230626975,0.000359727777806351,406309,38214610.0
2005,oth_nb,some_college_plus,women,moved_abroad,0.002157447112504877,9.768868580000494e-05,406309,38214610.0
2005,oth_nb,some_college_plus,women,moved_any,0.15345429405141123,0.0007986255605905991,406309,38214610.0
2005,oth_nb,some_college_plus,women,moved_interstate,0.0302867411181221,0.0003446783476870309,406309,38214610.0
2005,oth_nb,some_college_plus,women,moved_within_state,0.12101010582078425,0.0007824123801254648,406309,38214610.0
2006,all,all,all,long_distance,0.03525629748421102,0.00023310079150102965,1610778,164758055.0
2006,all,all,all,moved_abroad,0.006967009898241394,0.00011130321372025795,1610778,164758055.0
2006,all,all,all,moved_any,0.17412289189745533,0.0006582121548829367,1610778,164758055.0
2006,all,all,all,moved_interstate,0.02828928758596962,0.00020419162015093906,1610778,164758055.0
2006,all,all,all,moved_within_state,0.1388665944132443,0.0005867192219090492,1610778,164758055.0
2006,mex_fb,all,all,long_distance,0.046813816752988555,0.0012674576204430184,70614,9370161.0
2006,mex_fb,all,all,moved_abroad,0.027643815298371073,0.000983835926704579,70614,9370161.0
2006,mex_fb,all,all,moved_any,0.21579319714997428,0.002548214385415177,70614,9370161.0
2006,mex_fb,all,all,moved_interstate,0.01917000145461748,0.0008225481698256632,70614,9370161.0
2006,mex_fb,all,all,moved_within_state,0.1689793803969857,0.002080066158608404,70614,9370161.0
2006,mex_fb,hs_or_less,all,long_distance,0.0467440333104502,0.0013008362371935054,60082,8072902.0
2006,mex_fb,hs_or_less,all,moved_abroad,0.027520091288114237,0.001039619072493725,60082,8072902.0
2006,mex_fb,hs_or_less,all,moved_any,0.21696683547007012,0.0027332797084177367,60082,8072902.0
2006,mex_fb,hs_or_less,all,moved_interstate,0.019223942022335957,0.0008692704524107805,60082,8072902.0
2006,mex_fb,hs_or_less,all,moved_within_state,0.17022280215961993,0.0023941629937264492,60082,8072902.0
2006,mex_fb,hs_or_less,men,long_distance,0.05462970549023071,0.0019451914481863671,33407,4699165.0
2006,mex_fb,hs_or_less,men,moved_abroad,0.03267027227177594,0.0016356502901021341,33407,4699165.0
