group,lowed,sex,measure,period,rate_pct,se_pct,years
oth_fb_minus_oth_nb,hs_or_less,men,moved_any,2006_2010,0.25989581533355,0.14553730322974973,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_any,2019_2024,1.996110661020458,0.12392595991326154,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_any,2024,3.80232032012655,0.30176366666374,1
oth_fb_minus_oth_nb,hs_or_less,men,moved_interstate,2006_2010,-0.41424738320520804,0.05016943349952159,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_interstate,2019_2024,-0.39153557802900396,0.04367651649064542,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_interstate,2024,-0.14017847745451,0.09882570247696,1
oth_fb_minus_oth_nb,hs_or_less,men,moved_within_state,2006_2010,-1.458224794782306,0.1267207289585867,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_within_state,2019_2024,-0.41036429616783604,0.10619016250130746,5
oth_fb_minus_oth_nb,hs_or_less,men,moved_within_state,2024,0.10031430322132999,0.25148092414555,1
oth_fb_minus_oth_nb,hs_or_less,women,long_distance,2006_2010,1.9882204478685879,0.06829513868477989,5
oth_fb_minus_oth_nb,hs_or_less,women,long_distance,2019_2024,2.3665492050560544,0.07284854635944714,5
oth_fb_minus_oth_nb,hs_or_less,women,long_distance,2024,3.44257801693358,0.17125453993838,1
oth_fb_minus_oth_nb,hs_or_less,women,moved_abroad,2006_2010,2.456019488517034,0.05196443497005506,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_abroad,2019_2024,2.787074998762038,0.0563932697789538,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_abroad,2024,3.72225805880949,0.15167942933809,1
oth_fb_minus_oth_nb,hs_or_less,women,moved_any,2006_2010,-0.91501007380438,0.1252409234553871,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_any,2019_2024,0.27637351165919394,0.11643714667579566,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_any,2024,1.8524969773360898,0.28439831687122996,1
oth_fb_minus_oth_nb,hs_or_less,women,moved_interstate,2006_2010,-0.46779904064843997,0.04011904445525478,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_interstate,2019_2024,-0.420525793705984,0.04464206319213042,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_interstate,2024,-0.27968004187591,0.09040282496978,1
oth_fb_minus_oth_nb,hs_or_less,women,moved_within_state,2006_2010,-2.907102117982372,0.11462014844825623,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_within_state,2019_2024,-2.091930006507066,0.09414937320188092,5
oth_fb_minus_oth_nb,hs_or_less,women,moved_within_state,2024,-1.60770069142455,0.22094497727727,1
oth_fb_minus_oth_nb,some_college_plus,all,long_distance,2006_2010,2.7407907962990485,0.04930066074003793,5
oth_fb_minus_oth_nb,some_college_plus,all,long_distance,2019_2024,2.617761004712672,0.0450086860167589,5
oth_fb_minus_oth_nb,some_college_plus,all,long_distance,2024,3.02651514382089,0.10197429026905,1
oth_fb_minus_oth_nb,some_college_plus,all,moved_abroad,2006_2010,2.767230097415648,0.03467991272898149,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_abroad,2019_2024,2.6465896635808877,0.03138906429587535,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_abroad,2024,3.08196309026974,0.06869802191096,1
oth_fb_minus_oth_nb,some_college_plus,all,moved_any,2006_2010,2.8330175986084054,0.08011562822501259,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_any,2019_2024,2.604256226457276,0.0725407241147207,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_any,2024,3.5068697558374597,0.17373334203209,1
oth_fb_minus_oth_nb,some_college_plus,all,moved_interstate,2006_2010,-0.026439301116596006,0.03559832556733925,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_interstate,2019_2024,-0.028828658868211322,0.03332451674534502,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_interstate,2024,-0.055447946448850004,0.07005307466763,1
oth_fb_minus_oth_nb,some_college_plus,all,moved_within_state,2006_2010,0.092576223170248,0.06970052005735451,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_within_state,2019_2024,-0.012366421544114,0.060757655177350156,5
oth_fb_minus_oth_nb,some_college_plus,all,moved_within_state,2024,0.47798590173035,0.14146124318574002,1
oth_fb_minus_oth_nb,some_college_plus,men,long_distance,2006_2010,2.732425411836408,0.06490107365871775,5
oth_fb_minus_oth_nb,some_college_plus,men,long_distance,2019_2024,2.5987522934983818,0.059394263232356914,5
oth_fb_minus_oth_nb,some_college_plus,men,long_distance,2024,3.07119633901119,0.14183999070471,1
oth_fb_minus_oth_nb,some_college_plus,men,moved_abroad,2006_2010,2.67970226352437,0.046186915743822166,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_abroad,2019_2024,2.5820017372023587,0.0415901677998177,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_abroad,2024,3.0376562697,0.10220558666953,1
oth_fb_minus_oth_nb,some_college_plus,men,moved_any,2006_2010,3.4693809142000807,0.10503233698023844,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_any,2019_2024,3.10049657091509,0.09225156834738658,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_any,2024,4.150313660519791,0.22090959403628002,1
oth_fb_minus_oth_nb,some_college_plus,men,moved_interstate,2006_2010,0.05272314831203399,0.0478235189113136,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_interstate,2019_2024,0.01675055629602199,0.044316950345440226,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_interstate,2024,0.033540069311189996,0.0961078587914,1
oth_fb_minus_oth_nb,some_college_plus,men,moved_within_state,2006_2010,0.7346933597540201,0.086932966551951,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_within_state,2019_2024,0.502804423169622,0.07897827864416399,5
oth_fb_minus_oth_nb,some_college_plus,men,moved_within_state,2024,1.08130624495797,0.18459396816760998,1
oth_fb_minus_oth_nb,some_college_plus,women,long_distance,2006_2010,2.7416856059278945,0.06023510946619883,5
oth_fb_minus_oth_nb,some_college_plus,women,long_distance,2019_2024,2.6305721682136562,0.05379460043887666,5
oth_fb_minus_oth_nb,some_college_plus,women,long_distance,2024,2.98373255563239,0.12197332926587,1
oth_fb_minus_oth_nb,some_college_plus,women,moved_abroad,2006_2010,2.848523545644168,0.04252250684279774,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_abroad,2019_2024,2.70476066150366,0.036988205883602646,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_abroad,2024,3.12195914996102,0.08362269474597,1
oth_fb_minus_oth_nb,some_college_plus,women,moved_any,2006_2010,2.220360507235504,0.09528873325251733,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_any,2019_2024,2.147000372395138,0.0859436988081531,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_any,2024,2.92086434654512,0.19199386365052,1
oth_fb_minus_oth_nb,some_college_plus,women,moved_interstate,2006_2010,-0.10683793971626794,0.04263531660029031,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_interstate,2019_2024,-0.07418849329000017,0.03946202487787771,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_interstate,2024,-0.13822659432862,0.07754796335706,1
oth_fb_minus_oth_nb,some_college_plus,women,moved_within_state,2006_2010,-0.51852358091551,0.0837636846737605,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_within_state,2019_2024,-0.48241707205939993,0.07213204723858489,5
oth_fb_minus_oth_nb,some_college_plus,women,moved_within_state,2024,-0.06942513944747,0.16230714803239,1
oth_nb,all,all,long_distance,2006_2010,2.819121649195116,0.010112193603124498,5
oth_nb,all,all,long_distance,2019_2024,2.79476320115034,0.009861546127934617,5
oth_nb,all,all,long_distance,2024,2.59183728885635,0.02292381078121,1
oth_nb,all,all,moved_abroad,2006_2010,0.23717198998682404,0.0024251344872996336,5
oth_nb,all,all,moved_abroad,2019_2024,0.21022536846086798,0.002599626102947948,5
oth_nb,all,all,moved_abroad,2024,0.21944098175875,0.005226716643334997,1
oth_nb,all,all,moved_any,2006_2010,15.355811530746838,0.02738916963714181,5
oth_nb,all,all,moved_any,2019_2024,12.947796192079803,0.02233034507714588,5
oth_nb,all,all,moved_any,2024,12.00172063986249,0.04724538531015,1
oth_nb,all,all,moved_interstate,2006_2010,2.5819496592082865,0.009603042942664949,5
oth_nb,all,all,moved_interstate,2019_2024,2.584537832689468,0.00954245268424472,5
oth_nb,all,all,moved_interstate,2024,2.3723963070976,0.02186586819012,1
oth_nb,all,all,moved_within_state,2006_2010,12.523436337692928,0.025785874185581693,5
oth_nb,all,all,moved_within_state,2019_2024,10.13685624974497,0.020792127932155288,5
oth_nb,all,all,moved_within_state,2024,9.3990429804479,0.04507686503324,1
oth_nb,hs_or_less,all,long_distance,2006_2010,2.36244468348785,0.014384254519372969,5
oth_nb,hs_or_less,all,long_distance,2019_2024,2.1266156540252124,0.014145680340134654,5
oth_nb,hs_or_less,all,long_distance,2024,2.04030513284503,0.034833975550690004,1
oth_nb,hs_or_less,all,moved_abroad,2006_2010,0.18919813269289001,0.0034767576569918364,5
oth_nb,hs_or_less,all,moved_abroad,2019_2024,0.210462804764594,0.0044489281182908,5
oth_nb,hs_or_less,all,moved_abroad,2024,0.24952141484225,0.01082632892159,1
oth_nb,hs_or_less,all,moved_any,2006_2010,16.771626864692525,0.04066021650155255,5
oth_nb,hs_or_less,all,moved_any,2019_2024,12.552020004539166,0.03563775624443198,5
oth_nb,hs_or_less,all,moved_any,2024,12.16325730143456,0.08509031270307,1
oth_nb,hs_or_less,all,moved_interstate,2006_2010,2.173246550794956,0.013811199083385229,5
oth_nb,hs_or_less,all,moved_interstate,2019_2024,1.9161528492606161,0.013405396998070312,5
oth_nb,hs_or_less,all,moved_interstate,2024,1.7907837180027801,0.03121318687197,1
oth_nb,hs_or_less,all,moved_within_state,2006_2010,14.390842725690497,0.03783587852003409,5
oth_nb,hs_or_less,all,moved_within_state,2019_2024,10.407315239708135,0.03397966044731511,5
oth_nb,hs_or_less,all,moved_within_state,2024,10.11168182836442,0.07654961481976,1
oth_nb,hs_or_less,men,long_distance,2006_2010,2.5011803711200797,0.017887091538360857,5
oth_nb,hs_or_less,men,long_distance,2019_2024,2.1259954562159225,0.017633722507732454,5
oth_nb,hs_or_less,men,long_distance,2024,2.0110245050741202,0.04416796529194,1
oth_nb,hs_or_less,men,moved_abroad,2006_2010,0.23815073825871003,0.005114622146066129,5
oth_nb,hs_or_less,men,moved_abroad,2019_2024,0.21837535528234997,0.00562208114035415,5
oth_nb,hs_or_less,men,moved_abroad,2024,0.24413885417936998,0.01330583976365,1
oth_nb,hs_or_less,men,moved_any,2006_2010,17.17512697005901,0.04928274822735706,5
oth_nb,hs_or_less,men,moved_any,2019_2024,12.27493764087474,0.04209786527388083,5
oth_nb,hs_or_less,men,moved_any,2024,11.79964523252355,0.07999477763028,1
oth_nb,hs_or_less,men,moved_interstate,2006_2010,2.263029632861362,0.017255916653626656,5
oth_nb,hs_or_less,men,moved_interstate,2019_2024,1.907620100933564,0.016664511451504344,5
oth_nb,hs_or_less,men,moved_interstate,2024,1.7668856508947401,0.039483753150189996,1
oth_nb,hs_or_less,men,moved_within_state,2006_2010,14.654170395424366,0.0467676617721388,5
oth_nb,hs_or_less,men,moved_within_state,2019_2024,10.13148711828361,0.03990086695050899,5
oth_nb,hs_or_less,men,moved_within_state,2024,9.77967474581953,0.08063438992249,1
oth_nb,hs_or_less,women,long_distance,2006_2010,2.205855365753662,0.01738862953325046,5
oth_nb,hs_or_less,women,long_distance,2019_2024,2.1272785642084355,0.020062319701336782,5
oth_nb,hs_or_less,women,long_distance,2024,2.07857112343569,0.05038270276254,1
oth_nb,hs_or_less,women,moved_abroad,2006_2010,0.13403339500168,0.004028678079818586,5
oth_nb,hs_or_less,women,moved_abroad,2019_2024,0.20030608961568397,0.0064416084088434,5
oth_nb,hs_or_less,women,moved_abroad,2024,0.25655572494279,0.01725223128921,1
oth_nb,hs_or_less,women,moved_any,2006_2010,16.3156469772522,0.05154329161560419,5
oth_nb,hs_or_less,women,moved_any,2019_2024,12.908551744479285,0.05064207380691984,5
oth_nb,hs_or_less,women,moved_any,2024,12.63845121177207,0.13270893908237,1
oth_nb,hs_or_less,women,moved_interstate,2006_2010,2.0718219707519783,0.01667856364399656,5
oth_nb,hs_or_less,women,moved_interstate,2019_2024,1.9269724745927461,0.01922441473988655,5
oth_nb,hs_or_less,women,moved_interstate,2024,1.8220153984928902,0.04553062577852,1
oth_nb,hs_or_less,women,moved_within_state,2006_2010,14.093069537574493,0.0474964995447099,5
oth_nb,hs_or_less,women,moved_within_state,2019_2024,10.76239958881196,0.04711169037133219,5
oth_nb,hs_or_less,women,moved_within_state,2024,10.54557211227815,0.1087939826837,1
oth_nb,some_college_plus,all,long_distance,2006_2010,3.1326653416535697,0.013505787303880062,5
oth_nb,some_college_plus,all,long_distance,2019_2024,3.1394676171737657,0.012455469598420012,5
oth_nb,some_college_plus,all,long_distance,2024,2.8667281154624003,0.025344423805609997,1
oth_nb,some_college_plus,all,moved_abroad,2006_2010,0.26961971147327995,0.0033679054947789895,5
oth_nb,some_college_plus,all,moved_abroad,2019_2024,0.21040237051620597,0.0031289518809854053,5
oth_nb,some_college_plus,all,moved_abroad,2024,0.20444850122091,0.0061098200040226435,1
oth_nb,some_college_plus,all,moved_any,2006_2010,14.362317464557636,0.02915689202601422,5
oth_nb,some_college_plus,all,moved_any,2019_2024,13.153627394659559,0.02554560123554675,5
oth_nb,some_college_plus,all,moved_any,2024,11.9212086589331,0.05279712745372,1
oth_nb,some_college_plus,all,moved_interstate,2006_2010,2.863045630180286,0.012758652563972215,5
oth_nb,some_college_plus,all,moved_interstate,2019_2024,2.929065246657554,0.012339932622823848,5
oth_nb,some_college_plus,all,moved_interstate,2024,2.6622796142414797,0.024942558896809998,1
oth_nb,some_college_plus,all,moved_within_state,2006_2010,11.219702627185994,0.026410688074363187,5
oth_nb,some_college_plus,all,moved_within_state,2019_2024,9.9989986573646,0.023086662245250546,5
oth_nb,some_college_plus,all,moved_within_state,2024,9.04385447540753,0.047500763774279996,1
oth_nb,some_college_plus,men,long_distance,2006_2010,3.3031674895807583,0.017780994771737186,5
oth_nb,some_college_plus,men,long_distance,2019_2024,3.2943285690390116,0.017158641094850855,5
oth_nb,some_college_plus,men,long_distance,2024,2.95448727258569,0.03820598052494,1
oth_nb,some_college_plus,men,moved_abroad,2006_2010,0.33073834108095596,0.00522570728592753,5
oth_nb,some_college_plus,men,moved_abroad,2019_2024,0.232454413872574,0.004284738318013631,5
oth_nb,some_college_plus,men,moved_abroad,2024,0.21932628142876,0.008777566038262831,1
oth_nb,some_college_plus,men,moved_any,2006_2010,14.442890195958796,0.0359375545555705,5
oth_nb,some_college_plus,men,moved_any,2019_2024,13.292488415942888,0.03211854894006856,5
oth_nb,some_college_plus,men,moved_any,2024,11.921885488184781,0.0663101800121,1
oth_nb,some_college_plus,men,moved_interstate,2006_2010,2.972429148499794,0.016484638518328966,5
oth_nb,some_college_plus,men,moved_interstate,2019_2024,3.061874155166432,0.01651870712976009,5
oth_nb,some_college_plus,men,moved_interstate,2024,2.73516099115692,0.03614365787279,1
oth_nb,some_college_plus,men,moved_within_state,2006_2010,11.129769069668038,0.03289777337196685,5
oth_nb,some_college_plus,men,moved_within_state,2019_2024,9.984712211820455,0.030363617773449147,5
oth_nb,some_college_plus,men,moved_within_state,2024,8.95834798129173,0.06532585845189,1
oth_nb,some_college_plus,women,long_distance,2006_2010,2.976479021104216,0.015130398520969692,5
oth_nb,some_college_plus,women,long_distance,2019_2024,3.002165236143936,0.01488730834831381,5
oth_nb,some_college_plus,women,long_distance,2024,2.78889626249544,0.0300994063431,1
oth_nb,some_college_plus,women,moved_abroad,2006_2010,0.213789453347016,0.0037745942031738333,5
oth_nb,some_college_plus,women,moved_abroad,2019_2024,0.190840245678598,0.0038724223266933242,5
oth_nb,some_college_plus,women,moved_abroad,2024,0.19125369352711,0.008334875545144223,1
oth_nb,some_college_plus,women,moved_any,2006_2010,14.287849339461985,0.03384228768953629,5
oth_nb,some_college_plus,women,moved_any,2019_2024,13.030587593256643,0.030675262843543372,5
oth_nb,some_college_plus,women,moved_any,2024,11.92060839251616,0.0691793014187,1
oth_nb,some_college_plus,women,moved_interstate,2006_2010,2.7626895677571977,0.014434559794590449,5
oth_nb,some_college_plus,women,moved_interstate,2019_2024,2.811324990465332,0.015002508107301221,5
oth_nb,some_college_plus,women,moved_interstate,2024,2.5976425689683302,0.030046215642300002,1
oth_nb,some_college_plus,women,moved_within_state,2006_2010,11.301429495879745,0.031225626498165283,5
oth_nb,some_college_plus,women,moved_within_state,2019_2024,10.011738965475562,0.02658069066346272,5
oth_nb,some_college_plus,women,moved_within_state,2024,9.119688486306151,0.060258334204,1
