spec,period,sex,metros,beneficiaries,D,L,D_case,L_case,protection_bn,crowding_bn,net_bn,net_bn_se,fiscal_net_bn,fiscal_protection_bn,welfare_rho_1.0_bn,welfare_rho_0.75_bn,welfare_rho_0.5_bn,welfare_rho_0.0_bn,risk_premium_gamma_1_bn,risk_premium_gamma_2_bn,risk_premium_gamma_3_bn
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,10.0,central,central,1.8783900937172278,1.5299513194193035,0.3484387742979238,0.29729365347927517,0.13380048933040276,0.7213017959874155,0.34843877429792425,0.7309266041527502,1.113414434007576,1.8783900937172278,0.2635310194419557,0.5270620388839115,0.7905930583258672
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,8.0,central,high,2.3479876171465346,1.9124391492741295,0.43554846787240475,0.37161706684909396,0.16725061166300345,0.9016272449842694,0.4355484678724053,0.9136582551909378,1.39176804250947,2.3479876171465346,0.3294137743024447,0.6588275486048893,0.988241322907334
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,12.0,high,low,2.3479876171465346,1.9124391492741295,0.43554846787240475,0.37161706684909396,0.16725061166300345,0.9016272449842694,0.4355484678724053,0.9136582551909378,1.39176804250947,2.3479876171465346,0.3294137743024447,0.6588275486048893,0.988241322907334
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,10.0,high,central,2.817585140575842,2.294926979128955,0.5226581614468857,0.44594048021891275,0.20070073399560412,1.0819526939811233,0.5226581614468864,1.0963899062291254,1.670121651011364,2.817585140575842,0.39529652916293356,0.7905930583258671,1.185889587488801
own_GR_IV_natives,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,8.0,high,high,3.521981425719802,2.868658723911194,0.6533227018086072,0.557425600273641,0.25087591749450516,1.3524408674764041,0.653322701808608,1.3704873827864068,2.087652063764205,3.521981425719802,0.494120661453667,0.988241322907334,1.482361984361001
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,2.5,12.0,low,low,0.1374123795630285,0.10784451253264125,0.02956786703038728,0.052970036988594406,0.011354060939668717,0.052766353752202955,0.029567867030387253,0.05652899516354756,0.08349012329670788,0.1374123795630285,0.010376728896982304,0.02075345779396461,0.03113018669094691
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,2.5,10.0,low,central,0.1648948554756342,0.1294134150391695,0.035481440436464735,0.06356404438631329,0.013624873127602459,0.06331962450264354,0.0354814404364647,0.06783479419625707,0.10018814795604945,0.1648948554756342,0.012452074676378764,0.02490414935275753,0.03735622402913629
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,2.5,8.0,low,high,0.20611856934454276,0.16176676879896187,0.04435180054558092,0.07945505548289161,0.017031091409503075,0.07914953062830443,0.044351800545580876,0.08479349274532133,0.1252351849450618,0.20611856934454276,0.015565093345473456,0.03113018669094691,0.046695280036420365
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,5.0,12.0,central,low,0.274824759126057,0.2156890250652825,0.05913573406077456,0.10594007397718881,0.022708121879337434,0.10553270750440591,0.059135734060774506,0.11305799032709513,0.16698024659341576,0.274824759126057,0.02075345779396461,0.04150691558792922,0.06226037338189382
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,5.0,10.0,central,central,0.3297897109512684,0.258826830078339,0.07096288087292947,0.12712808877262657,0.027249746255204918,0.12663924900528709,0.0709628808729294,0.13566958839251414,0.2003762959120989,0.3297897109512684,0.02490414935275753,0.04980829870551506,0.07471244805827258
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,5.0,8.0,central,high,0.4122371386890855,0.32353353759792375,0.08870360109116184,0.15891011096578322,0.03406218281900615,0.15829906125660886,0.08870360109116175,0.16958698549064266,0.2504703698901236,0.4122371386890855,0.03113018669094691,0.06226037338189382,0.09339056007284073
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,7.5,12.0,high,low,0.4122371386890855,0.32353353759792375,0.08870360109116184,0.15891011096578322,0.03406218281900615,0.15829906125660886,0.08870360109116175,0.16958698549064266,0.2504703698901236,0.4122371386890855,0.03113018669094691,0.06226037338189382,0.09339056007284073
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,7.5,10.0,high,central,0.4946845664269026,0.38824024511750854,0.10644432130939421,0.19069213315893985,0.04087461938280738,0.18995887350793061,0.1064443213093941,0.2035043825887712,0.30056444386814835,0.4946845664269026,0.03735622402913629,0.07471244805827258,0.11206867208740887
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives,7.5,8.0,high,high,0.6183557080336283,0.48530030639688565,0.13305540163674276,0.23836516644867484,0.05109327422850922,0.2374485918849133,0.13305540163674262,0.254380478235964,0.3757055548351855,0.6183557080336283,0.046695280036420365,0.09339056007284073,0.1400858401092611
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.16700714610200662,0.1231037225079504,0.0439034235940562,0.07865180025711936,0.01685891466011758,0.06413074410317054,0.04390342359405622,0.07467935422104381,0.1054552848480314,0.16700714610200662,0.012214432089391748,0.024428864178783496,0.036643296268175245
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.20040857532240794,0.14772446700954048,0.052684108312867434,0.09438216030854323,0.020230697592141095,0.07695689292380466,0.05268410831286746,0.08961522506525257,0.1265463418176377,0.20040857532240794,0.014657318507270096,0.029314637014540193,0.04397195552181029
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.25051071915300993,0.1846555837619256,0.06585513539108429,0.11797770038567904,0.02528837199017637,0.09619611615475582,0.06585513539108433,0.11201903133156571,0.1581829272720471,0.25051071915300993,0.01832164813408762,0.03664329626817524,0.054964944402262864
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.33401429220401324,0.2462074450159008,0.0878068471881124,0.15730360051423872,0.03371782932023516,0.1282614882063411,0.08780684718811244,0.14935870844208762,0.2109105696960628,0.33401429220401324,0.024428864178783496,0.04885772835756699,0.07328659253635049
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.4008171506448159,0.29544893401908096,0.10536821662573487,0.18876432061708645,0.04046139518428219,0.1539137858476093,0.10536821662573492,0.17923045013050515,0.2530926836352754,0.4008171506448159,0.029314637014540193,0.058629274029080386,0.08794391104362058
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.5010214383060199,0.3693111675238512,0.13171027078216857,0.23595540077135807,0.05057674398035274,0.19239223230951163,0.13171027078216865,0.22403806266313142,0.3163658545440942,0.5010214383060199,0.03664329626817524,0.07328659253635048,0.10992988880452573
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.5010214383060199,0.3693111675238512,0.13171027078216857,0.23595540077135807,0.05057674398035274,0.19239223230951163,0.13171027078216865,0.22403806266313142,0.3163658545440942,0.5010214383060199,0.03664329626817524,0.07328659253635048,0.10992988880452573
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.6012257259672238,0.44317340102862146,0.1580523249386023,0.28314648092562966,0.06069209277642329,0.23087067877141398,0.15805232493860238,0.26884567519575775,0.37963902545291306,0.6012257259672238,0.04397195552181029,0.08794391104362058,0.13191586656543086
own_GR_OLS_native_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.7515321574590298,0.5539667512857768,0.19756540617325288,0.3539331011570371,0.07586511597052911,0.28858834846426745,0.19756540617325297,0.33605709399469713,0.47454878181614135,0.7515321574590298,0.054964944402262864,0.10992988880452573,0.16489483320678858
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,2.5,12.0,low,low,0.11395854200984756,0.10266033561048347,0.01129820639936407,0.0202404322998354,0.004338511257355803,0.04376008013178146,0.011298206399364085,0.03696329030198495,0.06262837420460582,0.11395854200984756,0.009278115443835153,0.018556230887670305,0.02783434633150546
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,2.5,10.0,low,central,0.13675025041181707,0.12319240273258017,0.013557847679236883,0.024288518759802476,0.0052062135088269635,0.052512096158137754,0.0135578476792369,0.044355948362381936,0.07515404904552699,0.13675025041181707,0.011133738532602184,0.022267477065204367,0.03340121559780655
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,2.5,8.0,low,high,0.17093781301477134,0.1539905034157252,0.016947309599046105,0.030360648449753096,0.006507766886033705,0.0656401201976722,0.016947309599046126,0.05544493545297742,0.09394256130690873,0.17093781301477134,0.013917173165752729,0.027834346331505458,0.041751519497258194
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,5.0,12.0,central,low,0.22791708401969513,0.20532067122096695,0.02259641279872814,0.0404808645996708,0.008677022514711606,0.08752016026356292,0.02259641279872817,0.0739265806039699,0.12525674840921164,0.22791708401969513,0.018556230887670305,0.03711246177534061,0.05566869266301092
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,5.0,10.0,central,central,0.27350050082363414,0.24638480546516034,0.027115695358473767,0.04857703751960495,0.010412427017653927,0.10502419231627551,0.0271156953584738,0.08871189672476387,0.15030809809105397,0.27350050082363414,0.022267477065204367,0.044534954130408734,0.0668024311956131
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,5.0,8.0,central,high,0.3418756260295427,0.3079810068314504,0.03389461919809221,0.06072129689950619,0.01301553377206741,0.1312802403953444,0.03389461919809225,0.11088987090595484,0.18788512261381746,0.3418756260295427,0.027834346331505458,0.055668692663010916,0.08350303899451639
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,7.5,12.0,high,low,0.3418756260295427,0.3079810068314504,0.03389461919809221,0.06072129689950619,0.01301553377206741,0.1312802403953444,0.03389461919809225,0.11088987090595484,0.18788512261381746,0.3418756260295427,0.027834346331505458,0.055668692663010916,0.08350303899451639
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,7.5,10.0,high,central,0.4102507512354512,0.36957720819774054,0.04067354303771065,0.07286555627940743,0.01561864052648089,0.15753628847441326,0.0406735430377107,0.1330678450871458,0.22546214713658097,0.4102507512354512,0.03340121559780655,0.0668024311956131,0.10020364679341966
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives,7.5,8.0,high,high,0.512813439044314,0.46197151024717564,0.050841928797138315,0.09108194534925929,0.019523300658101112,0.19692036059301657,0.05084192879713838,0.16633480635893227,0.2818276839207262,0.512813439044314,0.04175151949725819,0.08350303899451637,0.12525455849177458
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.1414377979030881,0.11772299762457804,0.023714800278510074,0.04248442563133896,0.009106483306947868,0.05431211439478584,0.023714800278510084,0.0531455496846546,0.0825762990907991,0.1414377979030881,0.01090659045079233,0.02181318090158466,0.03271977135237699
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.16972535748370574,0.14126759714949363,0.028457760334212087,0.05098131075760675,0.010927779968337442,0.065174537273743,0.0284577603342121,0.06377465962158552,0.09909155890895892,0.16972535748370574,0.013087908540950795,0.02617581708190159,0.03926372562285239
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.21215669685463218,0.17658449643686705,0.03557220041776511,0.06372663844700843,0.013659724960421803,0.08146817159217876,0.035572200417765126,0.0797183245269819,0.12386444863619865,0.21215669685463218,0.016359885676188495,0.03271977135237699,0.04907965702856548
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.2828755958061762,0.23544599524915608,0.04742960055702015,0.08496885126267792,0.018212966613895737,0.10862422878957168,0.04742960055702017,0.1062910993693092,0.1651525981815982,0.2828755958061762,0.02181318090158466,0.04362636180316932,0.06543954270475398
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.33945071496741147,0.28253519429898727,0.056915520668424174,0.1019626215152135,0.021855559936674884,0.130349074547486,0.0569155206684242,0.12754931924317103,0.19818311781791784,0.33945071496741147,0.02617581708190159,0.05235163416380318,0.07852745124570477
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.42431339370926435,0.3531689928737341,0.07114440083553022,0.12745327689401686,0.027319449920843605,0.1629363431843575,0.07114440083553025,0.1594366490539638,0.2477288972723973,0.42431339370926435,0.03271977135237699,0.06543954270475398,0.09815931405713096
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.42431339370926435,0.3531689928737341,0.07114440083553022,0.12745327689401686,0.027319449920843605,0.1629363431843575,0.07114440083553025,0.1594366490539638,0.2477288972723973,0.42431339370926435,0.03271977135237699,0.06543954270475398,0.09815931405713096
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.5091760724511172,0.4238027914484809,0.08537328100263626,0.15294393227282024,0.032783339905012324,0.19552361182122902,0.0853732810026363,0.19132397886475655,0.29727467672687674,0.5091760724511172,0.03926372562285239,0.07852745124570477,0.11779117686855717
own_GR_OLS_native_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.6364700905638965,0.5297534893106012,0.10671660125329532,0.19117991534102532,0.04097917488126541,0.24440451477653627,0.10671660125329538,0.23915497358094567,0.37159334590859594,0.6364700905638965,0.04907965702856548,0.09815931405713096,0.14723897108569645
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,2.5,12.0,low,low,-0.0401271666509792,-0.05726898035352114,0.01714181370254192,0.06852596515944735,0.006582456461776097,-0.015408831993976014,0.017141813702541937,0.0028245686141616507,-0.011492676474218633,-0.0401271666509792,-0.0025775605701647167,-0.005155121140329433,-0.0077326817104941496
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,2.5,10.0,low,central,-0.04815259998117504,-0.06872277642422536,0.020570176443050304,0.08223115819133682,0.007898947754131316,-0.018490598392771215,0.02057017644305032,0.0033894823369939805,-0.01379121176906236,-0.04815259998117504,-0.00309307268419766,-0.00618614536839532,-0.009279218052592979
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,2.5,8.0,low,high,-0.0601907499764688,-0.0859034705302817,0.02571272055381288,0.10278894773917102,0.009873684692664145,-0.02311324799096402,0.0257127205538129,0.004236852921242476,-0.017239014711327952,-0.0601907499764688,-0.0038663408552470748,-0.0077326817104941496,-0.011599022565741223
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,5.0,12.0,central,low,-0.0802543333019584,-0.11453796070704228,0.03428362740508384,0.1370519303188947,0.013164912923552194,-0.030817663987952028,0.03428362740508387,0.0056491372283233015,-0.022985352948437267,-0.0802543333019584,-0.005155121140329433,-0.010310242280658867,-0.015465363420988299
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,5.0,10.0,central,central,-0.09630519996235008,-0.13744555284845072,0.04114035288610061,0.16446231638267364,0.015797895508262633,-0.03698119678554243,0.04114035288610064,0.006778964673987961,-0.02758242353812472,-0.09630519996235008,-0.00618614536839532,-0.01237229073679064,-0.018558436105185958
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,5.0,8.0,central,high,-0.1203814999529376,-0.1718069410605634,0.05142544110762576,0.20557789547834204,0.01974736938532829,-0.04622649598192804,0.0514254411076258,0.008473705842484951,-0.034478029422655904,-0.1203814999529376,-0.0077326817104941496,-0.015465363420988299,-0.023198045131482447
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,7.5,12.0,high,low,-0.1203814999529376,-0.1718069410605634,0.05142544110762576,0.20557789547834204,0.01974736938532829,-0.04622649598192804,0.0514254411076258,0.008473705842484951,-0.034478029422655904,-0.1203814999529376,-0.0077326817104941496,-0.015465363420988299,-0.023198045131482447
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,7.5,10.0,high,central,-0.14445779994352512,-0.2061683292726761,0.061710529329150915,0.24669347457401047,0.02369684326239395,-0.055471795178313646,0.061710529329150964,0.010168447010981942,-0.04137363530718708,-0.14445779994352512,-0.00927921805259298,-0.01855843610518596,-0.02783765415777894
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives,7.5,8.0,high,high,-0.1805722499294064,-0.2577104115908451,0.07713816166143864,0.30836684321751306,0.029621054077992436,-0.06933974397289205,0.0771381616614387,0.012710558763727427,-0.05171704413398385,-0.1805722499294064,-0.011599022565741225,-0.02319804513148245,-0.03479706769722367
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,2.5,12.0,low,low,-0.05172120058858168,-0.07264515504739756,0.020923954458815886,0.08364541810590674,0.0080347985121853,-0.019860941026015367,0.020923954458815886,0.002762665696966488,-0.015398623064882898,-0.05172120058858168,-0.0033220064698230188,-0.0066440129396460375,-0.009966019409469057
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,2.5,10.0,low,central,-0.06206544070629801,-0.08717418605687707,0.02510874535057906,0.10037450172708809,0.00964175821462236,-0.02383312923121844,0.02510874535057906,0.0033151988363597854,-0.018478347677859476,-0.06206544070629801,-0.0039864077637876225,-0.007972815527575245,-0.011959223291362868
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,2.5,8.0,low,high,-0.07758180088287252,-0.10896773257109635,0.031385931688223824,0.1254681271588601,0.01205219776827795,-0.02979141153902305,0.031385931688223824,0.004143998545449732,-0.023097934597324343,-0.07758180088287252,-0.004983009704734528,-0.009966019409469055,-0.014949029114203585
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,5.0,12.0,central,low,-0.10344240117716336,-0.14529031009479512,0.04184790891763177,0.16729083621181348,0.0160695970243706,-0.039721882052030734,0.04184790891763177,0.005525331393932976,-0.030797246129765796,-0.10344240117716336,-0.0066440129396460375,-0.013288025879292075,-0.019932038818938114
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,5.0,10.0,central,central,-0.12413088141259603,-0.17434837211375415,0.05021749070115812,0.20074900345417618,0.01928351642924472,-0.04766625846243688,0.05021749070115812,0.006630397672719571,-0.03695669535571895,-0.12413088141259603,-0.007972815527575245,-0.01594563105515049,-0.023918446582725735
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,5.0,8.0,central,high,-0.15516360176574504,-0.2179354651421927,0.06277186337644765,0.2509362543177202,0.0241043955365559,-0.0595828230780461,0.06277186337644765,0.008287997090899463,-0.04619586919464869,-0.15516360176574504,-0.009966019409469055,-0.01993203881893811,-0.02989805822840717
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,7.5,12.0,high,low,-0.15516360176574504,-0.2179354651421927,0.06277186337644765,0.2509362543177202,0.0241043955365559,-0.0595828230780461,0.06277186337644765,0.008287997090899463,-0.04619586919464869,-0.15516360176574504,-0.009966019409469055,-0.01993203881893811,-0.02989805822840717
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,7.5,10.0,high,central,-0.18619632211889403,-0.2615225581706312,0.07532623605173719,0.3011235051812643,0.02892527464386708,-0.07149938769365531,0.07532623605173719,0.009945596509079356,-0.05543504303357843,-0.18619632211889403,-0.011959223291362868,-0.023918446582725735,-0.0358776698740886
own_COVID21_OLS_natives,COVID_2019_2021,men,all_metros,other_natives_and_other_foreign_born,7.5,8.0,high,high,-0.23274540264861754,-0.326903197713289,0.09415779506467148,0.37640438147658034,0.03615659330483385,-0.08937423461706914,0.09415779506467148,0.012431995636349195,-0.06929380379197303,-0.23274540264861754,-0.014949029114203585,-0.02989805822840717,-0.04484708734261075
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,2.5,12.0,low,low,-0.03791363957641273,-0.04660462232326894,0.008690982746856216,0.03474299693410582,0.0033373373747927868,-0.014558837597342488,0.008690982746856214,-0.00296017283396102,-0.014611328414778257,-0.03791363957641273,-0.0021868460553418133,-0.0043736921106836265,-0.006560538166025439
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,2.5,10.0,low,central,-0.04549636749169527,-0.05592554678792273,0.010429179296227458,0.04169159632092698,0.004004804849751344,-0.017470605116810985,0.010429179296227456,-0.003552207400753224,-0.017533594097733907,-0.04549636749169527,-0.0026242152664101757,-0.005248430532820351,-0.007872645799230527
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,2.5,8.0,low,high,-0.05687045936461909,-0.06990693348490341,0.013036474120284322,0.05211449540115872,0.0050060060621891795,-0.02183825639601373,0.01303647412028432,-0.00444025925094153,-0.021916992622167383,-0.05687045936461909,-0.0032802690830127197,-0.006560538166025439,-0.009840807249038158
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,5.0,12.0,central,low,-0.07582727915282546,-0.09320924464653788,0.01738196549371243,0.06948599386821164,0.0066746747495855735,-0.029117675194684976,0.017381965493712428,-0.00592034566792204,-0.029222656829556513,-0.07582727915282546,-0.0043736921106836265,-0.008747384221367253,-0.013121076332050879
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,5.0,10.0,central,central,-0.09099273498339054,-0.11185109357584545,0.020858358592454915,0.08338319264185395,0.008009609699502688,-0.03494121023362197,0.020858358592454912,-0.007104414801506448,-0.035067188195467815,-0.09099273498339054,-0.005248430532820351,-0.010496861065640703,-0.015745291598461053
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,5.0,8.0,central,high,-0.11374091872923818,-0.13981386696980683,0.026072948240568643,0.10422899080231744,0.010012012124378359,-0.04367651279202746,0.02607294824056864,-0.00888051850188306,-0.04383398524433477,-0.11374091872923818,-0.006560538166025439,-0.013121076332050879,-0.019681614498076316
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,7.5,12.0,high,low,-0.11374091872923818,-0.13981386696980683,0.026072948240568643,0.10422899080231744,0.010012012124378359,-0.04367651279202746,0.02607294824056864,-0.00888051850188306,-0.04383398524433477,-0.11374091872923818,-0.006560538166025439,-0.013121076332050879,-0.019681614498076316
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,7.5,10.0,high,central,-0.1364891024750858,-0.1677766403637682,0.031287537888682375,0.12507478896278093,0.012014414549254032,-0.052411815350432954,0.03128753788868237,-0.010656622202259672,-0.052600782293201725,-0.1364891024750858,-0.007872645799230527,-0.015745291598461053,-0.02361793739769158
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives,7.5,8.0,high,high,-0.17061137809385726,-0.20972080045471023,0.03910942236085296,0.15634348620347616,0.015018018186567538,-0.0655147691880412,0.03910942236085296,-0.01332077775282459,-0.06575097786650215,-0.17061137809385726,-0.009840807249038158,-0.019681614498076316,-0.029522421747114475
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,2.5,12.0,low,low,-0.0481403412575744,-0.062363219592559846,0.01422287833498546,0.05685725455677689,0.005461585280634417,-0.01848589104290857,0.014222878334985447,-0.0013679265631545124,-0.016958731461294476,-0.0481403412575744,-0.0028778032789077684,-0.005755606557815537,-0.008633409836723307
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,2.5,10.0,low,central,-0.05776840950908928,-0.07483586351107181,0.017067454001982552,0.06822870546813227,0.006553902336761301,-0.022183069251490283,0.017067454001982535,-0.0016415118757854147,-0.02035047775355337,-0.05776840950908928,-0.003453363934689322,-0.006906727869378644,-0.010360091804067967
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,2.5,8.0,low,high,-0.0722105118863616,-0.09354482938883976,0.02133431750247819,0.08528588183516533,0.008192377920951626,-0.027728836564362855,0.02133431750247817,-0.0020518898447317684,-0.025438097191941712,-0.0722105118863616,-0.0043167049183616526,-0.008633409836723305,-0.012950114755084959
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,5.0,12.0,central,low,-0.0962806825151488,-0.12472643918511969,0.02844575666997092,0.11371450911355378,0.010923170561268835,-0.03697178208581714,0.028445756669970894,-0.0027358531263090248,-0.03391746292258895,-0.0962806825151488,-0.005755606557815537,-0.011511213115631073,-0.017266819673446614
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,5.0,10.0,central,central,-0.11553681901817855,-0.14967172702214362,0.034134908003965105,0.13645741093626454,0.013107804673522601,-0.044366138502980566,0.03413490800396507,-0.0032830237515708294,-0.04070095550710674,-0.11553681901817855,-0.006906727869378644,-0.013813455738757289,-0.020720183608135934
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,5.0,8.0,central,high,-0.1444210237727232,-0.18708965877767952,0.04266863500495638,0.17057176367033067,0.016384755841903253,-0.05545767312872571,0.04266863500495634,-0.004103779689463537,-0.050876194383883425,-0.1444210237727232,-0.008633409836723305,-0.01726681967344661,-0.025900229510169917
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,7.5,12.0,high,low,-0.1444210237727232,-0.18708965877767952,0.04266863500495638,0.17057176367033067,0.016384755841903253,-0.05545767312872571,0.04266863500495634,-0.004103779689463537,-0.050876194383883425,-0.1444210237727232,-0.008633409836723305,-0.01726681967344661,-0.025900229510169917
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,7.5,10.0,high,central,-0.17330522852726782,-0.22450759053321545,0.05120236200594766,0.20468611640439682,0.019661707010283903,-0.06654920775447085,0.051202362005947605,-0.004924535627356244,-0.061051433260660114,-0.17330522852726782,-0.010360091804067967,-0.020720183608135934,-0.0310802754122039
own_COVID21_OLS_natives,COVID_2019_2021,men,ck_sample,other_natives_and_other_foreign_born,7.5,8.0,high,high,-0.2166315356590848,-0.2806344881665193,0.06400295250743457,0.255857645505496,0.024577133762854877,-0.08318650969308856,0.06400295250743451,-0.006155669534195305,-0.07631429157582514,-0.2166315356590848,-0.012950114755084959,-0.025900229510169917,-0.038850344265254876
own_COVID22_OLS_natives,COVID_2019_2022,men,all_metros,other_natives,2.5,12.0,low,low,-0.07032288483773826,-0.1671978499398871,0.09687496510214885,0.24519921001771117,0.03719998659922516,-0.02700398777769149,0.09687496510214885,0.055075502617177065,0.013276040132205296,-0.07032288483773826,-0.0034756231194043347,-0.006951246238808669,-0.010426869358213004
own_COVID22_OLS_natives,COVID_2019_2022,men,all_metros,other_natives,2.5,10.0,low,central,-0.0843874618052859,-0.20063741992786452,0.11624995812257861,0.2942390520212534,0.04463998391907019,-0.03240478533322979,0.11624995812257861,0.06609060314061248,0.015931248158646355,-0.0843874618052859,-0.0041707477432852014,-0.008341495486570403,-0.012512243229855604
