cbsa,origin,n2000,natl2000,base_share
10180,lebanon,6,105950,5.663048607833884e-05
10180,mexico,2415,9180186,0.0002630665653179576
10180,netherlands,4,94630,4.2269893268519494e-05
10180,nicaragua,53,220844,0.00023998840810708012
10180,nigeria,53,134940,0.00039276715577293614
10180,"oceania, n.e.c.",0,241,0.0
10180,other australian and new zealand subregion,0,22884,0.0
10180,other caribbean,13,170703,7.61556621734826e-05
10180,other central america,42,47931,0.000876259623208362
10180,other eastern africa,75,143774,0.0005216520372250894
10180,other eastern asia,0,9194,0.0
10180,other eastern europe,27,261664,0.00010318576495047083
10180,other northern africa,0,77123,0.0
10180,other northern america,6,8684,0.0006909258406264394
10180,other northern europe,29,90720,0.00031966490299823635
10180,other south america,0,54045,0.0
10180,other south central asia,0,75463,0.0
10180,other south eastern asia,0,53975,0.0
10180,other southern africa,4,2938,0.0013614703880190605
10180,other southern europe,0,9607,0.0
10180,other western africa,0,105177,0.0
10180,other western asia,10,108139,9.247357567575066e-05
10180,other western europe,5,79871,6.260094402223586e-05
10180,pakistan,4,223500,1.7897091722595077e-05
10180,panama,68,106630,0.0006377192159804933
10180,peru,27,279317,9.66643634293652e-05
10180,philippines,466,1369377,0.00034030073529787633
10180,poland,23,466783,4.927343112324142e-05
10180,romania,20,135997,0.0001470620675456076
10180,russia,0,340215,0.0
10180,south africa,0,63558,0.0
10180,spain,8,86658,9.231692400009232e-05
10180,syria,0,54595,0.0
10180,taiwan,46,326281,0.00014098277251816687
10180,thailand,113,169841,0.0006653281598671699
10180,trinidad and tobago,12,197776,6.0674702693956796e-05
10180,turkey,30,78426,0.0003825262030449086
10180,ukraine,0,275168,0.0
10180,venezuela,0,109002,0.0
10180,vietnam,164,988313,0.00016593933298459092
10380,afghanistan,0,45200,0.0
10380,"africa, n.e.c.",0,57623,0.0
10380,argentina,34,126475,0.0002688278315872702
10380,armenia,0,65280,0.0
10380,australia,0,60984,0.0
10380,austria,0,63667,0.0
10380,bangladesh,0,95307,0.0
10380,barbados,0,52179,0.0
10380,bolivia,5,53401,9.363120540813843e-05
10380,bosnia and herzegovina,0,98766,0.0
10380,brazil,18,212636,8.465170526157376e-05
10380,cambodia,0,136978,0.0
10380,canada,12,821030,1.4615787486449947e-05
10380,chile,16,81640,0.00019598236158745714
10380,"china, excluding hong kong and taiwan",64,990048,6.464333042438346e-05
10380,colombia,126,513679,0.00024528937332458597
10380,costa rica,7,72447,9.662235841373693e-05
10380,cuba,387,891737,0.000433984459543565
10380,czechoslovakia (includes czech republic and slovakia),0,83111,0.0
10380,dominican republic,830,749132,0.001107948932898341
10380,ecuador,45,299405,0.00015029809121424158
10380,egypt,0,113474,0.0
10380,el salvador,77,817828,9.415182654543499e-05
10380,ethiopia,0,69531,0.0
10380,"europe, n.e.c.",0,4411,0.0
10380,france,0,151466,0.0
10380,germany,108,707800,0.00015258547612319865
10380,ghana,0,65572,0.0
10380,greece,0,165770,0.0
10380,guatemala,50,481211,0.00010390452421079318
10380,guyana,0,211300,0.0
10380,haiti,44,419645,0.00010485052842283358
10380,honduras,31,283312,0.00010942000338849042
10380,hong kong,0,203637,0.0
10380,hungary,0,92043,0.0
10380,india,0,1022660,0.0
10380,indonesia,0,72572,0.0
10380,iran,0,283257,0.0
10380,iraq,0,89892,0.0
10380,ireland,0,156494,0.0
10380,israel,0,109817,0.0
10380,italy,38,473755,8.021023524817681e-05
10380,jamaica,0,553922,0.0
10380,japan,6,347722,1.7255163607709608e-05
10380,korea,3,864206,3.4713945517619643e-06
10380,laos,0,204284,0.0
10380,lebanon,0,105950,0.0
10380,mexico,244,9180186,2.6578982168770872e-05
10380,netherlands,0,94630,0.0
10380,nicaragua,12,220844,5.43369980619804e-05
10380,nigeria,0,134940,0.0
10380,"oceania, n.e.c.",0,241,0.0
10380,other australian and new zealand subregion,12,22884,0.0005243838489774515
10380,other caribbean,20,170703,0.00011716255718997322
10380,other central america,0,47931,0.0
10380,other eastern africa,0,143774,0.0
10380,other eastern asia,0,9194,0.0
10380,other eastern europe,0,261664,0.0
10380,other northern africa,0,77123,0.0
10380,other northern america,0,8684,0.0
10380,other northern europe,0,90720,0.0
10380,other south america,27,54045,0.0004995836802664446
10380,other south central asia,0,75463,0.0
10380,other south eastern asia,0,53975,0.0
10380,other southern africa,0,2938,0.0
10380,other southern europe,0,9607,0.0
10380,other western africa,0,105177,0.0
10380,other western asia,16,108139,0.00014795772108120104
10380,other western europe,10,79871,0.00012520188804447172
10380,pakistan,0,223500,0.0
10380,panama,51,106630,0.00047828941198537
10380,peru,118,279317,0.0004224590698024109
10380,philippines,22,1369377,1.606569994968515e-05
10380,poland,0,466783,0.0
10380,romania,6,135997,4.411862026368229e-05
10380,russia,0,340215,0.0
10380,south africa,0,63558,0.0
10380,spain,98,86658,0.0011308823190011308
10380,syria,0,54595,0.0
10380,taiwan,0,326281,0.0
10380,thailand,4,169841,2.3551439287333447e-05
10380,trinidad and tobago,32,197776,0.0001617992071838848
10380,turkey,0,78426,0.0
10380,ukraine,0,275168,0.0
10380,venezuela,23,109002,0.00021100530265499715
10380,vietnam,0,988313,0.0
10420,afghanistan,0,45200,0.0
10420,"africa, n.e.c.",16,57623,0.00027766690384048036
10420,argentina,51,126475,0.0004032417473809053
10420,armenia,8,65280,0.00012254901960784314
10420,australia,109,60984,0.0017873540600813328
10420,austria,286,63667,0.004492123077889644
10420,bangladesh,113,95307,0.0011856421878770709
10420,barbados,4,52179,7.665919239540812e-05
10420,bolivia,14,53401,0.0002621673751427876
10420,bosnia and herzegovina,176,98766,0.001781989753558917
10420,brazil,154,212636,0.0007242423672379089
10420,cambodia,0,136978,0.0
10420,canada,1191,821030,0.0014506169080301572
10420,chile,70,81640,0.0008574228319451249
10420,"china, excluding hong kong and taiwan",1132,990048,0.0011433789068812825
10420,colombia,84,513679,0.00016352624888305733
10420,costa rica,36,72447,0.00049691498612779
10420,cuba,26,891737,2.915657867734545e-05
10420,czechoslovakia (includes czech republic and slovakia),142,83111,0.0017085584339016496
10420,dominican republic,7,749132,9.344147626853478e-06
10420,ecuador,35,299405,0.00011689851538885456
10420,egypt,72,113474,0.0006345065830057987
10420,el salvador,96,817828,0.00011738409543326959
10420,ethiopia,31,69531,0.0004458442996648977
10420,"europe, n.e.c.",0,4411,0.0
10420,france,170,151466,0.0011223640949123896
10420,germany,1360,707800,0.001921446736366205
10420,ghana,51,65572,0.000777770999816995
10420,greece,395,165770,0.002382819569282741
10420,guatemala,35,481211,7.273316694755524e-05
10420,guyana,22,211300,0.00010411736867013724
10420,haiti,17,419645,4.051043143609479e-05
10420,honduras,110,283312,0.00038826452815270796
10420,hong kong,80,203637,0.0003928559151824079
10420,hungary,735,92043,0.007985398129135296
10420,india,1482,1022660,0.0014491619893219642
10420,indonesia,55,72572,0.0007578680482830844
10420,iran,171,283257,0.0006036920535061799
10420,iraq,59,89892,0.0006563431673563832
10420,ireland,105,156494,0.0006709522409804849
10420,israel,72,109817,0.0006556361947603741
10420,italy,1089,473755,0.002298656478559593
10420,jamaica,80,553922,0.00014442466628875546
10420,japan,368,347722,0.0010583167012728559
10420,korea,922,864206,0.001066875258908177
10420,laos,725,204284,0.0035489808306083687
10420,lebanon,303,105950,0.0028598395469561113
10420,mexico,412,9180186,4.487926497349836e-05
10420,netherlands,154,94630,0.0016273908908380006
10420,nicaragua,10,220844,4.5280831718317e-05
10420,nigeria,62,134940,0.0004594634652438121
10420,"oceania, n.e.c.",0,241,0.0
10420,other australian and new zealand subregion,7,22884,0.00030589057857018006
10420,other caribbean,17,170703,9.958817361147724e-05
10420,other central america,0,47931,0.0
10420,other eastern africa,79,143774,0.0005494734792104275
10420,other eastern asia,0,9194,0.0
10420,other eastern europe,497,261664,0.0018993824140882964
10420,other northern africa,39,77123,0.0005056857228064261
10420,other northern america,25,8684,0.002878857669276831
10420,other northern europe,139,90720,0.0015321869488536155
10420,other south america,28,54045,0.0005180867795355722
10420,other south central asia,75,75463,0.000993864542888568
10420,other south eastern asia,70,53975,0.0012968967114404817
10420,other southern africa,4,2938,0.0013614703880190605
10420,other southern europe,9,9607,0.000936816904340585
10420,other western africa,66,105177,0.0006275136198978864
10420,other western asia,259,108139,0.002395065610001942
10420,other western europe,145,79871,0.0018154273766448398
10420,pakistan,153,223500,0.0006845637583892618
10420,panama,45,106630,0.00042202006939885586
10420,peru,24,279317,8.592387860388019e-05
10420,philippines,570,1369377,0.0004162476805145698
10420,poland,232,466783,0.0004970189574170439
10420,romania,282,135997,0.0020735751523930676
10420,russia,413,340215,0.001213938244933351
10420,south africa,19,63558,0.00029893955127599986
10420,spain,35,86658,0.00040388654250040387
10420,syria,102,54595,0.0018683029581463503
10420,taiwan,346,326281,0.001060435636767081
10420,thailand,237,169841,0.0013954227777745068
10420,trinidad and tobago,19,197776,9.60682792654316e-05
10420,turkey,125,78426,0.0015938591793537857
10420,ukraine,292,275168,0.0010611699034771486
10420,venezuela,72,109002,0.0006605383387460781
10420,vietnam,601,988313,0.0006081069458764582
10500,afghanistan,0,45200,0.0
10500,"africa, n.e.c.",61,57623,0.0010586050708918315
10500,argentina,0,126475,0.0
10500,armenia,0,65280,0.0
10500,australia,9,60984,0.00014757969303423848
10500,austria,7,63667,0.00010994706833995633
10500,bangladesh,0,95307,0.0
10500,barbados,0,52179,0.0
10500,bolivia,0,53401,0.0
10500,bosnia and herzegovina,0,98766,0.0
10500,brazil,8,212636,3.762298011625501e-05
10500,cambodia,0,136978,0.0
10500,canada,110,821030,0.0001339780519591245
10500,chile,0,81640,0.0
10500,"china, excluding hong kong and taiwan",108,990048,0.0001090856200911471
10500,colombia,152,513679,0.0002959046408360085
10500,costa rica,22,72447,0.00030367026930031607
10500,cuba,21,891737,2.354954431631748e-05
10500,czechoslovakia (includes czech republic and slovakia),0,83111,0.0
10500,dominican republic,16,749132,2.1358051718522237e-05
10500,ecuador,13,299405,4.341944857300312e-05
10500,egypt,0,113474,0.0
10500,el salvador,15,817828,1.8341264911448375e-05
10500,ethiopia,0,69531,0.0
10500,"europe, n.e.c.",0,4411,0.0
10500,france,0,151466,0.0
10500,germany,153,707800,0.00021616275784119808
10500,ghana,0,65572,0.0
10500,greece,9,165770,5.4292091452011824e-05
10500,guatemala,0,481211,0.0
10500,guyana,18,211300,8.518693800283957e-05
10500,haiti,9,419645,2.1446698995579596e-05
10500,honduras,0,283312,0.0
10500,hong kong,0,203637,0.0
10500,hungary,0,92043,0.0
10500,india,203,1022660,0.00019850194590577514
10500,indonesia,0,72572,0.0
10500,iran,0,283257,0.0
10500,iraq,8,89892,8.899568370934009e-05
10500,ireland,0,156494,0.0
10500,israel,0,109817,0.0
10500,italy,20,473755,4.2215913288514105e-05
10500,jamaica,92,553922,0.0001660883662320688
10500,japan,91,347722,0.000261703314716929
10500,korea,109,864206,0.0001261273353806847
10500,laos,28,204284,0.00013706408725108182
10500,lebanon,0,105950,0.0
10500,mexico,430,9180186,4.684000955971916e-05
10500,netherlands,9,94630,9.510725985416887e-05
10500,nicaragua,4,220844,1.81123326873268e-05
10500,nigeria,41,134940,0.0003038387431451015
10500,"oceania, n.e.c.",0,241,0.0
10500,other australian and new zealand subregion,4,22884,0.00017479461632581716
10500,other caribbean,44,170703,0.0002577576258179411
10500,other central america,0,47931,0.0
10500,other eastern africa,7,143774,4.8687523474341677e-05
10500,other eastern asia,0,9194,0.0
10500,other eastern europe,20,261664,7.643389996331172e-05
10500,other northern africa,10,77123,0.00012966300584780157
10500,other northern america,0,8684,0.0
10500,other northern europe,20,90720,0.0002204585537918871
10500,other south america,7,54045,0.00012952169488389306
10500,other south central asia,0,75463,0.0
10500,other south eastern asia,13,53975,0.00024085224641037518
10500,other southern africa,0,2938,0.0
10500,other southern europe,0,9607,0.0
10500,other western africa,10,105177,9.507782119664946e-05
10500,other western asia,14,108139,0.0001294630059460509
10500,other western europe,8,79871,0.00010016151043557737
10500,pakistan,44,223500,0.00019686800894854587
10500,panama,29,106630,0.00027196848916815155
10500,peru,26,279317,9.308420182087019e-05
10500,philippines,136,1369377,9.93152360525991e-05
10500,poland,0,466783,0.0
10500,romania,0,135997,0.0
10500,russia,8,340215,2.3514542274738035e-05
10500,south africa,0,63558,0.0
10500,spain,18,86658,0.0002077130790002077
10500,syria,0,54595,0.0
10500,taiwan,10,326281,3.064842880829714e-05
10500,thailand,17,169841,0.00010009361697116715
10500,trinidad and tobago,38,197776,0.0001921365585308632
10500,turkey,0,78426,0.0
10500,ukraine,0,275168,0.0
10500,venezuela,8,109002,7.339314874956423e-05
10500,vietnam,181,988313,0.00018314036140372534
10540,afghanistan,0,45200,0.0
10540,"africa, n.e.c.",21,57623,0.0003644378112906305
10540,argentina,8,126475,6.325360743229888e-05
10540,armenia,0,65280,0.0
10540,australia,11,60984,0.00018037518037518038
10540,austria,40,63667,0.0006282689619426077
10540,bangladesh,0,95307,0.0
10540,barbados,9,52179,0.00017248318288966825
10540,bolivia,20,53401,0.0003745248216325537
10540,bosnia and herzegovina,0,98766,0.0
10540,brazil,11,212636,5.1731597659850636e-05
10540,cambodia,25,136978,0.0001825110601702463
10540,canada,356,821030,0.00043360169543134845
10540,chile,7,81640,8.57422831945125e-05
10540,"china, excluding hong kong and taiwan",111,990048,0.00011211577620479007
10540,colombia,22,513679,4.2828303278895965e-05
10540,costa rica,0,72447,0.0
10540,cuba,7,891737,7.84984810543916e-06
10540,czechoslovakia (includes czech republic and slovakia),7,83111,8.4224711530363e-05
10540,dominican republic,0,749132,0.0
10540,ecuador,0,299405,0.0
10540,egypt,2,113474,1.7625182861272187e-05
10540,el salvador,95,817828,0.00011616134443917303
10540,ethiopia,1,69531,1.4382074182738635e-05
10540,"europe, n.e.c.",0,4411,0.0
10540,france,12,151466,7.922570081734514e-05
10540,germany,245,707800,0.0003461429782424414
10540,ghana,0,65572,0.0
10540,greece,0,165770,0.0
10540,guatemala,26,481211,5.403035258961246e-05
10540,guyana,0,211300,0.0
10540,haiti,0,419645,0.0
10540,honduras,16,283312,5.64748404585757e-05
10540,hong kong,39,203637,0.00019151725865142386
10540,hungary,2,92043,2.1728974501048422e-05
10540,india,85,1022660,8.311657833493048e-05
10540,indonesia,18,72572,0.00024802954307446396
10540,iran,0,283257,0.0
10540,iraq,0,89892,0.0
10540,ireland,2,156494,1.2780042685342568e-05
10540,israel,0,109817,0.0
10540,italy,34,473755,7.176705259047397e-05
10540,jamaica,10,553922,1.8053083286094433e-05
10540,japan,14,347722,4.026204841798908e-05
10540,korea,174,864206,0.00020134088400219392
10540,laos,11,204284,5.384660570578215e-05
10540,lebanon,5,105950,4.719207173194903e-05
10540,mexico,1401,9180186,0.00015261128696085244
10540,netherlands,92,94630,0.0009722075451759484
10540,nicaragua,8,220844,3.62246653746536e-05
10540,nigeria,0,134940,0.0
10540,"oceania, n.e.c.",0,241,0.0
10540,other australian and new zealand subregion,21,22884,0.0009176717357105401
10540,other caribbean,0,170703,0.0
10540,other central america,5,47931,0.00010431662181051929
10540,other eastern africa,0,143774,0.0
10540,other eastern asia,0,9194,0.0
10540,other eastern europe,31,261664,0.00011847254494313318
10540,other northern africa,0,77123,0.0
10540,other northern america,0,8684,0.0
10540,other northern europe,53,90720,0.0005842151675485009
10540,other south america,0,54045,0.0
10540,other south central asia,0,75463,0.0
10540,other south eastern asia,0,53975,0.0
10540,other southern africa,0,2938,0.0
10540,other southern europe,0,9607,0.0
10540,other western africa,0,105177,0.0
10540,other western asia,0,108139,0.0
10540,other western europe,0,79871,0.0
10540,pakistan,0,223500,0.0
10540,panama,2,106630,1.875644752883804e-05
10540,peru,7,279317,2.506113125946505e-05
10540,philippines,60,1369377,4.381554531732313e-05
10540,poland,28,466783,5.9985046584815645e-05
10540,romania,28,135997,0.00020588689456385066
10540,russia,20,340215,5.8786355686845085e-05
10540,south africa,0,63558,0.0
10540,spain,18,86658,0.0002077130790002077
10540,syria,0,54595,0.0
10540,taiwan,0,326281,0.0
10540,thailand,23,169841,0.00013542077590216733
10540,trinidad and tobago,0,197776,0.0
10540,turkey,0,78426,0.0
10540,ukraine,110,275168,0.00039975578555646006
10540,venezuela,0,109002,0.0
10540,vietnam,23,988313,2.3271979625887752e-05
10580,afghanistan,417,45200,0.009225663716814159
10580,"africa, n.e.c.",65,57623,0.0011280217968519515
10580,argentina,118,126475,0.0009329907096264084
10580,armenia,42,65280,0.0006433823529411765
10580,australia,146,60984,0.0023940705758887576
10580,austria,168,63667,0.002638729640158952
10580,bangladesh,187,95307,0.0019620804348054184
10580,barbados,51,52179,0.0009774047030414535
10580,bolivia,40,53401,0.0007490496432651074
10580,bosnia and herzegovina,143,98766,0.00144786667476662
10580,brazil,164,212636,0.0007712710923832277
10580,cambodia,70,136978,0.0005110309684766897
10580,canada,2565,821030,0.003124124575228676
10580,chile,252,81640,0.0030867221950024496
10580,"china, excluding hong kong and taiwan",2336,990048,0.0023594815604899965
10580,colombia,358,513679,0.0006969332988111252
10580,costa rica,62,72447,0.0008557980316645272
10580,cuba,183,891737,0.00020521745761362375
10580,czechoslovakia (includes czech republic and slovakia),218,83111,0.002622998159088448
10580,dominican republic,743,749132,0.0009918145266788764
10580,ecuador,145,299405,0.00048429384946811174
10580,egypt,290,113474,0.002555651514884467
10580,el salvador,190,817828,0.00023232268887834605
10580,ethiopia,91,69531,0.0013087687506292158
10580,"europe, n.e.c.",7,4411,0.0015869417365676718
10580,france,395,151466,0.0026078459852376112
10580,germany,2339,707800,0.0033046058208533484
10580,ghana,232,65572,0.0035380955285792717
10580,greece,454,165770,0.0027387343910237074
10580,guatemala,83,481211,0.0001724815101899167
10580,guyana,937,211300,0.004434453383814482
10580,haiti,249,419645,0.0005933586722110355
10580,honduras,94,283312,0.00033178968769413225
10580,hong kong,208,203637,0.0010214253794742607
10580,hungary,332,92043,0.0036070097671740383
10580,india,2908,1022660,0.0028435648211526804
10580,indonesia,128,72572,0.0017637656396406328
10580,iran,215,283257,0.0007590280204902262
10580,iraq,47,89892,0.0005228496417923731
10580,ireland,748,156494,0.004779735964318121
10580,israel,86,109817,0.0007831210104082246
10580,italy,3288,473755,0.006940296144631719
10580,jamaica,1383,553922,0.00249674141846686
10580,japan,425,347722,0.0012222407555460971
10580,korea,1722,864206,0.0019925804727113673
10580,laos,13,204284,6.363689765228799e-05
10580,lebanon,204,105950,0.0019254365266635205
10580,mexico,434,9180186,4.727573057887934e-05
10580,netherlands,256,94630,0.0027052731691852476
10580,nicaragua,41,220844,0.0001856514100450997
10580,nigeria,184,134940,0.001363568993626797
10580,"oceania, n.e.c.",6,241,0.024896265560165973
10580,other australian and new zealand subregion,26,22884,0.0011361650061178115
10580,other caribbean,200,170703,0.0011716255718997324
10580,other central america,13,47931,0.00027122321670735016
10580,other eastern africa,288,143774,0.002003143822944343
10580,other eastern asia,35,9194,0.0038068305416576026
10580,other eastern europe,705,261664,0.0026942949737067384
10580,other northern africa,373,77123,0.004836430118122998
10580,other northern america,0,8684,0.0
10580,other northern europe,147,90720,0.0016203703703703703
10580,other south america,119,54045,0.002201868813026182
10580,other south central asia,166,75463,0.0021997535215933636
10580,other south eastern asia,88,53975,0.0016303844372394626
10580,other southern africa,0,2938,0.0
10580,other southern europe,33,9607,0.0034349953159154784
10580,other western africa,178,105177,0.0016923852173003602
10580,other western asia,288,108139,0.0026632389794616186
10580,other western europe,204,79871,0.0025541185161072227
10580,pakistan,851,223500,0.003807606263982103
10580,panama,109,106630,0.001022226390321673
10580,peru,180,279317,0.0006444290895291013
10580,philippines,909,1369377,0.0006638055115574454
10580,poland,1666,466783,0.003569110271796531
10580,romania,156,135997,0.0011470841268557395
10580,russia,1110,340215,0.0032626427406199023
10580,south africa,61,63558,0.0009597532962018943
10580,spain,103,86658,0.0011885803965011885
10580,syria,130,54595,0.002381170436853192
10580,taiwan,567,326281,0.001737765913430448
10580,thailand,129,169841,0.0007595339170165037
10580,trinidad and tobago,195,197776,0.000985963918776798
10580,turkey,220,78426,0.002805192155662663
10580,ukraine,705,275168,0.002562071171066403
10580,venezuela,67,109002,0.0006146676207776004
10580,vietnam,666,988313,0.0006738755839496192
10740,afghanistan,206,45200,0.004557522123893805
10740,"africa, n.e.c.",46,57623,0.000798292348541381
10740,argentina,192,126475,0.001518086578375173
10740,armenia,0,65280,0.0
10740,australia,163,60984,0.0026728322182867637
10740,austria,141,63667,0.002214648090847692
10740,bangladesh,8,95307,8.39392699381997e-05
10740,barbados,35,52179,0.000670767933459821
10740,bolivia,114,53401,0.002134791483305556
10740,bosnia and herzegovina,84,98766,0.0008504951096531195
10740,brazil,144,212636,0.0006772136420925901
10740,cambodia,15,136978,0.0001095066361021478
10740,canada,1803,821030,0.0021960220698391047
10740,chile,142,81640,0.001739343459088682
10740,"china, excluding hong kong and taiwan",940,990048,0.0009494489156081322
10740,colombia,316,513679,0.0006151701743695966
10740,costa rica,78,72447,0.0010766491366102117
10740,cuba,1518,891737,0.001702295632008092
10740,czechoslovakia (includes czech republic and slovakia),174,83111,0.0020935856866118804
10740,dominican republic,34,749132,4.538585990185975e-05
10740,ecuador,107,299405,0.0003573754613316411
10740,egypt,75,113474,0.0006609443572977069
10740,el salvador,362,817828,0.0004426358598629541
10740,ethiopia,16,69531,0.00023011318692381816
10740,"europe, n.e.c.",0,4411,0.0
10740,france,274,151466,0.0018089868353293808
10740,germany,1717,707800,0.002425826504662334
10740,ghana,6,65572,9.15024705667053e-05
10740,greece,136,165770,0.0008204138263859565
10740,guatemala,341,481211,0.0007086288551176095
10740,guyana,34,211300,0.0001609086606720303
10740,haiti,30,419645,7.1488996651932e-05
10740,honduras,145,283312,0.0005118032416558423
10740,hong kong,95,203637,0.0004665163992791094
10740,hungary,143,92043,0.0015536216768249622
10740,india,669,1022660,0.0006541763636008057
10740,indonesia,47,72572,0.0006476326958055449
10740,iran,366,283257,0.001292112816276385
10740,iraq,106,89892,0.0011791928091487564
10740,ireland,120,156494,0.0007668025611205541
10740,israel,147,109817,0.0013385905643024305
10740,italy,501,473755,0.0010575086278772784
10740,jamaica,111,553922,0.0002003892244756482
10740,japan,638,347722,0.0018347990636197883
10740,korea,736,864206,0.0008516487966989352
10740,laos,211,204284,0.0010328758003563666
10740,lebanon,57,105950,0.000537989617744219
10740,mexico,34015,9180186,0.003705262616683366
10740,netherlands,247,94630,0.002610165909331079
10740,nicaragua,166,220844,0.0007516618065240622
10740,nigeria,35,134940,0.00025937453683118426
10740,"oceania, n.e.c.",0,241,0.0
10740,other australian and new zealand subregion,62,22884,0.0027093165530501662
10740,other caribbean,66,170703,0.00038663643872691167
10740,other central america,25,47931,0.0005215831090525964
10740,other eastern africa,199,143774,0.0013841167387705704
10740,other eastern asia,0,9194,0.0
10740,other eastern europe,153,261664,0.0005847193347193348
10740,other northern africa,76,77123,0.000985438844443292
10740,other northern america,15,8684,0.0017273146015660986
10740,other northern europe,151,90720,0.0016644620811287478
10740,other south america,46,54045,0.0008511425663798686
10740,other south central asia,71,75463,0.000940858433934511
10740,other south eastern asia,78,53975,0.001445113478462251
10740,other southern africa,9,2938,0.0030633083730428863
10740,other southern europe,7,9607,0.0007286353700426772
10740,other western africa,26,105177,0.00024720233511128857
10740,other western asia,60,108139,0.0005548414540545039
10740,other western europe,194,79871,0.0024289166280627513
10740,pakistan,128,223500,0.0005727069351230425
10740,panama,262,106630,0.002457094626277783
10740,peru,242,279317,0.0008663991092557918
10740,philippines,1120,1369377,0.0008178901792566985
10740,poland,311,466783,0.0006662624817099166
10740,romania,88,135997,0.0006470730972006736
10740,russia,273,340215,0.0008024337551254353
10740,south africa,99,63558,0.001557632398753894
10740,spain,254,86658,0.002931062337002931
10740,syria,26,54595,0.00047623408737063836
10740,taiwan,353,326281,0.0010818895369328892
10740,thailand,255,169841,0.0015014042545675073
10740,trinidad and tobago,44,197776,0.0002224739098778416
10740,turkey,28,78426,0.000357024456175248
10740,ukraine,48,275168,0.00017443888824281894
10740,venezuela,83,109002,0.0007614539182767289
10740,vietnam,2114,988313,0.002138998475179422
10780,afghanistan,0,45200,0.0
10780,"africa, n.e.c.",6,57623,0.00010412508894018014
10780,argentina,3,126475,2.3720102787112077e-05
10780,armenia,0,65280,0.0
10780,australia,7,60984,0.0001147842056932966
10780,austria,2,63667,3.1413448097130384e-05
10780,bangladesh,0,95307,0.0
10780,barbados,0,52179,0.0
10780,bolivia,0,53401,0.0
10780,bosnia and herzegovina,18,98766,0.00018224895206852561
10780,brazil,0,212636,0.0
10780,cambodia,60,136978,0.0004380265444085912
10780,canada,60,821030,7.307893743224974e-05
10780,chile,0,81640,0.0
10780,"china, excluding hong kong and taiwan",8,990048,8.080416303047933e-06
10780,colombia,12,513679,2.3360892697579618e-05
10780,costa rica,0,72447,0.0
10780,cuba,14,891737,1.569969621087832e-05
10780,czechoslovakia (includes czech republic and slovakia),10,83111,0.00012032101647194715
10780,dominican republic,0,749132,0.0
10780,ecuador,0,299405,0.0
10780,egypt,0,113474,0.0
10780,el salvador,16,817828,1.956401590554493e-05
10780,ethiopia,0,69531,0.0
10780,"europe, n.e.c.",0,4411,0.0
10780,france,6,151466,3.961285040867257e-05
10780,germany,175,707800,0.0002472449844588867
10780,ghana,0,65572,0.0
10780,greece,0,165770,0.0
10780,guatemala,6,481211,1.2468542905295183e-05
10780,guyana,0,211300,0.0
10780,haiti,0,419645,0.0
10780,honduras,15,283312,5.294516292991472e-05
10780,hong kong,0,203637,0.0
10780,hungary,0,92043,0.0
10780,india,152,1022660,0.00014863199890481686
10780,indonesia,0,72572,0.0
10780,iran,6,283257,2.118217731600631e-05
10780,iraq,0,89892,0.0
10780,ireland,20,156494,0.0001278004268534257
10780,israel,18,109817,0.00016390904869009352
10780,italy,10,473755,2.1107956644257053e-05
10780,jamaica,12,553922,2.166369994331332e-05
