year,cohort,sex,n,wgt_pop,mean_age,mean_ysm,emp_rate,eng_very_well_or_only,eng_well_plus,eng_not_at_all,sh_noncitizen,sh_lths,sh_hs,sh_somecoll,sh_ba_plus
2024,2022-24,men,2028,262346,35.18278532929795,1.1446448583168793,0.8695348890396651,0.22397139655264423,0.38716427923429364,0.350426535948709,0.9709086473588314,0.38279600222606786,0.31142460719812765,0.09880082029076105,0.2069785702850434
2024,pre1980,men,773,93920,50.69214224872232,48.334880749574104,0.8687287052810903,0.7165566439522998,0.8490523850085179,0.0352427597955707,0.31409710391822826,0.28704216354344125,0.3095080919931857,0.25666524701873933,0.14678449744463373
2024,1980-89,women,2473,290604,46.22773602565691,38.21516565498066,0.6977570852431487,0.6048884392506642,0.8046379265254435,0.06097300794207926,0.3616708648194794,0.3185228007873257,0.3193108147169344,0.22054410813340491,0.141622276362335
2024,1990-99,women,7623,975084,43.787931091064976,29.00205315644601,0.6537375241517653,0.43093723207436485,0.6698120367065812,0.09114291691792707,0.624665157053136,0.4073259329452642,0.3055500859413138,0.1861972917205082,0.10092668939291384
2024,2000-07,women,7410,1019484,40.495839071530305,21.21906866610952,0.5960544746165707,0.3492551133710779,0.5612201858979641,0.1499660612623641,0.7754746518827171,0.44930278454590755,0.3044000690545413,0.15229763292018314,0.093999513479368
2024,2008-14,women,2444,325695,38.73182885828766,13.31673498211517,0.5703372787423817,0.32228004728350146,0.5418750671640645,0.1755200417568584,0.714634857765701,0.37190009057553847,0.3090959333118408,0.14459233331798155,0.17441164279463917
2024,2015-19,women,1678,232721,37.50953287412825,7.073663313581499,0.5739490634708514,0.26611693830810285,0.45817523987951236,0.25295525543461916,0.8310938849523679,0.3637531636594893,0.2944212168218597,0.13743925129231999,0.2043863682263311
2024,2020-21,women,677,89169,35.26362300799605,3.4055669571263554,0.585898686763337,0.26311834830490416,0.43742780562751626,0.28756630667608696,0.9103724388520674,0.2855028092722807,0.3281745898238177,0.1308638652446478,0.25545873565925376
2024,2022-24,women,1255,179219,35.89390075829014,1.1699875571228497,0.48098136916286777,0.2499734961136933,0.40034817736958694,0.3607374218135354,0.9701203555426601,0.3257132335299271,0.282040408662028,0.11088668054168364,0.28135967726636124
2024,pre1980,women,848,90300,50.691461794019936,48.31796234772979,0.7276633444075304,0.74437430786268,0.8692691029900332,0.03915836101882614,0.21327796234772978,0.2469767441860465,0.2814285714285714,0.29579180509413067,0.17580287929125138
