cbsa,cbsa_title,state_fips,year,enr_all,pub_all,wnh_nb_pub_all,wnh_nb_priv_all,bnh_nb_pub_all,bnh_nb_priv_all,anh_nb_pub_all,anh_nb_priv_all,onh_nb_pub_all,onh_nb_priv_all,hisp_nb_pub_all,hisp_nb_priv_all,hisp_fb_pub_all,hisp_fb_priv_all,nonhisp_fb_pub_all,nonhisp_fb_priv_all,enr_elem,pub_elem,wnh_nb_pub_elem,wnh_nb_priv_elem,bnh_nb_pub_elem,bnh_nb_priv_elem,anh_nb_pub_elem,anh_nb_priv_elem,onh_nb_pub_elem,onh_nb_priv_elem,hisp_nb_pub_elem,hisp_nb_priv_elem,hisp_fb_pub_elem,hisp_fb_priv_elem,nonhisp_fb_pub_elem,nonhisp_fb_priv_elem,enr_sec,pub_sec,wnh_nb_pub_sec,wnh_nb_priv_sec,bnh_nb_pub_sec,bnh_nb_priv_sec,anh_nb_pub_sec,anh_nb_priv_sec,onh_nb_pub_sec,onh_nb_priv_sec,hisp_nb_pub_sec,hisp_nb_priv_sec,hisp_fb_pub_sec,hisp_fb_priv_sec,nonhisp_fb_pub_sec,nonhisp_fb_priv_sec,wnh_enr_all,priv_wnh_all,hisp_share_all,hisp_share_pub_all,fb_share_all,asian_share_all,black_share_all,wnh_share_all,nnh_enr_all,priv_nnh_all,priv_hnb_all,hnb_enr_all,wnh_enr_elem,priv_wnh_elem,hisp_share_elem,hisp_share_pub_elem,fb_share_elem,asian_share_elem,black_share_elem,wnh_share_elem,nnh_enr_elem,priv_nnh_elem,priv_hnb_elem,hnb_enr_elem,wnh_enr_sec,priv_wnh_sec,hisp_share_sec,hisp_share_pub_sec,fb_share_sec,asian_share_sec,black_share_sec,wnh_share_sec,nnh_enr_sec,priv_nnh_sec,priv_hnb_sec,hnb_enr_sec
10500,"Albany, GA",13,2010,28603.2636,26826.814799999996,8284.5072,1557.4063,17594.201800000003,173.0,74.0,0.0,130.406,0.0,201.0084,0.0,424.38030000000003,0.0,118.31110000000001,46.0425,17122.5553,16186.565600000002,4728.5165,889.9472000000001,10677.2749,0.0,74.0,0.0,117.7772,0.0,201.0084,0.0,269.6775,0.0,118.31110000000001,46.0425,11480.7083,10640.2492,3555.9907,667.4591,6916.9269,173.0,0.0,0.0,12.628799999999998,0.0,0.0,0.0,154.7028,0.0,0.0,0.0,9841.9135,0.15824222596550966,0.021864242792210605,0.023312074305593674,0.02058275266183262,0.002587117366565122,0.6211599504330689,0.34408358562272595,27813.5213,0.06221457115536105,0.0,201.0084,5618.4637,0.15839689415453553,0.027489232287659773,0.02907879976713528,0.02534850040752971,0.004321784844812269,0.6235795249556005,0.32813231445659286,16487.5158,0.0539770339446771,0.0,201.0084,4223.4498,0.15803647056489223,0.01347502226844314,0.014539396314138957,0.01347502226844314,0.0,0.6175513491619676,0.36787362675175717,11326.005500000001,0.0742061356053553,,0.0
10500,"Albany, GA",13,2023,25833.5489,22821.2589,5907.251399999999,2602.9509,14408.123,359.6459,22.193099999999998,0.0,653.3866,28.693199999999997,1783.3527,21.0,45.1041,0.0,1.8479999999999999,0.0,14917.3386,13502.6865,3579.5546,1042.6968,8366.6437,327.6459,21.3955,0.0,510.9201,23.309399999999997,993.1261999999999,21.0,31.0464,0.0,0.0,0.0,10916.210299999999,9318.5724,2327.6967999999997,1560.2540999999999,6041.479299999999,32.0,0.7976,0.0,142.4665,5.383799999999999,790.2265,0.0,14.0577,0.0,1.8479999999999999,0.0,8510.202299999999,0.30586240000428666,0.07159127873445216,0.08012076844717798,0.0018174854791243955,0.0008590805733237834,0.5716508001732583,0.32942443691892437,23982.244100000004,0.12472936175309797,0.01163852277883365,1804.3527,4622.2514,0.22558201832120164,0.07006428076922515,0.07584954297798441,0.002081229154374762,0.0014342705876502662,0.5828311492507116,0.3098576444460408,13872.166,0.1004639145754167,0.020707481968220524,1014.1261999999999,3887.9509,0.4013049907600428,0.07367796862616324,0.08630980857110689,0.0014570715992893615,7.306564989866493e-05,0.5563725077740578,0.3561630632931284,10110.078099999999,0.15802428865509952,0.0,790.2265
10540,"Albany, OR",41,2005,17404.845999999998,15797.413799999998,12455.183,1402.1676,168.3056,0.0,207.539,60.2716,914.3088,2.2744,1457.3218,95.5248,39.802,0.0,554.9536,47.193799999999996,11245.7708,9938.5594,7790.3886,1122.4164,125.6606,0.0,207.539,60.2716,541.3072,2.2744,1063.8506,75.0552,0.0,0.0,209.8134,47.193799999999996,6159.0752,5858.8544,4664.7944,279.7512,42.644999999999996,0.0,0.0,0.0,373.0016,0.0,393.4712,20.4696,39.802,0.0,345.1402,0.0,13857.350600000002,0.10118583562430757,0.09150604377654362,0.09477018320555736,0.03688337144723947,0.015387128389415224,0.009670042469781119,0.7961777196994448,15210.050000000003,0.09629906542056073,0.06151592823141707,1552.8465999999999,8912.805,0.12593301435406698,0.10127414298715745,0.10704273699868413,0.022853675801395492,0.02381433916472848,0.01117403175245222,0.792547274749722,9849.8578,0.12030248802170526,0.06590114827758363,1138.9058,4944.5455999999995,0.05657773689052438,0.07367060561299853,0.07395186335403726,0.0625,0.0,0.006923929098966026,0.8028064992614474,5360.1921999999995,0.05219051660125173,0.04945054945054945,413.9408
10540,"Albany, OR",41,2008,17032.413,15497.193000000001,12669.5452,1426.0488,28.43,0.0,125.092,76.19239999999999,901.7996,32.9788,1513.6132,0.0,258.713,0.0,0.0,0.0,9799.821,8545.4894,6702.0882,1183.2566,28.43,0.0,125.092,38.096199999999996,655.0272,32.9788,1034.852,0.0,0.0,0.0,0.0,0.0,7232.592000000001,6951.703600000001,5967.457,242.7922,0.0,0.0,0.0,38.096199999999996,246.7724,0.0,478.7612,0.0,258.713,0.0,0.0,0.0,14095.594000000001,0.10116982654296086,0.10405608412618927,0.1143643368189323,0.015189450842931064,0.011817726589884827,0.0016691704223001167,0.8275746953763979,15260.086800000001,0.10060362173038229,0.0,1513.6132,7885.3448,0.15005768676088838,0.10559907165651292,0.12109920819748486,0.0,0.016652161299680883,0.002901073397156948,0.8046417174354511,8764.969,0.14310736295815765,0.0,1034.852,6210.2492,0.03909540377220289,0.10196540880503144,0.1060853917879928,0.035770440251572326,0.0052672955974842756,0.0,0.8586477987421384,6495.1178,0.043246082465201785,0.0,478.7612
10540,"Albany, OR",41,2010,17663.559,16053.2838,12813.9696,1141.7487999999998,79.0354,0.0,159.7766,35.821799999999996,911.4658,0.0,1731.9556000000002,234.26319999999998,247.9096,198.4414,109.1712,0.0,9916.384,8938.392,6898.8238,764.7669999999999,0.0,0.0,159.7766,35.821799999999996,763.0612,0.0,1060.439,177.4032,56.291399999999996,0.0,0.0,0.0,7747.175,7114.8918,5915.1458,376.9818,79.0354,0.0,0.0,0.0,148.4046,0.0,671.5166,56.86,191.6182,198.4414,109.1712,0.0,13955.7184,0.08181225554106909,0.13658458071784968,0.12333085396521802,0.03145018509576694,0.01107355544825366,0.004474488974730404,0.7900853050056332,15141.818,0.0777694329703342,0.11914401388085598,1966.2188,7663.5908,0.09979225404362664,0.1305045871559633,0.12493638676844786,0.005676605504587155,0.019724770642201836,0.0,0.7728211009174312,8622.2504,0.09285149037193352,0.1433164905833716,1237.8422,6292.1276,0.05991324778601121,0.14436697247706423,0.12131383361304243,0.06444036697247706,0.0,0.010201834862385321,0.8121834862385321,6519.5676,0.05782312925170068,0.07806401249024199,728.3766
10540,"Albany, OR",41,2023,21211.546499999997,18783.9112,12399.5776,2133.7147,28.3822,0.0,55.3226,0.0,1964.3379,63.9206,3915.7921,230.0,0.0,0.0,420.49879999999996,0.0,11767.374,10105.4732,6639.7976,1597.9802,23.0472,0.0,47.0,0.0,510.8489,63.9206,2873.7894,0.0,0.0,0.0,10.9901,0.0,9444.1725,8678.438,5759.78,535.7345,5.335,0.0,8.3226,0.0,1453.489,0.0,1042.0027,230.0,0.0,0.0,409.5087,0.0,14533.292300000001,0.14681564616986337,0.19544978014686487,0.20846521570012536,0.019824051961510682,0.002608136092292941,0.0013380542526684703,0.6851594861317634,16645.2556,0.13202772927079592,0.05547793870319739,4145.792100000001,8237.7778,0.19398194984089034,0.24421671309163795,0.2843794984286337,0.0009339466902301227,0.003994094179381058,0.0019585678164049177,0.700052348127968,8882.5945,0.18709632641679186,0.0,2873.7894,6295.514499999999,0.08509781051254828,0.13468651700294546,0.12006800071625792,0.04336099324742321,0.0008812418451696005,0.0005648986186984619,0.6666030824828749,7762.661100000001,0.06901428428970059,0.18081722625274302,1272.0027
10580,"Albany-Schenectady-Troy, NY",36,2005,133007.602,115614.1956,93545.8324,14049.2644,8264.31,1564.1612,1384.3352,492.0,4859.3832,310.9376,3948.4096,473.0432,91.0,0.0,3520.9251999999997,504.0,76750.4444,66299.3228,53741.6224,8452.172,4559.236,515.9688,646.7203999999999,398.0,2626.6387999999997,310.9376,2635.7948,442.0432,91.0,0.0,1998.3103999999998,332.0,56257.1576,49314.8728,39804.21,5597.0923999999995,3705.074,1048.1924,737.6148000000001,94.0,2232.7444,0.0,1312.6148,31.0,0.0,0.0,1522.6148,172.0,107595.0968,0.13057532190444573,0.0339262773867617,0.03493869917129796,0.030945037261855147,0.014106977133532561,0.07389405607056955,0.8089394529494637,124470.22399999999,0.13188988235451396,0.10698818270772902,4421.4528,62193.7944,0.13590056824061536,0.04128755246660175,0.041128546791129525,0.03154783557188107,0.013611913366328339,0.06612606402054917,0.8103379060043593,71251.296,0.13581617378580735,0.14362133419627673,3077.838,45401.3024,0.12328043699468849,0.023883446255023737,0.026617016844459957,0.030122652339619804,0.014782382108832318,0.0844917625201882,0.807031573169989,53218.92800000001,0.1266332309436973,0.02307208881593147,1343.6148
10580,"Albany-Schenectady-Troy, NY",36,2008,130761.334,120167.6404,92677.0292,7775.6936000000005,10872.3972,375.0,1708.0,161.0,5916.284799999999,734.0,5274.9668,1210.0,625.0,0.0,3093.9624,338.0,75503.8268,68779.8156,51502.0904,5122.0112,5859.0,252.0,1153.0,161.0,4544.2788,322.0,3637.9,721.0,440.0,0.0,1643.5464,146.0,55257.5072,51387.8248,41174.9388,2653.6824,5013.397199999999,123.0,555.0,0.0,1372.0059999999999,412.0,1637.0668,489.0,185.0,0.0,1450.416,192.0,100452.7228,0.07740649912975779,0.054373617815798664,0.04909780020944807,0.031025703668639538,0.014293216066455852,0.08601470217487991,0.768214270435632,120219.40479999999,0.0752432073262103,0.1865853808226127,6484.9668,56624.1016,0.09045637909070155,0.06355836787864638,0.05928919646594691,0.02952891918850397,0.01740309141522877,0.08093629500644066,0.749950088622528,68915.3804,0.08498844765863035,0.1654087040308335,4358.9,43828.6212,0.06054679173891055,0.041823580488987384,0.035457169224255625,0.03307090914155462,0.010043884136706044,0.0929538348772997,0.7931704382060869,51304.0244,0.062152675882479115,0.23000218055237023,2126.0668
10580,"Albany-Schenectady-Troy, NY",36,2010,134154.2612,122183.3812,92900.0864,8073.88,13018.0236,1222.0,2271.0,369.0,4380.2912,1109.0,7241.2348,834.0,282.7452,0.0,2090.0,363.0,80768.4884,72917.5828,53368.988,5425.9056,8252.4404,714.0,1706.0,369.0,2810.2296,553.0,5410.9248,507.0,216.0,0.0,1153.0,282.0,53385.7728,49265.7984,39531.0984,2647.9744,4765.5832,508.0,565.0,0.0,1570.0616,556.0,1830.31,327.0,66.7452,0.0,937.0,81.0,100973.9664,0.0799600163077282,0.06230126367391153,0.06157940569416817,0.020392533010349132,0.01967883820003475,0.10614663651101378,0.7526705860611157,123343.2812,0.08734873837619297,0.10327873066923082,8075.2348,58794.893599999996,0.09228532050613321,0.07594452888138983,0.07716828484884992,0.02044114026033945,0.02569071231992996,0.11101409197599889,0.7279434686065017,73199.5636,0.09647469537646261,0.08567192337422064,5917.9248,42179.0728,0.06277934113335938,0.04166007314967631,0.038506535195012695,0.020318994052288025,0.010583344032813177,0.09878255803763508,0.7900807759778277,50143.7176,0.07402670918041386,0.1515776592144847,2157.31
10580,"Albany-Schenectady-Troy, NY",36,2023,124559.1605,113493.247,72272.89749999999,7388.92,8151.2045,749.0,4729.0,843.0,13615.96,859.9935,10561.197499999998,1194.0,436.0,31.0,3726.9875,0.0,75866.9075,68554.2405,42553.566,4886.928,5572.6085,749.0,2390.0,512.0,8873.893,387.739,6117.173,746.0,312.0,31.0,2735.0,0.0,48692.253000000004,44939.0065,29719.3315,2501.992,2578.596,0.0,2339.0,331.0,4742.067,472.2545,4444.0244999999995,448.0,124.0,0.0,991.9875,0.0,79661.81749999999,0.09275359553527637,0.0981236341906784,0.09689737310978509,0.033670646808831056,0.04473376327869519,0.07145363266959398,0.6395500513990698,108609.97549999997,0.0906078235879908,0.10157209183427161,11755.197499999998,47440.494,0.1030117435117771,0.0949844041026715,0.09378228032443886,0.04057104871448727,0.03825119667623199,0.0833249793396416,0.6253120835325995,65925.7345,0.09913680976887711,0.10869607978700231,6863.173,32221.3235,0.07765019335720336,0.10301483687764457,0.10164943232556775,0.02291920030892799,0.05483418481375261,0.052957007349813935,0.661734085296895,42684.24100000001,0.07743481956256407,0.09157762803518257,4892.0244999999995
10740,"Albuquerque, NM",35,2005,132662.814,117937.87150000001,36289.90549999999,6430.814,4130.0,0.0,680.0,161.0,12742.6025,816.0,58466.7375,7011.128500000001,3983.5375000000004,68.0,1645.0884999999998,238.0,78991.51100000001,69054.84550000001,19246.099,4568.7095,1880.0,0.0,566.0,161.0,7287.0825,556.0,36517.855,4460.956,2663.809,0.0,894.0,190.0,53671.303,48883.026,17043.8065,1862.1045,2250.0,0.0,114.0,0.0,5455.5199999999995,260.0,21948.8825,2550.1725,1319.7285,68.0,751.0885,48.0,42720.71949999999,0.15053150029460532,0.5241062013052127,0.5295184168216907,0.04473466091259002,0.006339380076771174,0.031131557333014207,0.3220248252837452,61250.32199999999,0.1209432662247882,0.1070763133911542,65477.866,23814.8085,0.1918432180548502,0.5524975968620223,0.5673991986557989,0.04744571856588488,0.009203520616284955,0.02380002580277265,0.30148566850430286,34264.890999999996,0.15426021638300266,0.10886006429029871,40978.811,18905.911,0.09849324372679,0.4823207571465146,0.4760059452947942,0.04074462287602744,0.00212404010388941,0.04192184415571204,0.35225362425056084,26985.431,0.07863889592869575,0.104092688473086,24499.055
