block,year,offence,race_panel_total,race_panel_white,eth_panel_total,eth_panel_hispanic,nh_white_constructed,hispanic_share_of_eth_panel,est_national_arrests_t29,offences_known_t1,crimes_per_arrest
arrests_43C_adult18,2023,burglary,93294,60432,82999,17849,35914,0.2151,122538.0,839563.0,6.851
arrests_43C_adult18,2023,larceny,515404,323648,449906,84535,197984,0.1879,676475.0,4512064.0,6.670
arrests_43C_adult18,2023,mvt,51545,33345,46030,12826,16951,0.2786,78420.0,1067522.0,13.613
arrests_43C_adult18,2023,arson,6563,4712,5636,1315,2731,0.2333,8958.0,,1.000
arrests_43C_adult18,2023,forgery,27188,15467,27706,7813,7949,0.2820,35995.0,,1.000
arrests_43C_adult18,2023,fraud,64657,40925,55894,9557,25821,0.1710,80020.0,,1.000
arrests_43C_adult18,2023,embezzle,8126,4774,6920,1042,3023,0.1506,9976.0,,1.000
arrests_43C_adult18,2023,stolen_prop,59908,35755,52301,11754,19461,0.2247,81127.0,,1.000
arrests_43C_adult18,2023,vandalism,122088,77253,110114,24239,45437,0.2201,170467.0,,1.000
arrests_43C_adult18,2023,violent_index,338211,184013,306540,81724,85058,0.2666,,,1.000
arrests_43C_adult18,2023,property_index,666806,422137,584571,116525,253551,0.1993,,,1.000
arrests_43C_adult18,2023,simple_assault,749812,465989,658341,150237,258905,0.2282,1008639.0,,1.000
arrests_43C_adult18,2023,weapons,131703,61421,113201,26816,25976,0.2369,173973.0,,1.000
arrests_43C_adult18,2023,drug,687055,470251,607484,122568,293221,0.2018,870874.0,,1.000
arrests_43C_adult18,2023,dui,644445,511004,542648,171834,258451,0.3167,805581.0,,1.000
arrests_43C_adult18,2023,ALL_OFFENCES,5853877,3909404,5064955,1105409,2277128,0.2182,7555863.0,,
arrests_43C_adult18,2024,murder,8195,3251,6958,1318,1442,0.1894,10522.0,16935.0,1.609
arrests_43C_adult18,2024,sexual,13949,9248,11868,3702,4166,0.3119,18784.0,127527.0,6.789
arrests_43C_adult18,2024,robbery,44576,18646,40258,10944,5896,0.2718,64804.0,205952.0,3.178
arrests_43C_adult18,2024,assault,260043,143704,227502,56709,69012,0.2493,325313.0,870931.0,2.677
arrests_43C_adult18,2024,burglary,86573,55040,75018,15255,32439,0.2034,110925.0,779542.0,7.028
arrests_43C_adult18,2024,larceny,577840,361774,497380,102132,209268,0.2053,725109.0,4326531.0,5.967
arrests_43C_adult18,2024,mvt,44515,28127,38745,10257,14224,0.2647,66191.0,880327.0,13.300
arrests_43C_adult18,2024,arson,6393,4524,5381,1213,2595,0.2254,8429.0,,1.000
arrests_43C_adult18,2024,forgery,30063,16431,28784,8759,6973,0.3043,36445.0,,1.000
arrests_43C_adult18,2024,fraud,71098,42673,61863,10894,26236,0.1761,85643.0,,1.000
arrests_43C_adult18,2024,embezzle,7340,4383,6239,1026,2700,0.1644,8811.0,,1.000
arrests_43C_adult18,2024,stolen_prop,54014,32085,46732,10875,16884,0.2327,70427.0,,1.000
arrests_43C_adult18,2024,vandalism,120147,74840,106274,23559,42639,0.2217,162380.0,,1.000
arrests_43C_adult18,2024,violent_index,326763,174849,286586,72673,80678,0.2536,,,1.000
arrests_43C_adult18,2024,property_index,715321,449465,616524,128857,258530,0.2090,,,1.000
arrests_43C_adult18,2024,simple_assault,779697,482886,677050,160070,259244,0.2364,1018216.0,,1.000
arrests_43C_adult18,2024,weapons,126576,58490,108030,24438,25482,0.2262,163091.0,,1.000
arrests_43C_adult18,2024,drug,672374,452368,589308,114008,282474,0.1935,822488.0,,1.000
arrests_43C_adult18,2024,dui,663735,522403,547016,178453,252084,0.3262,804926.0,,1.000
arrests_43C_adult18,2024,ALL_OFFENCES,6017532,3971808,5152383,1140056,2260720,0.2213,7522824.0,,

block,year,item,agencies,panel_population,pct_of_us_population,eth_panel_over_race_panel
coverage,2019,ethnicity_panel,10831,229735355,70.0,86.6
coverage,2020,ethnicity_panel,10466,228864358,69.0,85.9
coverage,2023,ethnicity_panel,12815,291365847,87.0,86.3
coverage,2024,ethnicity_panel,13980,300768839,88.4,85.5

block,year,denominator_source,group,adults_18plus
denominator,2020,NC-EST2024 vintage-2024 July 1,white,155684757
denominator,2020,NC-EST2024 vintage-2024 July 1,hispanic,42286457
denominator,2023,NC-EST2024 vintage-2024 July 1,white,155327952
denominator,2023,NC-EST2024 vintage-2024 July 1,hispanic,45826303
denominator,2024,NC-EST2024 vintage-2024 July 1,white,155550233
denominator,2024,NC-EST2024 vintage-2024 July 1,hispanic,47541960
denominator,2023,ACS 2023 1-year B01001H/I,white,157221841
denominator,2019,ACS 2019 1-year B01001H/I,white,160282147
denominator,2023,ACS 2023 1-year B01001H/I,hispanic,46045083
denominator,2019,ACS 2019 1-year B01001H/I,hispanic,41856869

block,year,denominator,arm,nh_white_per_adult,hispanic_per_adult,difference,ratio
route_b,2019,acs,tangible+CJS,239.1,480.5,241.3,2.0093
route_b,2019,acs,tangible+intangible+CJS,833.9,2149.8,1315.9,2.5779
route_b,2019,acs,"tangible+intangible+CJS, NCVS uplift 1/0.409",2038.9,5256.2,3217.3,2.5779
route_b,2020,ncest,tangible+CJS,256.8,570.0,313.2,2.2199
route_b,2020,ncest,tangible+intangible+CJS,960.3,2710.4,1750.1,2.8224
route_b,2020,ncest,"tangible+intangible+CJS, NCVS uplift 1/0.409",2348.0,6626.9,4278.9,2.8224
route_b,2023,ncest,tangible+CJS,199.5,510.2,310.6,2.5567
route_b,2023,ncest,tangible+intangible+CJS,718.5,2281.5,1563.0,3.1754
route_b,2023,ncest,"tangible+intangible+CJS, NCVS uplift 1/0.409",1756.7,5578.2,3821.5,3.1754
route_b,2023,acs,tangible+CJS,197.1,507.8,310.6,2.5756
route_b,2023,acs,tangible+intangible+CJS,709.8,2270.6,1560.8,3.1989
route_b,2023,acs,"tangible+intangible+CJS, NCVS uplift 1/0.409",1735.5,5551.7,3816.2,3.1989
route_b,2024,ncest,tangible+CJS,185.8,436.8,251.1,2.3515
route_b,2024,ncest,tangible+intangible+CJS,690.1,1890.8,1200.7,2.7400
route_b,2024,ncest,"tangible+intangible+CJS, NCVS uplift 1/0.409",1687.2,4623.0,2935.8,2.7400

block,class,ratio_2019,ratio_2020,ratio_2023,ratio_2024
arrest_ratio,violent index (4),2.7653,2.8732,3.2652,2.9531
arrest_ratio,murder,2.9196,3.2844,3.8451,2.9899
arrest_ratio,rape,2.7646,2.8162,2.9235,2.9072
arrest_ratio,robbery,3.6801,3.9220,6.1902,6.0733
arrest_ratio,aggravated assault,2.6578,2.7577,3.0256,2.6886
arrest_ratio,simple assault,1.4914,1.5998,1.9668,2.0202
arrest_ratio,property index (4),1.1679,1.2219,1.5575,1.6308
arrest_ratio,burglary,1.5722,1.6023,1.6845,1.5387
arrest_ratio,larceny,1.0144,1.0097,1.4472,1.5968
arrest_ratio,motor vehicle theft,2.0845,2.3845,2.5646,2.3593
arrest_ratio,fraud,1.0655,1.0422,1.2545,1.3586
arrest_ratio,drug abuse violations,,1.5746,1.4168,1.3205
