group,sex,age_band,by,region,n_records,share_of_group,share_se,rate,se,white_rate,white_se,ratio,ratio_se,ratio_age_standardised,ratio_age_standardised_se,white_age_cells_missing
usb_nh_white,men,18_49,residence_region,new_england,58116,0.0534193,8.86795e-05,0.0467275,0.00117194,0.0467275,0.00117194,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,middle_atlantic,144212,0.121291,0.000112783,0.0405539,0.000773368,0.0405539,0.000773368,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,east_north_central,196037,0.175227,0.000106481,0.048605,0.000632966,0.048605,0.000632966,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,west_north_central,98982,0.0913655,7.7135e-05,0.0591303,0.000999686,0.0591303,0.000999686,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,south_atlantic,204415,0.18534,0.000125093,0.097539,0.000805377,0.097539,0.000805377,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,east_south_central,79178,0.0733648,6.41826e-05,0.0715841,0.00123346,0.0715841,0.00123346,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,west_south_central_ex_texas,39923,0.038592,6.7381e-05,0.0794324,0.00145025,0.0794324,0.00145025,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,mountain,91199,0.0857079,8.72243e-05,0.0803257,0.00113407,0.0803257,0.00113407,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,pacific_ex_california,49871,0.0477581,8.27284e-05,0.102352,0.0015489,0.102352,0.0015489,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,california,68093,0.0638992,0.000118032,0.0715245,0.00122502,0.0715245,0.00122502,1,0,1,0,0
usb_nh_white,men,18_49,residence_region,texas,70956,0.0640349,8.89762e-05,0.0951711,0.00137604,0.0951711,0.00137604,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,all,866511,1,0,0.079685,0.000338777,0.079685,0.000338777,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,new_england,49158,0.0586994,0.00020401,0.066845,0.0013828,0.066845,0.0013828,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,middle_atlantic,131089,0.143929,0.000364522,0.0645669,0.0010668,0.0645669,0.0010668,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,east_north_central,174582,0.198729,0.000352985,0.0712245,0.000803976,0.0712245,0.000803976,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,west_north_central,84057,0.0954813,0.000294704,0.0750259,0.00119505,0.0750259,0.00119505,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,south_atlantic,131050,0.151964,0.000434892,0.0903667,0.0010064,0.0903667,0.0010064,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,east_south_central,56083,0.0657444,0.000251984,0.0786377,0.00127183,0.0786377,0.00127183,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,west_south_central_ex_texas,32497,0.0392722,0.000221742,0.0867955,0.00173974,0.0867955,0.00173974,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,mountain,54363,0.0638124,0.000323739,0.0871319,0.00159022,0.0871319,0.00159022,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,pacific_ex_california,32466,0.0394454,0.000215151,0.0950219,0.00208526,0.0950219,0.00208526,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,outside_states,8643,0.0104049,0.000149518,0.127914,0.00467636,0.127914,0.00467636,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,california,64116,0.0775672,0.000318568,0.0877034,0.0013722,0.0877034,0.0013722,1,0,1,0,0
usb_nh_white,men,25_49,birth_region,texas,48407,0.05495,0.000241882,0.098216,0.00146269,0.098216,0.00146269,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,all,866511,1,0,0.079685,0.000338777,0.079685,0.000338777,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,new_england,44522,0.0524191,9.88921e-05,0.0567941,0.00150725,0.0567941,0.00150725,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,middle_atlantic,112015,0.120375,0.000129077,0.0482889,0.00095197,0.0482889,0.00095197,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,east_north_central,154305,0.173806,0.000139515,0.0582783,0.000727329,0.0582783,0.000727329,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,west_north_central,77645,0.0904119,9.76668e-05,0.0688827,0.0011191,0.0688827,0.0011191,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,south_atlantic,159780,0.184943,0.000134035,0.107477,0.000982043,0.107477,0.000982043,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,east_south_central,61718,0.0728625,7.41463e-05,0.0844127,0.00150612,0.0844127,0.00150612,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,west_south_central_ex_texas,31354,0.0386276,8.26678e-05,0.0917946,0.00185871,0.0917946,0.00185871,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,mountain,72470,0.0863841,0.000104018,0.0909455,0.0013188,0.0909455,0.0013188,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,pacific_ex_california,40539,0.0495948,9.06294e-05,0.106783,0.00182073,0.106783,0.00182073,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,california,55077,0.0655662,0.000135891,0.0743492,0.00137737,0.0743492,0.00137737,1,0,1,0,0
usb_nh_white,men,25_49,residence_region,texas,57086,0.0650107,0.000109314,0.10672,0.00157682,0.10672,0.00157682,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,all,1064013,1,0,0.0128538,0.000115058,0.0128538,0.000115058,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,new_england,61917,0.0593527,0.000209154,0.0112249,0.00052836,0.0112249,0.00052836,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,middle_atlantic,160098,0.142357,0.000342068,0.0105549,0.000363068,0.0105549,0.000363068,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,east_north_central,211658,0.197202,0.000335074,0.0116419,0.000291502,0.0116419,0.000291502,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,west_north_central,101214,0.0955589,0.000308266,0.0124878,0.000486685,0.0124878,0.000486685,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,south_atlantic,165781,0.156148,0.000297144,0.0139842,0.000352954,0.0139842,0.000352954,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,east_south_central,70742,0.0669395,0.000212124,0.00913771,0.000456642,0.00913771,0.000456642,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,west_south_central_ex_texas,39840,0.0390612,0.000177833,0.0118165,0.000528951,0.0118165,0.000528951,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,mountain,68356,0.0654689,0.000256465,0.014323,0.000570012,0.014323,0.000570012,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,pacific_ex_california,40435,0.0393858,0.000200074,0.0166618,0.000734172,0.0166618,0.000734172,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,outside_states,9932,0.00950229,0.000143231,0.0278711,0.00212985,0.0278711,0.00212985,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,california,75271,0.0745822,0.000237378,0.0165194,0.000576555,0.0165194,0.000576555,1,0,1,0,0
usb_nh_white,women,18_49,birth_region,texas,58769,0.0544417,0.000224127,0.0155798,0.000699158,0.0155798,0.000699158,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,all,1064013,1,0,0.0128538,0.000115058,0.0128538,0.000115058,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,new_england,58358,0.0550152,9.30552e-05,0.00746926,0.000506998,0.00746926,0.000506998,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,middle_atlantic,140179,0.122787,0.000111349,0.00691416,0.000281391,0.00691416,0.000281391,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,east_north_central,189241,0.175714,0.00012012,0.00850995,0.000266527,0.00850995,0.000266527,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,west_north_central,93595,0.090811,8.36436e-05,0.0105972,0.00041918,0.0105972,0.00041918,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,south_atlantic,200322,0.187609,0.000117593,0.0186786,0.000454509,0.0186786,0.000454509,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,east_south_central,79589,0.0755979,6.70947e-05,0.010294,0.000394255,0.010294,0.000394255,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,west_south_central_ex_texas,39658,0.0392902,5.94728e-05,0.0136459,0.000732137,0.0136459,0.000732137,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,mountain,85500,0.0829537,8.91497e-05,0.0161084,0.000440361,0.0161084,0.000440361,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,pacific_ex_california,47270,0.0461473,7.31517e-05,0.020529,0.000721125,0.020529,0.000721125,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,california,62078,0.0607404,0.00010236,0.0150357,0.000643807,0.0150357,0.000643807,1,0,1,0,0
usb_nh_white,women,18_49,residence_region,texas,68223,0.0633346,9.99286e-05,0.0176955,0.000650021,0.0176955,0.000650021,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,all,840998,1,0,0.0145034,0.00014264,0.0145034,0.00014264,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,new_england,48511,0.0591355,0.000229804,0.0128267,0.000631806,0.0128267,0.000631806,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,middle_atlantic,127391,0.143645,0.000419858,0.0119661,0.000416271,0.0119661,0.000416271,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,east_north_central,169429,0.198501,0.000361807,0.0131007,0.00033971,0.0131007,0.00033971,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,west_north_central,81045,0.0959328,0.000328139,0.0142153,0.000599052,0.0142153,0.000599052,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,south_atlantic,127219,0.152591,0.000324627,0.0155967,0.000405271,0.0155967,0.000405271,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,east_south_central,54879,0.0661637,0.000238437,0.0102266,0.000566047,0.0102266,0.000566047,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,west_south_central_ex_texas,31776,0.0397022,0.000217617,0.0133553,0.000708958,0.0133553,0.000708958,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,mountain,52569,0.0636984,0.00028192,0.0166604,0.000674979,0.0166604,0.000674979,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,pacific_ex_california,32099,0.0396939,0.000232343,0.0188151,0.000881053,0.0188151,0.000881053,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,outside_states,8170,0.00994716,0.000158582,0.0323752,0.00252144,0.0323752,0.00252144,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,california,61245,0.0765571,0.000289943,0.0180077,0.000661666,0.0180077,0.000661666,1,0,1,0,0
usb_nh_white,women,25_49,birth_region,texas,46665,0.0544322,0.000250047,0.0177514,0.00081291,0.0177514,0.00081291,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,all,840998,1,0,0.0145034,0.00014264,0.0145034,0.00014264,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,new_england,44798,0.0537524,0.00010031,0.00867899,0.000628233,0.00867899,0.000628233,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,middle_atlantic,109391,0.121144,0.000131837,0.00812732,0.000341066,0.00812732,0.000341066,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,east_north_central,149406,0.174211,0.000132812,0.010049,0.000306883,0.010049,0.000306883,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,west_north_central,73810,0.0897301,9.93934e-05,0.0120293,0.000516212,0.0120293,0.000516212,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,south_atlantic,157794,0.18809,0.00013742,0.0208686,0.000513316,0.0208686,0.000513316,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,east_south_central,61962,0.0754165,7.8931e-05,0.0120667,0.000487504,0.0120667,0.000487504,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,west_south_central_ex_texas,31156,0.0394804,7.13687e-05,0.0157579,0.0008542,0.0157579,0.0008542,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,mountain,67893,0.083385,0.000111497,0.017799,0.000504368,0.017799,0.000504368,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,pacific_ex_california,38876,0.0480891,8.66527e-05,0.0214904,0.000789779,0.0214904,0.000789779,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,california,50621,0.0620863,0.000123908,0.0156934,0.000762421,0.0156934,0.000762421,1,0,1,0,0
usb_nh_white,women,25_49,residence_region,texas,55291,0.064615,0.000116738,0.0196999,0.000748057,0.0196999,0.000748057,1,0,1,0,0
