group,sex,age_band,per_1000,n_records_denominator,denominator_per_year,outcome,spec,group_rate,group_rate_se,comparison_rate,comparison_se,ratio,ratio_se,n_eff,ref_share_off_support,margins,replicate_fallbacks,max_factor,top10_cell_share,share_at_finest_cell,share_unmatched,expected_ratio
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,age_direct,0.00156841,0.000131571,0.00247556,5.69542e-05,0.633559,0.0555535,,0.0,age (min 20),0,2.971547875358645,0.12518260974394405,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,age_direct,0.0112565,0.000414672,0.00569369,8.38557e-05,1.97701,0.0748582,,0.0,age (min 20),0,2.971547875358645,0.12518260974394405,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,age_direct,0.0387979,0.000782274,0.0323765,0.000220554,1.19833,0.0254163,,0.0,age (min 20),0,2.971547875358645,0.12518260974394405,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,public_safety_total,a_age_education_direct,0.0298679,0.000714999,0.0261078,0.000182421,1.14402,0.0279886,,0.0,age x educ (min 20),0,7.527520127620485,0.11267566324233558,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,police_sheriff_detective,a_age_education_direct,0.0183753,0.000603112,0.0130714,0.000135627,1.40577,0.049107,,0.0,age x educ (min 20),0,7.527520127620485,0.11267566324233558,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,corrections_bailiff,a_age_education_direct,0.00479592,0.00028073,0.00359232,6.90224e-05,1.33505,0.0824615,,0.0,age x educ (min 20),0,7.527520127620485,0.11267566324233558,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,fire,a_age_education_direct,0.0050041,0.000248556,0.00696848,9.03498e-05,0.718105,0.0378188,,0.0,age x educ (min 20),0,7.527520127620485,0.11267566324233558,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,a_age_education_direct,0.00169256,0.000156256,0.00247556,5.69542e-05,0.683707,0.0650336,,0.0,age x educ (min 20),0,7.527520127620485,0.11267566324233558,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,a_age_education_direct,0.0104359,0.000409292,0.00569369,8.38557e-05,1.83288,0.0729126,,0.0,age x educ (min 20),0,7.527520127620485,0.11267566324233558,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,a_age_education_direct,0.0423109,0.000821749,0.0323765,0.000220554,1.30684,0.0272716,,0.0,age x educ (min 20),0,7.527520127620485,0.11267566324233558,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,public_safety_total,b_raked_geo,0.0220242,0.00129449,0.0261078,0.000182421,0.84359,0.0498564,,0.0,"age, state, division x metro (min 20)",0,36.53361788880381,0.14023585529893653,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,police_sheriff_detective,b_raked_geo,0.013194,0.000950709,0.0130714,0.000135627,1.00938,0.0735731,,0.0,"age, state, division x metro (min 20)",0,36.53361788880381,0.14023585529893653,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,corrections_bailiff,b_raked_geo,0.00439056,0.000734375,0.00359232,6.90224e-05,1.22221,0.204771,,0.0,"age, state, division x metro (min 20)",0,36.53361788880381,0.14023585529893653,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,fire,b_raked_geo,0.00317007,0.000320793,0.00696848,9.03498e-05,0.454915,0.0460413,,0.0,"age, state, division x metro (min 20)",0,36.53361788880381,0.14023585529893653,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,b_raked_geo,0.00126957,0.000262272,0.00247556,5.69542e-05,0.512842,0.105989,,0.0,"age, state, division x metro (min 20)",0,36.53361788880381,0.14023585529893653,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,b_raked_geo,0.00746629,0.000594076,0.00569369,8.38557e-05,1.31133,0.103867,,0.0,"age, state, division x metro (min 20)",0,36.53361788880381,0.14023585529893653,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,b_raked_geo,0.0302945,0.00145496,0.0323765,0.000220554,0.935692,0.0455322,,0.0,"age, state, division x metro (min 20)",0,36.53361788880381,0.14023585529893653,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,public_safety_total,b_raked_full,0.0257832,0.0015163,0.0261078,0.000182421,0.987567,0.0588247,,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,33.227163014728376,0.15739761128817809,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,police_sheriff_detective,b_raked_full,0.0162418,0.00117463,0.0130714,0.000135627,1.24255,0.0917898,,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,33.227163014728376,0.15739761128817809,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,corrections_bailiff,b_raked_full,0.0045786,0.000838884,0.00359232,6.90224e-05,1.27455,0.234469,,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,33.227163014728376,0.15739761128817809,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,fire,b_raked_full,0.00341569,0.000345221,0.00696848,9.03498e-05,0.490163,0.0493453,,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,33.227163014728376,0.15739761128817809,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,b_raked_full,0.00154707,0.000359987,0.00247556,5.69542e-05,0.624938,0.145308,,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,33.227163014728376,0.15739761128817809,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,b_raked_full,0.00733879,0.000589955,0.00569369,8.38557e-05,1.28893,0.103758,,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,33.227163014728376,0.15739761128817809,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,b_raked_full,0.0339742,0.00165372,0.0323765,0.000220554,1.04935,0.0522738,,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,33.227163014728376,0.15739761128817809,,,
usb_mexican_hisp,men,18_64,employed,133573,5596970,public_safety_total,age_indirect,0.0242797,0.000541224,0.0263798,0.00020369,0.920391,0.0202584,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,police_sheriff_detective,age_indirect,0.0131955,0.000377321,0.0126378,0.000147604,1.04413,0.0328691,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,corrections_bailiff,age_indirect,0.00481576,0.000260774,0.00366356,7.96916e-05,1.3145,0.0775087,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,fire,age_indirect,0.00451316,0.000216693,0.00706782,0.000101674,0.63855,0.0321846,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,age_indirect,0.00175535,0.000135216,0.00301061,8.44745e-05,0.583055,0.0476967,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,age_indirect,0.0118074,0.000427292,0.00590584,0.000109861,1.99928,0.0793,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,age_indirect,0.0376069,0.000693167,0.032887,0.000258852,1.14352,0.0222128,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,public_safety_total,a_age_education_indirect,0.0242797,0.000541224,0.0257731,0.000231268,0.942058,0.0205843,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,police_sheriff_detective,a_age_education_indirect,0.0131955,0.000377321,0.0113068,0.000145627,1.16704,0.0361326,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,corrections_bailiff,a_age_education_indirect,0.00481576,0.000260774,0.00417816,9.4813e-05,1.1526,0.068647,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,fire,a_age_education_indirect,0.00451316,0.000216693,0.00724184,0.000111801,0.623205,0.0317965,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,a_age_education_indirect,0.00175535,0.000135216,0.00304628,8.61322e-05,0.576229,0.0473666,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,a_age_education_indirect,0.0118074,0.000427292,0.00680301,0.000133953,1.73562,0.0697292,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,a_age_education_indirect,0.0376069,0.000693167,0.0329936,0.000298392,1.13983,0.0223639,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,public_safety_total,b_indirect_geo,0.0242797,0.000541224,0.0272224,0.000368824,0.891903,0.0219998,,,,,,,0.9986214565725469,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,police_sheriff_detective,b_indirect_geo,0.0131955,0.000377321,0.0122849,0.000242958,1.07412,0.0377122,,,,,,,0.9986214565725469,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,corrections_bailiff,b_indirect_geo,0.00481576,0.000260774,0.00313296,0.000127762,1.53713,0.104531,,,,,,,0.9986214565725469,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,fire,b_indirect_geo,0.00451316,0.000216693,0.00833955,0.000218377,0.541175,0.0290385,,,,,,,0.9986214565725469,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,b_indirect_geo,0.00175535,0.000135216,0.00346503,0.000184375,0.506591,0.0465481,,,,,,,0.9986214565725469,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,b_indirect_geo,0.0118074,0.000427292,0.00677421,0.000228606,1.74299,0.0804877,,,,,,,0.9986214565725469,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,b_indirect_geo,0.0376069,0.000693167,0.0345221,0.000448948,1.08936,0.0253792,,,,,,,0.9986214565725469,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,public_safety_total,b_indirect_full,0.0242797,0.000541224,0.026141,0.000409376,0.9288,0.0242321,,,,,,,0.9399768720112923,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,police_sheriff_detective,b_indirect_full,0.0131955,0.000377321,0.0109317,0.000276011,1.20708,0.0454291,,,,,,,0.9399768720112923,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,corrections_bailiff,b_indirect_full,0.00481576,0.000260774,0.003559,0.000156788,1.35312,0.0944592,,,,,,,0.9399768720112923,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,fire,b_indirect_full,0.00451316,0.000216693,0.00819399,0.000234929,0.550788,0.0294973,,,,,,,0.9399768720112923,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,ems,b_indirect_full,0.00175535,0.000135216,0.00345631,0.000182001,0.50787,0.0455109,,,,,,,0.9399768720112923,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,security_guard,b_indirect_full,0.0118074,0.000427292,0.00892729,0.000359467,1.32262,0.0703035,,,,,,,0.9399768720112923,0.0,
usb_mexican_hisp,men,18_64,employed,133573,5596970,all_protective_service_soc33,b_indirect_full,0.0376069,0.000693167,0.035518,0.000567967,1.05881,0.0274281,,,,,,,0.9399768720112923,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,raw,0.0184292,0.000412296,0.020614,0.000143435,0.894015,0.0199043,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,raw,0.0100158,0.000289021,0.0103208,0.000106929,0.97045,0.03019,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,raw,0.00365534,0.000196771,0.0028364,5.43949e-05,1.28872,0.0743094,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,raw,0.00342565,0.000164874,0.00550212,7.1366e-05,0.622605,0.031459,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,raw,0.00133238,0.000102652,0.00195464,4.49421e-05,0.681649,0.0548835,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,raw,0.00896225,0.000325469,0.00449559,6.63274e-05,1.99357,0.0768821,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,raw,0.028545,0.000530737,0.0255637,0.000174258,1.11662,0.0219043,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,a_education_direct,0.0227945,0.000521007,0.020614,0.000143435,1.10578,0.0253436,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,a_education_direct,0.0138767,0.000438345,0.0103208,0.000106929,1.34454,0.0456938,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,a_education_direct,0.00365702,0.000203268,0.0028364,5.43949e-05,1.28932,0.0774619,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,a_education_direct,0.00377333,0.000190057,0.00550212,7.1366e-05,0.685795,0.0362735,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,a_education_direct,0.00148742,0.00012253,0.00195464,4.49421e-05,0.760969,0.0648642,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,a_education_direct,0.00835453,0.000312354,0.00449559,6.63274e-05,1.85839,0.0726944,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,a_education_direct,0.032603,0.000598588,0.0255637,0.000174258,1.27537,0.0250806,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,a_education_indirect,0.0184292,0.000412296,0.018937,0.000148963,0.973183,0.0214307,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,a_education_indirect,0.0100158,0.000289021,0.00862239,0.000100701,1.16161,0.035552,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,a_education_indirect,0.00365534,0.000196771,0.00308928,6.06213e-05,1.18323,0.0689444,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,a_education_indirect,0.00342565,0.000164874,0.00528985,7.2987e-05,0.647589,0.0330079,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,a_education_indirect,0.00133238,0.000102652,0.00193552,4.73723e-05,0.688382,0.0550591,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,a_education_indirect,0.00896225,0.000325469,0.00492462,8.12171e-05,1.81989,0.0706557,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,a_education_indirect,0.028545,0.000530737,0.0242385,0.000191367,1.17767,0.0230579,,,,,,,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,age_direct,0.0197591,0.000487761,0.020614,0.000143435,0.958528,0.0238404,83463.05068735518,0.0,age (min 20),0,2.9588651799855503,0.12493217053962954,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,age_direct,0.0111612,0.000373815,0.0103208,0.000106929,1.08143,0.0379519,83463.05068735518,0.0,age (min 20),0,2.9588651799855503,0.12493217053962954,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,age_direct,0.00377905,0.000213011,0.0028364,5.43949e-05,1.33234,0.0777602,83463.05068735518,0.0,age (min 20),0,2.9588651799855503,0.12493217053962954,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,age_direct,0.0036192,0.000176982,0.00550212,7.1366e-05,0.657782,0.0338925,83463.05068735518,0.0,age (min 20),0,2.9588651799855503,0.12493217053962954,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,age_direct,0.00119962,0.0001003,0.00195464,4.49421e-05,0.613729,0.0535652,83463.05068735518,0.0,age (min 20),0,2.9588651799855503,0.12493217053962954,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,age_direct,0.00860706,0.000319435,0.00449559,6.63274e-05,1.91456,0.072959,83463.05068735518,0.0,age (min 20),0,2.9588651799855503,0.12493217053962954,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,age_direct,0.0296201,0.000601689,0.0255637,0.000174258,1.15868,0.0247043,83463.05068735518,0.0,age (min 20),0,2.9588651799855503,0.12493217053962954,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,a_age_education_direct,0.0234363,0.000553323,0.020614,0.000143435,1.13691,0.0274689,67973.46817279974,0.0,age x educ (min 20),0,7.499120869784309,0.1124608796674758,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,a_age_education_direct,0.0143965,0.000470232,0.0103208,0.000106929,1.3949,0.0485762,67973.46817279974,0.0,age x educ (min 20),0,7.499120869784309,0.1124608796674758,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,a_age_education_direct,0.00377564,0.000219531,0.0028364,5.43949e-05,1.33114,0.0816468,67973.46817279974,0.0,age x educ (min 20),0,7.499120869784309,0.1124608796674758,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,a_age_education_direct,0.00393186,0.000193621,0.00550212,7.1366e-05,0.714607,0.0374088,67973.46817279974,0.0,age x educ (min 20),0,7.499120869784309,0.1124608796674758,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,a_age_education_direct,0.0013323,0.000122341,0.00195464,4.49421e-05,0.681611,0.0644173,67973.46817279974,0.0,age x educ (min 20),0,7.499120869784309,0.1124608796674758,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,a_age_education_direct,0.00825807,0.000325966,0.00449559,6.63274e-05,1.83693,0.0735818,67973.46817279974,0.0,age x educ (min 20),0,7.499120869784309,0.1124608796674758,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,a_age_education_direct,0.0332773,0.000644111,0.0255637,0.000174258,1.30174,0.0271464,67973.46817279974,0.0,age x educ (min 20),0,7.499120869784309,0.1124608796674758,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,b_raked_geo,0.0168019,0.000963715,0.020614,0.000143435,0.815073,0.0469496,15253.49079682499,0.0,"age, state, division x metro (min 20)",0,38.296821345437756,0.13721953201530682,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,b_raked_geo,0.0100708,0.000723973,0.0103208,0.000106929,0.97578,0.0707942,15253.49079682499,0.0,"age, state, division x metro (min 20)",0,38.296821345437756,0.13721953201530682,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,b_raked_geo,0.00331645,0.000543999,0.0028364,5.43949e-05,1.16925,0.192091,15253.49079682499,0.0,"age, state, division x metro (min 20)",0,38.296821345437756,0.13721953201530682,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,b_raked_geo,0.00243765,0.000244774,0.00550212,7.1366e-05,0.443037,0.0445212,15253.49079682499,0.0,"age, state, division x metro (min 20)",0,38.296821345437756,0.13721953201530682,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,b_raked_geo,0.000976953,0.000198917,0.00195464,4.49421e-05,0.499813,0.101809,15253.49079682499,0.0,"age, state, division x metro (min 20)",0,38.296821345437756,0.13721953201530682,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,b_raked_geo,0.00578663,0.000457685,0.00449559,6.63274e-05,1.28718,0.10142,15253.49079682499,0.0,"age, state, division x metro (min 20)",0,38.296821345437756,0.13721953201530682,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,b_raked_geo,0.0232115,0.00108799,0.0255637,0.000174258,0.907988,0.0430759,15253.49079682499,0.0,"age, state, division x metro (min 20)",0,38.296821345437756,0.13721953201530682,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,b_raked_full,0.0199619,0.00114298,0.020614,0.000143435,0.968367,0.056155,14035.946995122187,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.99833199868496,0.15699698382439378,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,b_raked_full,0.0126114,0.000926288,0.0103208,0.000106929,1.22194,0.0914757,14035.946995122187,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.99833199868496,0.15699698382439378,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,b_raked_full,0.003476,0.000611455,0.0028364,5.43949e-05,1.2255,0.21655,14035.946995122187,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.99833199868496,0.15699698382439378,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,b_raked_full,0.00265931,0.0002649,0.00550212,7.1366e-05,0.483324,0.0479947,14035.946995122187,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.99833199868496,0.15699698382439378,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,b_raked_full,0.00121516,0.000288582,0.00195464,4.49421e-05,0.62168,0.147522,14035.946995122187,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.99833199868496,0.15699698382439378,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,b_raked_full,0.00584058,0.000472561,0.00449559,6.63274e-05,1.29918,0.10511,14035.946995122187,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.99833199868496,0.15699698382439378,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,b_raked_full,0.0264843,0.00126375,0.0255637,0.000174258,1.03601,0.0506285,14035.946995122187,0.0,"age x educ, state, metro x educ, division x metro (min 20)",0,49.99833199868496,0.15699698382439378,,,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,age_indirect,0.0184292,0.000412296,0.0206672,0.000158617,0.891711,0.0195975,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,police_sheriff_detective,age_indirect,0.0100158,0.000289021,0.00992325,0.000115387,1.00933,0.0320033,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,corrections_bailiff,age_indirect,0.00365534,0.000196771,0.00286657,6.17292e-05,1.27516,0.0746437,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,fire,age_indirect,0.00342565,0.000164874,0.00553714,7.93758e-05,0.618668,0.031204,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,ems,age_indirect,0.00133238,0.000102652,0.00234029,6.4764e-05,0.569322,0.0464956,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,security_guard,age_indirect,0.00896225,0.000325469,0.00459952,8.55175e-05,1.94852,0.077514,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,all_protective_service_soc33,age_indirect,0.028545,0.000530737,0.0256993,0.000202336,1.11073,0.0216125,,,,,,,1.0,0.0,
usb_mexican_hisp,men,18_64,adults,187952,7373783,public_safety_total,a_age_education_indirect,0.0184292,0.000412296,0.019587,0.000171069,0.940892,0.0203615,,,,,,,1.0,0.0,
