group,sex,age_band,education,outcome,n_records,adults_per_year,rate,se,ratio_to_nh_white,ratio_se
usb_mexican_hisp,men,25_49,ba_plus,now_active_duty,21846,850021,0.0142118,0.000755235,0.974504,0.0533153
usb_mexican_hisp,men,25_49,ba_plus,reserve_guard_only,21846,850021,0.0133436,0.00109809,1.26754,0.100747
usb_mexican_hisp,men,25_34,less_than_hs,ever_active_duty,6403,234091,0.0128226,0.00175355,0.960288,0.147522
usb_mexican_hisp,men,25_34,less_than_hs,now_active_duty,6403,234091,0.00134136,0.000569972,1.68732,0.907604
usb_mexican_hisp,men,25_34,less_than_hs,reserve_guard_only,6403,234091,0.00307999,0.000960122,0.735856,0.243334
usb_mexican_hisp,men,25_34,hs_diploma,ever_active_duty,19509,803625,0.0439977,0.00187569,0.683349,0.030595
usb_mexican_hisp,men,25_34,hs_diploma,now_active_duty,19509,803625,0.0113436,0.000942818,0.83205,0.0721863
usb_mexican_hisp,men,25_34,hs_diploma,reserve_guard_only,19509,803625,0.0103257,0.000937523,0.711642,0.0780396
usb_mexican_hisp,men,25_34,some_college,ever_active_duty,17909,727834,0.0809653,0.00249563,0.769317,0.0259015
usb_mexican_hisp,men,25_34,some_college,now_active_duty,17909,727834,0.0233226,0.00131009,0.828244,0.0532742
usb_mexican_hisp,men,25_34,some_college,reserve_guard_only,17909,727834,0.0168202,0.00137355,0.881896,0.084403
usb_mexican_hisp,men,25_34,ba_plus,ever_active_duty,11337,433869,0.0530429,0.00246683,1.14145,0.0562077
usb_mexican_hisp,men,25_34,ba_plus,now_active_duty,11337,433869,0.0154717,0.0012193,0.903168,0.0728274
usb_mexican_hisp,men,25_34,ba_plus,reserve_guard_only,11337,433869,0.0118784,0.00130507,1.14342,0.123614
usb_mexican_hisp,men,18_plus_born_1956_on,less_than_hs,ever_active_duty,28596,1086404,0.0191031,0.00110765,0.621702,0.0381975
usb_mexican_hisp,men,18_plus_born_1956_on,less_than_hs,now_active_duty,28596,1086404,0.00111776,0.00019945,1.99723,0.466022
usb_mexican_hisp,men,18_plus_born_1956_on,less_than_hs,reserve_guard_only,28596,1086404,0.00367819,0.000400927,0.442371,0.0501992
usb_mexican_hisp,men,18_plus_born_1956_on,hs_diploma,ever_active_duty,70911,2839353,0.0548563,0.00118946,0.61329,0.0139741
usb_mexican_hisp,men,18_plus_born_1956_on,hs_diploma,now_active_duty,70911,2839353,0.0146591,0.000519058,1.56841,0.0586861
usb_mexican_hisp,men,18_plus_born_1956_on,hs_diploma,reserve_guard_only,70911,2839353,0.0102601,0.000529369,0.681634,0.0365596
usb_mexican_hisp,men,18_plus_born_1956_on,some_college,ever_active_duty,62292,2421782,0.0900202,0.00148522,0.724845,0.0119463
usb_mexican_hisp,men,18_plus_born_1956_on,some_college,now_active_duty,62292,2421782,0.0174924,0.000592361,1.36298,0.0506483
usb_mexican_hisp,men,18_plus_born_1956_on,some_college,reserve_guard_only,62292,2421782,0.0150559,0.000658172,0.859121,0.0409052
usb_mexican_hisp,men,18_plus_born_1956_on,ba_plus,ever_active_duty,31369,1181049,0.0929702,0.00170455,1.11677,0.0217976
usb_mexican_hisp,men,18_plus_born_1956_on,ba_plus,now_active_duty,31369,1181049,0.0117074,0.000615074,1.20951,0.0665543
usb_mexican_hisp,men,18_plus_born_1956_on,ba_plus,reserve_guard_only,31369,1181049,0.0141075,0.000924709,1.13833,0.0755821
usb_mexican_hisp,women,18_24,less_than_hs,ever_active_duty,5193,224206,0.0037644,0.00128607,2.26377,0.969002
usb_mexican_hisp,women,18_24,less_than_hs,now_active_duty,5193,224206,0.00174839,0.00101774,3.37146,2.80116
usb_mexican_hisp,women,18_24,less_than_hs,reserve_guard_only,5193,224206,0.000941099,0.000352181,0.571994,0.247339
usb_mexican_hisp,women,18_24,hs_diploma,ever_active_duty,18904,784554,0.00923412,0.00082947,1.12037,0.111207
usb_mexican_hisp,women,18_24,hs_diploma,now_active_duty,18904,784554,0.00633353,0.000738444,1.18729,0.148655
usb_mexican_hisp,women,18_24,hs_diploma,reserve_guard_only,18904,784554,0.00380301,0.000466836,1.25146,0.19479
usb_mexican_hisp,women,18_24,some_college,ever_active_duty,21685,854644,0.0114742,0.000870235,1.48221,0.14458
usb_mexican_hisp,women,18_24,some_college,now_active_duty,21685,854644,0.00753296,0.000722722,1.5752,0.189874
usb_mexican_hisp,women,18_24,some_college,reserve_guard_only,21685,854644,0.00359604,0.000553623,0.949181,0.163791
usb_mexican_hisp,women,18_24,ba_plus,ever_active_duty,4703,187525,0.00496823,0.00122381,1.15581,0.311812
usb_mexican_hisp,women,18_24,ba_plus,now_active_duty,4703,187525,0.00241923,0.000973879,0.9198,0.386845
usb_mexican_hisp,women,18_24,ba_plus,reserve_guard_only,4703,187525,0.00291161,0.00108173,1.34797,0.554472
usb_mexican_hisp,women,18_49,less_than_hs,ever_active_duty,14680,615043,0.00416394,0.000635086,1.17148,0.188932
usb_mexican_hisp,women,18_49,less_than_hs,now_active_duty,14680,615043,0.000637354,0.000372968,2.14162,1.72008
usb_mexican_hisp,women,18_49,less_than_hs,reserve_guard_only,14680,615043,0.00110128,0.000358536,0.816898,0.297135
usb_mexican_hisp,women,18_49,hs_diploma,ever_active_duty,45769,1913629,0.00825918,0.000497967,0.994109,0.0641136
usb_mexican_hisp,women,18_49,hs_diploma,now_active_duty,45769,1913629,0.00313262,0.000349618,1.4926,0.177957
usb_mexican_hisp,women,18_49,hs_diploma,reserve_guard_only,45769,1913629,0.00273965,0.000259446,0.857901,0.0927699
usb_mexican_hisp,women,18_49,some_college,ever_active_duty,57159,2288148,0.0154266,0.000582356,0.958027,0.0423108
usb_mexican_hisp,women,18_49,some_college,now_active_duty,57159,2288148,0.00498394,0.000349939,1.5593,0.127819
usb_mexican_hisp,women,18_49,some_college,reserve_guard_only,57159,2288148,0.00369003,0.000366241,0.835728,0.0807681
usb_mexican_hisp,women,18_49,ba_plus,ever_active_duty,35317,1314098,0.0176184,0.000901203,1.29315,0.0676463
usb_mexican_hisp,women,18_49,ba_plus,now_active_duty,35317,1314098,0.00292774,0.000408398,1.139,0.168721
usb_mexican_hisp,women,18_49,ba_plus,reserve_guard_only,35317,1314098,0.00345231,0.000426614,1.19655,0.158971
usb_mexican_hisp,women,25_49,less_than_hs,ever_active_duty,9487,390837,0.00439314,0.000771283,0.932125,0.186625
usb_mexican_hisp,women,25_49,less_than_hs,now_active_duty,9487,390837,0,0,0,0
usb_mexican_hisp,women,25_49,less_than_hs,reserve_guard_only,9487,390837,0.00119317,0.000510353,1.02321,0.528823
usb_mexican_hisp,women,25_49,hs_diploma,ever_active_duty,26865,1129074,0.00758173,0.00063002,0.90918,0.0812566
usb_mexican_hisp,women,25_49,hs_diploma,now_active_duty,26865,1129074,0.000908414,0.000237092,1.5604,0.458387
usb_mexican_hisp,women,25_49,hs_diploma,reserve_guard_only,26865,1129074,0.00200075,0.000371716,0.612624,0.119571
usb_mexican_hisp,women,25_49,some_college,ever_active_duty,35474,1433504,0.017783,0.000796115,0.913955,0.0477587
usb_mexican_hisp,women,25_49,some_college,now_active_duty,35474,1433504,0.00346424,0.000389241,1.35324,0.163508
usb_mexican_hisp,women,25_49,some_college,reserve_guard_only,35474,1433504,0.00374607,0.000451689,0.802701,0.0947836
usb_mexican_hisp,women,25_49,ba_plus,ever_active_duty,30614,1126573,0.0197241,0.00103376,1.35396,0.0724474
usb_mexican_hisp,women,25_49,ba_plus,now_active_duty,30614,1126573,0.00301238,0.000459554,1.17469,0.191732
usb_mexican_hisp,women,25_49,ba_plus,reserve_guard_only,30614,1126573,0.00354231,0.000468212,1.1973,0.169828
usb_mexican_hisp,women,25_34,less_than_hs,ever_active_duty,3913,162641,0.0036932,0.00120765,0.810273,0.301886
usb_mexican_hisp,women,25_34,less_than_hs,now_active_duty,3913,162641,0,0,0,0
usb_mexican_hisp,women,25_34,less_than_hs,reserve_guard_only,3913,162641,0.00166829,0.000685973,1.11062,0.744738
usb_mexican_hisp,women,25_34,hs_diploma,ever_active_duty,14476,617690,0.00803963,0.000821231,1.02523,0.1202
usb_mexican_hisp,women,25_34,hs_diploma,now_active_duty,14476,617690,0.00157145,0.000423474,1.41512,0.433479
usb_mexican_hisp,women,25_34,hs_diploma,reserve_guard_only,14476,617690,0.00180673,0.000442916,0.442757,0.110023
usb_mexican_hisp,women,25_34,some_college,ever_active_duty,18878,779604,0.0185949,0.00124853,1.06604,0.0756721
usb_mexican_hisp,women,25_34,some_college,now_active_duty,18878,779604,0.00524711,0.000726019,1.20997,0.192308
usb_mexican_hisp,women,25_34,some_college,reserve_guard_only,18878,779604,0.00337565,0.00047917,0.61878,0.0864673
usb_mexican_hisp,women,25_34,ba_plus,ever_active_duty,16216,607221,0.0117376,0.000957117,1.14185,0.101458
usb_mexican_hisp,women,25_34,ba_plus,now_active_duty,16216,607221,0.00324978,0.000539757,0.919649,0.172406
usb_mexican_hisp,women,25_34,ba_plus,reserve_guard_only,16216,607221,0.00316304,0.000620889,1.11761,0.239544
usb_mexican_hisp,women,18_plus_born_1956_on,less_than_hs,ever_active_duty,20682,823179,0.00462921,0.000542483,0.974582,0.121257
usb_mexican_hisp,women,18_plus_born_1956_on,less_than_hs,now_active_duty,20682,823179,0.000476202,0.000278508,2.50792,1.99713
usb_mexican_hisp,women,18_plus_born_1956_on,less_than_hs,reserve_guard_only,20682,823179,0.00102084,0.000276869,0.802433,0.230002
usb_mexican_hisp,women,18_plus_born_1956_on,hs_diploma,ever_active_duty,57530,2299836,0.00838973,0.000433867,0.846167,0.044917
usb_mexican_hisp,women,18_plus_born_1956_on,hs_diploma,now_active_duty,57530,2299836,0.00260656,0.000291475,2.25077,0.262915
usb_mexican_hisp,women,18_plus_born_1956_on,hs_diploma,reserve_guard_only,57530,2299836,0.00269541,0.00024389,0.987481,0.097281
usb_mexican_hisp,women,18_plus_born_1956_on,some_college,ever_active_duty,70088,2702135,0.0158106,0.000516583,0.849574,0.0316968
usb_mexican_hisp,women,18_plus_born_1956_on,some_college,now_active_duty,70088,2702135,0.00422037,0.000297086,2.16262,0.178816
usb_mexican_hisp,women,18_plus_born_1956_on,some_college,reserve_guard_only,70088,2702135,0.003703,0.00032048,0.889496,0.076466
usb_mexican_hisp,women,18_plus_born_1956_on,ba_plus,ever_active_duty,43608,1568419,0.0192098,0.000867401,1.19797,0.0538537
usb_mexican_hisp,women,18_plus_born_1956_on,ba_plus,now_active_duty,43608,1568419,0.0025004,0.000339222,1.4505,0.206112
usb_mexican_hisp,women,18_plus_born_1956_on,ba_plus,reserve_guard_only,43608,1568419,0.00414834,0.000404572,1.35648,0.141802
usb_mexican_ancestry,men,18_24,less_than_hs,ever_active_duty,4674,206941,0.0013176,0.000595724,0.332723,0.154721
usb_mexican_ancestry,men,18_24,less_than_hs,now_active_duty,4674,206941,0.000940685,0.000543369,0.761268,0.477162
usb_mexican_ancestry,men,18_24,less_than_hs,reserve_guard_only,4674,206941,0.000581485,0.00034876,0.17091,0.10515
usb_mexican_ancestry,men,18_24,hs_diploma,ever_active_duty,15474,643002,0.0495473,0.00196335,0.995132,0.0446077
usb_mexican_ancestry,men,18_24,hs_diploma,now_active_duty,15474,643002,0.0364162,0.00160107,1.09829,0.0569802
usb_mexican_ancestry,men,18_24,hs_diploma,reserve_guard_only,15474,643002,0.00908448,0.000855253,0.798493,0.0849657
usb_mexican_ancestry,men,18_24,some_college,ever_active_duty,11888,465422,0.0360762,0.00226584,1.0453,0.0678463
usb_mexican_ancestry,men,18_24,some_college,now_active_duty,11888,465422,0.0248248,0.0018176,1.06555,0.0829589
usb_mexican_ancestry,men,18_24,some_college,reserve_guard_only,11888,465422,0.0109299,0.00131155,0.929974,0.120423
usb_mexican_ancestry,men,18_24,ba_plus,ever_active_duty,1732,68747,0.012723,0.00272088,0.531896,0.122236
usb_mexican_ancestry,men,18_24,ba_plus,now_active_duty,1732,68747,0.00691424,0.00203676,0.388152,0.127285
usb_mexican_ancestry,men,18_24,ba_plus,reserve_guard_only,1732,68747,0.00737972,0.0026893,0.974879,0.357101
usb_mexican_ancestry,men,18_49,less_than_hs,ever_active_duty,13234,530088,0.00320827,0.000587379,0.242897,0.0443512
usb_mexican_ancestry,men,18_49,less_than_hs,now_active_duty,13234,530088,0.000604302,0.000249427,0.726516,0.285551
usb_mexican_ancestry,men,18_49,less_than_hs,reserve_guard_only,13234,530088,0.000807413,0.000216205,0.202368,0.0549524
usb_mexican_ancestry,men,18_49,hs_diploma,ever_active_duty,37620,1599146,0.0443589,0.00143514,0.69893,0.023538
usb_mexican_ancestry,men,18_49,hs_diploma,now_active_duty,37620,1599146,0.0190174,0.000795653,1.24979,0.0549746
usb_mexican_ancestry,men,18_49,hs_diploma,reserve_guard_only,37620,1599146,0.00889725,0.000695365,0.710334,0.0604839
usb_mexican_ancestry,men,18_49,some_college,ever_active_duty,32883,1342253,0.0744177,0.00201719,0.79014,0.0220275
usb_mexican_ancestry,men,18_49,some_college,now_active_duty,32883,1342253,0.0204422,0.000933176,1.0335,0.0494403
usb_mexican_ancestry,men,18_49,some_college,reserve_guard_only,32883,1342253,0.0135337,0.000794349,0.858503,0.0519615
usb_mexican_ancestry,men,18_49,ba_plus,ever_active_duty,15249,597284,0.0737087,0.00235973,1.12892,0.0385457
usb_mexican_ancestry,men,18_49,ba_plus,now_active_duty,15249,597284,0.0127784,0.00100643,0.860631,0.0701295
usb_mexican_ancestry,men,18_49,ba_plus,reserve_guard_only,15249,597284,0.0121115,0.00119355,1.17755,0.112881
usb_mexican_ancestry,men,25_49,less_than_hs,ever_active_duty,8560,323147,0.00441905,0.000905828,0.238798,0.0492916
usb_mexican_ancestry,men,25_49,less_than_hs,now_active_duty,8560,323147,0.000388884,0.000210066,0.647661,0.347034
usb_mexican_ancestry,men,25_49,less_than_hs,reserve_guard_only,8560,323147,0.000952096,0.000349507,0.22007,0.0802891
usb_mexican_ancestry,men,25_49,hs_diploma,ever_active_duty,22146,956145,0.0408697,0.0018785,0.590931,0.0279845
usb_mexican_ancestry,men,25_49,hs_diploma,now_active_duty,22146,956145,0.00731688,0.000629183,0.944528,0.0815775
usb_mexican_ancestry,men,25_49,hs_diploma,reserve_guard_only,22146,956145,0.00877134,0.00095613,0.674532,0.0786505
usb_mexican_ancestry,men,25_49,some_college,ever_active_duty,20995,876831,0.0947693,0.00275298,0.818056,0.0241276
usb_mexican_ancestry,men,25_49,some_college,now_active_duty,20995,876831,0.018116,0.00117083,0.979121,0.0655143
usb_mexican_ancestry,men,25_49,some_college,reserve_guard_only,20995,876831,0.0149158,0.00100508,0.866155,0.0612373
usb_mexican_ancestry,men,25_49,ba_plus,ever_active_duty,13517,528537,0.0816411,0.00261325,1.18362,0.0401085
usb_mexican_ancestry,men,25_49,ba_plus,now_active_duty,13517,528537,0.0135412,0.00108994,0.928518,0.0755351
usb_mexican_ancestry,men,25_49,ba_plus,reserve_guard_only,13517,528537,0.012727,0.00126338,1.20897,0.117836
usb_mexican_ancestry,men,25_34,less_than_hs,ever_active_duty,3909,144785,0.00311036,0.000821457,0.232935,0.0604154
usb_mexican_ancestry,men,25_34,less_than_hs,now_active_duty,3909,144785,0.000867954,0.000469845,1.09182,0.659424
usb_mexican_ancestry,men,25_34,less_than_hs,reserve_guard_only,3909,144785,0.000888674,0.000343117,0.212317,0.0795388
usb_mexican_ancestry,men,25_34,hs_diploma,ever_active_duty,12311,528287,0.0405272,0.00235192,0.629448,0.0372738
usb_mexican_ancestry,men,25_34,hs_diploma,now_active_duty,12311,528287,0.0116458,0.00106495,0.854218,0.0782904
usb_mexican_ancestry,men,25_34,hs_diploma,reserve_guard_only,12311,528287,0.0115089,0.00136524,0.793187,0.108815
usb_mexican_ancestry,men,25_34,some_college,ever_active_duty,11394,476233,0.0788942,0.00292636,0.749637,0.0299773
usb_mexican_ancestry,men,25_34,some_college,now_active_duty,11394,476233,0.0225114,0.00165922,0.799435,0.0637159
usb_mexican_ancestry,men,25_34,some_college,reserve_guard_only,11394,476233,0.0165542,0.00168898,0.867949,0.0954322
usb_mexican_ancestry,men,25_34,ba_plus,ever_active_duty,6929,265086,0.0471671,0.0027843,1.01501,0.0628249
usb_mexican_ancestry,men,25_34,ba_plus,now_active_duty,6929,265086,0.0133441,0.0015869,0.77897,0.094796
usb_mexican_ancestry,men,25_34,ba_plus,reserve_guard_only,6929,265086,0.00977167,0.00127959,0.940623,0.121669
usb_mexican_ancestry,men,18_plus_born_1956_on,less_than_hs,ever_active_duty,16952,664924,0.0081854,0.00088795,0.26639,0.0298587
usb_mexican_ancestry,men,18_plus_born_1956_on,less_than_hs,now_active_duty,16952,664924,0.00055846,0.000212562,0.997867,0.374611
usb_mexican_ancestry,men,18_plus_born_1956_on,less_than_hs,reserve_guard_only,16952,664924,0.00251608,0.000476366,0.302605,0.0584148
usb_mexican_ancestry,men,18_plus_born_1956_on,hs_diploma,ever_active_duty,45071,1861584,0.0533272,0.001305,0.596194,0.0152167
usb_mexican_ancestry,men,18_plus_born_1956_on,hs_diploma,now_active_duty,45071,1861584,0.0163803,0.000684573,1.75256,0.0772841
usb_mexican_ancestry,men,18_plus_born_1956_on,hs_diploma,reserve_guard_only,45071,1861584,0.0103199,0.000658308,0.685607,0.0456306
usb_mexican_ancestry,men,18_plus_born_1956_on,some_college,ever_active_duty,39686,1574054,0.0891856,0.00190777,0.718125,0.0154538
usb_mexican_ancestry,men,18_plus_born_1956_on,some_college,now_active_duty,39686,1574054,0.0174689,0.000791791,1.36115,0.0644448
usb_mexican_ancestry,men,18_plus_born_1956_on,some_college,reserve_guard_only,39686,1574054,0.0153557,0.000832353,0.87623,0.0487902
usb_mexican_ancestry,men,18_plus_born_1956_on,ba_plus,ever_active_duty,19382,734128,0.0907453,0.00207881,1.09004,0.02568
usb_mexican_ancestry,men,18_plus_born_1956_on,ba_plus,now_active_duty,19382,734128,0.0107474,0.000824873,1.11034,0.0875491
usb_mexican_ancestry,men,18_plus_born_1956_on,ba_plus,reserve_guard_only,19382,734128,0.0136379,0.0011479,1.10044,0.0945369
usb_mexican_ancestry,women,18_24,less_than_hs,ever_active_duty,2858,131765,0.000789282,0.000772112,0.474646,0.493059
usb_mexican_ancestry,women,18_24,less_than_hs,now_active_duty,2858,131765,0.000789282,0.000772112,1.52199,1.82461
usb_mexican_ancestry,women,18_24,less_than_hs,reserve_guard_only,2858,131765,0.000614729,0.000388673,0.373628,0.25279
usb_mexican_ancestry,women,18_24,hs_diploma,ever_active_duty,11719,502169,0.0101393,0.00109926,1.2302,0.148531
usb_mexican_ancestry,women,18_24,hs_diploma,now_active_duty,11719,502169,0.00656286,0.00094996,1.23028,0.191495
usb_mexican_ancestry,women,18_24,hs_diploma,reserve_guard_only,11719,502169,0.00399666,0.000595624,1.31518,0.227864
usb_mexican_ancestry,women,18_24,some_college,ever_active_duty,14583,594152,0.0115818,0.0011011,1.49611,0.17267
usb_mexican_ancestry,women,18_24,some_college,now_active_duty,14583,594152,0.00864538,0.000938432,1.80782,0.23272
usb_mexican_ancestry,women,18_24,some_college,reserve_guard_only,14583,594152,0.0037712,0.000746166,0.995417,0.217048
usb_mexican_ancestry,women,18_24,ba_plus,ever_active_duty,3183,129140,0.00467451,0.00156574,1.08748,0.373508
usb_mexican_ancestry,women,18_24,ba_plus,now_active_duty,3183,129140,0.00345104,0.00141057,1.31209,0.558248
usb_mexican_ancestry,women,18_24,ba_plus,reserve_guard_only,3183,129140,0.00225337,0.00100881,1.04323,0.518562
usb_mexican_ancestry,women,18_49,less_than_hs,ever_active_duty,7932,352056,0.000522644,0.000308138,0.14704,0.087567
usb_mexican_ancestry,women,18_49,less_than_hs,now_active_duty,7932,352056,0.000295408,0.000289621,0.992622,1.15055
usb_mexican_ancestry,women,18_49,less_than_hs,reserve_guard_only,7932,352056,0.000284046,0.000153962,0.210697,0.118851
usb_mexican_ancestry,women,18_49,hs_diploma,ever_active_duty,27928,1211374,0.00758093,0.000644757,0.912472,0.079954
usb_mexican_ancestry,women,18_49,hs_diploma,now_active_duty,27928,1211374,0.00327452,0.000433368,1.56021,0.2202
usb_mexican_ancestry,women,18_49,hs_diploma,reserve_guard_only,27928,1211374,0.00270217,0.000360013,0.846164,0.121581
usb_mexican_ancestry,women,18_49,some_college,ever_active_duty,37542,1550478,0.0140496,0.000741656,0.872515,0.0490683
usb_mexican_ancestry,women,18_49,some_college,now_active_duty,37542,1550478,0.0053405,0.000456721,1.67085,0.158954
usb_mexican_ancestry,women,18_49,some_college,reserve_guard_only,37542,1550478,0.0035402,0.000392821,0.801794,0.0863236
usb_mexican_ancestry,women,18_49,ba_plus,ever_active_duty,23643,886019,0.0165674,0.00108037,1.216,0.0824476
usb_mexican_ancestry,women,18_49,ba_plus,now_active_duty,23643,886019,0.00309813,0.000438217,1.20529,0.183218
usb_mexican_ancestry,women,18_49,ba_plus,reserve_guard_only,23643,886019,0.00323996,0.000479986,1.12295,0.173276
usb_mexican_ancestry,women,25_49,less_than_hs,ever_active_duty,5074,220291,0.000363157,0.000166754,0.0770536,0.0372851
usb_mexican_ancestry,women,25_49,less_than_hs,now_active_duty,5074,220291,0,0,0,0
usb_mexican_ancestry,women,25_49,less_than_hs,reserve_guard_only,5074,220291,8.62497e-05,9.50848e-05,0.0739643,0.0896614
usb_mexican_ancestry,women,25_49,hs_diploma,ever_active_duty,16209,709205,0.00576937,0.000733773,0.691847,0.0906113
usb_mexican_ancestry,women,25_49,hs_diploma,now_active_duty,16209,709205,0.00094613,0.000303308,1.62518,0.568657
usb_mexican_ancestry,women,25_49,hs_diploma,reserve_guard_only,16209,709205,0.00178557,0.000461485,0.546735,0.14196
usb_mexican_ancestry,women,25_49,some_college,ever_active_duty,22959,956327,0.0155829,0.000941552,0.80088,0.0506218
usb_mexican_ancestry,women,25_49,some_college,now_active_duty,22959,956327,0.00328723,0.000470164,1.2841,0.197294
usb_mexican_ancestry,women,25_49,some_college,reserve_guard_only,22959,956327,0.00339668,0.000394377,0.727835,0.0830522
usb_mexican_ancestry,women,25_49,ba_plus,ever_active_duty,20460,756879,0.0185965,0.0012603,1.27655,0.0898546
usb_mexican_ancestry,women,25_49,ba_plus,now_active_duty,20460,756879,0.00303791,0.000490831,1.18465,0.206763
usb_mexican_ancestry,women,25_49,ba_plus,reserve_guard_only,20460,756879,0.00340829,0.000535501,1.152,0.188147
usb_mexican_ancestry,women,25_34,less_than_hs,ever_active_duty,2076,90669,0,0,0,0
usb_mexican_ancestry,women,25_34,less_than_hs,now_active_duty,2076,90669,0,0,0,0
usb_mexican_ancestry,women,25_34,less_than_hs,reserve_guard_only,2076,90669,0,0,0,0
usb_mexican_ancestry,women,25_34,hs_diploma,ever_active_duty,8624,386627,0.00648515,0.00108922,0.827003,0.148314
usb_mexican_ancestry,women,25_34,hs_diploma,now_active_duty,8624,386627,0.00163982,0.000538074,1.47669,0.536721
usb_mexican_ancestry,women,25_34,hs_diploma,reserve_guard_only,8624,386627,0.00178036,0.000549945,0.436294,0.135272
usb_mexican_ancestry,women,25_34,some_college,ever_active_duty,12231,524282,0.0168205,0.001304,0.964311,0.0772031
usb_mexican_ancestry,women,25_34,some_college,now_active_duty,12231,524282,0.00486061,0.000819439,1.12085,0.211038
usb_mexican_ancestry,women,25_34,some_college,reserve_guard_only,12231,524282,0.00336015,0.000517135,0.615939,0.092262
usb_mexican_ancestry,women,25_34,ba_plus,ever_active_duty,10887,411801,0.0102169,0.00112782,0.993916,0.115979
usb_mexican_ancestry,women,25_34,ba_plus,now_active_duty,10887,411801,0.00328638,0.000693676,0.930007,0.209258
