group,sex,age_band,universe,outcome,n_records,adults_per_year,rate,se,ratio_to_nh_white,ratio_se,share_in_group_quarters
india_born,women,18_24,all,ever_active_duty,1844,60404,0.002097,0.00128379,0.311625,0.191945,0
india_born,women,18_24,all,now_active_duty,1844,60404,0,0,0,0,
india_born,women,18_24,all,reserve_guard_only,1844,60404,0.00290269,0.00109367,0.94494,0.358003,0.427757
india_born,women,18_24,household,ever_active_duty,1258,49863,0.00254031,0.00155426,0.472751,0.291951,0
india_born,women,18_24,household,now_active_duty,1258,49863,0,0,0,0,
india_born,women,18_24,household,reserve_guard_only,1258,49863,0.00201219,0.00108966,0.643516,0.350338,0
india_born,women,18_49,all,ever_active_duty,24172,879951,0.00241832,0.000416253,0.18814,0.0323648,0
india_born,women,18_49,all,now_active_duty,24172,879951,4.31842e-05,2.8191e-05,0.01684,0.0111469,0
india_born,women,18_49,all,reserve_guard_only,24172,879951,0.00103794,0.000287296,0.309426,0.0871864,0.0821168
india_born,women,18_49,household,ever_active_duty,23425,867244,0.00245375,0.000422523,0.193139,0.033208,0
india_born,women,18_49,household,now_active_duty,23425,867244,4.3817e-05,2.86048e-05,0.0203958,0.013511,0
india_born,women,18_49,household,reserve_guard_only,23425,867244,0.000966664,0.000283767,0.287284,0.08588,0
india_born,women,25_49,all,ever_active_duty,22328,819547,0.002442,0.000429903,0.168375,0.0295311,0
india_born,women,25_49,all,now_active_duty,22328,819547,4.63671e-05,3.02635e-05,0.0217853,0.0144152,0
india_born,women,25_49,all,reserve_guard_only,22328,819547,0.000900497,0.00029644,0.262497,0.0883538,0
india_born,women,25_49,household,ever_active_duty,22167,817381,0.00244847,0.000430995,0.169552,0.0297247,0
india_born,women,25_49,household,now_active_duty,22167,817381,4.64899e-05,3.03447e-05,0.0227447,0.0150791,0
india_born,women,25_49,household,reserve_guard_only,22167,817381,0.000902883,0.000297135,0.263909,0.0888157,0
india_born,women,25_34,all,ever_active_duty,7008,284682,0.00311342,0.000874119,0.268628,0.0758968,0
india_born,women,25_34,all,now_active_duty,7008,284682,9.60137e-05,6.33203e-05,0.030017,0.0197421,0
india_born,women,25_34,all,reserve_guard_only,7008,284682,0.000491777,0.000225716,0.132147,0.0603461,0
india_born,women,25_34,household,ever_active_duty,6893,282976,0.00313218,0.000879235,0.274778,0.0775691,0
india_born,women,25_34,household,now_active_duty,6893,282976,9.65923e-05,6.37071e-05,0.0322055,0.0212176,0
india_born,women,25_34,household,reserve_guard_only,6893,282976,0.000494741,0.000227189,0.133595,0.0609277,0
india_born,women,18_plus_born_1956_on,all,ever_active_duty,33449,1164819,0.00284222,0.000389285,0.190149,0.0260744,0
india_born,women,18_plus_born_1956_on,all,now_active_duty,33449,1164819,3.26231e-05,2.12939e-05,0.0204276,0.0135066,0
india_born,women,18_plus_born_1956_on,all,reserve_guard_only,33449,1164819,0.00100273,0.00023803,0.308547,0.0737775,0.0642123
india_born,women,18_plus_born_1956_on,household,ever_active_duty,32660,1151493,0.00287511,0.000393969,0.192899,0.0264275,0
india_born,women,18_plus_born_1956_on,household,now_active_duty,32660,1151493,3.30006e-05,2.15405e-05,0.0247449,0.0163692,0
india_born,women,18_plus_born_1956_on,household,reserve_guard_only,32660,1151493,0.000949202,0.000233931,0.291308,0.0723249,0
india_born_naturalized,men,18_24,all,ever_active_duty,643,22510,0.0107509,0.00566639,0.301927,0.15945,0.735537
india_born_naturalized,men,18_24,all,now_active_duty,643,22510,0.00775963,0.004901,0.324319,0.206043,1
india_born_naturalized,men,18_24,all,reserve_guard_only,643,22510,0.00701921,0.00372528,0.692341,0.364302,0
india_born_naturalized,men,18_24,household,ever_active_duty,528,20241,0.00316185,0.00347661,0.122956,0.135453,0
india_born_naturalized,men,18_24,household,now_active_duty,528,20241,0,0,0,0,
india_born_naturalized,men,18_24,household,reserve_guard_only,528,20241,0.00780581,0.00413282,0.780521,0.408547,0
india_born_naturalized,men,18_49,all,ever_active_duty,8516,304771,0.0136693,0.00172831,0.194812,0.0247158,0.0427268
india_born_naturalized,men,18_49,all,now_active_duty,8516,304771,0.00284695,0.000652471,0.183228,0.0421654,0.201306
india_born_naturalized,men,18_49,all,reserve_guard_only,8516,304771,0.00669903,0.00118222,0.550425,0.0958296,0
india_born_naturalized,men,18_49,household,ever_active_duty,8352,301881,0.0132105,0.00170029,0.191738,0.0247511,0
india_born_naturalized,men,18_49,household,now_active_duty,8352,301881,0.00229561,0.000557358,0.179637,0.0437243,0
india_born_naturalized,men,18_49,household,reserve_guard_only,8352,301881,0.00676315,0.00119406,0.551528,0.0958946,0
india_born_naturalized,men,25_49,all,ever_active_duty,7873,282261,0.013902,0.00179351,0.174462,0.0225299,0
india_born_naturalized,men,25_49,all,now_active_duty,7873,282261,0.00245517,0.000594344,0.185612,0.0451503,0
india_born_naturalized,men,25_49,all,reserve_guard_only,7873,282261,0.00667349,0.00119445,0.524218,0.0933685,0
india_born_naturalized,men,25_49,household,ever_active_duty,7824,281640,0.0139327,0.00179814,0.174904,0.0226135,0
india_born_naturalized,men,25_49,household,now_active_duty,7824,281640,0.00246059,0.000595866,0.194148,0.0472958,0
india_born_naturalized,men,25_49,household,reserve_guard_only,7824,281640,0.00668822,0.00119754,0.521452,0.0928764,0
india_born_naturalized,men,25_34,all,ever_active_duty,1563,59046,0.0128149,0.0029258,0.194256,0.0443875,0
india_born_naturalized,men,25_34,all,now_active_duty,1563,59046,0.00324043,0.00152698,0.175464,0.0826697,0
india_born_naturalized,men,25_34,all,reserve_guard_only,1563,59046,0.016586,0.00488708,1.21989,0.359705,0
india_born_naturalized,men,25_34,household,ever_active_duty,1538,58679,0.012895,0.00294082,0.198755,0.0453822,0
india_born_naturalized,men,25_34,household,now_active_duty,1538,58679,0.00326068,0.00153586,0.191708,0.0903992,0
india_born_naturalized,men,25_34,household,reserve_guard_only,1538,58679,0.0166897,0.00491938,1.2202,0.359889,0
india_born_naturalized,men,18_plus_born_1956_on,all,ever_active_duty,17030,570710,0.0132396,0.00113523,0.141319,0.0121646,0.0287189
india_born_naturalized,men,18_plus_born_1956_on,all,now_active_duty,17030,570710,0.00170489,0.00035871,0.171888,0.0362065,0.179514
india_born_naturalized,men,18_plus_born_1956_on,all,reserve_guard_only,17030,570710,0.00467196,0.000707447,0.324306,0.0486159,0
india_born_naturalized,men,18_plus_born_1956_on,household,ever_active_duty,16808,567076,0.0129418,0.00111904,0.138441,0.0120038,0
india_born_naturalized,men,18_plus_born_1956_on,household,now_active_duty,16808,567076,0.00140781,0.00030991,0.172779,0.0379974,0
india_born_naturalized,men,18_plus_born_1956_on,household,reserve_guard_only,16808,567076,0.0047019,0.00071197,0.323911,0.0485324,0
india_born_naturalized,women,18_24,all,ever_active_duty,594,19180,0,0,0,0,
india_born_naturalized,women,18_24,all,now_active_duty,594,19180,0,0,0,0,
india_born_naturalized,women,18_24,all,reserve_guard_only,594,19180,0.00636079,0.00274225,2.07069,0.897507,0.614754
india_born_naturalized,women,18_24,household,ever_active_duty,477,17078,0,0,0,0,
india_born_naturalized,women,18_24,household,now_active_duty,477,17078,0,0,0,0,
india_born_naturalized,women,18_24,household,reserve_guard_only,477,17078,0.00275202,0.00201393,0.88012,0.651442,0
india_born_naturalized,women,18_49,all,ever_active_duty,9921,331936,0.00374871,0.000776814,0.291643,0.0605598,0
india_born_naturalized,women,18_49,all,now_active_duty,9921,331936,7.53157e-05,6.53227e-05,0.02937,0.0257858,0
india_born_naturalized,women,18_49,all,reserve_guard_only,9921,331936,0.00147518,0.000516183,0.439776,0.155608,0.153165
india_born_naturalized,women,18_49,household,ever_active_duty,9775,329510,0.00377631,0.000782978,0.29724,0.0617447,0
india_born_naturalized,women,18_49,household,now_active_duty,9775,329510,7.58702e-05,6.5796e-05,0.0353158,0.0309926,0
india_born_naturalized,women,18_49,household,reserve_guard_only,9775,329510,0.00125843,0.000472589,0.373996,0.141986,0
india_born_naturalized,women,25_49,all,ever_active_duty,9327,312756,0.00397861,0.000822719,0.274323,0.0568003,0
india_born_naturalized,women,25_49,all,now_active_duty,9327,312756,7.99345e-05,6.93136e-05,0.0375568,0.0330172,0
india_born_naturalized,women,25_49,all,reserve_guard_only,9327,312756,0.00117557,0.00048315,0.342682,0.143215,0
india_born_naturalized,women,25_49,household,ever_active_duty,9298,312432,0.00398273,0.000823615,0.275797,0.0571192,0
india_born_naturalized,women,25_49,household,now_active_duty,9298,312432,8.00174e-05,6.93865e-05,0.0391476,0.0344613,0
india_born_naturalized,women,25_49,household,reserve_guard_only,9298,312432,0.00117679,0.00048366,0.343971,0.143723,0
india_born_naturalized,women,25_34,all,ever_active_duty,1600,58071,0.00865028,0.00327838,0.746353,0.284999,0
india_born_naturalized,women,25_34,all,now_active_duty,1600,58071,0.000246823,0.000232368,0.0771648,0.0727154,0
india_born_naturalized,women,25_34,all,reserve_guard_only,1600,58071,0.00241083,0.00110559,0.647823,0.295666,0
india_born_naturalized,women,25_34,household,ever_active_duty,1586,57920,0.00867293,0.00328719,0.760854,0.290703,0
india_born_naturalized,women,25_34,household,now_active_duty,1586,57920,0.000247469,0.000232991,0.0825103,0.0777998,0
india_born_naturalized,women,25_34,household,reserve_guard_only,1586,57920,0.00241714,0.00110841,0.652702,0.297349,0
india_born_naturalized,women,18_plus_born_1956_on,all,ever_active_duty,17424,556793,0.0037716,0.000579819,0.252326,0.038831,0
india_born_naturalized,women,18_plus_born_1956_on,all,now_active_duty,17424,556793,4.49e-05,3.89055e-05,0.028115,0.0246328,0
india_born_naturalized,women,18_plus_born_1956_on,all,reserve_guard_only,17424,556793,0.00133682,0.000377354,0.411349,0.117325,0.100761
india_born_naturalized,women,18_plus_born_1956_on,household,ever_active_duty,17260,554177,0.0037894,0.000582691,0.254241,0.0390942,0
india_born_naturalized,women,18_plus_born_1956_on,household,now_active_duty,17260,554177,4.51119e-05,3.90862e-05,0.0338263,0.0296171,0
india_born_naturalized,women,18_plus_born_1956_on,household,reserve_guard_only,17260,554177,0.0012078,0.000352143,0.37067,0.109191,0
india_born_arrived_under_18,men,18_24,all,ever_active_duty,1235,41832,0.00988876,0.00365808,0.277714,0.102855,0.699436
india_born_arrived_under_18,men,18_24,all,now_active_duty,1235,41832,0.00683687,0.00268816,0.285751,0.112924,1
india_born_arrived_under_18,men,18_24,all,reserve_guard_only,1235,41832,0.00426308,0.00201628,0.42049,0.197285,0
india_born_arrived_under_18,men,18_24,household,ever_active_duty,944,36054,0.00344853,0.00294102,0.134104,0.114344,0
india_born_arrived_under_18,men,18_24,household,now_active_duty,944,36054,0,0,0,0,
india_born_arrived_under_18,men,18_24,household,reserve_guard_only,944,36054,0.00494628,0.00234655,0.49459,0.23214,0
india_born_arrived_under_18,men,18_49,all,ever_active_duty,4269,153134,0.0196756,0.00260365,0.280412,0.0371262,0.0960283
india_born_arrived_under_18,men,18_49,all,now_active_duty,4269,153134,0.00449716,0.00116087,0.289435,0.0749166,0.415295
india_born_arrived_under_18,men,18_49,all,reserve_guard_only,4269,153134,0.00662384,0.00168002,0.544248,0.136782,0
india_born_arrived_under_18,men,18_49,household,ever_active_duty,3934,146768,0.0185577,0.00260068,0.269346,0.0377069,0
india_born_arrived_under_18,men,18_49,household,now_active_duty,3934,146768,0.00274357,0.000892198,0.214691,0.0698959,0
india_born_arrived_under_18,men,18_49,household,reserve_guard_only,3934,146768,0.00691115,0.00175856,0.563597,0.141968,0
india_born_arrived_under_18,men,25_49,all,ever_active_duty,3034,111302,0.0233539,0.00328247,0.293078,0.0410923,0
india_born_arrived_under_18,men,25_49,all,now_active_duty,3034,111302,0.0036178,0.00116716,0.273507,0.0883444,0
india_born_arrived_under_18,men,25_49,all,reserve_guard_only,3034,111302,0.00751112,0.00209418,0.590016,0.164052,0
india_born_arrived_under_18,men,25_49,household,ever_active_duty,2990,110714,0.023478,0.00330029,0.294731,0.041375,0
india_born_arrived_under_18,men,25_49,household,now_active_duty,2990,110714,0.00363701,0.00117365,0.286971,0.0928065,0
india_born_arrived_under_18,men,25_49,household,reserve_guard_only,2990,110714,0.00755101,0.00210608,0.58872,0.163711,0
india_born_arrived_under_18,men,25_34,all,ever_active_duty,1441,53366,0.0157529,0.00443402,0.238791,0.0670925,0
india_born_arrived_under_18,men,25_34,all,now_active_duty,1441,53366,0.00221739,0.00117465,0.120068,0.0637147,0
india_born_arrived_under_18,men,25_34,all,reserve_guard_only,1441,53366,0.0101188,0.00397681,0.744231,0.292783,0
india_born_arrived_under_18,men,25_34,household,ever_active_duty,1421,53071,0.0158404,0.00445759,0.244154,0.0686447,0
india_born_arrived_under_18,men,25_34,household,now_active_duty,1421,53071,0.00222972,0.00118123,0.131094,0.0696461,0
india_born_arrived_under_18,men,25_34,household,reserve_guard_only,1421,53071,0.010175,0.00400106,0.74391,0.292826,0
india_born_arrived_under_18,men,18_plus_born_1956_on,all,ever_active_duty,5195,181328,0.024247,0.0026975,0.258811,0.0288198,0.0702805
india_born_arrived_under_18,men,18_plus_born_1956_on,all,now_active_duty,5195,181328,0.00379791,0.000987808,0.382907,0.099801,0.415295
india_born_arrived_under_18,men,18_plus_born_1956_on,all,reserve_guard_only,5195,181328,0.00661417,0.00146272,0.459125,0.101036,0
india_born_arrived_under_18,men,18_plus_born_1956_on,household,ever_active_duty,4849,174714,0.0233963,0.00273925,0.250274,0.0293308,0
india_born_arrived_under_18,men,18_plus_born_1956_on,household,now_active_duty,4849,174714,0.00230471,0.000752809,0.282855,0.0925512,0
india_born_arrived_under_18,men,18_plus_born_1956_on,household,reserve_guard_only,4849,174714,0.00686454,0.00152195,0.472894,0.104251,0
india_born_arrived_under_18,women,18_24,all,ever_active_duty,1124,35644,0.0012812,0.00121193,0.190392,0.178717,0
india_born_arrived_under_18,women,18_24,all,now_active_duty,1124,35644,0,0,0,0,
india_born_arrived_under_18,women,18_24,all,reserve_guard_only,1124,35644,0.00416156,0.00164648,1.35475,0.538146,0.505618
india_born_arrived_under_18,women,18_24,household,ever_active_duty,793,29469,0.00154965,0.00147235,0.28839,0.272468,0
india_born_arrived_under_18,women,18_24,household,now_active_duty,793,29469,0,0,0,0,
india_born_arrived_under_18,women,18_24,household,reserve_guard_only,793,29469,0.00248849,0.0015329,0.795839,0.493784,0
india_born_arrived_under_18,women,18_49,all,ever_active_duty,4199,144048,0.00451007,0.00136864,0.350875,0.106377,0
india_born_arrived_under_18,women,18_49,all,now_active_duty,4199,144048,9.95039e-05,9.33558e-05,0.0388023,0.0365868,0
india_born_arrived_under_18,women,18_49,all,reserve_guard_only,4199,144048,0.00211041,0.000701255,0.629147,0.210692,0.246711
india_born_arrived_under_18,women,18_49,household,ever_active_duty,3851,137591,0.00472171,0.00143735,0.371654,0.113078,0
india_born_arrived_under_18,women,18_49,household,now_active_duty,3851,137591,0.000104173,9.77512e-05,0.0484902,0.0457379,0
india_born_arrived_under_18,women,18_49,household,reserve_guard_only,3851,137591,0.00166435,0.000637913,0.49463,0.19091,0
india_born_arrived_under_18,women,25_49,all,ever_active_duty,3075,108404,0.00557173,0.00175752,0.384168,0.120948,0
india_born_arrived_under_18,women,25_49,all,now_active_duty,3075,108404,0.000132221,0.000123973,0.0621233,0.0585858,0
india_born_arrived_under_18,women,25_49,all,reserve_guard_only,3075,108404,0.00143598,0.000655229,0.418592,0.191343,0
india_born_arrived_under_18,women,25_49,household,ever_active_duty,3058,108122,0.00558626,0.00176182,0.386839,0.121821,0
india_born_arrived_under_18,women,25_49,household,now_active_duty,3058,108122,0.000132566,0.000124305,0.0648563,0.0612106,0
india_born_arrived_under_18,women,25_49,household,reserve_guard_only,3058,108122,0.00143973,0.000656956,0.420827,0.192194,0
india_born_arrived_under_18,women,25_34,all,ever_active_duty,1339,48532,0.0045812,0.00177664,0.39527,0.153906,0
india_born_arrived_under_18,women,25_34,all,now_active_duty,1339,48532,0.00029534,0.0002776,0.0923327,0.0868594,0
india_born_arrived_under_18,women,25_34,all,reserve_guard_only,1339,48532,0.00234211,0.00116383,0.629358,0.313037,0
india_born_arrived_under_18,women,25_34,household,ever_active_duty,1327,48323,0.00460102,0.0017838,0.403635,0.15736,0
india_born_arrived_under_18,women,25_34,household,now_active_duty,1327,48323,0.000296617,0.000278847,0.098897,0.0930996,0
india_born_arrived_under_18,women,25_34,household,reserve_guard_only,1327,48323,0.00235224,0.00116867,0.635177,0.315034,0
india_born_arrived_under_18,women,18_plus_born_1956_on,all,ever_active_duty,5209,175041,0.00620999,0.00152039,0.415459,0.101859,0
india_born_arrived_under_18,women,18_plus_born_1956_on,all,now_active_duty,5209,175041,8.18857e-05,7.67841e-05,0.0512744,0.0482748,0
india_born_arrived_under_18,women,18_plus_born_1956_on,all,reserve_guard_only,5209,175041,0.00254988,0.000681417,0.784617,0.212489,0.168036
india_born_arrived_under_18,women,18_plus_born_1956_on,household,ever_active_duty,4846,168401,0.00645483,0.00158516,0.433072,0.106504,0
india_born_arrived_under_18,women,18_plus_born_1956_on,household,now_active_duty,4846,168401,8.51143e-05,7.98165e-05,0.0638214,0.0600908,0
india_born_arrived_under_18,women,18_plus_born_1956_on,household,reserve_guard_only,4846,168401,0.00220505,0.000636768,0.676727,0.197926,0
usb_nh_white,men,18_24,all,ever_active_duty,234471,7861329,0.0356077,0.000462626,1,0,0.360277
usb_nh_white,men,18_24,all,now_active_duty,234471,7861329,0.0239259,0.00037138,1,0,0.511221
usb_nh_white,men,18_24,all,reserve_guard_only,234471,7861329,0.0101384,0.000289988,1,0,0.126205
usb_nh_white,men,18_24,household,ever_active_duty,183209,6963696,0.0257153,0.000487486,1,0,0
usb_nh_white,men,18_24,household,now_active_duty,183209,6963696,0.0132019,0.000371479,1,0,0
usb_nh_white,men,18_24,household,reserve_guard_only,183209,6963696,0.0100008,0.000324183,1,0,0
usb_nh_white,men,18_49,all,ever_active_duty,1100982,36404351,0.0701668,0.000286852,1,0,0.0583425
usb_nh_white,men,18_49,all,now_active_duty,1100982,36404351,0.0155377,0.000137938,1,0,0.211274
usb_nh_white,men,18_49,all,reserve_guard_only,1100982,36404351,0.0121706,0.000159627,1,0,0.0337709
usb_nh_white,men,18_49,household,ever_active_duty,1008299,34911243,0.0688989,0.000292405,1,0,0
usb_nh_white,men,18_49,household,now_active_duty,1008299,34911243,0.0127791,0.000139097,1,0,0
usb_nh_white,men,18_49,household,reserve_guard_only,1008299,34911243,0.0122626,0.000163507,1,0,0
usb_nh_white,men,25_49,all,ever_active_duty,866511,28543022,0.079685,0.000338777,1,0,0.0211825
usb_nh_white,men,25_49,all,now_active_duty,866511,28543022,0.0132274,0.000132057,1,0,0.061845
usb_nh_white,men,25_49,all,reserve_guard_only,866511,28543022,0.0127304,0.000172787,1,0,0.0134961
usb_nh_white,men,25_49,household,ever_active_duty,825090,27947547,0.079659,0.000341019,1,0,0
usb_nh_white,men,25_49,household,now_active_duty,825090,27947547,0.0126738,0.000135098,1,0,0
usb_nh_white,men,25_49,household,reserve_guard_only,825090,27947547,0.0128261,0.00017665,1,0,0
usb_nh_white,men,25_34,all,ever_active_duty,340233,11605299,0.0659693,0.000533002,1,0,0.0363796
usb_nh_white,men,25_34,all,now_active_duty,340233,11605299,0.0184678,0.000230573,1,0,0.0976029
usb_nh_white,men,25_34,all,reserve_guard_only,340233,11605299,0.0135963,0.000252712,1,0,0.0143123
usb_nh_white,men,25_34,household,ever_active_duty,323995,11371065,0.0648789,0.000523376,1,0,0
usb_nh_white,men,25_34,household,now_active_duty,323995,11371065,0.0170086,0.000230071,1,0,0
usb_nh_white,men,25_34,household,reserve_guard_only,323995,11371065,0.0136778,0.000254563,1,0,0
usb_nh_white,men,18_plus_born_1956_on,all,ever_active_duty,1903774,58868114,0.0936864,0.000271073,1,0,0.034141
usb_nh_white,men,18_plus_born_1956_on,all,now_active_duty,1903774,58868114,0.00991862,8.71013e-05,1,0,0.204827
usb_nh_white,men,18_plus_born_1956_on,all,reserve_guard_only,1903774,58868114,0.014406,0.000126177,1,0,0.0246454
usb_nh_white,men,18_plus_born_1956_on,household,ever_active_duty,1782192,56982235,0.0934827,0.000274251,1,0,0
usb_nh_white,men,18_plus_born_1956_on,household,now_active_duty,1782192,56982235,0.00814804,8.75469e-05,1,0,0
usb_nh_white,men,18_plus_born_1956_on,household,reserve_guard_only,1782192,56982235,0.014516,0.000129687,1,0,0
usb_nh_white,women,18_24,all,ever_active_duty,223015,7434005,0.00672926,0.000234146,1,0,0.30248
usb_nh_white,women,18_24,all,now_active_duty,223015,7434005,0.00418321,0.000198895,1,0,0.459397
usb_nh_white,women,18_24,all,reserve_guard_only,223015,7434005,0.00307183,0.000162037,1,0,0.110834
usb_nh_white,women,18_24,household,ever_active_duty,170805,6493701,0.00537346,0.000232055,1,0,0
usb_nh_white,women,18_24,household,now_active_duty,170805,6493701,0.00258892,0.000179299,1,0,0
usb_nh_white,women,18_24,household,reserve_guard_only,170805,6493701,0.00312688,0.000176548,1,0,0
usb_nh_white,women,18_49,all,ever_active_duty,1064013,35035011,0.0128538,0.000115058,1,0,0.0432554
usb_nh_white,women,18_49,all,now_active_duty,1064013,35035011,0.00256438,6.34475e-05,1,0,0.189063
usb_nh_white,women,18_49,all,reserve_guard_only,1064013,35035011,0.0033544,7.744e-05,1,0,0.0290075
usb_nh_white,women,18_49,household,ever_active_duty,997978,33913222,0.0127046,0.000122394,1,0,0
usb_nh_white,women,18_49,household,now_active_duty,997978,33913222,0.00214834,6.42704e-05,1,0,0
usb_nh_white,women,18_49,household,reserve_guard_only,997978,33913222,0.00336483,7.9392e-05,1,0,0
usb_nh_white,women,25_49,all,ever_active_duty,840998,27601006,0.0145034,0.00014264,1,0,0.0108608
usb_nh_white,women,25_49,all,now_active_duty,840998,27601006,0.00212836,6.53436e-05,1,0,0.0459557
usb_nh_white,women,25_49,all,reserve_guard_only,840998,27601006,0.0034305,9.08716e-05,1,0,0.00927282
usb_nh_white,women,25_49,household,ever_active_duty,827173,27419521,0.0144408,0.000145916,1,0,0
usb_nh_white,women,25_49,household,now_active_duty,827173,27419521,0.00204399,6.55515e-05,1,0,0
usb_nh_white,women,25_49,household,reserve_guard_only,827173,27419521,0.00342119,9.09609e-05,1,0,0
usb_nh_white,women,25_34,all,ever_active_duty,327965,11177328,0.0115901,0.000230228,1,0,0.0229339
usb_nh_white,women,25_34,all,now_active_duty,327965,11177328,0.00319865,0.000130855,1,0,0.0684804
usb_nh_white,women,25_34,all,reserve_guard_only,327965,11177328,0.00372143,0.000135583,1,0,0.0113954
usb_nh_white,women,25_34,household,ever_active_duty,322649,11104100,0.0113989,0.000230165,1,0,0
usb_nh_white,women,25_34,household,now_active_duty,322649,11104100,0.00299925,0.000129313,1,0,0
usb_nh_white,women,25_34,household,reserve_guard_only,322649,11104100,0.00370329,0.000134791,1,0,0
usb_nh_white,women,18_plus_born_1956_on,all,ever_active_duty,1911280,57853082,0.0149473,0.000105169,1,0,0.025449
usb_nh_white,women,18_plus_born_1956_on,all,now_active_duty,1911280,57853082,0.00159701,3.8568e-05,1,0,0.183847
usb_nh_white,women,18_plus_born_1956_on,all,reserve_guard_only,1911280,57853082,0.00324985,5.52819e-05,1,0,0.0200907
usb_nh_white,women,18_plus_born_1956_on,household,ever_active_duty,1830282,56541768,0.0149047,0.000110323,1,0,0
usb_nh_white,women,18_plus_born_1956_on,household,now_active_duty,1830282,56541768,0.00133363,3.87941e-05,1,0,0
usb_nh_white,women,18_plus_born_1956_on,household,reserve_guard_only,1830282,56541768,0.00325841,5.74552e-05,1,0,0
usb_all,men,18_24,all,ever_active_duty,405863,14418507,0.0342593,0.000314363,0.962132,0.00847058,0.398996
usb_all,men,18_24,all,now_active_duty,405863,14418507,0.0233251,0.000248096,0.974886,0.010821,0.555954
usb_all,men,18_24,all,reserve_guard_only,405863,14418507,0.00964201,0.000205083,0.951042,0.0186934,0.128448
usb_all,men,18_24,household,ever_active_duty,316796,12876891,0.023055,0.000342678,0.896547,0.0100622,0
usb_all,men,18_24,household,now_active_duty,316796,12876891,0.0115974,0.000245139,0.878461,0.0151532,0
usb_all,men,18_24,household,reserve_guard_only,316796,12876891,0.00940957,0.000232475,0.940884,0.020717,0
usb_all,men,18_49,all,ever_active_duty,1677791,59355599,0.067381,0.000263594,0.960299,0.00283878,0.0727222
usb_all,men,18_49,all,now_active_duty,1677791,59355599,0.0157708,9.23429e-05,1.015,0.00675014,0.250304
usb_all,men,18_49,all,reserve_guard_only,1677791,59355599,0.0118793,0.000128541,0.976063,0.00743384,0.0397903
usb_all,men,18_49,household,ever_active_duty,1489637,56327689,0.0658396,0.000276451,0.955598,0.002963,0
usb_all,men,18_49,household,now_active_duty,1489637,56327689,0.0124589,9.17117e-05,0.974939,0.00766989,0
usb_all,men,18_49,household,reserve_guard_only,1489637,56327689,0.0120198,0.000133407,0.980202,0.00753763,0
usb_all,men,25_49,all,ever_active_duty,1271928,44937092,0.0780085,0.000323402,0.97896,0.00296922,0.0267458
usb_all,men,25_49,all,now_active_duty,1271928,44937092,0.013347,0.000110932,1.00904,0.00783423,0.0789164
usb_all,men,25_49,all,reserve_guard_only,1271928,44937092,0.0125972,0.000137995,0.989537,0.00844412,0.0180169
usb_all,men,25_49,household,ever_active_duty,1172841,43450798,0.0785191,0.000328114,0.985691,0.00308791,0
usb_all,men,25_49,household,now_active_duty,1172841,43450798,0.0127142,0.00010988,1.00319,0.00808882,0
usb_all,men,25_49,household,reserve_guard_only,1172841,43450798,0.0127934,0.000143298,0.997444,0.00849489,0
usb_all,men,25_34,all,ever_active_duty,532486,19520569,0.0634223,0.000468161,0.961391,0.00499856,0.0458039
usb_all,men,25_34,all,now_active_duty,532486,19520569,0.0181459,0.000210717,0.982568,0.0104989,0.120692
usb_all,men,25_34,all,reserve_guard_only,532486,19520569,0.0133428,0.000222989,0.981354,0.0139132,0.0193249
usb_all,men,25_34,household,ever_active_duty,489834,18876123,0.0625835,0.000477422,0.96462,0.00514425,0
usb_all,men,25_34,household,now_active_duty,489834,18876123,0.0165005,0.000209431,0.970131,0.010715,0
usb_all,men,25_34,household,reserve_guard_only,489834,18876123,0.0135317,0.000229381,0.989318,0.01391,0
usb_all,men,18_plus_born_1956_on,all,ever_active_duty,2694541,88887938,0.0919194,0.000233856,0.981138,0.00189169,0.0443696
usb_all,men,18_plus_born_1956_on,all,now_active_duty,2694541,88887938,0.0108282,6.35476e-05,1.09171,0.00683726,0.243674
usb_all,men,18_plus_born_1956_on,all,reserve_guard_only,2694541,88887938,0.0144123,0.000105847,1.00043,0.00517319,0.0315684
usb_all,men,18_plus_born_1956_on,household,ever_active_duty,2454572,85130347,0.0917182,0.000242966,0.981125,0.00191537,0
usb_all,men,18_plus_born_1956_on,household,now_active_duty,2454572,85130347,0.00855117,6.27774e-05,1.04947,0.00775611,0
usb_all,men,18_plus_born_1956_on,household,reserve_guard_only,2454572,85130347,0.0145734,0.000109921,1.00395,0.00519059,0
usb_all,women,18_24,all,ever_active_duty,384511,13773978,0.00815252,0.000191707,1.2115,0.0311506,0.313093
usb_all,women,18_24,all,now_active_duty,384511,13773978,0.00516004,0.000155162,1.23351,0.0455049,0.467318
usb_all,women,18_24,all,reserve_guard_only,384511,13773978,0.00347643,0.000133405,1.13171,0.0496086,0.115333
usb_all,women,18_24,household,ever_active_duty,298808,12227433,0.00630833,0.000194838,1.17398,0.0364794,0
usb_all,women,18_24,household,now_active_duty,298808,12227433,0.00309632,0.000147094,1.19599,0.0590439,0
usb_all,women,18_24,household,reserve_guard_only,298808,12227433,0.00346448,0.000136001,1.10797,0.0521626,0
usb_all,women,18_49,all,ever_active_duty,1614610,57898635,0.0146142,0.000119291,1.13696,0.00708457,0.0534148
usb_all,women,18_49,all,now_active_duty,1614610,57898635,0.00316621,5.74015e-05,1.23469,0.0229635,0.217878
