group,geography,convention,passthrough,decile,tenure,households,income_dollars,federal_dollars,state_local_dollars,total_dollars,per_household,share_of_income,note
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,7,owner,8706115.463583,748529647605.4202,490064103.6403236,17742829353.117657,18232893456.75798,2094.2627665604423,0.02435827827940526,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,7,renter,2896756.82455565,246849226458.5552,176089062.62553263,4848717032.23405,5024806094.859583,1734.6316585032528,0.020355770066402146,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,8,no_cash_rent,62238.18737247,6636544528.542483,5012033.201108984,130704810.53570445,135716843.73681343,2180.6040546233107,0.020449925884339623,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,8,owner,9246885.02559548,1003692459222.6896,756379877.2295104,22800054046.241524,23556433923.471035,2547.499385821989,0.02346977274464564,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,8,renter,2408756.36581163,260644823806.39993,223396386.85112372,5213614815.928494,5437011202.779618,2257.1860234389533,0.0208598472180598,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,9,no_cash_rent,75498.43890449,11126207631.659338,8561583.825164452,236188957.60101953,244750541.426184,3241.7960553569583,0.021997660795916897,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,9,owner,9934650.23751075,1430397687319.1619,1254274983.8883283,32969221908.709232,34223496892.59756,3444.8617791674446,0.023925861455172597,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,9,renter,1710810.32279,240092630970.3849,223546499.23111975,4936109049.438596,5159655548.669716,3015.913266325935,0.021490270350305558,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,10,no_cash_rent,45827.37406967,10953255069.160057,13676118.750634817,326525993.5973579,340202112.3479927,7423.556755200364,0.03105945312146199,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,10,owner,10356566.04611519,2899430994705.913,3209295276.936138,65407813481.1028,68617108758.03894,6625.469142233456,0.023665715405307902,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,10,renter,1318909.92608681,365716264447.1761,431968416.9813447,7233768185.149141,7665736602.130486,5812.175987540434,0.02096088511053279,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,1,no_cash_rent,275763.57723149,2347924995.266514,384952.6032087239,111479124.21387735,111864076.81708607,405.65210946325107,0.04764380337643125,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,1,owner,6082867.27027557,41203566588.52645,37092824.15788937,3620655724.570064,3657748548.7279534,601.3198030149107,0.0887726197407991,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,1,renter,5360171.59550726,43292252733.99284,20632205.996326197,2187343333.8068295,2207975539.8031554,411.9225477135501,0.0510016319402447,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,2,no_cash_rent,293086.75319936,6244721348.75032,2222702.558936226,200228995.46494696,202451698.0238832,690.7569032510108,0.03241965281035276,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,2,owner,5637410.67828922,122732404947.81564,41319324.07108404,4892557945.716755,4933877269.787839,875.202739582052,0.04020028183987485,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,2,renter,5788887.1275282595,125991735628.54825,51969671.76870059,3946328471.597035,3998298143.3657355,690.6851101574215,0.031734606428104224,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,3,no_cash_rent,179350.95385456,5682609033.4062605,3034304.8173703994,151982172.87093005,155016477.68830043,864.3192263923336,0.027279103098067737,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,3,owner,6208503.42834028,200906614856.70615,90451928.09780097,6362447363.999539,6452899292.097341,1039.3646982043133,0.032118899104938786,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,3,renter,5332736.17221653,172823142386.7999,97121421.77038604,4443379453.988611,4540500875.758997,851.4392479070939,0.026272528164062576,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,4,no_cash_rent,146609.07592127,6363603514.844706,4371669.386006093,154081984.9685791,158453654.3545852,1080.790212740143,0.024899988502575972,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,4,owner,6332146.11438108,275342556996.8819,162393426.44274092,7625292188.139302,7787685614.582043,1229.8651158562584,0.028283624948940364,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,4,renter,5241493.7946272,226817732759.5499,164754200.51870334,5186782266.380801,5351536466.899505,1020.9945249549096,0.02359399506286699,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,5,no_cash_rent,126248.43665238,7038463370.036355,6576150.675063594,156866133.8569863,163442284.5320499,1294.6083838018658,0.023221302142147213,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,5,owner,7080665.79356858,389748433090.511,293980775.82316136,10117074584.83494,10411055360.658102,1470.349775598015,0.026712244301031866,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,5,renter,4513138.78272012,247469691969.17874,218674186.95427716,5356824046.873613,5575498233.82789,1235.3925953208723,0.02253002454345922,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,6,no_cash_rent,107958.64864836,7286984606.846871,6643926.575993009,155288963.84403375,161932890.42002675,1499.9529213029537,0.02222220838340651,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,6,owner,7981122.95739667,546982394783.4121,463419768.6970859,13376165508.72338,13839585277.420465,1734.0398526994682,0.025301701497907454,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,6,renter,3630667.80053183,247274484812.6564,244756440.14505196,5013241060.553498,5257997500.69855,1448.2177355714957,0.021263809344025886,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,7,no_cash_rent,117997.58214996,10193433624.797731,10309428.26311567,195901076.8623648,206210505.12548047,1747.5824620153064,0.020229739331782064,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,7,owner,8706115.463583,748529647605.4202,728314281.5833932,17742829353.117657,18471143634.70105,2121.628608300039,0.02467656918305249,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,7,renter,2896756.82455565,246849226458.5552,261696741.68776515,4848717032.23405,5110413773.921815,1764.1845979618017,0.020702571554461924,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,8,no_cash_rent,62238.18737247,6636544528.542483,7448689.534740789,130704810.53570445,138153500.07044524,2219.754557497847,0.02081708326920342,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,8,owner,9246885.02559548,1003692459222.6896,1124102464.9560115,22800054046.241524,23924156511.197536,2587.266570847935,0.023836142526890775,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,8,renter,2408756.36581163,260644823806.39993,332003053.8641851,5213614815.928494,5545617869.79268,2302.2742974356747,0.021276531752312172,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,9,no_cash_rent,75498.43890449,11126207631.659338,12723894.132464621,236188957.60101953,248912851.73348415,3296.927133134152,0.02237176043930809,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,9,owner,9934650.23751075,1430397687319.1619,1864054879.7859037,32969221908.709232,34833276788.49513,3506.240879721503,0.024352162407210918,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,9,renter,1710810.32279,240092630970.3849,332226145.0667063,4936109049.438596,5268335194.505302,3079.4385118706027,0.02194292749932481,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,10,no_cash_rent,45827.37406967,10953255069.160057,20324917.75816366,326525993.5973579,346850911.35552156,7568.640324628123,0.03166646893233717,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,10,owner,10356566.04611519,2899430994705.913,4769530285.217968,65407813481.1028,70177343766.32077,6776.120912456761,0.024203833060506687,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,10,renter,1318909.92608681,365716264447.1761,641974723.1912886,7233768185.149141,7875742908.34043,5971.403166027922,0.021535117997132446,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,average_pro_rata,0.0,1,no_cash_rent,275763.57723149,2347924995.266514,7792562.817990361,111479124.21387735,119271687.03186771,432.51428716325717,0.05079876370511109,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,1,owner,6082867.27027557,41203566588.52645,750866885.7872341,3620655724.570064,4371522610.357298,718.6615153875051,0.10609573326534777,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,1,renter,5360171.59550726,43292252733.99284,417655991.82846546,2187343333.8068295,2604999325.635295,485.99177828909984,0.060172413333202765,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,2,no_cash_rent,293086.75319936,6244721348.75032,44993978.92583453,200228995.46494696,245222974.3907815,836.6907467291053,0.03926884174581384,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,2,owner,5637410.67828922,122732404947.81564,836423564.1919844,4892557945.716755,5728981509.908739,1016.2434204008192,0.04667863806909539,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,2,renter,5788887.1275282595,125991735628.54825,1052017647.1396879,3946328471.597035,4998346118.736723,863.4381719014303,0.03967201573818272,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,3,no_cash_rent,179350.95385456,5682609033.4062605,61423174.44069634,151982172.87093005,213405347.31162637,1189.875730935236,0.03755411397424737,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,3,owner,6208503.42834028,200906614856.70615,1831010690.2388859,6362447363.999539,8193458054.238425,1319.7154755262466,0.04078242052946985,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,3,renter,5332736.17221653,172823142386.7999,1966020683.611053,4443379453.988611,6409400137.599665,1201.8970994650995,0.03708646914459304,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,4,no_cash_rent,146609.07592127,6363603514.844706,88495331.70052817,154081984.9685791,242577316.6691073,1654.5859466392983,0.0381194893904428,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,4,owner,6332146.11438108,275342556996.8819,3287316324.7518396,7625292188.139302,10912608512.891142,1723.3665041473491,0.03963284365451259,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,4,renter,5241493.7946272,226817732759.5499,3335105273.6579614,5186782266.380801,8521887540.038763,1625.850926080297,0.0375715224570772,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,5,no_cash_rent,126248.43665238,7038463370.036355,133120459.00938448,156866133.8569863,289986592.8663708,2296.951950896923,0.041200270232403434,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,5,owner,7080665.79356858,389748433090.511,5951027850.671282,10117074584.83494,16068102435.506222,2269.2925925272443,0.0412268557646125,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,5,renter,4513138.78272012,247469691969.17874,4426602974.782938,5356824046.873613,9783427021.656551,2167.7656045312146,0.039533839250404185,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,6,no_cash_rent,107958.64864836,7286984606.846871,134492440.80957505,155288963.84403375,289781404.6536088,2684.1888841854343,0.039766984601741766,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,6,owner,7981122.95739667,546982394783.4121,9380966977.673801,13376165508.72338,22757132486.39718,2851.3697393054867,0.04160487193634137,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,6,renter,3630667.80053183,247274484812.6564,4954583808.60429,5013241060.553498,9967824869.157787,2745.4521913840954,0.04031076993936415,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,7,no_cash_rent,117997.58214996,10193433624.797731,208692879.82015523,195901076.8623648,404593956.68252003,3428.832602420042,0.03969162615610286,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,7,owner,8706115.463583,748529647605.4202,14743204080.635487,17742829353.117657,32486033433.753143,3731.403927462217,0.043399795235469184,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,7,renter,2896756.82455565,246849226458.5552,5297504892.464881,4848717032.23405,10146221924.69893,3502.614316358888,0.04110291156372099,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,8,no_cash_rent,62238.18737247,6636544528.542483,150783188.96236414,130704810.53570445,281487999.4980686,4522.7538169368345,0.0424148437921939,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,8,owner,9246885.02559548,1003692459222.6896,22755110626.639904,22800054046.241524,45555164672.881424,4926.541699911291,0.04538757291069184,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,8,renter,2408756.36581163,260644823806.39993,6720709592.39241,5213614815.928494,11934324408.320904,4954.558533901221,0.045787690060499354,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,9,no_cash_rent,75498.43890449,11126207631.659338,257568707.13491133,236188957.60101953,493757664.73593086,6539.971844458447,0.04437789416503033,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,9,owner,9934650.23751075,1430397687319.1619,37733904449.10735,32969221908.709232,70703126357.81659,7116.820891273987,0.0494289993507524,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,9,renter,1710810.32279,240092630970.3849,6725225608.637778,4936109049.438596,11661334658.076374,6816.2639088236265,0.04857014815883618,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,10,no_cash_rent,45827.37406967,10953255069.160057,411435582.1490619,326525993.5973579,737961575.7464199,16103.073560892204,0.0673737232527545,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,10,owner,10356566.04611519,2899430994705.913,96549196057.04387,65407813481.1028,161957009538.14667,15638.09942571628,0.05585820453525704,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,10,renter,1318909.92608681,365716264447.1761,12995439740.714342,7233768185.149141,20229207925.863483,15337.823702550562,0.05531394114079764,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,1,no_cash_rent,275763.57723149,2347924995.266514,259024.78806999957,111439177.10133375,111698201.88940375,405.05059809127215,0.047573155920478984,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,1,owner,6082867.27027557,41203566588.52645,24958815.28356766,3602697139.3618646,3627655954.645432,596.3726962073084,0.08804228019560786,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,1,renter,5360171.59550726,43292252733.99284,13882885.168378191,2571186259.153149,2585069144.3215275,482.27357991454176,0.05971204964096833,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,2,no_cash_rent,293086.75319936,6244721348.75032,1495599.8594947397,199461482.3629381,200957082.22243285,685.657335341049,0.03218031213877108,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,2,owner,5637410.67828922,122732404947.81564,27802719.273741562,4872902988.606392,4900705707.880134,869.318555547801,0.0399300063415514,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,2,renter,5788887.1275282595,125991735628.54825,34969066.59092323,4404279856.121191,4439248922.712114,766.8570529906991,0.03523444534330419,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,3,no_cash_rent,179350.95385456,5682609033.4062605,2041706.318408746,150991780.58615842,153033486.90456718,853.2627433287347,0.02693014529152573,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,3,owner,6208503.42834028,200906614856.70615,60862795.343540564,6331430640.197988,6392293435.541528,1029.6029484919493,0.03181723727763141,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,3,renter,5332736.17221653,172823142386.7999,65350527.5232314,4869891384.723273,4935241912.246505,925.4614803483128,0.0285566032655558,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,4,no_cash_rent,146609.07592127,6363603514.844706,2941584.825725557,152776643.00776458,155718227.83349013,1062.1322510559428,0.024470133544655666,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,4,owner,6332146.11438108,275342556996.8819,109270394.63475116,7577699433.669927,7686969828.304678,1213.9596417155674,0.027917841368748995,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,4,renter,5241493.7946272,226817732759.5499,110858899.29639064,5602390331.858283,5713249231.154674,1090.004005539613,0.02518872383408975,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
