dimension,category,education,measure,group_set,total,group_total,group_total_se,share,share_se
all_workers,all,more,earnings,union,9724207426174.174,537999373575.733,3915052053.8592753,0.055325781320503954,0.0003656742817004767
all_workers,all,more,earnings,mx_born,9724207426174.174,128980688214.8855,1720304179.6595876,0.013263876690630281,0.0001728127105969787
all_workers,all,more,earnings,us_born_mx_origin,9724207426174.174,402479222014.4175,3580145365.5588417,0.04138941143224525,0.0003451342595197498
all_workers,all,more,earnings,fb_mx_origin,9724207426174.174,6539463346.43,460354820.43563974,0.0006724931976284305,4.72113525633278e-05
all_workers,all,more,earnings,other_us_born,9724207426174.174,7629234149983.73,18379707098.83715,0.784561025451647,0.0007370635365725333
all_workers,all,more,earnings,other_foreign_born,9724207426174.174,1556973902614.7095,7188844576.788342,0.16011319322784898,0.0006692722412888103
all_workers,all,more,earnings,all,9724207426174.174,9724207426174.174,21701461332.261406,1.0,2.0471501066083614e-16
all_workers,all,more,hours,union,229567081002.0,16987266919.0,86674362.42786482,0.07399696352305846,0.00032932630552200923
all_workers,all,more,hours,mx_born,229567081002.0,4042684043.0,43152086.216395,0.017610033744188174,0.00018662702041086156
all_workers,all,more,hours,us_born_mx_origin,229567081002.0,12749446548.0,77968309.55925278,0.055536911008111506,0.00030367794440167977
all_workers,all,more,hours,fb_mx_origin,229567081002.0,195136328.0,11846079.513237327,0.0008500187707587743,5.14210801335525e-05
all_workers,all,more,hours,other_us_born,229567081002.0,180890064168.0,327233015.0999724,0.7879616858761387,0.0005129472201579879
all_workers,all,more,hours,other_foreign_born,229567081002.0,31689749915.0,102108756.72541596,0.1380413506008029,0.00044927607120162096
all_workers,all,more,hours,all,229567081002.0,229567081002.0,375291560.0937463,1.0,0.0
all_workers,all,below_ba,employed,union,101498503.0,15463596.0,50279.663857766594,0.15235294652572365,0.0004605447042883843
all_workers,all,below_ba,employed,mx_born,101498503.0,6358949.0,41803.99273215419,0.0626506678625595,0.0003899828286110042
all_workers,all,below_ba,employed,us_born_mx_origin,101498503.0,8903261.0,38230.78552488819,0.0877181508775553,0.00038643791896744343
all_workers,all,below_ba,employed,fb_mx_origin,101498503.0,201386.0,7605.1351302919,0.0019841277856088185,7.471196381558834e-05
all_workers,all,below_ba,employed,other_us_born,101498503.0,73685235.0,119833.51149490697,0.7259736136206856,0.0006761384905233042
all_workers,all,below_ba,employed,other_foreign_born,101498503.0,12349672.0,69541.959244761,0.12167343985359075,0.0005951350599737275
all_workers,all,below_ba,employed,all,101498503.0,101498503.0,159220.515281637,1.0,0.0
all_workers,all,below_ba,earnings,union,5172398904752.281,698960271459.1865,3276150323.848032,0.1351327081167305,0.0006105373472391322
all_workers,all,below_ba,earnings,mx_born,5172398904752.281,285460822504.4405,2269900744.1439366,0.05518925120840267,0.00044511788872306424
all_workers,all,below_ba,earnings,us_born_mx_origin,5172398904752.281,403946513624.1585,2687629026.4188905,0.07809655076158603,0.0004995073420351874
all_workers,all,below_ba,earnings,fb_mx_origin,5172398904752.281,9552935330.587502,412479993.28901505,0.001846906146741792,7.925087780372004e-05
all_workers,all,below_ba,earnings,other_us_born,5172398904752.281,3867774749597.8887,8575642337.515146,0.7477719373198897,0.0008715514842328378
all_workers,all,below_ba,earnings,other_foreign_born,5172398904752.281,605663883695.2068,4468654124.874015,0.11709535456338001,0.0007647570304541734
all_workers,all,below_ba,earnings,all,5172398904752.281,5172398904752.282,10672859838.93078,1.0000000000000002,5.254534392573277e-16
all_workers,all,below_ba,hours,union,197484623211.0,30247800340.0,92756437.56327358,0.15316534446169064,0.00045063230641392165
all_workers,all,below_ba,hours,mx_born,197484623211.0,12706452208.0,77958027.11744373,0.06434147632053332,0.00037788491683951933
all_workers,all,below_ba,hours,us_born_mx_origin,197484623211.0,17136105648.0,73448579.74903326,0.08677184769819339,0.0003866829743301561
all_workers,all,below_ba,hours,fb_mx_origin,197484623211.0,405242484.0,16559681.12620706,0.002052020442963925,8.345007964939634e-05
all_workers,all,below_ba,hours,other_us_born,197484623211.0,143440815986.0,252505098.5858999,0.7263391632914247,0.0006726763517036367
all_workers,all,below_ba,hours,other_foreign_born,197484623211.0,23796006885.0,139130006.74655476,0.12049549224688472,0.0006097118648757152
all_workers,all,below_ba,hours,all,197484623211.0,197484623211.0,329392204.5451475,1.0,0.0
all_workers,all,ba_plus,employed,union,65886612.0,3436884.0,29676.706235699407,0.05216361709416778,0.0003891820525009913
all_workers,all,ba_plus,employed,mx_born,65886612.0,855424.0,12709.2478632687,0.012983274963356745,0.00018820554031835662
all_workers,all,ba_plus,employed,us_born_mx_origin,65886612.0,2537376.0,27686.382716960336,0.03851125324216094,0.00038041473650609914
all_workers,all,ba_plus,employed,fb_mx_origin,65886612.0,44084.0,3480.553935798151,0.0006690888886500948,5.259449122470576e-05
all_workers,all,ba_plus,employed,other_us_born,65886612.0,51303898.0,155049.21282225204,0.7786695421522054,0.0006473128266964901
all_workers,all,ba_plus,employed,other_foreign_born,65886612.0,11145830.0,37499.046203870304,0.16916684075362684,0.0005966952306898459
all_workers,all,ba_plus,employed,all,65886612.0,65886612.0,178700.2736052746,1.0,0.0
all_workers,all,ba_plus,earnings,union,7027030076219.089,281085058879.815,3327943005.4893804,0.04000054871418076,0.0004309860302287002
all_workers,all,ba_plus,earnings,mx_born,7027030076219.089,68250525271.5235,1395646476.7914002,0.009712570535665882,0.00019169630897686567
all_workers,all,ba_plus,earnings,us_born_mx_origin,7027030076219.089,209061180126.7415,3088355960.580069,0.02975100118530123,0.00041568061892904704
all_workers,all,ba_plus,earnings,fb_mx_origin,7027030076219.089,3773353481.55,393989470.58148247,0.0005369769932136483,5.594389912266517e-05
all_workers,all,ba_plus,earnings,other_us_born,7027030076219.089,5451191931843.192,18118363219.555573,0.7757462075324174,0.0009263412711089522
all_workers,all,ba_plus,earnings,other_foreign_born,7027030076219.089,1294753085496.0823,6503512375.554767,0.18425324375340194,0.0008633706534210507
all_workers,all,ba_plus,earnings,all,7027030076219.089,7027030076219.09,21089173130.891754,1.0000000000000002,4.577566798522237e-16
all_workers,all,ba_plus,hours,union,136326478701.0,7036799046.0,64329218.57569946,0.05161725816621113,0.00041446462214099554
all_workers,all,ba_plus,hours,mx_born,136326478701.0,1749265914.0,28101632.72688434,0.012831446470766714,0.00020195492703710857
all_workers,all,ba_plus,hours,us_born_mx_origin,136326478701.0,5193402485.0,61148693.39639234,0.03809533213566313,0.00041188567615138897
all_workers,all,ba_plus,hours,fb_mx_origin,136326478701.0,94130647.0,8320756.618760931,0.0006904795597812908,6.07799676684302e-05
all_workers,all,ba_plus,hours,other_us_born,136326478701.0,106482979988.0,320018652.69100624,0.7810880248843317,0.0006637073970642182
all_workers,all,ba_plus,hours,other_foreign_born,136326478701.0,22806699667.0,79722583.28606391,0.1672947169494572,0.0005961729638325369
all_workers,all,ba_plus,hours,all,136326478701.0,136326478701.0,370402395.1594547,1.0,0.0
industry_by_trade,nontrade_in_industry,all,employed,union,4878390.0,586140.0,9477.56472412613,0.12015029548683069,0.0017879416664015278
industry_by_trade,nontrade_in_industry,all,employed,mx_born,4878390.0,241015.0,7311.629185756072,0.04940461914689068,0.0014555968820296774
industry_by_trade,nontrade_in_industry,all,employed,us_born_mx_origin,4878390.0,335658.0,8041.257193374678,0.06880507708485792,0.0016002526727267262
industry_by_trade,nontrade_in_industry,all,employed,fb_mx_origin,4878390.0,9467.0,1369.9302901972785,0.001940599255082107,0.00028101741611352384
industry_by_trade,nontrade_in_industry,all,employed,other_us_born,4878390.0,3777597.0,23133.244739984057,0.7743532189923314,0.002469102363797433
industry_by_trade,nontrade_in_industry,all,employed,other_foreign_born,4878390.0,514653.0,10070.940991287756,0.10549648552083782,0.0018790151483784265
industry_by_trade,nontrade_in_industry,all,employed,all,4878390.0,4878390.0,28020.773814261447,1.0,0.0
industry_by_trade,nontrade_in_industry,all,earnings,union,426996821691.67975,40592691632.204994,827521323.700973,0.09506555920342571,0.0019271706884816501
industry_by_trade,nontrade_in_industry,all,earnings,mx_born,426996821691.67975,16435090082.912998,605101844.6690695,0.038489958819366184,0.0013956653745753203
industry_by_trade,nontrade_in_industry,all,earnings,us_born_mx_origin,426996821691.67975,23603859528.717,674894853.0389385,0.05527877101099493,0.0016052071508720895
industry_by_trade,nontrade_in_industry,all,earnings,fb_mx_origin,426996821691.67975,553742020.575,96789656.83726917,0.0012968293730646052,0.00022626376868586007
industry_by_trade,nontrade_in_industry,all,earnings,other_us_born,426996821691.67975,345775395965.9523,2802719738.524031,0.8097844723903477,0.002732308987511675
industry_by_trade,nontrade_in_industry,all,earnings,other_foreign_born,426996821691.67975,40628734093.52251,1043911421.5668352,0.09514996840622661,0.0022935485077808485
industry_by_trade,nontrade_in_industry,all,earnings,all,426996821691.67975,426996821691.6798,3085289479.1748304,1.0000000000000002,4.564083509149711e-16
industry_by_trade,nontrade_in_industry,all,hours,union,10645628161.0,1262279397.0,20512169.992986564,0.11857256123451032,0.0018109789208512535
industry_by_trade,nontrade_in_industry,all,hours,mx_born,10645628161.0,522351539.0,16157858.936374456,0.04906723502833042,0.0014840438926490528
industry_by_trade,nontrade_in_industry,all,hours,us_born_mx_origin,10645628161.0,720642052.0,16760612.244866237,0.06769370873200838,0.0015393346319475653
industry_by_trade,nontrade_in_industry,all,hours,fb_mx_origin,10645628161.0,19285806.0,2727929.5652932096,0.0018116174741715178,0.0002563947527817067
industry_by_trade,nontrade_in_industry,all,hours,other_us_born,10645628161.0,8303672457.0,53068467.09159395,0.7800077488541542,0.0025148245545841
industry_by_trade,nontrade_in_industry,all,hours,other_foreign_born,10645628161.0,1079676307.0,22633506.497508362,0.10141968991133543,0.00193515176319364
industry_by_trade,nontrade_in_industry,all,hours,all,10645628161.0,10645628161.0,63103395.55195598,1.0,0.0
industry_by_trade,nontrade_in_industry,hs_or_less,employed,union,1904028.0,336390.0,6982.075296786766,0.17667282203833137,0.00340249262040631
industry_by_trade,nontrade_in_industry,hs_or_less,employed,mx_born,1904028.0,170165.0,6426.650904631432,0.08937105966929058,0.0032807258704198807
industry_by_trade,nontrade_in_industry,hs_or_less,employed,us_born_mx_origin,1904028.0,160322.0,5141.356649756949,0.08420149283518939,0.0026721033320348253
industry_by_trade,nontrade_in_industry,hs_or_less,employed,fb_mx_origin,1904028.0,5903.0,1146.8564862265898,0.003100269533851393,0.0005997750548876756
industry_by_trade,nontrade_in_industry,hs_or_less,employed,other_us_born,1904028.0,1358042.0,14506.917910086897,0.7132468640167057,0.004300603552251378
industry_by_trade,nontrade_in_industry,hs_or_less,employed,other_foreign_born,1904028.0,209596.0,7239.343281679631,0.110080313944963,0.0034731144151407627
industry_by_trade,nontrade_in_industry,hs_or_less,employed,all,1904028.0,1904028.0,17859.70196139902,1.0,0.0
industry_by_trade,nontrade_in_industry,hs_or_less,earnings,union,134892963952.64374,20766012852.1525,617233609.1103104,0.15394437369945205,0.004234809588953661
industry_by_trade,nontrade_in_industry,hs_or_less,earnings,mx_born,134892963952.64374,10641603339.418,536710897.2411563,0.07888923949475896,0.0039146577161859805
industry_by_trade,nontrade_in_industry,hs_or_less,earnings,us_born_mx_origin,134892963952.64374,9846732850.8095,396967437.21831197,0.07299663794374292,0.002788098219524484
industry_by_trade,nontrade_in_industry,hs_or_less,earnings,fb_mx_origin,134892963952.64374,277676661.925,57136631.84231129,0.0020584962609501464,0.00042212371651149705
industry_by_trade,nontrade_in_industry,hs_or_less,earnings,other_us_born,134892963952.64374,101008332853.54375,1372059294.7670636,0.748803569095007,0.005232917989223195
industry_by_trade,nontrade_in_industry,hs_or_less,earnings,other_foreign_born,134892963952.64374,13118618246.9475,567612669.8393313,0.09725205720554109,0.0038715167660712895
industry_by_trade,nontrade_in_industry,hs_or_less,earnings,all,134892963952.64374,134892963952.64374,1649649661.0969534,1.0,1.9860273225978183e-16
industry_by_trade,nontrade_in_industry,hs_or_less,hours,union,4146602254.0,722866117.0,16154611.01471102,0.17432733421747665,0.003632663106487845
industry_by_trade,nontrade_in_industry,hs_or_less,hours,mx_born,4146602254.0,367429574.0,14620030.387406552,0.08860979459642189,0.0034594972818556154
industry_by_trade,nontrade_in_industry,hs_or_less,hours,us_born_mx_origin,4146602254.0,344440451.0,11647588.989423892,0.08306570775331469,0.002735419396975631
industry_by_trade,nontrade_in_industry,hs_or_less,hours,fb_mx_origin,4146602254.0,10996092.0,1996836.139875478,0.002651831867740069,0.0004797665408055659
industry_by_trade,nontrade_in_industry,hs_or_less,hours,other_us_born,4146602254.0,2983569611.0,34943881.702584356,0.7195215331110945,0.004623452717297656
industry_by_trade,nontrade_in_industry,hs_or_less,hours,other_foreign_born,4146602254.0,440166526.0,16689046.069892345,0.10615113267142887,0.003640449242466037
industry_by_trade,nontrade_in_industry,hs_or_less,hours,all,4146602254.0,4146602254.0,43151694.63474243,1.0,0.0
industry_by_trade,nontrade_in_industry,more,employed,union,2974362.0,249750.0,7670.52024637182,0.0839675869984891,0.0024767463589305686
industry_by_trade,nontrade_in_industry,more,employed,mx_born,2974362.0,70850.0,3485.3240882305336,0.02382023438976157,0.001173887742167537
industry_by_trade,nontrade_in_industry,more,employed,us_born_mx_origin,2974362.0,175336.0,6971.928718080816,0.058949112448316646,0.0022689848994867433
industry_by_trade,nontrade_in_industry,more,employed,fb_mx_origin,2974362.0,3564.0,891.3772489804752,0.0011982401604108714,0.000298461415354444
industry_by_trade,nontrade_in_industry,more,employed,other_us_born,2974362.0,2419555.0,18499.29286351238,0.8134702500906077,0.0031820497813960344
industry_by_trade,nontrade_in_industry,more,employed,other_foreign_born,2974362.0,305057.0,7135.180691475164,0.10256216291090324,0.002092859478799835
industry_by_trade,nontrade_in_industry,more,employed,all,2974362.0,2974362.0,21996.69603826902,1.0,0.0
industry_by_trade,nontrade_in_industry,more,earnings,union,292103857739.036,19826678780.0525,610047888.6258034,0.06787544311641905,0.0021556014187279027
industry_by_trade,nontrade_in_industry,more,earnings,mx_born,292103857739.036,5793486743.495,376171004.2540921,0.019833653647501188,0.0012904137367066365
industry_by_trade,nontrade_in_industry,more,earnings,us_born_mx_origin,292103857739.036,13757126677.907501,581184093.8622717,0.0470966963065515,0.0020352343128237746
industry_by_trade,nontrade_in_industry,more,earnings,fb_mx_origin,292103857739.036,276065358.65,81464560.03880043,0.0009450931623663638,0.0002787101130956496
industry_by_trade,nontrade_in_industry,more,earnings,other_us_born,292103857739.036,244767063112.4085,2632060194.9389243,0.8379453287846752,0.003323590358571476
industry_by_trade,nontrade_in_industry,more,earnings,other_foreign_born,292103857739.036,27510115846.575005,800489610.5997663,0.0941792280989058,0.0025612747194730893
industry_by_trade,nontrade_in_industry,more,earnings,all,292103857739.036,292103857739.036,2767782806.774928,1.0,2.4323767777952473e-16
industry_by_trade,nontrade_in_industry,more,hours,union,6499025907.0,539413280.0,17302096.41662774,0.08299909674448387,0.0025314574857938418
industry_by_trade,nontrade_in_industry,more,hours,mx_born,6499025907.0,154921965.0,7829224.74455862,0.02383772079337858,0.001199190312944425
industry_by_trade,nontrade_in_industry,more,hours,us_born_mx_origin,6499025907.0,376201601.0,15040482.154509442,0.05788584418394133,0.002226058887463257
industry_by_trade,nontrade_in_industry,more,hours,fb_mx_origin,6499025907.0,8289714.0,2354017.4478195356,0.0012755317671639494,0.0003606772105502881
industry_by_trade,nontrade_in_industry,more,hours,other_us_born,6499025907.0,5320102846.0,41263843.93649995,0.8186000367023926,0.0032076119706546833
industry_by_trade,nontrade_in_industry,more,hours,other_foreign_born,6499025907.0,639509781.0,15467638.96969928,0.09840086655312359,0.002090483937681561
industry_by_trade,nontrade_in_industry,more,hours,all,6499025907.0,6499025907.0,49497554.76116488,1.0,0.0
industry_by_trade,nontrade_in_industry,below_ba,employed,union,3483672.0,497108.0,8808.623431047556,0.1426965569663275,0.0022826373140437126
industry_by_trade,nontrade_in_industry,below_ba,employed,mx_born,3483672.0,214632.0,7160.933486634268,0.061610851997547414,0.0019926562640264762
industry_by_trade,nontrade_in_industry,below_ba,employed,us_born_mx_origin,3483672.0,274489.0,6857.117389982471,0.07879300921556334,0.0018785788469299332
industry_by_trade,nontrade_in_industry,below_ba,employed,fb_mx_origin,3483672.0,7987.0,1248.4118110623594,0.0022926957532167207,0.0003595851149038696
industry_by_trade,nontrade_in_industry,below_ba,employed,other_us_born,3483672.0,2663730.0,20788.401165072795,0.7646328356975054,0.0030864330403129656
industry_by_trade,nontrade_in_industry,below_ba,employed,other_foreign_born,3483672.0,322834.0,7899.7094946586485,0.09267060733616712,0.0021177070974842936
industry_by_trade,nontrade_in_industry,below_ba,employed,all,3483672.0,3483672.0,24544.501696917785,1.0,0.0
industry_by_trade,nontrade_in_industry,below_ba,earnings,union,264979402123.09976,31906969775.1975,811086013.6208042,0.12041301897260182,0.002925804190605313
industry_by_trade,nontrade_in_industry,below_ba,earnings,mx_born,264979402123.09976,13882573020.743,601545381.3104829,0.05239114025283242,0.0022506078143065137
industry_by_trade,nontrade_in_industry,below_ba,earnings,us_born_mx_origin,264979402123.09976,17588189820.2795,598693435.4828676,0.06637568686228927,0.0021949047548314718
industry_by_trade,nontrade_in_industry,below_ba,earnings,fb_mx_origin,264979402123.09976,436206934.175,84762481.3902646,0.0016461918574801305,0.000318684392133169
industry_by_trade,nontrade_in_industry,below_ba,earnings,other_us_born,264979402123.09976,211285621865.17474,2206617212.130126,0.7973662110046544,0.003831879579887545
industry_by_trade,nontrade_in_industry,below_ba,earnings,other_foreign_born,264979402123.09976,21786810482.7275,732873092.6132506,0.08222077002274367,0.0026379607775447607
industry_by_trade,nontrade_in_industry,below_ba,earnings,all,264979402123.09976,264979402123.09976,2428809516.6543837,1.0,2.4575834280036907e-16
industry_by_trade,nontrade_in_industry,below_ba,hours,union,7581803984.0,1068793965.0,19417280.58547582,0.1409682929360206,0.0023491096678244046
industry_by_trade,nontrade_in_industry,below_ba,hours,mx_born,7581803984.0,465749323.0,15948063.458102273,0.061429881856993156,0.0020596119124332507
industry_by_trade,nontrade_in_industry,below_ba,hours,us_born_mx_origin,7581803984.0,586482166.0,15043111.358241225,0.07735390775568222,0.001899379583629488
industry_by_trade,nontrade_in_industry,below_ba,hours,fb_mx_origin,7581803984.0,16562476.0,2522027.174618228,0.002184503323345216,0.00033271022268454214
industry_by_trade,nontrade_in_industry,below_ba,hours,other_us_born,7581803984.0,5837712069.0,48782681.811865196,0.7699634653335031,0.0031492558473292524
industry_by_trade,nontrade_in_industry,below_ba,hours,other_foreign_born,7581803984.0,675297950.0,17748548.460578747,0.08906824173047627,0.002173368999830202
industry_by_trade,nontrade_in_industry,below_ba,hours,all,7581803984.0,7581803984.0,57195940.10057749,1.0,0.0
industry_by_trade,nontrade_in_industry,ba_plus,employed,union,1394718.0,89032.0,4414.372090116554,0.0638351265273697,0.003083227218043927
industry_by_trade,nontrade_in_industry,ba_plus,employed,mx_born,1394718.0,26383.0,2130.753563882975,0.0189163687569817,0.0014897570174945863
industry_by_trade,nontrade_in_industry,ba_plus,employed,us_born_mx_origin,1394718.0,61169.0,3964.024917933791,0.04385761135942893,0.0028313925597124377
industry_by_trade,nontrade_in_industry,ba_plus,employed,fb_mx_origin,1394718.0,1480.0,546.2723221983703,0.0010611464109590613,0.00038944776017584026
industry_by_trade,nontrade_in_industry,ba_plus,employed,other_us_born,1394718.0,1113867.0,13875.206902961845,0.7986324117133355,0.004612677999293205
industry_by_trade,nontrade_in_industry,ba_plus,employed,other_foreign_born,1394718.0,191819.0,6106.334100751448,0.1375324617592947,0.003962186381938976
industry_by_trade,nontrade_in_industry,ba_plus,employed,all,1394718.0,1394718.0,15907.512863423999,1.0,0.0
industry_by_trade,nontrade_in_industry,ba_plus,earnings,union,162017419568.58,8685721857.0075,473991919.9532908,0.05360980245294513,0.0029711398098273075
industry_by_trade,nontrade_in_industry,ba_plus,earnings,mx_born,162017419568.58,2552517062.17,290776484.6075231,0.015754584099455744,0.0018116660065734494
industry_by_trade,nontrade_in_industry,ba_plus,earnings,us_born_mx_origin,162017419568.58,6015669708.4375,436399166.6584809,0.03712977113483246,0.0027014630396270953
industry_by_trade,nontrade_in_industry,ba_plus,earnings,fb_mx_origin,162017419568.58,117535086.4,47743775.181316555,0.0007254472186569348,0.00029261240861881563
industry_by_trade,nontrade_in_industry,ba_plus,earnings,other_us_born,162017419568.58,134489774100.7775,1864686473.6354358,0.8300945321737434,0.004818610962369859
industry_by_trade,nontrade_in_industry,ba_plus,earnings,other_foreign_born,162017419568.58,18841923610.795002,647412245.1911654,0.11629566537331158,0.003827493186739679
industry_by_trade,nontrade_in_industry,ba_plus,earnings,all,162017419568.58,162017419568.58002,1902509992.2403088,1.0000000000000002,5.087681048627601e-16
industry_by_trade,nontrade_in_industry,ba_plus,hours,union,3063824177.0,193485432.0,10244478.277034532,0.06315161080472145,0.003171611419091535
industry_by_trade,nontrade_in_industry,ba_plus,hours,mx_born,3063824177.0,56602216.0,4737499.722157,0.018474368217638096,0.0014963987572124272
industry_by_trade,nontrade_in_industry,ba_plus,hours,us_born_mx_origin,3063824177.0,134159886.0,8947722.613971319,0.04378837630668648,0.0028532144978088243
industry_by_trade,nontrade_in_industry,ba_plus,hours,fb_mx_origin,3063824177.0,2723330.0,1127793.2941121792,0.0008888662803968728,0.00036632237052400664
industry_by_trade,nontrade_in_industry,ba_plus,hours,other_us_born,3063824177.0,2465960388.0,30132416.207175143,0.8048635448835026,0.00476169712548963
industry_by_trade,nontrade_in_industry,ba_plus,hours,other_foreign_born,3063824177.0,404378357.0,13401866.57541966,0.13198484431177593,0.003921056321095557
industry_by_trade,nontrade_in_industry,ba_plus,hours,all,3063824177.0,3063824177.0,35964877.876552,1.0,0.0
industry_by_trade,trade_in_industry,all,employed,union,6701967.0,1732055.0,21710.33305594366,0.25843979834576924,0.00255681892867319
