poll,date,panel,url,question,statement,panelist,institution,vote,confidence,comment
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Eric Maskin,Harvard,Agree,7,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,William Nordhaus,Yale,Disagree,3,"This response is based on the idea that it will increase inequality, which is already too great."
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",William Nordhaus,Yale,Agree,5,"""Substantially"" is a vague term, but on the whole it would probably lower incomes at the bottom."
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Maurice Obstfeld,Peterson Institute for International Economics,Agree,8,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Maurice Obstfeld,Peterson Institute for International Economics,Uncertain,7,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Emmanuel Saez,Berkeley,Agree,3,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Emmanuel Saez,Berkeley,Uncertain,4,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Larry Samuelson,Yale,Uncertain,1,There will be gains and losses of various types to various people; it is difficult to reduce these to a net effect on an average citizen.
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Larry Samuelson,Yale,Agree,6,These are the most likely candidates for people who will be adversely affected.
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,José Scheinkman,Columbia University,Uncertain,7,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",José Scheinkman,Columbia University,Agree,8,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Richard Schmalensee,MIT,Uncertain,3,"Very unclear how to think about the ""average"" citizen when there would likely be winners and losers."
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Richard Schmalensee,MIT,Agree,3,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Carl Shapiro,Berkeley,Agree,6,Substituting legal immigration for illegal immigration would enhance efficiency and equity.
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Carl Shapiro,Berkeley,Disagree,6,"Substituting legal for illegal immigration could provide benefits to low-skilled workers generally, for both economic and political reasons."
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Robert Shimer,University of Chicago,Agree,5,"For low skill workers, the main adverse effects are through wages. For high skill, through fiscal costs. Both costs could be small"
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Robert Shimer,University of Chicago,Uncertain,5,Evidence that immigration pushes down low skill wages is mixed
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Hyun Song Shin,Princeton,Did Not Answer,,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Hyun Song Shin,Princeton,Did Not Answer,,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Nancy Stokey,University of Chicago,Agree,8,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Nancy Stokey,University of Chicago,Agree,8,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Richard Thaler,Chicago Booth,Agree,3,
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Richard Thaler,Chicago Booth,Uncertain,1,"No way to answer this without knowing the definition of ""many"" and ""substantially"" plus some facts."
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,Christopher Udry,Northwestern,Strongly Agree,4,"The evidence is that complementarities would make most Americans better off.  The data is not decisive, though."
Low-Skilled Immigrants,"December 10, 2013",US,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",Christopher Udry,Northwestern,Uncertain,7,"The ""many"" is the problem: some would certainly be hurt (unless compensated).   But ""many""?"
