fips,wave,pop,hisp,fb,mex,pop_u19,pop_65p,medhhinc
48181,2017,126146.0,15999.0,8198.0,5088.0,33248.0,21713.0,52683.0
48181,2022,137008.0,19982.0,9157.0,5468.0,36260.0,24528.0,66608.0
48183,2000,111379.0,10183.0,6053.0,,,,
48183,2009,116901.0,15203.0,8943.0,6935.0,34814.0,15839.0,42499.0
48183,2012,121451.0,19839.0,11638.0,9153.0,34781.0,16452.0,45233.0
48183,2017,123402.0,22449.0,10828.0,8133.0,35257.0,17844.0,47970.0
48183,2022,124245.0,24391.0,10571.0,7605.0,35592.0,19479.0,63811.0
48185,2000,23552.0,3787.0,1188.0,,,,
48185,2009,25621.0,4764.0,1619.0,1331.0,6489.0,3585.0,39403.0
48185,2012,26564.0,5680.0,2344.0,1948.0,6653.0,3800.0,43810.0
48185,2017,27358.0,6468.0,2185.0,1819.0,6850.0,4376.0,49745.0
48185,2022,29442.0,7288.0,1864.0,1413.0,7334.0,5362.0,63484.0
48187,2000,89023.0,29561.0,5801.0,,,,
48187,2009,112267.0,39036.0,7494.0,5042.0,33194.0,13527.0,59375.0
48187,2012,131945.0,47280.0,9267.0,5609.0,39940.0,15557.0,63889.0
48187,2017,150889.0,56319.0,10956.0,6276.0,43446.0,19710.0,66187.0
48187,2022,173828.0,67761.0,11980.0,6595.0,47443.0,24746.0,88111.0
48189,2000,36602.0,17532.0,3004.0,,,,
48189,2009,35535.0,18721.0,3460.0,3076.0,11636.0,4453.0,34820.0
48189,2012,36153.0,20262.0,3320.0,2961.0,11570.0,4398.0,40521.0
48189,2017,34527.0,20291.0,3346.0,2985.0,10793.0,4468.0,46012.0
48189,2022,32525.0,20029.0,3492.0,2794.0,9978.0,4513.0,50721.0
48191,2000,3782.0,1040.0,344.0,,,,
48191,2009,3455.0,1085.0,540.0,492.0,1006.0,745.0,29032.0
48191,2012,3337.0,1097.0,453.0,373.0,966.0,740.0,32097.0
48191,2017,3102.0,1060.0,334.0,315.0,880.0,703.0,31324.0
48191,2022,2847.0,1002.0,331.0,316.0,719.0,641.0,43873.0
48193,2000,8229.0,610.0,305.0,,,,
48193,2009,8051.0,763.0,249.0,242.0,1938.0,1811.0,37796.0
48193,2012,8448.0,891.0,239.0,231.0,2008.0,2080.0,39709.0
48193,2017,8220.0,987.0,322.0,279.0,1910.0,2084.0,46611.0
48193,2022,8244.0,1160.0,479.0,433.0,2144.0,2123.0,54890.0
48195,2000,5369.0,1690.0,837.0,,,,
48195,2009,5246.0,2235.0,888.0,861.0,1867.0,807.0,46799.0
48195,2012,5556.0,2408.0,894.0,843.0,1945.0,770.0,49626.0
48195,2017,5532.0,2569.0,1261.0,1229.0,1665.0,858.0,40678.0
48195,2022,5270.0,2584.0,920.0,886.0,1734.0,718.0,62350.0
48197,2000,4724.0,685.0,119.0,,,,
48197,2009,4112.0,690.0,207.0,196.0,1158.0,769.0,36385.0
48197,2012,4124.0,831.0,131.0,102.0,1068.0,812.0,35332.0
48197,2017,3990.0,850.0,276.0,270.0,984.0,799.0,37995.0
48197,2022,3541.0,1011.0,241.0,120.0,870.0,709.0,60455.0
48199,2000,48073.0,1223.0,604.0,,,,
48199,2009,51804.0,2085.0,931.0,527.0,14970.0,6673.0,52515.0
48199,2012,54497.0,2459.0,789.0,332.0,15400.0,7479.0,54275.0
48199,2017,55993.0,3003.0,992.0,478.0,15193.0,8825.0,56131.0
48199,2022,56576.0,3694.0,1005.0,476.0,15164.0,9751.0,70164.0
48201,2000,3400578.0,1119751.0,756548.0,,,,
48201,2009,3909790.0,1502324.0,954107.0,481532.0,1234115.0,306963.0,50569.0
48201,2012,4101752.0,1671262.0,1026719.0,496656.0,1260205.0,338413.0,53160.0
48201,2017,4525519.0,1910535.0,1174879.0,506295.0,1340114.0,432729.0,57791.0
48201,2022,4726177.0,2076103.0,1238667.0,468485.0,1367173.0,521651.0,70789.0
48203,2000,62110.0,3316.0,2060.0,,,,
48203,2009,63528.0,5437.0,3309.0,2354.0,18371.0,7970.0,41966.0
48203,2012,65958.0,7253.0,3493.0,2646.0,18695.0,8874.0,46718.0
48203,2017,66606.0,8467.0,4163.0,3155.0,18858.0,10396.0,48644.0
48203,2022,69098.0,9597.0,3267.0,2231.0,18888.0,11729.0,63427.0
48205,2000,5537.0,758.0,146.0,,,,
48205,2009,5089.0,916.0,310.0,218.0,1220.0,612.0,57083.0
48205,2012,6015.0,1402.0,421.0,298.0,1370.0,792.0,63407.0
48205,2017,5821.0,1527.0,639.0,440.0,1266.0,810.0,64427.0
48205,2022,5369.0,1460.0,474.0,383.0,1198.0,870.0,78065.0
48207,2000,6093.0,1249.0,220.0,,,,
48207,2009,5185.0,1241.0,121.0,104.0,1147.0,1335.0,32139.0
48207,2012,5891.0,1424.0,366.0,140.0,1392.0,1304.0,40247.0
48207,2017,5806.0,1605.0,920.0,409.0,1099.0,1229.0,43529.0
48207,2022,5408.0,1549.0,293.0,211.0,1301.0,1266.0,52786.0
48209,2000,97589.0,28859.0,5438.0,,,,
48209,2009,141371.0,45781.0,8049.0,4749.0,42107.0,11238.0,52409.0
48209,2012,158464.0,56102.0,11458.0,7068.0,47474.0,13686.0,57834.0
48209,2017,194843.0,73608.0,16781.0,10123.0,55011.0,19839.0,62815.0
48209,2022,245351.0,98944.0,22773.0,11053.0,66528.0,28057.0,79990.0
48211,2000,3351.0,522.0,218.0,,,,
48211,2009,3363.0,516.0,174.0,174.0,807.0,545.0,60435.0
48211,2012,3863.0,1171.0,484.0,454.0,1238.0,545.0,53295.0
48211,2017,4152.0,1461.0,676.0,621.0,1444.0,515.0,68679.0
48211,2022,3371.0,1201.0,539.0,508.0,913.0,635.0,67798.0
48213,2000,73277.0,5071.0,2814.0,,,,
48213,2009,78775.0,7562.0,4356.0,3279.0,20308.0,14415.0,38632.0
48213,2012,78558.0,8554.0,4304.0,3143.0,19882.0,15111.0,41100.0
48213,2017,79687.0,9668.0,4424.0,3513.0,19317.0,16948.0,44888.0
48213,2022,82627.0,11544.0,3868.0,2431.0,19448.0,18383.0,59778.0
48215,2000,569463.0,503100.0,168215.0,,,,
48215,2009,702697.0,627878.0,200827.0,188860.0,276551.0,66422.0,30076.0
48215,2012,774820.0,702135.0,228325.0,213413.0,293798.0,73318.0,33218.0
48215,2017,839539.0,770794.0,229053.0,213769.0,308761.0,87567.0,37097.0
48215,2022,873167.0,807715.0,228323.0,212483.0,306988.0,97866.0,49371.0
48217,2000,32321.0,4360.0,1909.0,,,,
48217,2009,35279.0,6329.0,2801.0,2464.0,9854.0,5953.0,38159.0
48217,2012,35079.0,6454.0,2594.0,2251.0,9474.0,6455.0,39405.0
48217,2017,35098.0,7017.0,2676.0,2242.0,9200.0,7097.0,45970.0
48217,2022,36138.0,7910.0,2299.0,1916.0,9258.0,7403.0,60669.0
48219,2000,22716.0,8459.0,1176.0,,,,
48219,2009,22359.0,9450.0,1643.0,1386.0,7401.0,2846.0,45384.0
48219,2012,22988.0,10116.0,1413.0,1110.0,7208.0,2956.0,51054.0
48219,2017,23273.0,10921.0,1774.0,1577.0,7120.0,3143.0,49184.0
48219,2022,21495.0,10794.0,1728.0,1628.0,6424.0,3232.0,53283.0
48221,2000,41100.0,2975.0,1339.0,,,,
48221,2009,49360.0,4842.0,2345.0,1831.0,12215.0,9464.0,52870.0
48221,2012,51161.0,5299.0,2806.0,2234.0,11963.0,10917.0,54902.0
48221,2017,55418.0,6641.0,1488.0,724.0,13123.0,13310.0,60275.0
48221,2022,62459.0,8186.0,2643.0,1546.0,14074.0,15761.0,80013.0
48223,2000,31960.0,2967.0,1788.0,,,,
48223,2009,33864.0,4514.0,2478.0,2175.0,9518.0,4953.0,39966.0
48223,2012,35088.0,5314.0,2814.0,2402.0,9806.0,5531.0,42257.0
48223,2017,35929.0,5859.0,2889.0,2330.0,9852.0,6321.0,47832.0
48223,2022,37008.0,6605.0,3196.0,2374.0,9843.0,6781.0,63766.0
48225,2000,23185.0,1739.0,702.0,,,,
48225,2009,22612.0,2199.0,1228.0,1018.0,5719.0,4100.0,31911.0
48225,2012,23512.0,2365.0,1073.0,732.0,5433.0,4574.0,32859.0
48225,2017,22849.0,2439.0,837.0,588.0,4808.0,4772.0,33552.0
48225,2022,22107.0,2713.0,649.0,482.0,4853.0,4890.0,51043.0
48227,2000,33627.0,12597.0,2015.0,,,,
48227,2009,32324.0,13427.0,5158.0,4010.0,8294.0,4710.0,36931.0
48227,2012,34927.0,13386.0,4214.0,3061.0,8963.0,4636.0,43393.0
48227,2017,36491.0,15030.0,3883.0,2628.0,8983.0,4572.0,50855.0
48227,2022,34488.0,15398.0,3402.0,2367.0,8698.0,4382.0,67243.0
48229,2000,3344.0,2509.0,1110.0,,,,
48229,2009,3169.0,2311.0,948.0,928.0,1013.0,470.0,28292.0
48229,2012,3407.0,2700.0,1104.0,1066.0,1100.0,479.0,22083.0
48229,2017,3702.0,2901.0,1358.0,1093.0,1016.0,603.0,26346.0
48229,2022,3329.0,2651.0,1229.0,969.0,697.0,367.0,35163.0
48231,2000,76596.0,6366.0,3601.0,,,,
48231,2009,82204.0,9469.0,4726.0,3172.0,23039.0,10668.0,42894.0
48231,2012,85955.0,11800.0,5962.0,4046.0,23981.0,12000.0,45170.0
48231,2017,90322.0,13837.0,5555.0,3680.0,24425.0,14099.0,49319.0
48231,2022,101596.0,18869.0,6937.0,4370.0,27441.0,16142.0,66885.0
48233,2000,23857.0,3506.0,1385.0,,,,
48233,2009,21681.0,4100.0,1367.0,1161.0,6329.0,3392.0,41703.0
48233,2012,21992.0,4420.0,1338.0,1147.0,6306.0,3273.0,46677.0
48233,2017,21704.0,4887.0,1159.0,871.0,6138.0,3326.0,50035.0
48233,2022,20595.0,5045.0,954.0,782.0,5936.0,3534.0,62211.0
48235,2000,1771.0,436.0,62.0,,,,
48235,2009,1678.0,524.0,46.0,37.0,455.0,229.0,43536.0
48235,2012,1596.0,460.0,33.0,24.0,454.0,212.0,48646.0
48235,2017,1592.0,364.0,67.0,61.0,421.0,281.0,63021.0
48235,2022,1561.0,433.0,60.0,60.0,434.0,303.0,54708.0
48237,2000,8763.0,691.0,241.0,,,,
48237,2009,8691.0,946.0,387.0,321.0,2167.0,1325.0,43409.0
48237,2012,9027.0,1303.0,463.0,412.0,2201.0,1348.0,43902.0
48237,2017,8839.0,1439.0,544.0,497.0,2071.0,1417.0,52829.0
48237,2022,8588.0,1537.0,420.0,300.0,2165.0,1488.0,58861.0
48239,2000,14391.0,3551.0,690.0,,,,
48239,2009,14121.0,3934.0,538.0,518.0,4056.0,2180.0,48509.0
48239,2012,14075.0,4113.0,791.0,748.0,4013.0,2295.0,47591.0
48239,2017,14756.0,4760.0,1050.0,803.0,4094.0,2448.0,58504.0
48239,2022,15010.0,5071.0,1046.0,901.0,4252.0,2893.0,67176.0
48241,2000,35604.0,1384.0,775.0,,,,
48241,2009,34431.0,1647.0,829.0,597.0,9510.0,5459.0,37020.0
48241,2012,35703.0,2035.0,1120.0,706.0,9760.0,5943.0,40603.0
48241,2017,35444.0,2294.0,807.0,584.0,9295.0,6538.0,41960.0
48241,2022,33032.0,2342.0,893.0,232.0,8531.0,6771.0,48818.0
48243,2000,2207.0,783.0,240.0,,,,
48243,2009,2192.0,793.0,161.0,128.0,558.0,538.0,39550.0
48243,2012,2319.0,1033.0,186.0,168.0,510.0,640.0,49375.0
48243,2017,2236.0,810.0,500.0,462.0,430.0,698.0,46534.0
48243,2022,1992.0,393.0,220.0,128.0,291.0,831.0,38125.0
48245,2000,252051.0,26536.0,15608.0,,,,
48245,2009,242676.0,33676.0,21392.0,12681.0,66961.0,31783.0,41420.0
48245,2012,251627.0,42769.0,26002.0,14945.0,67723.0,32101.0,43750.0
48245,2017,254574.0,49725.0,30290.0,17104.0,67256.0,34839.0,46315.0
48245,2022,254942.0,57572.0,30822.0,16333.0,68132.0,38008.0,57294.0
48247,2000,5281.0,4752.0,270.0,,,,
48247,2009,4973.0,4611.0,636.0,619.0,1702.0,709.0,33635.0
48247,2012,5257.0,4909.0,513.0,459.0,1387.0,807.0,36919.0
48247,2017,5262.0,4938.0,299.0,162.0,1726.0,979.0,31403.0
48247,2022,4830.0,4334.0,80.0,70.0,1780.0,408.0,42292.0
48249,2000,39326.0,29772.0,1413.0,,,,
48249,2009,40876.0,31478.0,1567.0,1228.0,13740.0,4996.0,32816.0
48249,2012,41014.0,32365.0,1786.0,1383.0,13081.0,5375.0,40723.0
48249,2017,41318.0,33151.0,2332.0,1668.0,12904.0,5908.0,41103.0
48249,2022,39060.0,31371.0,1766.0,1203.0,11595.0,6176.0,46626.0
48251,2000,126811.0,15375.0,6570.0,,,,
48251,2009,150077.0,23841.0,9548.0,6847.0,45134.0,15850.0,53444.0
48251,2012,151174.0,27366.0,10371.0,7549.0,45131.0,17580.0,57016.0
48251,2017,160173.0,32475.0,8593.0,5658.0,46011.0,21591.0,60458.0
48251,2022,182690.0,43088.0,10043.0,6504.0,51655.0,25532.0,77058.0
48253,2000,20785.0,4346.0,326.0,,,,
48253,2009,19223.0,4461.0,692.0,498.0,4292.0,2638.0,40947.0
48253,2012,20137.0,5056.0,860.0,686.0,4103.0,2744.0,38896.0
48253,2017,19969.0,5424.0,632.0,446.0,3806.0,2927.0,48601.0
48253,2022,19758.0,5603.0,887.0,555.0,3505.0,3092.0,59361.0
48255,2000,15446.0,7324.0,564.0,,,,
48255,2009,15060.0,7402.0,2324.0,1820.0,1410.0,2087.0,35101.0
48255,2012,14936.0,7466.0,880.0,666.0,3251.0,2100.0,39706.0
48255,2017,15051.0,7965.0,1149.0,670.0,3694.0,2150.0,53051.0
48255,2022,14805.0,8318.0,1229.0,446.0,3320.0,2136.0,57798.0
48257,2000,71313.0,7925.0,4039.0,,,,
48257,2009,95993.0,15701.0,6304.0,4945.0,30574.0,9004.0,55857.0
48257,2012,103385.0,17768.0,7071.0,5641.0,32227.0,10826.0,61564.0
48257,2017,114852.0,22817.0,8886.0,6781.0,34727.0,13514.0,63926.0
48257,2022,149773.0,37072.0,14353.0,8645.0,46036.0,16788.0,84075.0
48259,2000,23743.0,4248.0,1325.0,,,,
48259,2009,31294.0,6219.0,1927.0,1292.0,8716.0,4849.0,68389.0
48259,2012,33745.0,6962.0,2851.0,1687.0,8949.0,5652.0,71553.0
48259,2017,40306.0,9285.0,2210.0,1290.0,10582.0,7479.0,81023.0
48259,2022,45376.0,11365.0,3355.0,2089.0,11401.0,8897.0,104196.0
48261,2000,414.0,327.0,55.0,,,,
48261,2009,336.0,241.0,57.0,57.0,115.0,59.0,25417.0
48261,2012,451.0,337.0,22.0,20.0,123.0,97.0,37206.0
48261,2017,564.0,499.0,164.0,163.0,180.0,83.0,24800.0
48261,2022,116.0,112.0,34.0,33.0,29.0,42.0,45455.0
48263,2000,859.0,78.0,15.0,,,,
48263,2009,703.0,90.0,30.0,30.0,133.0,194.0,38092.0
48263,2012,829.0,65.0,22.0,20.0,171.0,200.0,38750.0
48263,2017,680.0,147.0,4.0,4.0,166.0,190.0,52250.0
48263,2022,635.0,86.0,7.0,2.0,174.0,237.0,68553.0
48265,2000,43653.0,8353.0,2899.0,,,,
48265,2009,47410.0,10769.0,2846.0,2157.0,11388.0,11952.0,43371.0
48265,2012,49469.0,11922.0,3133.0,2296.0,11318.0,12432.0,43849.0
48265,2017,50761.0,13263.0,3549.0,2410.0,11097.0,13540.0,48698.0
48265,2022,52810.0,14874.0,4014.0,2724.0,11290.0,14760.0,66713.0
48267,2000,4468.0,926.0,246.0,,,,
48267,2009,4485.0,1231.0,552.0,492.0,1010.0,850.0,42188.0
48267,2012,4577.0,1199.0,315.0,297.0,923.0,1136.0,46786.0
48267,2017,4432.0,1049.0,211.0,197.0,962.0,1332.0,41095.0
48267,2022,4316.0,1135.0,163.0,133.0,1007.0,1209.0,62386.0
48269,2000,356.0,34.0,8.0,,,,
48269,2009,233.0,19.0,19.0,0.0,31.0,20.0,48182.0
48269,2012,227.0,20.0,15.0,9.0,30.0,41.0,63750.0
48269,2017,289.0,77.0,42.0,42.0,73.0,21.0,56964.0
48269,2022,216.0,71.0,30.0,30.0,56.0,28.0,59375.0
48271,2000,3379.0,1707.0,397.0,,,,
48271,2009,3245.0,1597.0,344.0,250.0,830.0,879.0,24024.0
48271,2012,3574.0,2057.0,488.0,346.0,903.0,683.0,34083.0
48271,2017,3631.0,2245.0,637.0,578.0,768.0,639.0,34926.0
48271,2022,3157.0,2032.0,309.0,251.0,426.0,759.0,52386.0
48273,2000,31549.0,20635.0,2055.0,,,,
48273,2009,30637.0,20931.0,1889.0,992.0,9538.0,3510.0,34652.0
48273,2012,31925.0,22377.0,2454.0,1292.0,9615.0,3634.0,38058.0
48273,2017,31540.0,22819.0,1743.0,850.0,9434.0,4018.0,41700.0
48273,2022,30860.0,22672.0,1884.0,929.0,9200.0,4052.0,52487.0
48275,2000,4253.0,1067.0,286.0,,,,
48275,2009,3465.0,898.0,310.0,283.0,743.0,866.0,31926.0
48275,2012,3713.0,1117.0,289.0,285.0,974.0,795.0,33667.0
48275,2017,3753.0,1255.0,325.0,290.0,1070.0,690.0,46319.0
48275,2022,3333.0,1164.0,274.0,197.0,891.0,621.0,48750.0
48277,2000,48499.0,1614.0,1006.0,,,,
48277,2009,48993.0,2596.0,2107.0,1407.0,13711.0,7873.0,37029.0
48277,2012,49740.0,3212.0,2124.0,1416.0,13513.0,8364.0,39630.0
48277,2017,49401.0,3689.0,2031.0,1373.0,12920.0,9092.0,42198.0
48277,2022,50149.0,4409.0,2244.0,1343.0,13182.0,9684.0,58246.0
48279,2000,14709.0,6393.0,928.0,,,,
48279,2009,13741.0,6708.0,1339.0,1052.0,4287.0,2286.0,35716.0
48279,2012,13996.0,7281.0,1397.0,1204.0,4471.0,2244.0,35265.0
48279,2017,13368.0,7347.0,1383.0,1167.0,4145.0,2134.0,43712.0
48279,2022,13024.0,7416.0,1309.0,1199.0,4024.0,2225.0,54519.0
48281,2000,17762.0,2677.0,1058.0,,,,
48281,2009,20471.0,3389.0,1261.0,628.0,5737.0,3163.0,44301.0
48281,2012,19837.0,3478.0,1448.0,704.0,5469.0,3192.0,47968.0
48281,2017,20473.0,3935.0,959.0,374.0,5370.0,3631.0,54467.0
48281,2022,21829.0,4401.0,1139.0,348.0,5335.0,4476.0,73269.0
48283,2000,5866.0,4524.0,233.0,,,,
48283,2009,5891.0,4516.0,468.0,396.0,1719.0,627.0,31838.0
48283,2012,6850.0,5743.0,495.0,421.0,2094.0,908.0,26731.0
48283,2017,7418.0,5928.0,580.0,457.0,1687.0,1161.0,44601.0
48283,2022,6965.0,6090.0,424.0,335.0,2031.0,1205.0,62798.0
48285,2000,19210.0,2183.0,487.0,,,,
48285,2009,18632.0,2690.0,852.0,712.0,4815.0,3979.0,41696.0
48285,2012,19269.0,3124.0,1059.0,921.0,4793.0,4038.0,42934.0
48285,2017,19859.0,3593.0,999.0,882.0,5121.0,4463.0,51708.0
48285,2022,20379.0,4067.0,1085.0,936.0,5329.0,4837.0,58530.0
48287,2000,15657.0,2848.0,960.0,,,,
48287,2009,16203.0,3464.0,938.0,829.0,4904.0,2502.0,45161.0
48287,2012,16591.0,3690.0,1078.0,1019.0,4794.0,2712.0,50860.0
48287,2017,16850.0,3916.0,1413.0,1286.0,4329.0,2914.0,55741.0
48287,2022,17543.0,4346.0,1221.0,1075.0,4209.0,3597.0,66448.0
48289,2000,15335.0,1213.0,651.0,,,,
48289,2009,16518.0,1852.0,760.0,649.0,4133.0,3352.0,38067.0
48289,2012,16827.0,2242.0,869.0,813.0,4188.0,3588.0,43534.0
48289,2017,16966.0,2405.0,1192.0,891.0,4255.0,3979.0,44875.0
48289,2022,15928.0,2493.0,743.0,575.0,3927.0,3760.0,57363.0
48291,2000,70154.0,7660.0,3563.0,,,,
48291,2009,74941.0,11101.0,4594.0,3631.0,21813.0,8099.0,44730.0
48291,2012,75662.0,13650.0,5280.0,3863.0,21305.0,8487.0,48408.0
48291,2017,79884.0,17488.0,5998.0,5011.0,22158.0,10220.0,48344.0
48291,2022,93523.0,29709.0,10916.0,8370.0,28496.0,11765.0,59605.0
48293,2000,22051.0,2859.0,1216.0,,,,
48293,2009,22367.0,3843.0,2053.0,1659.0,6060.0,3406.0,39119.0
48293,2012,23350.0,4448.0,2198.0,1770.0,5988.0,3753.0,40213.0
48293,2017,23480.0,4994.0,2219.0,1933.0,5968.0,4175.0,40356.0
48293,2022,22222.0,5093.0,2164.0,1795.0,5470.0,4576.0,53102.0
48295,2000,3057.0,633.0,357.0,,,,
48295,2009,2994.0,885.0,414.0,386.0,863.0,490.0,48646.0
48295,2012,3324.0,946.0,401.0,311.0,1028.0,460.0,56131.0
48295,2017,3495.0,1046.0,404.0,339.0,1048.0,521.0,59583.0
48295,2022,3038.0,1041.0,447.0,346.0,939.0,507.0,71625.0
48297,2000,12309.0,4683.0,284.0,,,,
48297,2009,11271.0,4658.0,619.0,553.0,2510.0,2017.0,41652.0
48297,2012,11526.0,4137.0,573.0,407.0,2677.0,2226.0,42182.0
48297,2017,12043.0,4669.0,866.0,626.0,2735.0,2388.0,51480.0
48297,2022,11374.0,4634.0,852.0,451.0,2523.0,2418.0,55949.0
48299,2000,17044.0,875.0,348.0,,,,
48299,2009,18150.0,1418.0,583.0,291.0,3295.0,5396.0,42381.0
48299,2012,19115.0,1573.0,476.0,400.0,3495.0,6061.0,45533.0
48299,2017,20195.0,1983.0,752.0,292.0,3173.0,7162.0,50524.0
48299,2022,21637.0,2522.0,873.0,431.0,3676.0,8030.0,64241.0
48301,2000,67.0,7.0,0.0,,,,
48301,2009,81.0,0.0,0.0,0.0,4.0,0,81328.0
48301,2012,85.0,32.0,0.0,0.0,0,5.0,39375.0
48301,2017,74.0,12.0,8.0,8.0,7.0,18.0,80938.0
48301,2022,96.0,0.0,5.0,0.0,28.0,34.0,
48303,2000,242628.0,66609.0,8115.0,,,,
48303,2009,262985.0,80346.0,12195.0,6715.0,77319.0,29492.0,40467.0
48303,2012,278339.0,89120.0,15371.0,7390.0,80110.0,30871.0,43993.0
48303,2017,298042.0,102770.0,17435.0,7101.0,85357.0,35225.0,49078.0
48303,2022,311509.0,114767.0,19365.0,6750.0,87766.0,39592.0,61911.0
48305,2000,6550.0,2923.0,329.0,,,,
48305,2009,5841.0,2724.0,484.0,383.0,1827.0,915.0,39148.0
48305,2012,5886.0,2735.0,434.0,353.0,1788.0,924.0,45066.0
48305,2017,5785.0,2728.0,386.0,333.0,1689.0,972.0,44922.0
48305,2022,5619.0,2559.0,196.0,118.0,1659.0,885.0,52996.0
48307,2000,8205.0,2219.0,264.0,,,,
48307,2009,7893.0,2360.0,445.0,324.0,2167.0,1407.0,36495.0
48307,2012,8281.0,2502.0,495.0,453.0,2268.0,1534.0,36560.0
48307,2017,8145.0,2571.0,403.0,286.0,2034.0,1736.0,42367.0
48307,2022,7638.0,2513.0,417.0,311.0,1754.0,1727.0,53214.0
48309,2000,213517.0,38233.0,13119.0,,,,
48309,2009,228369.0,49189.0,18554.0,13563.0,70979.0,28007.0,40038.0
48309,2012,234626.0,55370.0,18966.0,13740.0,69767.0,29427.0,41589.0
48309,2017,245720.0,63010.0,21734.0,15508.0,71449.0,33503.0,46262.0
48309,2022,261090.0,70710.0,22282.0,15619.0,74740.0,38607.0,59781.0
48311,2000,851.0,282.0,36.0,,,,
48311,2009,938.0,409.0,16.0,16.0,207.0,144.0,40550.0
48311,2012,696.0,291.0,52.0,40.0,126.0,158.0,38438.0
48311,2017,600.0,303.0,24.0,11.0,170.0,159.0,71389.0
48311,2022,670.0,403.0,31.0,28.0,216.0,128.0,60313.0
48313,2000,12940.0,2042.0,619.0,,,,
48313,2009,13202.0,2554.0,1181.0,891.0,3045.0,1828.0,33952.0
48313,2012,13590.0,2721.0,827.0,661.0,3434.0,1884.0,41202.0
48313,2017,13979.0,3134.0,1102.0,742.0,2850.0,2101.0,44004.0
48313,2022,13556.0,3353.0,1280.0,1008.0,3279.0,2067.0,65768.0
48315,2000,10941.0,263.0,93.0,,,,
48315,2009,10570.0,344.0,189.0,46.0,2296.0,2167.0,30385.0
48315,2012,10544.0,338.0,193.0,65.0,2207.0,2340.0,32226.0
48315,2017,10140.0,394.0,120.0,54.0,2130.0,2487.0,36938.0
48315,2022,9668.0,447.0,281.0,140.0,1958.0,2621.0,48040.0
48317,2000,4746.0,1925.0,384.0,,,,
48317,2009,4447.0,1547.0,345.0,323.0,1145.0,843.0,37463.0
48317,2012,4804.0,2155.0,515.0,501.0,1601.0,625.0,41964.0
48317,2017,5547.0,2500.0,411.0,341.0,1905.0,673.0,71115.0
48317,2022,5228.0,2690.0,513.0,482.0,1624.0,550.0,70217.0
48319,2000,3738.0,783.0,177.0,,,,
48319,2009,3890.0,556.0,90.0,83.0,1043.0,916.0,37847.0
48319,2012,3978.0,848.0,359.0,318.0,835.0,1098.0,44408.0
48319,2017,4122.0,1001.0,372.0,319.0,873.0,1068.0,40949.0
48319,2022,3959.0,762.0,107.0,93.0,1007.0,1235.0,77583.0
48321,2000,37957.0,11898.0,3760.0,,,,
48321,2009,37008.0,13442.0,4339.0,3526.0,11264.0,4943.0,40307.0
48321,2012,36653.0,14055.0,3886.0,3126.0,10832.0,5252.0,43146.0
48321,2017,36744.0,15230.0,3578.0,2950.0,10356.0,5766.0,44896.0
48321,2022,36251.0,16025.0,3969.0,2918.0,10365.0,6317.0,56412.0
48323,2000,47297.0,44938.0,17867.0,,,,
48323,2009,51300.0,48499.0,17065.0,16906.0,20090.0,5568.0,30123.0
48323,2012,54107.0,51692.0,19095.0,18685.0,20000.0,5821.0,30959.0
48323,2017,57471.0,54767.0,18427.0,17949.0,20410.0,6426.0,37734.0
48323,2022,57806.0,54949.0,17224.0,16947.0,19950.0,6831.0,48497.0
48325,2000,39304.0,17873.0,1617.0,,,,
48325,2009,43654.0,20637.0,2272.0,1715.0,12932.0,5580.0,46348.0
48325,2012,46009.0,22941.0,2697.0,1796.0,13087.0,6230.0,52206.0
48325,2017,48548.0,24884.0,2575.0,2086.0,12835.0,7702.0,59305.0
48325,2022,51432.0,27313.0,2959.0,2190.0,13278.0,8730.0,73060.0
48327,2000,2360.0,748.0,114.0,,,,
48327,2009,2132.0,684.0,99.0,89.0,509.0,402.0,31016.0
48327,2012,2232.0,667.0,108.0,106.0,637.0,506.0,35048.0
48327,2017,2123.0,792.0,127.0,118.0,420.0,578.0,37917.0
48327,2022,1964.0,672.0,75.0,44.0,429.0,697.0,40945.0
48329,2000,116009.0,33676.0,8787.0,,,,
48329,2009,126287.0,45141.0,11086.0,9058.0,39354.0,14567.0,52611.0
48329,2012,138472.0,52702.0,12064.0,9610.0,42016.0,15152.0,59391.0
48329,2017,159883.0,69124.0,19769.0,13819.0,48659.0,16386.0,75815.0
48329,2022,169393.0,79727.0,23103.0,13993.0,53167.0,17404.0,90123.0
48331,2000,24238.0,4516.0,1347.0,,,,
48331,2009,24780.0,5390.0,1389.0,1261.0,7160.0,4263.0,37565.0
48331,2012,24691.0,5807.0,1156.0,955.0,7020.0,4351.0,39170.0
48331,2017,24479.0,6306.0,998.0,725.0,6741.0,4792.0,41768.0
48331,2022,25080.0,6838.0,1351.0,938.0,6435.0,5199.0,56985.0
48333,2000,5151.0,671.0,225.0,,,,
48333,2009,5003.0,1058.0,437.0,434.0,1116.0,1165.0,34019.0
48333,2012,4880.0,830.0,396.0,376.0,1262.0,1077.0,34984.0
48333,2017,4887.0,892.0,324.0,299.0,1382.0,1344.0,46318.0
48333,2022,4501.0,1109.0,254.0,225.0,997.0,1266.0,59315.0
48335,2000,9698.0,3009.0,272.0,,,,
48335,2009,9275.0,3050.0,443.0,376.0,1881.0,1186.0,43009.0
