cz,group_persons,other_persons,group_workers,other_workers,group_earnings,other_earnings,mexborn_persons,s_persons,s_workers,s_ba_workers,E_lths,E_hs,E_sc,E_ba,E_grad,E_hsless,E_more,E_baplus,E_nonba,dSC,dBA,dYRS,dCOLLY,dHSY,dIPCOLL,dIPHS,ba25_with,dBA25,lnpop_with,group_ft_lc,group_ft_ba,E_all
800,22945.49114515964,484892.9543993948,10618.395534135947,232332.51265668313,518629987.7309261,14656403049.444008,8955.592931236677,0.04518265867121428,0.043705930606342994,0.020297985037594685,587926902.2024114,2690668719.14572,4457712210.842653,3828589267.502331,3091505949.7508926,3278595621.348131,11377807428.095877,6920095217.253223,7736307832.190784,0.016625053522686506,0.00780145867811971,0.13527223124605747,0.05343141441593291,0.08184081683012145,0.25293205668817187,-0.1176598254421144,0.2900759006544808,0.005079881968212574,13.137918655399764,5712.896862037944,808.3365412476107,14656403049.444008
900,136438.25725992827,2264995.2384400717,68957.90619539085,1218435.678204609,3158102804.386277,96654735631.74144,61728.91220792637,0.056815338631793985,0.053563966009298726,0.01806370041601254,2684954867.733414,10777113582.18052,18217280067.970222,36875792385.505844,28099594728.351437,13462068449.913933,83192667181.8275,64975387113.857285,31679348517.884155,0.022327905174857943,0.01718818526313598,0.18984659888569233,0.09420330989575643,0.09564328898993502,0.36213817199405085,-0.17229157310835852,0.43771963668576763,0.012112908303276049,14.691576406886574,32938.98087078254,5069.156609329949,96654735631.74144
1001,3052.4005915780663,87875.58140842193,1921.7267991897138,39856.95640081029,61924778.18575579,2121476407.315698,1447.734806632787,0.033569430712517806,0.04599778288822931,0.004492523512938121,80576450.00178196,382105721.09599614,539943171.7213831,592265576.1917264,526585488.30481017,462682171.0977781,1658794236.2179198,1118851064.4965367,1002625342.8191612,0.01608727553982936,0.013505726308624233,0.09457095451158182,0.07204601688262557,0.022524937628956465,0.26509332336057945,-0.17052236884899763,0.31191172738311623,0.005319767462534319,11.417823065578059,950.1126450860993,36.681241232985876,2121476407.315698
1002,5393.238581630286,161942.21241836972,1541.2944065647973,76418.6860934352,59230453.76456632,3960543663.194898,1210.8822560855333,0.032230101567839835,0.019770328272013835,0.005372829477647205,193578051.59670722,1028426087.9174541,1283804321.892654,761387215.7661076,693347986.021975,1222004139.5141613,2738539523.6807365,1454735201.7880826,2505808461.4068155,0.0064043618069878905,0.00326955610621682,0.07270152045137301,0.022436656000935695,0.050264864450436875,0.09928899768479305,-0.02658747723342003,0.2285807346837252,0.002260099525017212,12.027755765304164,689.0142394605373,88.77766067554617,3960543663.194898
1100,24644.131580547957,467241.2417194521,11083.935483383553,224085.44401661644,446951980.6793556,14735734605.962946,8110.435852330124,0.05010137100685355,0.047131712074715726,0.025323203713405698,617373166.3102374,2940224038.8250422,3926859848.897869,4391772259.938668,2859505291.991129,3557597205.1352797,11178137400.827667,7251277551.929797,7484457054.033149,0.017634395071902786,0.007179146700417194,0.09574392891401473,0.05440824253426313,0.04133568637975138,0.26602098339709634,-0.1702770544830816,0.2993836516459609,0.00564729148781018,13.106000987232573,5801.498408902853,739.5286070317014,14735734605.962946
1201,2978.1326009922795,54250.0711288807,1130.6400180066335,24111.82903114828,76060388.85217069,1352372159.0029678,1498.8889290242864,0.052039595983993846,0.0447911817106689,0.00675550371306136,54924514.8583986,339118132.3098201,379425552.73936355,333726058.60887504,245177900.48651043,394042647.16821873,958329511.834749,578903959.0953854,773468199.9075823,0.02230835528169206,0.011710253967381956,0.1786835947362988,0.07565833213484519,0.10302526260145406,0.34335859551515036,-0.16467500077885155,0.3023054168637394,0.010356492350277136,10.954802128048312,749.5329954581028,32.97071483976058,1352372159.0029678
1202,3382.6456480060083,64370.306551994,1147.6148058487045,29217.1417941513,82148119.63008921,1507489644.6353066,1642.6447796047983,0.04992617351965377,0.03779430281514933,0.0046228456413915636,60592917.68209818,368085754.0494325,483201924.48719394,340941503.592443,254667544.82413876,428678671.73153067,1078810972.9037757,595609048.4165817,911880596.2187246,0.019571983237055113,0.009877753960640945,0.1497389388219723,0.06288438371702365,0.08685455510494755,0.2977481825616852,-0.14800924373971291,0.2945122272218576,0.0092256838515547,11.123623312700339,783.6909113557638,0.0,1507489644.6353066
1203,26106.08981452148,493594.3069854785,11856.78841111997,233871.27448888004,431262368.56302065,14972794180.004717,11969.793568309526,0.05023296109694539,0.048251665972498775,0.020365943281219587,286278574.3909665,2126108365.1676755,3670230882.455081,4444172886.046819,4446003471.944176,2412386939.558642,12560407240.446075,8890176357.990993,6082617822.013723,0.01777607813320703,0.012315942741261743,0.1657892909227794,0.07435688625353531,0.09143240466924496,0.28766982385202056,-0.12188053292924117,0.4166816481110642,0.008023031324665586,13.161007764513656,3964.27099886234,1097.3650297889762,14972794180.004717
1204,4080.220197015329,78530.43169357372,1658.2239769861744,34776.47097220874,98789239.92603359,2020191619.1195965,1967.0325896306329,0.0493909696103021,0.04551222342600718,0.008864862729004353,87786548.78678857,484166713.8109485,547585860.843769,515031464.43406975,385621031.2440208,571953262.5977371,1448238356.5218596,900652495.6780906,1119539123.441506,0.02093402990895743,0.011576304303466844,0.17483607738320295,0.07444292233468675,0.10039315504851665,0.325651281242175,-0.15081520385897207,0.30692542616922613,0.009611045339435742,11.321893908707949,1054.1413496786704,72.5300126618342,2020191619.1195965
1301,2575.1264352590315,67029.28360574506,1360.18658825917,27394.130443443995,42510562.7325279,1321037497.6012654,1076.2455903086409,0.03699659883248805,0.0473037348360419,0.01413324363230197,77749810.30823763,358441391.2992444,416390490.04355556,217667910.46589634,250787895.48433137,436191201.607482,884846295.9937832,468455805.95022774,852581691.6510376,0.01792077664157332,0.006876930470026632,0.19138712943244585,0.04610571153773835,0.14528141789470617,0.2611550312366191,-0.06976790180417325,0.14331158149314216,0.0017348694667404796,11.150583206973288,441.2006275846686,80.26793595909194,1321037497.6012654
1302,22819.2943602961,742530.3755986998,11475.449458739222,314498.6895095576,404172001.80447394,17586578509.814613,9319.829753868295,0.029815514732656326,0.03520355784989215,0.009677997908563657,675237731.5434409,3980148035.849432,5439995218.677285,4106727814.9696603,3384469708.774794,4655385767.392873,12931192742.42174,7491197523.744454,10095380986.070158,0.01430679466607343,0.007136287135133534,0.09522328952050074,0.04485496173492698,0.05036832778557532,0.2165364977278088,-0.12131320820730807,0.2551239846015546,0.0032957048490160346,13.548088093290906,4771.80186742421,628.9825236722315,17586578509.814613
1400,38015.9291867068,683926.5262132932,16030.037229241687,299395.2889707583,768032783.8780408,16480186629.49875,10776.04680200106,0.05265783845007933,0.05082038726046243,0.023311138114867593,633598139.1632202,3450519098.930464,5288868324.058589,3556579802.2618675,3550621265.084611,4084117238.093684,12396069391.405067,7107201067.346478,9372985562.152273,0.011402784317975367,0.008312150754542946,0.11423874553903701,0.047755441566625256,0.06648330397240798,0.1845888533823299,-0.07035010784329288,0.2634970861946624,0.005264297637276427,13.489700713036568,6923.13200860393,1064.4139998916548,16480186629.49875
1500,22391.007802811127,539026.5367971889,9408.502204221859,260953.17159577814,360612783.90781504,17166476555.216892,8778.417192905905,0.03988298552152359,0.03479968914226281,0.013123287983754305,448676451.6675859,2494924855.8098736,4352940742.100871,6079408716.089311,3790525789.5492516,2943601307.4774594,14222875247.739433,9869934505.638561,7296542049.578331,0.011930615518400134,0.008868335334881017,0.08780255684185789,0.04579618503288074,0.04200637180897715,0.1889635712536819,-0.10116101441182401,0.3861699298784124,0.006051486882090729,13.238220193935673,3780.8444634397697,310.9225119232624,17166476555.216892
1600,21400.03542428126,210805.43087571877,9676.99921498021,98725.24838501978,360951686.8577439,5340656323.238401,9110.478295109515,0.09215991236241305,0.0892693595310676,0.019180029571846786,239963422.8904047,1467169142.2900174,1622898885.305537,1255729928.217139,754894944.5353026,1707132565.180422,3633523758.0579786,2010624872.7524416,3330031450.485959,0.021590975318297234,0.018377456515724866,0.17888490864854845,0.09459039858436813,0.08429451006418098,0.3536821024039334,-0.17479719375538494,0.22495382007171597,0.012645632693284697,12.355377889312505,4779.790059792884,170.44526721195865,5340656323.238401
1701,152998.85191506724,2295355.238284933,72514.53284562778,1211510.9096543721,3642927498.116816,99539376393.66182,57696.32058993436,0.0624904920932287,0.056474373828949875,0.01918948748739456,2265707708.476794,8970575574.039543,17170255941.160297,36928876513.86492,34203960656.12026,11236283282.516336,88303093111.14548,71132837169.98518,28406539223.676636,0.024646710179923037,0.020621344091201643,0.19788866335062494,0.11358796405762961,0.08430069929299577,0.4093484862167056,-0.21145982286608067,0.5067219322322214,0.015448260192367447,14.710926556843862,32464.709143491655,8952.79388961589,99539376393.66182
1702,4285.525680451754,60647.910586381564,1796.342323579547,27803.701372530842,80713728.21191853,1557996808.4637902,2152.183409936346,0.06599875082601647,0.06068715107388833,0.0198332378376448,60759199.14300439,396129157.7954759,474336187.60128486,363372274.1290017,263399989.79502338,456888356.93848026,1101108451.52531,626772263.924025,931224544.5397651,0.023767172493073696,0.010761213904158712,0.1434683064005675,0.07648629054697587,0.06698201585359165,0.36169236046385755,-0.21822405406329004,0.23050369944011645,0.00655459344105444,11.081117966739377,847.8138305716483,124.63901562261437,1557996808.4637902
1800,24593.215710138385,206779.78428986162,12561.614249314074,94862.38575068593,388015998.7941322,4561692286.870868,12779.427724035893,0.10629250478724132,0.1169348958269481,0.02793952495992413,182321449.00206745,1166489031.4343581,1783941226.8971279,936253158.297473,492687421.23984134,1348810480.4364257,3212881806.4344425,1428940579.5373144,3132751707.3335533,0.03725705654497269,0.02033914311904314,0.38535354880497685,0.12501691733550646,0.2603366314694693,0.5721015958751785,-0.18674804707020165,0.19047955954616794,0.01581781269514132,12.35178640586221,6539.590276767009,286.2691382058199,4561692286.870868
1900,39520.438631336365,627023.2925686636,21324.36608967658,298785.2151103234,783413985.809822,17229228884.11527,9355.016134810572,0.05929159150621139,0.0666158320214521,0.02632114183513561,511785055.2258608,3685838269.80645,5437444133.74047,3885043425.959505,3709117999.382983,4197623325.0323105,13031605559.082958,7594161425.342488,9635067458.772781,0.01614856326276226,0.012081238705584418,0.13826543092156918,0.07237513311771249,0.06589029780385758,0.2661578922708596,-0.12789246134929044,0.2985624019983907,0.00653798209827855,13.409861029651749,7237.947158482578,1646.2533265567254,17229228884.11527
2000,37639.8420291002,1222647.693224425,20556.335648958244,632479.3481194186,1110009483.2771032,41373096547.68328,5476.402976610636,0.029866074983855483,0.031478120047493924,0.012406731420407125,1088449192.773887,7675157831.161117,11097791370.230076,12238718557.09468,9272979596.423523,8763607023.935003,32609489523.74828,21511698153.518204,19861398394.165077,0.004439828170325066,0.007362436586652643,0.03894497628176197,0.03458756357746928,0.004357412704292685,0.08786550162137097,-0.048920525339609,0.3651827567282276,0.0028033669742022482,14.046850455475575,6513.839037309876,1647.833482607869,41373096547.68328
2100,5584.006468358003,115257.17113164198,2659.724177494121,52371.554722505876,144065735.54593036,3293433220.7508197,1566.5500864001967,0.0462094674949444,0.0483311351409302,0.014259360770892569,99582213.47850278,578935431.2946854,1057721952.9430732,1039115056.556376,518078566.47818273,678517644.7731881,2614915575.977632,1557193623.0345588,1736239597.7162614,0.01964969084299939,0.010893691916952442,0.10222703912971198,0.06697670691722046,0.035250332212489965,0.30277299703321425,-0.20054595790350227,0.27680270855809636,0.004794261597623362,11.702232380570635,571.545358129015,129.7832254266759,3293433220.7508197
2200,2825.0949350479927,147446.49130632787,1066.2204024836776,64233.800795396535,44414735.86697739,3249735996.1279054,1069.6793494503725,0.01879992755589965,0.016328025365454087,0.005457211355717651,234853286.0959604,1089293447.0269597,1115420081.347096,479675239.37223655,330493942.2856527,1324146733.12292,1925589263.004985,810169181.6578892,2439566814.470016,0.0007775362913169381,0.0021721839560137346,0.06441149918732592,0.00808949034900519,0.05632200883832006,0.017419925844807338,0.04699157334251858,0.1818077942655169,0.0021713081885854912,11.920199510905869,349.35364363617657,70.04367607557006,3249735996.1279054
2300,4154.014125051843,262882.98587494815,2236.218340477347,125470.78165952265,76995461.45163766,6860257139.8508625,943.8583904612177,0.015555949643876476,0.01751053850201905,0.017467263065904723,220042286.60332978,1711876300.1879888,1865414472.5602646,1873169966.274279,1189754114.225,1931918586.7913184,4928338553.059544,3062924080.499279,3797333059.351583,0.004266759559203748,1.5196491884250651e-05,0.03841479831060468,0.011235097688301998,0.027179700622301795,0.06243621239874564,-0.024021414088140958,0.30622690570685646,-0.0005315643030389117,12.495142504560539,292.492380340729,566.3150342767306,6860257139.8508625
2400,25799.972796701106,1339840.481012507,15829.705175945328,692024.8910232051,776894556.4197416,51609293136.830315,9334.912583859199,0.018892214802759193,0.02236293337776356,0.012220613400039068,1479745710.8757732,7471021020.311039,10348822919.82949,17264808404.781353,15044895081.032661,8950766731.186811,42658526405.64351,32309703485.814014,19299589651.016304,0.0043901147050827705,0.004718180507714831,0.047670093164446925,0.022941082564436055,0.024729010600010426,0.07562245902542841,-0.027952365860981487,0.4324396052199101,0.002198577120715417,14.12713407349256,5558.464212349112,2713.474803605421,51609293136.830315
2500,20164.596007138418,622046.9395834333,9766.938964676583,302459.2165269374,503814287.0316633,19542749673.68212,2872.0882774392444,0.03139868234941505,0.03128161684372055,0.020464557737761162,597948635.2615875,3770228589.63705,5488203577.944593,5204574055.427538,4481794815.411352,4368177224.898638,15174572448.783484,9686368870.83889,9856380802.843231,0.002957893752102647,0.004081003662532723,0.04464941253791288,0.02090612636482092,0.02374328617309196,0.056400851390053575,-0.011751438852140694,0.37039892245003664,0.0010545647234706523,13.372673023090009,3310.697221690768,1714.2673772788635,19542749673.68212
2600,2478.3618066316903,117691.68935681802,1262.314993331646,50691.574547651675,51635996.594178125,2839511616.870849,1073.5447235009765,0.020623789227323688,0.024296833297454683,0.01363946550551519,106620558.1310465,815916844.9954605,900209885.962131,658538637.4938613,358225690.2883494,922537403.126507,1916974213.7443416,1016764327.7822107,1822747289.088638,0.005903358586767382,0.002398031698777253,0.05901833651289046,0.01930120917674727,0.039717127336142966,0.09014151221795608,-0.03112317570506562,0.1955283134170225,0.0018870472493564827,11.696663111664177,582.6839692344142,76.31704452486551,2839511616.870849
2700,10566.851459060465,513671.6115872442,5057.227775718462,233301.82012907203,258306127.82419658,13869950204.082912,2261.8320325285567,0.020156574162180696,0.021216848364566835,0.014461647509709715,653985767.8958198,2451657876.915487,4506502801.353048,3606082980.865835,2651720777.052722,3105643644.8113065,10764306559.271606,6257803757.918557,7612146446.164354,0.0045884244560182585,0.0020661280798532355,0.029012461701308112,0.015151234782967427,0.013861226918340463,0.07021232825518808,-0.04119986655387997,0.2780410081913749,0.0012922011826695945,13.16970194193414,2355.784483141841,737.3742163276322,13869950204.082912
2800,2617.847044404095,112909.54955978632,783.4209570307169,45256.524182733265,33493831.80138521,2491435388.487147,893.7430136522594,0.02265996743069635,0.017016114042978918,0.005852173061787668,171692291.73451602,652869073.1820343,945046382.1638849,413630828.2852738,308196813.12143826,824561364.9165503,1666874023.570597,721827641.406712,1769607747.0804353,0.005804923522961136,0.0021984395335921947,0.061178146212213846,0.01977992691874686,0.0413982192934661,0.0894390091942796,-0.02826086298206576,0.1745678343516215,0.0003716374581873294,11.657262980852785,345.02019268956457,52.15492797016963,2491435388.487147
2900,3775.5839815096347,181075.2401679953,1269.4492802415512,80994.33267520399,57343037.75144645,4460865999.709766,429.7209396439009,0.020425031908194207,0.015431448081600371,0.01361399432722842,280465688.2649728,802593580.4406536,1429137284.067457,1115933749.5809321,832735697.3557503,1083059268.7056265,3377806731.004139,1948669446.9366825,2512196552.7730837,0.0016105816693710029,0.0005886650793957005,0.013448727652045633,0.007895699242388421,0.0055530284096576565,0.027222679274839123,-0.01377395162279349,0.2768638332597278,0.0025692085299520717,12.12730442283201,533.8129640603113,13.463152539382618,4460865999.709766
3001,423.2082651020161,32954.57551327582,291.6121184352578,13066.649307707357,9738905.125270184,635625429.3938491,110.5901889828626,0.012679339884039001,0.021830095184734298,0.0,29261034.263872687,204438677.45196822,162423076.11248925,168565850.67254475,70936790.89297429,233699711.7158409,401925717.6780083,239502641.56551903,396122787.82833016,0.012036366060175219,0.005697246440223458,0.11098998031680551,0.03522391028383054,0.07576607003297653,0.17966030300593339,-0.06867032268912787,0.22751878699208622,0.002776713876348119,10.415645801314179,207.58828769967505,0.0,635625429.3938491
3002,546.6284301071591,33279.451569892844,193.3710689127504,15411.88193108725,9772216.30334407,998993333.1740459,316.76800326058253,0.01615996976614373,0.012391408771953289,0.008932463126990269,39544474.33609102,110558367.3502127,234875787.38784668,309881807.53500307,304132896.5648925,150102841.6863037,848890491.4877422,614014704.0998955,384978629.0741504,0.0053122208586871,0.0015765751744426515,0.03505566330553478,0.01776024129547471,0.0172954220100614,0.08150689159971947,-0.04645122829418469,0.40611628812084677,0.002328503391201553,10.428987381575832,87.5971116425539,60.216090897380724,998993333.1740459
3003,9534.861505546609,572647.8379944534,4297.871108845913,269521.1085911541,153528720.06557605,15888075953.493658,3790.2426999912077,0.016377782290225216,0.015696030689891262,0.008840493132586372,715655444.2149767,2609040969.4995584,4724024424.837834,4228970988.1563396,3610384126.7849483,3324696413.714535,12563379539.779123,7839355114.941288,8048720838.55237,0.003476727873554797,0.0023951148600400707,0.04547035251293785,0.013980692583154486,0.03148965992978425,0.055701427065812936,-0.010231074552875086,0.3210773760961048,0.0009600843430571104,13.274539594118714,1298.7802614853101,722.4982900467136,15888075953.493658
3101,865.1793817034769,97755.16528354348,331.7451969850314,42251.66257596038,12342633.705757085,2186361972.698372,120.91150519136076,0.008772828615030783,0.007790480244180919,0.005528401723780566,153081231.34332955,538696878.1168481,754829670.5678362,340538607.02921534,399215585.6411425,691778109.4601777,1494583863.238194,739754192.6703578,1446607780.0280137,0.00036167934291020387,0.0005288084753128364,0.01691707868546466,0.003623916387565096,0.013293162297900452,0.00796406850248843,0.008953010182976229,0.22089902547912318,0.0012052508577215515,11.49903285465385,145.6041589612264,0.0,2186361972.698372
3102,210.1127155246864,45689.49396313958,93.9977937873597,19380.436519350013,2775646.2692657025,982047131.285234,43.40486360181021,0.004577658300988319,0.004826727815346563,0.0,71892398.71057232,271450715.290925,352443038.47328126,111945764.9420616,174315213.8683938,343343114.0014973,638704017.2837367,286260978.81045544,695786152.4747787,0.00048334796661231305,0.0009370746706535427,0.02118977456444071,0.004210451061387843,0.016979323503052868,0.010010626660735156,0.011179147903705555,0.19622716579020205,0.0008468615475788199,10.73421182691964,44.787184098683156,0.0,982047131.285234
3201,598.0949910710546,22510.06779265057,158.478512606223,8239.342505291987,7296528.3058722755,458111279.45985717,23.11578830393003,0.025882412057975382,0.01887138488287128,0.0,45692728.58362207,173042537.76485103,142143434.35130802,73277863.1639956,23954715.59608039,218735266.3484731,239376013.111384,97232578.76007599,360878700.6997811,0.008142912562724425,0.003570401230092196,0.17918092187564127,0.023937761925204804,0.15524315995043736,0.12165271267789723,0.05752820919774404,0.1578617638785895,0.0042457176597748,10.047941201351055,150.56499949316589,0.0,458111279.45985717
3202,725.1576740141518,57858.42664855384,237.27871260898263,23394.251686125514,8881770.045678139,1218308078.6996384,81.08470169022274,0.012378171844545219,0.010040767931885158,0.00028289263810131037,99733397.18231371,379198688.0983782,418198427.89164716,157801578.3906235,163375987.1366758,478932085.28069186,739375993.4189465,321177565.5272993,897130513.172339,0.003044478947634821,0.0018690984950409661,0.06768692853154334,0.01147787657583299,0.056209051955711686,0.04801162394744907,0.019675304584094278,0.18222111870756016,0.0021356931169681515,10.978209805306884,171.97338518395844,0.0,1218308078.6996384
3203,504.3787890832193,66712.92686944507,230.17529226563414,29963.10426532285,5337907.2213538885,1714395584.1472223,155.9671819450879,0.007503704353243822,0.007623394862642012,0.0004094762441767189,105914635.01723215,355345479.77014136,637422451.2447727,306129195.0550591,309583823.060017,461260114.78737354,1253135469.3598487,615713018.1150761,1098682566.0321462,0.0011205526762143592,0.0017980740487915647,0.022048484707839933,0.008574546994984722,0.013473937712856099,0.022021179109556144,2.7305598283788868e-05,0.23938113521671206,0.0008902894821836704,11.115686018037932,75.00229034244629,0.0,1714395584.1472223
3300,24949.28991816446,1265123.6035818355,13669.991306060772,603972.3036939392,709562388.1095548,39137864120.76637,10333.735053297505,0.01933944201437828,0.02213253758157992,0.013172228903441992,1599780037.7068539,6627264151.785091,9458059901.401722,10767775157.581202,10684984872.291506,8227044189.491945,30910819931.27443,21452760029.872707,17685104090.89367,0.004635670780888779,0.0034924875927117016,0.031157953190705356,0.02001279555723645,0.011145157633468017,0.07564084492790357,-0.044482891737198216,0.3426385251489871,0.0021821492705667578,14.070209281330564,6597.3015127050885,2305.6370506817243,39137864120.76637
3400,9657.434586356481,256021.56541364352,4331.376525896752,112840.62347410325,215292213.55892918,6439192663.321072,4507.701719719178,0.036350011052271654,0.03696596905315905,0.016023137756367392,630207220.9863272,2397411077.626164,1403940363.9031734,1178496186.4466472,829137814.3587592,3027618298.612491,3411574364.70858,2007634000.8054063,4431558662.515665,0.00694293863017581,0.0047935878948565935,0.11025146803900299,0.02700360547893177,0.08324786256007322,0.11031886904104127,-6.740100203828092e-05,0.17846422000581003,0.0027665834735267625,12.490044092117017,2106.5674626667396,207.44140449697093,6439192663.321072
3500,19829.011656551684,980399.0948434484,10662.885441433917,455378.8195585661,395472971.44267654,28420677978.529644,6292.693517134714,0.01982448956162349,0.02287968078186032,0.009588762732025729,1182074532.9119947,6231249377.850224,7792658977.393687,8085770053.879223,5128925036.494515,7413323910.762218,21007354067.767426,13214695090.373737,15205982888.155907,0.007157174070470229,0.004367288918397438,0.046014042767881236,0.026599467001313215,0.01941457576656802,0.11248555584695552,-0.06647151307907428,0.29646536217468983,0.0014233793727764232,13.815738638451942,5084.7611815418295,1091.215947956175,28420677978.529644
