geography,spec,gain_bn,gain_low_bn,gain_high_bn,sd_bn,induced_receipts_bn,private_bn,note,per_group_member,per_other_resident
CBSA 2023,"CRY joint: scale by education + college gradient net of CES (sigma 1.5, CRY weights)",41.75676887436372,-26.704914034461783,110.21845178318924,34.93007162826741,17.63783791131842,24.118930963045305,one regression on the CRY public file; covariance from the fit,1021.0334213903523,139.5546692989676
CBSA 2023,"CRY joint: scale by education + college gradient net of CES (sigma 2.5, CRY weights)",-2.798709441840116,-71.91494522169491,66.31752633801466,35.26403330870097,-1.0622112553295133,-1.7364981865106024,one regression on the CRY public file; covariance from the fit,-68.43383609199431,-9.353524737391384
CBSA 2023,"CRY joint: scale by education + college gradient net of CES (no CES term, CRY weights)",-70.43254556930222,-140.54689741477102,-0.31819372383340455,35.77328555293302,-29.44859253604629,-40.98395303325592,one regression on the CRY public file; covariance from the fit,-1722.2113903551485,-235.39155135259998
CBSA 2023,"CRY joint central, weight m's SE included (independence)",13.959223789166561,-206.5802714390604,234.4987190173935,112.52221736125101,5.971154250024939,7.988069539141622,m = 0.609 (0.156) from CRY Tables 3 and 10,341.32990673415725,46.6529119010314
CBSA 2023,"Ciccone-Peri joint, Table 4 col 2: scale + average schooling",114.52143429049613,4.0493584460597996,224.99351013493242,56.364339265637696,48.0365761996216,66.48485809087452,Ciccone-Peri 2006; covariance not reported (independence),2800.2696336005097,382.740363320249
CBSA 2023,"Ciccone-Peri joint, Table 4 col 1: scale + average schooling",166.39545219927356,-45.6829780560799,378.473882454627,108.20526818622865,69.77822824289407,96.61722395637949,Ciccone-Peri 2006; covariance not reported (independence),4068.6892794314153,556.1077384696383
CBSA 2023,"Ciccone-Peri joint, Table 4 col 4: scale + average schooling",166.67906820455016,32.362742444785525,300.9953939643148,68.52999634675159,69.91787922245749,96.76118898209268,Ciccone-Peri 2006; covariance not reported (independence),4075.6242369972156,557.0556072557353
CBSA 2023,"Glaeser-Resseger joint, Table 1 col 3, BA term net of CES sigma 2",13.522754958018028,-60.455329876130286,87.50083979216635,37.744614102171425,5.628296010680069,7.894458947337959,Glaeser-Resseger 2010; covariance not reported (independence),330.65740318536285,45.19419598425374
national,"CRY joint: scale by education + college gradient net of CES (sigma 2, CRY weights) [central]",16.082511635829245,-53.256192122606926,85.42121539426542,35.377539464212695,6.877842533981826,9.20466910184742,one regression on the CRY public file; covariance from the fit,393.2483839802631,53.7491202824574
national,"CRY joint: scale by education + college gradient net of CES (sigma 1.5, CRY weights)",44.046094331586445,-25.1189739872734,113.21116265044628,35.28894832704062,18.578152794284463,25.467941537301986,one regression on the CRY public file; covariance from the fit,1077.011837998617,147.20578948170214
national,"CRY joint: scale by education + college gradient net of CES (sigma 2.5, CRY weights)",-0.7293232757521673,-70.17241746143571,68.71377090993138,35.4308008645483,-0.15643796757691933,-0.5728853081752479,one regression on the CRY public file; covariance from the fit,-17.833358749125715,-2.4374603520178226
national,"CRY joint: scale by education + college gradient net of CES (no CES term, CRY weights)",-68.23014888206409,-138.09237875767042,1.6320809935422362,35.64464953213749,-28.399621647336993,-39.8305272347271,one regression on the CRY public file; covariance from the fit,-1668.3585495954767,-228.03095450475917
national,"CRY joint central, weight m's SE included (independence)",16.082511635829245,-205.4289062938674,237.5939295655259,113.0181053987199,6.877842533981826,9.20466910184742,m = 0.609 (0.156) from CRY Tables 3 and 10,393.2483839802631,53.7491202824574
national,"Ciccone-Peri joint, Table 4 col 2: scale + average schooling",123.52793984684682,4.567574599008057,242.4883050946856,60.69517871136345,51.687266819363096,71.84067302748372,Ciccone-Peri 2006; covariance not reported (independence),3020.496040740401,412.84087009646896
national,"Ciccone-Peri joint, Table 4 col 1: scale + average schooling",181.38575223815747,-49.264470411902494,412.0359748882174,117.6808465104767,75.89646346234154,105.48928877581594,Ciccone-Peri 2006; covariance not reported (independence),4435.2309862962475,606.206594799087
national,"Ciccone-Peri joint, Table 4 col 4: scale + average schooling",180.2524332815278,34.142977330921326,326.3618892321343,74.54701002192208,75.42225366514596,104.83017961638184,Ciccone-Peri 2006; covariance not reported (independence),4407.519155064867,602.4189465574674
national,"Glaeser-Resseger joint, Table 1 col 3, BA term net of CES sigma 2",49.19406983754898,-19.17392982792672,117.56206950302469,34.88227317719902,20.584063951655725,28.61000588589326,Glaeser-Resseger 2010; covariance not reported (independence),1202.8897539815678,164.41076100273517
CBSA 2023,"Rosenthal-Strange rings, OLS, by education, uniform within CBSA",-20.97303609202891,-79.27463169410211,37.32855951004429,29.74625840172228,-8.802904817898018,-12.17013127413089,R&S 2008 Table 4 OLS; SE = coef / t; independence,-512.8311259527243,-70.09366852173629
CBSA 2023,"Rosenthal-Strange rings, OLS, full sample, uniform within CBSA",-22.84869510315361,-86.89942276117542,41.2020325548682,32.679542919166785,-9.611579733839758,-13.237115369313852,R&S 2008 Table 4 OLS; SE = coef / t; independence,-558.6946012434589,-76.36228029585851
