channel,geography,spec,unit,parameters,gain_bn,gain_low_bn,gain_high_bn,sd_bn,induced_receipts_bn,private_bn,source,population,per_group_member,per_other_resident
scale,CZ 1990,"Ciccone-Peri scale term, Table 4 col 2",log city employment,0.081 (0.027),105.2878363842297,37.388365584476716,173.1873071839827,34.64322344683524,44.172419593654325,61.11541679057538,"Ciccone-Peri 2006 REStud Table 4 col 2 (2SLS, constant-composition wages)","163 US cities, 1970-1990",2574.4903811314293,351.880894616487
scale,CZ 1990,"Ciccone-Peri scale term, Table 4 col 1",log city employment,0.16 (0.06),205.39425841333178,58.202613445843326,352.58590338082024,75.09915741691606,86.17067463232534,119.22358378100644,Ciccone-Peri 2006 Table 4 col 1,"163 US cities, 1970-1990",5022.285202015499,686.445062237014
scale,CZ 1990,Glaeser-Resseger size effect varying with BA share,log population; 0.022 + 0.196 (BA share - mean),0.022 (0.012); 0.196 (0.113),32.551631877541034,0.954980620459034,64.14828313462303,16.12103653795784,13.702508052490362,18.84912382505067,"Glaeser-Resseger 2010 Table 1 col 3 (individual log income, education controls)","US MSAs, 2000 census [INFERENCE: demeaned at 2024 population-weighted mean]",795.9500929721163,108.79031937265026
scale,CZ 1990,CRY pooled on the group's share of BA workers only,log BA+ workers,0.034 (0.003),19.52739921576586,16.160215177884492,22.894583253647234,1.7179825945177418,8.188616914174695,11.338782301591168,0.034 applied to the group's share of BA+ workers,[INFERENCE: only skilled mass agglomerates],477.48252007040645,65.26222725767953
scale,CBSA 2023,"CRY place effect by education, conditional on college share [central]",log CZ workers; 0.020/0.043 x (conditional/pooled 0.0254/0.034),0.02541 (0.00215),38.09871586569303,31.80419649740433,44.393235233981734,3.2115484612414824,16.102549330068634,21.996166535624397,"Card-Rothstein-Yi 2023 Table 10, scaled by this lane's joint regression on the public CZ file","US, 691 CZs, LEHD 2010-2018 [INFERENCE: equal proportional conditioning by education]",931.5869800167865,127.32914535004568
scale,CBSA 2023,"CRY place effect, pooled, conditional on college share",log CZ workers,0.02541 (0.00215),32.906615709448076,27.46518338104275,38.34804803785341,2.7762919769982166,13.801833016512177,19.104782692935903,this lane's WLS of CRY psi_acspredict on log size and share with some college (HC1),"US, 691 CZs, LEHD 2010-2018",804.6301313515424,109.976705498869
scale,CBSA 2023,"CRY place effect by education, unconditional",log CZ workers,0.02 (0.002); 0.043 (0.003),50.890702887657376,44.482304514617546,57.29910126069721,3.269651061468389,21.508977963467117,29.381724924190262,"Card-Rothstein-Yi 2023 Table 10 cols 1, 3","US, 691 CZs, LEHD 2010-2018",1244.375699726275,170.0810528048133
scale,CBSA 2023,"CRY place effect, pooled, unconditional",log CZ workers,0.034 (0.003),43.96814444054227,36.406484046747345,51.52980483433719,3.8580608591764562,18.441307066209113,25.52683737433315,Card-Rothstein-Yi 2023 Table 3 col 2,"US, 691 CZs, LEHD 2010-2018",1075.105813033196,146.94527432308698
scale,CBSA 2023,CRY raw earnings gradient (sorting not removed),log CZ workers,0.075 (0.008),96.3463072450796,76.44741362031188,116.24520086984734,10.152683225185632,40.409982686801605,55.936324558278,Card-Rothstein-Yi 2023 Table 3 col 2 row 1,"US, 691 CZs, LEHD 2010-2018",2355.852772534922,321.9975445470502
scale,CBSA 2023,A&P recommended density elasticity (+-1.96 SD of estimates),log density = log persons at fixed area,0.04 (0.04),52.5549242878161,-49.782038803002564,154.89188737863478,52.21369529788234,22.044931966462432,30.509992321353668,"Ahlfeldt-Pietrostefani 2019 Table 6; SD 0.04 across 47 estimates (a spread, not an SE)","347 estimates, mostly high-income countries; area-based, includes sorting",1285.0691182057476,175.64302211901483
scale,CBSA 2023,"A&P net of sorting (half), fixed area",log persons at fixed area,0.02,26.363809117761214,,,,11.058687246821888,15.305121870939328,"A&P 2019: 'net of selection effects, elasticity estimates about halve'; Combes-Gobillon 2015 ~0.02","worker fixed-effect studies, France, Spain, Italy, UK, Netherlands",644.6459089155296,88.11008998229957
scale,CBSA 2023,A&P density with area scaling (0.04 x 0.43),"log persons, density elasticity to size 0.43",0.0172,22.68332039794366,,,,9.514852346361172,13.168468051582488,A&P 0.04 x their city-size elasticity of density 0.43,[INFERENCE: area shrinks with population],554.6508711938477,75.80958398055147
scale,CBSA 2023,A&P net of sorting with area scaling (0.02 x 0.43),log persons,0.0086,11.357737522490757,,,,4.764170320870663,6.593567201620093,0.02 x 0.43,[INFERENCE],277.71855712145367,37.958523771430706
scale,CBSA 2023,De la Roca-Puga static plus seven years' learning,log persons,0.049,64.28514337484059,,,,26.96534182299025,37.31980155185033,"Combes-Gobillon 2015 p. 53, De la Roca-Puga","Spain, worker panel",1571.8955669695115,214.84641092573756
scale,CBSA 2023,"Ciccone-Peri scale term, Table 4 col 2",log city employment,0.081 (0.027),103.95346894102352,36.92258199210001,170.984355889947,34.20006028117022,43.60061119392491,60.352857747098604,"Ciccone-Peri 2006 REStud Table 4 col 2 (2SLS, constant-composition wages)","163 US cities, 1970-1990",2541.862527189283,347.4213252513325
scale,CBSA 2023,"Ciccone-Peri scale term, Table 4 col 1",log city employment,0.16 (0.06),202.7690552120138,57.48874986197077,348.04936056205685,74.12396623103436,85.04625184597687,117.72280336603693,Ciccone-Peri 2006 Table 4 col 1,"163 US cities, 1970-1990",4958.093927672616,677.671410096811
scale,CBSA 2023,Glaeser-Resseger size effect varying with BA share,log population; 0.022 + 0.196 (BA share - mean),0.022 (0.012); 0.196 (0.113),29.82278268065912,-1.1416849800769042,60.78725034139514,15.79848796239932,12.560630944459957,17.26215173619916,"Glaeser-Resseger 2010 Table 1 col 3 (individual log income, education controls)","US MSAs, 2000 census [INFERENCE: demeaned at 2024 population-weighted mean]",729.2244744183001,99.67027350934562
scale,CBSA 2023,CRY pooled on the group's share of BA workers only,log BA+ workers,0.034 (0.003),19.529754763759325,16.162551104262985,22.89695842325566,1.7179926057296655,8.187604259307243,11.34215050445208,0.034 applied to the group's share of BA+ workers,[INFERENCE: only skilled mass agglomerates],477.54011775556853,65.27009969920475
scale,national,"CRY place effect by education, conditional on college share [central]",log CZ workers; 0.020/0.043 x (conditional/pooled 0.0254/0.034),0.02541 (0.00215),40.36071348177818,33.67161492338202,47.049812040174324,3.412868072268749,17.036143680528202,23.32456980124998,"Card-Rothstein-Yi 2023 Table 10, scaled by this lane's joint regression on the public CZ file","US, 691 CZs, LEHD 2010-2018 [INFERENCE: equal proportional conditioning by education]",986.8971782765514,134.88893356588198
scale,national,"CRY place effect, pooled, conditional on college share",log CZ workers,0.02541 (0.00215),35.331413077325195,29.473963913216775,41.18886224143362,2.9885493632068862,14.783571855055568,20.547841222269625,this lane's WLS of CRY psi_acspredict on log size and share with some college (HC1),"US, 691 CZs, LEHD 2010-2018",863.9210970905581,118.0805843169174
scale,national,"CRY place effect by education, unconditional",log CZ workers,0.02 (0.002); 0.043 (0.003),53.968829013482384,47.221090930857976,60.716567096106786,3.4427867464016724,22.780021931401084,31.1888070820813,"Card-Rothstein-Yi 2023 Table 10 cols 1, 3","US, 691 CZs, LEHD 2010-2018",1319.6418118907072,180.3684118397637
scale,national,"CRY place effect, pooled, unconditional",log CZ workers,0.034 (0.003),47.248930054468566,39.0950806860573,55.40277942287983,4.16020364068486,19.770167442949386,27.47876261151918,Card-Rothstein-Yi 2023 Table 3 col 2,"US, 691 CZs, LEHD 2010-2018",1155.3273399984205,157.90993858554117
scale,national,CRY raw earnings gradient (sorting not removed),log CZ workers,0.075 (0.008),103.96014488664777,82.32727826584086,125.59301150745466,11.0373795747304,43.499598179957594,60.460546706690174,Card-Rothstein-Yi 2023 Table 3 col 2 row 1,"US, 691 CZs, LEHD 2010-2018",2542.025766917487,347.44363682880766
scale,national,A&P recommended density elasticity (+-1.96 SD of estimates),log density = log persons at fixed area,0.04 (0.04),57.15987482741268,-54.58510618665748,168.90485584148286,57.01379260745104,23.917161617273507,33.24271321013917,"Ahlfeldt-Pietrostefani 2019 Table 6; SD 0.04 across 47 estimates (a spread, not an SE)","347 estimates, mostly high-income countries; area-based, includes sorting",1397.6690279095917,191.03315806619653
scale,national,"A&P net of sorting (half), fixed area",log persons at fixed area,0.02,28.61655160270356,,,,11.973901126926043,16.64265047577752,"A&P 2019: 'net of selection effects, elasticity estimates about halve'; Combes-Gobillon 2015 ~0.02","worker fixed-effect studies, France, Spain, Italy, UK, Netherlands",699.7298013937196,95.63894676352612
scale,national,A&P density with area scaling (0.04 x 0.43),"log persons, density elasticity to size 0.43",0.0172,24.614647019244874,,,,10.299401331597826,14.315245687647048,A&P 0.04 x their city-size elasticity of density 0.43,[INFERENCE: area shrinks with population],601.8755267677159,82.2642416374914
scale,national,A&P net of sorting with area scaling (0.02 x 0.43),log persons,0.0086,12.314103364710547,,,,5.152537531526376,7.16156583318417,0.02 x 0.43,[INFERENCE],301.10354389858054,41.15477967047733
scale,national,De la Roca-Puga static plus seven years' learning,log persons,0.049,69.98052946495316,,,,29.281653228410626,40.69887623654254,"Combes-Gobillon 2015 p. 53, De la Roca-Puga","Spain, worker panel",1711.158726032972,233.8808751278654
scale,national,"Ciccone-Peri scale term, Table 4 col 2",log city employment,0.081 (0.027),112.23508635679282,39.278568415925584,185.19160429766004,37.223396930182,46.962046499036546,65.27303985775627,"Ciccone-Peri 2006 REStud Table 4 col 2 (2SLS, constant-composition wages)","163 US cities, 1970-1990",2744.3640231769245,375.0991942740915
scale,national,"Ciccone-Peri scale term, Table 4 col 1",log city employment,0.16 (0.06),220.6137976602145,60.07417242297061,381.15342289745837,81.90947651959111,92.31048650073929,128.3033111594752,Ciccone-Peri 2006 Table 4 col 1,"163 US cities, 1970-1990",5394.432249024441,737.3100554761188
scale,national,Glaeser-Resseger size effect varying with BA share,log population; 0.022 + 0.196 (BA share - mean),0.022 (0.012); 0.196 (0.113),31.474176106520282,-2.126579035098583,65.07493124813915,17.143557300858006,13.169604709301423,18.30457139721886,"Glaeser-Resseger 2010 Table 1 col 3 (individual log income, education controls)","US MSAs, 2000 census [INFERENCE: demeaned at 2024 population-weighted mean]",769.6042242198646,105.18937064355978
scale,national,CRY pooled on the group's share of BA workers only,log BA+ workers,0.034 (0.003),21.126484554329906,17.47636584419641,24.776603264463407,1.8623396705926745,8.839864450655103,12.286620103674803,0.034 applied to the group's share of BA+ workers,[INFERENCE: only skilled mass agglomerates],516.583236393589,70.60650631996924
