channel,geography,spec,unit,parameters,gain_bn,gain_low_bn,gain_high_bn,sd_bn,induced_receipts_bn,private_bn,source,population,per_group_member,per_other_resident
composition,CZ 1990,"Moretti college graduates' own, col 8 (2SLS land grant, 1980)",per unit BA+ share of workers (lower bound on spillover),0.45 (0.17),-147.98062146510793,-259.4727029842599,-36.488539945955964,56.88475988291213,-62.177795051780045,-85.80282641332789,"Moretti 2004 JoE Table 5 col 8 (2SLS land grant, 1980)","282 US MSAs, 1980",-3618.411201513064,-494.5638096030371
composition,CZ 1990,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 1980 weights",per unit BA+ share (constant-composition externality),0.6028 (0.154),-199.42312277777145,-301.8596616294,-96.98658392614286,52.26450019063034,-83.79336710225897,-115.62975567551248,"Moretti 2004 Table 5 col 8 (2SLS land grant, 1980), averaged with 1980 income shares (Ciccone-Peri identification)","282 US MSAs, 1980; SE assumes perfectly correlated group estimates",-4876.279435479643,-666.4890196258841
composition,CZ 1990,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 2024 others weights",per unit BA+ share (constant-composition externality),0.5363 (0.159),-176.94190267528955,-281.94484721190366,-71.93895813867542,53.5739148967094,-74.34696212401887,-102.59494055127068,"Moretti 2004 Table 5 col 8 (2SLS land grant, 1980), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1980; SE assumes perfectly correlated group estimates",-4326.570305749561,-591.3548720035252
composition,CZ 1990,"Moretti plant productivity 0.5 per unit college share, as wages at labour share 0.7",per unit BA+ share (TFP / 0.7),0.7143,-237.3271003124553,,,,-99.72042869641447,-137.60667161604084,Moretti 2004 AER (w9316) sec. 6: 'a one percentage point increase in city college share is associated with a 0.5-0.7 percent increase in productivity'; his own wage-to-productivity factor 0.7,"US manufacturing plants, 1982-1992 [INFERENCE: applied economy-wide]",-5803.104688242474,-793.1673329284217
composition,CZ 1990,"Moretti plant productivity 0.7 per unit college share, as wages at labour share 0.7",per unit BA+ share (TFP / 0.7),1,-336.01671101084133,,,,-141.1902011650162,-194.82650984582511,Moretti 2004 AER (w9316) sec. 6: 'a one percentage point increase in city college share is associated with a 0.5-0.7 percent increase in productivity'; his own wage-to-productivity factor 0.7,"US manufacturing plants, 1982-1992 [INFERENCE: applied economy-wide]",-8216.255743350073,-1122.9963967071737
composition,CZ 1990,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2",per unit BA+ share,0.9743 (0.33),-327.0567079336281,-552.5580402523449,-101.55537561491138,115.05381339591784,-137.42511914057013,-189.63158879305797,Moretti 2004 Table 2/3; CES term 0.296 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-7997.166411387617,-1093.051305167155
composition,CZ 1990,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 1.5",per unit BA+ share,0.8758 (0.33),-292.8320120909236,-516.5944476615431,-69.06957652030422,114.16660488183426,-123.04365921301631,-169.78835287790736,Moretti 2004 Table 2/3; CES term 0.394 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-7160.306682191121,-978.6694638767794
composition,CZ 1990,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2.5",per unit BA+ share,1.033 (0.33),-347.7191589746396,-574.2722864393666,-121.16603150991263,115.59045342910734,-146.10770134893215,-201.61145762570743,Moretti 2004 Table 2/3; CES term 0.237 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-8502.403134664522,-1162.106972060596
composition,CZ 1990,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2",per unit BA+ share,0.7843 (0.32),-261.31484878462055,-476.74544868617306,-45.88424888306812,109.91559023612294,-109.80005943439161,-151.51478935022894,Moretti 2004 Table 2/3; CES term 0.296 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6389.651338144377,-873.3364263592853
composition,CZ 1990,"Moretti NLSY individual x city effects (col 4), net of CES sigma 1.5",per unit BA+ share,0.6858 (0.32),-227.59593017716358,-441.37279432653696,-13.81906602779016,109.07183200781922,-95.63142140080365,-131.96450877635993,Moretti 2004 Table 2/3; CES term 0.394 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-5565.158836463014,-760.644935560737
composition,CZ 1990,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2.5",per unit BA+ share,0.8435 (0.32),-281.67137657258587,-498.1022422871194,-65.2405108580524,110.42593931038196,-118.35391414324343,-163.31746242934247,Moretti 2004 Table 2/3; CES term 0.237 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6887.407648684359,-941.3696717493247
composition,CZ 1990,"CRY college gradient net of CES, sigma 2, CRY-implied weights [central]",per unit share of workers with some college or more,0.07325 (0.102),-24.92909982784804,-92.98612210508264,43.12792244938655,34.723608330170656,-10.465694100549289,-14.463405727298753,this lane's CRY joint regression 0.326 less CES term 0.253,"US, 691 CZs, LEHD 2010-2018",-609.5645035657031,-83.31516964024902
composition,CZ 1990,"CRY college gradient net of CES, sigma 1.5, CRY-implied weights",per unit share of workers with some college or more,-0.01113 (0.102),3.7775109827132782,-63.86983319713504,71.4248551625616,34.514585053525636,1.5858629293420299,2.191648053371248,this lane's CRY joint regression 0.326 less CES term 0.338,"US, 691 CZs, LEHD 2010-2018",92.36741891174744,12.624762647509865
composition,CZ 1990,"CRY college gradient net of CES, sigma 2.5, CRY-implied weights",per unit share of workers with some college or more,0.1239 (0.102),-42.23650710025518,-110.54091781164199,26.067903611131623,34.84982923736701,-17.731699098912774,-24.504808001342408,this lane's CRY joint regression 0.326 less CES term 0.203,"US, 691 CZs, LEHD 2010-2018",-1032.7639449763,-141.15799520921206
composition,CZ 1990,"CRY college gradient net of CES, no CES term (upper bound), CRY-implied weights",per unit share of workers with some college or more,0.3264 (0.102),-112.09868123244232,-181.40465236755276,-42.79271009733188,35.36083883944319,-47.06158322472103,-65.0370980077213,this lane's CRY joint regression 0.326 less CES term 0.000,"US, 691 CZs, LEHD 2010-2018",-2741.0286551739596,-374.64331675931794
composition,CZ 1990,"CRY college gradient net of CES, sigma 2, employment weights",per unit share of workers with some college or more,0.03578 (0.102),-12.158791182036447,-80.03346563006492,55.715883265992034,34.630572014602556,-5.104475938261012,-7.054315243775435,this lane's CRY joint regression 0.326 less CES term 0.291,"US, 691 CZs, LEHD 2010-2018",-297.3058619051182,-40.635713160412855
composition,CZ 1990,"CRY college gradient net of CES, sigma 1.5, employment weights",per unit share of workers with some college or more,-0.0611 (0.102),20.69459245527049,-46.71170480513963,88.10088971568062,34.39159967244813,8.687921439034008,12.006671016236485,this lane's CRY joint regression 0.326 less CES term 0.388,"US, 691 CZs, LEHD 2010-2018",506.02264275903633,69.16308623067978
composition,CZ 1990,"CRY college gradient net of CES, sigma 2.5, employment weights",per unit share of workers with some college or more,0.0939 (0.102),-31.98038730702802,-100.13816380111216,36.1773891870561,34.7750144870437,-13.42596569540717,-18.554421611620853,this lane's CRY joint regression 0.326 less CES term 0.233,"US, 691 CZs, LEHD 2010-2018",-781.9820630214165,-106.88117148415745
composition,CZ 1990,"CRY college gradient net of CES, sigma 2, CRY-implied weights, weight's SE included",per unit share of workers with some college or more; m sampled,0.3264 (0.102); 0.6087 (0.156),-24.92909982784804,-251.7531115178812,201.8949118621851,115.728662205037,-10.465694100549289,-14.463405727298753,"as the central, with m = 0.609 (0.156) from CRY Tables 3 and 10 (independence)","US, 691 CZs, LEHD 2010-2018",-609.5645035657031,-83.31516964024902
composition,CZ 1990,"Glaeser-Resseger BA share, net of CES sigma 2",per unit adults' BA share; 0.411 + 0.196 (log pop - mean),0.411 (0.122); 0.196 (0.113),-37.62019791666174,-121.27209298658457,46.0316971532611,42.680322225266806,-15.89259950863527,-21.727598408026466,Glaeser-Resseger 2010 Table 1 col 3; CES term 0.363 at 2000 BA shares,"US MSAs, 2000 census",-919.8862945502901,-125.72989770874455
composition,CZ 1990,"Glaeser-Resseger BA share, no CES term",per unit adults' BA share; 0.411 + 0.196 (log pop - mean),0.411 (0.122); 0.196 (0.113),-158.11730804924272,-244.57992519448715,-71.65469090399831,44.11439044045932,-66.52429675531627,-91.59301129392647,Glaeser-Resseger 2010 Table 1 col 3; CES term 0.000 at 2000 BA shares,"US MSAs, 2000 census",-3866.2727114804957,-528.4414773960715
composition,CBSA 2023,"Ciccone-Peri city, Table 4 col 2",per year of workers' mean schooling,-0.004 (0.017),10.811125433774643,-79.14184594092707,100.76409680847635,45.895216123715386,4.538058129669979,6.273067304104664,Ciccone-Peri 2006 Table 4 col 2 (2SLS),"163 US cities, 1970-1990",264.35283879218446,36.13169972991757
composition,CBSA 2023,"Ciccone-Peri city, Table 4 col 1",per year of workers' mean schooling,0.014 (0.03),-38.036695800962065,-198.44840646873703,122.37501486681289,81.84421278542615,-15.966300830972262,-22.070394969989806,Ciccone-Peri 2006 Table 4 col 1,"163 US cities, 1970-1990",-930.0704699851402,-127.12186902439241
composition,CBSA 2023,"Ciccone-Peri city, Table 4 col 4 (experience control)",per year of workers' mean schooling,-0.01 (0.018),26.98103362941549,-67.9340854885749,121.89615274740588,48.426970657619414,11.325488415213556,15.655545214201933,Ciccone-Peri 2006 Table 4 col 4,"163 US cities, 1970-1990",659.7382369832615,90.17290674061469
composition,CBSA 2023,"Ciccone-Peri city, white males, Table 5 col 2",per year of workers' mean schooling,-0.001 (0.021),2.705126052830992,-108.60746305517625,114.01771516083824,56.793180440052595,1.1354997720160809,1.5696262808149108,Ciccone-Peri 2006 Table 5 col 2,"163 US cities, 1970-1990",66.1455419916346,9.04076110033078
composition,CBSA 2023,"Acemoglu-Angrist state IV (QOB, CA and CL)",per year of workers' mean schooling,0.004 (0.035),-10.836169386380368,-196.90614714437902,175.2338083716183,94.9354058329636,-4.54858159058791,-6.287587795792458,Acemoglu-Angrist 1999 (w7444) Table 6 col 3,"US states, white men 40-49, 1960-80",-264.9652116673726,-36.21539874729955
composition,CBSA 2023,Acemoglu-Angrist state IV (QOB and CA),per year of workers' mean schooling,0.017 (0.043),-46.227666951659344,-276.5691802529833,184.1138463496646,117.52333884771555,-19.404564332648583,-26.823102619010765,Acemoglu-Angrist 1999 Table 6 col 2,"US states, white men 40-49, 1960-80",-1130.3554902095063,-154.49679052783122
composition,CBSA 2023,"Iranzo-Peri basic, Table 8 col 1","per year of schooling of SC+ (HS-or-less) workers per worker, their definition",0.06 (0.025); -0.01 (0.01),-381.99491470715674,-687.3340297877832,-76.65579962653027,155.78812421076432,-160.37412478108192,-221.62078992607482,Iranzo-Peri 2009 (w12440) Table 8 col 1 (2SLS),"US states, 1970-2000",-9340.51137650691,-1276.6594598408544
composition,CBSA 2023,"Iranzo-Peri 1980-2000, Table 8 col 5","per year of schooling of SC+ (HS-or-less) workers per worker, their definition",0.12 (0.04); 0.01 (0.03),-694.2497526162106,-1241.061971219395,-147.437534013026,278.99095014152533,-291.47378881805616,-402.7759637981544,Iranzo-Peri 2009 Table 8 col 5,"US states, 1980-2000",-16975.743557790698,-2320.2416577956947
composition,CBSA 2023,"Iranzo-Peri sector-demand control, Table 9 col 4","per year of schooling of SC+ (HS-or-less) workers per worker, their definition",0.11 (0.04); -0.01 (0.02),-696.8229045571161,-1223.5557195606527,-170.09008955357942,268.74616829877317,-292.55714886408276,-404.2657556930333,Iranzo-Peri 2009 Table 9 col 4,"US states, 1970-2000",-17038.66207856717,-2328.8413502012418
composition,CBSA 2023,"Iranzo-Peri basic, read as years beyond 12 per worker",per year beyond 12 (up to 12) per worker,0.06 (0.025); -0.01 (0.01),-89.35719886054434,-174.5244996182911,-4.189898102797592,43.45350259379598,-37.53912065596519,-51.818078204579145,"Iranzo-Peri 2009 Table 8 col 1, the reading their text compares with Moretti",[INFERENCE: not their variable; their Table 6 first stages imply ~17 years per college worker],-2184.9556116985336,-298.63935052027824
composition,CBSA 2023,"Moretti college graduates' own, col 3 (2SLS age structure, 1980-90)",per unit BA+ share of workers (lower bound on spillover),0.86 (0.35),-278.7218481435917,-508.3212018780819,-49.12249440910159,117.14467905251838,-117.09622377575006,-161.62562436784168,"Moretti 2004 JoE Table 5 col 3 (2SLS age structure, 1980-90)","282 US MSAs, 1980-1990",-6815.285997883141,-931.5120971430458
composition,CBSA 2023,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 1980-1990 weights",per unit BA+ share (constant-composition externality),1.573 (0.416),-523.7858313802033,-811.8376948213381,-235.7339679390683,146.96793586062546,-220.05950720765685,-303.7263241725464,"Moretti 2004 Table 5 col 3 (2SLS age structure, 1980-90), averaged with 1980-1990 income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-12807.572374649359,-1750.5367501417554
composition,CBSA 2023,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 2024 others weights",per unit BA+ share (constant-composition externality),1.258 (0.385),-414.0811614152904,-674.5171811079609,-153.6451417226199,132.87796086697026,-173.96642801017398,-240.11473340511643,"Moretti 2004 Table 5 col 3 (2SLS age structure, 1980-90), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-10125.081905767716,-1383.8944224374884
composition,CBSA 2023,"Moretti college graduates' own, col 4 (2SLS age structure, Katz-Murphy, 1980-90)",per unit BA+ share of workers (lower bound on spillover),0.47 (0.37),-150.10444881506774,-385.823316578463,85.61441894832754,120.26693743527703,-63.060521202521066,-87.0439276125467,"Moretti 2004 JoE Table 5 col 4 (2SLS age structure, Katz-Murphy, 1980-90)","282 US MSAs, 1980-1990",-3670.3428706538534,-501.66182105031913
composition,CBSA 2023,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 1980-1990 weights",per unit BA+ share (constant-composition externality),1.181 (0.424),-387.34322434214073,-672.50974458601,-102.17670409827143,145.4957949451466,-162.73252143161096,-224.6107029105298,"Moretti 2004 Table 5 col 4 (2SLS age structure, Katz-Murphy, 1980-90), averaged with 1980-1990 income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-9471.287847782572,-1294.5339650417804
composition,CBSA 2023,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 2024 others weights",per unit BA+ share (constant-composition externality),0.8615 (0.398),-279.2280588445228,-540.0629063443947,-18.393211344650908,133.0814481795951,-117.30890057238028,-161.91915827214254,"Moretti 2004 Table 5 col 4 (2SLS age structure, Katz-Murphy, 1980-90), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-6827.663824469082,-933.2038963140159
composition,CBSA 2023,"Moretti college graduates' own, col 6 (2SLS land grant, 1990)",per unit BA+ share of workers (lower bound on spillover),0.55 (0.19),-176.18164271501297,-297.9378498312778,-54.42543559874819,62.121654844815914,-74.01611075001095,-102.16553196500202,"Moretti 2004 JoE Table 5 col 6 (2SLS land grant, 1990)","282 US MSAs, 1990",-4307.9804854805925,-588.8140186233974
composition,CBSA 2023,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 1990 weights",per unit BA+ share (constant-composition externality),0.7467 (0.186),-240.96246116512336,-361.8230331314541,-120.10188919879263,61.6646897424293,-101.23226918092728,-139.73019198419607,"Moretti 2004 Table 5 col 6 (2SLS land grant, 1990), averaged with 1990 income shares (Ciccone-Peri identification)","282 US MSAs, 1990; SE assumes perfectly correlated group estimates",-5891.996262697295,-805.3170177640216
composition,CBSA 2023,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 2024 others weights",per unit BA+ share (constant-composition externality),0.6848 (0.187),-220.48053683152642,-341.31678689598476,-99.64428676706811,61.65228038089389,-92.62721094933688,-127.85332588218955,"Moretti 2004 Table 5 col 6 (2SLS land grant, 1990), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1990; SE assumes perfectly correlated group estimates",-5391.173765106251,-736.8646864645934
composition,CBSA 2023,"Moretti college graduates' own, col 8 (2SLS land grant, 1980)",per unit BA+ share of workers (lower bound on spillover),0.45 (0.17),-143.60948395130316,-251.73664844558488,-35.482319457021454,55.16793394893054,-60.33185938395291,-83.27762456735024,"Moretti 2004 JoE Table 5 col 8 (2SLS land grant, 1980)","282 US MSAs, 1980",-3511.5284706074194,-479.9550966531745
composition,CBSA 2023,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 1980 weights",per unit BA+ share (constant-composition externality),0.6028 (0.154),-193.48822566862788,-292.78822472143895,-94.18822661581679,50.66419538971689,-81.28702230073567,-112.20120336789219,"Moretti 2004 Table 5 col 8 (2SLS land grant, 1980), averaged with 1980 income shares (Ciccone-Peri identification)","282 US MSAs, 1980; SE assumes perfectly correlated group estimates",-4731.159770709103,-646.6540892489213
composition,CBSA 2023,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 2024 others weights",per unit BA+ share (constant-composition externality),0.5363 (0.159),-171.69317184522927,-273.50107490752765,-69.8852687829309,51.943761753939555,-72.1304019736659,-99.56276987156339,"Moretti 2004 Table 5 col 8 (2SLS land grant, 1980), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1980; SE assumes perfectly correlated group estimates",-4198.22872804038,-573.8131676290266
composition,CBSA 2023,"Moretti plant productivity 0.5 per unit college share, as wages at labour share 0.7",per unit BA+ share (TFP / 0.7),0.7143,-230.22559473741293,,,,-96.7213900612647,-133.50420467614825,Moretti 2004 AER (w9316) sec. 6: 'a one percentage point increase in city college share is associated with a 0.5-0.7 percent increase in productivity'; his own wage-to-productivity factor 0.7,"US manufacturing plants, 1982-1992 [INFERENCE: applied economy-wide]",-5629.459199624226,-769.4334979415328
composition,CBSA 2023,"Moretti plant productivity 0.7 per unit college share, as wages at labour share 0.7",per unit BA+ share (TFP / 0.7),1,-325.8210803666035,,,,-136.8843810354057,-188.93669933119781,Moretti 2004 AER (w9316) sec. 6: 'a one percentage point increase in city college share is associated with a 0.5-0.7 percent increase in productivity'; his own wage-to-productivity factor 0.7,"US manufacturing plants, 1982-1992 [INFERENCE: applied economy-wide]",-7966.952937588452,-1088.921732857295
composition,CBSA 2023,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2",per unit BA+ share,0.9743 (0.33),-317.14534483665767,-535.4987137461922,-98.7919759271231,111.40682630371504,-133.23935966381003,-183.9059851728476,Moretti 2004 Table 2/3; CES term 0.296 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-7754.814494648321,-1059.9266876120623
composition,CBSA 2023,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 1.5",per unit BA+ share,0.8758 (0.33),-284.0003287314423,-500.7336741351683,-67.26698332771628,110.58026851703707,-119.31389927695112,-164.68642945449122,Moretti 2004 Table 2/3; CES term 0.394 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6944.355014467528,-949.1532277356661
composition,CBSA 2023,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2.5",per unit BA+ share,1.033 (0.33),-337.15125170785365,-556.484304364889,-117.81819905081821,111.90667413127764,-141.64464917539513,-195.5066025324585,Moretti 2004 Table 2/3; CES term 0.237 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-8243.997448486849,-1126.7881281089533
composition,CBSA 2023,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2",per unit BA+ share,0.7843 (0.32),-253.46878023842012,-462.1890028994814,-44.74855757735889,106.49186549398931,-106.4865651102075,-146.98221512821266,Moretti 2004 Table 2/3; CES term 0.296 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6197.799850873086,-847.1141986635434
composition,CBSA 2023,"Moretti NLSY individual x city effects (col 4), net of CES sigma 1.5",per unit BA+ share,0.6858 (0.32),-220.79509034846504,-427.9738232275626,-13.616357469367431,105.70537666972331,-92.75936375701215,-128.03572659145289,Moretti 2004 Table 2/3; CES term 0.394 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-5398.865204417001,-737.9159510431645
