item,family,label,model,contrast,estimate,se,n
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G2 vs white BA+,0.004237648738861566,0.03387656594550245,15741
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,Hisp G3+ vs white BA+,-0.03358281635700511,0.03582813481328864,15741
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_hisp,white BA+ vs white no BA,0.1428194089760737,0.016843431567002954,15741
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G1 vs white G3+,0.30681073030317574,0.035392737013289495,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G2 vs white G3+,0.1105265060270284,0.03831351254688918,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G3+ vs white G3+,0.12668165029820067,0.04318492949701418,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G2 minus Mex G1,-0.19628422427614733,0.050768937258094886,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G3+ minus Mex G1,-0.18012908000497507,0.0543365442727563,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",adj_mex,Mex G3+ minus Mex G2,0.01615514427117226,0.05781738676185664,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G1 vs white moderate,0.3001021383595921,0.0362904954531368,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G2 vs white moderate,0.11545103250882605,0.03947259429585219,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G3+ vs white moderate,0.12886301004061718,0.04404780360750372,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G1 vs white conservative,0.3669033747783592,0.036268903463931704,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G2 vs white conservative,0.18225226892759316,0.039635038671475706,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G3+ vs white conservative,0.1956642464593843,0.04439011740875097,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G1 vs white liberal,0.19132269675775837,0.03923531972822961,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G2 vs white liberal,0.00667159090699232,0.0403515059157922,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,Mex G3+ vs white liberal,0.02008356843878345,0.04539064653811081,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,white liberal vs white moderate,0.10877944160183373,0.020814503266136687,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,white conservative vs white moderate,-0.06680123641876712,0.01687047760652934,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",ideo_mex,white conservative vs white liberal,-0.17558067802060084,0.01974163025833186,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G1 vs white no BA,0.2918768872768398,0.0343045476914463,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G2 vs white no BA,0.13293990462836192,0.038288338721934746,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G3+ vs white no BA,0.15012707271190173,0.04325030567323095,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G1 vs white BA+,0.14932232950563762,0.03664006987646347,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G2 vs white BA+,-0.009614653142840268,0.03984556208403731,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,Mex G3+ vs white BA+,0.0075725149406995484,0.04445985292594043,14616
confed_mean,A1 institutional confidence,"confed: 3-point confidence mean (3=a great deal, 1=hardly any)",educ_mex,white BA+ vs white no BA,0.14255455777120218,0.016809059355054744,14616
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,raw,Hisp G3+ vs NHWhite G3+,0.038482203096454025,0.01519168953878998,13918
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,raw,Mex G3+ vs NHWhite G3+,0.06377424140191548,0.021595977324346524,13587
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,raw,Hisp G1 vs NHWhite G3+,0.13836507858454478,0.014477526023745625,14261
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,raw,Mex G1 vs NHWhite G3+,0.14992336906452067,0.020679560512462645,13690
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,raw,Hisp G3+ vs White G3+ conservative,0.041884195836358995,0.015589169403865528,5696
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,raw,Hisp G3+ vs White G3+ no BA,0.032189743798960446,0.015337335701033874,9449
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,raw,White G3+ conservative vs White G3+ liberal,0.0006661754969772074,0.0069383960433312,8326
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_hisp,Hisp G1 vs white G3+,0.12292572776101153,0.014551790446035781,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_hisp,Hisp G2 vs white G3+,0.03679762837414746,0.015594705423625083,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_hisp,Hisp G3+ vs white G3+,0.023753332589587006,0.014336762915731972,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_hisp,Hisp G2 minus Hisp G1,-0.08612809938686407,0.020760432259113445,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_hisp,Hisp G3+ minus Hisp G1,-0.09917239517142452,0.01960323655641679,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_hisp,Hisp G3+ minus Hisp G2,-0.013044295784560456,0.019920994458433965,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white moderate,0.12131286841456976,0.015098039131860702,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white moderate,0.03520366533949393,0.016109864435810122,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white moderate,0.022179681098772414,0.014881140544553965,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white conservative,0.1224194929155598,0.01473219739609261,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white conservative,0.03631028984048397,0.016055599889334277,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white conservative,0.023286305599762455,0.014728772680228442,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G1 vs white liberal,0.1238473960968612,0.015431341213753396,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G2 vs white liberal,0.03773819302178537,0.01619029477653775,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,Hisp G3+ vs white liberal,0.024714208781063854,0.015094408421268524,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,white liberal vs white moderate,-0.0025345276822914403,0.0073885227168737485,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,white conservative vs white moderate,-0.0011066245009900416,0.006240132241721768,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_hisp,white conservative vs white liberal,0.0014279031813013987,0.007040832195315671,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_hisp,Hisp G1 vs white no BA,0.1323931167970117,0.014723716460440347,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_hisp,Hisp G2 vs white no BA,0.0381885767750782,0.015831847059107593,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_hisp,Hisp G3+ vs white no BA,0.025030139170373278,0.014498946929027002,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_hisp,Hisp G1 vs white BA+,0.13954407708103722,0.015069073506078555,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_hisp,Hisp G2 vs white BA+,0.04533953705910371,0.01586652371990502,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_hisp,Hisp G3+ vs white BA+,0.03218109945439879,0.014756809670706337,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_hisp,white BA+ vs white no BA,-0.007150960284025509,0.0059312721904105,15741
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_mex,Mex G1 vs white G3+,0.13216164622633636,0.020521531129924973,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_mex,Mex G2 vs white G3+,0.04680483342585806,0.020666358337351386,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_mex,Mex G3+ vs white G3+,0.045608100410444,0.02016022144420216,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_mex,Mex G2 minus Mex G1,-0.0853568128004783,0.028339988174049525,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_mex,Mex G3+ minus Mex G1,-0.08655354581589236,0.02733803125509232,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,adj_mex,Mex G3+ minus Mex G2,-0.0011967330154140643,0.0276006913461695,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white moderate,0.13044367737500656,0.020859468559777147,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white moderate,0.04504964238809839,0.021050823537586656,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white moderate,0.04386930267115785,0.020537372711927328,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white conservative,0.13192112894606392,0.020677698966558394,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white conservative,0.04652709395915574,0.021056206943197903,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white conservative,0.0453467542422152,0.020447698224988,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G1 vs white liberal,0.1334639046757567,0.021153077380865158,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G2 vs white liberal,0.04806986968884853,0.02109088713892003,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,Mex G3+ vs white liberal,0.04688952997190799,0.020749300777775728,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,white liberal vs white moderate,-0.0030202273007501404,0.0073962709948695304,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,white conservative vs white moderate,-0.0014774515710573519,0.0062333873576642645,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,ideo_mex,white conservative vs white liberal,0.0015427757296927885,0.0070879425087391834,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_mex,Mex G1 vs white no BA,0.14500131264752023,0.020883560278416313,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_mex,Mex G2 vs white no BA,0.04864650507457691,0.020912775871281247,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_mex,Mex G3+ vs white no BA,0.04759136192130098,0.02022526954971476,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_mex,Mex G1 vs white BA+,0.15342401207783005,0.02111706955121858,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_mex,Mex G2 vs white BA+,0.05706920450488673,0.02095197091593941,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_mex,Mex G3+ vs white BA+,0.0560140613516108,0.020317614360961998,14610
conlegis_great,A1 institutional confidence,conlegis: share 'a great deal' of confidence,educ_mex,white BA+ vs white no BA,-0.008422699430309821,0.005870818932791302,14610
conlegis_mean,A1 institutional confidence,"conlegis: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G3+ vs NHWhite G3+,0.09220619765377225,0.03368205882652513,13918
conlegis_mean,A1 institutional confidence,"conlegis: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Mex G3+ vs NHWhite G3+,0.15439852528200593,0.04513899652652307,13587
conlegis_mean,A1 institutional confidence,"conlegis: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Hisp G1 vs NHWhite G3+,0.37887952844569095,0.023838832961786367,14261
conlegis_mean,A1 institutional confidence,"conlegis: 3-point confidence mean (3=a great deal, 1=hardly any)",raw,Mex G1 vs NHWhite G3+,0.4098797731547592,0.033018917359134085,13690
