item,family,label,group,n,mean,se
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G3+,455,1.9813437103819658,0.03612218785340287
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G1,1063,1.9613747323654256,0.024186484678833435
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G2,624,2.0116894081119256,0.028614307294707743
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G3+,765,1.9504295500625175,0.026434046685469427
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp all,2489,1.9706381227519607,0.015520157220899274
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite all,13753,1.8386291749621755,0.006956429402028654
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite G3+,12139,1.834735371482981,0.00713805504295664
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ liberal,3210,1.985136729555659,0.01321588921133463
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ moderate,4158,1.8786093969659547,0.012257255881675479
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ conservative,4511,1.6950234888410374,0.012243536066660928
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no BA,8020,1.8561547496656394,0.008778729301226711
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ BA+,4108,1.7830087238430943,0.012179553678748732
conlabor_mean,A1 institutional confidence,"conlabor: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no HS,973,1.9079266478877028,0.029225018144650863
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,Mex G1,619,0.10293488233332383,0.014561893912644947
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,Mex G2,440,0.11878859153599614,0.021032138431560016
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,Mex G3+,494,0.11402143049279961,0.016432371312609682
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,Hisp G1,1214,0.10315888464356936,0.010075152272951802
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,Hisp G2,672,0.11176892695890858,0.015834651590705826
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,Hisp G3+,829,0.10905902357057734,0.012878414710357819
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,Hisp all,2760,0.10697633912248061,0.0070245741685857985
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,NHWhite all,14903,0.08185244565045421,0.002922546064022662
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,NHWhite G3+,13148,0.07971704031406772,0.0030430386152305233
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,White G3+ liberal,3440,0.09232446041310997,0.006152722443487773
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,White G3+ moderate,4494,0.09771695601663444,0.005785354528036228
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,White G3+ conservative,4889,0.0538756958840409,0.004020269614729873
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,White G3+ no BA,8707,0.0882797910583855,0.0038614842779023913
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,White G3+ BA+,4430,0.059490918295476695,0.004384421509482165
contv_great,A1 institutional confidence,contv: share 'a great deal' of confidence,White G3+ no HS,1068,0.1424683134834148,0.013610735095486161
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G1,619,1.7378445133422518,0.02969377880193599
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G2,440,1.6982580183051625,0.041853526419398386
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G3+,494,1.707746174470478,0.03426593257546903
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G1,1214,1.7449845950684282,0.02084066478019651
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G2,672,1.6645828562678235,0.03223523194583159
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G3+,829,1.677588018925832,0.02807120389548159
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp all,2760,1.7120868536802232,0.014978382204144797
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite all,14903,1.6340525749940267,0.006779471678486505
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite G3+,13148,1.630174936621338,0.007042937151142859
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ liberal,3440,1.6978197384709857,0.012866322618180383
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ moderate,4494,1.7046408693061688,0.012459040210722522
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ conservative,4889,1.5112088569259075,0.010946183183387392
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no BA,8707,1.651261491703611,0.008483932535084993
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ BA+,4430,1.580152407000207,0.011668635762853182
contv_mean,A1 institutional confidence,"contv: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no HS,1068,1.7999934033828606,0.026488820241338914
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),Mex G1,493,2.045235024935029,0.017851435641052047
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),Mex G2,373,1.9780606603366433,0.023860476723767572
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),Mex G3+,419,1.9848385072627093,0.023505327534409655
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),Hisp G1,947,2.047725721956325,0.014288756379407712
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),Hisp G2,573,1.9689305722494537,0.018463477215198462
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),Hisp G3+,708,1.9510666125916631,0.018563452049250306
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),Hisp all,2260,2.0041280695141035,0.009659996576714803
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),NHWhite all,12758,1.9560967885178955,0.004062503294971426
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),NHWhite G3+,11310,1.9532878310575637,0.004218970600585239
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),White G3+ liberal,3043,1.9666143701215832,0.007395940598102318
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),White G3+ moderate,3828,1.9754535927213368,0.006879503525649419
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),White G3+ conservative,4248,1.9269871074921954,0.006864688079879007
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),White G3+ no BA,7344,1.9389577800900426,0.005254495893005849
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),White G3+ BA+,3955,1.9857977045735324,0.006454521568915692
con_index_all13,A1 institutional confidence,mean of all 13 confidence items (higher = more confidence),White G3+ no HS,827,1.978094128357836,0.015323758724272184
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,Mex G1,493,0.5439953465132921,0.010154270097144393
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,Mex G2,373,0.5407234769468198,0.013294946387284854
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,Mex G3+,419,0.5787856994736941,0.010510970875497074
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,Hisp G1,947,0.5335971571092349,0.008275191055640747
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,Hisp G2,573,0.5516419112146005,0.009969396367919131
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,Hisp G3+,708,0.5775313231812916,0.007895405219816605
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,Hisp all,2260,0.5479446291506248,0.005181006455854619
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,NHWhite all,12758,0.5957717919140528,0.0017335082783723418
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,NHWhite G3+,11310,0.5964757413289464,0.0018318867049458296
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,White G3+ liberal,3043,0.6061176864285307,0.0031874075403352515
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,White G3+ moderate,3828,0.5732029963491346,0.0033675587127724796
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,White G3+ conservative,4248,0.612581683375464,0.0029173300456271064
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,White G3+ no BA,7344,0.5904856178242153,0.0022259574365641067
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,White G3+ BA+,3955,0.6100941354341737,0.002982931777195921
con_within_sd,A6 instrument checks,INSTRUMENT CHECK: within-respondent SD across the 13 confidence items; low = straightlining the battery,White G3+ no HS,827,0.5860493718112112,0.007229352386614531
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",Mex G1,572,2.0211088201410288,0.02662962294587043
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",Mex G2,418,1.8750254216596611,0.032229229964487356
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",Mex G3+,478,1.8513763492067312,0.03719584326507525
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",Hisp G1,1114,2.0203046704625303,0.018827145854229142
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",Hisp G2,642,1.8723068260833746,0.02539925862026153
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",Hisp G3+,802,1.809124508976541,0.027613142553510377
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",Hisp all,2603,1.9297964853822818,0.013686737310538816
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",NHWhite all,14556,1.7809978362926953,0.005563590419585588
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",NHWhite G3+,12860,1.7719866941539717,0.0058414099888341895
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",White G3+ liberal,3404,1.7835968478854547,0.010667036375119465
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",White G3+ moderate,4381,1.785913018324686,0.009167883115597623
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",White G3+ conservative,4806,1.7546705604924067,0.009761740818623198
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",White G3+ no BA,8422,1.7491271973754563,0.007224463151220433
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",White G3+ BA+,4427,1.8244376205606758,0.009234359296813283
con_index_gov3,A1 institutional confidence,"mean of confidence in the executive, Congress and the Supreme Court",White G3+ no HS,980,1.7711331677138686,0.021399382833455154
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,Mex G1,540,0.5804799749488548,0.027095675227267583
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,Mex G2,386,0.7226304111233697,0.02989417363150421
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,Mex G3+,394,0.7664118627275072,0.030791802651485938
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,Hisp G1,995,0.6208235841799365,0.019269030457827407
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,Hisp G2,571,0.7197071933382767,0.025162867905179378
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,Hisp G3+,640,0.7535066877983185,0.02362968748021241
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,Hisp all,2232,0.6748738496568617,0.012935003070240904
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,NHWhite all,12504,0.8246034294448965,0.0042646403985361694
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,NHWhite G3+,11052,0.8284024453560486,0.004448299586363329
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,White G3+ liberal,2858,0.9047143014259231,0.006717259013998728
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,White G3+ moderate,3908,0.8012785449893097,0.008282919149727038
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,White G3+ conservative,4015,0.8122288392544432,0.007324170155856123
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,White G3+ no BA,7397,0.7856962211217832,0.0058281664162580455
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,White G3+ BA+,3647,0.932684679815713,0.005130010476458393
tol_spkath,A2 civil liberties,spkath: share giving the tolerant answer,White G3+ no HS,929,0.6448690372763533,0.018952940306143317
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,Mex G1,546,0.3267810240020165,0.02547231961460629
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,Mex G2,382,0.4559486175772897,0.03283000435568721
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,Mex G3+,393,0.5530878482616621,0.03245968884738275
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,Hisp G1,997,0.34394975092582664,0.019405928696148714
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,Hisp G2,569,0.4605867332508935,0.026320545769938555
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,Hisp G3+,637,0.54979733211019,0.02483691943900215
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,Hisp all,2228,0.41751930235059836,0.01316651628706626
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,NHWhite all,12417,0.6255459921300839,0.005395336220882891
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,NHWhite G3+,10976,0.6307614046029688,0.005658555662935444
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,White G3+ liberal,2850,0.6620842099481214,0.011233373832539698
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,White G3+ moderate,3876,0.5920727835649782,0.009275866267754665
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,White G3+ conservative,3991,0.6538403356538869,0.009057687907756143
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,White G3+ no BA,7331,0.5911476840739278,0.006987851613304894
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,White G3+ BA+,3637,0.7263777163232615,0.009594019248894553
tol_spkrac,A2 civil liberties,spkrac: share giving the tolerant answer,White G3+ no HS,909,0.5136560003958095,0.02079765222049813
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,Mex G1,517,0.5068267064273406,0.029382145297802368
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,Mex G2,368,0.6029298954508349,0.03292009579622217
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,Mex G3+,389,0.6053533670994204,0.034202384055481413
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,Hisp G1,947,0.48253728555662495,0.02106125693288351
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,Hisp G2,542,0.6066552650886231,0.027372082432043986
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,Hisp G3+,627,0.6349454912226208,0.026156258948823542
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,Hisp all,2141,0.5487678320161619,0.014630411298864016
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,NHWhite all,12351,0.7304758881131745,0.005210198595715183
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,NHWhite G3+,10914,0.7287805598858342,0.005548242320557926
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,White G3+ liberal,2842,0.8392209155376513,0.008562547862939973
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,White G3+ moderate,3838,0.6808127482743334,0.009571794060443901
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,White G3+ conservative,3981,0.7144775390502613,0.008832655041411772
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,White G3+ no BA,7267,0.6617964215100658,0.00707596942925913
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,White G3+ BA+,3639,0.8901381693931106,0.006617834616798247
tol_spkcom,A2 civil liberties,spkcom: share giving the tolerant answer,White G3+ no HS,897,0.463313391889344,0.0213701798595849
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,Mex G1,472,0.4771578831472359,0.026456638851287916
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,Mex G2,304,0.5733491742879798,0.0346686239829177
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,Mex G3+,339,0.7111573353973913,0.03286002320778944
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,Hisp G1,838,0.47112567336331995,0.020720849506355565
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,Hisp G2,452,0.6049094695874961,0.027940847212767406
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,Hisp G3+,522,0.7091621527806139,0.025299474829791162
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,Hisp all,1834,0.5584476343938852,0.014406361254406776
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,NHWhite all,11050,0.7263170429423628,0.005280314327156656
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,NHWhite G3+,9759,0.7314157504598068,0.005505215534853971
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,White G3+ liberal,2489,0.8197739624880002,0.00890232754394647
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,White G3+ moderate,3494,0.7014088990645201,0.009161220388625347
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,White G3+ conservative,3544,0.7115172898214517,0.009145447820307712
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,White G3+ no BA,6593,0.6763736719499377,0.006947803115193381
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,White G3+ BA+,3158,0.867445712646561,0.007091463915995846
tol_spkmil,A2 civil liberties,spkmil: share giving the tolerant answer,White G3+ no HS,841,0.5071452182925075,0.021001358192721038
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,Mex G1,471,0.8065593694969727,0.020849235279388433
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,Mex G2,307,0.8459071545842987,0.02819831216376116
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,Mex G3+,336,0.8751396431580806,0.020233868087910233
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,Hisp G1,848,0.8118813288001419,0.016050220826370958
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,Hisp G2,457,0.8624174692078177,0.021917622561099033
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,Hisp G3+,520,0.8813004060013491,0.015524078561130203
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,Hisp all,1847,0.8392670431794381,0.010886064117990977
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,NHWhite all,11043,0.878234385001956,0.003811674439627716
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,NHWhite G3+,9744,0.8777560648133279,0.004021846576405593
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,White G3+ liberal,2494,0.9451694147199493,0.005887987956400152
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,White G3+ moderate,3487,0.8758148239560003,0.006631375437020366
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,White G3+ conservative,3531,0.8434753018341259,0.007534478470736367
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,White G3+ no BA,6585,0.8408066864156318,0.0054286503538670625
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,White G3+ BA+,3151,0.9692776315535616,0.0034254764623827265
tol_spkhomo,A2 civil liberties,spkhomo: share giving the tolerant answer,White G3+ no HS,839,0.6716805991140018,0.020369913999854244
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,Mex G1,419,0.15644724940922855,0.020560172917823655
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,Mex G2,308,0.37988102014364644,0.03653721376440868
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,Mex G3+,284,0.35700115749013667,0.03636836645953492
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,Hisp G1,747,0.16094809057923293,0.015496740535606512
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,Hisp G2,446,0.37487505830100865,0.031143470474077537
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,Hisp G3+,484,0.42890495127503764,0.02737743344560422
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,Hisp all,1703,0.2784888044132636,0.014179902751732929
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,NHWhite all,8301,0.48880625164982716,0.007566427241633314
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,NHWhite G3+,7378,0.489392376687557,0.00806570467386379
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,White G3+ liberal,1982,0.6309093306393699,0.013830913551061643
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,White G3+ moderate,2540,0.4352576210345004,0.013092306350938884
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,White G3+ conservative,2680,0.46009565188232787,0.012678346624158005
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,White G3+ no BA,4747,0.4090388883486766,0.009489888281593478
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,White G3+ BA+,2631,0.6719255920033449,0.012155320382518835
tol_spkmslm,A2 civil liberties,spkmslm: share giving the tolerant answer,White G3+ no HS,519,0.24027157068660998,0.025814102880490818
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,Mex G1,617,0.48265100095641844,0.02639936269118112
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,Mex G2,461,0.6083664512992083,0.029326530486666242
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,Mex G3+,474,0.689308771448296,0.025177085774812088
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,Hisp G1,1153,0.5094388118004256,0.019328574210167013
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,Hisp G2,681,0.617609485220147,0.02396163399489613
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,Hisp G3+,782,0.6854877448572421,0.01917392464809642
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,Hisp all,2656,0.5792843688976467,0.01269029850717348
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,NHWhite all,14577,0.6703073415322793,0.005071492658271027
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,NHWhite G3+,12904,0.669976802885739,0.0052250756605390575
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,White G3+ liberal,3439,0.8201012740205311,0.008120686967632074
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,White G3+ moderate,4459,0.6431063426636682,0.009117314369615536
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,White G3+ conservative,4719,0.6042190185613239,0.00902069352800276
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,White G3+ no BA,8408,0.6131670965836105,0.006384801247688791
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,White G3+ BA+,4486,0.801885225702839,0.008072102318845188
tol_colath,A2 civil liberties,colath: share giving the tolerant answer,White G3+ no HS,1004,0.48150734839680076,0.019831117636467967
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,Mex G1,625,0.34407076355382776,0.024757623250076157
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,Mex G2,458,0.3388735863804392,0.028300331255547415
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,Mex G3+,476,0.4487087960144058,0.028895369742652888
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,Hisp G1,1171,0.33853012620016515,0.018165559676167287
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,Hisp G2,683,0.3386724632918949,0.022936190158197638
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,Hisp G3+,783,0.42831762700968595,0.02241042428593368
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,Hisp all,2675,0.35888987727860056,0.011938190442717935
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,NHWhite all,14580,0.45680982136194076,0.005155255829144632
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,NHWhite G3+,12880,0.458442110169032,0.005426012599551664
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,White G3+ liberal,3419,0.4611030499690835,0.010900130215046528
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,White G3+ moderate,4469,0.45152746048713993,0.009397633624462758
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,White G3+ conservative,4704,0.46232482068798647,0.008864932410533986
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,White G3+ no BA,8400,0.43914339947999825,0.006556211336095423
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,White G3+ BA+,4471,0.5027311067541126,0.009562397442182255
tol_colrac,A2 civil liberties,colrac: share giving the tolerant answer,White G3+ no HS,1003,0.41450887063635317,0.01970210711328685
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,Mex G1,520,0.4051867491626595,0.028245117770664206
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,Mex G2,357,0.3812347555483589,0.03327865954982723
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,Mex G3+,382,0.3784655228453233,0.029482992804315537
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,Hisp G1,943,0.42671759343233234,0.020757761522250767
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,Hisp G2,532,0.36614298024280023,0.02703031171654264
tol_colcom,A2 civil liberties,colcom: share giving the tolerant answer,Hisp G3+,616,0.3569478273438581,0.024660259200551097
