occp,occupation,indp,sector,group,likely_undocumented,mexico_born,lowed_fb,workers,hours
3601,home_health_aides,8170,home_health_care,union_nat,False,True,False,211.0,536068.0
3601,home_health_aides,8180,other,other_fb,False,False,False,2036.0,3931176.0
3601,home_health_aides,8180,other,other_fb,False,False,True,3173.0,5272152.0
3601,home_health_aides,8180,other,other_fb,True,False,True,77.0,116792.0
3601,home_health_aides,8180,other,other_nat,False,False,False,3383.0,6261032.0
3601,home_health_aides,8180,other,union_fb,False,True,True,43.0,89440.0
3601,home_health_aides,8180,other,union_fb,True,True,True,121.0,270556.0
3601,home_health_aides,8180,other,union_nat,False,False,False,79.0,151996.0
3601,home_health_aides,8191,other,other_fb,False,False,False,577.0,1004432.0
3601,home_health_aides,8191,other,other_fb,False,False,True,137.0,196560.0
3601,home_health_aides,8191,other,other_nat,False,False,False,2112.0,3945224.0
3601,home_health_aides,8191,other,union_fb,True,True,True,106.0,220480.0
3601,home_health_aides,8191,other,union_nat,False,False,False,19.0,39520.0
3601,home_health_aides,8270,nursing_care_facilities,other_fb,False,False,False,180.0,157924.0
3601,home_health_aides,8270,nursing_care_facilities,other_fb,False,False,True,2111.0,3560648.0
3601,home_health_aides,8270,nursing_care_facilities,other_fb,True,False,True,189.0,351840.0
3601,home_health_aides,8270,nursing_care_facilities,other_nat,False,False,False,3853.0,6946994.0
3601,home_health_aides,8270,nursing_care_facilities,union_fb,False,True,False,54.0,112320.0
3601,home_health_aides,8270,nursing_care_facilities,union_fb,False,True,True,94.0,175136.0
3601,home_health_aides,8270,nursing_care_facilities,union_fb,True,True,True,126.0,262080.0
3601,home_health_aides,8270,nursing_care_facilities,union_nat,False,False,False,158.0,222560.0
3601,home_health_aides,8290,residential_care,other_fb,False,False,False,279.0,581744.0
3601,home_health_aides,8290,residential_care,other_fb,False,False,True,967.0,1677340.0
3601,home_health_aides,8290,residential_care,other_fb,True,False,True,294.0,493480.0
3601,home_health_aides,8290,residential_care,other_nat,False,False,False,3924.0,6372252.0
3601,home_health_aides,8370,individual_family_services,other_fb,False,False,False,8866.0,13924754.0
3601,home_health_aides,8370,individual_family_services,other_fb,False,False,True,16149.0,25677688.0
3601,home_health_aides,8370,individual_family_services,other_fb,True,False,True,6272.0,10494508.0
3601,home_health_aides,8370,individual_family_services,other_nat,False,False,False,25649.0,36628978.0
3601,home_health_aides,8370,individual_family_services,union_fb,False,False,True,843.0,1753440.0
3601,home_health_aides,8370,individual_family_services,union_fb,False,True,False,126.0,262080.0
3601,home_health_aides,8370,individual_family_services,union_fb,False,True,True,966.0,1622256.0
3601,home_health_aides,8370,individual_family_services,union_fb,True,False,True,68.0,116688.0
3601,home_health_aides,8370,individual_family_services,union_fb,True,True,True,2266.0,3154344.0
3601,home_health_aides,8370,individual_family_services,union_nat,False,False,False,2739.0,2956295.0
3601,home_health_aides,8370,individual_family_services,union_nat,False,True,False,180.0,112320.0
3601,home_health_aides,8470,child_care_services,other_fb,True,False,True,158.0,205400.0
3601,home_health_aides,8470,child_care_services,other_nat,False,False,False,476.0,807944.0
3601,home_health_aides,8680,other,other_nat,False,False,False,81.0,126360.0
3601,home_health_aides,8980,other,other_nat,False,False,False,70.0,91000.0
3601,home_health_aides,8990,other,other_nat,False,False,False,64.0,106496.0
3601,home_health_aides,9090,other,other_nat,False,False,False,96.0,149760.0
3601,home_health_aides,9170,other,other_fb,False,False,False,65.0,101400.0
3601,home_health_aides,9170,other,other_fb,False,False,True,158.0,287560.0
3601,home_health_aides,9170,other,other_nat,False,False,False,785.0,1094348.0
3601,home_health_aides,9190,other,other_fb,False,False,False,319.0,663520.0
3601,home_health_aides,9290,private_households,other_fb,False,False,False,864.0,2260908.0
3601,home_health_aides,9290,private_households,other_fb,False,False,True,503.0,927940.0
3601,home_health_aides,9290,private_households,other_fb,True,False,True,399.0,350154.0
3601,home_health_aides,9290,private_households,other_nat,False,False,False,2158.0,2840442.0
3601,home_health_aides,9290,private_households,union_fb,True,True,True,35.0,81900.0
3601,home_health_aides,9370,other,other_nat,False,False,False,392.0,799936.0
3601,home_health_aides,9370,other,union_fb,False,True,True,45.0,93600.0
3601,home_health_aides,9370,other,union_fb,True,True,True,37.0,15392.0
3601,home_health_aides,9470,other,other_nat,False,False,False,25.0,48100.0
3601,home_health_aides,9480,other,other_fb,False,False,False,2458.0,4906188.0
3601,home_health_aides,9480,other,other_fb,False,False,True,1690.0,3293732.0
3601,home_health_aides,9480,other,other_nat,False,False,False,8636.0,13849180.0
3601,home_health_aides,9480,other,union_fb,False,True,True,50.0,104000.0
3601,home_health_aides,9480,other,union_fb,True,True,True,821.0,1152112.0
3601,home_health_aides,9480,other,union_nat,False,False,False,587.0,1420120.0
3601,home_health_aides,9570,other,other_nat,False,False,False,221.0,297024.0
3602,personal_care_aides,170,other,other_fb,False,False,True,100.0,260000.0
3602,personal_care_aides,170,other,other_nat,False,False,False,173.0,272680.0
3602,personal_care_aides,180,other,other_nat,False,False,False,84.0,174720.0
3602,personal_care_aides,290,other,other_nat,False,False,False,113.0,293800.0
3602,personal_care_aides,770,other,other_nat,False,False,False,872.0,1512610.0
3602,personal_care_aides,1190,other,other_nat,False,False,False,69.0,27600.0
3602,personal_care_aides,1990,other,other_nat,False,False,False,290.0,527800.0
3602,personal_care_aides,2770,other,other_nat,False,False,False,162.0,421200.0
3602,personal_care_aides,3960,other,other_nat,False,False,False,153.0,32864.0
3602,personal_care_aides,3960,other,union_nat,False,False,False,733.0,1524640.0
3602,personal_care_aides,3970,other,other_nat,False,False,False,38.0,380.0
3602,personal_care_aides,3980,other,union_nat,False,False,False,74.0,230880.0
3602,personal_care_aides,4170,other,other_nat,False,False,False,130.0,270400.0
3602,personal_care_aides,4170,other,union_fb,False,True,False,117.0,243360.0
3602,personal_care_aides,4195,other,other_nat,False,False,False,59.0,153400.0
3602,personal_care_aides,4580,other,other_nat,False,False,False,76.0,3040.0
3602,personal_care_aides,4971,other,other_nat,False,False,False,12.0,3600.0
3602,personal_care_aides,5071,other,other_fb,False,False,False,51.0,90168.0
3602,personal_care_aides,5081,other,other_fb,True,False,True,65.0,108160.0
3602,personal_care_aides,5081,other,other_nat,False,False,False,751.0,1144936.0
3602,personal_care_aides,5171,other,other_nat,False,False,False,75.0,10800.0
3602,personal_care_aides,5276,other,other_nat,False,False,False,21.0,23625.0
3602,personal_care_aides,5382,other,other_fb,False,False,False,46.0,20700.0
3602,personal_care_aides,5392,other,other_nat,False,False,False,632.0,893220.0
3602,personal_care_aides,5471,other,other_nat,False,False,False,43.0,13416.0
3602,personal_care_aides,5491,other,other_nat,False,False,False,247.0,351676.0
3602,personal_care_aides,5571,other,other_nat,False,False,False,46.0,8050.0
3602,personal_care_aides,5581,other,other_nat,False,False,False,105.0,70800.0
3602,personal_care_aides,5791,other,other_fb,False,False,False,59.0,55224.0
3602,personal_care_aides,5791,other,other_nat,False,False,False,31.0,80600.0
3602,personal_care_aides,6290,other,other_fb,False,False,False,39.0,62400.0
3602,personal_care_aides,6290,other,other_fb,False,False,True,42.0,43680.0
3602,personal_care_aides,6290,other,other_nat,False,False,False,233.0,213928.0
3602,personal_care_aides,6380,other,other_nat,False,False,False,58.0,348.0
3602,personal_care_aides,6380,other,union_fb,False,True,False,44.0,91520.0
3602,personal_care_aides,6481,other,other_nat,False,False,False,69.0,60320.0
3602,personal_care_aides,6770,other,other_fb,False,False,True,161.0,66976.0
3602,personal_care_aides,6881,other,other_fb,False,False,False,149.0,309920.0
3602,personal_care_aides,6881,other,other_nat,False,False,False,111.0,230880.0
3602,personal_care_aides,6890,other,other_nat,False,False,False,195.0,365820.0
3602,personal_care_aides,6890,other,union_fb,False,True,True,109.0,226720.0
3602,personal_care_aides,6970,other,other_nat,False,False,False,76.0,23712.0
3602,personal_care_aides,6991,other,other_fb,False,False,True,463.0,500604.0
3602,personal_care_aides,6991,other,other_nat,False,False,False,1633.0,2522884.0
3602,personal_care_aides,6991,other,union_nat,False,False,False,48.0,78000.0
3602,personal_care_aides,6992,other,other_nat,False,False,False,341.0,602316.0
3602,personal_care_aides,6992,other,union_fb,True,True,True,229.0,476320.0
3602,personal_care_aides,7071,other,other_fb,False,False,False,257.0,329940.0
3602,personal_care_aides,7071,other,other_nat,False,False,False,721.0,1368380.0
3602,personal_care_aides,7071,other,union_nat,False,False,False,922.0,1386944.0
3602,personal_care_aides,7072,other,other_nat,False,False,False,83.0,159640.0
3602,personal_care_aides,7270,other,other_nat,False,False,False,56.0,25200.0
3602,personal_care_aides,7270,other,union_nat,False,False,False,71.0,147680.0
3602,personal_care_aides,7280,other,other_fb,False,False,False,198.0,360360.0
3602,personal_care_aides,7280,other,other_fb,False,False,True,338.0,813696.0
3602,personal_care_aides,7280,other,other_nat,False,False,False,2771.0,4988934.0
3602,personal_care_aides,7280,other,union_fb,False,True,True,78.0,77064.0
3602,personal_care_aides,7280,other,union_nat,False,False,False,296.0,391480.0
3602,personal_care_aides,7290,other,other_nat,False,False,False,539.0,539000.0
3602,personal_care_aides,7370,other,other_nat,False,False,False,45.0,9000.0
3602,personal_care_aides,7380,other,other_fb,False,False,True,182.0,378560.0
3602,personal_care_aides,7380,other,other_nat,False,False,False,53.0,110240.0
3602,personal_care_aides,7390,other,other_nat,False,False,False,862.0,1519856.0
3602,personal_care_aides,7390,other,union_fb,False,True,True,270.0,561600.0
3602,personal_care_aides,7470,other,union_nat,False,False,False,62.0,80600.0
3602,personal_care_aides,7480,other,other_nat,False,False,False,771.0,1486656.0
3602,personal_care_aides,7490,other,other_fb,False,False,False,143.0,371800.0
3602,personal_care_aides,7490,other,other_fb,False,False,True,102.0,212160.0
3602,personal_care_aides,7490,other,other_nat,False,False,False,728.0,1248800.0
3602,personal_care_aides,7580,other,other_fb,False,False,False,1150.0,1937196.0
3602,personal_care_aides,7580,other,other_fb,False,False,True,652.0,616928.0
3602,personal_care_aides,7580,other,other_fb,True,False,True,99.0,175032.0
3602,personal_care_aides,7580,other,other_nat,False,False,False,5692.0,10082945.0
3602,personal_care_aides,7580,other,union_fb,False,True,False,34.0,35360.0
3602,personal_care_aides,7580,other,union_fb,False,True,True,145.0,234640.0
3602,personal_care_aides,7580,other,union_fb,True,True,True,40.0,10400.0
3602,personal_care_aides,7580,other,union_nat,False,False,False,360.0,744640.0
3602,personal_care_aides,7590,other,other_fb,False,False,False,66.0,157872.0
3602,personal_care_aides,7590,other,other_fb,False,False,True,132.0,274560.0
3602,personal_care_aides,7590,other,other_nat,False,False,False,2412.0,4689981.0
3602,personal_care_aides,7590,other,union_fb,False,True,False,196.0,407680.0
3602,personal_care_aides,7590,other,union_nat,False,False,False,123.0,127920.0
3602,personal_care_aides,7690,services_to_buildings,other_fb,False,False,False,83.0,172640.0
3602,personal_care_aides,7690,services_to_buildings,other_fb,False,False,True,60.0,124800.0
3602,personal_care_aides,7690,services_to_buildings,other_nat,False,False,False,1251.0,1682844.0
3602,personal_care_aides,7690,services_to_buildings,union_fb,False,True,True,186.0,386880.0
3602,personal_care_aides,7690,services_to_buildings,union_nat,False,False,False,125.0,260000.0
3602,personal_care_aides,7770,landscaping_services,other_nat,False,False,False,77.0,24255.0
3602,personal_care_aides,7780,other,other_fb,False,False,False,176.0,214656.0
3602,personal_care_aides,7780,other,other_nat,False,False,False,674.0,1165537.0
3602,personal_care_aides,7780,other,union_nat,False,False,False,80.0,58240.0
3602,personal_care_aides,7860,other,other_fb,False,False,False,763.0,1255678.0
3602,personal_care_aides,7860,other,other_fb,False,False,True,475.0,973500.0
3602,personal_care_aides,7860,other,other_fb,True,False,True,231.0,265804.0
3602,personal_care_aides,7860,other,other_nat,False,False,False,6849.0,11245924.0
3602,personal_care_aides,7860,other,union_fb,False,True,True,93.0,44640.0
3602,personal_care_aides,7860,other,union_fb,True,False,True,268.0,85760.0
3602,personal_care_aides,7860,other,union_fb,True,True,True,431.0,762700.0
3602,personal_care_aides,7860,other,union_nat,False,False,False,794.0,1264200.0
3602,personal_care_aides,7860,other,union_nat,False,True,False,180.0,280800.0
3602,personal_care_aides,7870,other,other_fb,False,False,True,130.0,216320.0
3602,personal_care_aides,7870,other,other_nat,False,False,False,690.0,537626.0
3602,personal_care_aides,7880,other,other_fb,False,False,True,110.0,35200.0
3602,personal_care_aides,7880,other,other_nat,False,False,False,53.0,137800.0
3602,personal_care_aides,7890,other,other_fb,False,False,False,303.0,283608.0
3602,personal_care_aides,7890,other,other_nat,False,False,False,1891.0,4757288.0
3602,personal_care_aides,7890,other,union_fb,False,True,False,59.0,119652.0
3602,personal_care_aides,7970,other,other_fb,False,False,False,901.0,2071108.0
3602,personal_care_aides,7970,other,other_fb,False,False,True,569.0,1657760.0
3602,personal_care_aides,7970,other,other_fb,True,False,True,139.0,180700.0
3602,personal_care_aides,7970,other,other_nat,False,False,False,4059.0,6229838.0
3602,personal_care_aides,7970,other,union_fb,False,True,False,58.0,120640.0
3602,personal_care_aides,7970,other,union_fb,False,True,True,268.0,557440.0
3602,personal_care_aides,7970,other,union_fb,True,True,True,106.0,106000.0
3602,personal_care_aides,7970,other,union_nat,False,False,False,569.0,850252.0
3602,personal_care_aides,7980,other,other_fb,False,False,False,48.0,99840.0
3602,personal_care_aides,7980,other,other_fb,False,False,True,81.0,149040.0
3602,personal_care_aides,7980,other,other_nat,False,False,False,205.0,409240.0
3602,personal_care_aides,7980,other,union_fb,False,True,False,56.0,288288.0
3602,personal_care_aides,7990,other,other_nat,False,False,False,180.0,321048.0
3602,personal_care_aides,8070,other,other_nat,False,False,False,762.0,1628176.0
3602,personal_care_aides,8080,other,other_fb,False,False,False,118.0,252200.0
3602,personal_care_aides,8080,other,other_fb,False,False,True,844.0,1422336.0
3602,personal_care_aides,8080,other,other_nat,False,False,False,2090.0,3599336.0
3602,personal_care_aides,8080,other,union_nat,False,False,False,319.0,505296.0
3602,personal_care_aides,8090,other,other_fb,False,False,False,2150.0,3735822.0
3602,personal_care_aides,8090,other,other_fb,False,False,True,1655.0,3596580.0
3602,personal_care_aides,8090,other,other_fb,True,False,True,284.0,534520.0
3602,personal_care_aides,8090,other,other_nat,False,False,False,13994.0,27322183.0
3602,personal_care_aides,8090,other,union_fb,False,True,False,150.0,371540.0
3602,personal_care_aides,8090,other,union_fb,False,True,True,364.0,742144.0
3602,personal_care_aides,8090,other,union_fb,True,True,True,130.0,270400.0
3602,personal_care_aides,8090,other,union_nat,False,False,False,1658.0,2593252.0
3602,personal_care_aides,8170,home_health_care,other_fb,False,False,False,33162.0,56275827.0
3602,personal_care_aides,8170,home_health_care,other_fb,False,False,True,38851.0,62898424.0
3602,personal_care_aides,8170,home_health_care,other_fb,True,False,True,5265.0,8382674.0
3602,personal_care_aides,8170,home_health_care,other_nat,False,False,False,245929.0,383726268.0
3602,personal_care_aides,8170,home_health_care,union_fb,False,False,False,395.0,849680.0
3602,personal_care_aides,8170,home_health_care,union_fb,False,True,False,3927.0,5945904.0
3602,personal_care_aides,8170,home_health_care,union_fb,False,True,True,6319.0,8811556.0
3602,personal_care_aides,8170,home_health_care,union_fb,True,False,True,154.0,320320.0
3602,personal_care_aides,8170,home_health_care,union_fb,True,True,True,7970.0,11049417.0
3602,personal_care_aides,8170,home_health_care,union_nat,False,False,False,30369.0,48281851.0
3602,personal_care_aides,8170,home_health_care,union_nat,False,True,False,589.0,606148.0
3602,personal_care_aides,8180,other,other_fb,False,False,False,8025.0,14561574.0
3602,personal_care_aides,8180,other,other_fb,False,False,True,6390.0,11239918.0
3602,personal_care_aides,8180,other,other_fb,True,False,True,257.0,448344.0
3602,personal_care_aides,8180,other,other_nat,False,False,False,29303.0,49788805.0
3602,personal_care_aides,8180,other,union_fb,False,False,True,45.0,46800.0
3602,personal_care_aides,8180,other,union_fb,False,True,False,401.0,783680.0
3602,personal_care_aides,8180,other,union_fb,False,True,True,730.0,1195920.0
3602,personal_care_aides,8180,other,union_fb,True,True,True,1112.0,2094260.0
3602,personal_care_aides,8180,other,union_nat,False,False,False,1912.0,2842912.0
3602,personal_care_aides,8191,other,other_fb,False,False,False,2980.0,6111020.0
3602,personal_care_aides,8191,other,other_fb,False,False,True,3033.0,3770262.0
3602,personal_care_aides,8191,other,other_nat,False,False,False,11662.0,19585876.0
3602,personal_care_aides,8191,other,union_fb,False,True,False,284.0,561808.0
3602,personal_care_aides,8191,other,union_fb,False,True,True,170.0,353600.0
3602,personal_care_aides,8191,other,union_nat,False,False,False,1534.0,3431452.0
3602,personal_care_aides,8192,other,other_fb,False,False,True,461.0,958880.0
3602,personal_care_aides,8192,other,other_nat,False,False,False,2673.0,4971940.0
3602,personal_care_aides,8270,nursing_care_facilities,other_fb,False,False,False,9362.0,18404412.0
3602,personal_care_aides,8270,nursing_care_facilities,other_fb,False,False,True,11741.0,23447236.0
3602,personal_care_aides,8270,nursing_care_facilities,other_fb,True,False,True,219.0,555360.0
3602,personal_care_aides,8270,nursing_care_facilities,other_nat,False,False,False,44357.0,74731844.0
3602,personal_care_aides,8270,nursing_care_facilities,union_fb,False,True,False,670.0,1360320.0
3602,personal_care_aides,8270,nursing_care_facilities,union_fb,False,True,True,1245.0,2521200.0
3602,personal_care_aides,8270,nursing_care_facilities,union_fb,True,True,True,790.0,1549392.0
3602,personal_care_aides,8270,nursing_care_facilities,union_nat,False,False,False,6448.0,11482648.0
3602,personal_care_aides,8290,residential_care,other_fb,False,False,False,15693.0,30523162.0
3602,personal_care_aides,8290,residential_care,other_fb,False,False,True,13561.0,26293184.0
3602,personal_care_aides,8290,residential_care,other_fb,True,False,True,1270.0,2607864.0
3602,personal_care_aides,8290,residential_care,other_nat,False,False,False,119433.0,225218255.0
3602,personal_care_aides,8290,residential_care,union_fb,False,False,False,49.0,25480.0
3602,personal_care_aides,8290,residential_care,union_fb,False,True,False,1363.0,2949756.0
3602,personal_care_aides,8290,residential_care,union_fb,False,True,True,2807.0,5437512.0
3602,personal_care_aides,8290,residential_care,union_fb,True,True,True,1488.0,2769295.0
3602,personal_care_aides,8290,residential_care,union_nat,False,False,False,9568.0,16884346.0
3602,personal_care_aides,8370,individual_family_services,other_fb,False,False,False,64410.0,110132515.0
3602,personal_care_aides,8370,individual_family_services,other_fb,False,False,True,62438.0,104469861.0
3602,personal_care_aides,8370,individual_family_services,other_fb,True,False,True,5745.0,9904624.0
3602,personal_care_aides,8370,individual_family_services,other_nat,False,False,False,309599.0,520151722.0
3602,personal_care_aides,8370,individual_family_services,union_fb,False,False,False,59.0,9204.0
3602,personal_care_aides,8370,individual_family_services,union_fb,False,False,True,867.0,2159924.0
3602,personal_care_aides,8370,individual_family_services,union_fb,False,True,False,5942.0,10856286.0
3602,personal_care_aides,8370,individual_family_services,union_fb,False,True,True,12977.0,20528703.0
3602,personal_care_aides,8370,individual_family_services,union_fb,True,False,True,709.0,1452990.0
3602,personal_care_aides,8370,individual_family_services,union_fb,True,True,True,16557.0,27464750.0
3602,personal_care_aides,8370,individual_family_services,union_nat,False,False,False,53425.0,85538409.0
3602,personal_care_aides,8370,individual_family_services,union_nat,False,True,False,607.0,871052.0
3602,personal_care_aides,8380,other,other_fb,False,False,False,164.0,341120.0
3602,personal_care_aides,8380,other,other_nat,False,False,False,2588.0,6571388.0
3602,personal_care_aides,8380,other,union_nat,False,False,False,540.0,1272960.0
3602,personal_care_aides,8390,other,other_fb,False,False,False,685.0,1424800.0
3602,personal_care_aides,8390,other,other_fb,False,False,True,398.0,995904.0
3602,personal_care_aides,8390,other,other_fb,True,False,True,180.0,374400.0
3602,personal_care_aides,8390,other,other_nat,False,False,False,4870.0,8361700.0
3602,personal_care_aides,8390,other,union_fb,False,True,False,79.0,184860.0
3602,personal_care_aides,8390,other,union_fb,False,True,True,37.0,21312.0
3602,personal_care_aides,8390,other,union_nat,False,False,False,191.0,397280.0
3602,personal_care_aides,8470,child_care_services,other_fb,False,False,False,3740.0,3669144.0
3602,personal_care_aides,8470,child_care_services,other_fb,False,False,True,1666.0,2161064.0
3602,personal_care_aides,8470,child_care_services,other_fb,True,False,True,554.0,1213940.0
3602,personal_care_aides,8470,child_care_services,other_nat,False,False,False,14933.0,21836393.0
3602,personal_care_aides,8470,child_care_services,union_fb,False,False,False,57.0,74100.0
3602,personal_care_aides,8470,child_care_services,union_fb,False,True,False,648.0,1253928.0
3602,personal_care_aides,8470,child_care_services,union_fb,False,True,True,474.0,848744.0
3602,personal_care_aides,8470,child_care_services,union_fb,True,True,True,774.0,1756040.0
3602,personal_care_aides,8470,child_care_services,union_nat,False,False,False,3176.0,5277644.0
3602,personal_care_aides,8570,other,other_nat,False,False,False,300.0,67500.0
3602,personal_care_aides,8590,other,other_fb,False,False,False,70.0,163800.0
3602,personal_care_aides,8590,other,other_nat,False,False,False,364.0,286486.0
3602,personal_care_aides,8660,other,other_fb,False,False,False,47.0,48128.0
3602,personal_care_aides,8660,other,other_fb,False,False,True,129.0,201240.0
3602,personal_care_aides,8660,other,other_nat,False,False,False,70.0,86900.0
3602,personal_care_aides,8670,other,other_fb,False,False,False,252.0,524160.0
3602,personal_care_aides,8670,other,other_nat,False,False,False,453.0,1248000.0
3602,personal_care_aides,8680,other,other_fb,False,False,True,480.0,558844.0
3602,personal_care_aides,8680,other,other_fb,True,False,True,195.0,385320.0
3602,personal_care_aides,8680,other,other_nat,False,False,False,1621.0,2674496.0
3602,personal_care_aides,8680,other,union_nat,False,False,False,155.0,257920.0
3602,personal_care_aides,8770,other,other_nat,False,False,False,110.0,8360.0
3602,personal_care_aides,8980,other,other_fb,False,False,True,104.0,52000.0
3602,personal_care_aides,8980,other,other_nat,False,False,False,324.0,608660.0
3602,personal_care_aides,8980,other,union_nat,False,False,False,445.0,925600.0
3602,personal_care_aides,8990,other,other_fb,False,False,True,200.0,432588.0
3602,personal_care_aides,8990,other,other_nat,False,False,False,357.0,613800.0
3602,personal_care_aides,9080,other,other_nat,False,False,False,39.0,1092.0
3602,personal_care_aides,9090,other,other_fb,False,False,False,89.0,60164.0
3602,personal_care_aides,9090,other,other_fb,True,False,True,151.0,14496.0
3602,personal_care_aides,9090,other,other_nat,False,False,False,3812.0,4908194.0
3602,personal_care_aides,9160,other,other_fb,True,False,True,135.0,24300.0
3602,personal_care_aides,9160,other,other_nat,False,False,False,422.0,634532.0
3602,personal_care_aides,9160,other,union_fb,True,True,True,41.0,7380.0
3602,personal_care_aides,9160,other,union_nat,False,False,False,316.0,491230.0
3602,personal_care_aides,9170,other,other_fb,False,False,False,1924.0,2880552.0
3602,personal_care_aides,9170,other,other_fb,False,False,True,1406.0,2210262.0
3602,personal_care_aides,9170,other,other_fb,True,False,True,159.0,314340.0
3602,personal_care_aides,9170,other,other_nat,False,False,False,14981.0,26872372.0
3602,personal_care_aides,9170,other,union_fb,False,True,False,70.0,145600.0
3602,personal_care_aides,9170,other,union_fb,False,True,True,237.0,365664.0
3602,personal_care_aides,9170,other,union_nat,False,False,False,467.0,833456.0
3602,personal_care_aides,9180,other,other_fb,False,False,False,254.0,316992.0
3602,personal_care_aides,9180,other,other_nat,False,False,False,25.0,52000.0
3602,personal_care_aides,9190,other,other_fb,False,False,False,267.0,210504.0
3602,personal_care_aides,9190,other,other_nat,False,False,False,311.0,475800.0
3602,personal_care_aides,9290,private_households,other_fb,False,False,False,14175.0,24762728.0
3602,personal_care_aides,9290,private_households,other_fb,False,False,True,17896.0,29279512.0
3602,personal_care_aides,9290,private_households,other_fb,True,False,True,2840.0,2207468.0
3602,personal_care_aides,9290,private_households,other_nat,False,False,False,101828.0,158924071.0
3602,personal_care_aides,9290,private_households,union_fb,False,True,False,1525.0,3047236.0
3602,personal_care_aides,9290,private_households,union_fb,False,True,True,3402.0,5316558.0
3602,personal_care_aides,9290,private_households,union_fb,True,False,True,67.0,100480.0
3602,personal_care_aides,9290,private_households,union_fb,True,True,True,3712.0,5832912.0
3602,personal_care_aides,9290,private_households,union_nat,False,False,False,11770.0,19021278.0
