channel,spec,netting,people_point,price,unit_price,bn_point,bn_p2_5,bn_p5,bn_median,bn_p95,bn_p97_5,per_group_member,per_other_resident,pool_weight_ltcfocus
hcbs_outlay,kw_formal_care_state_plan_all,need_all_ages,61734.478341226335,hcbs_state_plan_all,16847.34072353957,-1.0400617910046142,-3.815972329649778,-2.876484526452306,-1.0345392507302371,-0.23434756412306965,-0.08697948400210812,-25.431513921058865,-3.475974894059128,
hcbs_outlay,kw_formal_care_waiver_seniors_pd,need_all_ages,61734.478341226335,hcbs_waiver_seniors_pd,21331.88465714363,-1.3169127713439717,-4.831734748333532,-3.642167457953999,-1.3099202023634655,-0.2967278509759731,-0.11013229629043905,-32.20105359788749,-4.40123439823314,
nf_saving,aaf_ltcfocus_nh_residents,need_65plus,51815.509262704654,per_nh_resident,62703.19431052354,3.248997945598102,1.2142020593718073,1.5194866185019613,3.178069511449954,11.31338819851616,18.11801511156652,79.44425725240706,10.85842724675056,
nf_saving,aaf_acs_relative,need_65plus,146670.1009802157,per_acs_institutional_65p,45197.20123973804,6.629078069855509,0.5879636476423518,1.7965795039073247,6.452397548632161,24.12487697117257,37.76334706460457,162.0937262337796,22.154942274457103,
nf_saving,aaf_acs_absolute,need_65plus,228501.91413112034,per_acs_institutional_65p,45197.20123973804,10.327646996649587,0.9243778351396095,2.8196683806049965,10.071972616936563,37.59057611278428,58.903270111792985,252.53085983802916,34.515873946666176,
nf_saving,aaf_pooled_precision_weighted,need_65plus,,own_measure,,3.4412700516068226,1.3371814811282805,1.6427841480510494,3.366633077298436,11.968956824226435,19.05988392180274,84.14568055521772,11.501016965067807,0.9431161099913387
nf_saving,bmw_care_hours_home_care_aaf_preferred,need_65plus,247405.30339122532,per_acs_institutional_65p,45197.20123973804,11.182027285151655,7.2651014678970816,7.8832201703944405,11.174204683621449,14.4707580614123,15.097717908874312,273.4221034053282,37.37128547942097,
nf_saving,bmw_care_hours_home_care_aaf_without_california,need_65plus,147460.1146040416,per_acs_institutional_65p,45197.20123973804,6.664784474593702,6.664784474593702,6.664784474593702,6.664784474593702,6.664784474593702,6.664784474593702,162.96681659920222,22.27427611356217,
nf_saving,bmw_care_hours_home_care_aaf_year_by_state_ns,need_65plus,99945.18878718372,per_acs_institutional_65p,45197.20123973804,4.517242810557953,-3.8695865043612745,-2.538131098703636,4.522947019490351,11.583563467139502,12.932307271365776,110.45528680612594,15.097009365858801,
nf_saving,bmw_care_hours_direct_care_all_preferred,need_65plus,213207.31751971043,per_acs_institutional_65p,45197.20123973804,9.636374035723078,6.2589585401151195,6.800748795048419,9.63578385125533,12.469937896897493,13.010188822788587,235.62790457027225,32.20558096416798,
nf_saving,bmw_care_hours_direct_care_all_without_california,need_65plus,127077.20911770819,per_acs_institutional_65p,45197.20123973804,5.7435341934773305,5.7435341934773305,5.7435341934773305,5.7435341934773305,5.7435341934773305,5.7435341934773305,140.44047292267882,19.195379382616675,
nf_saving,bmw_care_hours_direct_care_all_year_by_state_ns,need_65plus,86130.10840200222,per_acs_institutional_65p,45197.20123973804,3.8928398422457464,-3.358053163667168,-2.198666283663461,3.892246259934884,10.000300981033241,11.190727420183217,95.18743164759343,13.010201581551303,
hcbs_outlay,kw_formal_care_state_plan_all,need_65plus,90190.3200908486,hcbs_state_plan_all,16847.34072353957,-1.5194670525356229,-5.574903605188509,-4.202369035065746,-1.5113989569034278,-0.3423675454734628,-0.12707173874745892,-37.15389588711325,-5.0781880198312335,
hcbs_outlay,kw_formal_care_waiver_seniors_pd,need_65plus,90190.3200908486,hcbs_waiver_seniors_pd,21331.88465714363,-1.923929505368846,-7.058870751893364,-5.320985253032887,-1.913713787158297,-0.43350135254193845,-0.16089659006872498,-47.04378184267578,-6.429935910002137,
nf_saving,aaf_ltcfocus_nh_residents,need_medicaid,29519.564605737538,per_nh_resident,62703.19431052354,1.8509709954356142,0.6917372162516641,0.8656594143465725,1.810562698305799,6.445295985467924,10.32192726123753,45.259805758683214,6.186102369505548,
nf_saving,aaf_acs_relative,need_medicaid,83558.71790556496,per_acs_institutional_65p,45197.20123973804,3.7766201885123216,0.3349659422318209,1.0235206695750596,3.675964378407566,13.744067644792754,21.513974855494755,92.3456372778884,12.62178562197315,
nf_saving,aaf_acs_absolute,need_medicaid,130178.7266536307,per_acs_institutional_65p,45197.20123973804,5.883714105696996,0.5266228512040522,1.6063797135722646,5.738055084346742,21.415546347373834,33.55749875464064,143.86814175918494,19.663872562292394,
nf_saving,aaf_pooled_precision_weighted,need_medicaid,,own_measure,,1.9605094123298574,0.7617992312231052,0.9359026569787915,1.9179883406194023,6.81877683464831,10.858514811751283,47.93823101978805,6.5521890677695005,0.9431161099913387
nf_saving,bmw_care_hours_home_care_aaf_preferred,need_medicaid,140948.08564423549,per_acs_institutional_65p,45197.20123973804,6.370458991218344,4.14455769500122,4.5008813252402815,6.372713677611978,8.248924500495576,8.606196094578193,155.7699916677212,21.290615335190182,
nf_saving,bmw_care_hours_home_care_aaf_without_california,need_medicaid,84008.79276808738,per_acs_institutional_65p,45197.20123973804,3.796962312646695,3.796962312646695,3.796962312646695,3.796962312646695,3.796962312646695,3.796962312646695,92.84304139135702,12.689770729583552,
nf_saving,bmw_care_hours_home_care_aaf_year_by_state_ns,need_medicaid,56939.292876148116,per_acs_institutional_65p,45197.20123973804,2.573496678571649,-2.2208599232289847,-1.4428967270809236,2.578123995661436,6.5801082516389116,7.357736375539787,62.9269502763642,8.60084460560663,
nf_saving,bmw_care_hours_direct_care_all_preferred,need_medicaid,42702.59955329829,per_acs_institutional_65p,45197.20123973804,1.9300379854703704,1.252158747791954,1.362285645803148,1.9294834600152715,2.4979953194885924,2.604050487200004,47.19314594592619,6.450350969623979,
nf_saving,bmw_care_hours_direct_care_all_without_california,need_medicaid,25451.880528455935,per_acs_institutional_65p,45197.20123973804,1.150353766174393,1.150353766174393,1.150353766174393,1.150353766174393,1.150353766174393,1.150353766174393,28.12836513333349,3.844580048120252,
nf_saving,bmw_care_hours_direct_care_all_year_by_state_ns,need_medicaid,17250.719024842358,per_acs_institutional_65p,45197.20123973804,0.7796842192959776,-0.670368311711668,-0.43972927145627483,0.778131548832062,2.0009470395756734,2.2343680054371124,19.0647808125927,2.605770921503727,
hcbs_outlay,kw_formal_care_state_plan_all,need_medicaid,35862.15192932875,hcbs_state_plan_all,16847.34072353957,-0.6041818926327435,-2.216735009691125,-1.670977513405302,-0.6009737958985188,-0.13613475281020226,-0.05052721840098822,-14.773410912922522,-2.019227230920578,
hcbs_outlay,kw_formal_care_waiver_seniors_pd,need_medicaid,35862.15192932875,hcbs_waiver_seniors_pd,21331.88465714363,-0.7650072885134017,-2.806801163349914,-2.1157700889160655,-0.7609452379722252,-0.17237206111219855,-0.06397690963002825,-18.70590158758535,-2.556719371525336,
nf_saving,aaf_ltcfocus_nh_residents,no_netting,85863.05569019422,per_nh_resident,62703.19431052354,5.3838878650375515,2.012044280302575,2.51792882095334,5.266352938179962,18.74732285287344,30.023214335942892,131.6464275231845,17.993410788818323,
nf_saving,aaf_acs_relative,no_netting,243045.8221437408,per_acs_institutional_65p,45197.20123973804,10.984990933908234,0.9743097412276558,2.9770971701495554,10.692215090361866,39.977135887880486,62.57733289114108,268.6041851307211,36.71277324864515,
nf_saving,aaf_acs_absolute,no_netting,378648.6489765757,per_acs_institutional_65p,45197.20123973804,17.11385918694922,1.5317789338896195,4.672449361913868,16.690183267977666,62.2910355630075,97.6081260979473,418.4668179527513,57.19597180552011,
nf_saving,aaf_pooled_precision_weighted,no_netting,,own_measure,,5.702500395934367,2.215832472086774,2.7222441465532907,5.578820077574525,19.83366024912907,31.583977421299252,139.43711754276453,19.058240944015374,0.9431161099913385
nf_saving,bmw_care_hours_home_care_aaf_preferred,no_netting,409973.3003766937,per_acs_institutional_65p,45197.20123973804,18.529645760045,12.031536593907969,13.085546247337994,18.545810033972018,23.978048405679317,25.036439266166227,453.0855264317495,61.92765085189044,
nf_saving,bmw_care_hours_home_care_aaf_without_california,no_netting,244354.947244387,per_acs_institutional_65p,45197.20123973804,11.04415972453013,11.04415972453013,11.04415972453013,11.04415972453013,11.04415972453013,11.04415972453013,270.0509760189235,36.91052037529893,
nf_saving,bmw_care_hours_home_care_aaf_year_by_state_ns,no_netting,165618.35313230674,per_acs_institutional_65p,45197.20123973804,7.4854860355148665,-6.4256041174134415,-4.193713347819811,7.482059112549705,19.143468698007784,21.38649863224356,183.03455041282595,25.0171304765915,
nf_saving,bmw_care_hours_direct_care_all_preferred,no_netting,473580.55536112137,per_acs_institutional_65p,45197.20123973804,21.404515663883505,13.892253986284537,15.108310492465574,21.41750593488207,27.695030074967804,28.940695956822115,523.3816325026029,71.53571038821514,
nf_saving,bmw_care_hours_direct_care_all_without_california,no_netting,282266.55617550283,per_acs_institutional_65p,45197.20123973804,12.757658342712023,12.757658342712023,12.757658342712023,12.757658342712023,12.757658342712023,12.757658342712023,311.94931738565737,42.63717837708187,
nf_saving,bmw_care_hours_direct_care_all_year_by_state_ns,no_netting,191313.99918561857,per_acs_institutional_65p,45197.20123973804,8.646857321171481,-7.467965588752647,-4.830705895709086,8.664644141264409,22.15823236577863,24.712103528116657,211.43231511694555,28.898532011133266,
hcbs_outlay,kw_formal_care_state_plan_all,no_netting,173153.42644309672,hcbs_state_plan_all,16847.34072353957,-2.917174772735197,-10.703073903673966,-8.067989966850527,-2.901685101535695,-0.657300179685891,-0.2439608479717228,-71.33054159341555,-9.749446003410775,
hcbs_outlay,kw_formal_care_waiver_seniors_pd,no_netting,173153.42644309672,hcbs_waiver_seniors_pd,21331.88465714363,-3.6936889208733428,-13.55209357587495,-10.21558441845822,-3.6740760997862036,-0.8322649757173872,-0.3089000664965699,-90.3178080607276,-12.344622277699974,
nf_saving,bmw_labour_share_union_frame_preferred,none_by_construction,216978.79765776516,per_acs_institutional_65p,45197.20123973804,9.806834382494412,6.370106416217362,6.924112834361345,9.80382893677669,12.698303968626396,13.259271655305756,239.79598835086802,32.775273929465214,
nf_saving,bmw_labour_share_mexborn_only_faq_preferred,none_by_construction,257894.4054309588,per_acs_institutional_65p,45197.20123973804,11.656105340865636,7.571314914065844,8.22979010774597,11.652533159413831,15.092818226118927,15.759567372043952,285.0142249291013,38.95569463062577,
nf_saving,bmw_labour_share_union_frame_without_california,none_by_construction,129325.11118674744,per_acs_institutional_65p,45197.20123973804,5.8451330756589215,5.8451330756589215,5.8451330756589215,5.8451330756589215,5.8451330756589215,5.8451330756589215,142.9247612687293,19.53493148113821,
nf_saving,bmw_labour_share_mexborn_only_faq_without_california,none_by_construction,153711.8972767304,per_acs_institutional_65p,45197.20123973804,6.947347554158325,6.947347554158325,6.947347554158325,6.947347554158325,6.947347554158325,6.947347554158325,169.87602810343785,23.218625938783568,
nf_saving,bmw_labour_share_union_frame_year_by_state_ns,none_by_construction,87653.68647101772,per_acs_institutional_65p,45197.20123973804,3.9617013068354914,-3.439307146391597,-2.2480741004750495,3.9711610993151334,10.145695561596332,11.34309019393619,96.87122708213874,13.24034244832701,
nf_saving,bmw_labour_share_mexborn_only_faq_year_by_state_ns,none_by_construction,104182.50815422839,per_acs_institutional_65p,45197.20123973804,4.708757786707309,-4.087855961908846,-2.671992562246563,4.720001408588215,12.058865441167978,13.48205231521718,115.13819682566343,15.737068691842197,
