cbsa,pop,pop_fb,emp,emp_fb,emp_mex,emp2564_noba,emp2564_ba,emp2564_hsl,emp2564_somecol_up,emp2564_noba_fb,emp2564_ba_fb,emp2564_noba_mex,emp2564_hsl_fb,emp2564_nat,hrs2564_noba,hrs2564_ba,hrs2564_hsl,hrs2564_somecol_up,hrs_all,hrs_fb,commuters,commute_min,commuters_nat,commute_min_nat,car_nat,car_min_nat,car_all,car_min_all,workers_nat,home_nat,transit_nat,workers,home,transit,n_week_noba,r_week_noba,raw_week_noba,obs_week_noba,n_hour_noba,r_hour_noba,raw_hour_noba,obs_hour_noba,n_week_ba,r_week_ba,raw_week_ba,obs_week_ba,n_hour_ba,r_hour_ba,raw_hour_ba,obs_hour_ba,n_week_hsl,r_week_hsl,raw_week_hsl,obs_week_hsl,n_hour_hsl,r_hour_hsl,raw_hour_hsl,obs_hour_hsl,n_week_somecol,r_week_somecol,raw_week_somecol,obs_week_somecol,n_hour_somecol,r_hour_somecol,raw_hour_somecol,obs_hour_somecol,sample,fp_pop_share
11700,109224.0,2106.0,81183.0,1452.0,57.0,53520.0,15015.0,32133.0,36402.0,924.0,465.0,27.0,483.0,67146.0,110814633.0,31380289.5,66718719.0,75476203.5,161488393.5,3255948.0,78213.0,1457313.0,76854.0,1432872.0,74019.0,1382361.0,75354.0,1404642.0,78474.0,1620.0,825.0,79926.0,1713.0,849.0,33990.0,-4862.792424213285,210900.26420043744,1393.0,48549.0,-6881.348625368194,115799.85916443657,1997.0,8025.0,-1367.408289267687,53650.1083232293,356.0,12162.0,-1764.1993355901702,34878.410053214444,555.0,21030.0,-2696.834886063144,129137.95355392082,855.0,30660.0,-4049.913691272608,71280.48812928083,1257.0,12960.0,-2165.957538150142,81762.31064651717,538.0,17889.0,-2831.4349340955755,44519.371035155855,740.0,199001,0.5589008887480328
12060,1489101.0,89328.0,1148050.0,67228.0,6754.0,620039.0,353577.0,329058.0,644558.0,35088.0,23533.0,3938.0,21140.0,914995.0,1261429862.0,765106080.5,658305157.5,1368230785.0,2297968934.0,129381530.5,1104133.0,28470820.0,1039598.0,26868279.0,956741.0,24020393.0,1015463.0,25438989.0,1063330.0,23732.0,59595.0,1129348.0,25215.0,63611.0,373747.0,28058.723747176682,2401777.4011391746,15911.0,544782.0,45037.90949320294,1422311.8275917107,23199.0,211059.0,13902.603470767812,1455923.3181626464,9067.0,282154.0,14915.752788243472,858417.4991645981,12130.0,197705.0,12464.697715626626,1247481.903522142,8474.0,300138.0,22331.839586616294,753568.1347147826,12847.0,176042.0,15594.026031550085,1154295.497617039,7437.0,244644.0,22706.069906586574,668743.6928769299,10352.0,199001,0.6836236389505371
12100,141088.0,9406.0,107079.0,7413.0,239.0,71932.0,19215.0,46706.0,44441.0,5236.0,1545.0,151.0,3540.0,84366.0,142450490.5,38652846.5,91260649.0,89842688.0,207312290.5,14315514.0,102790.0,2016361.0,95740.0,1876144.0,83364.0,1649839.0,88674.0,1752462.0,97429.0,1689.0,6100.0,104670.0,1880.0,7013.0,40698.0,4487.675550848431,262617.08625062153,2044.0,62459.0,10206.042164204562,167382.1321054292,3150.0,9801.0,-216.3869339533145,66859.31573969327,503.0,14783.0,267.81510092625535,44396.32148826492,766.0,26065.0,3073.731899509677,166397.38244695592,1317.0,41744.0,7338.949039088266,109667.97375308801,2121.0,14633.0,1413.9436513387443,96219.70380366649,727.0,20715.0,2867.0931251163124,57714.15835234134,1029.0,199001,1.0
12260,76698.0,906.0,53874.0,603.0,33.0,36387.0,9096.0,24684.0,20799.0,309.0,261.0,0.0,180.0,44913.0,73458112.5,18620205.0,49303702.5,42774615.0,104758303.5,1080792.0,52395.0,1165734.0,51819.0,1153218.0,50445.0,1121658.0,51003.0,1134138.0,52455.0,636.0,108.0,53058.0,663.0,108.0,24063.0,364.6451646764801,153043.44687040677,1157.0,34551.0,413.27609670847534,87374.64301425885,1664.0,5322.0,59.96616735912701,36578.13039869451,256.0,7410.0,141.85169019338792,22485.769431046727,355.0,16545.0,211.00081820492272,104028.0496681177,792.0,24441.0,-161.94130317625513,59821.168173375554,1172.0,7518.0,153.64434647155772,49015.39720228913,365.0,10110.0,575.2173998847309,27553.47484088337,492.0,199001,0.2805964978584026
12420,481517.0,42396.0,365219.0,29284.0,11994.0,189770.0,113383.0,91424.0,211729.0,15222.0,8564.0,8227.0,10907.0,279367.0,387266623.5,238288074.0,183031639.0,442523058.5,719427671.5,53558915.0,350696.0,7431105.0,322679.0,6851456.0,301108.0,6334657.0,325217.0,6824318.0,331562.0,8883.0,9487.0,360318.0,9622.0,12028.0,104043.0,-6919.357002239938,654424.3141955014,5460.0,151151.0,-10520.125634445541,372899.65066995716,7971.0,60572.0,-4803.9646058036615,409343.13509044074,3042.0,84255.0,-7365.3135585246355,244609.2892348145,4271.0,49382.0,-3184.803759868639,304640.28093855706,2620.0,75154.0,-4450.282817505405,177995.02845925518,4019.0,54661.0,-3734.553242371312,349784.03325694514,2840.0,75997.0,-6069.842816940073,194904.62221070187,3952.0,199001,0.8499587521794132
12540,320641.0,49937.0,208743.0,29252.0,19092.0,143340.0,32672.0,81325.0,94687.0,20611.0,2699.0,13848.0,17215.0,152702.0,293423825.0,67934755.5,165579166.0,195779414.5,411830368.0,58268195.5,199901.0,3981782.0,172303.0,3365734.0,162918.0,3199742.0,187961.0,3768853.0,176051.0,3748.0,1537.0,204102.0,4201.0,1707.0,68088.0,3822.966834711192,439545.439816324,3316.0,113206.0,5640.104309795784,294025.80377614,5490.0,15798.0,634.1244227913361,109695.11347068702,782.0,24260.0,1697.9614172032755,75298.96689725436,1210.0,34534.0,2079.9021944291503,218892.08730547965,1671.0,64072.0,2977.7395008194085,159361.5344828227,3074.0,33554.0,1743.064640282037,220653.35251084183,1645.0,49134.0,2662.3648089763683,134664.26929331903,2416.0,199001,1.0
12580,1518187.0,66181.0,1144838.0,48714.0,482.0,679865.0,292579.0,411862.0,560582.0,25512.0,18910.0,181.0,15199.0,928022.0,1376176016.0,613034382.0,824003423.0,1165206975.0,2256085235.5,96989494.0,1100570.0,28898942.0,1054199.0,27722196.0,924687.0,23796979.0,965594.0,24811860.0,1075104.0,20905.0,81990.0,1122957.0,22387.0,85353.0,426282.0,35822.483998419135,2743133.9660858577,20371.0,609021.0,62676.28280081451,1599332.216990128,29034.0,168967.0,11208.640893488136,1172344.4894233842,8168.0,227809.0,18109.476544644433,707671.1173884211,11033.0,263996.0,22822.894871198987,1677439.9080144148,12595.0,390372.0,41829.4279125078,998239.5823771924,18590.0,162286.0,12999.589127220115,1065694.0580714517,7776.0,218649.0,20846.854888306807,601092.6346129352,10444.0,199001,0.9841115960319531
12940,241944.0,8139.0,164787.0,5016.0,198.0,86769.0,48171.0,48504.0,86436.0,1647.0,2730.0,39.0,822.0,130563.0,177053899.5,100470223.5,98121924.0,179402199.0,319459788.0,8934124.5,160443.0,3452631.0,155565.0,3363600.0,148884.0,3222099.0,153321.0,3307527.0,157650.0,2085.0,2106.0,162624.0,2181.0,2106.0,52614.0,-3666.826207900167,331657.8446238971,2191.0,80319.0,-6113.734685256243,197812.87269761376,3341.0,25974.0,-2463.421979765092,175603.84420624224,1075.0,37515.0,-2983.156001622119,109926.06044296705,1554.0,29490.0,-2494.7498172886535,182726.6931832656,1219.0,47400.0,-4047.961865756098,112230.33664210641,1961.0,23124.0,-1172.0763906115235,148931.15144063203,972.0,32919.0,-2065.7728195001405,85582.53605550693,1380.0,199001,0.584798568783792
12980,82230.0,1429.0,56838.0,950.0,27.0,37996.0,9898.0,21047.0,26847.0,418.0,505.0,0.0,284.0,46971.0,78402953.0,20833644.0,43918401.5,55318195.5,112641262.0,1661654.5,54306.0,972639.0,53379.0,958842.0,51224.0,922902.0,52090.0,936021.0,54491.0,1112.0,401.0,55418.0,1112.0,401.0,22734.0,331.1958960709827,145632.27825915674,1242.0,36312.0,810.8078574271005,93432.71786771396,1981.0,5584.0,-397.36124652078837,37885.972215908056,273.0,7842.0,-392.2445462410925,23274.265600505943,395.0,13118.0,458.7725606483606,83241.9342135673,733.0,21928.0,961.1722521971908,55449.446674723455,1228.0,9616.0,-127.57666457737758,62390.34404558932,509.0,14384.0,-150.36439477009014,37983.27119299045,753.0,199001,1.0
13020,69204.0,497.0,45774.0,281.0,19.0,32180.0,6256.0,18445.0,19991.0,151.0,130.0,19.0,75.0,38155.0,64409076.5,12574410.5,36644993.5,40338493.5,87300228.5,698793.0,43632.0,874296.0,43351.0,869147.0,41653.0,846291.0,41934.0,851440.0,44427.0,1076.0,127.0,44708.0,1076.0,127.0,18063.0,1027.570208259445,117123.11440798915,864.0,30393.0,-14.920312065712427,77883.17068914842,1448.0,3021.0,-252.4864008766825,20631.08749353527,140.0,4882.0,-257.3621222252885,14529.702756698865,235.0,10606.0,1170.5506484774257,68604.09642797537,505.0,18878.0,784.2119919513684,47964.72888625702,905.0,7457.0,-142.98044021798083,48519.01798001371,359.0,11515.0,-799.1323040170802,29918.441802891357,543.0,199001,1.0
13140,145446.0,7341.0,94965.0,4608.0,1184.0,64068.0,16806.0,37384.0,43490.0,2889.0,1138.0,1081.0,2301.0,76847.0,129793120.5,35350305.5,75748623.0,89394803.0,186898034.5,8836293.5,91961.0,1692598.0,87449.0,1598099.0,83847.0,1519937.0,87898.0,1607564.0,88566.0,1117.0,848.0,93166.0,1205.0,848.0,35220.0,-1485.2103632405976,223460.9881804706,1642.0,57522.0,-2915.6157657216827,143864.00306898743,2674.0,8739.0,-331.59542784657754,59719.03945575719,413.0,12682.0,-554.9712215792988,37715.42205268858,606.0,19950.0,-1042.2768226114129,124450.8110483741,931.0,35236.0,-2355.4134167866755,84726.12929090214,1635.0,15270.0,-442.9335406291856,99010.17713209637,711.0,22286.0,-560.2023489350147,59137.87377808546,1039.0,199001,0.6298724016773207
13380,79785.0,7440.0,59421.0,4791.0,225.0,34119.0,13302.0,18468.0,28953.0,3111.0,1071.0,153.0,2331.0,43239.0,66856347.0,25976589.0,36235684.5,56597251.5,109305399.0,9055572.0,55296.0,964674.0,51090.0,886389.0,47220.0,821640.0,50988.0,892035.0,53535.0,2445.0,723.0,58143.0,2847.0,903.0,15345.0,-453.39054894559126,98026.74075054232,803.0,26505.0,-382.5216028819495,67784.78094521146,1427.0,5358.0,-996.0458741251865,35905.5423487957,241.0,9366.0,-1527.0311499928084,26790.743500307126,429.0,8118.0,262.91784183030904,51624.74065904686,440.0,14622.0,744.555057797268,37230.17680276059,817.0,7227.0,-716.3083907759008,46402.000091495516,363.0,11883.0,-1127.0766606792179,30554.604142450866,610.0,199001,1.0
13740,69711.0,734.0,52046.0,420.0,0.0,32214.0,12102.0,17219.0,27097.0,199.0,175.0,0.0,124.0,43942.0,66073686.0,25394865.5,35689272.5,55779279.0,103174166.5,866461.0,49749.0,824069.0,49329.0,815487.0,46514.0,763915.0,46854.0,771277.0,51039.0,1710.0,360.0,51459.0,1710.0,379.0,17742.0,-3249.021448309712,110273.07604272752,654.0,27999.0,-5427.105715249844,66131.54537039582,1042.0,6199.0,-1783.926207554491,40754.28615265673,228.0,9445.0,-2540.57633400616,25765.93455379539,345.0,9440.0,-1703.0702386253724,57915.30274291836,352.0,15696.0,-2817.542064195089,36111.59397840358,590.0,8302.0,-1545.951209684341,52357.77329980918,302.0,12303.0,-2609.563651054762,30019.951391992217,452.0,199001,0.9242993726151516
13780,132198.0,6066.0,95984.0,3808.0,25.0,58044.0,22084.0,33007.0,47121.0,1845.0,1638.0,0.0,1273.0,76645.0,116965811.0,45550752.0,67057984.0,95458579.0,185928530.5,7532603.0,92608.0,1551062.0,88878.0,1496947.0,82083.0,1373759.0,85324.0,1421538.0,90505.0,1627.0,2015.0,94302.0,1694.0,2180.0,35710.0,-2120.3220859740904,225662.42386518055,2043.0,53599.0,-2478.363586814521,133965.57016371016,3052.0,11795.0,-457.4406000451553,80836.71801345571,634.0,17539.0,-748.6629356828528,52458.11777732144,940.0,20547.0,-1014.4046604764397,128251.08399922971,1185.0,31759.0,-1426.8361166501095,76992.54693512632,1824.0,15163.0,-1105.917425497648,97411.33986595171,858.0,21840.0,-1051.5274701644107,56973.023228583996,1228.0,199001,0.7947685478757134
13820,407451.0,5553.0,281824.0,3943.0,23.0,177389.0,64766.0,99174.0,142981.0,1920.0,1593.0,0.0,1231.0,238642.0,353082734.5,138116794.0,193498149.0,297701379.5,553291870.0,7648779.0,273393.0,5982457.0,269553.0,5913624.0,259504.0,5666558.0,263073.0,5733241.0,272641.0,3088.0,4666.0,276552.0,3159.0,4666.0,110872.0,-11000.795008983698,694760.9066124447,4514.0,165921.0,-13766.079949921763,407120.437809864,6725.0,38448.0,-2829.3881438166623,260328.76382492675,1509.0,52979.0,-3627.4147893084837,155498.91087586028,2082.0,61711.0,-4933.388396904371,382107.11584611284,2551.0,96741.0,-6445.5683444410415,231202.65086820684,3993.0,49161.0,-6067.4066120793095,312653.79076633096,1963.0,69180.0,-7320.511605480695,175917.78694165713,2732.0,199001,0.6291799003647464
14010,79089.0,1794.0,61719.0,1272.0,168.0,31746.0,17520.0,19608.0,29658.0,528.0,507.0,111.0,273.0,48231.0,63142752.0,35363704.5,38609278.5,59897178.0,117536617.5,2257993.5,58683.0,976200.0,57411.0,954471.0,53757.0,895977.0,54933.0,915924.0,59265.0,1854.0,417.0,60537.0,1854.0,417.0,19119.0,-433.26460401136916,121000.16700337944,1256.0,27966.0,-589.8121837544966,70138.1159255931,1818.0,9969.0,-608.1446349775874,67773.37144311875,521.0,14460.0,-972.2667171039124,42522.77678510656,766.0,12183.0,-40.035237655208576,76427.1549516226,831.0,18219.0,57.47398955301497,44973.35373642686,1228.0,6936.0,-393.2293663561601,44573.012051757105,425.0,9747.0,-647.2861733075116,25164.76218916636,590.0,199001,0.8995521165334178
14020,67545.0,4156.0,48270.0,2431.0,0.0,22652.0,14269.0,13117.0,23804.0,481.0,1642.0,0.0,173.0,34798.0,44752713.0,27559647.0,25706946.5,46605413.5,89762888.5,3826657.5,46158.0,820938.0,43795.0,784223.0,39779.0,725323.0,41662.0,754808.0,44731.0,936.0,788.0,47123.0,965.0,977.0,12972.0,-1043.9849633904148,81468.83943154923,504.0,19525.0,-901.5050268401299,48500.168693424814,753.0,6244.0,-1257.0191884723436,41767.10049345444,247.0,9400.0,-1375.5647454073571,27151.227698876057,370.0,7861.0,-162.3457204592272,49257.21028530534,313.0,12409.0,-38.02148672701165,30562.709491406156,489.0,5111.0,-881.639242931187,32211.62914624389,191.0,7116.0,-863.4835401131182,17937.45920201861,264.0,199001,0.8469536140050158
14260,129244.0,3488.0,101452.0,2620.0,276.0,59436.0,25356.0,26500.0,58292.0,1704.0,544.0,144.0,872.0,82544.0,119577812.0,52422266.0,52679306.0,119320772.0,197007920.0,5183472.0,95860.0,1633180.0,93472.0,1592940.0,88980.0,1527520.0,91300.0,1567532.0,97012.0,3540.0,720.0,99572.0,3712.0,736.0,31908.0,-3201.384896417718,200895.8877391891,1103.0,49816.0,-5937.791008924139,121325.71928495931,1731.0,14500.0,-1503.0140232917254,98623.6604895566,480.0,19928.0,-2117.8827562455153,58310.384386278034,664.0,13464.0,-861.0842707117386,83473.06232010327,472.0,23240.0,-2254.6350163101556,54281.647597810355,823.0,18444.0,-2340.300625705976,117422.82541908596,631.0,26576.0,-3683.155992613979,67044.07168714885,908.0,199001,0.647328112899062
14460,654944.0,48307.0,497797.0,32828.0,193.0,283542.0,137597.0,156813.0,264326.0,22462.0,6970.0,156.0,16072.0,391707.0,568541669.5,284800761.0,313394828.0,539947602.5,972235758.0,65815975.5,476783.0,11184579.0,445311.0,10492310.0,414021.0,9660448.0,442109.0,10288692.0,456214.0,10903.0,12285.0,488306.0,11523.0,13278.0,155249.0,21264.942109386397,1011064.4451436985,7391.0,241444.0,35093.145793111806,648526.6472867024,11540.0,77935.0,5998.911975324823,540882.6229116184,3739.0,110487.0,8401.674897165605,341202.45336506836,5322.0,87333.0,12790.269451658183,561447.5623492165,4173.0,138923.0,20490.216054196488,361864.43085577316,6643.0,67916.0,8474.672657728139,449616.8827944794,3218.0,102521.0,14602.929738915296,286662.2164309282,4897.0,199001,0.2534556618657067
14500,154137.0,10032.0,120642.0,6642.0,1290.0,53331.0,48780.0,23925.0,78186.0,3060.0,2787.0,990.0,2007.0,96264.0,108709098.0,100272447.0,48369762.0,160611783.0,237025144.5,12822790.5,112113.0,2318196.0,105858.0,2185626.0,92928.0,1900743.0,97707.0,2006301.0,111090.0,5232.0,3657.0,117621.0,5508.0,4029.0,27963.0,1567.3833177888366,180438.44080593943,1284.0,43143.0,412.868849246073,110974.30844276409,1967.0,23679.0,-965.6717286676915,162023.39952423968,1062.0,34992.0,-2541.2275311914004,103211.5558534444,1574.0,13014.0,1167.179498993633,82916.09916347552,604.0,20220.0,1048.2369708945512,50707.67362067786,924.0,14949.0,400.2038187952098,97522.34164246431,680.0,22923.0,-635.3681216484774,60266.63482208626,1043.0,199001,1.0
14740,115881.0,5856.0,83355.0,3726.0,258.0,52863.0,18171.0,22674.0,48360.0,2640.0,786.0,204.0,1476.0,67608.0,107219356.5,36299436.0,44780094.0,98738698.5,164339980.5,6838879.5,79731.0,2021943.0,76176.0,1933785.0,64377.0,1476720.0,67032.0,1532949.0,78573.0,2397.0,6831.0,82227.0,2496.0,7299.0,29622.0,949.2561274811983,192174.39961925166,1463.0,46212.0,568.455756717321,120596.7688874865,2305.0,8964.0,-70.94088544056468,61810.52492091071,457.0,13806.0,-816.9568698473548,41201.62733512077,720.0,12675.0,998.7748336195888,81181.82101867435,630.0,20859.0,1217.2626990424208,53001.89945657135,1052.0,16947.0,-49.51870613839004,110992.57860057778,833.0,25353.0,-648.806942325097,67594.86943091513,1253.0,199001,1.0
15180,147871.0,43227.0,83735.0,20829.0,20263.0,56391.0,12697.0,40207.0,28881.0,16666.0,1254.0,16275.0,14570.0,51168.0,111738408.0,25840581.5,77293108.0,60285881.5,158955112.0,37973749.5,80182.0,1346910.0,60760.0,1008537.0,57975.0,966858.0,75403.0,1272139.0,61854.0,1094.0,361.0,82221.0,2039.0,818.0,20969.0,-6731.459917165578,126127.82346172187,1719.0,36278.0,-10605.885453336216,79954.41668522135,3044.0,5195.0,-1078.753367710298,34545.87462548901,411.0,9271.0,-1224.3038021224208,26629.359983091144,706.0,13493.0,-4888.635605275732,79390.22347375397,1104.0,25064.0,-7681.272198448069,53059.8809672913,2118.0,7476.0,-1842.8243118898436,46737.59998796814,615.0,11214.0,-2924.6132548881515,26894.535717930143,926.0,199001,1.0
