cbsa,pop,pop_fb,emp,emp_fb,emp_mex,emp2564_noba,emp2564_ba,emp2564_hsl,emp2564_somecol_up,emp2564_noba_fb,emp2564_ba_fb,emp2564_noba_mex,emp2564_hsl_fb,emp2564_nat,hrs2564_noba,hrs2564_ba,hrs2564_hsl,hrs2564_somecol_up,hrs_all,hrs_fb,commuters,commute_min,commuters_nat,commute_min_nat,car_nat,car_min_nat,car_all,car_min_all,workers_nat,home_nat,transit_nat,workers,home,transit,n_week_noba,r_week_noba,raw_week_noba,obs_week_noba,n_hour_noba,r_hour_noba,raw_hour_noba,obs_hour_noba,n_week_ba,r_week_ba,raw_week_ba,obs_week_ba,n_hour_ba,r_hour_ba,raw_hour_ba,obs_hour_ba,n_week_hsl,r_week_hsl,raw_week_hsl,obs_week_hsl,n_hour_hsl,r_hour_hsl,raw_hour_hsl,obs_hour_hsl,n_week_somecol,r_week_somecol,raw_week_somecol,obs_week_somecol,n_hour_somecol,r_hour_somecol,raw_hour_somecol,obs_hour_somecol,sample
11180,49710.3747,3217.3573,40180.770300000004,2075.4159,354.3393,19076.6264,12579.3173,9322.7704,22333.1733,735.8936,978.6514,277.593,419.6553,29941.3987,39771343.4856,27337551.3222,19515588.83745,47593305.97035,78900345.20585,3879487.63615,38105.354400000004,739269.3486,36160.5705,712021.6906,33615.4237,672157.7029,35110.0715,693780.0204,37581.7378,1421.1673,642.8183,39594.0149,1488.6605,792.5008,12356.6986,-743.6963799056143,78369.09817205217,676.5649,16520.5936,-965.799183565869,41783.48084719519,911.1582,7505.3527,-1340.8779932937507,50598.620995195626,315.694,10133.2331,-1709.6664522246604,29341.972210378826,421.2882,5970.4267,-194.84458552886315,37475.676623782536,342.3647,8297.3092,-293.2194021759165,20494.14868018059,478.984,6386.2719,-548.8517943767507,40893.421548269594,334.2002,8223.2844,-672.5797813899517,21289.332167014585,432.1742,200001
11260,210094.9022,18512.6496,152647.6714,11656.1344,915.9504,90651.0108,41357.9064,37995.2856,94013.6316,7367.2638,2867.8706,462.59680000000003,4192.407,121773.7828,195580627.2844,87668584.3154,82331983.645,200917227.9548,317265424.6715,25280925.1521,143597.5656,3150399.2902,132856.9258,2927950.0796,123181.648,2453185.2598,132733.5526,2612379.9686000003,137534.9778,4678.052,2003.9836,148774.58179999999,5177.0162,2261.9836,50871.7948,6192.160183915291,332526.88814457983,1871.5726,80398.6634,12437.611323077315,221598.96478635102,3031.043,20342.6892,-460.5114442172252,140713.76605280733,768.4864,33415.3136,333.4800222533049,103300.19529385323,1282.7132,20430.1616,3664.980693857058,132158.5861256736,761.702,34760.0558,6976.113504191647,93454.99618191161,1329.0698,30441.6332,2527.17949005823,200368.30201890628,1109.8706,45638.6076,5461.497818885686,128143.9686044393,1701.9732,200001
11460,212302.0,26620.0,158007.0,17228.0,557.0,60553.0,69647.0,24061.0,106139.0,3736.0,11603.0,171.0,1853.0,114861.0,127760877.0,150827412.0,49921718.0,228666571.0,319258743.5,34841724.0,149946.0,3392948.0,133479.0,3022117.0,121021.0,2773029.0,134636.0,3088544.0,138226.0,4747.0,3202.0,154947.0,5001.0,4410.0,35554.0,5577.242437575961,233830.15697988638,1486.0,51000.0,6326.689943364617,138944.24033480865,2126.0,34470.0,1408.7891682946663,240382.27790253147,1396.0,48304.0,1870.440091518668,150520.22971454365,1968.0,14333.0,2386.624632165867,92634.36950452685,598.0,21676.0,3266.904775254987,57241.19000452515,897.0,21221.0,3190.6178054101056,141195.7874753594,888.0,29324.0,3059.785168109621,81703.05033028343,1229.0,200001
11500,71033.0,1473.0,46688.0,997.0,427.0,30672.0,7872.0,18086.0,20458.0,657.0,186.0,317.0,453.0,37701.0,67857839.5,17328010.5,39484817.5,45701032.5,97357531.0,2250322.0,44970.0,1079112.0,44011.0,1058502.0,42985.0,1037496.0,43900.0,1057974.0,44787.0,776.0,199.0,45746.0,776.0,199.0,21233.0,-3489.449248672874,131855.03151503782,977.0,29198.0,-4663.8370402996325,70006.73157009766,1358.0,4761.0,-1337.6684509731153,31636.64323503012,210.0,6757.0,-1674.207772045069,19081.086237797637,303.0,12577.0,-2037.865675304723,77024.43069746501,591.0,17685.0,-2505.2984632779508,41254.82905478926,837.0,8656.0,-1451.5835733681495,54830.6008175728,386.0,11513.0,-2158.5385770216812,28751.902515308364,521.0,200001
11540,127861.5394,4032.1542,104908.5846,2882.7624,557.5366,63532.730200000005,23916.6886,36575.188599999994,50874.230200000005,1653.4814,834.8984,345.43640000000005,925.477,84961.03899999999,136362529.76229998,51308779.9083,79277136.4893,108394173.1813,213463039.427,5951869.7346,100470.2332,1840918.9038,97734.872,1792242.1892,93737.0364,1731005.9922000002,96251.8584,1774602.9914000002,100548.4346,2813.5626,517.0294,103326.5534,2856.3202,577.2275999999999,42833.551,1841.264264037295,275514.0131542913,1973.0382,58435.5742,1234.5366419408394,151452.47442186868,2681.3516,14624.2244,-1998.0743925890222,98930.21584250532,569.9138,20734.623,-2146.020595574624,61045.02443941697,816.8951999999999,25147.0948,1825.0131059403175,160430.40119365515,1194.3998000000001,34772.6182,1437.7193667461559,88212.77673413305,1641.1042,17686.4562,16.251158096975647,115083.61196063716,778.6384,23662.956,-203.18272480531527,63239.69768773515,1040.2474,200001
11700,226169.3384,11088.3976,162511.1949,7749.5936,3210.2308,104427.8787,37294.1176,57863.1466,83858.84969999999,4713.086499999999,1578.7694000000001,2032.5108,3405.8318,135430.1404,220027474.4542,79127082.55925,121989359.42355001,177165197.58990002,331879097.67515004,15241333.29685,153523.0214,3392485.411,146195.8812,3218633.7111,142220.8529,3144022.0908,149108.4732,3309475.0602,151533.725,5337.843800000001,781.2140999999999,159090.3997,5567.3783,797.7691,64424.328,-9598.410748539602,401095.9737313662,3178.0509,91907.3493,-10666.967999837401,224519.50367324706,4553.5554,19943.673000000003,-4518.116034733404,132968.61363460816,1046.0405,29945.1233,-6668.65870909243,84614.83379364986,1582.5392,35660.5906,-4552.987458740648,219493.53011044432,1785.2080999999998,52288.14630000001,-4387.36861381048,124977.13082552131,2615.114,28763.7374,-5045.423289798948,181602.4436209213,1392.8428,39619.203,-6279.599386026915,99542.37284772546,1938.4414000000002,200001
12020,111689.9289,9026.3412,77444.0022,5930.7486,2446.7721,36215.3451,22638.171,23681.378099999998,35172.138,2322.5328,2119.6335,1411.0644,1846.4607,54411.3498,77582545.11465,47041705.67115,50529837.9501,74094412.83569999,150635952.8952,11700952.5132,74711.9589,1623790.9296,68997.2058,1503843.3087,65989.9947,1436597.9955,71115.1326,1539483.555,70258.16309999999,1260.9573,665.3733,76097.2923,1385.3334,905.3493,22188.3426,-2372.2785888060193,138258.03169575264,1302.816,32585.4135,-2176.779073593004,80226.78767121106,1867.9527,11263.4388,-2391.973396941325,75534.74759703857,609.9729,16224.0888,-3149.046908584382,46537.650197156996,865.8956999999999,14418.8142,-1419.3219322142413,88829.7463964758,861.2379,21389.5854,-916.4658368046553,51712.70067683474,1247.3013,7769.528399999999,-952.9566565917742,49428.28529927688,441.57809999999995,11195.8281,-1260.313236788352,28514.086994376383,620.6514,200001
12060,2859635.6197,363642.4584,2111746.1851,249257.5392,69226.1088,1146010.6794,678291.0125,604249.5563,1220052.1356,131415.9428,73494.5597,41742.0398,91301.4863,1619391.1894,2506226108.996,1522475414.0219,1316656264.7161999,2712045258.3017,4482838900.61785,533091048.7759,2004808.969,62387648.2152,1765657.78,54890561.752,1674685.8434,50797787.7071,1890542.039,57454511.0937,1829835.9154,64178.1354,56184.5328,2074286.6022,69477.6332,68405.8958,691289.2037,52404.51171598731,4455758.856638503,30891.4619,962504.9342,70126.82381874992,2530402.859286837,42984.955500000004,406593.5921,35536.94733414209,2835575.487453873,17309.0397,533412.9735,36762.860443660895,1659043.809812922,22740.2095,353943.7627,24311.424897629222,2241748.23914035,16264.904199999999,506573.1893,35951.222286083794,1282145.1367752578,23264.8082,337345.441,28093.08681835808,2214010.617498152,14626.5577,455931.7449,34175.60153266613,1248257.7225115772,19720.1473,200001
12100,157883.0,24035.0,111523.0,16180.0,1766.0,75084.0,23579.0,46498.0,52165.0,11223.0,3385.0,1124.0,8477.0,84055.0,157847932.0,47217590.5,98509145.5,106556377.0,225540083.5,34903946.0,105912.0,2517388.0,90770.0,2168219.0,80744.0,1910963.0,91071.0,2156581.0,92519.0,1749.0,5360.0,107831.0,1919.0,7982.0,41757.0,2349.5171343782954,267902.8207274255,2111.0,62487.0,6133.625582655041,165268.88306131453,3155.0,11308.0,-437.8148331411583,77410.34007401616,585.0,17217.0,503.637432080643,52810.826255503765,888.0,25581.0,2118.1315076318824,162658.53786869187,1271.0,39080.0,4674.868452181692,101203.68394576365,1963.0,16176.0,231.38562674641452,105244.2828587339,840.0,23407.0,1458.7571304733533,64065.199115550626,1192.0,200001
12220,78199.2693,2904.7263,52795.9733,1794.5052,217.2226,27872.8617,12392.2274,15484.3579,24780.7312,541.3051,888.0921,126.1488,286.222,38835.6919,60435327.34805,27418058.81305,34544348.6161,53309037.545,106880319.15325,3407983.84055,50942.2632,1029374.191,49163.758,1001716.2421,47651.2837,977447.4879,49296.6485,1003952.7915,49958.1444,794.3864,234.0447,51752.6496,810.3864,249.0447,18748.9117,-1457.0639732500802,117557.43325634244,697.5391,25219.4105,-2226.388319118036,61839.38554135655,959.7767,6995.8423,-1657.2622219978855,46886.83317134142,276.0987,9495.6307,-1748.5097330015167,27577.91693048324,373.1401,11018.3225,-703.4299443382027,68296.0330084448,395.3483,15177.4047,-1248.2413767774483,36149.096139368616,555.5103,7730.5892,-753.6340289118766,49261.40024789752,302.1908,10042.0058,-978.1469423405858,25690.289401987917,404.2664,200001
12260,312869.2703,11245.6418,213107.1581,7154.011199999999,1063.9356,134122.5978,48327.2515,76802.84659999999,105647.0027,3968.6403,2598.4385,801.6029,2564.3212,175882.77049999998,291215122.93125,105306730.78745,167484095.8395,229037757.87919998,442761713.13045,15533901.806850001,206213.3621,5049382.6208,199295.8674,4896657.822,193632.52740000002,4742634.1566,200285.91989999998,4891001.6849,202292.4279,2996.5605,929.6538,209364.50939999998,3151.1472999999996,929.6538,89075.09289999999,-8660.230344105183,558118.7790569041,4403.4955,126988.97769999999,-11517.438375989852,311859.80727808323,6259.4851,28810.149899999997,-2553.2706364445353,196933.26595173075,1299.0525,40437.3881,-3097.6153041183034,120759.85787379701,1828.489,51273.111,-5256.246930618854,316090.21036830405,2591.7161,75448.47690000001,-6139.977323890236,179631.10378563675,3803.5509,37801.9819,-3403.983413486325,242028.56868859968,1811.7794,51540.500799999994,-5377.46105209961,132228.7034924463,2455.9341999999997,200001
12420,849692.6547,131842.1849,640278.5109,88292.7821,47591.649300000005,306814.6719,221541.5883,149821.5037,378534.7565,47200.4392,23908.8654,32236.5068,36131.8803,457246.9556,677437508.1602501,486467733.2144,330970793.21945,832934448.1552,1340306171.4178,184585067.00035,606249.357,15405826.121299999,522140.8855,13263764.5727,496973.629,12499241.7589,570234.6941,14311455.868,542416.4667,20275.5812,10022.6985,628306.1342,22056.7772,15674.6985,174312.8314,4500.572804084876,1117118.64935921,8116.2656,239698.3474,3555.7086046784198,619334.0889114058,11209.858,123766.58989999999,2615.0852373775865,855244.5984729931,5440.9421,166067.5243,-1888.960028051494,502756.32153224153,7340.0041,78312.1867,789.0857099118173,490380.4389952661,3795.7593,111518.1139,336.23779373887874,273538.02588289214,5414.1845,96000.6447,3711.487094173056,626738.2103639438,4320.5063,128180.2335,3219.4708109395538,345796.06302851334,5795.6735,200001
12540,377527.1147,87382.2872,225790.6927,44469.7307,33130.2264,152356.0065,35753.1294,83770.2726,104338.8633,33859.4563,3674.2177,26727.1916,28180.2558,150575.4619,332888026.54695,77015833.023,187820344.2366,222083515.33335,468034980.8722,104506929.60925,214565.3722,4928954.1855,172744.6752,3839368.2237,164416.5496,3634534.2116,203506.2305,4644743.5383,177042.8677,4298.1925,1989.0511,219588.5782,5023.206,2738.0598,68606.4927,1238.5792111814892,440928.1820593849,3252.0745,110567.2508,-1140.509572771369,283173.21605384257,5264.1139,17407.5685,-433.7424222378731,120512.51672724375,806.0278,26735.7826,1260.1303255684766,83768.29640409033,1257.0392,31283.6029,933.4169346970452,197130.66705896484,1519.0294,55720.979,-995.2154146669221,135592.3290858593,2698.0493,37322.8898,305.1622764844419,243797.51500041998,1733.0451,54846.2718,-145.29415810444604,147580.8869679833,2566.0646,200001
12580,1619341.7871,115323.4008,1194062.4241,80512.7976,2724.6398,665578.1913,377527.41359999997,356193.0891,686912.5158,36183.7462,36984.3126,1639.9826,19744.0844,969937.5461,1442000021.97225,825523370.07145,773237584.9707,1494285807.073,2499704577.3366,173262636.96565,1137823.6442,33906328.5635,1061089.8269,31572732.463,961303.1301,27504252.9737,1029251.9845,29535321.1986,1093928.5375,32838.7106,63313.3497,1173043.7219,35220.0777,68612.3497,442297.3434,37058.57138054132,2854969.2052914863,20601.046,608268.5112,55247.11675056414,1611637.1532812556,28205.1611,218845.436,12281.286430011549,1528007.4615078527,10210.8708,293035.3735,14864.050250902212,915814.351301719,13712.2952,242862.0075,21015.420349850086,1544702.4605167876,11375.7178,343145.6814,31676.730778906414,879060.8637922554,15994.0744,199435.3359,16043.151030691242,1310266.7447746985,9225.3282,265122.8298,23570.385971657754,732576.2894889992,12211.0867,200001
12620,92585.7471,2946.391,66794.7714,2157.7724,0.0,42400.9271,14460.0477,24498.760299999998,32362.2145,1212.6541,762.3896,0.0,589.2782,54885.931099999994,88396986.2916,30712396.411199998,50431926.031899996,68677456.6709,133647029.7736,4531503.45725,63224.1302,1333316.243,61258.703799999996,1292011.6881,58110.3495,1232449.1263,59959.494,1271650.9897,63432.213599999995,2173.5098,482.61359999999996,65577.7458,2353.6156,482.61359999999996,26126.706899999997,-3296.963577833128,163989.83114058498,1618.3292999999999,38688.6493,-5890.107743009633,93692.20382819897,2389.4619,7971.8674,-1796.6322640654694,53285.20209335038,378.57189999999997,11883.4856,-2669.1849526398314,33747.664973045896,578.7866,14891.077599999999,-1991.6628006932801,92028.36302755261,1000.1991999999999,23119.1149,-3484.252298492788,54179.39730770805,1512.539,11235.629299999999,-1305.3007771398538,71961.4681130322,618.1301,15569.534399999999,-2405.855444516847,39512.80652049109,876.9228999999999,200001
12700,129048.312,7632.5895,96768.8605,5739.4455,47.0,54201.265,32446.4705,24721.4825,61926.253,3325.008,1740.9125,0.0,2046.907,81581.815,111864120.3485,68416604.028,52489562.89675,127791161.47975,194211070.3585,11166654.422249999,89363.6865,2093028.332,84114.4475,1988380.078,79709.97099999999,1809227.5559999999,84575.053,1904395.3225,88838.5025,4724.055,1126.268,94398.6685,5034.982,1174.159,26679.735999999997,1224.4361922538094,172147.91510562095,1411.9119999999998,43493.402,1797.5673531140014,114341.15631750558,2310.3945,16232.122,-1519.9616065697257,111172.99465395953,874.5915,24902.046000000002,-1706.0943693675872,74964.01153839123,1351.004,12859.0805,928.4577515148671,82014.43424117776,680.6085,20177.076999999997,1366.9179844819923,51602.342409292745,1069.6615,13820.6555,295.97844073894163,90133.48086444303,731.3035,23316.325,430.6493686320108,62738.81390821282,1240.733,200001
12940,449348.0,14976.0,305847.0,10359.0,732.0,178661.0,72048.0,108617.0,142092.0,3967.0,4749.0,392.0,2688.0,241993.0,383554548.0,154083267.0,232997486.5,304640328.5,616610192.0,19952032.0,293869.0,7492075.0,283722.0,7268070.0,273563.0,7021291.0,282221.0,7214926.0,290170.0,6448.0,2430.0,300390.0,6521.0,2788.0,117944.0,-5102.063201034264,744667.3129235182,5570.0,170702.0,-6732.515259004202,427365.0584537721,8092.0,42128.0,-4831.826716429372,285398.752943216,1779.0,58220.0,-5001.733861837553,172183.56910218284,2493.0,72993.0,-2803.3575324118224,455185.5307479451,3584.0,107977.0,-3580.5600104323003,263007.14906105096,5303.0,44951.0,-2298.705668622446,289481.7821755726,1986.0,62725.0,-3151.955248571897,164357.90939272102,2789.0,200001
12980,84916.0,2177.0,61039.0,1426.0,310.0,41734.0,10985.0,22695.0,30024.0,801.0,570.0,229.0,526.0,51348.0,90093313.5,22829450.0,48708644.0,64214119.5,125087641.5,2808186.5,58212.0,1192538.0,56856.0,1163539.0,54909.0,1116669.0,56258.0,1145633.0,58341.0,1485.0,353.0,59697.0,1485.0,353.0,27076.0,-140.94587541545718,172488.2157115132,1477.0,39965.0,-1978.630543868933,100431.62998338115,2154.0,6662.0,-332.3990887298012,45630.63363281448,338.0,9256.0,-133.0885182829901,28233.882829585524,457.0,14772.0,-83.0768531830421,92685.38953964449,803.0,22739.0,-1198.393441764536,55093.66140241794,1219.0,12304.0,-57.869022232415126,79802.82617186834,674.0,17226.0,-780.2371021043962,45337.96858096338,935.0,200001
13020,69258.4399,1756.0439,50209.0446,1103.1631,43.9439,32038.527299999998,10750.2759,15715.365899999999,27073.437299999998,367.5308,705.9558999999999,33.6713,241.40609999999998,41715.3165,67022606.7979,22762508.180099998,32661751.1038,57123363.8742,100385477.11919999,2230302.73375,47993.5872,1081385.188,46986.301699999996,1059062.8281999999,45925.3704,1037153.6551999999,46932.6559,1059476.015,48354.2696,1367.9678999999999,183.7654,49403.216199999995,1409.629,183.7654,19713.1194,-263.90807893997834,126323.11670917798,1100.8803,29833.9132,-886.3759808931069,76427.23735310418,1657.8835,6573.3225999999995,-40.31301171366095,45421.95378341634,312.17289999999997,8857.264,93.74889292284143,27299.046460418387,420.60589999999996,9517.5639,-265.19476656433255,59992.878641205854,562.7102,15388.3548,-776.7570972851325,37827.60157664692,902.2767,10195.5555,1.2866876243545502,66330.23806797215,538.1700999999999,14445.5584,-109.6188836079744,38599.63577645723,755.6068,200001
