method,allocation,key,rel_change,rel_change_se
a_ipw_brief_cells,personal,wage_oasdi,-0.02320403186919584,0.009905621900073906
a_ipw_brief_cells,personal,self_payroll,-0.008344517928190354,0.0616330755130626
a_ipw_brief_cells,personal,positive_fica_worker,-0.00603680485550262,0.005527521884796974
a_ipw_brief_cells,personal,federal_liability,-0.10477395038178405,0.03702544797884746
a_ipw_brief_cells,personal,state_liability,-0.08139037410580507,0.035529700604911084
a_ipw_brief_cells,personal,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells,personal,social_security,-0.09983254448360368,0.02093583642492708
a_ipw_brief_cells,personal,refundable_credits,0.00897925942738409,0.027291321135920144
a_ipw_brief_cells,shared,wage,-0.028144725952796268,0.013704217172949553
a_ipw_brief_cells,shared,wage_oasdi,-0.014174085873505882,0.010317608428156586
a_ipw_brief_cells,shared,self_payroll,0.013919741959927512,0.07273244571190499
a_ipw_brief_cells,shared,positive_fica_worker,0.0014759186118384893,0.006940306080920147
a_ipw_brief_cells,shared,federal_liability,-0.08300557781545959,0.034992880557428
a_ipw_brief_cells,shared,state_liability,-0.06974429608792876,0.033833338213416886
a_ipw_brief_cells,shared,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells,shared,social_security,-0.10500291991863542,0.020227207346163983
a_ipw_brief_cells,shared,refundable_credits,0.011333550719516916,0.023360873277330593
a_ipw_brief_cells+status_0.44,personal,wage,-0.07663773952652053,0.01282221288269011
a_ipw_brief_cells+status_0.44,personal,wage_oasdi,-0.07364105927459719,0.009667252246721186
a_ipw_brief_cells+status_0.44,personal,self_payroll,-0.07532584917363772,0.0591136960404063
a_ipw_brief_cells+status_0.44,personal,positive_fica_worker,-0.07133517817496626,0.006579663029288332
a_ipw_brief_cells+status_0.44,personal,federal_liability,-0.13551747744404374,0.0365188340870131
a_ipw_brief_cells+status_0.44,personal,state_liability,-0.11968832342992575,0.03501965401410439
a_ipw_brief_cells+status_0.44,personal,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells+status_0.44,personal,social_security,-0.09983254448360368,0.02093583642492708
a_ipw_brief_cells+status_0.44,personal,refundable_credits,-0.13032552661965946,0.028588497396601093
a_ipw_brief_cells+status_0.44,shared,wage,-0.07226984460682451,0.013341196599403726
a_ipw_brief_cells+status_0.44,shared,wage_oasdi,-0.06051808358644972,0.010175376860794928
a_ipw_brief_cells+status_0.44,shared,self_payroll,-0.048533425278984854,0.07106970404181394
a_ipw_brief_cells+status_0.44,shared,positive_fica_worker,-0.061506868142942595,0.007721434689359963
a_ipw_brief_cells+status_0.44,shared,federal_liability,-0.10977393884299547,0.0347534340772084
a_ipw_brief_cells+status_0.44,shared,state_liability,-0.10168995651300339,0.03352928709655711
a_ipw_brief_cells+status_0.44,shared,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells+status_0.44,shared,social_security,-0.10500291991863542,0.020227207346163983
a_ipw_brief_cells+status_0.44,shared,refundable_credits,-0.11014797597013537,0.025305833796599637
a_ipw_brief_cells+status_0.60,personal,wage,-0.06276693084315943,0.01282621379627404
a_ipw_brief_cells+status_0.60,personal,wage_oasdi,-0.05911139273479615,0.00963226042102969
a_ipw_brief_cells+status_0.60,personal,self_payroll,-0.05595723877914971,0.059483941291438074
a_ipw_brief_cells+status_0.60,personal,positive_fica_worker,-0.052408373852102286,0.006082388351474082
a_ipw_brief_cells+status_0.60,personal,federal_liability,-0.12669554481072165,0.03663364699262083
a_ipw_brief_cells+status_0.60,personal,state_liability,-0.10869496527262001,0.03511183190942567
a_ipw_brief_cells+status_0.60,personal,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells+status_0.60,personal,social_security,-0.09983254448360368,0.02093583642492708
a_ipw_brief_cells+status_0.60,personal,refundable_credits,-0.12229368152157383,0.028270258219808043
a_ipw_brief_cells+status_0.60,shared,wage,-0.05956760456134669,0.013374373786665113
a_ipw_brief_cells+status_0.60,shared,wage_oasdi,-0.04716889415658487,0.010112841474778124
a_ipw_brief_cells+status_0.60,shared,self_payroll,-0.03047105228277802,0.07128561876546327
a_ipw_brief_cells+status_0.60,shared,positive_fica_worker,-0.04324654929529326,0.007300624656744769
a_ipw_brief_cells+status_0.60,shared,federal_liability,-0.10209412286122421,0.03479433787508435
a_ipw_brief_cells+status_0.60,shared,state_liability,-0.09252141244367751,0.03357255524610658
a_ipw_brief_cells+status_0.60,shared,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells+status_0.60,shared,social_security,-0.10500291991863542,0.020227207346163983
a_ipw_brief_cells+status_0.60,shared,refundable_credits,-0.10336322271335907,0.024963094124601973
a_ipw_brief_cells+status_0.75,personal,wage,-0.04983953035356137,0.012882948786777535
a_ipw_brief_cells+status_0.75,personal,wage_oasdi,-0.04557680021752697,0.009676104965830342
a_ipw_brief_cells+status_0.75,personal,self_payroll,-0.037968327226350684,0.06009487502745002
a_ipw_brief_cells+status_0.75,personal,positive_fica_worker,-0.03486252483631602,0.005750351381185842
a_ipw_brief_cells+status_0.75,personal,federal_liability,-0.11845271636840315,0.03676327942808066
a_ipw_brief_cells+status_0.75,personal,state_liability,-0.09842591796161282,0.035237694673681146
a_ipw_brief_cells+status_0.75,personal,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells+status_0.75,personal,social_security,-0.09983254448360368,0.02093583642492708
a_ipw_brief_cells+status_0.75,personal,refundable_credits,-0.11485351500819019,0.02801423698382533
a_ipw_brief_cells+status_0.75,shared,wage,-0.04772864852783809,0.01345795499253001
a_ipw_brief_cells+status_0.75,shared,wage_oasdi,-0.034732931271265755,0.0101305771104192
a_ipw_brief_cells+status_0.75,shared,self_payroll,-0.013697622753970684,0.07168206308280925
a_ipw_brief_cells+status_0.75,shared,positive_fica_worker,-0.02632197709615358,0.007045652151713104
a_ipw_brief_cells+status_0.75,shared,federal_liability,-0.09491739635247132,0.03485282570822818
a_ipw_brief_cells+status_0.75,shared,state_liability,-0.08395593020900327,0.033645138439016876
a_ipw_brief_cells+status_0.75,shared,consumption,0.013001553949579803,0.015767226768582436
a_ipw_brief_cells+status_0.75,shared,social_security,-0.10500291991863542,0.020227207346163983
a_ipw_brief_cells+status_0.75,shared,refundable_credits,-0.09707788233834658,0.024680279121219326
b_hotdeck_union_matched,personal,wage,-0.01998771444623193,0.008588255715075963
b_hotdeck_union_matched,personal,wage_oasdi,-0.013351889184973764,0.005339613113249555
b_hotdeck_union_matched,personal,self_payroll,-0.1679293469549774,0.03428734942455045
b_hotdeck_union_matched,personal,positive_fica_worker,-0.00395506642245147,0.0015994037796595835
b_hotdeck_union_matched,personal,federal_liability,-0.06349554997279305,0.025006266232122275
b_hotdeck_union_matched,personal,state_liability,-0.03925478656835035,0.015791933345101487
b_hotdeck_union_matched,personal,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched,personal,social_security,-0.05960226738693375,0.015883794103303053
b_hotdeck_union_matched,personal,refundable_credits,0.01032065849140218,0.012207714329458946
b_hotdeck_union_matched,shared,wage,-0.01298902283397163,0.007872828357390057
b_hotdeck_union_matched,shared,wage_oasdi,-0.012558942508954507,0.004794162239156646
b_hotdeck_union_matched,shared,self_payroll,-0.14837866685370993,0.03112917791538842
b_hotdeck_union_matched,shared,positive_fica_worker,-0.0023947364168035445,0.001524058424880782
b_hotdeck_union_matched,shared,federal_liability,-0.05032830596404492,0.021404094488747662
b_hotdeck_union_matched,shared,state_liability,-0.028739493998054755,0.013463434659821163
b_hotdeck_union_matched,shared,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched,shared,social_security,-0.047112232233112006,0.01432442432546499
b_hotdeck_union_matched,shared,refundable_credits,0.006983760776320347,0.010815220674726362
b_matched_over_pooled,personal,wage,-0.021696144432900355,0.005769678722989837
b_matched_over_pooled,personal,wage_oasdi,-0.013074522498041197,0.0031088824872869893
b_matched_over_pooled,personal,self_payroll,-0.09540722047859207,0.022516787323440163
b_matched_over_pooled,personal,positive_fica_worker,-0.0011909688660142193,0.0009466905935305346
b_matched_over_pooled,personal,federal_liability,-0.0712352522457892,0.017815579129731873
b_matched_over_pooled,personal,state_liability,-0.03982692838196955,0.01126714720595319
b_matched_over_pooled,personal,consumption,-0.03069686948531347,0.004428084393395221
b_matched_over_pooled,personal,social_security,-0.06939317853769278,0.009177132619259832
b_matched_over_pooled,personal,refundable_credits,0.005218015762296968,0.006768915279431847
b_matched_over_pooled,shared,wage,-0.01825175961795744,0.005335816369897176
b_matched_over_pooled,shared,wage_oasdi,-0.012377795186247376,0.0028072022801987947
b_matched_over_pooled,shared,self_payroll,-0.07226976133724405,0.019761669191424143
b_matched_over_pooled,shared,positive_fica_worker,-0.0004143504869971171,0.0009140176920433186
b_matched_over_pooled,shared,federal_liability,-0.06565956216936542,0.015765915046811022
b_matched_over_pooled,shared,state_liability,-0.03410913193638221,0.01039502497732359
b_matched_over_pooled,shared,consumption,-0.03069686948531347,0.004428084393395219
b_matched_over_pooled,shared,social_security,-0.06510050934174405,0.008112371580240155
b_matched_over_pooled,shared,refundable_credits,0.0055537431450576324,0.006333720803470002
b_hotdeck_union_matched+status_0.44,personal,wage,-0.07767274467137664,0.008910642725637132
b_hotdeck_union_matched+status_0.44,personal,wage_oasdi,-0.07344641556234777,0.00577682105608544
b_hotdeck_union_matched+status_0.44,personal,self_payroll,-0.23841797163654588,0.03328716636519446
b_hotdeck_union_matched+status_0.44,personal,positive_fica_worker,-0.07557541501811293,0.003686356807641284
b_hotdeck_union_matched+status_0.44,personal,federal_liability,-0.10036621934664591,0.024999532831281573
b_hotdeck_union_matched+status_0.44,personal,state_liability,-0.0904766508307615,0.016053056968864672
b_hotdeck_union_matched+status_0.44,personal,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_0.44,personal,social_security,-0.05960226738693375,0.015883794103303053
b_hotdeck_union_matched+status_0.44,personal,refundable_credits,-0.1303330089399608,0.015325783296636603
b_hotdeck_union_matched+status_0.44,shared,wage,-0.06590464995783896,0.008066398514058501
b_hotdeck_union_matched+status_0.44,shared,wage_oasdi,-0.06803808434763847,0.005139680883742571
b_hotdeck_union_matched+status_0.44,shared,self_payroll,-0.21785667240821172,0.03060914640937636
b_hotdeck_union_matched+status_0.44,shared,positive_fica_worker,-0.07102110131982065,0.0034694188306151333
b_hotdeck_union_matched+status_0.44,shared,federal_liability,-0.08249731585109932,0.02153051541634947
b_hotdeck_union_matched+status_0.44,shared,state_liability,-0.07452071656276194,0.013963934319724886
b_hotdeck_union_matched+status_0.44,shared,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_0.44,shared,social_security,-0.047112232233112006,0.01432442432546499
b_hotdeck_union_matched+status_0.44,shared,refundable_credits,-0.11865526541156912,0.013930004447040126
b_matched_over_pooled+status_0.44,personal,wage,-0.08052517050723562,0.006452475892083228
b_matched_over_pooled+status_0.44,personal,wage_oasdi,-0.07329416754834572,0.004271960759769142
b_matched_over_pooled+status_0.44,personal,self_payroll,-0.17823605228382933,0.023593733670524367
b_matched_over_pooled+status_0.44,personal,positive_fica_worker,-0.07282755268260066,0.0032951393466341596
b_matched_over_pooled+status_0.44,personal,federal_liability,-0.11290004862376657,0.018192365229131407
b_matched_over_pooled+status_0.44,personal,state_liability,-0.09617294252649389,0.01235800161532006
b_matched_over_pooled+status_0.44,personal,consumption,-0.03069686948531347,0.004428084393395221
b_matched_over_pooled+status_0.44,personal,social_security,-0.06939317853769278,0.009177132619259832
b_matched_over_pooled+status_0.44,personal,refundable_credits,-0.13136490372523313,0.012855567836854985
b_matched_over_pooled+status_0.44,shared,wage,-0.07211216928888264,0.005757165583819963
b_matched_over_pooled+status_0.44,shared,wage_oasdi,-0.06788137226370072,0.00374221500732212
b_matched_over_pooled+status_0.44,shared,self_payroll,-0.15427507800620954,0.022303309028877703
b_matched_over_pooled+status_0.44,shared,positive_fica_worker,-0.06911786563838596,0.0030885185744161468
b_matched_over_pooled+status_0.44,shared,federal_liability,-0.10214713173776069,0.016067818873528466
b_matched_over_pooled+status_0.44,shared,state_liability,-0.0842625968042977,0.011450185462725627
b_matched_over_pooled+status_0.44,shared,consumption,-0.03069686948531347,0.004428084393395219
b_matched_over_pooled+status_0.44,shared,social_security,-0.06510050934174405,0.008112371580240155
b_matched_over_pooled+status_0.44,shared,refundable_credits,-0.11498706531445746,0.011771273744797122
b_hotdeck_union_matched+status_recomputed_0.44,personal,wage,-0.0761443160264369,0.008881414614263592
b_hotdeck_union_matched+status_recomputed_0.44,personal,wage_oasdi,-0.07171641834257403,0.005734161895495883
b_hotdeck_union_matched+status_recomputed_0.44,personal,self_payroll,-0.23197055267243094,0.033207145054827074
b_hotdeck_union_matched+status_recomputed_0.44,personal,positive_fica_worker,-0.07358436353060005,0.003573968738292695
b_hotdeck_union_matched+status_recomputed_0.44,personal,federal_liability,-0.09944857577830235,0.025010345558182386
b_hotdeck_union_matched+status_recomputed_0.44,personal,state_liability,-0.0889108823803445,0.016036325225543987
b_hotdeck_union_matched+status_recomputed_0.44,personal,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_recomputed_0.44,personal,social_security,-0.05960226738693375,0.015883794103303053
b_hotdeck_union_matched+status_recomputed_0.44,personal,refundable_credits,-0.12711203195189302,0.015507679555728038
b_hotdeck_union_matched+status_recomputed_0.44,shared,wage,-0.06449619332856271,0.008018733308084787
b_hotdeck_union_matched+status_recomputed_0.44,shared,wage_oasdi,-0.06642724374220732,0.005104429884760973
b_hotdeck_union_matched+status_recomputed_0.44,shared,self_payroll,-0.21031898916665726,0.030513040700928914
b_hotdeck_union_matched+status_recomputed_0.44,shared,positive_fica_worker,-0.06899277236248769,0.0033647905678412917
b_hotdeck_union_matched+status_recomputed_0.44,shared,federal_liability,-0.08170669672705066,0.021528902876331097
b_hotdeck_union_matched+status_recomputed_0.44,shared,state_liability,-0.07309703758836728,0.013924928947678506
b_hotdeck_union_matched+status_recomputed_0.44,shared,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_recomputed_0.44,shared,social_security,-0.047112232233112006,0.01432442432546499
b_hotdeck_union_matched+status_recomputed_0.44,shared,refundable_credits,-0.11561389427486501,0.014051458739621131
b_matched_over_pooled+status_recomputed_0.44,personal,wage,-0.0805971500403091,0.006419004328794872
b_matched_over_pooled+status_recomputed_0.44,personal,wage_oasdi,-0.07330379752977045,0.00425469243657566
b_matched_over_pooled+status_recomputed_0.44,personal,self_payroll,-0.17719140607909767,0.023666141227583218
b_matched_over_pooled+status_recomputed_0.44,personal,positive_fica_worker,-0.07255512411061538,0.0032757731666060164
b_matched_over_pooled+status_recomputed_0.44,personal,federal_liability,-0.11272881265964985,0.01819071200164143
b_matched_over_pooled+status_recomputed_0.44,personal,state_liability,-0.09532055707437959,0.012310066483838039
b_matched_over_pooled+status_recomputed_0.44,personal,consumption,-0.03069686948531347,0.004428084393395221
b_matched_over_pooled+status_recomputed_0.44,personal,social_security,-0.06939317853769278,0.009177132619259832
b_matched_over_pooled+status_recomputed_0.44,personal,refundable_credits,-0.13296993828541814,0.013264053628123013
b_matched_over_pooled+status_recomputed_0.44,shared,wage,-0.07233851161484717,0.005723190648522898
b_matched_over_pooled+status_recomputed_0.44,shared,wage_oasdi,-0.06805683533106399,0.0037264423647151053
b_matched_over_pooled+status_recomputed_0.44,shared,self_payroll,-0.152249833119121,0.02235671210124097
b_matched_over_pooled+status_recomputed_0.44,shared,positive_fica_worker,-0.06892297459592334,0.0030576959645508446
b_matched_over_pooled+status_recomputed_0.44,shared,federal_liability,-0.10207048416359654,0.016053415631964215
b_matched_over_pooled+status_recomputed_0.44,shared,state_liability,-0.08353330755496868,0.011370782097811817
b_matched_over_pooled+status_recomputed_0.44,shared,consumption,-0.03069686948531347,0.004428084393395219
b_matched_over_pooled+status_recomputed_0.44,shared,social_security,-0.06510050934174405,0.008112371580240155
b_matched_over_pooled+status_recomputed_0.44,shared,refundable_credits,-0.11575676736881813,0.012182446696846356
b_hotdeck_union_matched+status_0.60,personal,wage,-0.06103961286642723,0.008743521209486745
b_hotdeck_union_matched+status_0.60,personal,wage_oasdi,-0.056107707426750086,0.005534116781941768
b_hotdeck_union_matched+status_0.60,personal,self_payroll,-0.2179945034332883,0.03324915270248832
b_hotdeck_union_matched+status_0.60,personal,positive_fica_worker,-0.05479276488583973,0.0028800505846828268
b_hotdeck_union_matched+status_0.60,personal,federal_liability,-0.08977906906804389,0.024975572732733185
b_hotdeck_union_matched+status_0.60,personal,state_liability,-0.07576564311921619,0.015893322729330774
b_hotdeck_union_matched+status_0.60,personal,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_0.60,personal,social_security,-0.05960226738693375,0.015883794103303053
b_hotdeck_union_matched+status_0.60,personal,refundable_credits,-0.1218666833196711,0.014905852362874554
b_hotdeck_union_matched+status_0.60,shared,wage,-0.05064867509770821,0.00794175664048477
b_hotdeck_union_matched+status_0.60,shared,wage_oasdi,-0.05203303388579361,0.004929047066076485
b_hotdeck_union_matched+status_0.60,shared,self_payroll,-0.1977231969367096,0.03038608593075437
b_hotdeck_union_matched+status_0.60,shared,positive_fica_worker,-0.05110677140117459,0.0027133823989875464
b_hotdeck_union_matched+status_0.60,shared,federal_liability,-0.07326151283605764,0.0214700156938322
b_hotdeck_union_matched+status_0.60,shared,state_liability,-0.06137402149574267,0.013740987413321415
b_hotdeck_union_matched+status_0.60,shared,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_0.60,shared,social_security,-0.047112232233112006,0.01432442432546499
b_hotdeck_union_matched+status_0.60,shared,refundable_credits,-0.11104352188823419,0.013526324329894106
b_matched_over_pooled+status_0.60,personal,wage,-0.06356261636925165,0.0060724519011317825
b_matched_over_pooled+status_0.60,personal,wage_oasdi,-0.05592079099099945,0.0037739008923028056
b_matched_over_pooled+status_0.60,personal,self_payroll,-0.15422603970463133,0.02251345140957268
b_matched_over_pooled+status_0.60,personal,positive_fica_worker,-0.05203877955726255,0.0024242058716895058
b_matched_over_pooled+status_0.60,personal,federal_liability,-0.10092741084349055,0.017793772060382473
b_matched_over_pooled+status_0.60,personal,state_liability,-0.0799846271620479,0.01170851498906013
b_matched_over_pooled+status_0.60,personal,consumption,-0.03069686948531347,0.004428084393395221
b_matched_over_pooled+status_0.60,personal,social_security,-0.06939317853769278,0.009177132619259832
b_matched_over_pooled+status_0.60,personal,refundable_credits,-0.12352125334532871,0.012217761412800442
b_matched_over_pooled+status_0.60,shared,wage,-0.056583612888847945,0.005464619560381877
b_matched_over_pooled+status_0.60,shared,wage_oasdi,-0.05187016971871816,0.003313033949223307
b_matched_over_pooled+status_0.60,shared,self_payroll,-0.1304975772957917,0.02064375746525837
b_matched_over_pooled+status_0.60,shared,positive_fica_worker,-0.049179799165347315,0.002269469489959539
b_matched_over_pooled+status_0.60,shared,federal_liability,-0.09166295303814975,0.015708974927019757
b_matched_over_pooled+status_0.60,shared,state_liability,-0.06985444900556936,0.010836171370007397
b_matched_over_pooled+status_0.60,shared,consumption,-0.03069686948531347,0.004428084393395219
b_matched_over_pooled+status_0.60,shared,social_security,-0.06510050934174405,0.008112371580240155
b_matched_over_pooled+status_0.60,shared,refundable_credits,-0.10805040682905909,0.011178468875645905
b_hotdeck_union_matched+status_recomputed_0.60,personal,wage,-0.05995683379039951,0.008726875545253608
b_hotdeck_union_matched+status_recomputed_0.60,personal,wage_oasdi,-0.054880630613616144,0.005509935266525175
b_hotdeck_union_matched+status_recomputed_0.60,personal,self_payroll,-0.21342719731640514,0.03323603745816003
b_hotdeck_union_matched+status_recomputed_0.60,personal,positive_fica_worker,-0.05338524048062343,0.002805611860250913
b_hotdeck_union_matched+status_recomputed_0.60,personal,federal_liability,-0.08912789371597685,0.02498515432469848
b_hotdeck_union_matched+status_recomputed_0.60,personal,state_liability,-0.07465165530086892,0.015885620678701022
b_hotdeck_union_matched+status_recomputed_0.60,personal,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_recomputed_0.60,personal,social_security,-0.05960226738693375,0.015883794103303053
b_hotdeck_union_matched+status_recomputed_0.60,personal,refundable_credits,-0.11895939790988375,0.015072257433539554
b_hotdeck_union_matched+status_recomputed_0.60,shared,wage,-0.04965080369324737,0.007911255512423469
b_hotdeck_union_matched+status_recomputed_0.60,shared,wage_oasdi,-0.050890454196284685,0.004909657041280177
b_hotdeck_union_matched+status_recomputed_0.60,shared,self_payroll,-0.1923828644025829,0.030363199697357634
b_hotdeck_union_matched+status_recomputed_0.60,shared,positive_fica_worker,-0.04967286596509124,0.0026453284930361603
b_hotdeck_union_matched+status_recomputed_0.60,shared,federal_liability,-0.07270036921744538,0.021470791141152887
b_hotdeck_union_matched+status_recomputed_0.60,shared,state_liability,-0.06036101882713074,0.013717527491146634
b_hotdeck_union_matched+status_recomputed_0.60,shared,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_recomputed_0.60,shared,social_security,-0.047112232233112006,0.01432442432546499
b_hotdeck_union_matched+status_recomputed_0.60,shared,refundable_credits,-0.108306451887758,0.013643724519327683
b_matched_over_pooled+status_recomputed_0.60,personal,wage,-0.06361563096660172,0.006042136687510187
b_matched_over_pooled+status_recomputed_0.60,personal,wage_oasdi,-0.055927562403450426,0.003761599157659577
b_matched_over_pooled+status_recomputed_0.60,personal,self_payroll,-0.15348678142778371,0.02261054680643831
b_matched_over_pooled+status_recomputed_0.60,personal,positive_fica_worker,-0.05184595158558103,0.0024054856026367363
b_matched_over_pooled+status_recomputed_0.60,personal,federal_liability,-0.10080728837268038,0.017790103805638637
b_matched_over_pooled+status_recomputed_0.60,personal,state_liability,-0.07937652989250998,0.011668018035346627
b_matched_over_pooled+status_recomputed_0.60,personal,consumption,-0.03069686948531347,0.004428084393395221
b_matched_over_pooled+status_recomputed_0.60,personal,social_security,-0.06939317853769278,0.009177132619259832
b_matched_over_pooled+status_recomputed_0.60,personal,refundable_credits,-0.12505260683890362,0.012594779787805195
b_matched_over_pooled+status_recomputed_0.60,shared,wage,-0.05674623520535238,0.005436358079847984
b_matched_over_pooled+status_recomputed_0.60,shared,wage_oasdi,-0.051994958583944983,0.00330430051998392
b_matched_over_pooled+status_recomputed_0.60,shared,self_payroll,-0.1290582259050289,0.020731123642848542
b_matched_over_pooled+status_recomputed_0.60,shared,positive_fica_worker,-0.04904214727105416,0.002244448683058495
b_matched_over_pooled+status_recomputed_0.60,shared,federal_liability,-0.09160997838113238,0.015694250861094324
b_matched_over_pooled+status_recomputed_0.60,shared,state_liability,-0.06933419020775222,0.010769924952545976
b_matched_over_pooled+status_recomputed_0.60,shared,consumption,-0.03069686948531347,0.004428084393395219
b_matched_over_pooled+status_recomputed_0.60,shared,social_security,-0.06510050934174405,0.008112371580240155
b_matched_over_pooled+status_recomputed_0.60,shared,refundable_credits,-0.10878777127075834,0.01156203295106056
b_hotdeck_union_matched+status_0.75,personal,wage,-0.04555689944433028,0.008641143802725777
b_hotdeck_union_matched+status_0.75,personal,wage_oasdi,-0.03997609513417422,0.00539018252529044
b_hotdeck_union_matched+status_0.75,personal,self_payroll,-0.19905555792097207,0.03345690030943041
b_hotdeck_union_matched+status_0.75,personal,positive_fica_worker,-0.03554356245469814,0.002219684295761588
b_hotdeck_union_matched+status_0.75,personal,federal_liability,-0.07989200579375522,0.024972033678029415
b_hotdeck_union_matched+status_0.75,personal,state_liability,-0.06202960971079052,0.01580544171509589
b_hotdeck_union_matched+status_0.75,personal,consumption,-0.02716462157278099,0.006109661947672217
b_hotdeck_union_matched+status_0.75,personal,social_security,-0.05960226738693375,0.015883794103303053
b_hotdeck_union_matched+status_0.75,personal,refundable_credits,-0.11402261226702448,0.01455200900893684
b_hotdeck_union_matched+status_0.75,shared,wage,-0.03644646453577416,0.007875388286149339
b_hotdeck_union_matched+status_0.75,shared,wage_oasdi,-0.03714076896365115,0.004811349535841366
b_hotdeck_union_matched+status_0.75,shared,self_payroll,-0.17905522617317282,0.030454763632845595
b_hotdeck_union_matched+status_0.75,shared,positive_fica_worker,-0.03266216152762902,0.002096412402358364
b_hotdeck_union_matched+status_0.75,shared,federal_liability,-0.06463549245560596,0.021431066585193857
