method,profile,allocation,component,change_bn,se_bn
a_ipw_plus_labor_force,proportional,personal,net_cost_change,16.85347595768273,8.6499675055303
a_ipw_plus_labor_force,proportional,shared,direct_receipts,-16.865301427664374,7.873172592451493
a_ipw_plus_labor_force,proportional,shared,incidence_receipts,-20.925579501529633,3.3685261635527697
a_ipw_plus_labor_force,proportional,shared,transfers,-4.979219206292732,2.828400079847878
a_ipw_plus_labor_force,proportional,shared,income_security_services,2.684912177677547,2.874341241405393
a_ipw_plus_labor_force,proportional,shared,economic_affairs_services,0.19018452571045164,0.5424606748348237
a_ipw_plus_labor_force,proportional,shared,subsidies,-0.354842829227702,0.41445715156504603
a_ipw_plus_labor_force,proportional,shared,net_cost_change,14.761178924759639,8.874963596376409
a_ipw_brief_cells_derived_material_1pct,cbo_lag,personal,direct_receipts,-13.19159914482803,7.929233553953004
a_ipw_brief_cells_derived_material_1pct,cbo_lag,personal,incidence_receipts,-15.338139762079798,2.9690938214625855
a_ipw_brief_cells_derived_material_1pct,cbo_lag,personal,transfers,-5.765077598231654,2.9241279693364377
a_ipw_brief_cells_derived_material_1pct,cbo_lag,personal,income_security_services,2.5947230822173517,2.982890704277465
a_ipw_brief_cells_derived_material_1pct,cbo_lag,personal,economic_affairs_services,0.6544964389265656,0.5914469608138017
a_ipw_brief_cells_derived_material_1pct,cbo_lag,personal,subsidies,-0.28469863925465044,0.4096350369172013
a_ipw_brief_cells_derived_material_1pct,cbo_lag,personal,net_cost_change,10.021244628813728,9.014677146531456
a_ipw_brief_cells_derived_material_1pct,cbo_lag,shared,direct_receipts,-12.711065439904889,8.762753202547428
a_ipw_brief_cells_derived_material_1pct,cbo_lag,shared,incidence_receipts,-21.1036625024024,3.4052679269953594
a_ipw_brief_cells_derived_material_1pct,cbo_lag,shared,transfers,-6.273438336366194,2.7429109286933664
a_ipw_brief_cells_derived_material_1pct,cbo_lag,shared,income_security_services,2.3178933388042,2.8578981375930526
a_ipw_brief_cells_derived_material_1pct,cbo_lag,shared,economic_affairs_services,0.6544964389265656,0.5914469608138017
a_ipw_brief_cells_derived_material_1pct,cbo_lag,shared,subsidies,-0.285539895544204,0.4100720602932215
a_ipw_brief_cells_derived_material_1pct,cbo_lag,shared,net_cost_change,8.755520442342895,9.915725061250198
a_ipw_brief_cells_derived_material_1pct,proportional,personal,direct_receipts,-13.19159914482803,7.929233553953004
a_ipw_brief_cells_derived_material_1pct,proportional,personal,incidence_receipts,-15.338139762079798,2.9690938214625855
a_ipw_brief_cells_derived_material_1pct,proportional,personal,transfers,-5.765077598231654,2.9241279693364377
a_ipw_brief_cells_derived_material_1pct,proportional,personal,income_security_services,2.5947230822173517,2.982890704277465
a_ipw_brief_cells_derived_material_1pct,proportional,personal,economic_affairs_services,0.6544964389265656,0.5914469608138017
a_ipw_brief_cells_derived_material_1pct,proportional,personal,subsidies,-0.28469863925465044,0.4096350369172013
a_ipw_brief_cells_derived_material_1pct,proportional,personal,net_cost_change,10.675741067740294,8.672417236416104
a_ipw_brief_cells_derived_material_1pct,proportional,shared,direct_receipts,-12.711065439904889,8.762753202547428
a_ipw_brief_cells_derived_material_1pct,proportional,shared,incidence_receipts,-21.1036625024024,3.4052679269953594
a_ipw_brief_cells_derived_material_1pct,proportional,shared,transfers,-6.273438336366194,2.7429109286933664
a_ipw_brief_cells_derived_material_1pct,proportional,shared,income_security_services,2.3178933388042,2.8578981375930526
a_ipw_brief_cells_derived_material_1pct,proportional,shared,economic_affairs_services,0.6544964389265656,0.5914469608138017
a_ipw_brief_cells_derived_material_1pct,proportional,shared,subsidies,-0.285539895544204,0.4100720602932215
a_ipw_brief_cells_derived_material_1pct,proportional,shared,net_cost_change,9.410016881269462,9.531796757050612
a_ipw_brief_cells_derived_any_flag,cbo_lag,personal,direct_receipts,-15.155378976870708,10.054123382023858
a_ipw_brief_cells_derived_any_flag,cbo_lag,personal,incidence_receipts,-15.338139762079798,2.9690938214625855
a_ipw_brief_cells_derived_any_flag,cbo_lag,personal,transfers,-8.823558219654904,2.979270663431038
a_ipw_brief_cells_derived_any_flag,cbo_lag,personal,income_security_services,2.5947230822173517,2.982890704277465
a_ipw_brief_cells_derived_any_flag,cbo_lag,personal,economic_affairs_services,0.921738930054479,0.7211839606915168
a_ipw_brief_cells_derived_any_flag,cbo_lag,personal,subsidies,-0.2694748616448434,0.4104969802070279
a_ipw_brief_cells_derived_any_flag,cbo_lag,personal,net_cost_change,8.926543839433155,10.765590620136594
a_ipw_brief_cells_derived_any_flag,cbo_lag,shared,direct_receipts,-16.09513288619072,10.735104571103133
a_ipw_brief_cells_derived_any_flag,cbo_lag,shared,incidence_receipts,-21.1036625024024,3.4052679269953594
a_ipw_brief_cells_derived_any_flag,cbo_lag,shared,transfers,-10.473149974268798,2.857752040391324
a_ipw_brief_cells_derived_any_flag,cbo_lag,shared,income_security_services,2.3178933388042,2.8578981375930526
a_ipw_brief_cells_derived_any_flag,cbo_lag,shared,economic_affairs_services,0.921738930054479,0.7211839606915168
a_ipw_brief_cells_derived_any_flag,cbo_lag,shared,subsidies,-0.2703161179343969,0.41093775792606313
a_ipw_brief_cells_derived_any_flag,cbo_lag,shared,net_cost_change,7.939876250726121,11.45745923358917
a_ipw_brief_cells_derived_any_flag,proportional,personal,direct_receipts,-15.155378976870708,10.054123382023858
a_ipw_brief_cells_derived_any_flag,proportional,personal,incidence_receipts,-15.338139762079798,2.9690938214625855
a_ipw_brief_cells_derived_any_flag,proportional,personal,transfers,-8.823558219654904,2.979270663431038
a_ipw_brief_cells_derived_any_flag,proportional,personal,income_security_services,2.5947230822173517,2.982890704277465
a_ipw_brief_cells_derived_any_flag,proportional,personal,economic_affairs_services,0.921738930054479,0.7211839606915168
a_ipw_brief_cells_derived_any_flag,proportional,personal,subsidies,-0.2694748616448434,0.4104969802070279
a_ipw_brief_cells_derived_any_flag,proportional,personal,net_cost_change,9.848282769487634,10.326076578567607
a_ipw_brief_cells_derived_any_flag,proportional,shared,direct_receipts,-16.09513288619072,10.735104571103133
a_ipw_brief_cells_derived_any_flag,proportional,shared,incidence_receipts,-21.1036625024024,3.4052679269953594
a_ipw_brief_cells_derived_any_flag,proportional,shared,transfers,-10.473149974268798,2.857752040391324
a_ipw_brief_cells_derived_any_flag,proportional,shared,income_security_services,2.3178933388042,2.8578981375930526
a_ipw_brief_cells_derived_any_flag,proportional,shared,economic_affairs_services,0.921738930054479,0.7211839606915168
a_ipw_brief_cells_derived_any_flag,proportional,shared,subsidies,-0.2703161179343969,0.41093775792606313
a_ipw_brief_cells_derived_any_flag,proportional,shared,net_cost_change,8.8616151807806,10.97441224985095
b_hotdeck_union_matched,cbo_lag,personal,direct_receipts,-15.518026365786938,4.744159977787302
b_hotdeck_union_matched,cbo_lag,personal,incidence_receipts,-5.781182127579435,1.431469892913908
b_hotdeck_union_matched,cbo_lag,personal,transfers,-3.629579340336936,2.0052885687394286
b_hotdeck_union_matched,cbo_lag,personal,income_security_services,-0.6974029711186749,1.9362479638457029
b_hotdeck_union_matched,cbo_lag,personal,economic_affairs_services,-0.9850099934274948,0.2279617144562801
b_hotdeck_union_matched,cbo_lag,personal,subsidies,-0.9360445833916605,0.39242261622516705
b_hotdeck_union_matched,cbo_lag,personal,net_cost_change,11.191044054331327,5.248937288696573
b_hotdeck_union_matched,cbo_lag,shared,direct_receipts,-13.766286775356646,4.491554128795869
b_hotdeck_union_matched,cbo_lag,shared,incidence_receipts,-6.217671249017891,1.4525433028445685
b_hotdeck_union_matched,cbo_lag,shared,transfers,-3.7501548493603947,2.0006485236140654
b_hotdeck_union_matched,cbo_lag,shared,income_security_services,-1.2124260294728713,1.874181483912031
b_hotdeck_union_matched,cbo_lag,shared,economic_affairs_services,-0.9850099934274948,0.2279617144562801
b_hotdeck_union_matched,cbo_lag,shared,subsidies,-0.9317822036661735,0.392605886784381
b_hotdeck_union_matched,cbo_lag,shared,net_cost_change,8.80370589652338,5.088953250801297
b_hotdeck_union_matched,proportional,personal,direct_receipts,-15.518026365786938,4.744159977787302
b_hotdeck_union_matched,proportional,personal,incidence_receipts,-5.781182127579435,1.431469892913908
b_hotdeck_union_matched,proportional,personal,transfers,-3.629579340336936,2.0052885687394286
b_hotdeck_union_matched,proportional,personal,income_security_services,-0.6974029711186749,1.9362479638457029
b_hotdeck_union_matched,proportional,personal,economic_affairs_services,-0.9850099934274948,0.2279617144562801
b_hotdeck_union_matched,proportional,personal,subsidies,-0.9360445833916605,0.39242261622516705
b_hotdeck_union_matched,proportional,personal,net_cost_change,10.206034060903832,5.0898583271391775
b_hotdeck_union_matched,proportional,shared,direct_receipts,-13.766286775356646,4.491554128795869
b_hotdeck_union_matched,proportional,shared,incidence_receipts,-6.217671249017891,1.4525433028445685
b_hotdeck_union_matched,proportional,shared,transfers,-3.7501548493603947,2.0006485236140654
b_hotdeck_union_matched,proportional,shared,income_security_services,-1.2124260294728713,1.874181483912031
b_hotdeck_union_matched,proportional,shared,economic_affairs_services,-0.9850099934274948,0.2279617144562801
b_hotdeck_union_matched,proportional,shared,subsidies,-0.9317822036661735,0.392605886784381
b_hotdeck_union_matched,proportional,shared,net_cost_change,7.818695903095886,4.927809486830027
b_control_pooled_donors,cbo_lag,personal,direct_receipts,0.8506848791175179,4.465446075161217
b_control_pooled_donors,cbo_lag,personal,incidence_receipts,1.0546951802643207,1.9685704722493382
b_control_pooled_donors,cbo_lag,personal,transfers,1.6312894969261247,2.0750427200416777
b_control_pooled_donors,cbo_lag,personal,income_security_services,-2.7228433750103926,2.0668531635777256
b_control_pooled_donors,cbo_lag,personal,economic_affairs_services,0.13213824643826766,0.20738147698725126
b_control_pooled_donors,cbo_lag,personal,subsidies,-0.21189449518007247,0.42169227389637653
b_control_pooled_donors,cbo_lag,personal,net_cost_change,-1.9422387572017858,5.143601497219333
b_control_pooled_donors,cbo_lag,shared,direct_receipts,2.2565464878882717,3.9545365773257886
b_control_pooled_donors,cbo_lag,shared,incidence_receipts,0.4579234054400232,2.0268878320108885
b_control_pooled_donors,cbo_lag,shared,transfers,1.5232480921976759,2.047981253157495
b_control_pooled_donors,cbo_lag,shared,income_security_services,-3.358297891348838,1.9676973064706007
b_control_pooled_donors,cbo_lag,shared,economic_affairs_services,0.13213824643826766,0.20738147698725126
b_control_pooled_donors,cbo_lag,shared,subsidies,-0.20924186255886587,0.4218918103461
b_control_pooled_donors,cbo_lag,shared,net_cost_change,-4.091596287039434,4.803530306572823
b_control_pooled_donors,proportional,personal,direct_receipts,0.8506848791175179,4.465446075161217
b_control_pooled_donors,proportional,personal,incidence_receipts,1.0546951802643207,1.9685704722493382
b_control_pooled_donors,proportional,personal,transfers,1.6312894969261247,2.0750427200416777
b_control_pooled_donors,proportional,personal,income_security_services,-2.7228433750103926,2.0668531635777256
b_control_pooled_donors,proportional,personal,economic_affairs_services,0.13213824643826766,0.20738147698725126
b_control_pooled_donors,proportional,personal,subsidies,-0.21189449518007247,0.42169227389637653
b_control_pooled_donors,proportional,personal,net_cost_change,-1.8101005107635182,5.015993501694208
b_control_pooled_donors,proportional,shared,direct_receipts,2.2565464878882717,3.9545365773257886
b_control_pooled_donors,proportional,shared,incidence_receipts,0.4579234054400232,2.0268878320108885
b_control_pooled_donors,proportional,shared,transfers,1.5232480921976759,2.047981253157495
b_control_pooled_donors,proportional,shared,income_security_services,-3.358297891348838,1.9676973064706007
b_control_pooled_donors,proportional,shared,economic_affairs_services,0.13213824643826766,0.20738147698725126
b_control_pooled_donors,proportional,shared,subsidies,-0.20924186255886587,0.4218918103461
b_control_pooled_donors,proportional,shared,net_cost_change,-3.9594580406011666,4.675915105262013
b_matched_over_pooled,cbo_lag,personal,direct_receipts,-16.345522508380046,3.265742556345726
b_matched_over_pooled,cbo_lag,personal,incidence_receipts,-6.652974893640674,1.3514556675007434
b_matched_over_pooled,cbo_lag,personal,transfers,-5.019765750038849,1.3458456722089722
b_matched_over_pooled,cbo_lag,personal,income_security_services,2.2463556119829784,1.3511368051558144
b_matched_over_pooled,cbo_lag,personal,economic_affairs_services,-1.113092009360829,0.16081117953189475
b_matched_over_pooled,cbo_lag,personal,subsidies,-0.7433518664982642,0.23888336221022613
b_matched_over_pooled,cbo_lag,personal,net_cost_change,13.572112370324174,3.9707008420078886
b_matched_over_pooled,cbo_lag,shared,direct_receipts,-15.907740158965838,3.2006755330723746
b_matched_over_pooled,cbo_lag,shared,incidence_receipts,-6.617889295465333,1.4331642551781143
b_matched_over_pooled,cbo_lag,shared,transfers,-4.946627215608524,1.3338513437909805
b_matched_over_pooled,cbo_lag,shared,income_security_services,2.4231914523701277,1.298295104021528
b_matched_over_pooled,cbo_lag,shared,economic_affairs_services,-1.113092009360829,0.16081117953189475
b_matched_over_pooled,cbo_lag,shared,subsidies,-0.7416977850665397,0.23890735819284883
b_matched_over_pooled,cbo_lag,shared,net_cost_change,13.384304395727442,3.9320895215957274
b_matched_over_pooled,proportional,personal,direct_receipts,-16.345522508380046,3.265742556345726
b_matched_over_pooled,proportional,personal,incidence_receipts,-6.652974893640674,1.3514556675007434
b_matched_over_pooled,proportional,personal,transfers,-5.019765750038849,1.3458456722089722
b_matched_over_pooled,proportional,personal,income_security_services,2.2463556119829784,1.3511368051558144
b_matched_over_pooled,proportional,personal,economic_affairs_services,-1.113092009360829,0.16081117953189475
b_matched_over_pooled,proportional,personal,subsidies,-0.7433518664982642,0.23888336221022613
b_matched_over_pooled,proportional,personal,net_cost_change,12.459020360963345,3.8586699196359664
b_matched_over_pooled,proportional,shared,direct_receipts,-15.907740158965838,3.2006755330723746
b_matched_over_pooled,proportional,shared,incidence_receipts,-6.617889295465333,1.4331642551781143
b_matched_over_pooled,proportional,shared,transfers,-4.946627215608524,1.3338513437909805
b_matched_over_pooled,proportional,shared,income_security_services,2.4231914523701277,1.298295104021528
b_matched_over_pooled,proportional,shared,economic_affairs_services,-1.113092009360829,0.16081117953189475
b_matched_over_pooled,proportional,shared,subsidies,-0.7416977850665397,0.23890735819284883
b_matched_over_pooled,proportional,shared,net_cost_change,12.271212386366614,3.816748625023985
b_hotdeck_union_matched_all_items,cbo_lag,personal,direct_receipts,-12.79015909035891,5.062080701649353
b_hotdeck_union_matched_all_items,cbo_lag,personal,incidence_receipts,-8.236553537007879,2.1120924153144123
b_hotdeck_union_matched_all_items,cbo_lag,personal,transfers,-4.721742972325594,1.9565839813591381
b_hotdeck_union_matched_all_items,cbo_lag,personal,income_security_services,-0.2319617161150519,1.9637736753093136
b_hotdeck_union_matched_all_items,cbo_lag,personal,economic_affairs_services,-0.5353706168877772,0.25077249375091687
b_hotdeck_union_matched_all_items,cbo_lag,personal,subsidies,-1.0802400215571044,0.41627686793837526
b_hotdeck_union_matched_all_items,cbo_lag,personal,net_cost_change,7.836454401918264,5.464904540615868
b_hotdeck_union_matched_all_items,cbo_lag,shared,direct_receipts,-10.10687824872208,4.977216582717807
b_hotdeck_union_matched_all_items,cbo_lag,shared,incidence_receipts,-8.479992738903679,2.1769570947776367
b_hotdeck_union_matched_all_items,cbo_lag,shared,transfers,-4.40688007220707,1.936390879431099
b_hotdeck_union_matched_all_items,cbo_lag,shared,income_security_services,-0.7487448669917635,1.9027628362158533
b_hotdeck_union_matched_all_items,cbo_lag,shared,economic_affairs_services,-0.5353706168877772,0.25077249375091687
b_hotdeck_union_matched_all_items,cbo_lag,shared,subsidies,-1.074978478568798,0.41674271236058935
b_hotdeck_union_matched_all_items,cbo_lag,shared,net_cost_change,4.9512533095232465,5.524130327605017
b_hotdeck_union_matched_all_items,proportional,personal,direct_receipts,-12.79015909035891,5.062080701649353
b_hotdeck_union_matched_all_items,proportional,personal,incidence_receipts,-8.236553537007879,2.1120924153144123
b_hotdeck_union_matched_all_items,proportional,personal,transfers,-4.721742972325594,1.9565839813591381
b_hotdeck_union_matched_all_items,proportional,personal,income_security_services,-0.2319617161150519,1.9637736753093136
b_hotdeck_union_matched_all_items,proportional,personal,economic_affairs_services,-0.5353706168877772,0.25077249375091687
b_hotdeck_union_matched_all_items,proportional,personal,subsidies,-1.0802400215571044,0.41627686793837526
b_hotdeck_union_matched_all_items,proportional,personal,net_cost_change,7.301083785030487,5.284284311143234
b_hotdeck_union_matched_all_items,proportional,shared,direct_receipts,-10.10687824872208,4.977216582717807
b_hotdeck_union_matched_all_items,proportional,shared,incidence_receipts,-8.479992738903679,2.1769570947776367
b_hotdeck_union_matched_all_items,proportional,shared,transfers,-4.40688007220707,1.936390879431099
b_hotdeck_union_matched_all_items,proportional,shared,income_security_services,-0.7487448669917635,1.9027628362158533
b_hotdeck_union_matched_all_items,proportional,shared,economic_affairs_services,-0.5353706168877772,0.25077249375091687
b_hotdeck_union_matched_all_items,proportional,shared,subsidies,-1.074978478568798,0.41674271236058935
b_hotdeck_union_matched_all_items,proportional,shared,net_cost_change,4.415882692635469,5.335631438323147
b_matched_over_pooled_all_items,cbo_lag,personal,direct_receipts,-19.129369391782877,3.709710122645848
b_matched_over_pooled_all_items,cbo_lag,personal,incidence_receipts,-10.724326541850527,1.640973174053444
b_matched_over_pooled_all_items,cbo_lag,personal,transfers,-5.257631421387682,1.501711259310806
b_matched_over_pooled_all_items,cbo_lag,personal,income_security_services,3.2766334708102094,1.9542267851124002
b_matched_over_pooled_all_items,cbo_lag,personal,economic_affairs_services,-1.2920687484214706,0.190982993295108
b_matched_over_pooled_all_items,cbo_lag,personal,subsidies,-1.0877234474305566,0.25518242165368493
b_matched_over_pooled_all_items,cbo_lag,personal,net_cost_change,17.148371441205406,4.865874206028484
b_matched_over_pooled_all_items,cbo_lag,shared,direct_receipts,-17.41147463586268,3.774947250579256
b_matched_over_pooled_all_items,cbo_lag,shared,incidence_receipts,-9.115402177622341,1.8186633533412824
b_matched_over_pooled_all_items,cbo_lag,shared,transfers,-4.98731190271787,1.5053913434655612
b_matched_over_pooled_all_items,cbo_lag,shared,income_security_services,2.8477094702166355,1.8213970074326036
b_matched_over_pooled_all_items,cbo_lag,shared,economic_affairs_services,-1.2920687484214706,0.190982993295108
b_matched_over_pooled_all_items,cbo_lag,shared,subsidies,-1.0834970105823143,0.2550914814752053
b_matched_over_pooled_all_items,cbo_lag,shared,net_cost_change,15.271872203361447,4.954970283289722
b_matched_over_pooled_all_items,proportional,personal,direct_receipts,-19.129369391782877,3.709710122645848
b_matched_over_pooled_all_items,proportional,personal,incidence_receipts,-10.724326541850527,1.640973174053444
b_matched_over_pooled_all_items,proportional,personal,transfers,-5.257631421387682,1.501711259310806
b_matched_over_pooled_all_items,proportional,personal,income_security_services,3.2766334708102094,1.9542267851124002
b_matched_over_pooled_all_items,proportional,personal,economic_affairs_services,-1.2920687484214706,0.190982993295108
b_matched_over_pooled_all_items,proportional,personal,subsidies,-1.0877234474305566,0.25518242165368493
b_matched_over_pooled_all_items,proportional,personal,net_cost_change,15.856302692783935,4.736667474546759
b_matched_over_pooled_all_items,proportional,shared,direct_receipts,-17.41147463586268,3.774947250579256
b_matched_over_pooled_all_items,proportional,shared,incidence_receipts,-9.115402177622341,1.8186633533412824
b_matched_over_pooled_all_items,proportional,shared,transfers,-4.98731190271787,1.5053913434655612
b_matched_over_pooled_all_items,proportional,shared,income_security_services,2.8477094702166355,1.8213970074326036
b_matched_over_pooled_all_items,proportional,shared,economic_affairs_services,-1.2920687484214706,0.190982993295108
b_matched_over_pooled_all_items,proportional,shared,subsidies,-1.0834970105823143,0.2550914814752053
b_matched_over_pooled_all_items,proportional,shared,net_cost_change,13.979803454939976,4.818252890589879
