allocation,structure,group,category,per_person,gap_vs_white,total_bn,gap_vs_white_bn
shared,white_ages_today,mexican_second_gen,sales_excise_property_tax,2599.449225,-660.430272,37.258472,-9.466091
shared,white_ages_today,mexican_second_gen,state_local_services_capital,-3710.663670,-220.257697,-53.185750,-3.157002
shared,white_ages_today,mexican_third_plus_selfid,cash_transfers_incl_social_security,-5299.258331,990.621444,-76.005008,14.208062
shared,white_ages_today,mexican_third_plus_selfid,corporate_tax_incidence,1314.486136,-1377.429878,18.853115,-19.755891
shared,white_ages_today,mexican_third_plus_selfid,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,white_ages_today,mexican_third_plus_selfid,income_payroll_tax,9188.782915,-4950.147139,131.790804,-70.997855
shared,white_ages_today,mexican_third_plus_selfid,institutions,-822.971166,4.515567,-11.803525,0.064765
shared,white_ages_today,mexican_third_plus_selfid,k12_schooling,-2214.153275,-92.221680,-31.756659,-1.322696
shared,white_ages_today,mexican_third_plus_selfid,noncash_aid,-273.755053,-118.413340,-3.926352,-1.698352
shared,white_ages_today,mexican_third_plus_selfid,public_medical,-5421.312603,9.553359,-77.755580,0.137020
shared,white_ages_today,mexican_third_plus_selfid,rest_of_federal_budget,-2879.266406,116.633535,-41.296093,1.672825
shared,white_ages_today,mexican_third_plus_selfid,sales_excise_property_tax,2603.907494,-655.972002,37.346738,-9.408327
shared,white_ages_today,mexican_third_plus_selfid,state_local_services_capital,-3533.319469,-42.913497,-50.676898,-0.615490
shared,white_ages_today,mexican_observed_total,cash_transfers_incl_social_security,-3960.482986,2329.396789,-161.970186,95.264349
shared,white_ages_today,mexican_observed_total,corporate_tax_incidence,959.784942,-1732.131071,39.251916,-70.838227
shared,white_ages_today,mexican_observed_total,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,white_ages_today,mexican_observed_total,income_payroll_tax,7072.313165,-7066.616889,289.233380,-289.000422
shared,white_ages_today,mexican_observed_total,institutions,-658.824137,168.662595,-26.943650,6.897722
shared,white_ages_today,mexican_observed_total,k12_schooling,-2572.877821,-450.946226,-105.221889,-18.442156
shared,white_ages_today,mexican_observed_total,noncash_aid,-284.623188,-129.281475,-11.640113,-5.287169
shared,white_ages_today,mexican_observed_total,public_medical,-5091.716164,339.149798,-208.233748,13.870065
shared,white_ages_today,mexican_observed_total,rest_of_federal_budget,-2435.571996,560.327945,-99.606551,22.915493
shared,white_ages_today,mexican_observed_total,sales_excise_property_tax,2323.547018,-936.332479,95.025113,-38.292791
shared,white_ages_today,mexican_observed_total,state_local_services_capital,-3654.727053,-164.321081,-149.465816,-6.720169
shared,white_ages_today,third_plus_nh_white,cash_transfers_incl_social_security,-6289.879775,0.000000,-1088.488184,0.000000
shared,white_ages_today,third_plus_nh_white,corporate_tax_incidence,2691.916013,0.000000,465.846547,0.000000
shared,white_ages_today,third_plus_nh_white,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,white_ages_today,third_plus_nh_white,income_payroll_tax,14138.930054,0.000000,2446.796894,0.000000
shared,white_ages_today,third_plus_nh_white,institutions,-827.486733,0.000000,-143.199801,0.000000
shared,white_ages_today,third_plus_nh_white,k12_schooling,-2121.931595,0.000000,-367.208524,0.000000
shared,white_ages_today,third_plus_nh_white,noncash_aid,-155.341713,0.000000,-26.882488,0.000000
shared,white_ages_today,third_plus_nh_white,public_medical,-5430.865961,0.000000,-939.832499,0.000000
shared,white_ages_today,third_plus_nh_white,rest_of_federal_budget,-2995.899941,0.000000,-518.452149,0.000000
shared,white_ages_today,third_plus_nh_white,sales_excise_property_tax,3259.879497,0.000000,564.134839,0.000000
shared,white_ages_today,third_plus_nh_white,state_local_services_capital,-3490.405972,0.000000,-604.028343,0.000000
shared,white_ages_today,all_native,cash_transfers_incl_social_security,-6270.932724,18.947051,-1778.889156,5.374751
shared,white_ages_today,all_native,corporate_tax_incidence,2331.549509,-360.366505,661.395732,-102.225952
shared,white_ages_today,all_native,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,white_ages_today,all_native,income_payroll_tax,12802.636411,-1336.293643,3631.751779,-379.069331
shared,white_ages_today,all_native,institutions,-979.349220,-151.862488,-277.814128,-43.079163
shared,white_ages_today,all_native,k12_schooling,-2197.219646,-75.288051,-623.290087,-21.357125
shared,white_ages_today,all_native,noncash_aid,-212.090399,-56.748686,-60.164146,-16.098023
shared,white_ages_today,all_native,public_medical,-5417.567345,13.298617,-1536.813138,3.772448
shared,white_ages_today,all_native,rest_of_federal_budget,-2975.702414,20.197527,-844.123991,5.729476
shared,white_ages_today,all_native,sales_excise_property_tax,3103.931263,-155.948233,880.498948,-44.238175
shared,white_ages_today,all_native,state_local_services_capital,-3550.748400,-60.342428,-1007.248539,-17.117468
shared,union_ages_today,mexico_born,cash_transfers_incl_social_security,-1537.193885,1706.566738,-18.785711,20.855580
shared,union_ages_today,mexico_born,corporate_tax_incidence,545.623785,-1714.710700,6.667949,-20.955105
shared,union_ages_today,mexico_born,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,union_ages_today,mexico_born,income_payroll_tax,5199.893466,-9167.026373,63.546764,-112.028230
shared,union_ages_today,mexico_born,institutions,-365.914877,79.459974,-4.471766,0.971063
shared,union_ages_today,mexico_born,k12_schooling,-3658.585647,-761.102057,-44.710777,-9.301262
shared,union_ages_today,mexico_born,noncash_aid,-298.645057,-118.623323,-3.649676,-1.449670
shared,union_ages_today,mexico_born,public_medical,-2287.774202,1163.032990,-27.958390,14.213172
shared,union_ages_today,mexico_born,rest_of_federal_budget,-2095.597880,403.145284,-25.609845,4.926751
shared,union_ages_today,mexico_born,sales_excise_property_tax,1835.371239,-1141.736653,22.429672,-13.952915
shared,union_ages_today,mexico_born,state_local_services_capital,-3590.939187,-105.369981,-43.884085,-1.287704
shared,union_ages_today,mexican_second_gen,cash_transfers_incl_social_security,-2715.112652,528.647971,-38.916301,7.577226
shared,union_ages_today,mexican_second_gen,corporate_tax_incidence,997.668387,-1262.666098,14.299798,-18.098068
shared,union_ages_today,mexican_second_gen,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,union_ages_today,mexican_second_gen,income_payroll_tax,7253.112235,-7113.807603,103.960436,-101.963753
shared,union_ages_today,mexican_second_gen,institutions,-577.703090,-132.328240,-8.280344,-1.896689
shared,union_ages_today,mexican_second_gen,k12_schooling,-3384.870925,-487.387335,-48.516092,-6.985829
shared,union_ages_today,mexican_second_gen,noncash_aid,-321.750393,-141.728659,-4.611718,-2.031428
shared,union_ages_today,mexican_second_gen,public_medical,-3404.791711,46.015481,-48.801621,0.659550
shared,union_ages_today,mexican_second_gen,rest_of_federal_budget,-2328.009503,170.733662,-33.367867,2.447163
shared,union_ages_today,mexican_second_gen,sales_excise_property_tax,2298.244914,-678.862978,32.941245,-9.730291
shared,union_ages_today,mexican_second_gen,state_local_services_capital,-3736.177231,-250.608025,-53.551441,-3.592019
shared,union_ages_today,mexican_third_plus_selfid,cash_transfers_incl_social_security,-3007.093416,236.667207,-43.129462,3.394417
shared,union_ages_today,mexican_third_plus_selfid,corporate_tax_incidence,1125.849743,-1134.484742,16.147584,-16.271432
shared,union_ages_today,mexican_third_plus_selfid,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,union_ages_today,mexican_third_plus_selfid,income_payroll_tax,9291.530376,-5075.389463,133.264468,-72.794152
shared,union_ages_today,mexican_third_plus_selfid,institutions,-577.703090,-132.328240,-8.285750,-1.897928
shared,union_ages_today,mexican_third_plus_selfid,k12_schooling,-2965.649581,-68.165991,-42.535050,-0.977676
shared,union_ages_today,mexican_third_plus_selfid,noncash_aid,-306.968912,-126.947177,-4.402725,-1.820749
shared,union_ages_today,mexican_third_plus_selfid,public_medical,-3441.537217,9.269976,-49.360504,0.132955
shared,union_ages_today,mexican_third_plus_selfid,rest_of_federal_budget,-2498.656450,0.086714,-35.837167,0.001244
shared,union_ages_today,mexican_third_plus_selfid,sales_excise_property_tax,2421.096819,-556.011073,34.724762,-7.974630
shared,union_ages_today,mexican_third_plus_selfid,state_local_services_capital,-3530.638124,-45.068918,-50.638441,-0.646404
shared,union_ages_today,mexican_observed_total,cash_transfers_incl_social_security,-2243.744423,1000.016201,-91.761460,40.897237
shared,union_ages_today,mexican_observed_total,corporate_tax_incidence,844.813224,-1415.521261,34.549967,-57.889970
shared,union_ages_today,mexican_observed_total,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,union_ages_today,mexican_observed_total,income_payroll_tax,7063.580479,-7303.339360,288.876243,-298.681560
shared,union_ages_today,mexican_observed_total,institutions,-466.262996,-20.888146,-19.068559,-0.854254
shared,union_ages_today,mexican_observed_total,k12_schooling,-3329.152656,-431.669066,-136.150938,-17.653786
shared,union_ages_today,mexican_observed_total,noncash_aid,-319.839963,-139.818228,-13.080359,-5.718087
shared,union_ages_today,mexican_observed_total,public_medical,-3130.532724,320.274468,-128.028064,13.098129
shared,union_ages_today,mexican_observed_total,rest_of_federal_budget,-2253.280062,245.463102,-92.151435,10.038600
shared,union_ages_today,mexican_observed_total,sales_excise_property_tax,2163.010240,-814.097652,88.459709,-33.293805
shared,union_ages_today,mexican_observed_total,state_local_services_capital,-3642.395682,-156.826476,-148.961505,-6.413666
shared,union_ages_today,third_plus_nh_white,cash_transfers_incl_social_security,-3243.760623,0.000000,-561.345405,0.000000
shared,union_ages_today,third_plus_nh_white,corporate_tax_incidence,2260.334485,0.000000,391.159683,0.000000
shared,union_ages_today,third_plus_nh_white,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,union_ages_today,third_plus_nh_white,income_payroll_tax,14366.919839,0.000000,2486.251414,0.000000
shared,union_ages_today,third_plus_nh_white,institutions,-445.374850,0.000000,-77.073852,0.000000
shared,union_ages_today,third_plus_nh_white,k12_schooling,-2897.483590,0.000000,-501.420816,0.000000
shared,union_ages_today,third_plus_nh_white,noncash_aid,-180.021735,0.000000,-31.153462,0.000000
shared,union_ages_today,third_plus_nh_white,public_medical,-3450.807193,0.000000,-597.175620,0.000000
shared,union_ages_today,third_plus_nh_white,rest_of_federal_budget,-2498.743164,0.000000,-432.417233,0.000000
shared,union_ages_today,third_plus_nh_white,sales_excise_property_tax,2977.107892,0.000000,515.200112,0.000000
shared,union_ages_today,third_plus_nh_white,state_local_services_capital,-3485.569206,0.000000,-603.191322,0.000000
shared,union_ages_today,all_native,cash_transfers_incl_social_security,-3337.876411,-94.115787,-946.862678,-26.698031
shared,union_ages_today,all_native,corporate_tax_incidence,1921.852791,-338.481694,545.176170,-96.017840
shared,union_ages_today,all_native,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,union_ages_today,all_native,income_payroll_tax,12800.833564,-1566.086275,3631.240361,-444.255108
shared,union_ages_today,all_native,institutions,-617.627612,-172.252761,-175.203771,-48.863316
shared,union_ages_today,all_native,k12_schooling,-2996.169571,-98.685981,-849.929954,-27.994467
shared,union_ages_today,all_native,noncash_aid,-250.669929,-70.648194,-71.108085,-20.040927
shared,union_ages_today,all_native,public_medical,-3436.857958,13.949235,-974.940989,3.957010
shared,union_ages_today,all_native,rest_of_federal_budget,-2493.223561,5.519603,-707.258162,1.565758
shared,union_ages_today,all_native,sales_excise_property_tax,2815.487402,-161.620490,798.675449,-45.847237
shared,union_ages_today,all_native,state_local_services_capital,-3557.116682,-71.547476,-1009.055043,-20.296028
shared,stationary_life_course,mexico_born,cash_transfers_incl_social_security,-2599.091692,3217.960080,-31.762933,39.325988
shared,stationary_life_course,mexico_born,corporate_tax_incidence,569.103098,-1984.498825,6.954885,-24.252127
shared,stationary_life_course,mexico_born,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,stationary_life_course,mexico_born,income_payroll_tax,5162.370155,-8701.072691,63.088200,-106.333911
shared,stationary_life_course,mexico_born,institutions,-512.425385,310.423114,-6.262239,3.793613
shared,stationary_life_course,mexico_born,k12_schooling,-3121.053636,-747.883751,-38.141716,-9.139724
shared,stationary_life_course,mexico_born,noncash_aid,-289.748007,-127.307251,-3.540947,-1.555794
shared,stationary_life_course,mexico_born,public_medical,-4049.264391,1032.151247,-49.485177,12.613695
shared,stationary_life_course,mexico_born,rest_of_federal_budget,-2118.760814,810.939010,-25.892914,9.910309
shared,stationary_life_course,mexico_born,sales_excise_property_tax,1945.617507,-1240.037048,23.776967,-15.154222
shared,stationary_life_course,mexico_born,state_local_services_capital,-3629.542280,-141.834835,-44.355845,-1.733333
shared,stationary_life_course,mexican_second_gen,cash_transfers_incl_social_security,-4673.610006,1143.441766,-66.987869,16.389200
shared,stationary_life_course,mexican_second_gen,corporate_tax_incidence,1232.204388,-1321.397534,17.661454,-18.939878
shared,stationary_life_course,mexican_second_gen,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,stationary_life_course,mexican_second_gen,income_payroll_tax,7481.373050,-6382.069796,107.232148,-91.475596
shared,stationary_life_course,mexican_second_gen,institutions,-786.216801,36.631697,-11.269017,0.525050
shared,stationary_life_course,mexican_second_gen,k12_schooling,-2778.948785,-405.778900,-39.831278,-5.816117
shared,stationary_life_course,mexican_second_gen,noncash_aid,-294.369897,-131.929141,-4.219268,-1.890969
shared,stationary_life_course,mexican_second_gen,public_medical,-5028.719638,52.696000,-72.077733,0.755303
shared,stationary_life_course,mexican_second_gen,rest_of_federal_budget,-2581.965687,347.734137,-37.007876,4.984149
shared,stationary_life_course,mexican_second_gen,sales_excise_property_tax,2514.331595,-671.322960,36.038462,-9.622218
shared,stationary_life_course,mexican_second_gen,state_local_services_capital,-3708.376494,-220.669049,-53.152967,-3.162898
shared,stationary_life_course,mexican_third_plus_selfid,cash_transfers_incl_social_security,-4892.294925,924.756847,-70.168105,13.263394
shared,stationary_life_course,mexican_third_plus_selfid,corporate_tax_incidence,1271.474874,-1282.127049,18.236223,-18.389003
shared,stationary_life_course,mexican_third_plus_selfid,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,stationary_life_course,mexican_third_plus_selfid,income_payroll_tax,8983.193073,-4880.249772,128.842117,-69.995346
shared,stationary_life_course,mexican_third_plus_selfid,institutions,-786.216801,36.631697,-11.276373,0.525393
shared,stationary_life_course,mexican_third_plus_selfid,k12_schooling,-2450.277568,-77.107682,-35.143289,-1.105923
shared,stationary_life_course,mexican_third_plus_selfid,noncash_aid,-281.415853,-118.975097,-4.036228,-1.706409
shared,stationary_life_course,mexican_third_plus_selfid,public_medical,-5071.801979,9.613659,-72.742698,0.137885
shared,stationary_life_course,mexican_third_plus_selfid,rest_of_federal_budget,-2762.680503,167.019321,-39.623951,2.395487
shared,stationary_life_course,mexican_third_plus_selfid,sales_excise_property_tax,2551.335407,-634.319147,36.592718,-9.097770
shared,stationary_life_course,mexican_third_plus_selfid,state_local_services_capital,-3536.137019,-48.429574,-50.717309,-0.694605
shared,stationary_life_course,mexican_observed_total,cash_transfers_incl_social_security,-3699.974839,2117.076933,-151.316295,86.581194
shared,stationary_life_course,mexican_observed_total,corporate_tax_incidence,933.532354,-1620.069568,38.178275,-66.255295
shared,stationary_life_course,mexican_observed_total,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,stationary_life_course,mexican_observed_total,income_payroll_tax,6907.324424,-6956.118422,282.485906,-284.481413
shared,stationary_life_course,mexican_observed_total,institutions,-641.942718,180.905780,-26.253258,7.398427
shared,stationary_life_course,mexican_observed_total,k12_schooling,-2803.919225,-430.749339,-114.670690,-17.616172
shared,stationary_life_course,mexican_observed_total,noncash_aid,-298.210599,-135.769843,-12.195792,-5.552521
shared,stationary_life_course,mexican_observed_total,public_medical,-4756.068978,325.346660,-194.506928,13.305564
shared,stationary_life_course,mexican_observed_total,rest_of_federal_budget,-2390.590035,539.109789,-97.766943,22.047743
shared,stationary_life_course,mexican_observed_total,sales_excise_property_tax,2279.373568,-906.280986,93.218570,-37.063788
shared,stationary_life_course,mexican_observed_total,state_local_services_capital,-3649.848184,-162.140739,-149.266287,-6.631001
shared,stationary_life_course,third_plus_nh_white,cash_transfers_incl_social_security,-5817.051772,0.000000,-1006.663457,0.000000
shared,stationary_life_course,third_plus_nh_white,corporate_tax_incidence,2553.601923,0.000000,441.910755,0.000000
shared,stationary_life_course,third_plus_nh_white,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,stationary_life_course,third_plus_nh_white,income_payroll_tax,13863.442846,0.000000,2399.122760,0.000000
shared,stationary_life_course,third_plus_nh_white,institutions,-822.848498,0.000000,-142.397136,0.000000
shared,stationary_life_course,third_plus_nh_white,k12_schooling,-2373.169885,0.000000,-410.686288,0.000000
shared,stationary_life_course,third_plus_nh_white,noncash_aid,-162.440756,0.000000,-28.111005,0.000000
shared,stationary_life_course,third_plus_nh_white,public_medical,-5081.415638,0.000000,-879.358760,0.000000
shared,stationary_life_course,third_plus_nh_white,rest_of_federal_budget,-2929.699824,0.000000,-506.995961,0.000000
shared,stationary_life_course,third_plus_nh_white,sales_excise_property_tax,3185.654555,0.000000,551.289924,0.000000
shared,stationary_life_course,third_plus_nh_white,state_local_services_capital,-3487.707445,0.000000,-603.561352,0.000000
shared,stationary_life_course,all_native,cash_transfers_incl_social_security,-5811.828368,5.223404,-1648.654022,1.481734
shared,stationary_life_course,all_native,corporate_tax_incidence,2201.735554,-351.866368,624.571124,-99.814700
shared,stationary_life_course,all_native,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
shared,stationary_life_course,all_native,income_payroll_tax,12479.960986,-1383.481860,3540.217738,-392.455315
shared,stationary_life_course,all_native,institutions,-961.243475,-138.394977,-272.678032,-39.258805
shared,stationary_life_course,all_native,k12_schooling,-2454.048956,-80.879071,-696.145417,-22.943142
shared,stationary_life_course,all_native,noncash_aid,-223.973111,-61.532356,-63.534941,-17.455017
shared,stationary_life_course,all_native,public_medical,-5068.002160,13.413478,-1437.651220,3.805031
shared,stationary_life_course,all_native,rest_of_federal_budget,-2907.603753,22.096071,-824.806295,6.268041
shared,stationary_life_course,all_native,sales_excise_property_tax,3028.310863,-157.343691,859.047544,-44.634028
shared,stationary_life_course,all_native,state_local_services_capital,-3552.100156,-64.392710,-1007.631994,-18.266420
personal,own_ages_today,mexico_born,cash_transfers_incl_social_security,-2471.437481,3768.734776,-30.202898,46.056886
personal,own_ages_today,mexico_born,corporate_tax_incidence,668.355756,-2023.560257,8.167830,-24.729489
personal,own_ages_today,mexico_born,enforcement_defense_interest,0.000000,0.000000,0.000000,0.000000
personal,own_ages_today,mexico_born,income_payroll_tax,6966.108575,-7174.409822,85.131293,-87.676898
personal,own_ages_today,mexico_born,institutions,-472.160226,355.326507,-5.770167,4.342368
personal,own_ages_today,mexico_born,k12_schooling,-524.555908,1570.407825,-6.410483,19.191612
personal,own_ages_today,mexico_born,noncash_aid,-253.177965,-97.836252,-3.094033,-1.195635
personal,own_ages_today,mexico_born,public_medical,-3574.026889,1856.839072,-43.677403,22.692025
personal,own_ages_today,mexico_born,rest_of_federal_budget,-2142.740186,866.362759,-26.185960,10.587630
