arm,r2,group,remit_per_adult,remit_se,sales_share25_base,sales_share25_remit,d_sales_share25,sales_share35_base,sales_share35_remit,d_sales_share35,sales_share45_base,sales_share45_remit,d_sales_share45,sales_itep_base,sales_itep_remit,d_sales_itep
r2_central,0.025,all_native,84.4659159662067,3.389251684403513,711.8110607258243,710.0592980041022,-1.7517627217221161,996.5354850161465,994.0830172057354,-2.4524678104111217,1281.2599093064855,1278.1067364073854,-3.1531728991001273,1732.4293767619915,1728.5678792945237,-3.8614974674678706
r2_central,0.025,all_second_gen,454.2523401333533,18.766026104151923,744.7924517053196,735.2996832748067,-9.49276843051291,1042.709432387444,1029.4195565847238,-13.28987580272019,1340.6264130695688,1323.5394298946485,-17.086983174920306,1703.1725199143439,1681.9309233033275,-21.241596611016348
r2_central,0.025,mexican_second_gen,1290.025091766971,44.02047575009284,560.0603011114058,533.0628219913923,-26.99747912001351,784.0844215559681,746.2879507879476,-37.79647076802053,1008.1085420005288,959.5130795845057,-48.59546241602311,1286.7224107138338,1226.0811718302652,-60.641238883568576
r2_central,0.025,mexican_third_plus_selfid,312.45018373952547,20.27784913248236,637.7512702576074,631.3561921396584,-6.3950781179489695,892.8517783606513,883.8986689955191,-8.953109365132264,1147.952286463696,1136.441145851386,-11.5111406123101,1478.1960921060502,1463.7949892789486,-14.401102827101568
r2_central,0.025,mexico_born,3457.2853507655946,95.85095404469597,423.1536835843652,353.0483120490733,-70.10537153529191,592.4151570181131,494.267636868703,-98.14752014941007,761.6766304518562,635.4869616883342,-126.18966876352204,1083.8418402414427,900.3956014598731,-183.4462387815696
r2_high,0.052,third_plus_nh_white,22.442819827237873,2.4793453119243236,749.8070537442824,749.3566418001558,-0.4504119441265857,1049.729875241995,1049.0992985202163,-0.6305767217786524,1349.6526967397353,1348.8419552403066,-0.8107414994287865,1812.4809431108204,1811.5404367719677,-0.9405063388526287
r2_high,0.052,all_native,129.23200033654751,4.18331321186222,711.8110607258243,709.1310628296419,-2.6799978961823854,996.5354850161465,992.7834879614988,-3.7519970546476316,1281.2599093064855,1276.435913093367,-4.823996213118562,1732.4293767619915,1726.457187060832,-5.97218970115955
r2_high,0.052,all_second_gen,689.3076067252564,24.383266193864923,744.7924517053196,730.3788313496727,-14.413620355646913,1042.709432387444,1022.5303638895363,-20.17906849790768,1340.6264130695688,1314.68189642941,-25.94451664015878,1703.1725199143439,1670.631297061233,-32.54122285311087
r2_high,0.052,mexican_second_gen,1966.9901501739382,52.605964684510596,560.0603011114058,518.9018553483851,-41.15844576302072,784.0844215559681,726.4625974877413,-57.62182406822683,1008.1085420005288,934.023339627096,-74.08520237343282,1286.7224107138338,1193.2851100125956,-93.4373007012382
r2_high,0.052,mexican_third_plus_selfid,579.4236994156709,36.836512499544945,637.7512702576074,625.873523172323,-11.877747085284454,892.8517783606513,876.2229324412531,-16.62884591939826,1147.952286463696,1126.572341710185,-21.379944753511154,1478.1960921060502,1451.376580190137,-26.819511915913154
r2_high,0.052,mexico_born,3558.3947635217155,96.6292359414089,423.1536835843652,350.9376171249573,-72.2160664594079,592.4151570181131,491.31266397494045,-101.10249304317261,761.6766304518562,631.6877108249248,-129.98891962693142,1083.8418402414427,895.6886791546644,-188.15316108677825
