source,group,n,weighted,mean_pinc,median_pinc,mean_wag,bin,collapse,n_bin,share,mean_pinc_bin,median_pinc_bin,mean_wag_bin
acs2023_employed_25_64,india_born_settled,14607,1511007.000000,140022.612038,112146.980000,132200.800841,not_it_not_md_not_eng,not_it_not_md_not_eng,8832,0.593001,117818.435721,83600.476000,109089.422709
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,software,it_broad,140,0.056812,176763.337817,145791.074000,174283.484933
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,other_computer,it_broad,98,0.041961,117364.802410,101951.800000,114228.298411
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,cis_manager,it_broad,27,0.009866,200259.232114,153121.408420,194695.303510
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,computer_hardware,it_broad,4,0.000963,205994.669491,173318.060000,205972.248556
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,math,other_stem,42,0.016779,119221.844634,96854.210000,117084.245511
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,physician,physician,316,0.121320,283442.751281,229391.550000,255112.342632
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,other_healthcare,other_healthcare,230,0.095451,109602.340189,91756.620000,97402.984480
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,other_engineer,other_engineer,109,0.039402,130114.815863,112146.980000,128479.821797
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,other_manager,other_manager,368,0.139726,192599.534397,146810.592000,172213.558345
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,rest,rest,1161,0.477720,111586.553523,74424.814000,103639.033567
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,unknown,unknown,0,0.000000,,,
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,not_it,not_it,2226,0.890397,148466.681038,94815.174000,135723.035206
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,not_it_not_md,not_it_not_md,1910,0.769077,127174.536948,91756.620000,116889.664728
acs2023_employed_25_64,us_born_asian_indian_anc,2495,250140.000000,149335.661340,101951.800000,137661.339405,not_it_not_md_not_eng,not_it_not_md_not_eng,1801,0.729675,127015.764045,87372.692600,116263.804755
