window,outcome,sample,weighted,method,instruments,controls,n,clusters,note,beta,se,ci_lo,ci_hi,fs_coef,fs_se,F_eff,F_robust,rf_coef,rf_se,ar_type,ar_lo,ar_hi,ar_pieces,J,J_p,beta_gmm
stacked 0712+1217,admin_judicial,all,True,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,0.81638,0.602141,-0.363817,1.99658,0.366528;0.142971,0.0562091;0.162683,12.249,25.3918,0.369422;-0.572728,0.224631;1.51646,interval,-0.49,2.374,"[[-0.4899999999981599, 2.3740000000027965]]",0.249949,0.617111,0.887441
stacked 0712+1217,admin_judicial,all,False,OLS,,lnpop0,6193,48,2007 shares for both periods,0.429364,0.144482,0.146179,0.712549,,,,,,,,,,,,,
stacked 0712+1217,admin_judicial,all,False,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,1.88865,1.45845,-0.96992,4.74722,0.137322,0.0294298,21.7723,21.7723,0.259353,0.165263,interval,-0.388152,6.24638,,,,
stacked 0712+1217,admin_judicial,all,False,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-1.67568,1.14922,-3.92814,0.576792,0.633366,0.315704,4.02484,4.02484,-1.06132,0.759626,interval,-34.2701,1.74059,,,,
stacked 0712+1217,admin_judicial,all,False,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,0.961689,1.11423,-1.22221,3.14559,0.133013;0.576819,0.0288169;0.305183,9.9483,11.6259,0.268133;-1.17531,0.166151;0.788416,interval,-0.75,4.462,"[[-0.7499999999982467, 4.462000000003494]]",2.50592,0.113419,0.565985
stacked 0712+1217,central_buildings,all,True,OLS,,lnpop0,6189,48,2007 shares for both periods,0.542767,0.175228,0.199321,0.886213,,,,,,,,,,,,,
stacked 0712+1217,central_buildings,all,True,2SLS,bartik,lnpop0,6189,48,2007 shares for both periods,0.798912,1.10087,-1.3588,2.95662,0.363998,0.0570638,40.6889,40.6889,0.290802,0.387991,interval,-1.23867,3.32195,,,,
stacked 0712+1217,central_buildings,all,True,2SLS,imm,lnpop0,6189,48,2007 shares for both periods,10.424,16.3295,-21.5818,42.4298,0.121666,0.170918,0.506719,0.506719,1.26825,1.03075,real line,-inf,inf,,,,
stacked 0712+1217,central_buildings,all,True,2SLS,bartik+imm,lnpop0,6189,48,2007 shares for both periods,1.16731,1.08369,-0.95672,3.29134,0.366552;0.143115,0.0562002;0.1627,12.2502,25.4126,0.313761;1.28661,0.387772;1.0285,interval,-1.569,4.094,"[[-1.5689999999985202, 4.094000000003371]]",0.866495,0.351927,1.08214
stacked 0712+1217,central_buildings,all,False,OLS,,lnpop0,6189,48,2007 shares for both periods,0.521166,0.146031,0.234945,0.807386,,,,,,,,,,,,,
stacked 0712+1217,central_buildings,all,False,2SLS,bartik,lnpop0,6189,48,2007 shares for both periods,3.02451,2.7586,-2.38234,8.43136,0.137436,0.0292053,22.145,22.145,0.415676,0.314833,interval,-1.16095,11.4748,,,,
stacked 0712+1217,central_buildings,all,False,2SLS,imm,lnpop0,6189,48,2007 shares for both periods,0.731926,1.82627,-2.84756,4.31141,0.63552,0.315911,4.04698,4.04698,0.465154,1.03774,interval,-2.21012,86.4865,,,,
stacked 0712+1217,central_buildings,all,False,2SLS,bartik+imm,lnpop0,6189,48,2007 shares for both periods,2.42546,2.02644,-1.54636,6.39729,0.133122;0.57913,0.0286244;0.305463,10.0156,11.8583,0.413516;0.289989,0.318204;1.11776,unbounded on grid,-0.811,inf,"[[-0.8109999999982671, 6.0000000000040075]]",0.347024,0.555802,1.82235
stacked 0712+1217,admin_judicial_direct,all,True,OLS,,lnpop0,6193,48,2007 shares for both periods,0.613939,0.13117,0.356847,0.871032,,,,,,,,,,,,,
stacked 0712+1217,admin_judicial_direct,all,True,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,1.90067,0.658967,0.60909,3.19224,0.363977,0.0570714,40.6733,40.6733,0.691798,0.222562,interval,0.699713,3.43452,,,,
stacked 0712+1217,admin_judicial_direct,all,True,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-9.93596,21.5388,-52.1519,32.28,0.121525,0.170902,0.505634,0.505634,-1.20747,1.34143,real line,-inf,inf,,,,
stacked 0712+1217,admin_judicial_direct,all,True,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,1.44853,0.612318,0.248388,2.64868,0.366528;0.142971,0.0562091;0.162683,12.249,25.3918,0.670954;-1.16821,0.215171;1.32634,interval,0.457,2.846,"[[0.45700000000215635, 2.846000000002954]]",1.38677,0.238951,1.6049
stacked 0712+1217,admin_judicial_direct,all,False,OLS,,lnpop0,6193,48,2007 shares for both periods,0.393057,0.161077,0.0773469,0.708768,,,,,,,,,,,,,
stacked 0712+1217,admin_judicial_direct,all,False,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,2.33791,1.42928,-0.463484,5.13931,0.137322,0.0294298,21.7723,21.7723,0.321046,0.15755,interval,0.075874,6.55038,,,,
stacked 0712+1217,admin_judicial_direct,all,False,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-1.78941,1.25037,-4.24014,0.661325,0.633366,0.315704,4.02484,4.02484,-1.13335,0.855632,interval,-31.4006,2.66216,,,,
stacked 0712+1217,admin_judicial_direct,all,False,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,1.26454,1.1047,-0.90068,3.42975,0.133013;0.576819,0.0288169;0.305183,9.9483,11.6259,0.330563;-1.27388,0.158429;0.88988,interval,-0.077,4.985,"[[-0.07699999999802198, 4.9850000000036685]]",2.76578,0.0963,1.05252
stacked 0712+1217,admin_direct,all,True,OLS,,lnpop0,6193,48,2007 shares for both periods,0.589659,0.180124,0.236615,0.942702,,,,,,,,,,,,,
stacked 0712+1217,admin_direct,all,True,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,2.14201,0.839272,0.497033,3.78698,0.363977,0.0570714,40.6733,40.6733,0.77964,0.303751,interval,0.528834,3.99429,,,,
stacked 0712+1217,admin_direct,all,True,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-14.0018,29.1184,-71.074,43.0703,0.121525,0.170902,0.505634,0.505634,-1.70157,1.72209,real line,-inf,inf,,,,
stacked 0712+1217,admin_direct,all,True,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,1.52535,0.86233,-0.164819,3.21551,0.366528;0.142971,0.0562091;0.162683,12.249,25.3918,0.750063;-1.65768,0.300721;1.70812,interval,0.341,3.521,"[[0.3410000000021176, 3.5210000000031796]]",1.49527,0.221401,1.87846
stacked 0712+1217,admin_direct,all,False,OLS,,lnpop0,6193,48,2007 shares for both periods,0.432198,0.151964,0.13435,0.730047,,,,,,,,,,,,,
stacked 0712+1217,admin_direct,all,False,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,2.92785,1.68703,-0.378728,6.23442,0.137322,0.0294298,21.7723,21.7723,0.402057,0.17752,interval,0.325538,8.0292,,,,
stacked 0712+1217,admin_direct,all,False,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-2.15372,1.62171,-5.33227,1.02484,0.633366,0.315704,4.02484,4.02484,-1.36409,1.08678,interval,-40.7167,3.59625,,,,
stacked 0712+1217,admin_direct,all,False,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,1.6063,1.27743,-0.89747,4.11008,0.133013;0.576819,0.0288169;0.305183,9.9483,11.6259,0.413561;-1.53991,0.179379;1.14386,interval,0.001,5.982,"[[0.0010000000020040645, 5.9820000000040014]]",2.72373,0.0988669,1.41195
1217,admin,all,True,OLS,,lnpop0,3095,48,,0.850316,0.315721,0.231503,1.46913,,,,,,,,,,,,,
1217,admin,all,True,2SLS,bartik,lnpop0,3095,48,,0.49772,0.964572,-1.39284,2.38828,0.679603,0.0843785,64.8703,64.8703,0.338251,0.669218,interval,-1.60225,2.30682,,,,
1217,admin,all,True,2SLS,imm,lnpop0,3095,48,,20.8956,90.0277,-155.559,197.35,-0.0424668,0.308268,0.0189776,0.0189776,-0.88737,3.25649,real line,-inf,inf,,,,
1217,admin,all,True,2SLS,imm_nomex,lnpop0,3095,48,,8.12499,10.6054,-12.6616,28.9116,-0.138962,0.292116,0.226299,0.226299,-1.12907,3.24862,real line,-inf,inf,,,,
1217,admin,all,True,2SLS,bartik+imm,lnpop0,3095,48,,0.465644,0.944024,-1.38464,2.31593,0.682016;0.0535779,0.0821853;0.273686,14.9875,34.8177,0.300188;-0.845096,0.653047;3.23939,interval,-2.197,2.564,"[[-2.19699999999873, 2.56400000000286]]",0.078183,0.779775,0.429373
1217,admin,all,False,OLS,,lnpop0,3095,48,,0.299541,0.156722,-0.00763479,0.606716,,,,,,,,,,,,,
1217,admin,all,False,2SLS,bartik,lnpop0,3095,48,,2.02434,2.3674,-2.61577,6.66445,0.217279,0.0413916,27.5558,27.5558,0.439848,0.462645,interval,-1.8104,8.54822,,,,
1217,admin,all,False,2SLS,imm,lnpop0,3095,48,,-13.2887,103.87,-216.873,190.296,0.0355095,0.229183,0.0240063,0.0240063,-0.471874,2.02353,real line,-inf,inf,,,,
1217,admin,all,False,2SLS,imm_nomex,lnpop0,3095,48,,7.62694,25.7361,-42.8158,58.0696,-0.110466,0.278846,0.156938,0.156938,-0.84252,2.39042,real line,-inf,inf,,,,
1217,admin,all,False,2SLS,bartik+imm,lnpop0,3095,48,,2.0269,2.37231,-2.62284,6.67663,0.217331;-0.0151203,0.0412751;0.215921,19.6709,14.4929,0.441814;-0.5748,0.465644;2.06419,unbounded on grid,-2.287,inf,"[[-2.28699999999876, 6.0000000000040075]]",0.0695546,0.791986,1.72556
1722,admin,all,True,OLS,,lnpop0,3090,48,2012 shares,-0.608546,0.903559,-2.37952,1.16243,,,,,,,,,,,,,
1722,admin,all,True,2SLS,bartik,lnpop0,3090,48,2012 shares,-9.87995,8.32499,-26.1969,6.43703,0.288891,0.130333,4.9131,4.9131,-2.85423,2.22642,interval,-80.2963,7.45394,,,,
1722,admin,all,True,2SLS,imm,lnpop0,3090,48,2012 shares,-6.12193,5.77582,-17.4425,5.19867,-1.17989,0.177263,44.3044,44.3044,7.22319,7.294,interval,-16.6696,7.18124,,,,
1722,admin,all,True,2SLS,imm_nomex,lnpop0,3090,48,2012 shares,-5.9196,5.53582,-16.7698,4.93061,-1.23227,0.202909,36.8817,36.8817,7.29455,7.3736,interval,-15.9592,7.16957,,,,
1722,admin,all,True,2SLS,bartik+imm,lnpop0,3090,48,2012 shares,-6.28102,5.84217,-17.7317,5.16963,0.236;-1.17034,0.135451;0.176392,29.7408,23.4681,-2.53242;7.12072,1.90216;7.21397,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.823217,0.364241,-5.1726
1722,admin,all,False,OLS,,lnpop0,3090,48,2012 shares,0.653123,0.192032,0.27674,1.02951,,,,,,,,,,,,,
1722,admin,all,False,2SLS,bartik,lnpop0,3090,48,2012 shares,-0.103518,4.91096,-9.729,9.52197,0.0823045,0.0506757,2.63784,2.63784,-0.00852001,0.403814,real line,-inf,inf,,,,
1722,admin,all,False,2SLS,imm,lnpop0,3090,48,2012 shares,-3.03881,1.60859,-6.19165,0.11403,-1.40669,0.215947,42.4328,42.4328,4.27466,2.40265,interval,-6.26778,0.346014,,,,
1722,admin,all,False,2SLS,imm_nomex,lnpop0,3090,48,2012 shares,-2.32595,1.25509,-4.78592,0.134022,-1.75694,0.371894,22.319,22.319,4.08654,2.44732,interval,-4.90993,0.502744,,,,
1722,admin,all,False,2SLS,bartik+imm,lnpop0,3090,48,2012 shares,-2.8309,1.62358,-6.0131,0.351312,0.0874045;-1.41333,0.050622;0.21286,21.3773,37.9523,-0.0239515;4.27648,0.399243;2.41293,unbounded on grid,-inf,1.246,"[[-6.0, 1.2460000000024198]]",0.368837,0.543639,-3.0227
1217,admin,all,True,OLS,,lnpop0,3095,48,2007 shares,0.850316,0.315721,0.231503,1.46913,,,,,,,,,,,,,
1217,admin,all,True,2SLS,bartik,lnpop0,3095,48,2007 shares,0.275571,0.796964,-1.28648,1.83762,0.723109,0.0852284,71.9844,71.9844,0.199268,0.579947,interval,-1.38246,1.8301,,,,
1217,admin,all,True,2SLS,bartik+imm,lnpop0,3095,48,2007 shares,0.212983,0.710954,-1.18049,1.60645,0.731688;0.124023,0.0876787;0.29218,15.9593,35.2922,0.140093;-0.855493,0.506552;3.24284,interval,-1.672,1.753,"[[-1.6719999999985546, 1.7530000000025892]]",0.0767834,0.781705,0.164518
1217,admin,all,False,OLS,,lnpop0,3095,48,2007 shares,0.299541,0.156722,-0.00763479,0.606716,,,,,,,,,,,,,
1217,admin,all,False,2SLS,bartik,lnpop0,3095,48,2007 shares,1.03965,1.21309,-1.338,3.4173,0.242193,0.0473144,26.2022,26.2022,0.251797,0.258648,interval,-0.851312,4.54271,,,,
1217,admin,all,False,2SLS,bartik+imm,lnpop0,3095,48,2007 shares,1.04351,1.21985,-1.34738,3.43441,0.242314;-0.0305309,0.0471731;0.216677,20.0546,13.8376,0.253948;-0.541085,0.26207;2.06837,interval,-1.161,5.367,"[[-1.160999999998384, 5.367000000003796]]",0.0646522,0.799289,0.914563
stacked 0712+1217,placebo: preceding five-year outcome change,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6193,48,,-0.45219,0.28583,-1.01242,0.108036,,,,,,,,,,,,,
stacked 0712+1217,placebo: preceding five-year population change,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6193,48,,0.00401548,0.0656949,-0.124746,0.132777,,,,,,,,,,,,,
stacked 0712+1217,"main-period reduced form, same sample",placebo sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,6193,48,,0.330681,0.336191,-0.328253,0.989615,,,,,,,,,,,,,
stacked 0712+1217,placebo: preceding five-year outcome change,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6193,48,,-0.433029,0.166881,-0.760116,-0.105941,,,,,,,,,,,,,
stacked 0712+1217,placebo: preceding five-year population change,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6193,48,,-0.0687339,0.0347716,-0.136886,-0.000581591,,,,,,,,,,,,,
stacked 0712+1217,"main-period reduced form, same sample",placebo sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,6193,48,,0.306917,0.201726,-0.0884653,0.7023,,,,,,,,,,,,,
stacked 0712+1217,placebo: preceding five-year outcome change,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6193,48,,0.0523822,1.59517,-3.07415,3.17892,,,,,,,,,,,,,
stacked 0712+1217,placebo: preceding five-year population change,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6193,48,,-0.672725,0.236354,-1.13598,-0.209471,,,,,,,,,,,,,
stacked 0712+1217,"main-period reduced form, same sample",placebo sample,True,reduced form (OLS of outcome change on imm),,lnpop0,6193,48,,-0.924004,1.87094,-4.59105,2.74304,,,,,,,,,,,,,
stacked 0712+1217,placebo: preceding five-year outcome change,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6193,48,,-1.48776,0.792122,-3.04032,0.0647991,,,,,,,,,,,,,
stacked 0712+1217,placebo: preceding five-year population change,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6193,48,,-1.23625,0.434625,-2.08811,-0.384385,,,,,,,,,,,,,
stacked 0712+1217,"main-period reduced form, same sample",placebo sample,False,reduced form (OLS of outcome change on imm),,lnpop0,6193,48,,-1.46108,1.00812,-3.43699,0.51483,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year outcome change,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6185,48,,-0.305385,0.249344,-0.794099,0.183329,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year population change,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6185,48,,0.476859,0.106974,0.26719,0.686527,,,,,,,,,,,,,
stacked 1217+1722,"main-period reduced form, same sample",placebo sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,6185,48,,-0.58945,0.941891,-2.43556,1.25666,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year outcome change,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6185,48,,-0.219772,0.213111,-0.63747,0.197926,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year population change,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,6185,48,,0.0768341,0.040841,-0.00321425,0.156882,,,,,,,,,,,,,
stacked 1217+1722,"main-period reduced form, same sample",placebo sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,6185,48,,0.320685,0.293929,-0.255416,0.896786,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year outcome change,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6185,48,,-2.03802,1.58078,-5.13636,1.06031,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year population change,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6185,48,,-0.0986684,0.189708,-0.470496,0.273159,,,,,,,,,,,,,
stacked 1217+1722,"main-period reduced form, same sample",placebo sample,True,reduced form (OLS of outcome change on imm),,lnpop0,6185,48,,4.52613,4.88063,-5.03991,14.0922,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year outcome change,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6185,48,,-2.15523,0.915855,-3.95031,-0.360159,,,,,,,,,,,,,
stacked 1217+1722,placebo: preceding five-year population change,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,6185,48,,0.0333819,0.322896,-0.599495,0.666259,,,,,,,,,,,,,
stacked 1217+1722,"main-period reduced form, same sample",placebo sample,False,reduced form (OLS of outcome change on imm),,lnpop0,6185,48,,2.15052,1.52912,-0.846551,5.14759,,,,,,,,,,,,,
1222,placebo: outcome change 2002->2012,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,0.383112,0.456984,-0.512576,1.2788,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2002->2012 sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,3093,48,,-1.73884,1.35334,-4.39139,0.913707,,,,,,,,,,,,,
1222,placebo: outcome change 2002->2012,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,0.292996,0.17326,-0.0465941,0.632586,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2002->2012 sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,3093,48,,0.348477,0.150238,0.0540098,0.642944,,,,,,,,,,,,,
1222,placebo: outcome change 2002->2012,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,1.35766,1.42013,-1.4258,4.14111,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2002->2012 sample,True,reduced form (OLS of outcome change on imm),,lnpop0,3093,48,,3.71833,5.09271,-6.26338,13.7,,,,,,,,,,,,,
1222,placebo: outcome change 2002->2012,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,-0.920543,0.95439,-2.79115,0.950062,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2002->2012 sample,False,reduced form (OLS of outcome change on imm),,lnpop0,3093,48,,1.55072,1.49383,-1.3772,4.47863,,,,,,,,,,,,,
1222,placebo: outcome change 2002->2012,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,1.39184,1.42786,-1.40677,4.19046,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2002->2012 sample,True,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3093,48,,3.70156,5.16706,-6.42588,13.829,,,,,,,,,,,,,
1222,placebo: outcome change 2002->2012,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,-1.10478,1.05555,-3.17365,0.964085,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2002->2012 sample,False,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3093,48,,1.07118,1.54424,-1.95552,4.09788,,,,,,,,,,,,,
1222,placebo: outcome change 2007->2012,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,-0.126805,0.249182,-0.615202,0.361592,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2007->2012 sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,3093,48,,-1.73884,1.35334,-4.39139,0.913707,,,,,,,,,,,,,
1222,placebo: outcome change 2007->2012,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,-0.162197,0.124753,-0.406712,0.0823187,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2007->2012 sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,3093,48,,0.348477,0.150238,0.0540098,0.642944,,,,,,,,,,,,,
1222,placebo: outcome change 2007->2012,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,-0.352813,0.472964,-1.27982,0.574197,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2007->2012 sample,True,reduced form (OLS of outcome change on imm),,lnpop0,3093,48,,3.71833,5.09271,-6.26338,13.7,,,,,,,,,,,,,
1222,placebo: outcome change 2007->2012,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,-1.24726,0.465724,-2.16008,-0.334442,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2007->2012 sample,False,reduced form (OLS of outcome change on imm),,lnpop0,3093,48,,1.55072,1.49383,-1.3772,4.47863,,,,,,,,,,,,,
1222,placebo: outcome change 2007->2012,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,-0.338662,0.483262,-1.28586,0.608531,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2007->2012 sample,True,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3093,48,,3.70156,5.16706,-6.42588,13.829,,,,,,,,,,,,,
1222,placebo: outcome change 2007->2012,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,-1.24639,0.474029,-2.17548,-0.317289,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo outcome 2007->2012 sample,False,reduced form (OLS of outcome change on imm_nomex),,lnpop0,3093,48,,1.07118,1.54424,-1.95552,4.09788,,,,,,,,,,,,,
1222,placebo: population change 2002->2012,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,0.944242,0.115975,0.716931,1.17155,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2002->2012 sample,True,reduced form (OLS of population change on bartik),,lnpop0,3093,48,,0.803722,0.104625,0.598657,1.00879,,,,,,,,,,,,,
1222,placebo: population change 2002->2012,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,0.21187,0.0516299,0.110675,0.313064,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2002->2012 sample,False,reduced form (OLS of population change on bartik),,lnpop0,3093,48,,0.291459,0.0423293,0.208494,0.374425,,,,,,,,,,,,,
1222,placebo: population change 2002->2012,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,-0.549078,0.162698,-0.867966,-0.23019,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2002->2012 sample,True,reduced form (OLS of population change on imm),,lnpop0,3093,48,,-0.735507,0.139383,-1.0087,-0.462317,,,,,,,,,,,,,
1222,placebo: population change 2002->2012,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,-1.0848,0.355168,-1.78093,-0.388669,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2002->2012 sample,False,reduced form (OLS of population change on imm),,lnpop0,3093,48,,-0.67845,0.219081,-1.10785,-0.249052,,,,,,,,,,,,,
1222,placebo: population change 2002->2012,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,-0.59122,0.181312,-0.946592,-0.235849,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2002->2012 sample,True,reduced form (OLS of population change on imm_nomex),,lnpop0,3093,48,,-0.806499,0.122531,-1.04666,-0.566338,,,,,,,,,,,,,
1222,placebo: population change 2002->2012,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,-1.11303,0.374327,-1.84671,-0.379353,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2002->2012 sample,False,reduced form (OLS of population change on imm_nomex),,lnpop0,3093,48,,-0.945844,0.294438,-1.52294,-0.368745,,,,,,,,,,,,,
1222,placebo: population change 2007->2012,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,0.333455,0.0602203,0.215423,0.451487,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2007->2012 sample,True,reduced form (OLS of population change on bartik),,lnpop0,3093,48,,0.803722,0.104625,0.598657,1.00879,,,,,,,,,,,,,
1222,placebo: population change 2007->2012,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3093,48,,0.0549866,0.0334903,-0.0106544,0.120628,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2007->2012 sample,False,reduced form (OLS of population change on bartik),,lnpop0,3093,48,,0.291459,0.0423293,0.208494,0.374425,,,,,,,,,,,,,
1222,placebo: population change 2007->2012,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,0.104005,0.0587935,-0.0112302,0.21924,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2007->2012 sample,True,reduced form (OLS of population change on imm),,lnpop0,3093,48,,-0.735507,0.139383,-1.0087,-0.462317,,,,,,,,,,,,,
1222,placebo: population change 2007->2012,all,False,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3093,48,,0.169983,0.211429,-0.244418,0.584383,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2007->2012 sample,False,reduced form (OLS of population change on imm),,lnpop0,3093,48,,-0.67845,0.219081,-1.10785,-0.249052,,,,,,,,,,,,,
1222,placebo: population change 2007->2012,all,True,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,0.0973354,0.0605022,-0.0212489,0.21592,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2007->2012 sample,True,reduced form (OLS of population change on imm_nomex),,lnpop0,3093,48,,-0.806499,0.122531,-1.04666,-0.566338,,,,,,,,,,,,,
1222,placebo: population change 2007->2012,all,False,placebo reduced form (OLS of pre-period change on imm_nomex),,lnpop0,3093,48,,0.253466,0.211433,-0.160944,0.667875,,,,,,,,,,,,,
1222,"main-period reduced form, same sample",placebo population 2007->2012 sample,False,reduced form (OLS of population change on imm_nomex),,lnpop0,3093,48,,-0.945844,0.294438,-1.52294,-0.368745,,,,,,,,,,,,,
0717,placebo: outcome change 1997->2007,all,True,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3095,48,,0.364172,0.39979,-0.419417,1.14776,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,True,reduced form (OLS of outcome change on bartik),,lnpop0,3095,48,,0.369785,0.337464,-0.291644,1.03121,,,,,,,,,,,,,
0717,placebo: outcome change 1997->2007,all,False,placebo reduced form (OLS of pre-period change on bartik),,lnpop0,3095,48,,0.175447,0.114618,-0.0492051,0.400099,,,,,,,,,,,,,
0717,"main-period reduced form, same sample",placebo outcome 1997->2007 sample,False,reduced form (OLS of outcome change on bartik),,lnpop0,3095,48,,0.0183447,0.192683,-0.359314,0.396003,,,,,,,,,,,,,
0717,placebo: outcome change 1997->2007,all,True,placebo reduced form (OLS of pre-period change on imm),,lnpop0,3095,48,,1.56947,1.55924,-1.48664,4.62558,,,,,,,,,,,,,
