census,sex,age_lo,age_hi,lvl_lo,lvl_hi,count
2000,H,35,39,7,7,46117.56536119118
2000,H,35,39,8,8,86969.73120046461
2000,H,35,39,9,9,550146.7034383442
2000,H,35,39,10,10,53882.45794382791
2000,H,35,39,11,11,75451.40896532971
2000,H,35,39,13,13,368199.1330908424
2000,H,35,39,14,15,111558.14632422243
2000,H,35,39,16,16,441144.85367577756
2000,H,40,44,0,0,186550.0
2000,H,40,44,1,1,55956.70182128805
2000,H,40,44,2,2,120386.29537926038
2000,H,40,44,3,3,181431.33435638456
2000,H,40,44,4,4,90340.49485545565
2000,H,40,44,5,5,63497.16527853087
2000,H,40,44,6,6,553014.0083090805
2000,H,40,44,7,7,32873.77563510004
2000,H,40,44,8,8,59286.75717312621
2000,H,40,44,9,9,356590.46719177376
2000,H,40,44,10,10,30852.244796796538
2000,H,40,44,11,11,45619.04117490986
2000,H,40,44,13,13,228343.71402829362
2000,H,40,44,14,15,83565.23991352136
2000,H,40,44,16,16,386503.7600864786
2000,H,45,49,0,0,203573.0
2000,H,45,49,1,1,61088.58188523466
2000,H,45,49,2,2,126896.52635608712
2000,H,45,49,3,3,176385.30119920755
2000,H,45,49,4,4,80066.08231432062
2000,H,45,49,5,5,51419.74151478512
2000,H,45,49,6,6,444985.76673036494
2000,H,45,49,7,7,23074.337432974065
2000,H,45,49,8,8,41983.23579985753
2000,H,45,49,9,9,236605.4267671684
2000,H,45,49,10,10,16632.46010279706
2000,H,45,49,11,11,25321.255139417368
2000,H,45,49,13,13,135927.28475778556
2000,H,45,49,14,15,52869.91082353729
2000,H,45,49,16,16,263943.0891764627
2000,H,50,54,0,0,232766.0
2000,H,50,54,1,1,66100.71657010428
2000,H,50,54,2,2,130109.04931490486
2000,H,50,54,3,3,171256.2625604759
2000,H,50,54,4,4,72753.11622128513
2000,H,50,54,5,5,42557.14572278434
2000,H,50,54,6,6,354887.7096104455
2000,H,50,54,7,7,15884.594537069363
2000,H,50,54,8,8,29193.033508528708
2000,H,50,54,9,9,160428.37195440193
2000,H,50,54,10,10,9470.400150807116
2000,H,50,54,11,11,15919.277862009729
2000,H,50,54,13,13,92913.32198718315
2000,H,50,54,14,15,35799.801015431
2000,H,50,54,16,16,178160.198984569
2000,H,55,59,0,0,236505.0
2000,H,55,59,1,1,64287.02751349695
2000,H,55,59,2,2,118481.82930707022
2000,H,55,59,3,3,148592.38753084646
2000,H,55,59,4,4,60728.47970387389
2000,H,55,59,5,5,33218.783616545996
2000,H,55,59,6,6,250698.49232816647
2000,H,55,59,7,7,9794.817138071345
2000,H,55,59,8,8,17334.097835384673
2000,H,55,59,9,9,91650.08502654398
2000,H,55,59,10,10,4741.630244650741
2000,H,55,59,11,11,8763.195373292943
2000,H,55,59,13,13,54288.17438205632
2000,H,55,59,14,15,22131.116830342024
2000,H,55,59,16,16,100367.88316965797
2000,H,60,64,0,0,257408.0
2000,H,60,64,1,1,61580.25141687385
2000,H,60,64,2,2,108519.6043887646
2000,H,60,64,3,3,133223.36808982235
2000,H,60,64,4,4,53131.808446262534
2000,H,60,64,5,5,27034.817329603415
2000,H,60,64,6,6,195406.15032867325
2000,H,60,64,7,7,6794.794359644505
2000,H,60,64,8,8,11504.640706617603
2000,H,60,64,9,9,59710.56493373789
2000,H,60,64,10,10,2796.027410856191
2000,H,60,64,11,11,5293.5226174041845
2000,H,60,64,13,13,34581.449971739625
2000,H,60,64,14,15,14324.061205170781
2000,H,60,64,16,16,61393.93879482922
2000,H,65,99,0,0,765337.0
2000,H,65,99,1,1,147313.00865135883
2000,H,65,99,2,2,235522.23320599002
2000,H,65,99,3,3,267988.07274276204
2000,H,65,99,4,4,107362.59839290072
2000,H,65,99,5,5,47689.238163948976
2000,H,65,99,6,6,322140.84884303936
2000,H,65,99,7,7,10335.406259017756
2000,H,65,99,8,8,17107.04008981354
2000,H,65,99,9,9,85707.5536511687
2000,H,65,99,10,10,4273.166033246299
2000,H,65,99,11,11,8011.2340568043055
2000,H,65,99,13,13,52347.59990994939
2000,H,65,99,14,15,21327.494594224718
2000,H,65,99,16,16,81684.50540577529
2000,M,15,19,0,0,140498.0
2000,M,15,19,1,1,32923.363722278664
2000,M,15,19,2,2,62106.004404142885
2000,M,15,19,3,3,111580.56729026599
2000,M,15,19,4,4,104586.21535935202
2000,M,15,19,5,5,116969.60893244593
2000,M,15,19,6,6,870408.2402915146
2000,M,15,19,7,7,196620.83858488596
2000,M,15,19,8,8,410191.2886748826
2000,M,15,19,9,9,1427149.8727402315
2000,M,15,19,10,10,534573.0075088103
2000,M,15,19,11,11,452414.9088013963
2000,M,15,19,13,13,435672.0836897934
2000,M,15,19,14,15,158825.0
2000,M,15,19,16,16,0.0
2000,M,20,24,0,0,182118.0
2000,M,20,24,1,1,36270.55546699145
2000,M,20,24,2,2,75409.78759493187
2000,M,20,24,3,3,140717.19224858598
2000,M,20,24,4,4,119610.21355285896
2000,M,20,24,5,5,114355.97418745975
2000,M,20,24,6,6,925376.276949172
2000,M,20,24,7,7,77408.37607857879
2000,M,20,24,8,8,130330.5271188583
2000,M,20,24,9,9,1175820.096802563
2000,M,20,24,10,10,118879.27201389376
2000,M,20,24,11,11,177514.98980901163
2000,M,20,24,13,13,733293.7381770946
2000,M,20,24,14,15,422916.5825132318
2000,M,20,24,16,16,298207.4174867683
2000,M,25,29,0,0,183618.0
2000,M,25,29,1,1,38146.60105822643
2000,M,25,29,2,2,82223.22827466535
2000,M,25,29,3,3,146189.29724894094
2000,M,25,29,4,4,114592.82965506494
2000,M,25,29,5,5,106536.43554064402
2000,M,25,29,6,6,847228.6082224583
2000,M,25,29,7,7,67501.58884658449
2000,M,25,29,8,8,120776.50565604428
2000,M,25,29,9,9,1047781.9054973712
2000,M,25,29,10,10,81663.27516736183
2000,M,25,29,11,11,151098.3768755421
2000,M,25,29,13,13,662404.3479570961
2000,M,25,29,14,15,143310.02916291245
2000,M,25,29,16,16,466141.97083708755
2000,M,30,34,0,0,220696.0
2000,M,30,34,1,1,49340.05116135664
2000,M,30,34,2,2,107088.81527859258
2000,M,30,34,3,3,174017.44944567507
2000,M,30,34,4,4,117179.87094789984
2000,M,30,34,5,5,96306.61881559998
2000,M,30,34,6,6,756923.1943508759
2000,M,30,34,7,7,53340.165826147335
2000,M,30,34,8,8,98679.576831743
2000,M,30,34,9,9,795311.2573421097
2000,M,30,34,10,10,58167.87073722902
2000,M,30,34,11,11,122700.68465844495
2000,M,30,34,13,13,581369.444604326
2000,M,30,34,14,15,101775.59415645101
2000,M,30,34,16,16,382882.405843549
2000,M,35,39,0,0,290697.0
2000,M,35,39,1,1,65510.712250074066
2000,M,35,39,2,2,140030.58527938955
2000,M,35,39,3,3,216443.91243939273
2000,M,35,39,4,4,128591.84178306392
2000,M,35,39,5,5,93800.49734159013
2000,M,35,39,6,6,739864.4509064896
2000,M,35,39,7,7,38085.77019295062
2000,M,35,39,8,8,73841.76934679956
2000,M,35,39,9,9,536851.4604602498
2000,M,35,39,10,10,36435.956238004095
2000,M,35,39,11,11,79067.3495207066
2000,M,35,39,13,13,433167.6942412893
2000,M,35,39,14,15,85429.44483254082
2000,M,35,39,16,16,338554.5551674592
2000,M,40,44,0,0,305196.0
2000,M,40,44,1,1,71047.63665356902
2000,M,40,44,2,2,148933.16321201777
2000,M,40,44,3,3,221071.10121086455
2000,M,40,44,4,4,121812.66745558062
2000,M,40,44,5,5,83177.98932713199
2000,M,40,44,6,6,663714.442140836
2000,M,40,44,7,7,25914.164459004234
2000,M,40,44,8,8,50735.423013526066
2000,M,40,44,9,9,349064.4125274697
2000,M,40,44,10,10,19943.457329723005
2000,M,40,44,11,11,45816.17501190569
2000,M,40,44,13,13,280745.36765837134
2000,M,40,44,14,15,57539.38856555699
2000,M,40,44,16,16,228313.611434443
2000,M,45,49,0,0,337344.0
2000,M,45,49,1,1,75605.32772932551
2000,M,45,49,2,2,148902.7907501874
2000,M,45,49,3,3,202472.8623315598
2000,M,45,49,4,4,100640.70796079937
2000,M,45,49,5,5,63092.63948768581
2000,M,45,49,6,6,503555.6717404421
2000,M,45,49,7,7,17037.132705942404
2000,M,45,49,8,8,34946.495539829964
2000,M,45,49,9,9,230222.37175422764
2000,M,45,49,10,10,10402.760797823315
2000,M,45,49,11,11,26526.562103134802
2000,M,45,49,13,13,182472.6770990419
2000,M,45,49,14,15,35943.23529881983
2000,M,45,49,16,16,124048.76470118016
2000,M,50,54,0,0,358927.0
2000,M,50,54,1,1,74623.89439140094
2000,M,50,54,2,2,139985.95437105294
2000,M,50,54,3,3,182992.75924539682
2000,M,50,54,4,4,85572.42709848461
2000,M,50,54,5,5,50135.756269690966
2000,M,50,54,6,6,382145.2086239737
2000,M,50,54,7,7,12050.49325579327
2000,M,50,54,8,8,25216.21228645064
2000,M,50,54,9,9,156485.2944577561
2000,M,50,54,10,10,5570.043999022525
2000,M,50,54,11,11,15926.529784161516
2000,M,50,54,13,13,125330.42621681596
2000,M,50,54,14,15,25244.14881022018
2000,M,50,54,16,16,74268.85118977983
2000,M,55,59,0,0,356093.0
2000,M,55,59,1,1,69415.61514216298
2000,M,55,59,2,2,122070.07938800972
2000,M,55,59,3,3,149762.89411648829
2000,M,55,59,4,4,67982.00351303435
2000,M,55,59,5,5,37493.99625714098
2000,M,55,59,6,6,254108.4115831637
2000,M,55,59,7,7,7803.854945363202
2000,M,55,59,8,8,15839.685975510103
2000,M,55,59,9,9,92804.4590791267
2000,M,55,59,10,10,2876.59009504626
2000,M,55,59,11,11,8683.381248617117
2000,M,55,59,13,13,72185.02865633662
2000,M,55,59,14,15,14465.048321733766
2000,M,55,59,16,16,38274.95167826623
2000,M,60,64,0,0,369098.0
2000,M,60,64,1,1,64224.34740102946
2000,M,60,64,2,2,108217.8752904712
2000,M,60,64,3,3,131053.08764027171
2000,M,60,64,4,4,58729.40868898002
2000,M,60,64,5,5,30136.11689856687
2000,M,60,64,6,6,202250.16408068076
2000,M,60,64,7,7,6090.467391927819
2000,M,60,64,8,8,11677.447082503979
2000,M,60,64,9,9,66972.0855255682
2000,M,60,64,10,10,1914.6480845342558
2000,M,60,64,11,11,6023.92708447803
2000,M,60,64,13,13,48847.424830987715
2000,M,60,64,14,15,9205.678206583429
2000,M,60,64,16,16,23537.321793416573
2000,M,65,99,0,0,1063801.0
2000,M,65,99,1,1,141006.28497126797
2000,M,65,99,2,2,225552.6102093033
2000,M,65,99,3,3,262446.9896396963
2000,M,65,99,4,4,119187.91074199908
2000,M,65,99,5,5,51709.17662849712
2000,M,65,99,6,6,369237.0278092362
2000,M,65,99,7,7,9986.55428951259
2000,M,65,99,8,8,18245.433637662347
2000,M,65,99,9,9,107769.01207282506
2000,M,65,99,10,10,3207.871482763687
2000,M,65,99,11,11,9196.241847902978
2000,M,65,99,13,13,73951.88666933334
2000,M,65,99,14,15,13804.906676081026
2000,M,65,99,16,16,33768.09332391897
2000,T,15,19,0,0,268766.0
2000,T,15,19,1,1,70543.91711677818
2000,T,15,19,2,2,127477.1490765293
2000,T,15,19,3,3,219365.27704361296
2000,T,15,19,4,4,204609.36595295893
2000,T,15,19,5,5,237226.80081890608
2000,T,15,19,6,6,1639725.4899912146
2000,T,15,19,7,7,458656.4228501522
2000,T,15,19,8,8,914410.4952849501
2000,T,15,19,9,9,2833250.081864897
2000,T,15,19,10,10,1045680.2073378323
2000,T,15,19,11,11,859279.2949329477
2000,T,15,19,13,13,781150.4977292201
2000,T,15,19,14,15,280938.0
2000,T,15,19,16,16,0.0
2000,T,20,24,0,0,329395.0
2000,T,20,24,1,1,72713.94472304576
2000,T,20,24,2,2,147862.5237600869
2000,T,20,24,3,3,270765.5446289961
2000,T,20,24,4,4,220598.47421645554
2000,T,20,24,5,5,212618.39510509354
2000,T,20,24,6,6,1666237.1175663222
2000,T,20,24,7,7,167680.5524446345
2000,T,20,24,8,8,279383.6081060315
2000,T,20,24,9,9,2312350.839449334
2000,T,20,24,10,10,253032.65063891571
2000,T,20,24,11,11,351374.7511133672
2000,T,20,24,13,13,1349931.598247717
2000,T,20,24,14,15,838825.7815722469
2000,T,20,24,16,16,529929.2184277531
2000,T,25,29,0,0,319062.0
2000,T,25,29,1,1,72724.83661238578
2000,T,25,29,2,2,155253.0776237702
2000,T,25,29,3,3,274312.27827807143
2000,T,25,29,4,4,203130.82019722884
2000,T,25,29,5,5,191910.0681772343
2000,T,25,29,6,6,1532726.9191113093
2000,T,25,29,7,7,146266.28456254117
2000,T,25,29,8,8,265782.9239827184
2000,T,25,29,9,9,2076024.7914547403
2000,T,25,29,10,10,179202.47281125444
2000,T,25,29,11,11,273834.40450449334
2000,T,25,29,13,13,1184407.1226842522
2000,T,25,29,14,15,309182.07311310683
2000,T,25,29,16,16,911829.9268868931
2000,T,30,34,0,0,366244.0
2000,T,30,34,1,1,89524.28468917702
2000,T,30,34,2,2,193314.59858803285
2000,T,30,34,3,3,315020.97258887696
2000,T,30,34,4,4,202043.06380214426
2000,T,30,34,5,5,169600.90103692815
2000,T,30,34,6,6,1360245.1792948407
2000,T,30,34,7,7,114790.82334291536
2000,T,30,34,8,8,214243.13013152403
2000,T,30,34,9,9,1591080.0465255608
2000,T,30,34,10,10,136201.4199017117
2000,T,30,34,11,11,227803.82926755163
2000,T,30,34,13,13,1059532.7508307367
2000,T,30,34,14,15,225541.48773275863
2000,T,30,34,16,16,808186.5122672414
2000,T,35,39,0,0,468405.0
2000,T,35,39,1,1,116145.5958068708
2000,T,35,39,2,2,250267.70097766613
2000,T,35,39,3,3,388556.0830112262
2000,T,35,39,4,4,220142.4683248393
2000,T,35,39,5,5,164161.31145862865
2000,T,35,39,6,6,1334005.8404207688
2000,T,35,39,7,7,84200.92044991949
2000,T,35,39,8,8,160812.75493372203
2000,T,35,39,9,9,1086999.3246163584
2000,T,35,39,10,10,90312.02237596615
2000,T,35,39,11,11,154528.17936721185
2000,T,35,39,13,13,801363.798256822
2000,T,35,39,14,15,196983.5955132066
2000,T,35,39,16,16,779703.4044867934
2000,T,40,44,0,0,491746.0
2000,T,40,44,1,1,127004.51955018933
2000,T,40,44,2,2,269319.52651533665
2000,T,40,44,3,3,402502.26039252896
2000,T,40,44,4,4,212154.03789542336
2000,T,40,44,5,5,146675.5698296884
2000,T,40,44,6,6,1216727.0858168334
2000,T,40,44,7,7,58786.904103064364
2000,T,40,44,8,8,110021.98908760614
2000,T,40,44,9,9,705656.1068093296
2000,T,40,44,10,10,50788.94162465643
2000,T,40,44,11,11,91433.09836054328
2000,T,40,44,13,13,509097.9600148003
2000,T,40,44,14,15,141123.45286296387
2000,T,40,44,16,16,614798.5471370361
2000,T,45,49,0,0,540917.0
2000,T,45,49,1,1,136694.1749093392
2000,T,45,49,2,2,275799.39355953183
2000,T,45,49,3,3,378858.00763433456
2000,T,45,49,4,4,180707.22816042032
2000,T,45,49,5,5,114512.5724934877
2000,T,45,49,6,6,948540.6232428864
2000,T,45,49,7,7,40110.39203269924
2000,T,45,49,8,8,76929.15136481661
2000,T,45,49,9,9,466829.4566024841
2000,T,45,49,10,10,27030.886237956616
2000,T,45,49,11,11,51843.262425440575
2000,T,45,49,13,13,318408.8513366028
2000,T,45,49,14,15,88821.94256201503
2000,T,45,49,16,16,387983.057437985
2000,T,50,54,0,0,591693.0
2000,T,50,54,1,1,140724.89294807005
2000,T,50,54,2,2,270094.7428099855
2000,T,50,54,3,3,354248.5289526746
2000,T,50,54,4,4,158326.26029071098
2000,T,50,54,5,5,92693.33083740491
2000,T,50,54,6,6,737032.244161154
2000,T,50,54,7,7,27933.85605986126
2000,T,50,54,8,8,54408.26238174269
2000,T,50,54,9,9,316915.8815583961
2000,T,50,54,10,10,15038.244626509873
2000,T,50,54,11,11,31841.824509913462
2000,T,50,54,13,13,218249.93086357665
2000,T,50,54,14,15,61048.9552678887
2000,T,50,54,16,16,252424.0447321113
2000,T,55,59,0,0,592598.0
2000,T,55,59,1,1,133703.0360515589
2000,T,55,59,2,2,240551.80025246047
2000,T,55,59,3,3,298354.6723718567
2000,T,55,59,4,4,128711.19722511494
2000,T,55,59,5,5,70713.21414737907
2000,T,55,59,6,6,504806.0799516299
2000,T,55,59,7,7,17598.38618631436
2000,T,55,59,8,8,33173.08503772762
2000,T,55,59,9,9,184455.52877595802
2000,T,55,59,10,10,7617.27705526493
2000,T,55,59,11,11,17444.561906508985
2000,T,55,59,13,13,126476.16103822608
2000,T,55,59,14,15,36600.95561276965
2000,T,55,59,16,16,138638.04438723036
2000,T,60,64,0,0,626506.0
2000,T,60,64,1,1,125804.76499707082
2000,T,60,64,2,2,216736.9246724807
2000,T,60,64,3,3,264275.46679270285
2000,T,60,64,4,4,111861.927246075
2000,T,60,64,5,5,57171.338803713545
2000,T,60,64,6,6,397656.5774879571
2000,T,60,64,7,7,12885.196129523067
2000,T,60,64,8,8,23181.712074767038
2000,T,60,64,9,9,126683.0917957099
2000,T,60,64,10,10,4709.984378729415
2000,T,60,64,11,11,11316.733285285949
2000,T,60,64,13,13,83430.28233598464
2000,T,60,64,14,15,23528.119635975
2000,T,60,64,16,16,84932.880364025
2000,T,65,99,0,0,1829138.0
2000,T,65,99,1,1,288318.05853206245
2000,T,65,99,2,2,461072.8807712485
2000,T,65,99,3,3,530433.4429502363
2000,T,65,99,4,4,226551.34589060792
2000,T,65,99,5,5,99398.65608579032
2000,T,65,99,6,6,691381.6157700546
2000,T,65,99,7,7,20321.886574417094
2000,T,65,99,8,8,35351.46475094477
2000,T,65,99,9,9,193477.64867463813
2000,T,65,99,10,10,7480.03925844926
2000,T,65,99,11,11,17205.78319635495
2000,T,65,99,13,13,126302.1775451958
2000,T,65,99,14,15,35144.08816676505
2000,T,65,99,16,16,115440.91183323496
2010,H,15,19,0,0,65831.0
2010,H,15,19,1,1,18608.322895778223
2010,H,15,19,2,2,33765.04535369912
2010,H,15,19,3,3,56303.85565907927
2010,H,15,19,4,4,49505.06619858777
2010,H,15,19,5,5,72994.62275604787
2010,H,15,19,6,6,521806.08713680774
2010,H,15,19,7,7,268063.8013939161
2010,H,15,19,8,8,770229.060354834
2010,H,15,19,9,9,1575546.13825125
2010,H,15,19,10,10,712102.5019729125
2010,H,15,19,11,11,633469.9155265803
2010,H,15,19,13,13,519732.5825005073
2010,H,15,19,14,14,164102.0
2010,H,15,19,15,15,30693.0
2010,H,15,19,16,16,0.0
2010,H,20,24,0,0,84727.0
2010,H,20,24,1,1,18254.658510450718
2010,H,20,24,2,2,34999.48788639169
2010,H,20,24,3,3,68718.3350821273
2010,H,20,24,4,4,47769.70714392285
2010,H,20,24,5,5,54200.05133397534
2010,H,20,24,6,6,517170.7600431321
2010,H,20,24,7,7,80775.67962854319
2010,H,20,24,8,8,152639.72898728008
2010,H,20,24,9,9,1284668.5913841766
2010,H,20,24,10,10,155123.59472656538
2010,H,20,24,11,11,225486.91934810235
2010,H,20,24,13,13,926064.4859253323
2010,H,20,24,14,14,646135.1312388171
2010,H,20,24,15,15,106988.0
2010,H,20,24,16,16,366445.86876118294
2010,H,25,29,0,0,101094.0
2010,H,25,29,1,1,22957.3785035404
2010,H,25,29,2,2,47263.94912233156
2010,H,25,29,3,3,91586.21707534589
2010,H,25,29,4,4,55849.717128472796
2010,H,25,29,5,5,57793.076561244576
2010,H,25,29,6,6,566655.6616090648
2010,H,25,29,7,7,57501.02810009494
2010,H,25,29,8,8,114631.94313051776
2010,H,25,29,9,9,1168329.0287693874
2010,H,25,29,10,10,88779.61043258898
2010,H,25,29,11,11,127910.03498690993
2010,H,25,29,13,13,672376.3545805011
2010,H,25,29,14,14,212367.5209131583
2010,H,25,29,15,15,90434.0
2010,H,25,29,16,16,701251.4790868417
2010,H,30,34,0,0,122734.0
2010,H,30,34,1,1,30139.571864184603
2010,H,30,34,2,2,66521.9530676759
2010,H,30,34,3,3,126863.41432607845
2010,H,30,34,4,4,69340.31361950588
2010,H,30,34,5,5,68026.6198815452
2010,H,30,34,6,6,645122.12724101
2010,H,30,34,7,7,52604.1257928689
2010,H,30,34,8,8,104237.140271834
2010,H,30,34,9,9,1128274.7339352972
2010,H,30,34,10,10,69921.55381779245
2010,H,30,34,11,11,103703.66661106153
2010,H,30,34,13,13,576589.779571146
2010,H,30,34,14,14,128648.61016260163
2010,H,30,34,15,15,80154.0
2010,H,30,34,16,16,627569.3898373984
2010,H,35,39,0,0,125815.0
2010,H,35,39,1,1,32723.47699219498
2010,H,35,39,2,2,73552.96297831113
2010,H,35,39,3,3,139265.19356793168
2010,H,35,39,4,4,71524.19984967263
2010,H,35,39,5,5,71445.8226708545
2010,H,35,39,6,6,666273.3439410351
2010,H,35,39,7,7,56917.68504626789
2010,H,35,39,8,8,116333.38435614094
2010,H,35,39,9,9,1114433.9305975912
2010,H,35,39,10,10,69815.95039259864
2010,H,35,39,11,11,103724.20051041608
2010,H,35,39,13,13,547361.8490969853
2010,H,35,39,14,14,104602.14083964653
2010,H,35,39,15,15,80334.0
2010,H,35,39,16,16,569612.8591603534
2010,H,40,44,0,0,135609.0
2010,H,40,44,1,1,36234.8675325877
2010,H,40,44,2,2,80470.58027504366
2010,H,40,44,3,3,141328.84259591252
2010,H,40,44,4,4,66400.7865577904
2010,H,40,44,5,5,59212.68416243538
2010,H,40,44,6,6,571801.2388762303
2010,H,40,44,7,7,43633.411537474414
2010,H,40,44,8,8,91395.8362507472
2010,H,40,44,9,9,836918.7522117784
2010,H,40,44,10,10,58030.2966545243
2010,H,40,44,11,11,89360.63718530227
2010,H,40,44,13,13,478635.0661601734
2010,H,40,44,14,14,92532.90692637672
2010,H,40,44,15,15,69203.0
2010,H,40,44,16,16,486921.0930736233
2010,H,45,49,0,0,158596.0
2010,H,45,49,1,1,44170.676543830465
2010,H,45,49,2,2,96359.78562730174
2010,H,45,49,3,3,156898.75043905128
2010,H,45,49,4,4,67317.07117573198
2010,H,45,49,5,5,54343.35980961475
2010,H,45,49,6,6,535925.3564044698
2010,H,45,49,7,7,30719.618001668245
2010,H,45,49,8,8,64732.44429483075
2010,H,45,49,9,9,561090.9377035011
2010,H,45,49,10,10,37431.35060036113
2010,H,45,49,11,11,62744.77422731176
2010,H,45,49,13,13,351118.8751723271
2010,H,45,49,14,14,84080.42802250056
2010,H,45,49,15,15,49533.0
2010,H,45,49,16,16,458628.5719774994
2010,H,50,54,0,0,180895.0
2010,H,50,54,1,1,50842.03641120142
2010,H,50,54,2,2,106976.93847897266
2010,H,50,54,3,3,169808.50551803285
2010,H,50,54,4,4,70657.89884086348
2010,H,50,54,5,5,51890.367229918724
2010,H,50,54,6,6,526306.2535210109
2010,H,50,54,7,7,22499.39873028913
2010,H,50,54,8,8,45546.85546211345
2010,H,50,54,9,9,376890.7458075974
2010,H,50,54,10,10,21488.088246962987
2010,H,50,54,11,11,39403.9329060426
2010,H,50,54,13,13,227129.97884699443
2010,H,50,54,14,14,66379.94891816741
2010,H,50,54,15,15,31439.0
2010,H,50,54,16,16,405138.0510818326
2010,H,55,59,0,0,198075.0
2010,H,55,59,1,1,57459.12293075915
2010,H,55,59,2,2,113588.0341362631
2010,H,55,59,3,3,165133.98947324633
2010,H,55,59,4,4,63500.79399686162
2010,H,55,59,5,5,43576.73218598266
2010,H,55,59,6,6,425559.32727688714
2010,H,55,59,7,7,17227.11518004114
2010,H,55,59,8,8,33783.70819453808
2010,H,55,59,9,9,245190.17662542078
2010,H,55,59,10,10,11687.199381129363
2010,H,55,59,11,11,22234.882182390153
2010,H,55,59,13,13,131060.91843648048
2010,H,55,59,14,14,42675.36836385864
2010,H,55,59,15,15,20880.0
2010,H,55,59,16,16,271808.63163614133
2010,H,60,64,0,0,226992.0
2010,H,60,64,1,1,58976.431173089135
2010,H,60,64,2,2,111700.73804030984
2010,H,60,64,3,3,154137.05687129186
2010,H,60,64,4,4,56612.553785357966
2010,H,60,64,5,5,34185.844481959364
2010,H,60,64,6,6,324371.37564799184
2010,H,60,64,7,7,11896.97429409259
2010,H,60,64,8,8,23085.32067707567
2010,H,60,64,9,9,152468.70502883176
2010,H,60,64,10,10,6622.070152911077
2010,H,60,64,11,11,13182.94039985744
2010,H,60,64,13,13,81322.98944723148
2010,H,60,64,14,14,27592.152488578133
2010,H,60,64,15,15,14115.0
2010,H,60,64,16,16,173649.84751142186
2010,H,65,69,0,0,229568.0
2010,H,65,69,1,1,55588.9250355325
2010,H,65,69,2,2,99128.04480132168
2010,H,65,69,3,3,129883.50878897945
2010,H,65,69,4,4,46647.19250719761
2010,H,65,69,5,5,26975.78250464656
2010,H,65,69,6,6,220256.54636232217
2010,H,65,69,7,7,7668.464680679052
2010,H,65,69,8,8,14158.09505765647
2010,H,65,69,9,9,83786.44026166448
2010,H,65,69,10,10,3227.589504762417
2010,H,65,69,11,11,7006.742199617876
2010,H,65,69,13,13,44664.668295619704
2010,H,65,69,14,14,17091.3234534218
2010,H,65,69,15,15,8294.0
2010,H,65,69,16,16,97497.67654657821
2010,H,70,74,0,0,244938.0
