arm,allocation,weighting,group,metric,n_adults_unweighted,weighted_adults,estimate,se_sdr,difference_from_third_plus_nh_white,se_sdr_difference
raw,equal_all_members,person,all_second_gen,sales_tax_share35,6871,16869387.509126462,1042.7094323874458,16.308187993350316,-7.020442854547582,18.39080808867129
raw,equal_all_members,person,all_second_gen,sales_tax_itep,6871,16869387.509126462,1703.1725199143411,20.255301893700498,-109.30842319648991,21.90976916622207
raw,equal_all_members,person,all_second_gen,property_tax_owner,6871,16869387.509126462,1313.2307582569283,31.77106809925811,0.4749154568553422,34.65850442897128
raw,equal_all_members,person,all_second_gen,property_tax_owner_plus_renter,6871,16869387.509126462,1803.4546465941714,29.769442548487188,186.4334583101322,32.340720460614406
raw,equal_all_members,person,all_second_gen,children_5_17,6871,16869387.509126462,0.12116689115214893,0.002765038674733957,0.001885408783749709,0.0030611634333445373
raw,equal_all_members,person,all_second_gen,k12_cost_at_full_attendance,6871,16869387.509126462,2311.569132417561,57.95505959719848,254.0838491023078,64.12912576304916
raw,equal_all_members,person,all_second_gen,k12_charged_acs_native,6871,16869387.509126462,1855.49942998096,46.52059873054627,203.9534230514796,51.47652935392306
raw,equal_all_members,person,all_second_gen,k12_charged_differential,6871,16869387.509126462,1855.49942998096,46.52059873054627,203.9534230514796,51.47652935392306
raw,equal_all_members,person,all_second_gen,extended_balance_base,6871,16869387.509126462,15657.872183584526,438.8908751656382,-326.5526375745285,488.48089504690785
raw,equal_all_members,person,all_second_gen,extended_balance_pupil_differential,6871,16869387.509126462,15657.872183584526,438.8908751656382,-326.5526375745285,488.48089504690785
raw,equal_all_members,person,mexican_second_gen,modeled_tax_total,2452,5614636.31290289,7418.525534208969,268.485720170089,-6964.790027890603,330.305160899794
raw,equal_all_members,person,mexican_second_gen,selected_cash_total,2452,5614636.31290289,1459.661645664228,102.34758499748779,-993.6577211863575,118.63123778805299
raw,equal_all_members,person,mexican_second_gen,selected_noncash_total,2452,5614636.31290289,240.03054916822785,13.929585900930416,94.6960543897936,15.018166800351526
raw,equal_all_members,person,mexican_second_gen,cash_noncash_tax_balance,2452,5614636.31290289,5718.833339376533,277.9650893527936,-6065.828361094014,352.7115364315409
raw,equal_all_members,person,mexican_second_gen,employer_payroll,2452,5614636.31290289,2542.46579106587,51.68399605457528,-946.3576185100542,54.94590996417078
raw,equal_all_members,person,mexican_second_gen,sales_tax_share35,2452,5614636.31290289,784.0844215559681,16.48030094295693,-265.64545368602523,17.780003095471386
raw,equal_all_members,person,mexican_second_gen,sales_tax_itep,2452,5614636.31290289,1286.7224107138338,22.166077750853574,-525.7585323969972,23.29663728808924
raw,equal_all_members,person,mexican_second_gen,property_tax_owner,2452,5614636.31290289,764.7769939250528,28.942479418444375,-547.9788488750202,32.75441720613197
raw,equal_all_members,person,mexican_second_gen,property_tax_owner_plus_renter,2452,5614636.31290289,1231.9310498968878,26.98224476765489,-385.09013838715146,29.902957424235407
raw,equal_all_members,person,mexican_second_gen,children_5_17,2452,5614636.31290289,0.1490611957996422,0.005718239057646006,0.02977971343124297,0.005931005746682133
raw,equal_all_members,person,mexican_second_gen,k12_cost_at_full_attendance,2452,5614636.31290289,2631.073964437289,107.0749901254713,573.5886811220357,112.33340461396595
raw,equal_all_members,person,mexican_second_gen,k12_charged_acs_native,2452,5614636.31290289,2111.9663577378396,85.94922832147415,460.4203508083592,90.17016419969345
raw,equal_all_members,person,mexican_second_gen,k12_charged_differential,2452,5614636.31290289,2380.561859669816,96.8800729521622,729.0158527403355,100.7743570740232
raw,equal_all_members,person,mexican_second_gen,extended_balance_base,2452,5614636.31290289,7698.194188185536,374.8204670979847,-8286.230632973518,443.0610763520247
raw,equal_all_members,person,mexican_second_gen,extended_balance_pupil_differential,2452,5614636.31290289,7429.59868625356,380.01146315059094,-8554.826134905496,446.9732592007071
raw,equal_all_members,person,mexican_third_plus_selfid,modeled_tax_total,2477,5526182.2353818305,9148.880880730794,440.2673424740895,-5234.434681368777,437.5204897829827
raw,equal_all_members,person,mexican_third_plus_selfid,selected_cash_total,2477,5526182.2353818305,2048.8722260050404,134.0807818561626,-404.44714084554516,145.86194643817205
raw,equal_all_members,person,mexican_third_plus_selfid,selected_noncash_total,2477,5526182.2353818305,231.6514246373661,16.49561724183384,86.31692985893184,16.940524252786986
raw,equal_all_members,person,mexican_third_plus_selfid,cash_noncash_tax_balance,2477,5526182.2353818305,6868.35723008839,468.3891593323163,-4916.304470382158,456.17306296514545
raw,equal_all_members,person,mexican_third_plus_selfid,employer_payroll,2477,5526182.2353818305,2851.550993519581,61.673566751684106,-637.272416056343,63.28219760769371
raw,equal_all_members,person,mexican_third_plus_selfid,sales_tax_share35,2477,5526182.2353818305,892.8517783606513,21.987856317213133,-156.878096881342,21.948209635520193
raw,equal_all_members,person,mexican_third_plus_selfid,sales_tax_itep,2477,5526182.2353818305,1478.1960921060502,25.60044937495229,-334.2848510047809,26.07324795390136
raw,equal_all_members,person,mexican_third_plus_selfid,property_tax_owner,2477,5526182.2353818305,808.0315038345815,28.072452117513915,-504.7243389654915,31.03621606304682
raw,equal_all_members,person,mexican_third_plus_selfid,property_tax_owner_plus_renter,2477,5526182.2353818305,1285.3055234690516,28.123435368548247,-331.7156648149876,31.90862991141377
raw,equal_all_members,person,mexican_third_plus_selfid,children_5_17,2477,5526182.2353818305,0.1325820680570383,0.005306715961858852,0.013300585688639066,0.005132815683058365
raw,equal_all_members,person,mexican_third_plus_selfid,k12_cost_at_full_attendance,2477,5526182.2353818305,2137.017975001028,85.39383414760694,79.53269168577481,85.13582538576657
raw,equal_all_members,person,mexican_third_plus_selfid,k12_charged_acs_native,2477,5526182.2353818305,1715.3869978902255,68.54573733603192,63.8409909607451,68.33863338062298
raw,equal_all_members,person,mexican_third_plus_selfid,k12_charged_differential,2477,5526182.2353818305,1933.5463591972032,77.26324207166101,282.00035226772275,76.61230379922469
raw,equal_all_members,person,mexican_third_plus_selfid,extended_balance_base,2477,5526182.2353818305,9705.40450791297,560.6998245938894,-6279.020313246085,545.6976861753146
raw,equal_all_members,person,mexican_third_plus_selfid,extended_balance_pupil_differential,2477,5526182.2353818305,9487.245146605992,563.4212699829961,-6497.179674553063,547.8532313502375
raw,equal_all_members,person,mexico_born,modeled_tax_total,4318,9446562.93512691,4874.416068064725,220.79207481293832,-9508.899494034846,324.8563510061141
raw,equal_all_members,person,mexico_born,selected_cash_total,4318,9446562.93512691,859.9303068741981,62.82028805689019,-1593.3890599763874,84.3523769028889
raw,equal_all_members,person,mexico_born,selected_noncash_total,4318,9446562.93512691,246.15608744024226,13.47303294494893,100.82159266180801,14.124127630833918
raw,equal_all_members,person,mexico_born,cash_noncash_tax_balance,4318,9446562.93512691,3768.329673750283,230.0862485872966,-8016.332026720265,338.3955149081088
raw,equal_all_members,person,mexico_born,employer_payroll,4318,9446562.93512691,1895.074810396558,36.73181560942633,-1593.748599179366,44.3006191902855
raw,equal_all_members,person,mexico_born,sales_tax_share35,4318,9446562.93512691,592.4151570181131,11.616521144634048,-457.3147182238803,15.443679998466179
raw,equal_all_members,person,mexico_born,sales_tax_itep,4318,9446562.93512691,1083.8418402414427,15.513149902697124,-728.6391028693884,19.302431680856213
raw,equal_all_members,person,mexico_born,property_tax_owner,4318,9446562.93512691,517.6136719735246,24.745685422153667,-795.1421708265484,28.739276450477895
raw,equal_all_members,person,mexico_born,property_tax_owner_plus_renter,4318,9446562.93512691,1002.3348865922568,24.73132113602408,-614.6863016917824,27.862863504847763
raw,equal_all_members,person,mexico_born,children_5_17,4318,9446562.93512691,0.16649550991174622,0.0041886144999203805,0.047214027543347,0.004511074161124257
raw,equal_all_members,person,mexico_born,k12_cost_at_full_attendance,4318,9446562.93512691,2879.5735885017593,77.16054598545361,822.0883051865062,85.38698211781384
raw,equal_all_members,person,mexico_born,k12_charged_acs_native,4318,9446562.93512691,2311.4373163761716,61.936866644041366,659.8913094466911,68.54023720315813
raw,equal_all_members,person,mexico_born,k12_charged_differential,4318,9446562.93512691,2605.4011211980205,69.81386890944162,953.8551142685401,76.00612630140967
raw,equal_all_members,person,mexico_born,extended_balance_base,4318,9446562.93512691,4461.9959967622835,290.2272095857778,-11522.428824396771,402.4769223134347
raw,equal_all_members,person,mexico_born,extended_balance_pupil_differential,4318,9446562.93512691,4168.032191940435,293.4170251425331,-11816.392629218619,403.913327988531
raw,equal_all_members,person,mexico_born_imputed_unauthorized,modeled_tax_total,1696,3917061.0819750302,4471.587023021919,407.0855876274814,-9911.728539077652,467.0702869896398
raw,equal_all_members,person,mexico_born_imputed_unauthorized,selected_cash_total,1696,3917061.0819750302,239.88668148824038,47.76991779015473,-2213.432685362345,67.1016764514553
raw,equal_all_members,person,mexico_born_imputed_unauthorized,selected_noncash_total,1696,3917061.0819750302,252.73237897353667,28.26603747449384,107.39788419510242,28.732745693022704
raw,equal_all_members,person,mexico_born_imputed_unauthorized,cash_noncash_tax_balance,1696,3917061.0819750302,3978.967962560141,405.65205097990736,-7805.6937379104065,472.1367799226407
raw,equal_all_members,person,mexico_born_imputed_unauthorized,employer_payroll,1696,3917061.0819750302,1855.1381243029505,53.16783287565741,-1633.6852852729735,58.991327661542144
raw,equal_all_members,person,mexico_born_imputed_unauthorized,sales_tax_share35,1696,3917061.0819750302,540.5770252302648,17.443840564979826,-509.15285001172856,19.745464292831596
raw,equal_all_members,person,mexico_born_imputed_unauthorized,sales_tax_itep,1696,3917061.0819750302,1069.1758443912393,25.548577537060677,-743.3050987195918,27.94669647564614
raw,equal_all_members,person,mexico_born_imputed_unauthorized,property_tax_owner,1696,3917061.0819750302,346.742423056406,29.440345027650018,-966.013419743667,32.014139507368235
raw,equal_all_members,person,mexico_born_imputed_unauthorized,property_tax_owner_plus_renter,1696,3917061.0819750302,907.7896555544374,30.25768242410628,-709.2315327296018,31.731966265575853
raw,equal_all_members,person,mexico_born_imputed_unauthorized,children_5_17,1696,3917061.0819750302,0.16138236556936283,0.007014728499323304,0.04210088320096361,0.007227085946988942
raw,equal_all_members,person,mexico_born_imputed_unauthorized,k12_cost_at_full_attendance,1696,3917061.0819750302,2628.734880283924,124.24186153083643,571.2495969686711,130.34312789800208
raw,equal_all_members,person,mexico_born_imputed_unauthorized,k12_charged_acs_native,1696,3917061.0819750302,2110.0887719661755,99.7290974417621,458.5427650366951,104.62659157579992
raw,equal_all_members,person,mexico_born_imputed_unauthorized,k12_charged_differential,1696,3917061.0819750302,2378.445486433137,112.41243725276398,726.8994795036565,117.03188300086693
raw,equal_all_members,person,mexico_born_imputed_unauthorized,extended_balance_base,1696,3917061.0819750302,4611.336763183597,491.22114739158843,-11373.088057975458,562.842124672241
raw,equal_all_members,person,mexico_born_imputed_unauthorized,extended_balance_pupil_differential,1696,3917061.0819750302,4342.980048716636,495.9956702300406,-11641.444772442419,566.7447855086353
raw,equal_all_members,person,mexico_born_imputed_legal,modeled_tax_total,2622,5529501.85315188,5159.777392996134,257.970714799328,-9223.538169103438,354.8565411350354
raw,equal_all_members,person,mexico_born_imputed_legal,selected_cash_total,2622,5529501.85315188,1299.1649465626913,98.01742868299442,-1154.1544202878943,115.2798294167833
raw,equal_all_members,person,mexico_born_imputed_legal,selected_noncash_total,2622,5529501.85315188,241.49748774846194,12.056388786710647,96.16299297002769,12.537928456589304
raw,equal_all_members,person,mexico_born_imputed_legal,cash_noncash_tax_balance,2622,5529501.85315188,3619.114958684989,280.86193408941125,-8165.546741785559,377.71922563914046
raw,equal_all_members,person,mexico_born_imputed_legal,employer_payroll,2622,5529501.85315188,1923.3656841488014,48.5834827202123,-1565.4577254271226,54.20539061253298
raw,equal_all_members,person,mexico_born_imputed_legal,sales_tax_share35,2622,5529501.85315188,629.1369330444098,15.444477703473241,-420.5929421975835,18.794990484043467
raw,equal_all_members,person,mexico_born_imputed_legal,sales_tax_itep,2622,5529501.85315188,1094.23113083196,19.662263817717488,-718.2498122788711,22.820119123907386
raw,equal_all_members,person,mexico_born_imputed_legal,property_tax_owner,2622,5529501.85315188,638.6576894884456,29.510007242554106,-674.0981533116274,33.5650914335603
raw,equal_all_members,person,mexico_born_imputed_legal,property_tax_owner_plus_renter,2622,5529501.85315188,1069.3100779964286,29.20062412684112,-547.7111102876106,32.69226586745029
raw,equal_all_members,person,mexico_born_imputed_legal,children_5_17,2622,5529501.85315188,0.17011762619671458,0.005259227483310903,0.05083614382831536,0.005508845745591585
raw,equal_all_members,person,mexico_born_imputed_legal,k12_cost_at_full_attendance,2622,5529501.85315188,3057.2660041852687,107.51860463004456,999.7807208700156,112.95924872257568
raw,equal_all_members,person,mexico_born_imputed_legal,k12_charged_acs_native,2622,5529501.85315188,2454.0712404015653,86.3053182384156,802.5252334720849,90.6725300474186
raw,equal_all_members,person,mexico_born_imputed_legal,k12_charged_differential,2622,5529501.85315188,2766.174931910418,97.28144964634009,1114.6289249809374,101.32456364936182
raw,equal_all_members,person,mexico_born_imputed_legal,extended_balance_base,2622,5529501.85315188,4356.204024965078,370.67461051181067,-11628.220796193977,465.4681137885081
raw,equal_all_members,person,mexico_born_imputed_legal,extended_balance_pupil_differential,2622,5529501.85315188,4044.100333456226,375.85707702287215,-11940.324487702828,468.57869082790063
raw,equal_all_members,person,all_imputed_unauthorized,modeled_tax_total,4555,11311768.74701092,9894.650725887757,422.65519614150327,-4488.664836211814,469.292858807995
raw,equal_all_members,person,all_imputed_unauthorized,selected_cash_total,4555,11311768.74701092,248.21168126758334,32.311754549005244,-2205.1076855830024,56.54456704768162
raw,equal_all_members,person,all_imputed_unauthorized,selected_noncash_total,4555,11311768.74701092,166.19788417373226,12.288992716073802,20.863389395298015,13.009819412531966
raw,equal_all_members,person,all_imputed_unauthorized,cash_noncash_tax_balance,4555,11311768.74701092,9480.24116044644,423.54634392379603,-2304.420540024108,476.4732494471228
raw,equal_all_members,person,all_imputed_unauthorized,employer_payroll,4555,11311768.74701092,2840.934998859107,63.17203325912678,-647.8884107168169,65.27785495941227
raw,equal_all_members,person,all_imputed_unauthorized,sales_tax_share35,4555,11311768.74701092,820.7647846911113,21.442315786875287,-228.965090550882,22.917012535554274
raw,equal_all_members,person,all_imputed_unauthorized,sales_tax_itep,4555,11311768.74701092,1423.8522691175276,25.908993684269312,-388.62867399330344,27.49637430891741
raw,equal_all_members,person,all_imputed_unauthorized,property_tax_owner,4555,11311768.74701092,551.7597377539104,32.99177954854716,-760.9961050461626,35.77805637051098
raw,equal_all_members,person,all_imputed_unauthorized,property_tax_owner_plus_renter,4555,11311768.74701092,1250.5221574261093,30.804859557175284,-366.49903085792994,31.890509574562234
raw,equal_all_members,person,all_imputed_unauthorized,children_5_17,4555,11311768.74701092,0.1430067619732962,0.003962377667724593,0.02372527960489698,0.004251345640455291
raw,equal_all_members,person,all_imputed_unauthorized,k12_cost_at_full_attendance,4555,11311768.74701092,2452.735056136127,73.7175163378509,395.24977282087366,81.32463133902681
raw,equal_all_members,person,all_imputed_unauthorized,k12_charged_acs_native,4555,11311768.74701092,1968.81349328072,59.17314244520983,317.26748635123954,65.27938315872869
raw,equal_all_members,person,all_imputed_unauthorized,k12_charged_differential,4555,11311768.74701092,2219.203110757678,66.69865999795503,567.6571038281977,72.36771906880206
raw,equal_all_members,person,all_imputed_unauthorized,extended_balance_base,4555,11311768.74701092,11724.887188469836,506.25965246181084,-4259.537632689218,556.3671521153537
raw,equal_all_members,person,all_imputed_unauthorized,extended_balance_pupil_differential,4555,11311768.74701092,11474.497570992879,506.56263260901443,-4509.927250166176,555.8155924567475
raw,equal_adults_18plus,person,third_plus_nh_white,modeled_tax_total,36287,87647853.34583464,17336.66646576598,271.8724100521015,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,selected_cash_total,36287,87647853.34583464,2684.6157798727404,51.04770658116518,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,selected_noncash_total,36287,87647853.34583464,243.06068279707895,6.148586114803542,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,cash_noncash_tax_balance,36287,87647853.34583464,14408.990003096149,286.3034953127014,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,employer_payroll,36287,87647853.34583464,4291.064368768768,30.07393751434633,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,sales_tax_share35,36287,87647853.34583464,1283.259452334445,11.723270472229533,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,sales_tax_itep,36287,87647853.34583464,2195.273839894259,13.520555178781548,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,property_tax_owner,36287,87647853.34583464,1616.627101700014,17.952179577687108,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,property_tax_owner_plus_renter,36287,87647853.34583464,1963.1902175949883,16.81611766617791,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,children_5_17,36287,87647853.34583464,0.25266668255332464,0.0034062827075616547,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,k12_cost_at_full_attendance,36287,87647853.34583464,4361.126325834601,69.58391987940547,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,k12_charged_acs_native,36287,87647853.34583464,3500.6815492461387,55.855099404725415,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,k12_charged_differential,36287,87647853.34583464,3500.6815492461387,55.855099404725415,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,extended_balance_base,36287,87647853.34583464,18099.259376653237,333.2635223433742,0.0,0.0
raw,equal_adults_18plus,person,third_plus_nh_white,extended_balance_pupil_differential,36287,87647853.34583464,18099.259376653237,333.2635223433742,0.0,0.0
raw,equal_adults_18plus,person,all_native,modeled_tax_total,55652,134686458.17077535,15710.762938295884,211.23298712457168,-1625.9035274700946,116.96583039274614
raw,equal_adults_18plus,person,all_native,selected_cash_total,55652,134686458.17077535,2713.1520397347076,40.54892976455902,28.53625986196721,27.151247996572593
raw,equal_adults_18plus,person,all_native,selected_noncash_total,55652,134686458.17077535,328.21648536448254,6.695486247945051,85.15580256740358,5.384339446186147
raw,equal_adults_18plus,person,all_native,cash_noncash_tax_balance,55652,134686458.17077535,12669.394413196687,223.62289185162464,-1739.5955898994616,120.90060268557296
raw,equal_adults_18plus,person,all_native,employer_payroll,55652,134686458.17077535,4053.2083592813924,24.246486467910206,-237.85600948737556,13.849178522350119
raw,equal_adults_18plus,person,all_native,sales_tax_share35,55652,134686458.17077535,1219.894960404446,9.110324280104688,-63.364491929999076,5.2392819233989245
raw,equal_adults_18plus,person,all_native,sales_tax_itep,55652,134686458.17077535,2103.300286264948,10.758817636412953,-91.97355362931057,5.995922804817155
raw,equal_adults_18plus,person,all_native,property_tax_owner,55652,134686458.17077535,1454.3540215750847,13.566356393455735,-162.27308012492927,9.15519240976748
raw,equal_adults_18plus,person,all_native,property_tax_owner_plus_renter,55652,134686458.17077535,1918.6225925178817,12.637592045056302,-44.56762507710664,8.176824624207569
raw,equal_adults_18plus,person,all_native,children_5_17,55652,134686458.17077535,0.2589218924954998,0.0030097017145216645,0.006255209942175155,0.002016397515768225
raw,equal_adults_18plus,person,all_native,k12_cost_at_full_attendance,55652,134686458.17077535,4510.715950852522,59.615504715475474,149.5896250179212,39.94372364618069
raw,equal_adults_18plus,person,all_native,k12_charged_acs_native,55652,134686458.17077535,3620.7573281009672,47.853440101055234,120.07577885482851,32.06287686463931
raw,equal_adults_18plus,person,all_native,k12_charged_differential,55652,134686458.17077535,3620.7573281009672,47.853440101055234,120.07577885482851,32.06287686463931
raw,equal_adults_18plus,person,all_native,extended_balance_base,55652,134686458.17077535,15776.094426356653,267.1504291381481,-2323.1649502965847,143.98647953546455
raw,equal_adults_18plus,person,all_native,extended_balance_pupil_differential,55652,134686458.17077535,15776.094426356653,267.1504291381481,-2323.1649502965847,143.98647953546455
raw,equal_adults_18plus,person,all_second_gen,modeled_tax_total,6871,16869387.509126462,16627.108670716032,424.79529902126717,-709.5577950499464,486.8428138041051
raw,equal_adults_18plus,person,all_second_gen,selected_cash_total,6871,16869387.509126462,2036.5526621340514,79.72516578854878,-648.063117738689,93.3839322958544
raw,equal_adults_18plus,person,all_second_gen,selected_noncash_total,6871,16869387.509126462,308.66333357390533,14.668008403824727,65.60265077682638,15.9010051478283
raw,equal_adults_18plus,person,all_second_gen,cash_noncash_tax_balance,6871,16869387.509126462,14281.892675008077,442.17543652047823,-127.09732808807166,509.6786284491379
raw,equal_adults_18plus,person,all_second_gen,employer_payroll,6871,16869387.509126462,4276.127310269188,54.6224641568921,-14.937058499580417,59.978952648215646
raw,equal_adults_18plus,person,all_second_gen,sales_tax_share35,6871,16869387.509126462,1291.0384985491557,19.098154706293453,7.779046214710661,22.336776053929448
raw,equal_adults_18plus,person,all_second_gen,sales_tax_itep,6871,16869387.509126462,2085.0691206486886,21.963642640585164,-110.20471924557023,25.22119986122229
raw,equal_adults_18plus,person,all_second_gen,property_tax_owner,6871,16869387.509126462,1660.770355580877,37.86598226017962,44.143253880863085,40.874317691810624
raw,equal_adults_18plus,person,all_second_gen,property_tax_owner_plus_renter,6871,16869387.509126462,2238.1734273394904,34.55938154402847,274.9832097445021,37.06308975382358
raw,equal_adults_18plus,person,all_second_gen,children_5_17,6871,16869387.509126462,0.2532525446570291,0.006745066019028796,0.000585862103704482,0.007298593390920851
raw,equal_adults_18plus,person,all_second_gen,k12_cost_at_full_attendance,6871,16869387.509126462,4834.765842213167,144.76551401950067,473.63951637856644,156.09661536778975
raw,equal_adults_18plus,person,all_second_gen,k12_charged_acs_native,6871,16869387.509126462,3880.8725806680513,116.20345893058158,380.1910314219126,125.29894813657305
raw,equal_adults_18plus,person,all_second_gen,k12_charged_differential,6871,16869387.509126462,3880.8725806680513,116.20345893058158,380.1910314219126,125.29894813657305
raw,equal_adults_18plus,person,all_second_gen,extended_balance_base,6871,16869387.509126462,17628.95625873923,543.532221547892,-470.3031179140089,608.8531065810897
raw,equal_adults_18plus,person,all_second_gen,extended_balance_pupil_differential,6871,16869387.509126462,17628.95625873923,543.532221547892,-470.3031179140089,608.8531065810897
raw,equal_adults_18plus,person,mexican_second_gen,modeled_tax_total,2452,5614636.31290289,8997.052252410129,367.2874786549547,-8339.61421335585,437.3299754513436
raw,equal_adults_18plus,person,mexican_second_gen,selected_cash_total,2452,5614636.31290289,1732.8285498222444,116.1683692893546,-951.787230050496,132.15752376050298
raw,equal_adults_18plus,person,mexican_second_gen,selected_noncash_total,2452,5614636.31290289,480.300433378624,31.181332990075305,237.23975058154505,32.61103767435575
raw,equal_adults_18plus,person,mexican_second_gen,cash_noncash_tax_balance,2452,5614636.31290289,6783.9232692092555,382.0709170876489,-7625.066733886893,462.4390687782877
raw,equal_adults_18plus,person,mexican_second_gen,employer_payroll,2452,5614636.31290289,3214.563110246264,60.51362730223402,-1076.501258522504,64.3635250456616
