table,group,metric,standardisation,estimate,se,n_unweighted,weighted,flag_small_cell
adults25_64,mexican_second_gen,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,333.7725018994812,80.13042920539102,2452,5614636.31290289,False
adults25_64,mexican_second_gen,other_disability_dollars_per_adult,crude,86.53020094674235,18.50913979525305,2452,5614636.31290289,False
adults25_64,mexican_second_gen,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,103.80552383802963,29.770560146146387,2452,5614636.31290289,False
adults25_64,mexican_second_gen,all_disability_dollars_per_adult,crude,600.6427304415126,84.08931971997832,2452,5614636.31290289,False
adults25_64,mexican_second_gen,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,942.3270084954976,141.34208006224006,2452,5614636.31290289,False
disabled_adults25_64,mexican_second_gen,any_disability_income_given_disabled,crude,0.3459362596481787,0.04671720128767259,148,351950.42242068995,False
disabled_adults25_64,mexican_second_gen,ssdi_given_disabled,crude,0.1428988497611288,0.03149115591343876,148,351950.42242068995,False
disabled_adults25_64,mexican_second_gen,ssi_given_disabled,crude,0.18585142095458027,0.043358130984960525,148,351950.42242068995,False
disabled_adults25_64,mexican_second_gen,all_disability_dollars_per_disabled_adult,crude,4332.876184731806,687.9419754905612,148,351950.42242068995,False
adults25_64,mexican_third_plus_selfid,prdisflg_any,crude,0.09417788697035058,0.007828037762700047,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,prdisflg_any,age_std_to_third_plus_nh_white,0.11265790820238142,0.009147713700172313,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisear,crude,0.01889750853125171,0.0031078628429592834,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisear,age_std_to_third_plus_nh_white,0.02577146196930331,0.004462143966471889,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pediseye,crude,0.016390682569702008,0.003253232920779717,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pediseye,age_std_to_third_plus_nh_white,0.02226383669528069,0.004469283514571965,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisrem,crude,0.04504042057618677,0.0057194853837132294,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisrem,age_std_to_third_plus_nh_white,0.04744603280800504,0.00599894798730064,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisphy,crude,0.044853174027984846,0.004682982392153202,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisphy,age_std_to_third_plus_nh_white,0.06015775451508821,0.006563249147974853,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisdrs,crude,0.018748548287749515,0.0031830088498360004,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisdrs,age_std_to_third_plus_nh_white,0.023485935192564342,0.004149519773914728,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisout,crude,0.03165322235416175,0.004092637775621111,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,pedisout,age_std_to_third_plus_nh_white,0.03863020071919473,0.0053021222369616676,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,dis_hp_prevents_work,crude,0.08382378478183733,0.007586700909520733,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.10311967574596065,0.009301293988958684,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssdi_receipt,crude,0.025862330095568174,0.0036942980456072436,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssdi_receipt,age_std_to_third_plus_nh_white,0.03369250339778432,0.004990245496302715,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssi_receipt,crude,0.025890491355219297,0.0049564219369827595,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssi_receipt,age_std_to_third_plus_nh_white,0.031996953318637965,0.005861381185775086,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,other_disability_income_receipt,crude,0.01393725626055077,0.0038369107521660385,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.016419374532217385,0.004230544395342944,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,any_disability_income_receipt,crude,0.05135960643590483,0.005982268526363828,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.06565320339153086,0.007406815680354796,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssdi_dollars_per_adult,crude,435.8301947810863,72.92935494760376,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,579.1723685562797,104.09971445417442,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssi_dollars_per_adult,crude,285.42282253540856,61.39797471554933,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,357.69060339431326,72.64678607669576,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,other_disability_dollars_per_adult,crude,197.70730864713735,65.05230295686795,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,214.2823023320239,65.83657149565136,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,all_disability_dollars_per_adult,crude,918.9603259636312,136.73346687530503,2477,5526182.2353818305,False
adults25_64,mexican_third_plus_selfid,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,1151.1452742826168,158.76522447960173,2477,5526182.2353818305,False
disabled_adults25_64,mexican_third_plus_selfid,any_disability_income_given_disabled,crude,0.3455989117931803,0.04053587234402891,238,520444.16594135,False
disabled_adults25_64,mexican_third_plus_selfid,ssdi_given_disabled,crude,0.16638191159035542,0.027712027672303113,238,520444.16594135,False
disabled_adults25_64,mexican_third_plus_selfid,ssi_given_disabled,crude,0.21149097706518222,0.04150896542633686,238,520444.16594135,False
disabled_adults25_64,mexican_third_plus_selfid,all_disability_dollars_per_disabled_adult,crude,6030.477482210355,1018.4151821246512,238,520444.16594135,False
adults25_64,mexico_born,prdisflg_any,crude,0.042706410473653464,0.0036159091423597772,4318,9446562.935126912,False
adults25_64,mexico_born,prdisflg_any,age_std_to_third_plus_nh_white,0.04494773562890845,0.003827552693973495,4318,9446562.935126912,False
adults25_64,mexico_born,pedisear,crude,0.008022216113868713,0.0016381466174335772,4318,9446562.935126912,False
adults25_64,mexico_born,pedisear,age_std_to_third_plus_nh_white,0.008049232905323103,0.001611602334807515,4318,9446562.935126912,False
adults25_64,mexico_born,pediseye,crude,0.011926387580872716,0.0020628393894598354,4318,9446562.935126912,False
adults25_64,mexico_born,pediseye,age_std_to_third_plus_nh_white,0.01236058855344736,0.002139814941614078,4318,9446562.935126912,False
adults25_64,mexico_born,pedisrem,crude,0.010120769689155271,0.0016684833139522471,4318,9446562.935126912,False
adults25_64,mexico_born,pedisrem,age_std_to_third_plus_nh_white,0.010277732988966901,0.0016956877342942287,4318,9446562.935126912,False
adults25_64,mexico_born,pedisphy,crude,0.018692629991488834,0.002449007594286809,4318,9446562.935126912,False
adults25_64,mexico_born,pedisphy,age_std_to_third_plus_nh_white,0.02013645565826199,0.002810326026565369,4318,9446562.935126912,False
adults25_64,mexico_born,pedisdrs,crude,0.008496286121680487,0.0014270499519817308,4318,9446562.935126912,False
adults25_64,mexico_born,pedisdrs,age_std_to_third_plus_nh_white,0.00864899048904578,0.0014860233537796561,4318,9446562.935126912,False
adults25_64,mexico_born,pedisout,crude,0.013645304686588462,0.0019495941518112585,4318,9446562.935126912,False
adults25_64,mexico_born,pedisout,age_std_to_third_plus_nh_white,0.013965939337559585,0.0020231048785304562,4318,9446562.935126912,False
adults25_64,mexico_born,dis_hp_prevents_work,crude,0.05713028152955826,0.00371250282193582,4318,9446562.935126912,False
adults25_64,mexico_born,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.058866975044573965,0.0038826397611626557,4318,9446562.935126912,False
adults25_64,mexico_born,ssdi_receipt,crude,0.012694714744182139,0.002186614427572204,4318,9446562.935126912,False
adults25_64,mexico_born,ssdi_receipt,age_std_to_third_plus_nh_white,0.01356686744917299,0.002325536988502547,4318,9446562.935126912,False
adults25_64,mexico_born,ssi_receipt,crude,0.00856362541615177,0.0015923212544653338,4318,9446562.935126912,False
adults25_64,mexico_born,ssi_receipt,age_std_to_third_plus_nh_white,0.008599422177402293,0.0016042495618682812,4318,9446562.935126912,False
adults25_64,mexico_born,other_disability_income_receipt,crude,0.007556774173753069,0.0015710131404495624,4318,9446562.935126912,False
adults25_64,mexico_born,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.007700831743422643,0.0016832534511903594,4318,9446562.935126912,False
adults25_64,mexico_born,any_disability_income_receipt,crude,0.027227007820841316,0.003027137152526256,4318,9446562.935126912,False
adults25_64,mexico_born,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.02824397364833326,0.0031725767981584216,4318,9446562.935126912,False
adults25_64,mexico_born,ssdi_dollars_per_adult,crude,203.6881474179125,37.03200136523617,4318,9446562.935126912,False
adults25_64,mexico_born,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,213.94856732006787,38.47930388429114,4318,9446562.935126912,False
adults25_64,mexico_born,ssi_dollars_per_adult,crude,89.76033904535964,17.63555180874538,4318,9446562.935126912,False
adults25_64,mexico_born,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,91.78725107599315,18.958486972057266,4318,9446562.935126912,False
adults25_64,mexico_born,other_disability_dollars_per_adult,crude,105.89389451503432,31.03496476995983,4318,9446562.935126912,False
adults25_64,mexico_born,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,98.7140666189859,27.569737409774035,4318,9446562.935126912,False
adults25_64,mexico_born,all_disability_dollars_per_adult,crude,399.3423809783065,53.356273228892604,4318,9446562.935126912,False
adults25_64,mexico_born,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,404.4498850150469,53.12318856646349,4318,9446562.935126912,False
disabled_adults25_64,mexico_born,any_disability_income_given_disabled,crude,0.20032314928451983,0.03417979782515021,197,403428.79427272995,False
disabled_adults25_64,mexico_born,ssdi_given_disabled,crude,0.12780684203625092,0.02922482508490606,197,403428.79427272995,False
disabled_adults25_64,mexico_born,ssi_given_disabled,crude,0.06034809447146514,0.016788824445523157,197,403428.79427272995,False
disabled_adults25_64,mexico_born,all_disability_dollars_per_disabled_adult,crude,3665.5208759224834,751.3928393902796,197,403428.79427272995,False
adults25_64,all_native,prdisflg_any,crude,0.09936887077728516,0.0018842895240345407,55652,134686458.17077535,False
adults25_64,all_native,prdisflg_any,age_std_to_third_plus_nh_white,0.10260181969121403,0.001941684169923153,55652,134686458.17077535,False
adults25_64,all_native,pedisear,crude,0.019034064551003798,0.0007659971090098048,55652,134686458.17077535,False
adults25_64,all_native,pedisear,age_std_to_third_plus_nh_white,0.020001756382466245,0.0008063485370031298,55652,134686458.17077535,False
adults25_64,all_native,pediseye,crude,0.014961827971010573,0.0006521280464284855,55652,134686458.17077535,False
adults25_64,all_native,pediseye,age_std_to_third_plus_nh_white,0.01547801560253436,0.0006662603890457103,55652,134686458.17077535,False
adults25_64,all_native,pedisrem,crude,0.04467647764863759,0.001292309237547603,55652,134686458.17077535,False
adults25_64,all_native,pedisrem,age_std_to_third_plus_nh_white,0.04493504365787943,0.0013057296937057069,55652,134686458.17077535,False
adults25_64,all_native,pedisphy,crude,0.046094469447182526,0.0012214898593799698,55652,134686458.17077535,False
adults25_64,all_native,pedisphy,age_std_to_third_plus_nh_white,0.04905522784693876,0.0012976958145079903,55652,134686458.17077535,False
adults25_64,all_native,pedisdrs,crude,0.015934131114454124,0.0006708523825952428,55652,134686458.17077535,False
adults25_64,all_native,pedisdrs,age_std_to_third_plus_nh_white,0.016645011352927674,0.0007088792641231672,55652,134686458.17077535,False
adults25_64,all_native,pedisout,crude,0.03453773570857748,0.001033188640960331,55652,134686458.17077535,False
adults25_64,all_native,pedisout,age_std_to_third_plus_nh_white,0.035574728080857425,0.001066986136573279,55652,134686458.17077535,False
adults25_64,all_native,dis_hp_prevents_work,crude,0.10094494289557339,0.0016769975770523787,55652,134686458.17077535,False
adults25_64,all_native,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.10492155835348249,0.001758667228916667,55652,134686458.17077535,False
adults25_64,all_native,ssdi_receipt,crude,0.032985988818877515,0.0010561716674985567,55652,134686458.17077535,False
adults25_64,all_native,ssdi_receipt,age_std_to_third_plus_nh_white,0.03514159246849177,0.001121100407769536,55652,134686458.17077535,False
adults25_64,all_native,ssi_receipt,crude,0.025292563035274333,0.0009266970242816686,55652,134686458.17077535,False
adults25_64,all_native,ssi_receipt,age_std_to_third_plus_nh_white,0.026261138839830757,0.0009592606271947626,55652,134686458.17077535,False
adults25_64,all_native,other_disability_income_receipt,crude,0.01490931790963811,0.0006509263482621176,55652,134686458.17077535,False
adults25_64,all_native,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.015470514408572231,0.0006762974727663204,55652,134686458.17077535,False
adults25_64,all_native,any_disability_income_receipt,crude,0.06347453210791966,0.0013955209413780032,55652,134686458.17077535,False
adults25_64,all_native,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.0666416673346061,0.0014622593798291306,55652,134686458.17077535,False
adults25_64,all_native,ssdi_dollars_per_adult,crude,569.7148166163596,19.82508134975548,55652,134686458.17077535,False
adults25_64,all_native,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,611.3174491063438,21.193942580963185,55652,134686458.17077535,False
adults25_64,all_native,ssi_dollars_per_adult,crude,285.47593112817833,11.575101025441631,55652,134686458.17077535,False
adults25_64,all_native,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,298.1291309659232,12.094401873821182,55652,134686458.17077535,False
adults25_64,all_native,other_disability_dollars_per_adult,crude,231.8295636908323,15.25763945340862,55652,134686458.17077535,False
adults25_64,all_native,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,240.43829808080713,15.415477387405057,55652,134686458.17077535,False
adults25_64,all_native,all_disability_dollars_per_adult,crude,1087.0203114353696,28.479114079172426,55652,134686458.17077535,False
adults25_64,all_native,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,1149.884878153075,30.182133568904177,55652,134686458.17077535,False
disabled_adults25_64,all_native,any_disability_income_given_disabled,crude,0.35089510230865795,0.008146300515680795,5330,13383641.2574219,False
disabled_adults25_64,all_native,ssdi_given_disabled,crude,0.19727180027667568,0.007136224609325441,5330,13383641.2574219,False
disabled_adults25_64,all_native,ssi_given_disabled,crude,0.15198992563218072,0.0063215848463114375,5330,13383641.2574219,False
disabled_adults25_64,all_native,all_disability_dollars_per_disabled_adult,crude,6220.325245958707,187.51868190899194,5330,13383641.2574219,False
adults25_64,all_foreign_born,prdisflg_any,crude,0.04052612284516586,0.001835734036746202,15203,37078696.9556108,False
adults25_64,all_foreign_born,prdisflg_any,age_std_to_third_plus_nh_white,0.044358058891158916,0.001987961540947422,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisear,crude,0.006929953310103462,0.0008522572401167713,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisear,age_std_to_third_plus_nh_white,0.007581244141050197,0.0009309225184461363,15203,37078696.9556108,False
adults25_64,all_foreign_born,pediseye,crude,0.008455874254511626,0.0008473772542274263,15203,37078696.9556108,False
adults25_64,all_foreign_born,pediseye,age_std_to_third_plus_nh_white,0.009026713669743744,0.0009240839013475489,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisrem,crude,0.012000352136540646,0.0012096802961351256,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisrem,age_std_to_third_plus_nh_white,0.01283999534342458,0.001301072757780803,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisphy,crude,0.020886663270155575,0.0013348316608532247,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisphy,age_std_to_third_plus_nh_white,0.023891346969325246,0.0014858717811485893,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisdrs,crude,0.006624587043128256,0.0006584423382109515,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisdrs,age_std_to_third_plus_nh_white,0.007598299381364409,0.0007756272725202007,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisout,crude,0.012907300224370397,0.0011772875030469081,15203,37078696.9556108,False
adults25_64,all_foreign_born,pedisout,age_std_to_third_plus_nh_white,0.01412096261496303,0.0012932514074511902,15203,37078696.9556108,False
adults25_64,all_foreign_born,dis_hp_prevents_work,crude,0.049137927092116826,0.002160627231483418,15203,37078696.9556108,False
adults25_64,all_foreign_born,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.052910518875442514,0.0023283054294930567,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssdi_receipt,crude,0.01091238095485474,0.0010436990633439192,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssdi_receipt,age_std_to_third_plus_nh_white,0.0122844840974254,0.001157329342633587,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssi_receipt,crude,0.009403495738063062,0.0009876518015337174,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssi_receipt,age_std_to_third_plus_nh_white,0.00982917274717107,0.0009985325817375489,15203,37078696.9556108,False
adults25_64,all_foreign_born,other_disability_income_receipt,crude,0.0071062514602168786,0.0008099412950917783,15203,37078696.9556108,False
adults25_64,all_foreign_born,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.007265921951482988,0.0008466348855269096,15203,37078696.9556108,False
adults25_64,all_foreign_born,any_disability_income_receipt,crude,0.0249225376545507,0.0014909751984686435,15203,37078696.9556108,False
adults25_64,all_foreign_born,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.02679439167761973,0.0015817663018392674,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssdi_dollars_per_adult,crude,195.32625666538456,20.963222198314483,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,218.44166953884593,23.156218872370587,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssi_dollars_per_adult,crude,103.89620983184675,11.674437414145393,15203,37078696.9556108,False
adults25_64,all_foreign_born,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,108.64506046022866,11.828042468513573,15203,37078696.9556108,False
adults25_64,all_foreign_born,other_disability_dollars_per_adult,crude,95.28799677951649,19.500214783742802,15203,37078696.9556108,False
adults25_64,all_foreign_born,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,96.89062895250154,20.23193203716874,15203,37078696.9556108,False
adults25_64,all_foreign_born,all_disability_dollars_per_adult,crude,394.51046327674766,30.01819665159777,15203,37078696.9556108,False
adults25_64,all_foreign_born,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,423.97735895157615,31.77891804930535,15203,37078696.9556108,False
