table,group,metric,standardisation,difference,se_sdr,n_unweighted
adults25_64,mexican_third_plus_selfid,any_disability_income_receipt,crude,-0.006366842199085503,0.0061192890888454405,2477
adults25_64,mexico_born,any_disability_income_receipt,crude,-0.030499440814149015,0.00360002920822702,4318
adults25_64,all_native,any_disability_income_receipt,crude,0.005748083472929329,0.000926597427701188,55652
adults25_64,all_foreign_born,any_disability_income_receipt,crude,-0.03280391098043963,0.002257842926584181,15203
adults25_64,all_second_gen,any_disability_income_receipt,crude,-0.012748491029472571,0.003362868416726585,6871
adults25_64,all_third_plus,any_disability_income_receipt,crude,0.008396476283242478,0.0008999751726166219,48781
adults25_64,mexican_second_gen,ssdi_dollars_per_adult,crude,-284.62605986712305,61.1955709500728,2452
adults25_64,mexican_third_plus_selfid,ssdi_dollars_per_adult,crude,-133.8479783313349,79.46997274086841,2477
adults25_64,mexico_born,ssdi_dollars_per_adult,crude,-365.9900256945087,49.1016403944368,4318
adults25_64,all_native,ssdi_dollars_per_adult,crude,0.03664350393842142,14.372434745214791,55652
adults25_64,all_foreign_born,ssdi_dollars_per_adult,crude,-374.3519164470366,33.686696463102464,15203
adults25_64,all_second_gen,ssdi_dollars_per_adult,crude,-268.1893827224592,47.67230493124692,6871
adults25_64,all_third_plus,ssdi_dollars_per_adult,crude,38.4420184723989,12.634898989438069,48781
adults25_64,mexican_second_gen,ssi_dollars_per_adult,crude,-0.12699189236374764,49.45046486422733,2452
adults25_64,mexican_third_plus_selfid,ssi_dollars_per_adult,crude,56.23541439357285,62.34440161771909,2477
adults25_64,mexico_born,ssi_dollars_per_adult,crude,-139.42706909647606,21.709860962532456,4318
adults25_64,all_native,ssi_dollars_per_adult,crude,56.28852298634263,8.031870409774355,55652
adults25_64,all_foreign_born,ssi_dollars_per_adult,crude,-125.29119830998896,15.887854126587882,15203
adults25_64,all_second_gen,ssi_dollars_per_adult,crude,-8.91598921870667,31.832684798104786,6871
adults25_64,all_third_plus,ssi_dollars_per_adult,crude,65.62469284316632,8.082039222776414,48781
adults25_64,mexican_second_gen,other_disability_dollars_per_adult,crude,-144.26566330478326,24.786916810049185,2452
adults25_64,mexican_third_plus_selfid,other_disability_dollars_per_adult,crude,-33.08855560438826,65.53587464479207,2477
adults25_64,mexico_born,other_disability_dollars_per_adult,crude,-124.9019697364913,36.440969244113774,4318
adults25_64,all_native,other_disability_dollars_per_adult,crude,1.0336994393066732,10.120220682935914,55652
adults25_64,all_foreign_born,other_disability_dollars_per_adult,crude,-135.50786747200914,26.718918364132364,15203
adults25_64,all_second_gen,other_disability_dollars_per_adult,crude,14.227626603213281,49.31454090776435,6871
adults25_64,all_third_plus,other_disability_dollars_per_adult,crude,-0.8554450526174833,8.012864739657863,48781
adults25_64,mexican_second_gen,all_disability_dollars_per_adult,crude,-429.01871506426846,92.07633546417402,2452
adults25_64,mexican_third_plus_selfid,all_disability_dollars_per_adult,crude,-110.70111954214985,135.84753827994672,2477
adults25_64,mexico_born,all_disability_dollars_per_adult,crude,-630.3190645274747,67.16106794045626,4318
adults25_64,all_native,all_disability_dollars_per_adult,crude,57.358865929588546,18.232832578896165,55652
adults25_64,all_foreign_born,all_disability_dollars_per_adult,crude,-635.1509822290334,47.065346710736975,15203
adults25_64,all_second_gen,all_disability_dollars_per_adult,crude,-262.87774533795084,75.08563637842096,6871
adults25_64,all_third_plus,all_disability_dollars_per_adult,crude,103.21126626295018,16.77111183606507,48781
adults25_64,mexican_second_gen,prdisflg_any,age_std_to_third_plus_nh_white,-0.01202032031088654,0.008553168583210771,2452
adults25_64,mexican_third_plus_selfid,prdisflg_any,age_std_to_third_plus_nh_white,0.014501714387100531,0.009106954341100768,2477
adults25_64,mexico_born,prdisflg_any,age_std_to_third_plus_nh_white,-0.05320845818637244,0.004199315689775065,4318
adults25_64,all_native,prdisflg_any,age_std_to_third_plus_nh_white,0.00444562587593314,0.0011095553669349413,55652
adults25_64,all_foreign_born,prdisflg_any,age_std_to_third_plus_nh_white,-0.05379813492412197,0.0026492861961693857,15203
adults25_64,all_second_gen,prdisflg_any,age_std_to_third_plus_nh_white,-0.016169279834505168,0.0048871639259630345,6871
adults25_64,all_third_plus,prdisflg_any,age_std_to_third_plus_nh_white,0.0071655626088130975,0.001034008045479434,48781
adults25_64,mexican_second_gen,pedisear,age_std_to_third_plus_nh_white,-0.006613876809517492,0.0036267614847880145,2452
adults25_64,mexican_third_plus_selfid,pedisear,age_std_to_third_plus_nh_white,0.0042982373969471,0.004523704511930939,2477
adults25_64,mexico_born,pedisear,age_std_to_third_plus_nh_white,-0.013423991667033107,0.001877657352478857,4318
adults25_64,all_native,pedisear,age_std_to_third_plus_nh_white,-0.001471468189889965,0.0004887655229917819,55652
adults25_64,all_foreign_born,pedisear,age_std_to_third_plus_nh_white,-0.013891980431306013,0.001316965424579852,15203
adults25_64,all_second_gen,pedisear,age_std_to_third_plus_nh_white,-0.008037779502785444,0.0020633741943497396,6871
adults25_64,all_third_plus,pedisear,age_std_to_third_plus_nh_white,-0.0006916272525075706,0.0004451870248588141,48781
adults25_64,mexican_second_gen,pediseye,age_std_to_third_plus_nh_white,-0.0003502778390185417,0.0030012614709042217,2452
adults25_64,mexican_third_plus_selfid,pediseye,age_std_to_third_plus_nh_white,0.009107486208556977,0.004553469744512907,2477
adults25_64,mexico_born,pediseye,age_std_to_third_plus_nh_white,-0.0007957619332763528,0.0021874549240399133,4318
adults25_64,all_native,pediseye,age_std_to_third_plus_nh_white,0.002321665115810648,0.0004756799923251429,55652
adults25_64,all_foreign_born,pediseye,age_std_to_third_plus_nh_white,-0.004129636816979969,0.001163979667507549,15203
adults25_64,all_second_gen,pediseye,age_std_to_third_plus_nh_white,-0.0016478985087004811,0.0019642843359612707,6871
adults25_64,all_third_plus,pediseye,age_std_to_third_plus_nh_white,0.0027321633698154397,0.0004471645151776985,48781
adults25_64,mexican_second_gen,pedisrem,age_std_to_third_plus_nh_white,-0.012111400662846994,0.006051552913404016,2452
adults25_64,mexican_third_plus_selfid,pedisrem,age_std_to_third_plus_nh_white,0.0038743062727019176,0.006058636180592077,2477
adults25_64,mexico_born,pedisrem,age_std_to_third_plus_nh_white,-0.03329399354633622,0.0021404464322254974,4318
adults25_64,all_native,pedisrem,age_std_to_third_plus_nh_white,0.001363317122576313,0.0008059139687932363,55652
adults25_64,all_foreign_born,pedisrem,age_std_to_third_plus_nh_white,-0.03073173119187854,0.0018650836896715397,15203
adults25_64,all_second_gen,pedisrem,age_std_to_third_plus_nh_white,-0.008887119430139881,0.0036726491224346857,6871
adults25_64,all_third_plus,pedisrem,age_std_to_third_plus_nh_white,0.0027951564993282593,0.0007631293398226688,48781
adults25_64,mexican_second_gen,pedisphy,age_std_to_third_plus_nh_white,-0.002392842238958859,0.006411458758203754,2452
adults25_64,mexican_third_plus_selfid,pedisphy,age_std_to_third_plus_nh_white,0.01611961140827947,0.006606990016950951,2477
adults25_64,mexico_born,pedisphy,age_std_to_third_plus_nh_white,-0.023901687448546746,0.0029124703610747308,4318
adults25_64,all_native,pedisphy,age_std_to_third_plus_nh_white,0.005017084740130025,0.000788192465889059,55652
adults25_64,all_foreign_born,pedisphy,age_std_to_third_plus_nh_white,-0.02014679613748349,0.0020031550838997846,15203
adults25_64,all_second_gen,pedisphy,age_std_to_third_plus_nh_white,-0.0069439940017636745,0.003208193703741346,6871
adults25_64,all_third_plus,pedisphy,age_std_to_third_plus_nh_white,0.00640173232614169,0.0007469092361420528,48781
adults25_64,mexican_second_gen,pedisdrs,age_std_to_third_plus_nh_white,0.00251275319781173,0.004505537146278677,2452
adults25_64,mexican_third_plus_selfid,pedisdrs,age_std_to_third_plus_nh_white,0.009072942458735968,0.0041460820879482795,2477
adults25_64,mexico_born,pedisdrs,age_std_to_third_plus_nh_white,-0.005764002244782594,0.0017591284244870226,4318
adults25_64,all_native,pedisdrs,age_std_to_third_plus_nh_white,0.0022320186190993,0.00047404537081381475,55652
adults25_64,all_foreign_born,pedisdrs,age_std_to_third_plus_nh_white,-0.006814693352463965,0.0011703786930905317,15203
adults25_64,all_second_gen,pedisdrs,age_std_to_third_plus_nh_white,-0.002927757329477483,0.001975268294362036,6871
adults25_64,all_third_plus,pedisdrs,age_std_to_third_plus_nh_white,0.0027621663932181264,0.0004777685819706682,48781
adults25_64,mexican_second_gen,pedisout,age_std_to_third_plus_nh_white,0.006199997340717495,0.007127064486977468,2452
adults25_64,mexican_third_plus_selfid,pedisout,age_std_to_third_plus_nh_white,0.007048468844438681,0.005462089914401437,2477
adults25_64,mexico_born,pedisout,age_std_to_third_plus_nh_white,-0.017615792537196463,0.002363771748745785,4318
adults25_64,all_native,pedisout,age_std_to_third_plus_nh_white,0.003992996206101378,0.0007204737645208122,55652
adults25_64,all_foreign_born,pedisout,age_std_to_third_plus_nh_white,-0.017460769259793018,0.0017367562004524787,15203
adults25_64,all_second_gen,pedisout,age_std_to_third_plus_nh_white,-0.0021171193388982226,0.00334234758062627,6871
adults25_64,all_third_plus,pedisout,age_std_to_third_plus_nh_white,0.004770629167063681,0.0006800840306916123,48781
adults25_64,mexican_second_gen,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.004124414232186471,0.009840028124916972,2452
adults25_64,mexican_third_plus_selfid,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.008506110299231803,0.0093561626955643,2477
adults25_64,mexico_born,dis_hp_prevents_work,age_std_to_third_plus_nh_white,-0.03574659040215488,0.0042410742365232386,4318
adults25_64,all_native,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.010307992906753646,0.0011293763012935785,55652
adults25_64,all_foreign_born,dis_hp_prevents_work,age_std_to_third_plus_nh_white,-0.04170304657128633,0.0030269122967793724,15203
adults25_64,all_second_gen,dis_hp_prevents_work,age_std_to_third_plus_nh_white,-0.0060961940822065325,0.004647359000118001,6871
adults25_64,all_third_plus,dis_hp_prevents_work,age_std_to_third_plus_nh_white,0.012182194520380926,0.0011223814966128522,48781
adults25_64,mexican_second_gen,ssdi_receipt,age_std_to_third_plus_nh_white,0.0017371011460497118,0.00692957246123437,2452
adults25_64,mexican_third_plus_selfid,ssdi_receipt,age_std_to_third_plus_nh_white,0.001685258291541987,0.0051225011409092806,2477
adults25_64,mexico_born,ssdi_receipt,age_std_to_third_plus_nh_white,-0.01844037765706934,0.002760286402935601,4318
adults25_64,all_native,ssdi_receipt,age_std_to_third_plus_nh_white,0.0031343473622494414,0.0007151302950729293,55652
adults25_64,all_foreign_born,ssdi_receipt,age_std_to_third_plus_nh_white,-0.01972276100881693,0.0017331307482526185,15203
adults25_64,all_second_gen,ssdi_receipt,age_std_to_third_plus_nh_white,-0.006997414430021696,0.0031983789571394636,6871
adults25_64,all_third_plus,ssdi_receipt,age_std_to_third_plus_nh_white,0.004278764641560018,0.0006543307799397902,48781
adults25_64,mexican_second_gen,ssi_receipt,age_std_to_third_plus_nh_white,0.009877035135890722,0.006681560333204568,2452
adults25_64,mexican_third_plus_selfid,ssi_receipt,age_std_to_third_plus_nh_white,0.012121405172029552,0.0059182452073306135,2477
adults25_64,mexico_born,ssi_receipt,age_std_to_third_plus_nh_white,-0.01127612596920612,0.0018684625657238926,4318
adults25_64,all_native,ssi_receipt,age_std_to_third_plus_nh_white,0.006385590693222344,0.0006813345607530247,55652
adults25_64,all_foreign_born,ssi_receipt,age_std_to_third_plus_nh_white,-0.010046375399437342,0.0013321022255308988,15203
adults25_64,all_second_gen,ssi_receipt,age_std_to_third_plus_nh_white,0.004972947306969726,0.0032712513626265587,6871
adults25_64,all_third_plus,ssi_receipt,age_std_to_third_plus_nh_white,0.0067477646692561954,0.0007040201859858575,48781
adults25_64,mexican_second_gen,other_disability_income_receipt,age_std_to_third_plus_nh_white,-0.0003820006935981845,0.0037995475112032255,2452
adults25_64,mexican_third_plus_selfid,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.002236403206805144,0.004284441781992942,2477
adults25_64,mexico_born,other_disability_income_receipt,age_std_to_third_plus_nh_white,-0.0064821395819895985,0.0017990814021519015,4318
adults25_64,all_native,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.0012875430831599897,0.0004652992601247767,55652
adults25_64,all_foreign_born,other_disability_income_receipt,age_std_to_third_plus_nh_white,-0.006917049373929254,0.0011193565367081985,15203
adults25_64,all_second_gen,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.0032886697879900076,0.0022454054643282727,6871
adults25_64,all_third_plus,other_disability_income_receipt,age_std_to_third_plus_nh_white,0.0009499090539320468,0.0004152451259922381,48781
adults25_64,mexican_second_gen,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.009286529280751188,0.009026978722698219,2452
adults25_64,mexican_third_plus_selfid,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.007926754756540769,0.007517475522839732,2477
adults25_64,mexico_born,any_disability_income_receipt,age_std_to_third_plus_nh_white,-0.029482474986656827,0.0037103573491630106,4318
adults25_64,all_native,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.008915218699616007,0.0009182108268312384,55652
adults25_64,all_foreign_born,any_disability_income_receipt,age_std_to_third_plus_nh_white,-0.03093205695737036,0.0023269968699794023,15203
adults25_64,all_second_gen,any_disability_income_receipt,age_std_to_third_plus_nh_white,-0.00011184342935884051,0.0041262304724098125,6871
adults25_64,all_third_plus,any_disability_income_receipt,age_std_to_third_plus_nh_white,0.009985987741917973,0.0008998357496616296,48781
adults25_64,mexican_second_gen,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,-64.92919035443174,109.94087106791333,2452
adults25_64,mexican_third_plus_selfid,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,9.494195443861145,109.38834001228462,2477
adults25_64,mexico_born,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,-355.7296057923507,49.39659743987402,4318
adults25_64,all_native,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,41.63927599392525,14.265610759671793,55652
adults25_64,all_foreign_born,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,-351.23650357357263,34.614486223357154,15203
adults25_64,all_second_gen,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,-112.11030668153393,69.07790197630827,6871
adults25_64,all_third_plus,ssdi_dollars_per_adult,age_std_to_third_plus_nh_white,59.48322667217883,12.57742273857798,48781
adults25_64,mexican_second_gen,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,104.58509375764618,79.98773986473108,2452
adults25_64,mexican_third_plus_selfid,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,128.50319525247824,73.35405569508247,2477
adults25_64,mexico_born,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,-137.40015706584188,22.7736356961623,4318
adults25_64,all_native,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,68.94172282408817,8.106851522213699,55652
adults25_64,all_foreign_born,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,-120.54234768160636,16.19893392107987,15203
adults25_64,all_second_gen,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,67.35859048115418,47.58106634556446,6871
adults25_64,all_third_plus,ssi_dollars_per_adult,age_std_to_third_plus_nh_white,71.67453396884042,8.075631357949769,48781
adults25_64,mexican_second_gen,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,-126.9903404134953,33.50908533090348,2452
adults25_64,mexican_third_plus_selfid,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,-16.51356191950103,66.384017481518,2477
adults25_64,mexico_born,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,-132.08179763253904,33.65650708479413,4318
adults25_64,all_native,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,9.642433829282197,10.301845675059324,55652
adults25_64,all_foreign_born,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,-133.9052352990234,27.376874872794783,15203
adults25_64,all_second_gen,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,70.79507435711545,55.09378744219466,6871
adults25_64,all_third_plus,other_disability_dollars_per_adult,age_std_to_third_plus_nh_white,3.2687550501717624,8.239905955251901,48781
adults25_64,mexican_second_gen,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,-87.33443701028057,146.09692803598585,2452
adults25_64,mexican_third_plus_selfid,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,121.48382877683866,158.14935965346015,2477
adults25_64,mexico_born,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,-625.2115604907312,66.07041067154827,4318
adults25_64,all_native,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,120.22343264729693,18.17189424885183,55652
adults25_64,all_foreign_born,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,-605.6840865542019,47.916994204977975,15203
adults25_64,all_second_gen,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,26.043358156736076,96.02496295276956,6871
adults25_64,all_third_plus,all_disability_dollars_per_adult,age_std_to_third_plus_nh_white,134.42651569119198,16.782856453708206,48781
disabled_adults25_64,mexican_second_gen,any_disability_income_given_disabled,crude,0.018291564773382674,0.04779424176792626,148
disabled_adults25_64,mexican_third_plus_selfid,any_disability_income_given_disabled,crude,0.01795421691838428,0.04072771962393316,238
disabled_adults25_64,mexico_born,any_disability_income_given_disabled,crude,-0.1273215455902762,0.035275750764363845,197
disabled_adults25_64,all_native,any_disability_income_given_disabled,crude,0.02325040743386192,0.006345065571567526,5330
disabled_adults25_64,all_foreign_born,any_disability_income_given_disabled,crude,-0.0814816399201764,0.02264187520876437,602
disabled_adults25_64,all_second_gen,any_disability_income_given_disabled,crude,-0.004977139663360386,0.027755299669969254,453
disabled_adults25_64,all_third_plus,any_disability_income_given_disabled,crude,0.02593920863990712,0.005739479708972803,4877
disabled_adults25_64,mexican_second_gen,ssdi_given_disabled,crude,-0.05522528213926173,0.03295133497338521,148
disabled_adults25_64,mexican_third_plus_selfid,ssdi_given_disabled,crude,-0.031742220310035096,0.029208129525020336,238
disabled_adults25_64,mexico_born,ssdi_given_disabled,crude,-0.0703172898641396,0.030506170625016888,197
disabled_adults25_64,all_native,ssdi_given_disabled,crude,-0.0008523316237148415,0.0052855672281488285,5330
disabled_adults25_64,all_foreign_born,ssdi_given_disabled,crude,-0.06356837388554512,0.019384208953846495,602
disabled_adults25_64,all_second_gen,ssdi_given_disabled,crude,-0.05864141121145547,0.021655902245381473,453
disabled_adults25_64,all_third_plus,ssdi_given_disabled,crude,0.004652338915193177,0.004814242892030627,4877
disabled_adults25_64,mexican_second_gen,ssi_given_disabled,crude,0.06075526342060808,0.04393022800088184,148
disabled_adults25_64,mexican_third_plus_selfid,ssi_given_disabled,crude,0.08639481953121003,0.04168916817889754,238
disabled_adults25_64,mexico_born,ssi_given_disabled,crude,-0.06474806306250705,0.017810533978161753,197
disabled_adults25_64,all_native,ssi_given_disabled,crude,0.026893768098208537,0.005093614072539797,5330
disabled_adults25_64,all_foreign_born,ssi_given_disabled,crude,-0.01660986416292315,0.01760505558543393,602
disabled_adults25_64,all_second_gen,ssi_given_disabled,crude,0.034635867565626866,0.02240325718786191,453
disabled_adults25_64,all_third_plus,ssi_given_disabled,crude,0.02615629819642762,0.004837902050068564,4877
disabled_adults25_64,mexican_second_gen,all_disability_dollars_per_disabled_adult,crude,-1758.8547860787503,738.3425119747184,148
disabled_adults25_64,mexican_third_plus_selfid,all_disability_dollars_per_disabled_adult,crude,-61.2534886002004,1006.8542519321919,238
disabled_adults25_64,mexico_born,all_disability_dollars_per_disabled_adult,crude,-2426.2100948880725,797.5254357940377,197
disabled_adults25_64,all_native,all_disability_dollars_per_disabled_adult,crude,128.5942751481507,125.61364784923794,5330
disabled_adults25_64,all_foreign_born,all_disability_dollars_per_disabled_adult,crude,-1698.5391215345153,501.016941631788,602
disabled_adults25_64,all_second_gen,all_disability_dollars_per_disabled_adult,crude,-536.9382894101,592.3084728567238,453
disabled_adults25_64,all_third_plus,all_disability_dollars_per_disabled_adult,crude,191.9892543889273,116.42772049355915,4877
