cut,group,n_group,outcome_id,outcome,variable,estimate,jrr_se,n_base,small_cell_flag,replicates_used
origin,"U.S. born, parent from: Other/Undetermined",1,party_rep_or_lean,Republican or leans Republican,party+partyln,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,party_dem_or_lean,Democrat or leans Democratic,party+partyln,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,fert_none,No children ever born,fertREC,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,fert_3plus,Three or more children ever born,fertREC,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,satisfied_country,Satisfied with the way things are going in the country,qa2,,,0,n<50,0
origin,"U.S. born, parent from: Other/Undetermined",1,homeowner,Owns their home,qa6,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,civilians_rarely_never,Killing civilians rarely or never justified,qf3,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,exp_suspicion,Past year: people acted suspicious of them,qd1a,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,exp_offensive_names,Past year: called offensive names,qd1c,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,exp_threatened,Past year: physically threatened or attacked,qd1f,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,proud_american,Completely or mostly agree: proud to be an American,qc17b,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,lot_in_common,A lot in common with most Americans,qc13,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,employed_full_time,Employed full time,employ,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,employed_part_time,Employed part time,employ,100.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,not_employed,Not employed,employ,0.0,0.0,1,n<50,99
origin,"U.S. born, parent from: Other/Undetermined",1,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,,,0,n<50,0
origin,Birthplace not reported,14,age_18_29,Aged 18-29,agerec,36.03,17.06,12,n<50,100
origin,Birthplace not reported,14,age_30_49,Aged 30-49,agerec,57.83,16.78,12,n<50,100
origin,Birthplace not reported,14,age_50_plus,Aged 50 or older,agerec,6.14,5.84,12,n<50,100
origin,Birthplace not reported,14,female,Female,sex,37.01,15.76,14,n<50,100
origin,Birthplace not reported,14,race_black,"Black, non-Hispanic",racethn,9.38,6.37,8,n<50,100
origin,Birthplace not reported,14,income_lt_30k,"Family income under $30,000",income,44.15,23.66,8,n<50,100
origin,Birthplace not reported,14,income_30_75k,"Family income $30,000-$75,000",income,32.13,25.11,8,n<50,100
origin,Birthplace not reported,14,income_75_100k,"Family income $75,000-$100,000",income,7.8,7.01,8,n<50,100
origin,Birthplace not reported,14,income_ge_100k,"Family income $100,000 or more",income,15.92,17.47,8,n<50,100
origin,Birthplace not reported,14,income_refused,Income not reported (of all respondents),income,42.87,16.75,14,n<50,100
origin,Birthplace not reported,14,edu_lt_hs,Did not finish high school,educrec,0.0,0.0,14,n<50,100
origin,Birthplace not reported,14,edu_hs,High school graduate,educrec,13.25,9.21,14,n<50,100
origin,Birthplace not reported,14,edu_some_college,Some college or associate degree,educrec,25.54,17.06,14,n<50,100
origin,Birthplace not reported,14,edu_ba_plus,Four-year college degree or more,educrec,61.21,17.16,14,n<50,100
origin,Birthplace not reported,14,edu_postgrad,Postgraduate or professional schooling,educrec,4.54,4.78,14,n<50,100
origin,Birthplace not reported,14,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,100.0,0.0,12,n<50,100
origin,Birthplace not reported,14,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,100.0,0.0,12,n<50,100
origin,Birthplace not reported,14,party_republican,Identifies as Republican,party,19.62,20.75,10,n<50,100
origin,Birthplace not reported,14,party_democrat,Identifies as Democrat,party,44.49,20.68,10,n<50,100
origin,Birthplace not reported,14,party_independent,Identifies as independent,party,35.89,19.4,10,n<50,100
origin,Birthplace not reported,14,party_rep_or_lean,Republican or leans Republican,party+partyln,19.62,20.75,10,n<50,100
origin,Birthplace not reported,14,party_dem_or_lean,Democrat or leans Democratic,party+partyln,44.49,20.68,10,n<50,100
origin,Birthplace not reported,14,fert_none,No children ever born,fertREC,48.57,22.47,9,n<50,100
origin,Birthplace not reported,14,fert_3plus,Three or more children ever born,fertREC,43.53,20.23,9,n<50,100
origin,Birthplace not reported,14,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,1.46,0.64,9,n<50,100
origin,Birthplace not reported,14,satisfied_country,Satisfied with the way things are going in the country,qa2,42.29,17.47,13,n<50,100
origin,Birthplace not reported,14,homeowner,Owns their home,qa6,49.15,17.18,14,n<50,100
origin,Birthplace not reported,14,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,37.07,16.33,14,n<50,100
origin,Birthplace not reported,14,civilians_rarely_never,Killing civilians rarely or never justified,qf3,47.01,16.7,14,n<50,100
origin,Birthplace not reported,14,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,15.92,12.58,14,n<50,100
origin,Birthplace not reported,14,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,55.0,16.87,14,n<50,100
origin,Birthplace not reported,14,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,63.62,17.25,14,n<50,100
origin,Birthplace not reported,14,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,56.39,16.55,14,n<50,100
origin,Birthplace not reported,14,exp_suspicion,Past year: people acted suspicious of them,qd1a,19.95,15.02,14,n<50,100
origin,Birthplace not reported,14,exp_offensive_names,Past year: called offensive names,qd1c,22.64,15.76,14,n<50,100
origin,Birthplace not reported,14,exp_threatened,Past year: physically threatened or attacked,qd1f,0.85,0.88,14,n<50,100
origin,Birthplace not reported,14,proud_american,Completely or mostly agree: proud to be an American,qc17b,85.74,14.89,14,n<50,100
origin,Birthplace not reported,14,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,75.8,14.63,13,n<50,100
origin,Birthplace not reported,14,lot_in_common,A lot in common with most Americans,qc13,77.76,13.65,14,n<50,100
origin,Birthplace not reported,14,employed_full_time,Employed full time,employ,55.72,20.79,10,n<50,100
origin,Birthplace not reported,14,employed_part_time,Employed part time,employ,18.39,14.64,10,n<50,100
origin,Birthplace not reported,14,not_employed,Not employed,employ,25.89,18.63,10,n<50,100
origin,Birthplace not reported,14,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,40.04,72.1,2,n<50,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,age_18_29,Aged 18-29,agerec,-12.03,7.43,427,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,age_30_49,Aged 30-49,agerec,13.27,8.02,427,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,age_50_plus,Aged 50 or older,agerec,-1.24,5.19,427,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,female,Female,sex,11.13,11.48,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,race_black,"Black, non-Hispanic",racethn,-5.1,2.07,418,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,income_lt_30k,"Family income under $30,000",income,5.76,9.59,383,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,income_30_75k,"Family income $30,000-$75,000",income,-14.09,6.77,383,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,income_75_100k,"Family income $75,000-$100,000",income,2.95,3.7,383,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,income_ge_100k,"Family income $100,000 or more",income,5.37,6.81,383,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,income_refused,Income not reported (of all respondents),income,-3.71,4.33,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,edu_lt_hs,Did not finish high school,educrec,7.88,7.15,429,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,edu_hs,High school graduate,educrec,-11.99,9.8,429,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,edu_some_college,Some college or associate degree,educrec,-6.08,7.89,429,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,edu_ba_plus,Four-year college degree or more,educrec,10.19,9.48,429,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,edu_postgrad,Postgraduate or professional schooling,educrec,5.0,4.17,429,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,5.17,8.79,428,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,5.17,8.79,428,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,party_republican,Identifies as Republican,party,4.16,3.12,407,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,party_democrat,Identifies as Democrat,party,4.25,7.54,407,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,party_independent,Identifies as independent,party,6.8,6.72,407,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,party_rep_or_lean,Republican or leans Republican,party+partyln,13.28,5.3,407,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,party_dem_or_lean,Democrat or leans Democratic,party+partyln,1.18,11.02,407,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,fert_none,No children ever born,fertREC,-9.45,7.57,417,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,fert_3plus,Three or more children ever born,fertREC,2.63,9.4,417,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.19,0.26,417,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,satisfied_country,Satisfied with the way things are going in the country,qa2,1.17,7.32,390,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,homeowner,Owns their home,qa6,20.3,7.71,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,11.02,6.79,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,civilians_rarely_never,Killing civilians rarely or never justified,qf3,-19.21,9.42,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,8.18,6.12,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,1.89,9.09,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,8.48,7.74,414,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,4.36,6.97,413,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,exp_suspicion,Past year: people acted suspicious of them,qd1a,-6.93,5.78,428,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,exp_offensive_names,Past year: called offensive names,qd1c,-10.03,5.17,429,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,exp_threatened,Past year: physically threatened or attacked,qd1f,-6.27,4.07,430,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,proud_american,Completely or mostly agree: proud to be an American,qc17b,0.89,4.38,415,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,7.89,6.97,418,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,lot_in_common,A lot in common with most Americans,qc13,1.56,10.19,423,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,employed_full_time,Employed full time,employ,10.19,9.3,422,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,employed_part_time,Employed part time,employ,-6.92,8.26,422,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,not_employed,Not employed,employ,-3.27,10.7,422,,100
origin_contrast,Difference: Foreign born: South Asia minus Foreign born: MENA (Middle East/North Africa),430,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,27.37,14.74,148,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,age_18_29,Aged 18-29,agerec,43.45,6.01,345,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,age_30_49,Aged 30-49,agerec,-26.56,6.67,345,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,age_50_plus,Aged 50 or older,agerec,-16.89,6.48,345,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,female,Female,sex,7.52,11.48,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,race_black,"Black, non-Hispanic",racethn,-44.35,10.17,339,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,income_lt_30k,"Family income under $30,000",income,-27.14,11.11,307,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,income_30_75k,"Family income $30,000-$75,000",income,9.33,12.5,307,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,income_75_100k,"Family income $75,000-$100,000",income,14.27,6.14,307,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,income_ge_100k,"Family income $100,000 or more",income,3.54,4.85,307,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,income_refused,Income not reported (of all respondents),income,8.95,6.53,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,edu_lt_hs,Did not finish high school,educrec,8.26,6.38,346,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,edu_hs,High school graduate,educrec,-23.73,9.47,346,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,edu_some_college,Some college or associate degree,educrec,1.01,10.49,346,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,edu_ba_plus,Four-year college degree or more,educrec,14.46,5.96,346,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,edu_postgrad,Postgraduate or professional schooling,educrec,6.0,3.07,346,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,0.0,0.0,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,party_republican,Identifies as Republican,party,1.8,4.31,341,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,party_democrat,Identifies as Democrat,party,3.47,8.09,341,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,party_independent,Identifies as independent,party,2.53,6.62,341,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,party_rep_or_lean,Republican or leans Republican,party+partyln,-4.57,6.42,341,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,party_dem_or_lean,Democrat or leans Democratic,party+partyln,21.09,8.53,341,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,fert_none,No children ever born,fertREC,58.34,6.45,337,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,fert_3plus,Three or more children ever born,fertREC,-24.2,4.88,337,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,-1.38,0.17,337,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,satisfied_country,Satisfied with the way things are going in the country,qa2,-13.58,10.57,330,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,homeowner,Owns their home,qa6,11.11,7.0,346,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,-8.91,5.11,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,civilians_rarely_never,Killing civilians rarely or never justified,qf3,5.25,6.43,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,3.66,2.15,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,17.78,11.91,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,-2.7,4.24,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,7.24,12.03,344,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,exp_suspicion,Past year: people acted suspicious of them,qd1a,-21.15,8.91,343,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,exp_offensive_names,Past year: called offensive names,qd1c,2.09,6.8,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,exp_threatened,Past year: physically threatened or attacked,qd1f,-2.87,5.92,347,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,proud_american,Completely or mostly agree: proud to be an American,qc17b,7.56,3.93,346,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,-10.46,4.62,343,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,lot_in_common,A lot in common with most Americans,qc13,8.41,10.59,344,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,employed_full_time,Employed full time,employ,-6.75,7.81,343,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,employed_part_time,Employed part time,employ,4.24,6.7,343,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,not_employed,Not employed,employ,2.5,11.43,343,,100
origin_contrast,Difference: U.S. born: at least one foreign-born parent minus U.S. born: both parents U.S. born,347,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,-16.63,15.25,130,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,age_18_29,Aged 18-29,agerec,43.62,12.18,307,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,age_30_49,Aged 30-49,agerec,-23.83,12.42,307,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,age_50_plus,Aged 50 or older,agerec,-19.79,3.74,307,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,female,Female,sex,21.15,7.36,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,race_black,"Black, non-Hispanic",racethn,0.0,0.0,303,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,income_lt_30k,"Family income under $30,000",income,-36.38,8.07,278,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,income_30_75k,"Family income $30,000-$75,000",income,23.74,18.53,278,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,income_75_100k,"Family income $75,000-$100,000",income,5.84,7.32,278,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,income_ge_100k,"Family income $100,000 or more",income,6.8,11.51,278,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,income_refused,Income not reported (of all respondents),income,4.02,8.9,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,edu_lt_hs,Did not finish high school,educrec,-5.86,11.88,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,edu_hs,High school graduate,educrec,-2.64,7.99,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,edu_some_college,Some college or associate degree,educrec,9.47,19.64,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,edu_ba_plus,Four-year college degree or more,educrec,-0.97,12.0,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,edu_postgrad,Postgraduate or professional schooling,educrec,-1.98,6.92,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,29.11,6.7,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,party_republican,Identifies as Republican,party,-3.48,4.37,299,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,party_democrat,Identifies as Democrat,party,20.39,15.0,299,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,party_independent,Identifies as independent,party,-13.68,15.91,299,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,party_rep_or_lean,Republican or leans Republican,party+partyln,-12.02,6.6,299,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,party_dem_or_lean,Democrat or leans Democratic,party+partyln,24.3,7.26,299,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,fert_none,No children ever born,fertREC,57.11,8.1,302,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,fert_3plus,Three or more children ever born,fertREC,-29.56,8.47,302,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,-1.54,0.21,302,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,satisfied_country,Satisfied with the way things are going in the country,qa2,-33.94,8.3,284,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,homeowner,Owns their home,qa6,-15.04,16.87,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,-20.48,5.58,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,civilians_rarely_never,Killing civilians rarely or never justified,qf3,29.36,7.28,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,-8.88,6.12,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,39.22,9.47,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,21.06,7.23,299,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,28.54,13.35,299,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,exp_suspicion,Past year: people acted suspicious of them,qd1a,33.26,14.91,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,exp_offensive_names,Past year: called offensive names,qd1c,6.44,7.8,309,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,exp_threatened,Past year: physically threatened or attacked,qd1f,4.31,3.98,310,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,proud_american,Completely or mostly agree: proud to be an American,qc17b,2.44,3.29,304,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,-4.09,8.43,303,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,lot_in_common,A lot in common with most Americans,qc13,19.55,18.8,306,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,employed_full_time,Employed full time,employ,-12.71,10.33,304,,100
