cut,group,n_group,outcome_id,outcome,variable,estimate,jrr_se,n_base,small_cell_flag,replicates_used
nativity,U.S. born,356,employed_full_time,Employed full time,employ,41.27,4.3,351,,100
nativity,U.S. born,356,employed_part_time,Employed part time,employ,20.29,3.82,351,,100
nativity,U.S. born,356,not_employed,Not employed,employ,38.45,4.46,351,,100
nativity,U.S. born,356,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,57.38,8.84,131,,100
nativity,Foreign born,631,age_18_29,Aged 18-29,agerec,27.79,3.35,628,,100
nativity,Foreign born,631,age_30_49,Aged 30-49,agerec,45.84,2.82,628,,100
nativity,Foreign born,631,age_50_plus,Aged 50 or older,agerec,26.37,3.13,628,,100
nativity,Foreign born,631,female,Female,sex,47.07,5.73,631,,100
nativity,Foreign born,631,race_black,"Black, non-Hispanic",racethn,10.69,2.08,616,,100
nativity,Foreign born,631,income_lt_30k,"Family income under $30,000",income,36.76,2.86,566,,100
nativity,Foreign born,631,income_30_75k,"Family income $30,000-$75,000",income,28.12,3.48,566,,100
nativity,Foreign born,631,income_75_100k,"Family income $75,000-$100,000",income,6.45,1.46,566,,100
nativity,Foreign born,631,income_ge_100k,"Family income $100,000 or more",income,28.67,3.08,566,,100
nativity,Foreign born,631,income_refused,Income not reported (of all respondents),income,12.14,2.63,631,,100
nativity,Foreign born,631,edu_lt_hs,Did not finish high school,educrec,9.51,2.84,628,,100
nativity,Foreign born,631,edu_hs,High school graduate,educrec,26.56,2.22,628,,100
nativity,Foreign born,631,edu_some_college,Some college or associate degree,educrec,25.45,3.75,628,,100
nativity,Foreign born,631,edu_ba_plus,Four-year college degree or more,educrec,38.48,3.43,628,,100
nativity,Foreign born,631,edu_postgrad,Postgraduate or professional schooling,educrec,16.08,2.63,628,,100
nativity,Foreign born,631,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,69.22,2.67,628,,100
nativity,Foreign born,631,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,69.22,2.67,628,,100
nativity,Foreign born,631,party_republican,Identifies as Republican,party,7.12,2.06,600,,100
nativity,Foreign born,631,party_democrat,Identifies as Democrat,party,37.97,3.16,600,,100
nativity,Foreign born,631,party_independent,Identifies as independent,party,47.31,3.16,600,,100
nativity,Foreign born,631,party_rep_or_lean,Republican or leans Republican,party+partyln,13.42,2.4,600,,100
nativity,Foreign born,631,party_dem_or_lean,Democrat or leans Democratic,party+partyln,69.93,4.65,600,,100
nativity,Foreign born,631,fert_none,No children ever born,fertREC,32.52,3.31,614,,100
nativity,Foreign born,631,fert_3plus,Three or more children ever born,fertREC,30.57,4.28,614,,100
nativity,Foreign born,631,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,1.67,0.12,614,,100
nativity,Foreign born,631,satisfied_country,Satisfied with the way things are going in the country,qa2,41.25,2.79,578,,100
nativity,Foreign born,631,homeowner,Owns their home,qa6,46.22,3.1,631,,100
nativity,Foreign born,631,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,12.35,2.61,631,,100
nativity,Foreign born,631,civilians_rarely_never,Killing civilians rarely or never justified,qf3,80.54,3.66,631,,100
nativity,Foreign born,631,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,7.1,2.7,631,,100
nativity,Foreign born,631,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,49.21,4.09,631,,100
nativity,Foreign born,631,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,66.79,2.74,608,,100
nativity,Foreign born,631,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,42.43,3.66,611,,100
nativity,Foreign born,631,exp_suspicion,Past year: people acted suspicious of them,qd1a,20.64,2.74,627,,100
nativity,Foreign born,631,exp_offensive_names,Past year: called offensive names,qd1c,15.31,2.4,630,,100
nativity,Foreign born,631,exp_threatened,Past year: physically threatened or attacked,qd1f,3.98,1.35,631,,100
nativity,Foreign born,631,proud_american,Completely or mostly agree: proud to be an American,qc17b,96.3,1.39,611,,100
nativity,Foreign born,631,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,78.86,3.95,612,,100
nativity,Foreign born,631,lot_in_common,A lot in common with most Americans,qc13,53.91,3.5,622,,100
nativity,Foreign born,631,employed_full_time,Employed full time,employ,45.42,3.41,620,,100
nativity,Foreign born,631,employed_part_time,Employed part time,employ,12.91,2.25,620,,100
nativity,Foreign born,631,not_employed,Not employed,employ,41.67,3.09,620,,100
nativity,Foreign born,631,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,38.08,8.11,202,,100
nativity,Difference: foreign born minus U.S. born,987,age_18_29,Aged 18-29,agerec,-16.82,5.27,981,,100
nativity,Difference: foreign born minus U.S. born,987,age_30_49,Aged 30-49,agerec,4.33,6.09,981,,100
nativity,Difference: foreign born minus U.S. born,987,age_50_plus,Aged 50 or older,agerec,12.48,4.19,981,,100
nativity,Difference: foreign born minus U.S. born,987,female,Female,sex,-5.95,8.29,987,,100
nativity,Difference: foreign born minus U.S. born,987,race_black,"Black, non-Hispanic",racethn,-21.38,6.81,961,,100
nativity,Difference: foreign born minus U.S. born,987,income_lt_30k,"Family income under $30,000",income,-8.65,5.49,880,,100
nativity,Difference: foreign born minus U.S. born,987,income_30_75k,"Family income $30,000-$75,000",income,1.16,4.53,880,,100
nativity,Difference: foreign born minus U.S. born,987,income_75_100k,"Family income $75,000-$100,000",income,-2.85,3.48,880,,100
nativity,Difference: foreign born minus U.S. born,987,income_ge_100k,"Family income $100,000 or more",income,10.34,5.57,880,,100
nativity,Difference: foreign born minus U.S. born,987,income_refused,Income not reported (of all respondents),income,0.71,4.48,987,,100
nativity,Difference: foreign born minus U.S. born,987,edu_lt_hs,Did not finish high school,educrec,2.45,3.48,983,,100
nativity,Difference: foreign born minus U.S. born,987,edu_hs,High school graduate,educrec,-8.99,3.8,983,,100
nativity,Difference: foreign born minus U.S. born,987,edu_some_college,Some college or associate degree,educrec,-11.29,5.37,983,,100
nativity,Difference: foreign born minus U.S. born,987,edu_ba_plus,Four-year college degree or more,educrec,17.83,3.8,983,,100
nativity,Difference: foreign born minus U.S. born,987,edu_postgrad,Postgraduate or professional schooling,educrec,9.52,2.77,983,,100
nativity,Difference: foreign born minus U.S. born,987,citizen_yes_of_foreign_born,U.S. citizen (item asked of the foreign born only),citizen,,0.0,628,n<50,100
nativity,Difference: foreign born minus U.S. born,987,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,-30.78,2.67,984,,100
nativity,Difference: foreign born minus U.S. born,987,party_republican,Identifies as Republican,party,0.27,2.37,950,,100
nativity,Difference: foreign born minus U.S. born,987,party_democrat,Identifies as Democrat,party,-4.91,6.72,950,,100
nativity,Difference: foreign born minus U.S. born,987,party_independent,Identifies as independent,party,6.91,4.08,950,,100
nativity,Difference: foreign born minus U.S. born,987,party_rep_or_lean,Republican or leans Republican,party+partyln,-2.01,4.86,950,,100
nativity,Difference: foreign born minus U.S. born,987,party_dem_or_lean,Democrat or leans Democratic,party+partyln,2.34,8.49,950,,100
nativity,Difference: foreign born minus U.S. born,987,fert_none,No children ever born,fertREC,-14.62,3.55,958,,100
nativity,Difference: foreign born minus U.S. born,987,fert_3plus,Three or more children ever born,fertREC,11.29,5.77,958,,100
nativity,Difference: foreign born minus U.S. born,987,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,0.48,0.14,958,,100
nativity,Difference: foreign born minus U.S. born,987,satisfied_country,Satisfied with the way things are going in the country,qa2,23.15,6.04,917,,100
nativity,Difference: foreign born minus U.S. born,987,homeowner,Owns their home,qa6,22.85,5.18,986,,100
nativity,Difference: foreign born minus U.S. born,987,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,2.65,4.42,987,,100
nativity,Difference: foreign born minus U.S. born,987,civilians_rarely_never,Killing civilians rarely or never justified,qf3,-8.01,3.22,987,,100
nativity,Difference: foreign born minus U.S. born,987,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,5.36,2.9,987,,100
nativity,Difference: foreign born minus U.S. born,987,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,-7.39,7.51,987,,100
nativity,Difference: foreign born minus U.S. born,987,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,-23.78,3.84,964,,100
nativity,Difference: foreign born minus U.S. born,987,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,-20.16,7.98,964,,100
nativity,Difference: foreign born minus U.S. born,987,exp_suspicion,Past year: people acted suspicious of them,qd1a,-27.56,6.13,979,,100
nativity,Difference: foreign born minus U.S. born,987,exp_offensive_names,Past year: called offensive names,qd1c,-9.45,5.0,986,,100
nativity,Difference: foreign born minus U.S. born,987,exp_threatened,Past year: physically threatened or attacked,qd1f,-4.8,3.44,987,,100
nativity,Difference: foreign born minus U.S. born,987,proud_american,Completely or mostly agree: proud to be an American,qc17b,5.97,2.67,966,,100
nativity,Difference: foreign born minus U.S. born,987,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,-7.98,4.67,964,,100
nativity,Difference: foreign born minus U.S. born,987,lot_in_common,A lot in common with most Americans,qc13,-14.73,4.83,975,,100
nativity,Difference: foreign born minus U.S. born,987,employed_full_time,Employed full time,employ,4.15,4.93,971,,100
nativity,Difference: foreign born minus U.S. born,987,employed_part_time,Employed part time,employ,-7.37,3.74,971,,100
nativity,Difference: foreign born minus U.S. born,987,not_employed,Not employed,employ,3.22,5.43,971,,100
nativity,Difference: foreign born minus U.S. born,987,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,-19.31,11.43,333,,100
