county_fips,name_2000,rent_med_2000,value_med_2000,owners_2000,renters_2000,units_2000,name_2010,rent_med_2010,value_med_2010,owners_2010,renters_2010,pop_2010
01105,"Perry County, Alabama",341.0,39200.0,3197.0,1136.0,5406.0,"Perry County, Alabama",454.0,61000.0,2595.0,1233.0,10684.0
01107,"Pickens County, Alabama",245.0,57400.0,6404.0,1682.0,9520.0,"Pickens County, Alabama",440.0,81100.0,5936.0,2072.0,19917.0
01109,"Pike County, Alabama",334.0,58200.0,8019.0,3914.0,13981.0,"Pike County, Alabama",528.0,93900.0,7323.0,5690.0,32147.0
01111,"Randolph County, Alabama",312.0,59900.0,6838.0,1804.0,10285.0,"Randolph County, Alabama",519.0,88100.0,6474.0,2055.0,22817.0
01113,"Russell County, Alabama",428.0,66100.0,12328.0,7413.0,22831.0,"Russell County, Alabama",627.0,93300.0,12562.0,7612.0,51663.0
01115,"St. Clair County, Alabama",482.0,81200.0,20206.0,3937.0,27303.0,"St. Clair County, Alabama",702.0,126500.0,24320.0,5254.0,80658.0
01117,"Shelby County, Alabama",635.0,136200.0,44220.0,10411.0,59302.0,"Shelby County, Alabama",845.0,193900.0,57844.0,13915.0,187880.0
01119,"Sumter County, Alabama",298.0,40700.0,4129.0,1579.0,6953.0,"Sumter County, Alabama",482.0,66300.0,3381.0,1571.0,13871.0
01121,"Talladega County, Alabama",351.0,62000.0,23423.0,7251.0,34469.0,"Talladega County, Alabama",548.0,87000.0,22728.0,8423.0,82347.0
01123,"Tallapoosa County, Alabama",358.0,65000.0,12715.0,3941.0,20510.0,"Tallapoosa County, Alabama",501.0,91300.0,11931.0,4351.0,41534.0
01125,"Tuscaloosa County, Alabama",487.0,95400.0,40958.0,23559.0,71429.0,"Tuscaloosa County, Alabama",701.0,148400.0,43816.0,25359.0,188331.0
01127,"Walker County, Alabama",368.0,55600.0,22693.0,5671.0,32417.0,"Walker County, Alabama",557.0,83600.0,20036.0,5764.0,67612.0
01129,"Washington County, Alabama",269.0,51800.0,5912.0,793.0,8123.0,"Washington County, Alabama",519.0,85200.0,5537.0,1135.0,17556.0
01131,"Wilcox County, Alabama",250.0,39500.0,3977.0,799.0,6183.0,"Wilcox County, Alabama",381.0,54200.0,2865.0,867.0,12012.0
01133,"Winston County, Alabama",329.0,53200.0,8087.0,2020.0,12502.0,"Winston County, Alabama",410.0,83700.0,6992.0,2486.0,24687.0
02013,"Aleutians East Borough, Alaska",710.0,98800.0,307.0,219.0,724.0,"Aleutians East Borough, Alaska",731.0,121600.0,158.0,109.0,3703.0
02016,"Aleutians West Census Area, Alaska",892.0,95700.0,353.0,917.0,2234.0,"Aleutians West Census Area, Alaska",1172.0,163400.0,189.0,332.0,6259.0
02020,"Anchorage Municipality, Alaska",736.0,152300.0,56933.0,37889.0,100368.0,"Anchorage Municipality, Alaska",1009.0,269500.0,64368.0,39947.0,284267.0
02050,"Bethel Census Area, Alaska",814.0,77400.0,2574.0,1652.0,5188.0,"Bethel Census Area, Alaska",942.0,153400.0,2632.0,1659.0,16838.0
02060,"Bristol Bay Borough, Alaska",778.0,136200.0,250.0,240.0,979.0,"Bristol Bay Borough, Alaska",933.0,171100.0,232.0,178.0,1049.0
02068,"Denali Borough, Alaska",568.0,108300.0,508.0,277.0,1351.0,"Denali Borough, Alaska",567.0,174000.0,260.0,168.0,1144.0
02070,"Dillingham Census Area, Alaska",761.0,108200.0,927.0,602.0,2332.0,"Dillingham Census Area, Alaska",959.0,199100.0,855.0,553.0,4817.0
02090,"Fairbanks North Star Borough, Alaska",679.0,128800.0,16070.0,13707.0,33291.0,"Fairbanks North Star Borough, Alaska",1009.0,206800.0,20696.0,13900.0,94439.0
02100,"Haines Borough, Alaska",588.0,122900.0,691.0,300.0,1419.0,"Haines Borough, Alaska",778.0,205400.0,554.0,190.0,1658.0
02105,,,,,,,"Hoonah-Angoon Census Area, Alaska",683.0,184200.0,643.0,361.0,2029.0
02110,"Juneau City and Borough, Alaska",863.0,179200.0,7363.0,4180.0,12282.0,"Juneau City and Borough, Alaska",1084.0,291600.0,7687.0,4318.0,30975.0
02122,"Kenai Peninsula Borough, Alaska",609.0,115300.0,13581.0,4857.0,24871.0,"Kenai Peninsula Borough, Alaska",788.0,193000.0,16208.0,6095.0,53917.0
02130,"Ketchikan Gateway Borough, Alaska",775.0,160300.0,3278.0,2121.0,6218.0,"Ketchikan Gateway Borough, Alaska",956.0,242500.0,3329.0,2300.0,13396.0
02150,"Kodiak Island Borough, Alaska",791.0,152800.0,2425.0,1999.0,5159.0,"Kodiak Island Borough, Alaska",968.0,182100.0,2608.0,1801.0,13349.0
02164,"Lake and Peninsula Borough, Alaska",591.0,91600.0,397.0,191.0,1557.0,"Lake and Peninsula Borough, Alaska",722.0,156400.0,369.0,123.0,1626.0
02170,"Matanuska-Susitna Borough, Alaska",700.0,122500.0,16206.0,4350.0,27329.0,"Matanuska-Susitna Borough, Alaska",917.0,212000.0,23264.0,6097.0,84147.0
02180,"Nome Census Area, Alaska",755.0,79000.0,1568.0,1125.0,3649.0,"Nome Census Area, Alaska",1025.0,144600.0,1514.0,1179.0,9315.0
02185,"North Slope Borough, Alaska",902.0,113900.0,1029.0,1080.0,2538.0,"North Slope Borough, Alaska",927.0,135800.0,955.0,1021.0,8852.0
02188,"Northwest Arctic Borough, Alaska",842.0,94900.0,1002.0,778.0,2540.0,"Northwest Arctic Borough, Alaska",1020.0,129000.0,967.0,835.0,7477.0
02195,,,,,,,"Petersburg Census Area, Alaska",625.0,195300.0,1196.0,363.0,3841.0
02198,,,,,,,"Prince of Wales-Hyder Census Area, Alaska",673.0,152100.0,1647.0,739.0,5507.0
02201,"Prince of Wales-Outer Ketchikan Census Area, Alaska",580.0,91500.0,1585.0,677.0,3055.0,,,,,,
02220,"Sitka City and Borough, Alaska",768.0,174700.0,1905.0,1373.0,3650.0,"Sitka City and Borough, Alaska",977.0,309800.0,2085.0,1644.0,8894.0
02230,,,,,,,"Skagway Municipality, Alaska",998.0,253700.0,228.0,158.0,1140.0
02232,"Skagway-Hoonah-Angoon Census Area, Alaska",515.0,120000.0,871.0,498.0,2108.0,,,,,,
02240,"Southeast Fairbanks Census Area, Alaska",516.0,90900.0,1450.0,648.0,3225.0,"Southeast Fairbanks Census Area, Alaska",958.0,168700.0,1621.0,864.0,6935.0
02261,"Valdez-Cordova Census Area, Alaska",634.0,117400.0,2635.0,1249.0,5148.0,"Valdez-Cordova Census Area, Alaska",796.0,165800.0,2828.0,1113.0,9606.0
02270,"Wade Hampton Census Area, Alaska",552.0,40000.0,1064.0,538.0,2063.0,"Wade Hampton Census Area, Alaska",579.0,80300.0,1119.0,609.0,7398.0
02275,,,,,,,"Wrangell City and Borough, Alaska",748.0,163700.0,784.0,212.0,2338.0
02280,"Wrangell-Petersburg Census Area, Alaska",648.0,140100.0,1821.0,766.0,3284.0,,,,,,
02282,"Yakutat City and Borough, Alaska",622.0,97600.0,158.0,107.0,499.0,"Yakutat City and Borough, Alaska",986.0,151900.0,157.0,100.0,638.0
02290,"Yukon-Koyukuk Census Area, Alaska",464.0,62000.0,1552.0,757.0,3917.0,"Yukon-Koyukuk Census Area, Alaska",616.0,99500.0,1469.0,658.0,5635.0
04001,"Apache County, Arizona",342.0,39200.0,14844.0,5127.0,31621.0,"Apache County, Arizona",523.0,80900.0,14391.0,4468.0,70312.0
04003,"Cochise County, Arizona",470.0,80200.0,29546.0,14347.0,51126.0,"Cochise County, Arizona",713.0,154900.0,33776.0,15159.0,129268.0
04005,"Coconino County, Arizona",629.0,124700.0,24828.0,15620.0,53443.0,"Coconino County, Arizona",888.0,257700.0,27835.0,17643.0,131824.0
04007,"Gila County, Arizona",501.0,90100.0,15860.0,4280.0,28189.0,"Gila County, Arizona",696.0,156100.0,15433.0,4271.0,53272.0
04009,"Graham County, Arizona",449.0,72800.0,7402.0,2714.0,11430.0,"Graham County, Arizona",604.0,119500.0,7793.0,3029.0,36030.0
04011,"Greenlee County, Arizona",291.0,59800.0,1591.0,1526.0,3744.0,"Greenlee County, Arizona",385.0,65800.0,1560.0,1767.0,8318.0
04012,"La Paz County, Arizona",442.0,54000.0,6528.0,1834.0,15133.0,"La Paz County, Arizona",533.0,100000.0,7656.0,2502.0,20549.0
04013,"Maricopa County, Arizona",666.0,122000.0,764563.0,368323.0,1250231.0,"Maricopa County, Arizona",912.0,238600.0,916515.0,465487.0,3751410.0
04015,"Mohave County, Arizona",559.0,79500.0,46229.0,16580.0,80062.0,"Mohave County, Arizona",801.0,170600.0,57459.0,22902.0,199177.0
04017,"Navajo County, Arizona",396.0,69200.0,22671.0,7372.0,47413.0,"Navajo County, Arizona",619.0,134300.0,25644.0,9722.0,107060.0
04019,"Pima County, Arizona",544.0,102600.0,213620.0,118730.0,366737.0,"Pima County, Arizona",737.0,198300.0,246584.0,135296.0,964462.0
04021,"Pinal County, Arizona",509.0,76300.0,47522.0,13842.0,81154.0,"Pinal County, Arizona",848.0,164000.0,92296.0,26530.0,329297.0
04023,"Santa Cruz County, Arizona",475.0,92800.0,8028.0,3781.0,13036.0,"Santa Cruz County, Arizona",655.0,148200.0,8575.0,3503.0,46051.0
04025,"Yavapai County, Arizona",600.0,114700.0,51519.0,18652.0,81730.0,"Yavapai County, Arizona",834.0,231000.0,64562.0,24547.0,209260.0
04027,"Yuma County, Arizona",508.0,72100.0,38886.0,14962.0,74140.0,"Yuma County, Arizona",730.0,142400.0,48434.0,21129.0,190526.0
05001,"Arkansas County, Arkansas",392.0,52600.0,5733.0,2724.0,9672.0,"Arkansas County, Arkansas",572.0,78900.0,5282.0,2920.0,19321.0
05003,"Ashley County, Arkansas",414.0,49200.0,7150.0,2234.0,10615.0,"Ashley County, Arkansas",470.0,62100.0,6448.0,2453.0,22126.0
05005,"Baxter County, Arkansas",435.0,79900.0,13597.0,3455.0,19891.0,"Baxter County, Arkansas",585.0,118400.0,14367.0,4377.0,41388.0
05007,"Benton County, Arkansas",528.0,92900.0,42028.0,16184.0,64281.0,"Benton County, Arkansas",715.0,155000.0,55347.0,23600.0,209911.0
05009,"Boone County, Arkansas",414.0,73900.0,10158.0,3693.0,15426.0,"Boone County, Arkansas",532.0,105700.0,10414.0,3903.0,36710.0
05011,"Bradley County, Arkansas",326.0,44600.0,3505.0,1329.0,5930.0,"Bradley County, Arkansas",547.0,64800.0,3426.0,1451.0,11638.0
05013,"Calhoun County, Arkansas",368.0,35200.0,1904.0,413.0,3012.0,"Calhoun County, Arkansas",524.0,51700.0,1744.0,379.0,5529.0
05015,"Carroll County, Arkansas",433.0,80200.0,7440.0,2749.0,11828.0,"Carroll County, Arkansas",556.0,119500.0,7951.0,3486.0,26971.0
05017,"Chicot County, Arkansas",336.0,40800.0,3624.0,1581.0,5974.0,"Chicot County, Arkansas",463.0,50700.0,3277.0,1428.0,12102.0
05019,"Clark County, Arkansas",396.0,62000.0,5850.0,3062.0,10166.0,"Clark County, Arkansas",566.0,78900.0,5646.0,2702.0,23083.0
05021,"Clay County, Arkansas",320.0,40100.0,5556.0,1861.0,8498.0,"Clay County, Arkansas",453.0,59800.0,5019.0,1768.0,16297.0
05023,"Cleburne County, Arkansas",419.0,77600.0,8213.0,1977.0,13732.0,"Cleburne County, Arkansas",608.0,110000.0,8383.0,2372.0,25692.0
05025,"Cleveland County, Arkansas",370.0,47800.0,2692.0,581.0,3834.0,"Cleveland County, Arkansas",576.0,66900.0,2582.0,727.0,8769.0
05027,"Columbia County, Arkansas",381.0,49000.0,7114.0,2867.0,11566.0,"Columbia County, Arkansas",517.0,76700.0,6903.0,2992.0,24756.0
05029,"Conway County, Arkansas",414.0,58100.0,6216.0,1751.0,9028.0,"Conway County, Arkansas",498.0,82100.0,6245.0,1990.0,21059.0
05031,"Craighead County, Arkansas",454.0,74800.0,20649.0,11652.0,35133.0,"Craighead County, Arkansas",600.0,107300.0,21964.0,13900.0,93329.0
05033,"Crawford County, Arkansas",405.0,68000.0,14949.0,4753.0,21315.0,"Crawford County, Arkansas",593.0,98800.0,16698.0,6184.0,60778.0
05035,"Crittenden County, Arkansas",486.0,65900.0,11138.0,7333.0,20507.0,"Crittenden County, Arkansas",644.0,101100.0,10892.0,7825.0,50673.0
05037,"Cross County, Arkansas",420.0,52400.0,5224.0,2167.0,8030.0,"Cross County, Arkansas",550.0,75800.0,4690.0,1948.0,18144.0
05039,"Dallas County, Arkansas",380.0,36300.0,2601.0,918.0,4401.0,"Dallas County, Arkansas",428.0,59200.0,2227.0,933.0,8280.0
05041,"Desha County, Arkansas",354.0,42400.0,3760.0,2162.0,6663.0,"Desha County, Arkansas",522.0,55500.0,3131.0,2171.0,13351.0
05043,"Drew County, Arkansas",374.0,52100.0,5054.0,2283.0,8287.0,"Drew County, Arkansas",598.0,73100.0,4987.0,2396.0,18546.0
05045,"Faulkner County, Arkansas",499.0,85000.0,21865.0,10017.0,34546.0,"Faulkner County, Arkansas",662.0,127500.0,27158.0,13770.0,108375.0
05047,"Franklin County, Arkansas",376.0,58300.0,5371.0,1511.0,7673.0,"Franklin County, Arkansas",535.0,81400.0,5311.0,1430.0,18176.0
05049,"Fulton County, Arkansas",337.0,59200.0,3902.0,908.0,5973.0,"Fulton County, Arkansas",458.0,78200.0,3838.0,985.0,12263.0
05051,"Garland County, Arkansas",478.0,77200.0,26908.0,10905.0,44953.0,"Garland County, Arkansas",662.0,126900.0,28157.0,11989.0,95290.0
05053,"Grant County, Arkansas",435.0,60800.0,5005.0,1236.0,6960.0,"Grant County, Arkansas",654.0,96600.0,5426.0,1335.0,17657.0
05055,"Greene County, Arkansas",431.0,63200.0,10517.0,4233.0,16161.0,"Greene County, Arkansas",568.0,88900.0,10616.0,5538.0,41318.0
05057,"Hempstead County, Arkansas",397.0,49100.0,6210.0,2749.0,10166.0,"Hempstead County, Arkansas",546.0,68100.0,5960.0,2755.0,22747.0
05059,"Hot Spring County, Arkansas",409.0,56800.0,9359.0,2645.0,13384.0,"Hot Spring County, Arkansas",539.0,77400.0,9070.0,2872.0,32671.0
05061,"Howard County, Arkansas",369.0,54700.0,3940.0,1531.0,6297.0,"Howard County, Arkansas",519.0,71800.0,3590.0,1568.0,13778.0
05063,"Independence County, Arkansas",423.0,57700.0,10018.0,3449.0,14841.0,"Independence County, Arkansas",558.0,82400.0,10778.0,4021.0,35994.0
05065,"Izard County, Arkansas",336.0,58100.0,4360.0,1080.0,6591.0,"Izard County, Arkansas",472.0,76900.0,4590.0,1172.0,13636.0
05067,"Jackson County, Arkansas",339.0,42100.0,4851.0,2120.0,7956.0,"Jackson County, Arkansas",482.0,60100.0,4458.0,1933.0,18015.0
05069,"Jefferson County, Arkansas",463.0,53800.0,20209.0,10346.0,34350.0,"Jefferson County, Arkansas",622.0,76200.0,18065.0,9983.0,78447.0
05071,"Johnson County, Arkansas",411.0,56500.0,6378.0,2360.0,9926.0,"Johnson County, Arkansas",538.0,83400.0,6435.0,2915.0,25180.0
05073,"Lafayette County, Arkansas",319.0,33900.0,2693.0,741.0,4560.0,"Lafayette County, Arkansas",455.0,49600.0,2199.0,576.0,7764.0
05075,"Lawrence County, Arkansas",367.0,45100.0,5059.0,2049.0,8085.0,"Lawrence County, Arkansas",460.0,57600.0,4550.0,2218.0,17340.0
05077,"Lee County, Arkansas",314.0,38900.0,2661.0,1521.0,4768.0,"Lee County, Arkansas",510.0,54200.0,2330.0,1186.0,10709.0
05079,"Lincoln County, Arkansas",385.0,45000.0,3248.0,1017.0,4955.0,"Lincoln County, Arkansas",475.0,71900.0,2813.0,1244.0,14203.0
05081,"Little River County, Arkansas",372.0,50400.0,4181.0,1284.0,6435.0,"Little River County, Arkansas",475.0,73100.0,3850.0,1555.0,13145.0
05083,"Logan County, Arkansas",380.0,54000.0,6711.0,1982.0,9942.0,"Logan County, Arkansas",509.0,78200.0,6585.0,1738.0,22580.0
05085,"Lonoke County, Arkansas",490.0,76900.0,14625.0,4637.0,20749.0,"Lonoke County, Arkansas",666.0,117900.0,17960.0,6176.0,65846.0
05087,"Madison County, Arkansas",358.0,71500.0,4314.0,1149.0,6537.0,"Madison County, Arkansas",500.0,97700.0,4341.0,1421.0,15507.0
05089,"Marion County, Arkansas",388.0,69600.0,5423.0,1353.0,8235.0,"Marion County, Arkansas",525.0,91600.0,5905.0,1334.0,16779.0
05091,"Miller County, Arkansas",439.0,60200.0,10624.0,5013.0,17727.0,"Miller County, Arkansas",621.0,86400.0,10996.0,5581.0,43048.0
05093,"Mississippi County, Arkansas",422.0,51900.0,11389.0,7960.0,22310.0,"Mississippi County, Arkansas",554.0,68700.0,10310.0,6892.0,46815.0
05095,"Monroe County, Arkansas",280.0,39100.0,2665.0,1440.0,5067.0,"Monroe County, Arkansas",478.0,55600.0,2120.0,1333.0,8492.0
05097,"Montgomery County, Arkansas",321.0,53700.0,3134.0,651.0,5048.0,"Montgomery County, Arkansas",525.0,75300.0,3107.0,646.0,9490.0
05099,"Nevada County, Arkansas",339.0,39100.0,2912.0,981.0,4751.0,"Nevada County, Arkansas",561.0,62300.0,2696.0,1086.0,9149.0
05101,"Newton County, Arkansas",335.0,56500.0,2852.0,648.0,4316.0,"Newton County, Arkansas",380.0,77700.0,2833.0,722.0,8394.0
05103,"Ouachita County, Arkansas",355.0,47200.0,8291.0,3322.0,13450.0,"Ouachita County, Arkansas",468.0,61900.0,7475.0,3239.0,26293.0
05105,"Perry County, Arkansas",408.0,55700.0,3276.0,713.0,4702.0,"Perry County, Arkansas",664.0,80200.0,3229.0,723.0,10435.0
05107,"Phillips County, Arkansas",357.0,43600.0,5465.0,4246.0,10859.0,"Phillips County, Arkansas",537.0,60200.0,4551.0,3774.0,22412.0
05109,"Pike County, Arkansas",366.0,48000.0,3542.0,962.0,5536.0,"Pike County, Arkansas",507.0,79400.0,3094.0,1043.0,11286.0
05111,"Poinsett County, Arkansas",346.0,46800.0,6702.0,3324.0,11051.0,"Poinsett County, Arkansas",466.0,64900.0,6340.0,3205.0,24703.0
05113,"Polk County, Arkansas",361.0,57500.0,6308.0,1739.0,9236.0,"Polk County, Arkansas",512.0,79300.0,6315.0,1841.0,20490.0
05115,"Pope County, Arkansas",427.0,66600.0,14739.0,5962.0,22851.0,"Pope County, Arkansas",590.0,99500.0,15717.0,6818.0,60460.0
05117,"Prairie County, Arkansas",336.0,50300.0,2833.0,1061.0,4790.0,"Prairie County, Arkansas",456.0,74200.0,2585.0,978.0,8839.0
05119,"Pulaski County, Arkansas",539.0,82200.0,90068.0,57874.0,161135.0,"Pulaski County, Arkansas",729.0,134300.0,93672.0,61488.0,377060.0
05121,"Randolph County, Arkansas",362.0,51600.0,5415.0,1850.0,8268.0,"Randolph County, Arkansas",487.0,68500.0,5559.0,1696.0,18049.0
05123,"St. Francis County, Arkansas",403.0,50700.0,6349.0,3694.0,11242.0,"St. Francis County, Arkansas",544.0,66100.0,5337.0,3749.0,28302.0
05125,"Saline County, Arkansas",525.0,82300.0,25645.0,6133.0,33825.0,"Saline County, Arkansas",715.0,130100.0,30367.0,8736.0,102439.0
05127,"Scott County, Arkansas",343.0,46400.0,3208.0,1115.0,4924.0,"Scott County, Arkansas",517.0,69500.0,3262.0,1079.0,11226.0
05129,"Searcy County, Arkansas",293.0,47300.0,2737.0,786.0,4292.0,"Searcy County, Arkansas",460.0,69500.0,2593.0,864.0,8227.0
05131,"Sebastian County, Arkansas",428.0,71300.0,28788.0,16512.0,49311.0,"Sebastian County, Arkansas",577.0,108000.0,30817.0,17755.0,123847.0
05133,"Sevier County, Arkansas",398.0,50400.0,4234.0,1474.0,6434.0,"Sevier County, Arkansas",503.0,73100.0,4338.0,1511.0,16636.0
05135,"Sharp County, Arkansas",379.0,52100.0,5777.0,1434.0,9342.0,"Sharp County, Arkansas",546.0,78000.0,5807.0,1382.0,17432.0
