geo,group,employment,employment_se,share_of_total_employment,mexborn,mexborn_share,mexborn_dropout,mexborn_dropout_share,mexborn_nocollege,mexborn_nocollege_share,fb_dropout,fb_dropout_share,fb_nocollege,fb_nocollege_share
CA,t1_drycleaning_laundry,24580.0,2282.1668212468608,0.0012767204925377817,8526.0,0.3468673718470301,4992.0,0.2030919446704638,8136.0,0.3310008136696501,6788.0,0.2761594792514239,12535.0,0.5099674532139952
CA,t1_child_care,170214.0,5822.858709431305,0.00884115955723458,27906.0,0.16394656138742994,9092.0,0.05341511274043263,20757.0,0.12194649088794106,14751.0,0.0866614967041489,37914.0,0.22274313511227042
CA,t1_barber_beauty_nail_other,207610.0,5366.920574221311,0.010783561491284331,16694.0,0.0804103848562208,4574.0,0.02203169404171283,14093.0,0.06788208660469149,24282.0,0.1169596840229276,74198.0,0.35739126246327246
CA,t2_household_goods_repair,19367.0,1855.1558964140993,0.0010059497875906924,4809.0,0.24830897919140807,2894.0,0.1494294418340476,4809.0,0.24830897919140807,4554.0,0.23514225228481436,8529.0,0.4403882893581866
CA,t2_auto_repair_carwash,190949.0,6127.984615679123,0.009918165229031606,52294.0,0.27386370182614206,25009.0,0.13097214439457655,48758.0,0.25534566821507315,35249.0,0.18459902906011552,75639.0,0.39612147746256854
CA,t3_food_services,1172587.0,13782.813158060295,0.06090585240778681,210112.0,0.17918670427013092,100995.0,0.0861300696664725,193192.0,0.16475707133031495,163346.0,0.13930394930184284,357329.0,0.30473559744394235
CA,t3_construction,1241731.0,14895.601770321333,0.06449729104635607,334646.0,0.2694995937123258,177286.0,0.142773273760581,314595.0,0.253351973978261,242968.0,0.19566878816748556,455275.0,0.3666454328675051
CA,occ_maids_housekeeping,187823.0,6645.74228735963,0.009755796300647834,85063.0,0.4528891562801148,55842.0,0.29731183081944174,81819.0,0.43561757612220015,83401.0,0.44404039973805126,132285.0,0.7043067143001656
CA,occ_bldg_cleaning_other,465226.0,10167.251019818485,0.024164506422350775,193056.0,0.4149725079853663,121893.0,0.26200814227923636,184441.0,0.3964546263536432,152796.0,0.3284339224376969,246030.0,0.5288397467037526
CA,occ_grounds_maintenance,162085.0,5841.408695682918,0.008418927625426622,86656.0,0.5346330628990962,59477.0,0.366949440108585,83249.0,0.5136132276274794,72202.0,0.44545763025573004,100476.0,0.6198969676404356
CA,occ_childcare_workers,144564.0,4808.031821858088,0.00750886172836582,25143.0,0.173922968373869,11359.0,0.07857419551202235,22694.0,0.1569823745884176,19107.0,0.13216983481364655,40826.0,0.2824077917047121
CA,occ_cooks_food_prep,382234.0,7110.924507404083,0.019853782780499856,122837.0,0.3213659695369852,69610.0,0.18211357440730025,116263.0,0.3041670808980886,103600.0,0.27103815987065516,187474.0,0.4904691890308031
CA,t1_all,927200.0,11910.478827486324,0.04816009929540403,270800.0,0.29206212251941327,158463.0,0.1709048748921484,251811.0,0.27158218291630715,236098.0,0.25463546160483175,423921.0,0.4572055651423641
CA,t12_all,1137516.0,14236.822456222457,0.05908421431202633,327903.0,0.2882623189476016,186366.0,0.16383593725275072,305378.0,0.26846039967789465,275901.0,0.24254691802137288,508089.0,0.44666536558606645
CA,t123_all,3551834.0,23154.834842857334,0.1844873577661692,872661.0,0.24569307011532635,464647.0,0.13081889525242452,813165.0,0.2289422872803177,682215.0,0.1920740102155675,1320693.0,0.3718341003549152
TX,t1_private_households,57015.0,3685.5673918679063,0.003735987834106021,15315.0,0.26861352275716915,9825.0,0.17232307287555906,14694.0,0.25772165219679033,12927.0,0.22672980794527756,22534.0,0.39522932561606594
TX,t1_bldg_dwelling_services,175518.0,6639.134857042746,0.011501063100352898,55504.0,0.31622967444934424,33045.0,0.18827128841486343,51802.0,0.2951378206223863,50211.0,0.2860732232591529,85047.0,0.4845485933066694
TX,t1_landscaping,124863.0,5519.421708838708,0.008181823185652548,46404.0,0.37163931669109346,30762.0,0.24636601715480166,44627.0,0.35740771885987044,40064.0,0.32086366657857013,61732.0,0.4943978600546199
TX,t1_drycleaning_laundry,20252.0,2310.9556897526186,0.0013270407018559174,5578.0,0.2754295872012641,3172.0,0.1566265060240964,5272.0,0.2603199683981829,3622.0,0.17884653367568634,7123.0,0.3517183488050563
TX,t1_child_care,128227.0,5397.513770246446,0.008402254003401083,9526.0,0.07429012610448657,3169.0,0.02471398379436468,7089.0,0.0552847684185078,4713.0,0.036755129574894525,15772.0,0.12300061609489421
TX,t1_barber_beauty_nail_other,179797.0,6312.332702733594,0.011781450576317815,14399.0,0.0800847622596595,2777.0,0.015445196527194558,12769.0,0.0710189825191744,15842.0,0.08811048015261656,52255.0,0.29063332536137976
TX,t2_household_goods_repair,13074.0,1329.0169675365323,0.000856692185268826,2169.0,0.16590178981184028,950.0,0.07266330120850543,1791.0,0.13698944469940338,1128.0,0.08627810922441487,3457.0,0.26441792871347714
TX,t2_auto_repair_carwash,173420.0,7083.200081883894,0.011363588708070966,28296.0,0.16316457156037367,13177.0,0.07598316226502133,25707.0,0.1482354976357975,23633.0,0.13627609272286934,48098.0,0.277349786645139
TX,t3_food_services,939708.0,12723.063923442342,0.061575684567431385,117347.0,0.1248760253185032,52410.0,0.05577264426821949,108163.0,0.11510277660720139,90610.0,0.09642356987489731,200752.0,0.2136323198270101
TX,t3_construction,1274416.0,15808.584163358842,0.08350789566938628,331891.0,0.26042595196544926,185914.0,0.14588172151008777,309810.0,0.24309958443710689,256897.0,0.20158017476240098,438114.0,0.3437762865500747
TX,occ_maids_housekeeping,149195.0,6334.965615534153,0.009776211609391348,57343.0,0.3843493414658668,37371.0,0.2504842655584973,54992.0,0.368591440731928,53873.0,0.3610911893830222,88013.0,0.5899192332182714
TX,occ_bldg_cleaning_other,345549.0,8796.888651676796,0.022642582830614773,98520.0,0.28511151819278885,62845.0,0.1818700097525966,94827.0,0.274424177178924,91935.0,0.26605488657180315,142699.0,0.4129631398151926
TX,occ_grounds_maintenance,107209.0,4917.569221678532,0.007025020077289702,40002.0,0.37312165956216364,28143.0,0.2625059463291328,38849.0,0.36236696545998937,36047.0,0.33623110000093276,53616.0,0.5001072671137684
TX,occ_childcare_workers,79718.0,4227.94151449615,0.005223633748298934,8624.0,0.10818133922075315,3940.0,0.049424220376828316,6960.0,0.08730775985348353,5581.0,0.07000928272159362,13360.0,0.16759075741990517
TX,occ_cooks_food_prep,309067.0,9492.800263884204,0.02025204861744533,69116.0,0.22362788651004475,38748.0,0.12537087427645138,66365.0,0.2147269038752115,56850.0,0.18394069894230053,105925.0,0.34272504020163913
TX,t1_all,685672.0,11719.85986264341,0.044929619401686285,146726.0,0.21398861263111224,82750.0,0.120684525545742,136253.0,0.19871454573032005,127379.0,0.18577249763735432,244463.0,0.3565305277158758
TX,t12_all,872166.0,13488.930105831227,0.057149900295026076,177191.0,0.20316201273610757,96877.0,0.1110763317992217,163751.0,0.18775210223741812,152140.0,0.1744392695885875,296018.0,0.3394055718750788
TX,t123_all,3086290.0,24231.33519742567,0.20223348053184373,626429.0,0.20297152892307593,335201.0,0.10860968995136555,581724.0,0.18848649997245884,499647.0,0.1618924339579236,934884.0,0.3029151505529292
