approach,f_beta,f_vot,f_tau,f_nhts,f_pi_source,f_fill_in,note,is_central,umr_eq_a4_hours_per_other_car_commuter,others_passenger_hours_m,others_truck_person_hours_m,time_bn,fuel_bn,total_bn,usd_per_other_commuter,hours_per_other_commuter,usd_per_other_car_commuter,usd_per_other_resident,f_variant,f_theta,f_sigma,f_hours,areas_at_free_flow_cap,uncapped_others_passenger_hours_m,f_elasticity,f_share,f_residual,f_elasticity_value
"B3 proportional capacity, residual",,central,low,2022 national,,,,False,,96.74125873433655,7.827292125125341,2.290315412703881,0.14371505994872177,2.434030472652603,27.617233143061572,1.0976550733597723,31.33947328421411,11.71320982706113,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,low,2022 national,,,,False,,119.33976229172406,9.505549603827177,2.8197347447284495,0.1769897470699594,2.9967244917984086,34.0017267184524,1.3540644110573914,38.58446646664906,14.421044913244073,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,low,2017 national,,,,False,,96.74125147766003,7.879583305073824,2.2922624882120144,0.13799151262820675,2.4302540008402214,27.574384171500796,1.0976549910233637,31.290849144622406,11.695036428148748,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,low,2017 national,,,,False,,119.33975503504752,9.568371781208239,2.822073974824941,0.16993706736626885,2.9920110421912094,33.94824651835933,1.3540643287209826,38.52377822560156,14.398362524967217,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,central,2017 southwest,,,,False,,96.7412377196171,7.7785393423208165,2.2884995163314534,0.14097447633242818,2.429473992663882,27.565533966911538,1.0976548349205197,31.28080611283685,11.691282818841493,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,central,2017 southwest,,,,False,,119.33974127700458,9.44441856031137,2.81745790514861,0.1736116016944592,2.9910695068430697,33.93756357847253,1.3540641726181386,38.51165544315463,14.393831603429355,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,central,2022 national,,,,False,,96.74125873433655,7.630674660199403,2.2829937471621675,0.14270303040249419,2.425696777564662,27.522676561797393,1.0976550733597723,31.232172403020666,11.673105843032769,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,central,2022 national,,,,False,,119.33976229172406,9.266775192963813,2.810843233605978,0.17575735297998568,2.986600586585964,33.886857881060386,1.3540644110573914,38.45411565120033,14.372325956207593,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,central,2017 national,,,,False,,96.74125147766003,7.681652313186698,2.284891909390428,0.13697288427146434,2.4218647936618924,27.47919773356074,1.0976549910233637,31.18283351491073,11.654665304998689,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,central,2017 national,,,,False,,119.33975503504752,9.328019310262237,2.813123699705414,0.16869672594788013,2.981820425653295,33.832620754441756,1.3540643287209826,38.39256846535908,14.349322535075215,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,high,2017 southwest,,,,False,,96.7412377196171,7.578111889386552,2.281035973983805,0.1399433064185694,2.420979280402374,27.469150436941344,1.0976548349205197,31.17143204748816,11.650403976831306,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,high,2017 southwest,,,,False,,119.33974127700458,9.201066862366044,2.808395944442145,0.17235615575488203,2.9807521001970274,33.82049921630577,1.3540641726181386,38.37881319094008,14.344181465407662,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,high,2022 national,,,,False,,96.74125873433655,7.434057195273464,2.275672081620455,0.14169100085626657,2.4173630824767214,27.42811998053322,1.0976550733597723,31.12487152182723,11.63300185900441,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,high,2022 national,,,,False,,119.33976229172406,9.028000782100449,2.801951722483506,0.1745249588900119,2.976476681373518,33.77198904366836,1.3540644110573914,38.32376483575158,14.323606999171108,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,high,2017 national,,,,False,,96.74125147766003,7.483721321299568,2.277521330568842,0.1359542559147219,2.413475586483564,27.384011295620688,1.0976549910233637,31.07481788519906,11.614294181848631,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,central,high,2017 national,,,,False,,119.33975503504752,9.087666839316237,2.8041734245858883,0.16745638452949135,2.971629809115379,33.716994990524164,1.3540643287209826,38.261358705116585,14.300282545183206,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,low,2017 southwest,,,,False,,96.7412377196171,7.978966795255081,2.755155670414923,0.14200564624628698,2.8971613166612107,32.872053342904685,1.0976548349205197,37.302536144756544,13.941920114054723,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,low,2017 southwest,,,,False,,119.33974127700458,9.687770258256696,3.3918238390260904,0.17486704763403643,3.566690886660128,40.46873483008545,1.3540641726181386,45.92309546302404,17.163876628951087,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,low,2022 national,,,,False,,96.74125873433655,7.827292125125341,2.7483784952446575,0.14371505994872177,2.892093555193379,32.81455301513845,1.0976550733597723,37.237285944762625,13.91753268173079,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,low,2022 national,,,,False,,119.33976229172406,9.505549603827177,3.3836816936741405,0.1769897470699594,3.5606714407440996,40.400436407726815,1.3540644110573914,45.84559180537034,17.13490943488788,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,low,2017 national,,,,False,,96.74125147766003,7.879583305073824,2.750714985854418,0.13799151262820675,2.8887064984826245,32.77612246305595,1.0976549910233637,37.1936757375399,13.901233253110249,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,low,2017 national,,,,False,,119.33975503504752,9.568371781208239,3.38648876978993,0.16993706736626885,3.556425837156198,40.352264527613784,1.3540643287209826,45.790927337643524,17.11447844759074,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,central,2017 southwest,,,,False,,96.7412377196171,7.7785393423208165,2.7461994195977444,0.14097447633242818,2.8871738959301734,32.75873309900228,1.0976548349205197,37.17394264163683,13.89385795708169,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,central,2017 southwest,,,,False,,119.33974127700458,9.44441856031137,3.380949486178333,0.1736116016944592,3.5545610878727922,40.331106528035804,1.3540641726181386,45.76691767095872,17.105504772085524,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,central,2022 national,,,,False,,96.74125873433655,7.630674660199403,2.739592496594602,0.14270303040249419,2.8822955269970962,32.703381675223326,1.0976550733597723,37.111130974089335,13.870381932615702,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,central,2022 national,,,,False,,119.33976229172406,9.266775192963813,3.3730118803271743,0.17575735297998568,3.54876923330716,40.26539042477952,1.3540644110573914,45.692344376390274,17.077632808863495,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,central,2017 national,,,,False,,96.74125147766003,7.681652313186698,2.7418702912685142,0.13697288427146434,2.878843175539979,32.66421026954282,1.0976549910233637,37.066680061303465,13.853768288099614,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,central,2017 national,,,,False,,119.33975503504752,9.328019310262237,3.375748439646497,0.16869672594788013,3.544445165594378,40.21632826738585,1.3540643287209826,45.636669640150764,17.056824231076448,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,high,2017 southwest,,,,False,,96.7412377196171,7.578111889386552,2.7372431687805663,0.1399433064185694,2.8771864751991356,32.645412855099856,1.0976548349205197,37.0453491385171,13.845795800108652,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,high,2017 southwest,,,,False,,119.33974127700458,9.201066862366044,3.370075133330574,0.17235615575488203,3.5424312890854566,40.193478225986155,1.3540641726181386,45.61073987889339,17.04713291521996,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,high,2022 national,,,,False,,96.74125873433655,7.434057195273464,2.7308064979445468,0.14169100085626657,2.8724974988008123,32.592210335308195,1.0976550733597723,36.98497600341603,13.823231183500608,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,high,2022 national,,,,False,,119.33976229172406,9.028000782100449,3.3623420669802084,0.1745249588900119,3.53686702587022,40.13034444183222,1.3540644110573914,45.53909694741021,17.02035618283911,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,high,2017 national,,,,False,,96.74125147766003,7.483721321299568,2.733025596682611,0.1359542559147219,2.868979852597333,32.552298076029686,1.0976549910233637,36.93968438506702,13.806303323088978,,,,2022,1.0,96.74899524083251,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,high,high,2017 national,,,,False,,119.33975503504752,9.087666839316237,3.365008109503067,0.16745638452949135,3.5324644940325585,40.08039200715791,1.3540643287209826,45.48241194265801,16.999170014562157,,,,2017,1.0,119.34963543979464,,,"T5 col 8 IV4, sigma 16",0.01419
"B3 proportional capacity, residual",,low,low,2017 southwest,,,,False,,416.8785019051104,32.48388688126486,7.063434166738935,0.6033226826037533,7.666756849342686,86.98930179321587,4.730027380017468,98.71368668391914,36.894497697698306,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,low,2017 southwest,,,,False,,512.8657082635384,38.70195996865911,8.652227497411399,0.7386486738847188,9.390876171296117,106.55167203295815,5.819126751013805,120.91266571735409,45.19142397361401,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,low,2022 national,,,,False,,417.2747326089967,32.09926790066451,7.057769979942992,0.6119486664845041,7.669718646427496,87.0229072231941,4.7345231313445835,98.7518214409222,36.90875066252735,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,low,2022 national,,,,False,,513.2627346209593,38.2345474578643,8.644108484305209,0.749086666215349,9.393195150520558,106.57798386044546,5.8236315300623955,120.94252384290655,45.20258352586516,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,low,2017 national,,,,False,,417.1346753293761,32.23186868568004,7.0596722638158695,0.5874293206816222,7.6471015844974914,86.76628731668518,4.732933999824611,98.46061440136927,36.799911272456335,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,low,2017 national,,,,False,,513.1226773413389,38.39572695909194,8.646862142400797,0.7191629289968582,9.366025071397656,106.26970406769706,5.822042398542425,120.59269421736607,45.071833791480124,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,central,2017 southwest,,,,False,,416.8785019051104,31.667908713153118,7.039125769767161,0.5990839982395051,7.638209768006666,86.6653981241087,4.730027380017468,98.3461274019281,36.7571214580021,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,central,2017 southwest,,,,False,,512.8657082635384,37.7297870722015,8.623265981508375,0.7335654991953655,9.35683148070374,106.16539085532423,5.819126751013805,120.47432171004738,45.027591758328995,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,central,2022 national,,,,False,,417.2747326089967,31.292951159227428,7.033749401694931,0.6077632524404079,7.641512654135338,86.70287365175119,4.7345231313445835,98.38865386688133,36.77301583512462,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,central,2022 national,,,,False,,513.2627346209593,37.27411571805168,8.61549674331993,0.7440684038611205,9.359565147181051,106.19640784762878,5.8236315300623955,120.50951916073514,45.04074689726654,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,central,2017 national,,,,False,,417.1346753293761,31.42222108220534,7.0355524575249095,0.583225541224932,7.618777998749842,86.44491949494714,4.732933999824611,98.0959327472878,36.663610553691946,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,central,2017 national,,,,False,,513.1226773413389,37.43124647490862,8.618129787299546,0.7141222817505831,9.33225206905013,105.8865055456357,5.822042398542425,120.1578483447733,44.90930901316242,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,high,2017 southwest,,,,False,,416.8785019051104,30.851930545041373,7.014817372795391,0.5948453138752567,7.609662686670647,86.34149445500155,4.730027380017468,97.97856811993708,36.6197452183059,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,high,2017 southwest,,,,False,,512.8657082635384,36.7576141757439,8.59430446560535,0.7284823245060122,9.322786790111362,105.77910967769031,5.819126751013805,120.0359777027407,44.86375954304399,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,high,2022 national,,,,False,,417.2747326089967,30.486634417790345,7.009728823446869,0.6035778383963116,7.613306661843181,86.38284008030826,4.7345231313445835,98.02548629284044,36.637281007721874,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,high,2022 national,,,,False,,513.2627346209593,36.31368397823906,8.586885002334652,0.739050141506892,9.325935143841544,105.8148318348121,5.8236315300623955,120.07651447856371,44.878910268667916,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,high,2017 national,,,,False,,417.1346753293761,30.61257347873063,7.01143265123395,0.579021761768242,7.590454413002194,86.12355167320914,4.732933999824611,97.73125109320637,36.527309834927564,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,high,2017 national,,,,False,,513.1226773413389,36.46676599072529,8.589397432198295,0.7090816345043081,9.298479066702605,105.50330702357435,5.822042398542425,119.72300247218057,44.74678423484472,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,low,2017 southwest,,,,False,,416.8785019051104,32.48388688126486,9.82306992814666,0.6033226826037533,10.426392610750415,118.30094931325291,4.730027380017468,134.24550610462984,50.17460782072543,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,low,2017 southwest,,,,False,,512.8657082635384,38.70195996865911,12.037881016398646,0.7386486738847188,12.776529690283365,144.9663030846388,5.819126751013805,164.504806078799,61.48410005765971,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,low,2022 national,,,,False,,417.2747326089967,32.09926790066451,9.816934250548663,0.6119486664845041,10.42888291703317,118.3292050684627,4.7345231313445835,134.27757015974117,50.18659184489903,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,low,2022 national,,,,False,,513.2627346209593,38.2345474578643,12.028678702634194,0.749086666215349,12.77776536884954,144.9803234608976,5.8236315300623955,164.52071611601818,61.49004647554027,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,low,2017 national,,,,False,,417.1346753293761,32.23186868568004,9.818978229372387,0.5874293206816222,10.40640755005401,118.07419287497817,4.732933999824611,133.98818752016038,50.078434329072934,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,low,2017 national,,,,False,,513.1226773413389,38.39572695909194,12.031786899236309,0.7191629289968582,12.750949828233168,144.67606636741408,5.822042398542425,164.17545136761396,61.36100287588338,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,central,2017 southwest,,,,False,,416.8785019051104,31.667908713153118,9.792684431931947,0.5990839982395051,10.39176843017145,117.9080930700052,4.730027380017468,133.7997008468757,50.00798694363776,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,central,2017 southwest,,,,False,,512.8657082635384,37.7297870722015,12.001679121519865,0.7335654991953655,12.735244620715234,144.49787041528606,5.819126751013805,163.9732382330779,61.28542518977716,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,central,2022 national,,,,False,,417.2747326089967,31.292951159227428,9.786908527738584,0.6077632524404079,10.394671780178994,117.94103534207414,4.7345231313445835,133.8370830657996,50.021958645398215,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,central,2022 national,,,,False,,513.2627346209593,37.27411571805168,11.992914026402598,0.7440684038611205,12.736982430263717,144.5175881189048,5.8236315300623955,163.99561348126386,61.29378799710828,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,central,2017 national,,,,False,,417.1346753293761,31.42222108220534,9.788828471508689,0.583225541224932,10.372054012733619,117.68440743057816,4.732933999824611,133.5458669423505,49.91311586019733,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,central,2017 national,,,,False,,513.1226773413389,37.43124647490862,11.995871455359746,0.7141222817505831,12.70999373711033,144.2113663852749,5.822042398542425,163.6481192992643,61.16391114083405,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,high,2017 southwest,,,,False,,416.8785019051104,30.851930545041373,9.762298935717231,0.5948453138752567,10.357144249592485,117.5152368267575,4.730027380017468,133.35389558912158,49.84136606655011,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,high,2017 southwest,,,,False,,512.8657082635384,36.7576141757439,11.965477226641086,0.7284823245060122,12.693959551147099,144.02943774593328,5.819126751013805,163.4416703873568,61.086750321894606,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,high,2022 national,,,,False,,417.2747326089967,30.486634417790345,9.756882804928509,0.6035778383963116,10.360460643324819,117.55286561568562,4.7345231313445835,133.39659597185803,49.857325445897416,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,high,2022 national,,,,False,,513.2627346209593,36.31368397823906,11.957149350170997,0.739050141506892,12.696199491677893,144.05485277691196,5.8236315300623955,163.47051084650954,61.09752951867628,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,high,2017 national,,,,False,,417.1346753293761,30.61257347873063,9.758678713644988,0.579021761768242,10.33770047541323,117.29462198617816,4.732933999824611,133.10354636454062,49.74779739132173,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,central,high,2017 national,,,,False,,513.1226773413389,36.46676599072529,11.959956011483182,0.7090816345043081,12.669037645987487,143.74666640313566,5.822042398542425,163.12078723091457,60.966819405784705,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,low,2017 southwest,,,,False,,416.8785019051104,32.48388688126486,11.787683913775993,0.6033226826037533,12.391006596379748,140.59204348271712,4.730027380017468,159.54098543744402,59.62885915463615,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,low,2017 southwest,,,,False,,512.8657082635384,38.70195996865911,14.445457219678378,0.7386486738847188,15.184105893563094,172.2833782251164,5.819126751013805,195.50366617941518,73.07000481953472,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,low,2022 national,,,,False,,417.2747326089967,32.09926790066451,11.780321100658396,0.6119486664845041,12.392269767142903,140.6063757936136,4.7345231313445835,159.55724945173228,59.63493787236894,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,low,2022 national,,,,False,,513.2627346209593,38.2345474578643,14.434414443161035,0.749086666215349,15.183501109376381,172.27651616399046,5.8236315300623955,195.49587925231003,73.06709443523235,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,low,2017 national,,,,False,,417.1346753293761,32.23186868568004,11.782773875246866,0.5874293206816222,12.37020319592849,140.35600191837108,4.732933999824611,159.27313028115566,59.528747591802514,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,low,2017 national,,,,False,,513.1226773413389,38.39572695909194,14.438144279083573,0.7191629289968582,15.157307208080434,171.97931237498935,5.822042398542425,195.15861845007404,72.94104233131831,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,central,2017 southwest,,,,False,,416.8785019051104,31.667908713153118,11.751221318318338,0.5990839982395051,12.350305316557842,140.13023466532894,4.730027380017468,159.01693420392687,59.43299364015706,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,central,2017 southwest,,,,False,,512.8657082635384,37.7297870722015,14.402014945823844,0.7335654991953655,15.135580445019208,171.73279406404478,5.819126751013805,194.87887449527972,72.83648729905462,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,central,2022 national,,,,False,,417.2747326089967,31.292951159227428,11.744290233286302,0.6077632524404079,12.352053485726712,140.15006991227946,4.7345231313445835,159.03944283789,59.44140630077007,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,central,2022 national,,,,False,,513.2627346209593,37.27411571805168,14.391496831683117,0.7440684038611205,15.13556523554424,171.7326214928215,5.8236315300623955,194.87867866497282,72.83641410696698,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,central,2017 national,,,,False,,417.1346753293761,31.42222108220534,11.746594165810427,0.583225541224932,12.329819707035359,139.89779885130906,4.732933999824611,158.75317077961728,59.33441137281568,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,central,2017 national,,,,False,,513.1226773413389,37.43124647490862,14.395045746431698,0.7141222817505831,15.109168028182282,171.4331109327723,5.822042398542425,194.53880018596743,72.70938363953735,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,high,2017 southwest,,,,False,,416.8785019051104,30.851930545041373,11.714758722860676,0.5948453138752567,12.309604036735935,139.6684258479407,4.730027380017468,158.49288297040968,59.23712812567795,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,high,2017 southwest,,,,False,,512.8657082635384,36.7576141757439,14.358572671969306,0.7284823245060122,15.087054996475318,171.18220990297314,5.819126751013805,194.25408281114423,72.60296977857453,,,,2017,17.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,high,2022 national,,,,False,,417.2747326089967,30.486634417790345,11.708259365914207,0.6035778383963116,12.31183720431052,139.69376403094532,4.7345231313445835,158.5216362240477,59.2478747291712,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,high,2022 national,,,,False,,513.2627346209593,36.31368397823906,14.3485792202052,0.739050141506892,15.087629361712093,171.18872682165247,5.8236315300623955,194.26147807763556,72.6057337787016,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,high,2017 national,,,,False,,417.1346753293761,30.61257347873063,11.71041445637399,0.579021761768242,12.289436218142233,139.4395957842471,4.732933999824611,158.23321127807898,59.140075153828874,,,,2022,16.0,422.3149203203352,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,high,high,2017 national,,,,False,,513.1226773413389,36.46676599072529,14.351947213779823,0.7090816345043081,15.06102884828413,170.8869094905553,5.822042398542425,193.91898192186082,72.47772494775639,,,,2017,16.0,521.0093221233117,,,"PMSA text, sigma 0",0.0625
"B3 proportional capacity, residual",,low,low,2017 southwest,,,,False,,85.22559310453498,7.031201335794722,1.4556572782237278,0.12511263248681934,1.580769910710547,17.935885215953363,0.9669949086375198,20.35327697899096,7.6070903222007455,,,,2022,1.0,85.23140624005438,,,"PMSA text, sigma 16",0.0125
"B3 proportional capacity, residual",,low,low,2017 southwest,,,,False,,105.13353460359471,8.53690766358359,1.7916129354747785,0.1540634962146268,1.945676431689405,22.076223054170292,1.1928763295791358,25.051647970620134,9.363118726738426,,,,2017,1.0,105.14122952575103,,,"PMSA text, sigma 16",0.0125
"B3 proportional capacity, residual",,low,low,2022 national,,,,False,,85.22561411925446,6.897496069760531,1.4516744388852392,0.12661863777026788,1.578293076655507,17.907782320643197,0.9669951470767726,20.32138638617814,7.595171130013362,,,,2022,1.0,85.23140624005438,,,"PMSA text, sigma 16",0.0125
"B3 proportional capacity, residual",,low,low,2022 national,,,,False,,105.13355561831418,8.376276873766626,1.7868279713413344,0.15593360229362377,1.9427615736349577,22.04315020838095,1.1928765680183886,25.014117579299654,9.349091645158534,,,,2017,1.0,105.14122952575103,,,"PMSA text, sigma 16",0.0125
"B3 proportional capacity, residual",,low,low,2017 national,,,,False,,85.22560686257792,6.943592139198316,1.4530475576960586,0.12157551014799169,1.5746230678440505,17.866141309932004,0.9669950647403639,20.274133015938233,7.577510059719157,,,,2022,1.0,85.23140624005438,,,"PMSA text, sigma 16",0.0125
"B3 proportional capacity, residual",,low,low,2017 national,,,,False,,105.13354836163764,8.431655754949626,1.788477629748108,0.14971940083736315,1.9381970305854712,21.991359546347113,1.1928764856819798,24.955346591606087,9.32712583532008,,,,2017,1.0,105.14122952575103,,,"PMSA text, sigma 16",0.0125
"B3 proportional capacity, residual",,low,central,2017 southwest,,,,False,,85.22559310453498,6.8545812531495125,1.4503956777913753,0.12420398307506078,1.5745996608664363,17.865875727407378,0.9669949086375198,20.273831638302312,7.5773974190421844,,,,2022,1.0,85.23140624005438,,,"PMSA text, sigma 16",0.0125
