approach,f_beta,f_vot,f_tau,f_nhts,f_pi_source,f_fill_in,note,is_central,umr_eq_a4_hours_per_other_car_commuter,others_passenger_hours_m,others_truck_person_hours_m,time_bn,fuel_bn,total_bn,usd_per_other_commuter,hours_per_other_commuter,usd_per_other_car_commuter,usd_per_other_resident,f_variant,f_theta,f_sigma,f_hours,areas_at_free_flow_cap,uncapped_others_passenger_hours_m,f_elasticity,f_share,f_residual,f_elasticity_value
"A1 BPR, trips fixed",central,low,high,2017 national,acs,trips fixed,,False,23.193394920630382,2587.53610591496,153.31876467015175,42.40317448192916,3.492773836297745,45.89594831822691,520.7490700167925,29.35895368033969,590.9354308967326,220.86365758497735,,,,,,,,,,
"A1 BPR, DT fill-in",central,low,high,2017 national,acs,DT 0.48,,False,13.915822606486225,1557.6494222406525,95.35913919812657,25.617215158784596,2.1449442766149596,27.762159435399557,314.9977119418362,17.673553282303132,357.45298331849403,133.59898422503102,,,,,,,,,,
"A1 BPR, DT fill-in",central,low,high,2017 national,acs,DT 0.44,,False,13.006299029980848,1456.3309213530056,89.48947200049585,23.960845219849862,2.0092876742205616,25.97013289407042,294.6648462088505,16.52396345910333,334.3796617033448,124.97527013020479,,,,,,,,,,
"A1 BPR, DT fill-in",central,low,high,2017 national,acs,DT 0.32,,False,10.04976940893981,1126.511887828681,70.13200059586217,18.56146327977232,1.5640361819366386,20.125499461708955,228.34989824464057,12.781738681640345,259.12681036582615,96.84932079445167,,,,,,,,,,
"A1 BPR, trips fixed",central,central,low,2017 southwest,nhts,trips fixed,,False,22.290464916734486,2456.0261367774924,152.00679011153335,56.40619585132985,3.3785270640353344,59.78472291536519,678.3352343767586,27.86680248539258,769.7609983363766,287.70017952865965,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 southwest,nhts,DT 0.48,,False,13.338540103421144,1467.876288814489,93.80103961024324,33.82183784379373,2.059123674900213,35.88096151869393,407.11605330851654,16.65496062963531,461.9869995717658,172.668845270103,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 southwest,nhts,DT 0.44,,False,12.463099031451216,1371.3791633451317,87.95711490756806,31.610423528656582,1.927389024986746,33.537812553643334,380.5299887609337,15.560075564857046,431.8176753927181,161.3929817211194,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 southwest,nhts,DT 0.32,,False,9.620654078099902,1058.2266835526643,68.75191873582375,24.4249861626087,1.4964601238787079,25.921446286487402,294.11243348942406,12.006954459379912,333.75279500845744,124.7409770690476,,,,,,,,,,
"A1 BPR, trips fixed",central,central,low,2017 southwest,acs,trips fixed,,False,21.81560002692777,2436.5633975326623,150.23670741847516,55.9381474351845,3.350377222271672,59.288524657456165,672.7052214710777,27.64597246154275,763.3721744403198,285.3123399448862,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 southwest,acs,DT 0.48,,False,12.964070125276386,1452.8021014545443,92.47824556291067,33.46112069048446,2.036703028809212,35.49782371929366,402.76885796694575,16.483924419760708,457.053890901441,170.82508304630346,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 southwest,acs,DT 0.44,,False,12.105118136005876,1356.9945940912444,86.69687414865422,31.2662844453557,1.9059407225572598,33.17222516791296,376.3819256288912,15.396863966970114,427.11053789511044,159.6336768121222,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 southwest,acs,DT 0.32,,False,9.324354503474396,1046.3890672829057,67.71783826395846,24.141893318215534,1.478668262893103,25.620561581108635,290.69850619846005,11.872641347012118,329.8787399003592,123.29303887457867,,,,,,,,,,
"A1 BPR, trips fixed",central,central,low,2022 national,nhts,trips fixed,,False,20.800912437759067,2309.58898163988,140.4960354427768,52.95191202542975,3.199574402424658,56.1514864278544,637.1114533818916,26.205283001688343,722.9810918746931,270.2160675556612,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2022 national,nhts,DT 0.48,,False,12.202885723092225,1356.640139917709,85.11450605454755,31.200036389714516,1.914839902784163,33.11487629249869,375.73122824420227,15.392842224572453,426.372139765293,159.35769858645054,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2022 national,nhts,DT 0.44,,False,11.380329552440449,1265.3512240372845,79.6729286486052,29.111215351806095,1.7891923308263173,30.900407682632412,350.6052092506852,14.357051053684001,397.85964552276914,148.70107954480957,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2022 national,nhts,DT 0.32,,False,8.731548470897748,971.230233044592,61.93187063138896,22.37352322111259,1.3813657113352305,23.75488893244782,269.5300298438697,11.019866876338316,305.8571843829893,114.31491988720312,,,,,,,,,,
"A1 BPR, trips fixed",central,central,low,2022 national,acs,trips fixed,,False,20.56509115113992,2299.181469501677,139.65142703545803,52.70542319026816,3.1844679672809306,55.8898911575491,634.143315698196,26.087196275827946,719.612909726967,268.95720069870134,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2022 national,acs,DT 0.48,,False,12.026784072716747,1349.1009279058676,84.51671718398025,31.022002692952636,1.9036377064082846,32.92564039936092,373.5841015592492,15.307300084412194,423.9356241653291,158.4470445301279,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2022 national,acs,DT 0.44,,False,11.212840426496395,1258.201918643533,79.10637919559807,28.942401097496816,1.7785470506166163,30.72094814811343,348.56900803618083,14.275932909893873,395.5490058858192,147.8374719577621,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2022 national,acs,DT 0.32,,False,8.595137417603588,965.4623996622438,61.47465332294739,22.237323892035516,1.3727188812716546,23.61004277330717,267.8865622735953,10.954423324566738,303.99221088092696,113.61788117970931,,,,,,,,,,
"A1 BPR, trips fixed",central,central,low,2017 national,nhts,trips fixed,,False,23.390588145024306,2546.5877389269513,160.29923571152204,58.586150312878935,3.4937709942424413,62.07992130712137,704.3772374687048,28.89434133852992,799.3129326644726,298.74529201160857,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 national,nhts,DT 0.48,,False,14.234419691724483,1541.0109445541077,100.33936232936905,35.576401203925336,2.15809099860645,37.73449220253178,428.1467633216012,17.48476816947167,485.85222065270915,181.5885338543747,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 national,nhts,DT 0.44,,False,13.322606203344106,1441.4991488558724,94.22008839769794,33.292445098677725,2.0227542868743535,35.31519938555208,400.6967479998749,16.35567776030853,454.70250274396057,169.94624559349572,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 national,nhts,DT 0.32,,False,10.340493325045811,1116.8392826815825,73.98126551560593,25.830754906144545,1.5774153923665644,27.40817029851112,310.98124598818487,12.67199042891733,352.89517961674863,131.8954932114794,,,,,,,,,,
"A1 BPR, trips fixed",central,central,low,2017 national,acs,trips fixed,,False,22.57586217348317,2519.8005048357154,157.30926337755102,57.92133876237012,3.454192931462358,61.37553169383247,696.3850235698582,28.590405419293372,790.2435312270749,295.3555795847696,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 national,acs,DT 0.48,,False,13.556611411958926,1518.1497541907459,97.94090407157198,35.014735382197465,2.1231844918740608,37.13791987407153,421.37787638000475,17.225378309202245,478.1710257128995,178.71766722440265,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 national,acs,DT 0.44,,False,12.671244615960813,1419.4771167052293,91.91859703441975,32.75172860235159,1.9890321155933208,34.740760717944916,394.17899615250064,16.105809238520674,447.3062907905108,167.18189209749065,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,low,2017 national,acs,DT 0.32,,False,9.792299726133903,1098.16457227585,72.0487211083266,25.372938759399577,1.5485561557470688,26.921494915146642,305.45928244731016,12.460101614480173,346.6289679376426,129.55348026338302,,,,,,,,,,
"A1 BPR, trips fixed",central,central,central,2017 southwest,nhts,trips fixed,,True,22.601942510530673,2490.59205416721,150.23392779636836,57.05436942618874,3.399697959711484,60.45406738590023,685.9298156704102,28.25899765717911,778.3791743978328,290.92124529511074,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 southwest,nhts,DT 0.48,,False,13.518835262468023,1487.8552157715574,92.6541156950726,34.19192773709965,2.0710340546484898,36.26296179174813,411.45034193808897,16.881647472680555,466.90546196837573,174.50713341092575,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 southwest,nhts,DT 0.44,,True,12.631189820030231,1390.0030570067674,86.87818144679481,31.955047927263262,1.93847110528718,33.89351903255044,384.5659401875274,15.77138779741281,436.3975908120112,163.10473704673922,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 southwest,nhts,DT 0.32,,False,9.749623622719268,1072.5095263587284,67.90113078088254,24.688412652504198,1.5049149847125036,26.193327637216697,297.1972800986609,12.169011838756473,337.25341606615973,126.0493433138163,,,,,,,,,,
"A1 BPR, trips fixed",central,central,central,2017 southwest,acs,trips fixed,,False,22.132665581206272,2471.349845255255,148.51826867880635,56.59290418002324,3.3720519874547956,59.96495616747803,680.3802144210339,28.04066983602828,772.0816000104229,288.56751045303815,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 southwest,acs,DT 0.48,,False,13.146459850517461,1472.8624601442968,91.36695045956819,33.83421985435253,2.048886212153417,35.88310606650595,407.14038598535706,16.71153521144672,462.01461179750277,172.6791654114441,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 southwest,acs,DT 0.44,,False,12.275050486776209,1375.6899728391304,85.65150012055877,31.61363553980718,1.9172748227309002,33.53091036253809,380.45167444930394,15.60898729056003,431.7288059080605,161.35976651958822,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 southwest,acs,DT 0.32,,False,9.454454929154243,1060.7155886233395,66.89361659005314,24.407211560649184,1.487310228202619,25.894521788851808,293.80694013721813,12.035194316021014,333.4061273788521,124.61140913888515,,,,,,,,,,
"A1 BPR, trips fixed",central,central,central,2022 national,nhts,trips fixed,,False,21.126252538309135,2345.4707211990426,139.07743660469748,53.64046486956674,3.2240174463545928,56.86448231592133,645.2013166321776,26.61240788287526,732.161303805843,273.6471956933703,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2022 national,nhts,DT 0.48,,False,12.387960713675753,1377.066548807578,84.20166219546304,31.588088735914397,1.9285399594910224,33.516628695405416,380.2896304094671,15.624606330620084,431.5449216343889,161.2910392930047,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2022 national,nhts,DT 0.44,,False,11.55256347089178,1284.3619920985045,78.81468866061459,29.472051455589064,1.8019294727971276,31.273980928386194,354.8438823239722,14.57275287815755,402.6696053349152,150.49881456187435,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2022 national,nhts,DT 0.32,,False,8.862905522681189,985.7332955604257,61.25632406515116,22.648025491688305,1.3910534925553601,24.039078984243666,272.7545346335864,11.18442293399181,309.5162866974272,115.6825189147619,,,,,,,,,,
"A1 BPR, trips fixed",central,central,central,2022 national,acs,trips fixed,,False,20.89298269281393,2335.1690718923965,138.25865874755542,53.39712522484578,3.20915323006554,56.60627845491132,642.2716588862822,26.495522308164414,728.8367879072456,272.40464921083935,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2022 national,acs,DT 0.48,,False,12.212783898660003,1369.5647044392088,83.61993825784383,31.41142534726647,1.9174616587940796,33.32888700606055,378.1594574048297,15.53948817484842,429.1276447253021,160.38757574754348,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2022 national,acs,DT 0.44,,False,11.385885386114758,1277.245369988595,78.2631973630089,29.304473231914162,1.7913980295793646,31.09587126149353,352.8229971087402,14.492005568619453,400.3763459817733,149.64170290120228,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2022 national,acs,DT 0.32,,False,8.726989376006333,979.9852370842856,60.810844167902516,22.512671825551525,1.3824897367463944,23.895161562297925,271.1216047915485,11.119203754183221,307.6632711945907,114.98994954064759,,,,,,,,,,
"A1 BPR, trips fixed",central,central,central,2017 national,nhts,trips fixed,,False,23.68954932512193,2580.177459090675,158.26999824612417,59.20460703489204,3.512599563171115,62.71720659806316,711.6080657826177,29.275460286461904,807.5183292584302,301.8120803761626,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 national,nhts,DT 0.48,,False,14.410038698226122,1560.6312574875856,99.01588195630599,35.93250687993865,2.168660069233565,38.10116694917222,432.30716397369576,17.707386071224217,490.57335851661213,183.3530714367671,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 national,nhts,DT 0.44,,False,13.4865992985742,1459.809712827799,92.97401325643541,33.62437152130613,2.032590284918927,35.65696180622506,404.57448599753303,16.563434861082435,459.10288078875834,171.59089835742944,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 national,nhts,DT 0.32,,False,10.46699527976367,1130.9359405730254,72.99601451411834,26.085327342059486,1.584928404243245,27.670255746302736,313.95494537132225,12.831935298917946,356.26967306764425,133.15671893444946,,,,,,,,,,
"A1 BPR, trips fixed",central,central,central,2017 national,acs,trips fixed,,False,22.885477748160927,2553.761212080167,155.37263541843038,58.55090932344322,3.4738638744711956,62.02477319791441,703.7515106314777,28.975733696901646,798.6028706029722,298.4799044653291,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 national,acs,DT 0.48,,False,13.736371567015773,1537.9165608182666,96.68224566345913,35.37628171968791,2.134244740292047,37.51052645997996,425.60558144339245,17.449658371945723,482.9685392509587,180.51075041408598,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 national,acs,DT 0.44,,False,12.83889119274825,1437.917132943062,90.7339873125655,33.08861858961628,1.9993252509040713,35.087943840520346,398.11823904499107,16.315035143177106,451.77646333638904,168.85263073812422,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,central,2017 national,acs,DT 0.32,,False,9.921068645273152,1112.3419790764187,71.11317652336922,25.63103058115056,1.5564167090732242,27.187447290223787,308.4768571366903,12.62096268560252,350.0532501918085,130.83331468135108,,,,,,,,,,
"A1 BPR, trips fixed",central,central,high,2017 southwest,nhts,trips fixed,,False,22.9117139546139,2524.9695481525864,148.342110754281,57.69422019672693,3.420096128265879,61.1143163249928,693.4211963610992,28.649054921020046,786.8802405184522,294.0985409159243,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 southwest,nhts,DT 0.48,,False,13.698821118098078,1507.800028838086,91.44234623750523,34.558898052071186,2.0825813727918474,36.64147942486303,415.7451154998602,17.107947249385006,471.7790834714297,176.32866215090309,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 southwest,nhts,DT 0.44,,False,12.79904182687597,1408.6006182688684,85.73902842366098,32.29688578941755,1.9492206438623685,34.24610643327991,388.56650162611953,15.982401254737393,440.9373463942286,164.8014825285744,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 southwest,nhts,DT 0.32,,False,9.87852509898262,1086.7848659692,67.00461521124082,24.949981302813587,1.5131282291180916,26.463109531931675,300.2583056559953,12.33098408464587,340.7270054796771,127.34760641111221,,,,,,,,,,
"A1 BPR, trips fixed",central,central,high,2017 southwest,acs,trips fixed,,False,22.448000606172457,2505.9469128445035,146.68031861790783,57.2392976263374,3.3929501812484504,60.632247807585856,687.9515036905516,28.433218447236612,780.6733447576233,291.77869744689235,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 southwest,acs,DT 0.48,,False,13.328538262796853,1492.8886274936349,90.19068655531542,34.20419324972206,2.060705603454407,36.264898853176476,411.4723204127548,16.938758058022632,466.93040269346756,174.5164550719374,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 southwest,acs,DT 0.44,,False,12.444742699942246,1394.3589670229449,84.54580960689196,31.958195410758172,1.928275815143926,33.8864712259021,384.4859736786684,15.820811247044428,436.3068464476125,163.07082110401782,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 southwest,acs,DT 0.32,,False,9.58448708507004,1075.034599064133,66.0236379997156,24.67067071317626,1.4957104138506698,26.16638112702693,296.8915369854731,12.197662064130334,336.9064650128828,125.91966945331782,,,,,,,,,,
"A1 BPR, trips fixed",central,central,high,2022 national,nhts,trips fixed,,False,21.449827433741074,2381.158461217744,137.5362422428246,54.32044412032039,3.247662654487839,57.56810677480823,653.1848488617733,27.017331587618912,741.2208534619219,277.0332259912625,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2022 national,nhts,DT 0.48,,False,12.57272251568766,1397.4584926146756,83.22315762224149,31.972983892074605,1.9418721268316508,33.91485601890626,384.80803597612976,15.855979385595473,436.6723161785901,163.20741636857633,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2022 national,nhts,DT 0.44,,False,11.724556157317133,1303.346209789746,77.89558741242354,29.830072623649542,1.8143303274525313,31.644402951102077,359.0468006841192,14.78815345424248,407.4389914273324,152.28138504543412,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2022 national,nhts,DT 0.32,,False,8.994194326802752,1000.2288430289202,60.53485521917243,22.92066242883941,1.400498573100921,24.32116100194033,275.9551210419004,11.348893723684697,313.14824692014685,117.0399735147945,,,,,,,,,,
"A1 BPR, trips fixed",central,central,high,2022 national,acs,trips fixed,,False,21.219098115464863,2370.9622273248947,136.74303766668802,54.080234841393974,3.2330388660904337,57.31327370748441,650.2934371428503,26.901642087522752,737.9397383752133,275.80690067530026,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2022 national,acs,DT 0.48,,False,12.398469657642087,1389.99398095725,82.65744476918343,31.797688084561237,1.9309174018577608,33.728605486419,382.6947820803746,15.771284817857557,434.2742387294225,162.31112867130375,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2022 national,acs,DT 0.44,,False,11.558688520052277,1296.2622474221812,77.35911214672598,29.66372837560107,1.8039124747086392,31.467640850309706,357.0412053543614,14.70777671184759,405.1630827245925,151.43075823557467,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2022 national,acs,DT 0.32,,False,8.858772995965364,994.5005558913291,60.1011002028206,22.786153885324197,1.3920178217283175,24.178171707052517,274.3327220053036,11.28389887535938,311.3071815606891,116.3518705379163,,,,,,,,,,
"A1 BPR, trips fixed",central,central,high,2017 national,nhts,trips fixed,,False,23.98685954574945,2613.5830373058775,156.12449951265114,59.81492971422187,3.5306738570696794,63.34560357129155,718.7380446021226,29.654489905118492,815.6092839016193,304.83609576332117,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 national,nhts,DT 0.48,,False,14.585352646812634,1580.2177707493765,97.62818830510521,36.285523014257464,2.1788698131815885,38.46439282743905,436.42843274021055,17.929620471856452,495.25009031433405,185.10101213617887,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 national,nhts,DT 0.44,,False,13.650356397468673,1478.0941475452428,91.66821850910851,33.953534222244855,2.0420966532824067,35.99563087552727,408.4171259111861,16.770895491569295,463.4634302431862,173.22066508189823,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 national,nhts,DT 0.32,,False,10.593429484905442,1145.0251151035975,71.96518971414181,26.338048076035125,1.5922006558448794,27.930248731880006,316.9049030562904,12.991795260482045,359.61722492335383,134.40787516599485,,,,,,,,,,
"A1 BPR, trips fixed",central,central,high,2017 national,acs,trips fixed,,False,23.193394920630382,2587.53610591496,153.31876467015175,59.17227475655103,3.492773836297745,62.66504859284878,711.0162655539572,29.35895368033969,806.8467664208489,301.561082015172,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 national,acs,DT 0.48,,False,13.915822606486225,1557.6494222406525,95.35913919812657,35.73472676577852,2.1449442766149596,37.87967104239347,429.7940055862101,17.673553282303132,487.72147760096755,182.28717351104916,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 national,acs,DT 0.44,,False,13.006299029980848,1456.3309213530056,89.48947200049585,33.42273589279336,2.0092876742205616,35.43202356701392,402.02226988319916,16.52396345910333,456.20667796074974,170.50843500143932,,,,,,,,,,
"A1 BPR, DT fill-in",central,central,high,2017 national,acs,DT 0.32,,False,10.04976940893981,1126.511887828681,70.13200059586217,25.887268254661574,1.5640361819366386,27.451304436598214,311.47065873850187,12.781738681640345,353.4505552307379,132.10306629480772,,,,,,,,,,
"A1 BPR, trips fixed",central,high,low,2017 southwest,nhts,trips fixed,,False,22.290464916734486,2456.0261367774924,152.00679011153335,67.68743502159583,3.3785270640353344,71.06596208563117,806.3355268169514,27.86680248539258,915.0131213322256,341.9885391014882,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 southwest,nhts,DT 0.48,,False,13.338540103421144,1467.876288814489,93.80103961024324,40.58620541255248,2.059123674900213,42.645329087452694,483.86657813172747,16.65496062963531,549.0819308339416,205.22080284436103,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 southwest,nhts,DT 0.44,,False,12.463099031451216,1371.3791633451317,87.95711490756806,37.93250823438792,1.927389024986746,39.85989725937466,452.26224077258934,15.560075564857046,513.2179729493395,191.81655510472763,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 southwest,nhts,DT 0.32,,False,9.620654078099902,1058.2266835526643,68.75191873582375,29.30998339513043,1.4964601238787079,30.806443519009147,349.5390639238158,12.006954459379912,396.6498055357062,148.24889869616797,,,,,,,,,,
"A1 BPR, trips fixed",central,high,low,2017 southwest,acs,trips fixed,,False,21.81560002692777,2436.5633975326623,150.23670741847516,67.12577692222139,3.350377222271672,70.47615414449307,799.6433906243062,27.64597246154275,907.419021578014,339.15022452414917,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 southwest,acs,DT 0.48,,False,12.964070125276386,1452.8021014545443,92.47824556291067,40.153344828581346,2.036703028809212,42.19004785739055,478.7008219846471,16.483924419760708,543.2199360451964,203.029867012638,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 southwest,acs,DT 0.44,,False,12.105118136005876,1356.9945940912444,86.69687414865422,37.519541334426854,1.9059407225572598,39.42548205698411,447.33323677690987,15.396863966970114,507.6246396765894,189.72603221488046,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 southwest,acs,DT 0.32,,False,9.324354503474396,1046.3890672829057,67.71783826395846,28.97027198185864,1.478668262893103,30.448940244751746,345.4827255231652,11.872641347012118,392.04675539377484,146.5284967076609,,,,,,,,,,
"A1 BPR, trips fixed",central,high,low,2022 national,nhts,trips fixed,,False,20.800912437759067,2309.58898163988,140.4960354427768,63.54229443051571,3.199574402424658,66.74186883294036,757.2730796398796,26.205283001688343,859.338056252424,321.1798384095246,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2022 national,nhts,DT 0.48,,False,12.202885723092225,1356.640139917709,85.11450605454755,37.44004366765742,1.914839902784163,39.35488357044159,446.53220536654004,15.392842224572453,506.7156455584944,189.38629329392757,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2022 national,nhts,DT 0.44,,False,11.380329552440449,1265.3512240372845,79.6729286486052,34.93345842216732,1.7891923308263173,36.72265075299364,416.6661095131652,14.357051053684001,472.82420870629215,176.71928043157683,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2022 national,nhts,DT 0.32,,False,8.731548470897748,971.230233044592,61.93187063138896,26.848227865335115,1.3813657113352305,28.229593576670343,320.3013586313674,11.019866876338316,363.471453484367,135.84840313681238,,,,,,,,,,
"A1 BPR, trips fixed",central,high,low,2022 national,acs,trips fixed,,False,20.56509115113992,2299.181469501677,139.65142703545803,63.24650782832181,3.1844679672809306,66.43097579560273,753.7455948400075,26.087196275827946,855.3351383977134,319.68373742762554,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2022 national,acs,DT 0.48,,False,12.026784072716747,1349.1009279058676,84.51671718398025,37.226403231543166,1.9036377064082846,39.130040937951456,443.9810740344772,15.307300084412194,503.82067371929725,188.30429002321435,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2022 national,acs,DT 0.44,,False,11.212840426496395,1258.201918643533,79.10637919559807,34.73088131699618,1.7785470506166163,36.5094283676128,414.2468249583729,14.275932909893873,470.07885390267836,175.69319691789326,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2022 national,acs,DT 0.32,,False,8.595137417603588,965.4623996622438,61.47465332294739,26.68478867044262,1.3727188812716546,28.057507551714284,318.3488194477906,10.954423324566738,361.25575181493815,135.02027886258398,,,,,,,,,,
"A1 BPR, trips fixed",central,high,low,2017 national,nhts,trips fixed,,False,23.390588145024306,2546.5877389269513,160.29923571152204,70.30338037545474,3.4937709942424413,73.79715136969718,837.3244121507004,28.89434133852992,950.178676802383,355.1317571183203,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 national,nhts,DT 0.48,,False,14.234419691724483,1541.0109445541077,100.33936232936905,42.69168144471041,2.15809099860645,44.849772443316866,508.8788476138043,17.48476816947167,577.4653444492931,215.82917766514458,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 national,nhts,DT 0.44,,False,13.322606203344106,1441.4991488558724,94.22008839769794,39.95093411841328,2.0227542868743535,41.973688405287625,476.24594333848137,16.35567776030853,540.4341897921606,201.98868708945167,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 national,nhts,DT 0.32,,False,10.340493325045811,1116.8392826815825,73.98126551560593,30.996905887373465,1.5774153923665644,32.574321279740026,369.5979304150517,12.67199042891733,419.4121983958918,156.75640235838333,,,,,,,,,,
"A1 BPR, trips fixed",central,high,low,2017 national,acs,trips fixed,,False,22.57586217348317,2519.8005048357154,157.30926337755102,69.50560651484415,3.454192931462358,72.9597994463065,827.823568364686,28.590405419293372,939.3973129174894,351.1021942644587,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 national,acs,DT 0.48,,False,13.556611411958926,1518.1497541907459,97.94090407157198,42.01768245863696,2.1231844918740608,44.14086695051102,500.83539520382686,17.225378309202245,568.3377985937929,212.41773361048496,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 national,acs,DT 0.44,,False,12.671244615960813,1419.4771167052293,91.91859703441975,39.302074322821916,1.9890321155933208,41.291106438415234,468.50116547716704,16.105809238520674,531.6455737269841,198.70391892735418,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,low,2017 national,acs,DT 0.32,,False,9.792299726133903,1098.16457227585,72.0487211083266,30.44752651127949,1.5485561557470688,31.996082667026563,363.03706326114747,12.460101614480173,411.96706007135566,153.97376250365696,,,,,,,,,,
"A1 BPR, trips fixed",central,high,central,2017 southwest,nhts,trips fixed,,False,22.601942510530673,2490.59205416721,150.23392779636836,68.4652433114265,3.399697959711484,71.86494127113798,815.4009821144557,28.25899765717911,925.3004152343212,345.8334420114739,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,central,2017 southwest,nhts,DT 0.48,,False,13.518835262468023,1487.8552157715574,92.6541156950726,41.03031328451958,2.0710340546484898,43.101347339168065,489.0406967455301,16.881647472680555,554.9534151794819,207.415285422671,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,central,2017 southwest,nhts,DT 0.44,,False,12.631189820030231,1390.0030570067674,86.87818144679481,38.346057512715916,1.93847110528718,40.2845286180031,457.0802343691593,15.77138779741281,518.6853338837622,193.85999550477507,,,,,,,,,,
"A1 BPR, DT fill-in",central,high,central,2017 southwest,nhts,DT 0.32,,False,9.749623622719268,1072.5095263587284,67.90113078088254,29.62609518300504,1.5049149847125036,31.131010167717537,353.2216935821344,12.169011838756473,400.82877861366376,149.8108007766478,,,,,,,,,,
"A1 BPR, trips fixed",central,high,central,2017 southwest,acs,trips fixed,,False,22.132665581206272,2471.349845255255,148.51826867880635,67.9114850160279,3.3720519874547956,71.28353700348268,808.8041964987403,28.04066983602828,917.8145173714016,343.035568173036,,,,,,,,,,
