area_group,name,state,size,pop_k,auto_commuters_k,freeway_dvmt_k,arterial_dvmt_k,vot,commercial_vot,gas_price,diesel_price,fuel_kgal,delay_kph,delay_per_auto_commuter,tti,cost_musd,cost_per_auto_commuter,truck_delay_kph,truck_fuel_kgal,truck_cost_musd,ua,ua_name,match,ua_pop20,acs_group_car_commuters,acs_other_car_commuters,acs_group_car_person_minutes,acs_other_car_person_minutes,acs_group_carpool_2,acs_other_carpool_2,acs_group_carpool_3,acs_other_carpool_3,acs_group_carpool_4,acs_other_carpool_4,acs_group_carpool_5_6,acs_other_carpool_5_6,acs_group_carpool_7plus,acs_other_carpool_7plus,acs_group_carpooled,acs_other_carpooled,acs_group_commuter_minutes,acs_other_commuter_minutes,acs_group_commuters,acs_other_commuters,acs_group_drove_alone,acs_other_drove_alone,acs_group_means_bicycle,acs_other_means_bicycle,acs_group_means_bus,acs_other_means_bus,acs_group_means_car_truck_van,acs_other_means_car_truck_van,acs_group_means_commuter_rail,acs_other_means_commuter_rail,acs_group_means_ferry,acs_other_means_ferry,acs_group_means_light_rail,acs_other_means_light_rail,acs_group_means_motorcycle,acs_other_means_motorcycle,acs_group_means_other,acs_other_means_other,acs_group_means_subway,acs_other_means_subway,acs_group_means_taxi_ridehail,acs_other_means_taxi_ridehail,acs_group_means_walked,acs_other_means_walked,acs_group_means_worked_from_home,acs_other_means_worked_from_home,acs_group_personal_income,acs_other_personal_income,acs_group_persons,acs_other_persons,acs_group_transit_commuters,acs_other_transit_commuters,acs_group_transit_minutes,acs_other_transit_minutes,acs_group_vehicle_minutes,acs_other_vehicle_minutes,acs_group_vehicle_minutes_peak,acs_other_vehicle_minutes_peak,acs_group_vehicles,acs_other_vehicles,acs_group_vehicles_before_6am,acs_other_vehicles_before_6am,acs_group_vehicles_narrow_peak,acs_other_vehicles_narrow_peak,acs_group_vehicles_peak,acs_other_vehicles_peak,acs_group_workers,acs_other_workers,in_scope,s,c_commute,phi_commute_route,phi_population_route,q,persons,other_persons,group_persons,other_commuters,other_car_commuters,urbansize,h_other_2022,h_other_2017,passenger_delay_ph,truck_delay_ph,passenger_fuel_gal,truck_fuel_gal,w_truck
101,Louisville-Jefferson County KY-IN,KY,Lrg,1115,552,13414.0,9432.0,24.01,80.15999999999998,3.3199999999999994,3.85,12464,39146,54,1.1799999999999997,1113,1245,2809,3604,211,51755,"Louisville/Jefferson County, KY--IN",override,974397.0,12799.170894869487,393626.10467805783,302368.7162540154,9533708.257359916,1244.3385489448945,31171.6263119812,370.9737,6042.41192949295,0.0,1990.4695831083109,0.0,2172.076489928993,0.0,174.25092509250925,1615.3122489448945,41550.83523960396,305542.1882540154,10062882.492339265,12988.038094869487,415591.40693480347,11183.858645924593,352075.26943845383,0.0,1992.8014,0.0,4599.476142554256,12799.170894869487,393626.10467805783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.421200000000006,48.5149,5592.901986758676,0.0,56.0,140.35229999999999,2564.485707060706,0.0,7117.215820372037,1648.8209833783378,59453.98380260026,851899389.9401444,40666398665.20457,35032.59020916092,959154.7347673366,0.0,4655.476142554256,0.0,193240.6589019402,283989.35464952997,9069680.121178212,165292.78847661265,6011680.779309965,12070.03812039704,373229.4594176083,1436.9804181518152,46488.588270044005,4526.938341084108,165014.7144594271,6946.490477547754,251183.65750332034,14636.859078247824,475045.3907374037,True,0.036548493093728436,0.03149093024022724,0.0272117593689468,0.03210305887679087,1.1215190256286545,1115000.0,1074248.4302004927,40751.569799507204,465551.6999292795,440925.07666762697,3,303.794226077386,360.5279398245528,36337000.0,2809000.0,8860000.0,3604000.0,0.09232502616259196
101,Madison WI,WI,Sml,460,195,4433.0,4284.0,24.01,80.15999999999998,3.4300000000000006,3.83,4321,14806,52,1.22,404,1019,726,959,55,53200,"Madison, WI",exact,450305.0,9937.584015831584,177975.83469152916,224343.9022790779,3605851.22680102,1297.6944853885389,14272.180226462648,91.5124,446.1280155915592,0.0,238.05832508250825,0.0,694.4582634363436,136.213,0.0,1525.419885388539,15650.82483057306,253220.3543938094,4375517.444809981,11469.720720742074,212770.11442150216,8412.164130443045,162325.0098609561,284.4842,6423.525859755976,377.5514,14655.23971910191,9937.584015831584,177975.83469152916,0.0,213.24423413341336,0.0,0.0,0.0,0.0,0.0,12.523452345234524,0.0,2850.7695200720073,0.0,0.0,0.0,860.738595479548,870.1011049104911,9778.23834908491,765.4653308030804,46786.57587262726,732952221.5538164,24462828667.18021,22566.478981758177,449491.11954003404,377.5514,14868.483953235323,16765.397,445494.60654762475,213530.25779632965,3480759.2278134073,200874.93438528854,2731655.210996781,9105.136806470648,170681.4775945006,392.5329309180918,11842.168475750908,5252.481630288029,97357.55889357619,8426.179494724473,135488.12940873273,12235.186051545155,259556.69029412942,True,0.04958316643123779,0.05995065729474104,0.05201189748149253,0.04362409655350154,0.9744573574081858,460000.0,437191.7434416306,22808.256558369387,206919.54970676315,173069.55798286476,2,293.6911726184126,351.3603531069761,14080000.0,726000.0,3362000.0,959000.0,0.06353484790142473
101,McAllen TX,TX,Med,815,393,3871.0,7713.0,24.01,80.15999999999998,3.27,3.67,6692,19071,32,1.17,528,831,1037,1250,78,52390,"McAllen, TX",exact,779553.0,255790.2059,34771.131,5999999.6888,684410.8081,22561.1342,3680.0273,7717.3302,1116.0725,2081.6194,137.9838,2040.4973000000002,269.5248,400.49060000000003,122.9139,34801.0717,5326.5223000000005,6274769.22,736425.2583,270911.0028,37704.042,220989.1342,29444.608699999997,148.5207,39.1776,1157.2919,35.6724,255790.2059,34771.131,0.0,0.0,0.0,0.0,0.0,0.0,545.8029,0.0,10747.5976,1750.2093,0.0,0.0,257.2644,193.6614,2264.3194,914.1903,26163.0412,4387.9629,15811080086.47169,3856854331.4718533,715158.0539,103497.38339999999,1157.2919,35.6724,13702.9948,1070.172,5451881.278852619,627648.1617583332,3758174.164405952,491293.3584916667,236624.9267842857,31945.088904166667,27275.718975,1744.6561333333334,111179.51858,15774.4268875,167676.90327095237,24300.468570833335,297074.044,42092.0049,True,0.9060795566668401,0.9301261887813778,0.9196920602065659,0.8940113955157641,0.9955348280443161,815000.0,76545.16131652528,738454.8386834747,27500.90320001359,25141.17587722223,3,303.794226077386,360.5279398245528,18034000.0,1037000.0,5442000.0,1250000.0,0.07033922907662296
101,Memphis TN-MS-AR,TN,Lrg,1085,538,11833.0,18786.0,24.01,80.15999999999998,3.27,3.83,14565,41122,58,1.14,1197,1229,3430,4941,260,56116,"Memphis, TN--MS--AR",exact,1056190.0,19462.613252007104,402435.0656201033,478086.29104430194,9250594.602404062,2631.5148501032763,34894.64834105482,1276.487,5045.325631629526,315.90851110111015,3152.0962862186148,109.83857515751575,2690.336015883308,0.0,246.0,4333.748936361902,46028.40627478627,479823.3458048259,9595559.04978076,19749.33801253105,418744.80733210075,15128.864315645202,356406.65934531705,0.0,301.76562184765623,0.0,1455.7855384064203,19462.613252007104,402435.0656201033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.43883474347433,0.0,5646.916690046834,0.0,0.0,0.0,1881.6654721927807,286.7247605239476,6784.16955476026,1897.2011333238145,46348.3851220088,1185192761.6143699,39783736457.14034,50229.61873020988,993446.6683689681,0.0,1455.7855384064203,0.0,48080.46413839602,407132.28634847916,8694865.394433843,300221.09570509254,5984862.741012633,16971.06225017029,378992.90758900327,2925.7624640799654,49198.06375099568,6296.641471057849,172073.86225609394,11772.200246641445,262750.9620425497,21646.539145854866,465093.19245410955,True,0.04991826865063159,0.04639426214890686,0.04017394347849017,0.043920786206898106,1.039594377501551,1085000.0,1030838.6785140646,54161.321485935274,434560.8387415056,417616.4135335551,5,282.92661513740046,334.9344494131314,37692000.0,3430000.0,9624000.0,4941000.0,0.10693379956054262
101,Miami FL,FL,Vlg,6105,2668,50763.0,55180.0,24.01,80.15999999999998,3.64,3.95,100847,337583,93,1.45,9086,2044,13153,15194,985,56602,"Miami--Fort Lauderdale, FL",first_city,6077522.0,67456.78148925892,2444787.4185639666,1885918.156829923,73650183.73234726,11201.746052555256,235966.24557373737,3553.449062966297,52134.63863490349,661.6576498449845,21603.096892839283,500.3905285328533,12575.95661840184,441.84159999999997,3631.1567999999997,16359.08489389939,325911.094519882,2117924.3915938996,80772843.81797099,75275.1648420542,2676406.872680288,51097.696595359535,2118876.324044084,1471.3971000000001,16304.867553755375,1583.7771,64167.10375333533,67456.78148925892,2444787.4185639666,0.0,5867.0354,0.0,66.0,0.0,1809.8182000000002,141.0,8472.427369816982,1783.6873,43642.82882530253,733.9676,11612.172,522.96,29059.763355125513,1581.5942527952795,50617.4376589859,6334.702421972197,456382.0762491549,5767346872.887701,279355581776.0938,151608.08922493248,6236893.353891919,2317.7447,83522.12935333533,113787.68,4202565.785469657,1654637.1927841185,68805094.64527029,1161892.3943562456,51174071.587805584,58852.02401412708,2299967.6924063647,8335.882620922092,238212.3816104158,24923.469041660832,1067835.401312375,43661.815987759444,1686158.9884469884,81609.8672640264,3132788.948929443,True,0.024614375720151835,0.024357193410341867,0.021026351094534913,0.02158797660335301,0.9556231699028096,6105000.0,5954729.2362284735,150270.76377152695,2554959.9439310622,2333897.0165773886,4,261.4965547607672,364.7870800038054,324430000.0,13153000.0,85653000.0,15194000.0,0.05064303915219402
101,Milwaukee WI,WI,Lrg,1390,639,13867.0,18071.0,24.01,80.15999999999998,3.4300000000000006,3.83,15053,51455,57,1.2,1416,1432,2750,3435,207,57466,"Milwaukee, WI",exact,1306795.0,49370.62031624837,478548.6000674432,1054811.1657565043,10785869.048489932,8099.721728987101,34630.07667806219,2963.0732,7474.7470243475655,663.8927,3935.0835715528447,1.804,1702.8711727127286,477.50350000000003,562.2349,12205.9951289871,48305.01334667533,1165484.313379552,11799605.749314738,52523.439325137486,517240.45553767623,37164.62518726127,430243.5867207679,0.0,2467.9609720427957,1890.3641,13564.2881,49370.62031624837,478548.6000674432,0.0,295.5549,0.0,219.6171,0.0,0.0,0.0,566.7421544445556,561.6200370262974,5389.644796520348,0.0,0.0,0.2813718628137187,2016.98888830117,700.5535,14171.058558924107,1581.0106486451355,81117.23380654935,2892749651.798686,52806670892.3766,123975.46877931207,1175698.1149968703,1890.3641,14079.4601,69105.869,642463.1218,894822.5790476843,10203646.673472833,455029.4474892994,7298955.3769328445,42416.5243352843,454021.2524052342,10675.333280916077,54031.74256756515,11310.471612078125,212049.88992579593,21891.494795510782,323596.94626113836,54104.44997378262,598357.6893442256,True,0.09893886314142289,0.08362561014037924,0.07279454660555754,0.08759475695387842,1.0694993091737508,1390000.0,1252474.9802334222,137525.0197665778,551098.2507015868,509842.79776927654,5,282.92661513740046,334.9344494131314,48705000.0,2750000.0,11618000.0,3435000.0,0.06915490195092266
101,Minneapolis-St. Paul MN-WI,MN,Lrg,2905,1344,33925.0,26406.0,24.01,80.15999999999998,3.31,3.8199999999999994,38368,133874,73,1.29,3710,1598,7864,9221,588,57628,"Minneapolis--St. Paul, MN",exact,2914866.0,56639.51604124778,1111128.0134418346,1230525.152125849,25281289.899810657,10106.56249439847,72379.45609537106,1966.9008792079208,18356.788644710672,343.0,7416.355949296801,154.5195,3630.8759613124075,0.0,1259.4457707090187,12570.98287360639,103042.92242139997,1337971.3771258488,28239935.13923128,63693.73434124778,1223602.6338502597,44068.53316764139,1008085.0910204345,138.0,11697.377708869652,2071.7086,27999.258805176516,56639.51604124778,1111128.0134418346,0.0,118.56804319568045,0.0,0.0,0.0,3844.4782,0.0,564.6813999999999,1023.9195,19765.202242242987,0.0,503.0,0.0,9181.048313112307,3820.5902,38801.005695827924,7887.252921721761,277849.9478994996,4615592741.785353,150310880707.3264,132803.7787422081,2805762.295539334,2071.7086,32465.305048372196,48011.258,1443941.9045686766,1050734.5883689153,24250394.15915,702083.1989812795,17874124.53150024,49888.95129124326,1062841.0019304454,9968.234505652525,126431.91255556418,22202.355279231306,506961.20915175584,32880.25944589797,759411.0126293408,71580.98726296955,1501452.5817497591,True,0.04687490716288241,0.04307433493182959,0.03728173387293166,0.041227205883079834,0.9885773967870541,2905000.0,2768828.3946918263,136171.6053081734,1207283.1221719587,1096352.7231326702,5,282.92661513740046,334.9344494131314,126010000.0,7864000.0,29147000.0,9221000.0,0.07588418976451199
101,Nashville-Davidson TN,TN,Lrg,1225,594,23423.0,15940.0,24.01,80.15999999999998,3.27,3.83,20112,67399,83,1.27,1844,1882,3395,4475,256,61273,"Nashville-Davidson, TN",exact,1158642.0,32205.65208289171,486752.8302581642,917253.1538215278,12917787.732114818,4213.234270812918,41708.12838982102,1841.5371921807819,7223.351384411559,750.5698941305869,6153.564696470353,190.6022,2587.158888421158,0.0,537.3298,6995.9435571242875,58209.53315912409,939903.6094148086,13568171.659673823,33393.86918612139,514033.6314320168,25209.708525767423,428543.2970990401,0.0,1733.8064207679233,283.8438,6897.107278292171,32205.65208289171,486752.8302581642,0.0,74.74831151884811,0.0,0.0,0.0,230.18920351964803,78.5396,384.9402299870013,335.29150415958406,7795.417693380662,0.0,0.0,247.062699070093,2153.1454463353666,243.4795,8011.446590050995,3570.2281597040296,115054.0466421058,2186294334.6216555,63098145594.47514,76440.79044361564,1138101.9498656634,283.8438,7202.044793330667,7426.9710000000005,249212.86754319567,798040.4591630887,12092482.752420068,514550.2403633087,8897546.58035872,28481.536604503548,456450.76027021196,5625.921377962203,62540.12426003583,9833.715185221477,204001.29618409893,17048.04249603773,326988.59994057013,36964.097345825416,629087.6780741226,True,0.06527964971592656,0.06421253465702692,0.05574287595918161,0.057548350361420364,1.0086100384479333,1225000.0,1145032.42909799,79967.57090201003,517206.2964644791,489735.1972140821,5,282.92661513740046,334.9344494131314,64004000.0,3395000.0,15637000.0,4475000.0,0.06524073543123454
101,New Haven CT,CT,Med,565,251,7992.0,4011.0,24.01,80.15999999999998,3.53,4.219999999999999,5837,19998,56,1.2,564,1242,1335,1587,101,62407,"New Haven, CT",exact,564323.0,5227.3652,217657.34100000001,116523.939,5253573.3865,688.2656000000001,16255.8166,0.0,2774.9202,0.0,596.1317,246.40720000000002,330.9648,0.0,0.0,934.6728,19957.833300000002,148562.9076,5979319.928300001,6404.919800000001,244715.3731,4292.6924,197699.50770000002,0.0,1267.2763000000002,60.8525,6419.833600000001,5227.3652,217657.34100000001,99.76,2369.6811,0.0,90.3425,0.0,259.108,0.0,58.6588,309.5536,2421.5525,82.006,547.5486999999999,157.6208,1234.4366,467.7617,12389.594,794.381,31556.727600000002,503622391.705772,28904690523.306904,14385.1123,555468.9065,242.6185,9686.5139,20633.65,463158.48010000004,108101.73240000001,5030597.182533333,76936.3192,3647854.1377,4843.72744,208259.06392833334,1190.0042,20493.813216666666,1872.75448,103535.73503666667,3171.04412,154721.41418666666,7199.300800000001,276272.1007,True,0.026182739797488044,0.02181950681372294,0.01882899541440526,0.022968047186908626,0.9914819960202761,565000.0,550206.7520144192,14793.247985580745,242394.6084914722,215610.49691519502,3,303.794226077386,360.5279398245528,18663000.0,1335000.0,4250000.0,1587000.0,0.0860242491726207
101,New Orleans LA,LA,Med,990,499,6323.0,10905.0,24.01,80.15999999999998,3.18,3.7400000000000007,18576,50273,68,1.29,1627,1527,7655,10693,578,62677,"New Orleans, LA",exact,914531.0,8277.4153,330339.4977,216632.9491,8095690.5594,653.1418,34204.486000000004,0.0,6312.4293,402.0,1551.9515999999999,0.0,2076.3815999999997,0.0,0.0,1055.1417999999999,44145.2485,235452.9251,8972537.47,8794.6649,368264.7517,7222.273499999999,286194.2492,49.0,2432.7834000000003,347.2496,9589.6384,8277.4153,330339.4977,0.0,356.0,0.0,102.3717,0.0,607.1151,0.0,353.5325,20.0,5555.6669,0.0,0.0,0.0,3272.9840999999997,101.0,15655.161900000001,352.3961,39141.654,573168108.1502845,34395075438.398926,17034.432,859513.3725,347.2496,10655.1252,16064.975999999999,408622.0512,198584.22965,7494242.759775001,126699.37365,5243756.105675,7649.3444,309812.9741166667,1305.9301,44606.77825333334,3209.328,148549.373535,5363.0797,225645.24667999998,9147.061,407406.4057,True,0.020156610288379,0.026774676959571204,0.023121078587316532,0.017668376291733918,1.1294306995209638,990000.0,970044.9558145048,19955.04418549521,415559.9400868339,372747.73018450727,3,303.794226077386,360.5279398245528,42618000.0,7655000.0,7883000.0,10693000.0,0.19116147263506664
101,New York-Newark NY-NJ-CT,NY,Vlg,18990,5612,127319.0,107154.0,24.01,80.15999999999998,3.56,4.4,245126,893093,99,1.44,24180,2662,39490,42365,2963,63217,"New York--Jersey City--Newark, NY--NJ",first_city,19426449.0,129474.68296721073,4640976.241864149,3637600.02998471,144376269.64375743,21796.37541412475,431112.16882868204,5542.8327,81238.07777086977,2479.6392,44501.3999544428,631.8099088091191,26029.948830543268,1386.0291432343233,13737.451628417159,31836.68636616819,596619.0470129551,10952834.497056885,292147043.25036263,306045.0621649476,7950398.682798569,97637.99660104254,4044357.1948511945,6365.2335,80664.1580494379,32537.6967,624114.2173007749,129474.68296721073,4640976.241864149,4347.272487668767,266096.5266993909,354.0,28747.07721139886,464.0,25433.416850999227,1058.0,8120.91667620762,8614.6671,121024.54235494764,88768.556,1577942.6646421917,4380.8227,86216.88182835624,29680.13071006812,491062.03932071436,20551.294401493695,1179901.0952259672,19632000377.721535,1044396231320.0619,652537.9740333167,18620081.84374975,126471.52518766877,2522333.902704756,6447030.403360127,132195822.2583387,3267186.864150493,135321502.30463037,2235247.712849101,97543755.3037728,116738.95507699545,4399090.779583283,13451.910292324672,478630.90022624657,52749.61678499089,2053712.9202226247,79401.2642744211,3188072.202494022,326596.3565664413,9130299.778024536,True,0.035118057404986996,0.024451845093506574,0.021108339214032372,0.030841039237099,0.9853356824108421,18990000.0,18323108.089879297,666891.910120703,7822591.469002703,4568172.768295427,4,261.4965547607672,364.7870800038054,853603000.0,39490000.0,202761000.0,42365000.0,0.05737921725622785
101,Oklahoma City OK,OK,Lrg,1015,527,12331.0,10433.0,24.01,80.15999999999998,3.23,3.61,14394,46367,64,1.23,1288,1132,2734,3745,206,65080,"Oklahoma City, OK",exact,982276.0,61517.704365883415,366168.29414572543,1160353.215050865,8244127.822454615,10119.94037149285,26874.799667163286,4333.853258724128,5972.61260259974,992.0103860313968,2083.031293110689,229.66549999999998,1321.1643000000001,0.0,619.9892390660934,15675.469516248375,36871.597101939806,1243449.1760652235,8587951.755594961,64083.957593570645,382255.71335796424,45842.23484963504,329296.6970437856,4.725027497250275,1420.0234692830718,425.6361,1428.1981,61517.704365883415,366168.29414572543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.5094,626.5415,5004.5846194180585,0.0,0.0,358.2668,1571.8674,1151.083800189981,6352.236223537646,4889.698789951005,50125.25159674033,3290146112.0106463,37819957773.02425,155689.4918312769,868136.598090201,425.6361,1428.1981,28101.249,99677.22140000001,998500.1675907492,7873251.707298828,679439.0693469145,5873776.235899253,52999.02528479735,347460.2824543467,8040.0272310068995,36421.410702855195,23650.183113009534,166678.47357988913,34798.270229317066,252728.29816451916,68973.65638352165,432380.96495470457,True,0.15772428134438693,0.1167358375642488,0.10209416041507804,0.14069239270438164,0.9913793074738358,1015000.0,854909.8544354474,160090.14556455275,376596.5860842986,360742.51108167804,3,303.794226077386,360.5279398245528,43633000.0,2734000.0,10649000.0,3745000.0,0.07616642726524081
101,Omaha NE-IA,NE,Med,815,397,8349.0,8589.0,24.01,80.15999999999998,3.41,3.7400000000000007,7867,28132,52,1.2,739,1160,787,1080,59,65269,"Omaha, NE--IA",exact,819508.0,32490.0441,333245.21869999997,714217.6153,7235664.7182,6708.2175,22211.6466,946.0485000000001,3639.2436,813.0,3087.2675,279.78999999999996,665.1784,537.0,178.67669999999998,9284.056,29782.0128,727156.1728000001,7600168.5651,33091.9253,351250.548,23205.988100000002,303463.2059,0.0,892.8137999999999,172.0,2364.4658,32490.0441,333245.21869999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.7672,140.0,2288.1328,0.0,0.0,69.0,2992.4566,220.88119999999998,9302.6931,2622.8979,51781.508200000004,1497678172.7727077,36204241838.11945,85625.18950000001,762455.8987,172.0,2364.4658,7320.0,73139.1286,583049.9319047618,6924441.4992619045,334305.5335047619,5046950.010175,27280.368635714283,319857.3265978572,4362.41565,34330.973679761904,8131.6456,154069.39881333333,16030.346635714286,236028.20508833334,35714.8232,403032.0562,True,0.10471999563095132,0.08055200453781375,0.07008858210358435,0.09278129098214703,0.9609930127433775,815000.0,729653.2035607747,85346.79643922532,336366.0977729913,319084.6228003289,3,303.794226077386,360.5279398245528,27345000.0,787000.0,6787000.0,1080000.0,0.03648721324852104
101,Orlando FL,FL,Lrg,1815,847,18218.0,19611.0,24.01,80.15999999999998,3.64,3.95,23878,77989,68,1.23,2130,1589,3659,4416,275,65863,"Orlando, FL",exact,1853896.0,26637.19245868587,777284.5995788779,826707.8248981498,21317291.664261945,5842.51378849885,63810.82588894889,663.210600760076,14548.964224782478,319.908,4350.4782000000005,9.1584,2597.7343517251725,0.0,717.0183,6834.7907892589255,86025.02096545654,879522.5795179118,22870361.833520204,28962.90973562356,824501.1136465047,19802.40166942694,691259.5786134213,0.0,3990.966668766877,570.5967155815581,9325.343031363136,26637.19245868587,777284.5995788779,0.0,346.48440000000005,0.0,0.0,0.0,0.0,0.0,819.5534,237.58556135613563,13815.461593749375,0.0,86.556,623.3708,8313.4084,894.1642,10518.740573747375,2865.2281778377837,175930.66396161617,1577662923.147588,83047290909.24432,58749.31593944394,1919254.3095023702,570.5967155815581,9758.383431363136,18465.803779077905,565549.9723871687,714756.9046147565,20273812.503428753,415487.78160085506,13941289.075995928,23649.908243929727,738832.8048359065,3906.6247919841985,88255.94462498822,10088.73222287262,341874.7245148587,15615.658591699503,505877.5605755772,31828.137913461345,1000431.7776081208,True,0.030806416264763898,0.03532164896154632,0.030538351051084094,0.027039795886665993,0.9175918469788421,1815000.0,1759086.3544794535,55913.64552054647,755566.6810465584,712320.5946844158,5,282.92661513740046,334.9344494131314,74330000.0,3659000.0,19462000.0,4416000.0,0.0608314574612052
101,Oxnard CA,CA,Sml,380,180,2128.0,2771.0,24.01,80.15999999999998,5.46,5.45,2470,9720,40,1.22,260,1286,276,340,21,66673,"Oxnard--San Buenaventura (Ventura), CA",first_city,376117.0,89654.96122739726,64910.65992436757,2393831.4193857615,1750543.981928307,11696.833245055495,5419.674467053294,1305.3924174582542,657.4281675232477,2267.4709386661334,114.5824,751.3827443655634,56.8746,666.9059685231477,134.703,16687.985314068595,6383.262634576543,2497201.8319368865,1835761.8827918808,93549.70677652235,69348.1273789621,72966.97591332867,58527.39728979102,383.2816,1368.6253770822918,1102.769,288.527695530447,89654.96122739726,64910.65992436757,241.0,66.493,0.0,0.0,0.0,0.0,25.051000000000002,352.4096,1005.0709648635136,708.9767186881312,0.0,0.0,0.0,0.0,1137.5729842615738,1652.4350632936707,5194.248905189481,13198.573245475452,6045930057.733323,10003905885.106056,205259.74195948406,164629.70616616338,1343.769,355.020695530447,70315.76,18358.154388261173,2100704.464930548,1660610.578115651,1309645.2924116028,1154454.4035781156,80065.28065063922,61868.05065153971,15691.634516854981,6903.153946111103,31156.949896540962,30054.009393513985,52028.06841284434,45002.32206222245,98743.95568171183,82546.70062443757,True,0.575568854079577,0.5792828833148319,0.54224189504181,0.5424766130876225,1.027333982965954,380000.0,161283.83544976072,218716.16455023928,67667.84030827171,63257.95209808254,2,293.6911726184126,351.3603531069761,9444000.0,276000.0,2130000.0,340000.0,0.037029881504379185
101,Pensacola FL-AL,FL,Sml,385,176,2069.0,6027.0,24.01,80.15999999999998,3.64,3.95,2985,8901,37,1.11,241,751,354,487,27,68482,"Pensacola, FL--AL",exact,390172.0,4317.2021,153226.4769,118367.9409,3821345.2557,586.5462,15237.201799999999,63.7632,3102.3276,91.99080000000001,394.9232,0.0,1468.6212,0.0,328.3299,742.3002,20531.4037,154494.5478,4016834.4967,5960.7035,164929.4778,3574.9019,132695.0732,0.0,443.2155,88.5339,1264.3186,4317.2021,153226.4769,0.0,0.0,0.0,0.0,0.0,0.0,22.0416,522.0307,262.6622,2472.1542,0.0,124.5312,0.0,1738.6506,1270.2637,5138.1001,1192.5982000000001,22048.6042,659630872.2673144,14920977793.35136,11632.3282,397492.4219,88.5339,1388.8498,1328.0085,24097.3153,106578.0519,3553105.143552381,67311.4731,2405915.6663357145,3934.4687000000004,144045.07606571427,581.7245,23122.252698333334,1177.2947,59463.970433333336,2470.22145,97992.02253404762,7153.301699999999,186978.082,True,0.029490106609144515,0.030205757703508213,0.026096517962009444,0.02588013040152316,0.9410332665180894,385000.0,373646.30895547936,11353.691044520638,154995.42285397716,144040.05367895134,2,293.6911726184126,351.3603531069761,8547000.0,354000.0,2498000.0,487000.0,0.05168094462255392
101,Philadelphia PA-NJ-DE-MD,PA,Vlg,5645,2201,46509.0,54106.0,24.01,80.15999999999998,3.75,4.509999999999999,63077,219156,70,1.27,5984,1895,10302,11460,776,69076,"Philadelphia, PA--NJ--DE--MD",exact,5696125.0,53709.63198970582,2003164.989056968,1363395.1060922071,56920083.300109565,9866.382136446355,171613.80967279142,2108.4542416058393,27710.55508224038,351.7179764923508,12679.43848748407,346.005599440056,5026.869180741925,117.68457720227977,3656.4547775577557,12790.244531186881,220687.12720081556,1665998.413703976,70907862.48464085,63255.95010710408,2386188.5187323038,40919.38745851894,1782477.8618561523,1453.9076,15233.933091455643,2990.237888431157,118007.34304978978,53709.63198970582,2003164.989056968,503.0,45900.93577523657,277.79519999999997,131.76153782621736,177.33120000000002,10571.774833043304,0.0,751.9137127424422,576.2253,28609.106036283956,776.0,54948.60691264729,974.5075999999999,12541.11211709829,1817.3133289671034,96327.04260921235,4253.583214586347,437078.5106344029,3752602590.328713,285644091629.6972,134125.11694334273,5632170.255576847,4724.364288431157,229560.42210854316,235660.49346693332,11056704.417491488,1215253.4002373994,53861856.07195254,851679.6643455403,39151340.23089747,47689.72708853253,1895418.0750742934,8381.075770674766,213604.5255243713,20309.54985417736,911264.0282680793,33021.51495950193,1385980.425687179,67509.53332169043,2823267.0293667065,True,0.02412563079029999,0.022885539435603033,0.01975187129500404,0.021158020564316794,0.9789647659920034,5645000.0,5508810.814188757,136189.18581124346,2333690.4270979036,1959071.6055663992,4,261.4965547607672,364.7870800038054,208854000.0,10302000.0,51617000.0,11460000.0,0.06094738575826073
