name,ua,ua_name,match,pop_k,s,phi_commute_route,passenger_delay_ph,truck_delay_ph,delay_per_auto_commuter,cost_musd,other_commuters,other_persons,A1_bn,A1_hours_per_other_commuter,A1_usd_per_other_commuter,A1_umr_eq_a4_hours,A1_fill-in_bn,A1_fill-in_hours_per_other_commuter,A1_fill-in_usd_per_other_commuter,A1_fill-in_umr_eq_a4_hours,A2_bn,A2_hours_per_other_commuter,A2_usd_per_other_commuter,B1_bn,B1_hours_per_other_commuter,B1_usd_per_other_commuter,B2_bn,B2_hours_per_other_commuter,B2_usd_per_other_commuter,B3_bn,B3_hours_per_other_commuter,B3_usd_per_other_commuter,A1_cumulative_share,A1_fill-in_cumulative_share,A2_cumulative_share,B1_cumulative_share,B2_cumulative_share,B3_cumulative_share
Atlanta GA,03817,"Atlanta, GA",exact,5275,0.06552294586034979,0.05540889739823338,250802000.0,10426000.0,87,7003,2027302.9766271638,4929366.460586655,1.158059319467603,24.696752439899534,571.231499592761,18.859872072837675,0.5436593717346955,11.594068804785469,268.1687828620391,8.858502519282967,0.07520338593691431,1.602716455009708,37.09528709025557,0.22858834615284668,4.871619797943033,112.75490086496616,0.1373760176488561,2.9277246132803545,67.76294378919593,0.10309482831447672,2.1971321597756277,50.85319239554229,0.5873675853358529,0.6133679837286992,0.4457953393201817,0.4682889576619568,0.4566296653280131,0.45160234779110436
San Jose CA,79039,"San Jose, CA",exact,1910,0.1903484843296938,0.16153635986216597,115390000.0,2948000.0,94,3138,685982.3298455459,1546434.3949302847,1.1138974835257762,70.27128962845592,1623.7990908258214,56.83206575990653,0.5862566750641813,36.98454099821228,854.623580750515,29.951391403564088,0.07775326722051212,4.893641086048873,113.34587472248572,0.23985895655198414,15.0962613739522,349.65763127745606,0.14464405881547973,9.103618849415584,210.85682899156808,0.10868893925897742,6.84067278161252,158.44276817370726,0.605793102950993,0.6306649977832491,0.456454781054964,0.48080592121507654,0.4687951316200638,0.4636190184450116
Seattle WA,80389,"Seattle--Tacoma, WA",first_city,3555,0.08062034507538965,0.07692837564714877,175790000.0,8089000.0,87,5016,1406489.738995782,3268394.67325699,1.0641500249081717,32.017734812379835,756.5999206421249,26.910668081573107,0.5112369977955843,15.381897671369416,363.48434234621703,12.937958539813074,0.07605769044876708,2.2889614145350774,54.07624978698488,0.20741060029997527,6.242036252362918,147.46684213143575,0.12469732674959436,3.7527746075560873,88.65853997529115,0.09359370996424812,2.81670912549809,66.5441825626634,0.6233957237658229,0.645748618852652,0.46688177079832055,0.4916295775913304,0.4792829535029954,0.47396675755798473
Las Vegas-Henderson NV,47995,"Las Vegas--Henderson--Paradise, NV",first_city,2215,0.23910392352848006,0.22611853977130505,72677000.0,5835000.0,57,2275,709029.893088102,1685384.8093844166,0.8931982380410955,48.581269019184504,1259.7469397952582,37.47230419920292,0.49932072806932626,27.15809343817071,704.2308553375508,20.981828472674003,0.13435640798614598,7.308871423141055,189.49329117982793,0.3772790601173282,20.523651847892452,532.105999754299,0.22785034529961476,12.394860077569913,321.35506206549,0.1713073361699344,9.318969691687178,241.60805889836897,0.6381705483006137,0.6604806603261204,0.4853011164260904,0.5113177656528857,0.49844658675606013,0.49290653057800926
Sacramento CA,77068,"Sacramento, CA",exact,1935,0.1847643179968827,0.16223731659077137,85423000.0,3325000.0,72,2420,612483.9882290105,1577481.044676032,0.8491031580323215,58.10726531448683,1386.3271111584356,43.8235742449599,0.4466996784424957,30.56928099836654,729.3246632195595,23.087609919474527,0.08163109108952474,5.575561671003414,133.27873488670286,0.2443955930446012,16.692692489522383,399.02364427724535,0.1473556747171008,10.06467806557279,240.5869827604438,0.11071969161872669,7.562369442516348,180.7715691292947,0.6522159747664987,0.6736601616347186,0.49649218132047906,0.5240714721421381,0.5108401168353021,0.5051477216150679
Austin TX,04384,"Austin, TX",exact,1750,0.2260001708017153,0.21305071983605275,69572000.0,3401000.0,64,1980,579867.1100130852,1354499.7010969983,0.7798065596468187,56.43799743995288,1344.8021903315428,43.991290444428465,0.43222634381197705,31.282047217511245,745.3886180960039,24.422169485829702,0.09487773974884113,6.866808938221974,163.6197985891977,0.2615171587067632,18.92739400896141,450.99498521456377,0.15787403676672787,11.426187529896263,272.25899527766853,0.11867810851221275,8.589368786189846,204.66432129515792,0.6651151326456375,0.6864126392808692,0.509499271246519,0.5377186621037043,0.5241183066787279,0.5182687968002977
Miami FL,56602,"Miami--Fort Lauderdale, FL",first_city,6105,0.024614375720151835,0.021026351094534913,324430000.0,13153000.0,93,9086,2554959.9439310622,5954729.2362284735,0.7076876930948494,11.944971682130548,276.9858270286621,9.372595123253888,0.3202189445972893,5.404935260042805,125.33227589650595,4.241822400083324,0.03823918723876036,0.6452961108332731,14.966648432039813,0.10202516673446485,1.7217009056649786,39.93219814534113,0.061251711398964355,1.033638369477936,23.973648410597956,0.0459490861398277,0.7754026359723196,17.984268696256123,0.6768213374337689,0.6958604320665566,0.5147416025713365,0.5430428130625596,0.5292699571264322,0.5233489368656514
San Antonio TX,78580,"San Antonio, TX",exact,2070,0.5008224844437937,0.46913999145673296,58575000.0,3369000.0,48,1701,429517.0681410139,1033297.457201347,0.7021458651445883,63.992539814492005,1634.7333254613952,49.16613326815964,0.500039300862289,45.57246696346393,1164.189593271581,35.089831513946,0.22347382678739083,20.270337603714307,520.2909112660049,0.5678516801919109,51.50735292718363,1322.070116211262,0.3463758030882229,31.418240638245987,806.4308237792892,0.2613994699778259,23.710407532080097,608.5892491052449,0.6884358721624669,0.7106136744307403,0.545378337477064,0.5726759728441062,0.5584023196400373,0.5522493140451995
Portland OR-WA,71317,"Portland, OR--WA",exact,2085,0.10990368736695413,0.10438824048924701,81198000.0,4793000.0,72,2396,770129.8861577343,1855850.8118399007,0.6248417008067984,33.46591581939342,811.3458678044618,26.638368963747617,0.30900976902595156,16.550254999231544,401.24370522437,13.186175657283602,0.06033341173119093,3.2323443982985083,78.3418652043244,0.1670263777472649,8.94838798251407,216.88078952574935,0.10049571966739647,5.384027973872285,130.49190983715883,0.07545071135081512,4.042249181416065,97.97141067625269,0.6987716812788033,0.7197307498435703,0.5536496360346582,0.5813921913782222,0.5668546356226019,0.5605911596376513
Washington DC-VA-MD,92242,"Washington--Arlington, DC--VA--MD",first_city,5090,0.02532901556063996,0.02165933751842309,223269000.0,8647000.0,90,6198,2121516.8244690658,4961075.310796343,0.49114155877178417,10.06147216435226,231.5049087082767,8.77839967682054,0.22234490968800574,4.554933387187802,104.8046883831101,3.974999818185352,0.03218093007603968,0.6591204865048762,15.168830953812176,0.08681840196297458,1.7781893563734408,40.92279682236406,0.05212311177216213,1.0675704744467556,24.568794916442176,0.03910135877507697,0.8008627021634586,18.430850193640364,0.7068958916092125,0.726290850890454,0.558061421691765,0.5859227821417784,0.5712385139823065,0.5649142136091395
Detroit MI,23824,"Detroit, MI",exact,3770,0.03689130423452979,0.029276782794698815,167323000.0,6720000.0,68,4674,1491600.7445227173,3630919.7830358227,0.4688334835054113,13.581210298422114,314.31566739759757,10.23325219546462,0.21401337382869837,6.199558371709589,143.47899370161443,4.6725811366993195,0.03330953716823116,0.9643515718651181,22.331402884147494,0.10128063329805635,2.9321973892098323,67.90063203572893,0.06082319305927468,1.7609053388021558,40.77712704463479,0.04563282372305869,1.3211256903307,30.593189156432267,0.7146510932652512,0.7326051369232252,0.5626279316707007,0.5912080798594558,0.576354123368527,0.5699593876390491
Minneapolis-St. Paul MN-WI,57628,"Minneapolis--St. Paul, MN",exact,2905,0.04687490716288241,0.03728173387293166,126010000.0,7864000.0,73,3710,1207283.1221719587,2768828.3946918263,0.45564366151814667,15.807704204811822,377.41243387750046,12.505900760786021,0.21014106165153573,7.290450389758195,174.06112766115885,5.76962133275933,0.033807860480974915,1.1718131547400177,28.003257777805253,0.10173421759671569,3.5262064138634623,84.26707516103686,0.061110849059402304,2.1181611556116504,50.618490341736106,0.04585293476412728,1.5893070834895608,37.98026653568693,0.7221881156893937,0.7388051736160727,0.5672627583713274,0.5965170477298604,0.5814939264160837,0.5750288971892593
Philadelphia PA-NJ-DE-MD,69076,"Philadelphia, PA--NJ--DE--MD",exact,5645,0.02412563079029999,0.01975187129500404,208854000.0,10302000.0,70,5984,2333690.4270979036,5508810.814188757,0.4550457192061376,8.293443461798649,194.98975267770055,6.9113081663183324,0.20580466006563466,3.750896255667976,88.18850078652729,3.1264290243009016,0.03526302138834017,0.6424657388165557,15.11041095206104,0.09379042669490346,1.7087910623672584,40.18974650872523,0.05630723592434079,1.0258755065387348,24.127979988486526,0.04223970752602676,0.7695757151449628,18.099961775373348,0.7297152472602344,0.7448772683982045,0.5720970776908665,0.6014114713921981,0.5862297156786759,0.5796989276203062
Tampa-St. Petersburg FL,86599,"Tampa--St. Petersburg, FL",exact,2825,0.04045971290921388,0.03589744375963052,107515000.0,4921000.0,64,3056,1072392.4842291877,2710701.3110314705,0.3613480636309369,14.373282812925085,336.95505045493303,10.819704141538892,0.16619582997381713,6.610744005860326,154.97668290101367,4.978084999476233,0.03051287179443326,1.2134361405666954,28.453082470421492,0.08410582735862634,3.34472124540698,78.42821410584557,0.05051350872771507,2.008821637307283,47.10356466552736,0.03789921029064119,1.5071761116235307,35.34080185006361,0.7356924805425595,0.749780737696102,0.5762801839535424,0.6058005073105827,0.5904782163965945,0.5838890718172299
Salt Lake City-West Valley City UT,78499,"Salt Lake City, UT",first_city,1165,0.1510371625116665,0.13454876595951198,37596000.0,3819000.0,58,1224,443283.97856586915,989041.7056739086,0.3611494917689105,31.256882347769135,814.7136130146557,24.63027046756356,0.1839389548366217,15.919587155095263,414.9460926418065,12.557170595913652,0.04447750813985775,3.8427505854486346,100.33637643244684,0.1344847442245368,11.6191610370284,303.3828216838052,0.0810077318050085,6.998874753520711,182.74455139815362,0.06084524401571697,5.256883913728832,137.2601920163369,0.7416664291515682,0.7552077030891016,0.5823777464544279,0.6128185510230523,0.5972914712149379,0.590616134048018
Kansas City MO-KS,43912,"Kansas City, MO--KS",exact,1650,0.08565338014197502,0.07134602436027755,59216000.0,4820000.0,58,1833,664750.9040151143,1508671.9227657414,0.36082325274874866,21.85166203892609,542.7946777798511,16.739308447399157,0.17251593052917477,10.44765981915392,259.51966291008205,8.007976942646296,0.034829482082173964,2.1058728274005825,52.394787087618695,0.10737691894389707,6.492262370151034,161.52955685405982,0.0645645592503973,3.903725889972235,97.12594426036208,0.04846242335898169,2.9301526867634884,72.9031326866459,0.7476349812829821,0.7602976416807095,0.5871526304969809,0.6184219814731291,0.6027217528017109,0.5959741491741708
Tucson AZ,88732,"Tucson, AZ",exact,880,0.32440308808212,0.31829525462847963,26140000.0,1792000.0,50,793,227254.4068397817,594525.2824877343,0.34374157161972246,58.75412760097861,1512.5848444473345,44.81869131737939,0.21110079815363644,36.08228164737044,928.9183918992875,27.58439371503937,0.07772507585738671,13.325807851676748,342.0179038032219,0.2015867323432041,34.561639612702045,887.0531275784069,0.12208858077095659,20.931841497624816,537.2330616982541,0.0918888482881706,15.754158133557686,404.3435265611981,0.753320977056029,0.7665259945982953,0.5978082073884787,0.6289417211476638,0.612990162898721,0.6061333984425326
Oklahoma City OK,65080,"Oklahoma City, OK",exact,1015,0.15772428134438693,0.10209416041507804,43633000.0,2734000.0,64,1288,376596.5860842986,854909.8544354474,0.3291614816243635,36.22919711031613,874.0426594060598,27.605322308975005,0.16239089457539468,17.87356341624871,431.206496755243,13.630049304554161,0.029266780958934396,3.1955484883129768,77.71387750281737,0.12181478316637603,13.300576060882205,323.4622608583834,0.07338975377674024,8.013198208166136,194.8763119172632,0.055127258619050636,6.019173348518471,146.38278905351194,0.7587657965009011,0.77131720245191,0.6018204831107534,0.6352985869618211,0.619162698314723,0.6122282790752294
Nashville-Davidson TN,61273,"Nashville-Davidson, TN",exact,1225,0.06527964971592656,0.05574287595918161,64004000.0,3395000.0,83,1844,517206.2964644791,1145032.42909799,0.30572349083919825,25.032349847749284,591.1055084384395,19.38484392354225,0.14366344686914123,11.76302531492084,277.7681707496533,9.113427822715238,0.019602497722729196,1.6039086987562536,37.90073295071624,0.05842918223531589,4.780772071702598,112.97074810327393,0.03511429372837667,2.873109435249266,67.89223945727478,0.02635171462829396,2.1561407590653996,50.95010406568736,0.7638229167917107,0.7755558725861965,0.6045078516265875,0.6383476953002855,0.622116029133977,0.6151417298643611
Milwaukee WI,57466,"Milwaukee, WI",exact,1390,0.09893886314142289,0.07279454660555754,48705000.0,2750000.0,57,1416,551098.2507015868,1252474.9802334222,0.2861338629660702,21.813798467799423,519.2066253191725,17.057123047646144,0.1369064191861821,10.437241739917534,248.42470287628495,8.166407043804766,0.02800059549154874,2.128342069251952,50.808717784718084,0.09942481879917645,7.5573401516374386,180.41214733053798,0.05980398807799837,4.545737028123681,108.51783325725256,0.044895020669833995,3.4124974670764963,81.46464013028435,0.7685559955627315,0.7795951822564229,0.6083465419717135,0.6435361479270904,0.6271459170329415,0.6201053322425598
Fresno CA,31843,"Fresno, CA",exact,720,0.47050880614586293,0.42901770515118565,22205000.0,1129000.0,49,650,149156.52661139847,381233.65957497875,0.2794056635131185,73.09659565771634,1873.2379323974312,54.58460479360538,0.19217237322891656,50.27475349829138,1288.3939951859327,37.628333584664446,0.07822050378587657,20.296730175582972,524.4189145652779,0.2079603496479197,53.961747875955794,1394.24237324676,0.12667524728571125,32.86981276829318,849.2772670668425,0.09554802257566346,24.792891111229487,640.5889487129002,0.7731777799288614,0.785265067789535,0.6190700386475021,0.6543884927986604,0.6378000943528508,0.6306691405449671
Albuquerque NM,01171,"Albuquerque, NM",exact,770,0.32266280976353995,0.30941890913415293,22207000.0,956000.0,48,623,211529.32185901,521549.6364820742,0.2735684821765119,54.15628495574293,1293.2887023523515,40.74494779524673,0.16765677398675255,33.18963500871074,792.5935398143067,25.02178415596122,0.0628467317788427,12.449128260844994,297.10647784675325,0.16338540542542374,32.36454483025331,772.4007432611377,0.09894637345529186,19.6000024062521,467.7667029124326,0.07446936854935862,14.751422935364191,352.0522256436602,0.7777030086521866,0.7902116410215956,0.6276858962129233,0.6629147083472487,0.6461221006685516,0.6389024886829026
Concord CA,19504,"Concord--Walnut Creek, CA",first_city,677,0.10196596178633047,0.09363734642529381,37468000.0,1145000.0,79,1032,218009.13526588166,607969.0438706543,0.25600054026418173,50.65197751840121,1174.2651974283838,39.38921920794174,0.12517819355977342,24.76760975646936,574.1878357854472,19.279604706594895,0.018163331828285566,3.5930322378645636,83.31454462279187,0.05195106735971715,10.276851272642094,238.2976626018821,0.03125106117920489,6.182019430460387,143.34748468724223,0.023460967754332766,4.640999474641835,107.61460856087528,0.7819376375420848,0.793904919180159,0.6301759649168406,0.6656257583160929,0.648750509567471,0.6414963379250412
Charlotte NC-SC,15670,"Charlotte, NC--SC",exact,1530,0.05896782800814564,0.04565377706621578,56246000.0,2385000.0,64,1576,602414.1666447948,1439779.2231475373,0.22409682722646782,16.052154980949823,371.9979370249495,12.292701222306846,0.10411969313952159,7.458139159709533,172.837391456822,5.713849952560208,0.01985488886619488,1.4206392119566271,32.95886777825736,0.06496734764885723,4.648485427885087,107.84498646620362,0.039037254290165586,2.7931586293668142,64.80135503384231,0.02929394995182547,2.096014450401394,48.627591404400434,0.7856445316671066,0.7969768838539814,0.6328979345341372,0.6690160587424494,0.652033785804949,0.6447350828343495
Orlando FL,65863,"Orlando, FL",exact,1815,0.030806416264763898,0.030538351051084094,74330000.0,3659000.0,68,2130,755566.6810465584,1759086.3544794535,0.22326588048458146,12.550153387427141,295.49460833202585,9.621785276941564,0.10213485681610733,5.741173109262898,135.17649650013317,4.402787752300011,0.017388801320936568,0.9777014514581107,23.014251100711334,0.04153634656447545,2.3354195366795683,54.97376685131508,0.024940521416186075,1.402303904603694,33.00902758395884,0.018710657851132604,1.0520240585394849,24.763741335464797,0.7893376806997332,0.7999902875881295,0.6352818203969981,0.6711836198106332,0.6541314390032862,0.6468037368726345
Indianapolis IN,41212,"Indianapolis, IN",exact,1680,0.06237237735682064,0.04571374210290001,49356000.0,4279000.0,50,1538,702306.4793761862,1575214.4060405414,0.2205302620643843,12.675400750050752,314.00858249274194,9.715268247434844,0.10275985911480882,5.906319643311203,146.31768627007943,4.52868035547011,0.02455187444509594,1.4079661328880457,34.95891774614382,0.08058938901021923,4.62152617513051,114.74960202816528,0.048428352224097915,2.777200574057305,68.95615183148206,0.03634230861509694,2.0841072576942303,51.74707863634903,0.792985578543507,0.8030221314936301,0.6386477146479107,0.6753891515093859,0.6582045650714188,0.6508217497119144
Baltimore MD,04843,"Baltimore, MD",exact,2595,0.023874759099975017,0.01695557916349395,102328000.0,4974000.0,68,2915,1116489.4164609278,2533045.0001355647,0.19857351020130176,7.610973706990157,177.85525529721934,6.116169706862459,0.08953740150931427,3.431811221402212,80.19547717087354,2.758242686860051,0.014313302224928146,0.5482492449791524,12.819917514577755,0.04242636952854685,1.625077476581341,37.99979552249664,0.02547058326739929,0.9756119046525895,22.813098710900903,0.01910709134380069,0.7318680370447508,17.113544528139602,0.7962702791234322,0.8056638578196373,0.6406099705961559,0.6776031581435927,0.6603467997730438,0.6529342335156756
Murrieta-Temecula-Menifee CA,87004,"Temecula--Murrieta--Menifee, CA",any_city,550,0.33362929795260177,0.32894072444499517,15543000.0,666000.0,42,443,134611.14220344328,366503.886126069,0.19658362560397769,59.69927402874603,1460.381528498383,42.77564719576924,0.12289182494381827,37.32012341990078,912.9394709249765,26.800174334581747,0.049002679036735323,14.923036158349353,364.0313738863874,0.12215411846721964,37.20021767403875,907.4591929589542,0.07400528003847388,22.537205957555994,549.7708349181579,0.05570622959509547,16.964502652390166,413.8307474644587,0.799522064058747,0.8092896785798185,0.6473279031115694,0.6839777320627713,0.6665711047815913,0.6590931252941683
Stockton CA,85087,"Stockton, CA",exact,410,0.44372990442727184,0.4197415203860631,13899000.0,1341000.0,54,455,85782.33460584487,228070.73918481858,0.1946466743732189,78.87267176618978,2269.0764394276166,57.55037065993521,0.13051567565414993,52.8856185642713,1521.474977964252,38.67443703319094,0.04588706189870027,18.544999713713487,534.9243770240511,0.1242154018286199,50.20096070731017,1448.0300915027365,0.07557575234989182,30.543518100733394,881.0176675320096,0.05697994873306491,23.0281279563037,664.2387269462648,0.8027418089458978,0.8131404346942487,0.6536187058028871,0.6904598734002285,0.6729274962935432,0.6653928397128569
Reno NV-CA,74179,"Reno, NV--CA",exact,455,0.2128961157049607,0.20344851859936267,14674000.0,1611000.0,52,491,160032.71000619582,358132.2673542429,0.1794143339200538,41.28394090751735,1121.1103899515767,32.4039607170322,0.09769086348412431,22.478980898917168,610.443099291027,17.66816344562438,0.026898606223661903,6.195416727456738,168.08192664250015,0.07644524942415001,17.60723857135619,477.6851521241524,0.04613042179477027,10.624981252022916,288.25620582807284,0.034672251839965404,7.985880280999587,216.6572811184853,0.8057095883142369,0.8160227221129822,0.6573063209480463,0.6944491444893982,0.6768073520994305,0.6692262107442682
St. Louis MO-IL,77770,"St. Louis, MO--IL",exact,2160,0.029784263751776927,0.01724836217562527,72943000.0,6713000.0,56,2316,912556.9001387989,2095665.990296162,0.1789215954002119,7.830381183667213,196.0662347443739,6.0500794349976985,0.08104699679738019,3.546966279471998,88.81308857020645,2.7409463554704754,0.016389032771862204,0.7158517687633162,17.959463973555458,0.05096690977204506,2.2261687444641813,55.85066505364548,0.030602334688889392,1.3366704259045366,33.53471403726695,0.022957995775511834,1.0027755824234352,25.157878672573677,0.8086692170561393,0.8184139461319324,0.6595531453731299,0.6971088365067508,0.6793811990597863,0.6717644513047982
Colorado Springs CO,18856,"Colorado Springs, CO",exact,630,0.1283827865814022,0.1001146254387667,24346000.0,1015000.0,61,679,241447.52502277686,549118.8444537167,0.17420331556475027,31.14392490095411,721.4955529087196,24.006124191812106,0.08577474844333352,15.334733131749891,355.2521337099728,11.830045239272621,0.017615324283155227,3.141199418444831,72.95715407102844,0.05994026691095652,10.68866678441865,248.25380548134456,0.03608269398458257,6.4343372587627305,149.4432133076482,0.02709545894141047,4.831715755051045,112.22090157625112,0.8115507984467304,0.8209446585185972,0.6619680859865329,0.7002368003196264,0.6824159783724699,0.6747601306125113
Mission Viejo-Lake Forest-San Clem CA,57709,"Mission Viejo--Lake Forest--Laguna Niguel, CA",first_city,620,0.12718869106827632,0.1134321358318727,21395000.0,768000.0,51,603,197932.92475080513,541143.0115376686,0.17037618499913787,36.34423651643884,860.7773831141999,26.62337802652393,0.08509916997897986,18.153141881729947,429.9394357261105,13.312295617354474,0.02021128016957638,4.307752741373164,102.11176435159591,0.05969030261580838,12.722156269630874,301.5683352881167,0.03593104565636404,7.658201713496444,181.53142384775418,0.02698125066702848,5.7506776192002365,136.3151214028566,0.81436907341757,0.8234554385263401,0.6647389144166997,0.7033517198250602,0.6854380031161772,0.6777431830307858
