case_id,allocation,normalization,profile,education_split,school_response,net_cost_bn,se_cps_fiscal_keys_bn,se_production_term_bn,se_school_correction_bn,se_meps_donor_bn,se_combined_independent_bn,se_all_positive_correlation_bn,ci95_low_bn,ci95_high_bn,ci95_envelope_low_bn,ci95_envelope_high_bn
personal_8,personal,gdp,cbo_category_lag_non_school_fixed,national_school_share_high,0.63,150.5957106809076,10.00157084545934,1.124282551880874,1.1428869584821506,6.741772658416773,12.167708075510795,19.194117525310695,126.74700285290643,174.44441850890874,112.97524033129864,188.21618103051654
personal_8,personal,cash,cbo_category_lag_non_school_fixed,national_school_share_high,0.63,155.12768090369875,10.00157084545934,0.7373582935572889,1.1428869584821506,6.741772658416773,12.138072573825902,18.807193266987106,131.33705865899998,178.9183031483975,118.26558210040402,191.9897797069935
personal_9,personal,gdp,cbo_category_lag_non_school_full,national_school_share_high,0.63,177.50557198372138,10.00157084545924,1.124282551880874,1.4256233743320488,6.741772658416773,12.197513321018423,19.5222754773929,153.59844587452528,201.41269809291748,139.2419120480313,215.76923191941145
personal_9,personal,cash,cbo_category_lag_non_school_full,national_school_share_high,0.63,182.03754220651257,10.00157084545924,0.7373582935572889,1.4256233743320488,6.741772658416773,12.167950411348487,19.135351219069314,158.18835940026952,205.88672501275562,144.5322538171367,219.54283059588843
personal_10,personal,gdp,school_response_only,national_school_share_high,0.66,225.47916627533263,9.792387782969698,1.124282551880874,1.4800465628311987,6.741772658416773,12.033158610873638,19.376258675358294,201.8941753980203,249.06415715264495,187.50169927163037,263.45663327903486
personal_10,personal,cash,school_response_only,national_school_share_high,0.66,230.01113649812385,9.792387782969698,0.7373582935572889,1.4800465628311987,6.741772658416773,12.003190915379808,18.989334417034712,206.48488230397942,253.53739069226827,192.7920410407358,267.2302319555119
personal_11,personal,gdp,cbo_category_lag_non_school_fixed,national_school_share_high,0.66,155.77551905389947,10.001570845459323,1.124282551880874,1.1973101469813006,6.741772658416773,12.172940515711314,19.257283785765615,131.9165556431053,179.63448246469363,118.03124283379887,193.51979527400007
personal_11,personal,cash,cbo_category_lag_non_school_fixed,national_school_share_high,0.66,160.30748927669066,10.001570845459323,0.7373582935572889,1.1973101469813006,6.741772658416773,12.143317783689103,18.870359527442027,136.50658642066003,184.1083921327213,123.3215846029043,197.29339395047703
personal_12,personal,gdp,cbo_category_lag_non_school_full,national_school_share_high,0.66,182.68538035671327,10.001570845459222,1.124282551880874,1.4800465628311987,6.741772658416773,12.203993897045676,19.58544173784782,158.76555231850375,206.60520839492278,144.29791455053154,221.072846162895
personal_12,personal,cash,cbo_category_lag_non_school_full,national_school_share_high,0.66,187.21735057950443,10.001570845459222,0.7373582935572889,1.4800465628311987,6.741772658416773,12.174446724009352,19.198517479524234,163.3554350004461,211.07926615856275,149.5882563196369,224.84644483937194
personal_13,personal,gdp,education_fixed_diagnostic,no_education_response,0.0,41.81973484807803,10.001570845459753,1.124282551880874,0.0,6.741772658416773,12.113914693896035,17.8676260557574,18.0764620480418,65.56300764811425,6.799187778793531,76.84028191736252
personal_13,personal,cash,education_fixed_diagnostic,no_education_response,0.0,46.35170507086923,10.001570845459753,0.7373582935572889,0.0,6.741772658416773,12.08414726853344,17.480701797433817,22.666776424543688,70.03663371719477,12.089529547898948,80.61388059383951
personal_14,personal,gdp,education_full_diagnostic,full_education_response,1.0,241.38987525062137,10.001570845458996,1.124282551880874,2.096842699154899,6.741772658416773,12.294050533326041,20.30132602300356,217.29353620530233,265.4862142959404,201.59927624553438,281.18047425570836
personal_14,personal,cash,education_full_diagnostic,full_education_response,1.0,245.92184547341253,10.001570845458996,0.7373582935572889,2.096842699154899,6.741772658416773,12.264720319379007,19.91440176467998,221.88299364742969,269.9606972993954,206.88961801463978,284.9540729321853
shared_0,shared,gdp,proportional_reference,reference,1.0,269.8119124377106,9.762652929412173,1.124282551880874,1.9519521182036834,6.741772658416773,12.076217086743666,19.940761716349023,246.142526947693,293.4812979277282,230.7280194736665,308.89580540175467
shared_0,shared,cash,proportional_reference,reference,1.0,274.3438826605018,9.762652929412173,0.7373582935572889,1.9519521182036834,6.741772658416773,12.046356508205028,19.55383745802544,250.73302390441992,297.9547414165836,236.0183612427719,312.66940407823165
shared_1,shared,gdp,school_response_only,national_school_share_low,0.63,218.6336263432168,9.762652929412209,1.124282551880874,1.4353264295840462,6.741772658416773,12.003543810636215,19.328827509553072,195.10668047436982,242.16057221206378,180.74912442449278,256.51812826194083
shared_1,shared,cash,school_response_only,national_school_share_low,0.63,223.165596566008,9.762652929412209,0.7373582935572889,1.4353264295840462,6.741772658416773,11.97350199442406,18.941903251229483,199.69753265693683,246.63366047507915,186.0394661935982,260.2917269384178
shared_2,shared,gdp,cbo_category_lag_non_school_fixed,national_school_share_low,0.63,120.79407253233614,10.007115863904376,1.124282551880874,0.8796599562983017,6.741772658416773,12.150377746661258,18.91511310198979,96.97933214888008,144.6088129157922,83.72045085243616,157.86769421223613
shared_2,shared,cash,cbo_category_lag_non_school_fixed,national_school_share_low,0.63,125.32604275512736,10.007115863904367,0.7373582935572889,0.8796599562983017,6.741772658416773,12.120699871838047,18.5281888436662,101.56947100632479,149.08261450392993,89.01079262154161,161.6412928887131
shared_3,shared,gdp,cbo_category_lag_non_school_full,national_school_share_low,0.63,175.8398404245974,10.007115863904348,1.124282551880874,1.4353264295840462,6.741772658416773,12.203197929530942,19.57329044404521,151.92157248271675,199.75810836647807,137.4761911542688,214.20348969492602
shared_3,shared,cash,cbo_category_lag_non_school_full,national_school_share_low,0.63,180.3718106473886,10.007115863904348,0.7373582935572889,1.4353264295840462,6.741772658416773,12.173648824568673,19.186366185721624,156.511458951234,204.2321623435432,142.7665329233742,217.977088371403
shared_4,shared,gdp,school_response_only,national_school_share_low,0.66,222.7832171076352,9.762652929412207,1.124282551880874,1.4772149989315844,6.741772658416773,12.008624659280052,19.37844379659058,199.2463127754463,246.3201214398241,184.80146726631767,260.76496694895275
shared_4,shared,cash,school_response_only,national_school_share_low,0.66,227.3151873304264,9.762652929412207,0.7373582935572889,1.4772149989315844,6.741772658416773,11.978595585630348,18.991519538266996,203.8371399825909,250.79323467826188,190.0918090354231,264.5385656254297
shared_5,shared,gdp,cbo_category_lag_non_school_fixed,national_school_share_low,0.66,124.94366329675456,10.007115863904374,1.124282551880874,0.9215485256458399,6.741772658416773,12.153482193715773,18.964729389027305,101.12283819707164,148.76448839643749,87.77279369426105,162.11453289924808
shared_5,shared,cash,cbo_category_lag_non_school_fixed,national_school_share_low,0.66,129.47563351954574,10.007115863904364,0.7373582935572889,0.9215485256458399,6.741772658416773,12.123811918269768,18.57780513070371,105.71296215973699,153.23830487935447,93.06313546336648,165.888131575725
shared_6,shared,gdp,cbo_category_lag_non_school_full,national_school_share_low,0.66,179.98943118901582,10.007115863904348,1.124282551880874,1.4772149989315844,6.741772658416773,12.208195685723352,19.622906731082722,156.06136764499806,203.91749473303358,141.5285339960937,218.45032838193794
shared_6,shared,cash,cbo_category_lag_non_school_full,national_school_share_low,0.66,184.521401411807,10.007115863904348,0.7373582935572889,1.4772149989315844,6.741772658416773,12.178658706833367,19.235982472759137,160.6512303464136,208.3915724772004,146.8188757651991,222.22392705841492
shared_7,shared,gdp,school_response_only,national_school_share_high,0.63,207.9137864675979,9.762652929412214,1.124282551880874,1.3271136487299073,6.741772658416773,11.991085550985192,19.200651339308628,184.41125878766692,231.41631414752888,170.280509842553,245.54706309264282
shared_7,shared,cash,school_response_only,national_school_share_high,0.63,212.4457566903891,9.762652929412214,0.7373582935572889,1.3271136487299073,6.741772658416773,11.961012444089329,18.813727080985043,189.002172299974,235.88934108080417,175.5708516116584,249.32066176911977
shared_8,shared,gdp,cbo_category_lag_non_school_fixed,national_school_share_high,0.63,139.04677286109268,10.007115863904367,1.124282551880874,1.063914150725619,6.741772658416773,12.165105468838336,19.133359013487087,115.20316614216954,162.8903795800158,101.54538919465799,176.54815652752737
shared_8,shared,cash,cbo_category_lag_non_school_fixed,national_school_share_high,0.63,143.57874308388386,10.007115863904367,0.7373582935572889,1.063914150725619,6.741772658416773,12.135463611439587,18.7464347551635,119.79323440546227,167.36425176230546,106.83573096376341,180.32175520400432
shared_9,shared,gdp,cbo_category_lag_non_school_full,national_school_share_high,0.63,165.1200005489785,10.007115863904353,1.124282551880874,1.3271136487299073,6.741772658416773,12.190943703606013,19.44511427380077,141.22575088991073,189.0142502080463,127.007576572329,203.232424525628
shared_9,shared,cash,cbo_category_lag_non_school_full,national_school_share_high,0.63,169.6519707717697,10.007115863904353,0.7373582935572889,1.3271136487299073,6.741772658416773,12.161364823945751,19.05819001547718,145.81569571683602,193.48824582670338,132.2979183414344,207.00602320210498
shared_10,shared,gdp,school_response_only,national_school_share_high,0.66,212.9325534381476,9.762652929412212,1.124282551880874,1.377776227335889,6.741772658416773,11.996798297338023,19.26066028879839,189.41882877536509,236.44627810093013,175.18165927210276,250.68344760419245
shared_10,shared,cash,school_response_only,national_school_share_high,0.66,217.46452366093877,9.762652929412212,0.7373582935572889,1.377776227335889,6.741772658416773,11.96673954691195,18.873736030474806,194.00971414899135,240.91933317288618,180.47200104120816,254.45704628066937
shared_11,shared,gdp,cbo_category_lag_non_school_fixed,national_school_share_high,0.66,144.06553983164235,10.007115863904367,1.124282551880874,1.114576729331601,6.741772658416773,12.169640875285257,19.19336796297685,120.21304371608325,167.91803594720145,106.44653862420773,181.68454103907698
shared_11,shared,cash,cbo_category_lag_non_school_fixed,national_school_share_high,0.66,148.59751005443354,10.007115863904367,0.7373582935572889,1.114576729331601,6.741772658416773,12.140010091842084,18.806443704653265,124.80309027442306,172.39192983444403,111.73688039331314,185.45813971555395
shared_12,shared,gdp,cbo_category_lag_non_school_full,national_school_share_high,0.66,170.1387675195282,10.00711586390435,1.124282551880874,1.377776227335889,6.741772658416773,12.196562838786088,19.50512322329053,146.23350435550745,194.04403068354893,131.90872600187876,208.3688090371776
shared_12,shared,cash,cbo_category_lag_non_school_full,national_school_share_high,0.66,174.67073774231935,10.00711586390435,0.7373582935572889,1.377776227335889,6.741772658416773,12.166997619670667,19.118198964966943,150.82342240776484,198.51805307687385,137.19906777098413,212.14240771365456
shared_13,shared,gdp,education_fixed_diagnostic,no_education_response,0.0,33.652666479549424,10.007115863904426,1.124282551880874,0.0,6.741772658416773,12.11849321276566,17.873171074202073,9.90041978252873,57.40491317657012,-1.378748825886639,68.6840817849855
shared_13,shared,cash,education_fixed_diagnostic,no_education_response,0.0,38.184636702340626,10.007115863904428,0.7373582935572889,0.0,6.741772658416773,12.088737061598342,17.486246815878488,14.490712061607876,61.87856134307337,3.9115929432187926,72.45768046146246
shared_14,shared,gdp,education_full_diagnostic,full_education_response,1.0,227.0181265190912,10.007115863904318,1.124282551880874,1.9519521182036834,6.741772658416773,12.274689194419754,20.18522465084117,202.95973569802848,251.0765173401539,187.4550862034425,266.58116683473986
shared_14,shared,cash,education_full_diagnostic,full_education_response,1.0,231.5500967418824,10.007115863904318,0.7373582935572889,1.9519521182036834,6.741772658416773,12.245312605900226,19.798300392517582,207.54928403431796,255.55090944944686,192.74542797254796,270.3547655112169
