case_id,allocation,normalization,profile,direct_receipts_bn,transfers_bn,responsive_services_bn,production_term_bn,welfare_bn
shared_6,shared,gdp,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,263.3896808563819,13.32259791925651,-179.98943118901576
shared_6,shared,cash,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,263.3896808563819,8.790627696465311,-184.52140141180695
shared_7,shared,gdp,school_response_only,444.81375478345427,374.7361030353446,291.314036134964,13.32259791925651,-207.91378646759784
shared_7,shared,cash,school_response_only,444.81375478345427,374.7361030353446,291.314036134964,8.790627696465311,-212.44575669038903
shared_8,shared,gdp,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,222.44702252845877,13.32259791925651,-139.04677286109262
shared_8,shared,cash,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,222.44702252845877,8.790627696465311,-143.5787430838838
shared_9,shared,gdp,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,248.5202502163446,13.32259791925651,-165.12000054897845
shared_9,shared,cash,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,248.5202502163446,8.790627696465311,-169.65197077176964
shared_10,shared,gdp,school_response_only,444.81375478345427,374.7361030353446,296.3328031055137,13.32259791925651,-212.93255343814752
shared_10,shared,cash,school_response_only,444.81375478345427,374.7361030353446,296.3328031055137,8.790627696465311,-217.4645236609387
shared_11,shared,gdp,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,227.46578949900845,13.32259791925651,-144.0655398316423
shared_11,shared,cash,cbo_category_lag_non_school_fixed,444.81375478345427,374.7361030353446,227.46578949900845,8.790627696465311,-148.59751005443349
shared_12,shared,gdp,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,253.53901718689428,13.32259791925651,-170.13876751952813
shared_12,shared,cash,cbo_category_lag_non_school_full,444.81375478345427,374.7361030353446,253.53901718689428,8.790627696465311,-174.67073774231932
shared_13,shared,gdp,education_fixed_diagnostic,444.81375478345427,374.7361030353446,117.05291614691552,13.32259791925651,-33.65266647954937
shared_13,shared,cash,education_fixed_diagnostic,444.81375478345427,374.7361030353446,117.05291614691552,8.790627696465311,-38.18463670234057
shared_14,shared,gdp,education_full_diagnostic,444.81375478345427,374.7361030353446,310.4183761864573,13.32259791925651,-227.01812651909114
shared_14,shared,cash,education_full_diagnostic,444.81375478345427,374.7361030353446,310.4183761864573,8.790627696465311,-231.55009674188233
