lane,allocation,key,share_rebuilt,share_published,se_rebuilt,se_published,carries_cps_replicates
spending,personal,adults,0.1090921762606933,0.1090921762606927,0.0010808300555525893,,True
spending,personal,age5_24,0.1643964650084079,0.1643964650084089,0.001991254721707283,,True
spending,personal,age18_24,0.16471550851171804,0.1647155085117169,0.0030474502249067744,,True
spending,personal,medicaid_covered,0.19647486897309102,0.1964748689730911,0.004558985262663883,,True
spending,personal,medicare,0.058608595288675285,0.0586085952886749,0.001171406561931503,,True
spending,personal,medicaid,0.1237563100269537,0.123756310026951,0.001172160815931198,,True
spending,personal,va_medical,0.06378762948291652,0.0637876294829189,0.0009090623752957069,,True
spending,personal,tricare,0.09150883093264821,0.0915088309326496,0.0009255810195083154,,True
spending,personal,health_other,0.07754790664872573,0.0775479066487268,0.0008931995300967314,,True
spending,shared,social_security,0.04375254416175904,0.043752544161759,0.0014901688520916406,,True
spending,shared,ssi,0.08234046985606125,0.0823404698560612,0.008232446570885786,,True
spending,shared,cash_assistance,0.1766157948206155,0.1766157948206153,0.02160770673880047,,True
spending,shared,unemployment,0.11595860613153035,0.1159586061315306,0.01172742777855579,,True
spending,shared,veterans,0.06498085506873992,0.0649808550687399,0.0063407246055602095,,True
spending,shared,workers_comp,0.21897760090582372,0.2189776009058238,0.044820781089549934,,True
spending,shared,wages,0.08782377602322258,0.0878237760232233,0.0013996024732035384,,True
spending,shared,refundable_credits,0.2445746723418172,0.2445746723418171,0.006770115992172705,,True
spending,shared,all_cash,0.0491283870900171,0.0491283870900171,0.001541503409894733,,True
spending,shared,snap,0.14814983969377093,0.1481498396937705,0.007374615978410068,,True
spending,shared,energy,0.10707730444856596,0.1070773044485651,0.012907572847659454,,True
spending,shared,wic,0.22875920171485434,0.2287592017148547,0.012980872494807968,,True
spending,shared,housing_support,0.12640990712070327,0.1264099071207035,0.011487967673897145,,True
spending,shared,resources,0.08104060733729875,0.0810406073372979,0.0011554357109942836,,True
spending,shared,population,0.12145291772164984,0.1214529177216476,0.0011234465853476516,,True
spending,shared,age65plus,0.05143129089620316,0.0514312908962027,0.0013615274215601871,,True
spending,shared,working_age,0.12662127637832082,0.1266212763783211,0.0012293164416185406,,True
spending,shared,adults,0.1090921762606933,0.1090921762606927,0.0010808300555525893,,True
spending,shared,age5_24,0.1643964650084079,0.1643964650084089,0.001991254721707283,,True
spending,shared,age18_24,0.16471550851171804,0.1647155085117169,0.0030474502249067744,,True
spending,shared,medicaid_covered,0.19647486897309102,0.1964748689730911,0.004558985262663883,,True
spending,shared,medicare,0.058608595288675285,0.0586085952886749,0.001171406561931503,,True
spending,shared,medicaid,0.1237563100269537,0.123756310026951,0.001172160815931198,,True
spending,shared,va_medical,0.06378762948291652,0.0637876294829189,0.0009090623752957069,,True
spending,shared,tricare,0.09150883093264821,0.0915088309326496,0.0009255810195083154,,True
spending,shared,health_other,0.07754790664872573,0.0775479066487268,0.0008931995300967314,,True
spending,personal,school_operating,,0.1667992936708008,,,False
spending,personal,postsecondary,,0.1416966620354559,,,False
spending,personal,education_mix,,0.1650688153381513,,,False
spending,shared,school_operating,,0.161308215029893,,,False
spending,shared,postsecondary,,0.1416966620354559,,,False
spending,shared,education_mix,,0.1599367888986915,,,False
