family_arm,earnings_arm,self_employment,coverage_scale,adjustment,group,band,adjustment_per_person
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,6,12345.597135356744
one_earner_couple,individual,True,1.0,cash_to_accrual,all_native,7,18599.585652394726
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,0,-39.19433054856575
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,1,-5855.389850314493
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,2,-11741.148127357299
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,3,-12754.145461894084
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,4,-12953.48240069624
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,5,-8659.180962203925
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,6,7707.538793972023
one_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,7,11715.76532906089
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,0,-278.0945218118761
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,1,-3547.8431538032737
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,2,-6682.761414914672
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,3,-6848.021509945096
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,4,-7413.527089354493
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,5,-5905.907526507929
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,6,-2353.037540552817
two_earner_couple,individual,True,1.0,accrual_only,mexico_born,7,-532.3791369312519
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,0,-46.080518772449516
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,1,-3734.011111502927
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,2,-7362.333577449795
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,3,-8644.203889576735
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,4,-8235.087677688036
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,5,-6453.847192438513
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,6,-2017.7244759999226
two_earner_couple,individual,True,1.0,accrual_only,mexican_second_gen,7,-605.0170340867659
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,0,-67.0734121492636
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,1,-3601.021520284274
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,2,-7338.0781488053635
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,3,-8628.262447735182
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,4,-9371.448724899994
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,5,-6305.534691504922
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,6,-2379.3567694719577
two_earner_couple,individual,True,1.0,accrual_only,mexican_third_plus_selfid,7,-674.273205447531
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,0,-105.68353717437594
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,1,-4039.7809816492113
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,2,-8389.795974684264
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,3,-9926.448530559113
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,4,-10349.59392045937
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,5,-7734.504511735545
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,6,-2549.156337745361
two_earner_couple,individual,True,1.0,accrual_only,third_plus_nh_white,7,-654.8609701319942
two_earner_couple,individual,True,1.0,accrual_only,all_native,0,-86.07850316500665
two_earner_couple,individual,True,1.0,accrual_only,all_native,1,-3683.461682745575
two_earner_couple,individual,True,1.0,accrual_only,all_native,2,-7934.022625243442
two_earner_couple,individual,True,1.0,accrual_only,all_native,3,-9557.850631817753
two_earner_couple,individual,True,1.0,accrual_only,all_native,4,-9923.281220446044
two_earner_couple,individual,True,1.0,accrual_only,all_native,5,-7434.582615736974
two_earner_couple,individual,True,1.0,accrual_only,all_native,6,-2512.9565665684486
two_earner_couple,individual,True,1.0,accrual_only,all_native,7,-643.4650348393266
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,0,-67.19444974451956
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,1,-3668.536654616753
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,2,-7171.908798298588
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,3,-7823.654765325794
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,4,-8025.6358978919525
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,5,-6077.194460883314
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,6,-2310.8759874333537
two_earner_couple,individual,True,1.0,accrual_only,mexican_observed_total,7,-592.7628512155312
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,0,106.99014013493124
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,1,-3249.5964027797077
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,2,-6451.683378645615
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,3,-6635.10099728407
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,4,-7082.68171630938
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,5,-4618.298758214048
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,6,6996.911454393231
two_earner_couple,individual,True,1.0,cash_to_accrual,mexico_born,7,9732.26241987847
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,0,-4.296072998790996
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,1,-3557.6885152675736
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,2,-7231.9056671114195
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,3,-8378.412272763851
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,4,-7663.157168541834
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,5,-4540.734244002036
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,6,13651.52559339146
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_second_gen,7,15892.721994626076
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,0,3.869896193806938
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,1,-3328.5815536644086
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,2,-7213.92285117971
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,3,-8140.283527610588
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,4,-8496.045125253939
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,5,-3983.2011003397056
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,6,11494.353445674074
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,7,13559.41546379567
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,0,-18.17776892076105
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,1,-3845.5127720889473
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,2,-8084.123398631565
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,3,-9434.722744928375
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,4,-9472.586621926617
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,5,-5168.017467620062
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,6,14649.79001040952
two_earner_couple,individual,True,1.0,cash_to_accrual,third_plus_nh_white,7,19702.173823380937
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,0,-6.6426709281962335
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,1,-3480.261189122573
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,2,-7660.173712727919
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,3,-9078.011407081178
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,4,-9025.865009226827
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,5,-4790.866327107637
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,6,14146.251845845856
two_earner_couple,individual,True,1.0,cash_to_accrual,all_native,7,19078.347030479636
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,0,4.864321553803412
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,1,-3446.3505865677944
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,2,-7016.296352521998
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,3,-7520.164410232124
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,4,-7522.280565931409
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,5,-4460.2374261279
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,6,9377.502707512207
two_earner_couple,individual,True,1.0,cash_to_accrual,mexican_observed_total,7,12157.629994935654
