family_arm,earnings_arm,self_employment,coverage_scale,adjustment,group,band,adjustment_per_person
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,0,132.62288829618674
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,1,-3039.8705462715784
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,2,-6693.499860880881
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,3,-7401.726369406566
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,4,-8190.678617175426
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,5,-5597.330298727599
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,6,6353.422484932212
observed_family,individual,True,1.0,cash_to_accrual,mexico_born,7,9608.503105900076
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,0,-0.731593689397611
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,1,-3369.1012370198487
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,2,-7346.721307431367
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,3,-8855.429528419674
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,4,-8128.974076438088
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,5,-5355.763015700616
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,6,13358.872735441948
observed_family,individual,True,1.0,cash_to_accrual,mexican_second_gen,7,15771.617962850385
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,0,7.082048022277188
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,1,-3158.2404039463017
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,2,-7405.8982853985
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,3,-8481.785715082828
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,4,-9043.34797041958
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,5,-4552.231475529905
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,6,11057.274414132868
observed_family,individual,True,1.0,cash_to_accrual,mexican_third_plus_selfid,7,13465.629852503092
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,0,-11.201808984614994
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,1,-3674.271005423846
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,2,-8231.626671373366
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,3,-10074.60425586899
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,4,-10303.561777183017
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,5,-6159.696853244218
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,6,14019.239134068635
observed_family,individual,True,1.0,cash_to_accrual,third_plus_nh_white,7,19484.86267988303
observed_family,individual,True,1.0,cash_to_accrual,all_native,0,-1.4627424817670138
observed_family,individual,True,1.0,cash_to_accrual,all_native,1,-3317.523769618625
observed_family,individual,True,1.0,cash_to_accrual,all_native,2,-7740.808104285369
observed_family,individual,True,1.0,cash_to_accrual,all_native,3,-9623.610527393806
observed_family,individual,True,1.0,cash_to_accrual,all_native,4,-9735.95991657991
observed_family,individual,True,1.0,cash_to_accrual,all_native,5,-5686.487028867531
observed_family,individual,True,1.0,cash_to_accrual,all_native,6,13565.5790622575
observed_family,individual,True,1.0,cash_to_accrual,all_native,7,18880.5405669405
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,0,9.243649841855834
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,1,-3261.357380798078
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,2,-7188.924616519084
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,3,-8091.124424120617
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,4,-8381.789198025124
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,5,-5320.833778120369
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,6,8850.0787852516
observed_family,individual,True,1.0,cash_to_accrual,mexican_observed_total,7,12044.219922140896
observed_family,individual,False,1.0,accrual_only,mexico_born,0,-252.46177365062061
observed_family,individual,False,1.0,accrual_only,mexico_born,1,-3055.9908105088684
observed_family,individual,False,1.0,accrual_only,mexico_born,2,-6410.262523633341
observed_family,individual,False,1.0,accrual_only,mexico_born,3,-6729.225094247326
observed_family,individual,False,1.0,accrual_only,mexico_born,4,-7343.566532178138
observed_family,individual,False,1.0,accrual_only,mexico_born,5,-5888.403607573232
observed_family,individual,False,1.0,accrual_only,mexico_born,6,-2385.402907833828
observed_family,individual,False,1.0,accrual_only,mexico_born,7,-565.6385451772072
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,0,-42.516039463056124
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,1,-3442.877270190146
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,2,-7138.475189448473
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,3,-8244.168175037465
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,4,-7999.094544139576
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,5,-6895.522570166886
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,6,-2154.621817554343
observed_family,individual,False,1.0,accrual_only,mexican_second_gen,7,-479.1112178232695
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,0,-63.734880807082114
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,1,-3276.488140132809
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,2,-7084.986976208359
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,3,-8366.292737249949
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,4,-9133.71217295132
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,5,-6548.101953781142
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,6,-2493.670160579355
observed_family,individual,False,1.0,accrual_only,mexican_third_plus_selfid,7,-640.8491859339986
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,0,-94.92350001689216
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,1,-3768.082232466967
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,2,-8098.209228192151
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,3,-9696.862503784929
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,4,-10103.203497003518
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,5,-7880.914894469543
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,6,-2650.9962581250684
observed_family,individual,False,1.0,accrual_only,third_plus_nh_white,7,-562.0418191435328
observed_family,individual,False,1.0,accrual_only,all_native,0,-77.59740485164991
observed_family,individual,False,1.0,accrual_only,all_native,1,-3432.5908133251423
observed_family,individual,False,1.0,accrual_only,all_native,2,-7646.1849846339
observed_family,individual,False,1.0,accrual_only,all_native,3,-9322.898389329324
observed_family,individual,False,1.0,accrual_only,all_native,4,-9698.357636149529
observed_family,individual,False,1.0,accrual_only,all_native,5,-7553.904629683974
observed_family,individual,False,1.0,accrual_only,all_native,6,-2622.036444280445
observed_family,individual,False,1.0,accrual_only,all_native,7,-571.3686580980725
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,0,-62.75091591092134
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,1,-3343.185169611848
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,2,-6926.0061442901315
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,3,-7589.757476000741
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,4,-7886.020205771937
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,5,-6185.924670376126
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,6,-2384.1119214297646
observed_family,individual,False,1.0,accrual_only,mexican_observed_total,7,-573.9351064295101
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,0,132.62288829618674
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,1,-2757.744059485304
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,2,-6179.184487364282
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,3,-6516.304581586299
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,4,-7012.721159133026
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,5,-4600.794839279353
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,6,6964.54608711222
observed_family,individual,False,1.0,cash_to_accrual,mexico_born,7,9699.003011632512
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,0,-0.731593689397611
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,1,-3266.55467395479
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,2,-7008.047279110096
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,3,-7978.376558224582
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,4,-7427.164034993373
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,5,-4982.4096217304095
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,6,13514.628251837043
observed_family,individual,False,1.0,cash_to_accrual,mexican_second_gen,7,16018.627810889571
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,0,7.208427535988402
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,1,-3004.0481735129397
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,2,-6960.8316785827055
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,3,-7878.313817125352
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,4,-8258.308573305272
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,5,-4225.768362615926
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,6,11380.04005456668
observed_family,individual,False,1.0,cash_to_accrual,mexican_third_plus_selfid,7,13592.839483309202
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,0,-7.41773176327725
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,1,-3573.814022906701
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,2,-7792.536652139432
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,3,-9205.136718154186
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,4,-9226.19619847078
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,5,-5314.427850354032
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,6,14547.950090029837
observed_family,individual,False,1.0,cash_to_accrual,third_plus_nh_white,7,19794.992974369434
observed_family,individual,False,1.0,cash_to_accrual,all_native,0,1.8384273851604955
observed_family,individual,False,1.0,cash_to_accrual,all_native,1,-3229.3903197021477
observed_family,individual,False,1.0,cash_to_accrual,all_native,2,-7372.336072118372
observed_family,individual,False,1.0,cash_to_accrual,all_native,3,-8843.059164592756
observed_family,individual,False,1.0,cash_to_accrual,all_native,4,-8800.941424930328
observed_family,individual,False,1.0,cash_to_accrual,all_native,5,-4910.188341054628
observed_family,individual,False,1.0,cash_to_accrual,all_native,6,14037.17196813389
observed_family,individual,False,1.0,cash_to_accrual,all_native,7,19150.443407220875
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,0,9.307855387401633
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,1,-3120.9991015628902
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,2,-6770.393698513546
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,3,-7286.267120907065
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,4,-7382.664873811398
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,5,-4568.96763562072
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,6,9304.266773515801
observed_family,individual,False,1.0,cash_to_accrual,mexican_observed_total,7,12176.457739721674
observed_family,group_mean,True,1.0,accrual_only,mexico_born,0,-247.38346787149743
observed_family,group_mean,True,1.0,accrual_only,mexico_born,1,-3263.1209744118696
observed_family,group_mean,True,1.0,accrual_only,mexico_born,2,-8314.69477566562
observed_family,group_mean,True,1.0,accrual_only,mexico_born,3,-8962.593633974415
observed_family,group_mean,True,1.0,accrual_only,mexico_born,4,-9914.256050451046
observed_family,group_mean,True,1.0,accrual_only,mexico_born,5,-7812.565964930268
observed_family,group_mean,True,1.0,accrual_only,mexico_born,6,-3324.640768739546
observed_family,group_mean,True,1.0,accrual_only,mexico_born,7,-753.9538612029554
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,0,-25.73106061879014
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,1,-2717.2430669967066
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,2,-7238.196250865365
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,3,-9626.265864678646
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,4,-9420.086069550202
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,5,-8166.472456114896
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,6,-2455.9487112177676
observed_family,group_mean,True,1.0,accrual_only,mexican_second_gen,7,-591.2292123741626
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,0,-58.06956181661207
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,1,-2602.1384582088535
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,2,-7529.0411338291615
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,3,-9987.943995572356
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,4,-10974.80430890986
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,5,-7277.305760475746
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,6,-2863.8822023398125
observed_family,group_mean,True,1.0,accrual_only,mexican_third_plus_selfid,7,-701.412868409842
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,0,-63.3283550163629
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,1,-3164.260365081483
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,2,-9273.761611974453
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,3,-12411.347727699875
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,4,-13287.374142545526
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,5,-10103.139236212603
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,6,-3298.3677138449066
observed_family,group_mean,True,1.0,accrual_only,third_plus_nh_white,7,-746.7564039616453
observed_family,group_mean,True,1.0,accrual_only,all_native,0,-57.08005194496754
observed_family,group_mean,True,1.0,accrual_only,all_native,1,-2832.8919837057733
observed_family,group_mean,True,1.0,accrual_only,all_native,2,-8541.67900587111
observed_family,group_mean,True,1.0,accrual_only,all_native,3,-11697.956822796355
observed_family,group_mean,True,1.0,accrual_only,all_native,4,-12498.910593867837
observed_family,group_mean,True,1.0,accrual_only,all_native,5,-9521.037312409784
observed_family,group_mean,True,1.0,accrual_only,all_native,6,-3201.30203177098
observed_family,group_mean,True,1.0,accrual_only,all_native,7,-736.4612887040338
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,0,-52.14235250905148
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,1,-2742.1936723984227
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,2,-7617.091466223467
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,3,-9425.187706764113
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,4,-10076.870228162159
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,5,-7739.688987106588
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,6,-3052.7342601136725
observed_family,group_mean,True,1.0,accrual_only,mexican_observed_total,7,-705.8372038662619
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,0,137.70119407530993
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,1,-2964.8742233883045
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,2,-8083.616739396564
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,3,-8749.67312131339
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,4,-9583.410677405931
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,5,-6524.957196636383
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,6,6025.308226206506
observed_family,group_mean,True,1.0,cash_to_accrual,mexico_born,7,9510.687695606764
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,0,16.05338515486838
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,1,-2540.9204707613503
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,2,-7107.768340526987
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,3,-9360.474247865764
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,4,-8848.155560403999
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,5,-6253.359507678419
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,6,13213.301358173621
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_second_gen,7,15906.50981633868
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,0,12.873746526458433
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,1,-2329.6984915889866
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,2,-7404.885836203507
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,3,-9499.965075447759
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,4,-10099.400709263811
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,5,-4954.972169310525
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,6,11009.828012806218
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_third_plus_selfid,7,13532.27580083336
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,0,24.177413237251884
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,1,-2969.9921555212127
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,2,-8968.08903592175
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,3,-11919.621942069136
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,4,-12410.366844012762
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,5,-7536.65219209713
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,6,13900.578634309946
observed_family,group_mean,True,1.0,cash_to_accrual,third_plus_nh_white,7,19610.278389551284
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,0,22.355780291842876
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,1,-2629.6914900827796
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,2,-8267.830093355602
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,3,-11218.117598059782
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,4,-11601.494382648625
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,5,-6877.321023780457
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,6,13457.90638064333
observed_family,group_mean,True,1.0,cash_to_accrual,all_native,7,18985.35077661491
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,0,19.916418789271486
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,1,-2520.007604349465
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,2,-7461.4790204468845
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,3,-9121.697351670433
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,4,-9573.514896201621
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,5,-6122.731952351178
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,6,8635.644434831882
observed_family,group_mean,True,1.0,cash_to_accrual,mexican_observed_total,7,12044.555642284922
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,0,-242.2495269157042
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,1,-3203.088231400808
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,2,-6644.47411352245
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,3,-7306.629348820948
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,4,-8176.822674503444
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,5,-6606.438700448792
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,6,-2875.315018763175
observed_family,individual,True,0.959549334589366,accrual_only,mexico_born,7,-629.5972139688469
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,0,-40.796237376150735
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,1,-3402.0090800373055
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,2,-7174.693556536351
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,3,-8752.261680550337
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,4,-8348.947205422966
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,5,-6974.845094600382
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,6,-2216.9210334415375
observed_family,individual,True,0.959549334589366,accrual_only,mexican_second_gen,7,-696.748985579643
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,0,-61.278029846855524
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,1,-3291.9070667655697
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,2,-7225.457905013089
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,3,-8606.931687136499
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,4,-9517.531469013704
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,5,-6596.4843353385995
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,6,-2702.509098775851
observed_family,individual,True,0.959549334589366,accrual_only,mexican_third_plus_selfid,7,-736.9903265284638
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,0,-94.7147900578719
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,1,-3712.0542295708788
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,2,-8191.9598120579785
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,3,-10138.91496037276
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,4,-10728.30761693355
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,5,-8373.203952215958
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,6,-3051.0859414654533
observed_family,individual,True,0.959549334589366,accrual_only,third_plus_nh_white,7,-836.8921712809561
observed_family,individual,True,0.959549334589366,accrual_only,all_native,0,-77.62617354043911
observed_family,individual,True,0.959549334589366,accrual_only,all_native,1,-3378.308624066133
observed_family,individual,True,0.959549334589366,accrual_only,all_native,2,-7690.458807433313
observed_family,individual,True,0.959549334589366,accrual_only,all_native,3,-9694.758486713787
observed_family,individual,True,0.959549334589366,accrual_only,all_native,4,-10203.248987868104
observed_family,individual,True,0.959549334589366,accrual_only,all_native,5,-7993.241050298236
observed_family,individual,True,0.959549334589366,accrual_only,all_native,6,-2968.4899844091133
observed_family,individual,True,0.959549334589366,accrual_only,all_native,7,-807.2415064780433
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,0,-60.274207995703236
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,1,-3342.631798354317
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,2,-7047.445650992755
observed_family,individual,True,0.959549334589366,accrual_only,mexican_observed_total,3,-8055.047025529123
